country_code,country_name,year,personnel,population,per_million
CAN,Canada,2004,331.1666666666667,31938807.0,10.368786369092204
CAN,Canada,2005,332.0,32242732.0,10.296894196186601
CAN,Canada,2006,174.08333333333334,32571193.0,5.344702398015736
CAN,Canada,2007,138.91666666666666,32888886.0,4.223817938578602
CAN,Canada,2008,170.08333333333334,33247298.0,5.115703938808301
CAN,Canada,2009,198.5,33630069.0,5.902455924190938
CAN,Canada,2010,186.08333333333334,34005902.0,5.472089325356914
CAN,Canada,2011,203.08333333333334,34339221.0,5.914034372921079
CAN,Canada,2012,161.41666666666666,34713395.0,4.649982137058811
CAN,Canada,2013,138.58333333333334,35080992.0,3.9503823989165796
CAN,Canada,2014,115.41666666666667,35434066.0,3.2572233360593352
CAN,Canada,2015,113.08333333333333,35704498.0,3.1672013238593446
CAN,Canada,2016,105.58333333333333,36110803.0,2.923871101214042
CAN,Canada,2017,87.66666666666667,36545075.0,2.398864051220764
CAN,Canada,2018,110.5,37072620.0,2.9806363834010114
CAN,Canada,2019,132.91666666666666,37618495.0,3.533279751533565
CAN,Canada,2020,38.333333333333336,38028638.0,1.0080122599534944
CAN,Canada,2021,55.166666666666664,38239864.0,1.442648087521092
CAN,Canada,2022,58.166666666666664,38950132.0,1.4933625043085006
CAN,Canada,2023,54.333333333333336,40049088.0,1.3566684298362384
CAN,Canada,2024,34.25,41262329.0,0.8300549394582163
CAN,Canada,2025,27.25,41651653.0,0.6542357394555266
CAN,Canada,2026,26.8,41651653.0,0.6434318465103894
CHE,Switzerland,1990,5.0,6715519.0,0.7445440925712518
CHE,Switzerland,1991,17.166666666666668,6799978.0,2.5245179714797117
CHE,Switzerland,1992,62.25,6875364.0,9.05406608290121
CHE,Switzerland,1993,57.583333333333336,6938265.0,8.299385124859505
CHE,Switzerland,1994,43.5,6993795.0,6.219799121935945
CHE,Switzerland,1995,29.083333333333332,7040687.0,4.130752202637801
CHE,Switzerland,1996,32.5,7071850.0,4.595685711659608
CHE,Switzerland,1997,31.333333333333332,7088906.0,4.420052026833665
CHE,Switzerland,1998,25.916666666666668,7110001.0,3.645100284327199
CHE,Switzerland,1999,27.25,7143991.0,3.814394503016591
CHE,Switzerland,2000,27.583333333333332,7184250.0,3.8394172437391982
CHE,Switzerland,2001,36.583333333333336,7229854.0,5.060037634692669
CHE,Switzerland,2002,36.333333333333336,7284753.0,4.98758617256252
CHE,Switzerland,2003,30.833333333333332,7339001.0,4.201298423768212
CHE,Switzerland,2004,31.75,7389625.0,4.296564440008796
CHE,Switzerland,2005,22.833333333333332,7437115.0,3.0701869385283587
CHE,Switzerland,2006,23.416666666666668,7483934.0,3.1289247963259257
CHE,Switzerland,2007,35.0,7551117.0,4.635075843746032
CHE,Switzerland,2008,32.166666666666664,7647675.0,4.206071344123105
CHE,Switzerland,2009,24.416666666666668,7743831.0,3.1530474601869107
CHE,Switzerland,2010,26.666666666666668,7824909.0,3.4079203562196914
CHE,Switzerland,2011,20.75,7912398.0,2.6224666656050415
CHE,Switzerland,2012,23.666666666666668,7996861.0,2.9594945650132805
CHE,Switzerland,2013,25.583333333333332,8089346.0,3.162596003846706
CHE,Switzerland,2014,29.75,8188649.0,3.6330779350781794
CHE,Switzerland,2015,29.166666666666668,8282396.0,3.52152525267648
CHE,Switzerland,2016,33.666666666666664,8373338.0,4.020698396107582
CHE,Switzerland,2017,34.583333333333336,8451840.0,4.091811171689636
CHE,Switzerland,2018,31.916666666666668,8514329.0,3.7485827323170935
CHE,Switzerland,2019,29.5,8575280.0,3.440120905673051
CHE,Switzerland,2020,31.666666666666668,8638167.0,3.6659011879101975
CHE,Switzerland,2021,38.25,8704546.0,4.394255599315576
CHE,Switzerland,2022,33.25,8777088.0,3.788272374619008
CHE,Switzerland,2023,25.416666666666668,8888822.0,2.8593965169587903
CHE,Switzerland,2024,24.083333333333332,9005582.0,2.6742672859270322
CHE,Switzerland,2025,21.75,9092436.0,2.392098223182434
CHE,Switzerland,2026,24.4,9092436.0,2.683549271064432
DEU,Germany,1990,13.0,79433029.0,0.16365988007331306
DEU,Germany,1991,12.916666666666666,80013896.0,0.16143029289145808
DEU,Germany,1992,124.41666666666667,80624598.0,1.54316014904864
DEU,Germany,1993,968.4166666666666,81156363.0,11.932726293644611
DEU,Germany,1994,227.33333333333334,81438348.0,2.7914777118677967
DEU,Germany,1995,189.58333333333334,81678051.0,2.3211050093902625
DEU,Germany,1996,123.91666666666667,81914831.0,1.5127500741186497
DEU,Germany,1997,187.91666666666666,82034771.0,2.29069532804165
DEU,Germany,1998,185.41666666666666,82047195.0,2.259878191651362
DEU,Germany,1999,243.33333333333334,82100243.0,2.9638564325970793
DEU,Germany,2000,460.5833333333333,82211508.0,5.602419229839858
DEU,Germany,2001,503.5833333333333,82349925.0,6.115164444088241
DEU,Germany,2002,518.0,82488495.0,6.279663606421719
DEU,Germany,2003,382.9166666666667,82534176.0,4.639492210677267
DEU,Germany,2004,297.5,82516260.0,3.6053500243467167
DEU,Germany,2005,287.5,82469422.0,3.486140596450403
DEU,Germany,2006,495.6666666666667,82376451.0,6.017091785936088
DEU,Germany,2007,1093.5833333333333,82266372.0,13.293199964298088
DEU,Germany,2008,526.1666666666666,82110097.0,6.4080629044521356
DEU,Germany,2009,359.1666666666667,81902307.0,4.385305857949358
DEU,Germany,2010,292.9166666666667,81776930.0,3.581898546040634
DEU,Germany,2011,273.3333333333333,80274983.0,3.4049628304914537
DEU,Germany,2012,228.66666666666666,80425823.0,2.8431995861163477
DEU,Germany,2013,229.08333333333334,80645605.0,2.8406177042547247
DEU,Germany,2014,218.16666666666666,80982500.0,2.6939976743946734
DEU,Germany,2015,184.08333333333334,81686611.0,2.2535312835212777
DEU,Germany,2016,381.1666666666667,82348669.0,4.628692500988288
DEU,Germany,2017,714.4166666666666,82657002.0,8.643147578310023
DEU,Germany,2018,702.9166666666666,82905782.0,8.478499927383432
DEU,Germany,2019,540.75,83092962.0,6.507771380204258
DEU,Germany,2020,536.1666666666666,83160871.0,6.447343085988922
DEU,Germany,2021,575.0,83196078.0,6.911383490938118
DEU,Germany,2022,641.5833333333334,83177813.0,7.713395077282608
DEU,Germany,2023,548.1666666666666,83287273.0,6.5816378291875
DEU,Germany,2024,156.91666666666666,83516593.0,1.8788681509872733
DEU,Germany,2025,224.16666666666666,83491249.0,2.6849121237444495
DEU,Germany,2026,201.0,83491249.0,2.4074379340043173
DNK,Denmark,1990,374.0,5140939.0,72.74935571108703
DNK,Denmark,1991,399.25,5154298.0,77.45962689778511
DNK,Denmark,1992,1105.3333333333333,5171370.0,213.74091069355572
DNK,Denmark,1993,1314.3333333333333,5188628.0,253.3103805733102
DNK,Denmark,1994,1391.8333333333333,5206180.0,267.34253009564276
DNK,Denmark,1995,1062.5833333333333,5233373.0,203.03986230932387
DNK,Denmark,1996,157.91666666666666,5263074.0,30.00464494070702
DNK,Denmark,1997,123.33333333333333,5284991.0,23.3365266531832
DNK,Denmark,1998,121.0,5304219.0,22.812029442977373
DNK,Denmark,1999,89.58333333333333,5321799.0,16.833280124509276
DNK,Denmark,2000,113.08333333333333,5339616.0,21.17817710736752
DNK,Denmark,2001,187.16666666666666,5358783.0,34.92708450158677
DNK,Denmark,2002,93.16666666666667,5375931.0,17.33033155869498
DNK,Denmark,2003,63.25,5390574.0,11.733444341919803
DNK,Denmark,2004,57.083333333333336,5404523.0,10.56214088335517
DNK,Denmark,2005,70.33333333333333,5419432.0,12.977989821319527
DNK,Denmark,2006,90.33333333333333,5437272.0,16.613723450534263
DNK,Denmark,2007,106.0,5461438.0,19.40880771694195
DNK,Denmark,2008,75.08333333333333,5493621.0,13.667366812041335
DNK,Denmark,2009,58.166666666666664,5523095.0,10.531534704122718
DNK,Denmark,2010,176.33333333333334,5547683.0,31.785041310639656
DNK,Denmark,2011,150.91666666666666,5570572.0,27.091772023890304
DNK,Denmark,2012,32.583333333333336,5591572.0,5.827222350590019
DNK,Denmark,2013,31.0,5614932.0,5.520992952363448
DNK,Denmark,2014,49.916666666666664,5643475.0,8.845023087134553
DNK,Denmark,2015,45.916666666666664,5683483.0,8.078966131625037
DNK,Denmark,2016,61.916666666666664,5728010.0,10.80945505798116
DNK,Denmark,2017,59.916666666666664,5764980.0,10.393213275096647
DNK,Denmark,2018,22.166666666666668,5793636.0,3.8260371667579163
DNK,Denmark,2019,33.333333333333336,5814422.0,5.732871355628012
DNK,Denmark,2020,53.416666666666664,5831404.0,9.160172518773637
DNK,Denmark,2021,12.25,5856733.0,2.091609776303615
DNK,Denmark,2022,12.916666666666666,5903037.0,2.1881392013410497
DNK,Denmark,2023,12.5,5946952.0,2.1019170829023004
DNK,Denmark,2024,10.083333333333334,5976992.0,1.6870247330652832
DNK,Denmark,2025,10.833333333333334,6009169.0,1.802800575808957
DNK,Denmark,2026,10.0,6009169.0,1.664123608439037
FIN,Finland,1990,992.0,4986431.0,198.93988305463367
FIN,Finland,1991,1005.25,5013740.0,200.49902866921698
FIN,Finland,1992,1207.25,5041992.0,239.4390947070126
FIN,Finland,1993,1240.8333333333333,5066447.0,244.91193401082322
FIN,Finland,1994,905.75,5088333.0,178.00525240781215
FIN,Finland,1995,1042.4166666666667,5107790.0,204.08369699354645
FIN,Finland,1996,970.3333333333334,5124573.0,189.3491093469316
FIN,Finland,1997,913.1666666666666,5139835.0,177.6645878061585
FIN,Finland,1998,761.6666666666666,5153498.0,147.79605360604904
FIN,Finland,1999,576.4166666666666,5165474.0,111.59027548423758
FIN,Finland,2000,645.0833333333334,5176209.0,124.62466900647432
FIN,Finland,2001,462.8333333333333,5188008.0,89.21214719278252
FIN,Finland,2002,75.75,5200598.0,14.565632644553569
FIN,Finland,2003,173.08333333333334,5213014.0,33.20216161578184
FIN,Finland,2004,211.91666666666666,5228172.0,40.533606519958916
FIN,Finland,2005,34.666666666666664,5246096.0,6.6080885036542725
FIN,Finland,2006,75.75,5266268.0,14.384000206597918
FIN,Finland,2007,250.0,5288720.0,47.27041703852728
FIN,Finland,2008,42.833333333333336,5313399.0,8.061380922707542
FIN,Finland,2009,88.58333333333333,5338871.0,16.5921471661955
FIN,Finland,2010,52.5,5363352.0,9.788654557821301
FIN,Finland,2011,22.583333333333332,5388272.0,4.191201434028076
FIN,Finland,2012,143.91666666666666,5413971.0,26.582459837089388
FIN,Finland,2013,230.83333333333334,5438972.0,42.440618067777024
FIN,Finland,2014,371.5833333333333,5461512.0,68.03671461919947
FIN,Finland,2015,349.4166666666667,5479531.0,63.76762293463924
FIN,Finland,2016,315.4166666666667,5495303.0,57.397502315462255
FIN,Finland,2017,300.5,5508214.0,54.55488839032034
FIN,Finland,2018,322.3333333333333,5515525.0,58.44109732678817
FIN,Finland,2019,228.08333333333334,5521606.0,41.30742637800186
FIN,Finland,2020,230.25,5529543.0,41.639969162008505
FIN,Finland,2021,202.83333333333334,5541017.0,36.60579516961116
FIN,Finland,2022,205.33333333333334,5556106.0,36.9563383659947
FIN,Finland,2023,198.0,5583911.0,35.45901788191108
FIN,Finland,2024,199.5,5619911.0,35.498782809905705
FIN,Finland,2025,186.75,5646436.0,33.07396028220279
FIN,Finland,2026,170.0,5646436.0,30.107487271617
FRA,France,1990,525.0,58261012.0,9.011171999552634
FRA,France,1991,574.4166666666666,58554242.0,9.809992360018368
FRA,France,1992,3435.9166666666665,58846584.0,58.38769955902056
FRA,France,1993,7858.25,59103094.0,132.95835240029905
FRA,France,1994,6207.916666666667,59324863.0,104.6427476228081
FRA,France,1995,5978.75,59541294.0,100.41350461748446
FRA,France,1996,512.5833333333334,59754504.0,8.578153930176265
FRA,France,1997,471.3333333333333,59968066.0,7.859738770520518
FRA,France,1998,612.5833333333334,60190684.0,10.177377836964494
FRA,France,1999,471.75,60501986.0,7.797264704666059
FRA,France,2000,504.9166666666667,60918661.0,8.288374340116679
FRA,France,2001,575.9166666666666,61364377.0,9.385195366143236
FRA,France,2002,452.0,61812142.0,7.312479156603245
FRA,France,2003,326.1666666666667,62249855.0,5.239637372113825
FRA,France,2004,506.4166666666667,62707588.0,8.075843495474052
FRA,France,2005,595.9166666666666,63180854.0,9.43191851548361
FRA,France,2006,1065.5833333333333,63622342.0,16.748571332588373
FRA,France,2007,1977.5,64016890.0,30.890285360629044
FRA,France,2008,2074.5,64375116.0,32.22518465054106
FRA,France,2009,2070.4166666666665,64706436.0,31.997074706242
FRA,France,2010,1700.0833333333333,65026211.0,26.144585501580792
FRA,France,2011,1454.8333333333333,65340830.0,22.265302313015205
FRA,France,2012,1127.0,65657659.0,17.16479108705353
FRA,France,2013,956.5,65997932.0,14.492878352612625
FRA,France,2014,942.0833333333334,66312067.0,14.206815983180459
FRA,France,2015,922.0,66548272.0,13.8546046695247
FRA,France,2016,894.0,66724104.0,13.398456425881717
FRA,France,2017,845.8333333333334,66918020.0,12.639843996181199
FRA,France,2018,770.0,67158348.0,11.465439858645718
FRA,France,2019,741.4166666666666,67382061.0,11.003175855168138
FRA,France,2020,763.6666666666666,67601110.0,11.296658688987009
FRA,France,2021,695.5833333333334,67842811.0,10.252867224698772
FRA,France,2022,697.0833333333334,68184457.0,10.22349321243892
FRA,France,2023,623.5,68372286.0,9.11919194862082
FRA,France,2024,609.8333333333334,68551653.0,8.895968319441304
FRA,France,2025,673.1666666666666,68720337.0,9.79574164001359
FRA,France,2026,633.8,68720337.0,9.222888415113562
GBR,United Kingdom,1990,769.0,57247586.0,13.432880820511803
GBR,United Kingdom,1991,800.5,57424897.0,13.939946640217743
GBR,United Kingdom,1992,1444.0833333333333,57580402.0,25.079424303660353
GBR,United Kingdom,1993,3227.1666666666665,57718614.0,55.9120609976301
GBR,United Kingdom,1994,3661.25,57865745.0,63.27145705978554
GBR,United Kingdom,1995,5443.583333333333,58019030.0,93.82410104638655
GBR,United Kingdom,1996,416.0833333333333,58166950.0,7.153260284978554
GBR,United Kingdom,1997,439.8333333333333,58316954.0,7.5421177404658915
GBR,United Kingdom,1998,431.0,58487141.0,7.3691411929333315
GBR,United Kingdom,1999,423.75,58682466.0,7.221066681144586
GBR,United Kingdom,2000,545.75,58892514.0,9.266882374897428
GBR,United Kingdom,2001,655.5833333333334,59119673.0,11.089089300837868
GBR,United Kingdom,2002,697.0,59370479.0,11.739841277009067
GBR,United Kingdom,2003,593.6666666666666,59647577.0,9.952904988356302
GBR,United Kingdom,2004,556.3333333333334,59987905.0,9.274091724545697
GBR,United Kingdom,2005,392.75,60401206.0,6.502353611946093
GBR,United Kingdom,2006,355.5833333333333,60846820.0,5.843909892634214
GBR,United Kingdom,2007,366.4166666666667,61322463.0,5.975243797149288
GBR,United Kingdom,2008,340.25,61806995.0,5.505040327555158
GBR,United Kingdom,2009,285.3333333333333,62276270.0,4.581734476604545
GBR,United Kingdom,2010,281.0833333333333,62766365.0,4.478247757908767
GBR,United Kingdom,2011,281.5833333333333,63258810.0,4.451290394702862
GBR,United Kingdom,2012,282.4166666666667,63711000.0,4.432777176102505
GBR,United Kingdom,2013,288.1666666666667,64138000.0,4.492916315860593
GBR,United Kingdom,2014,292.4166666666667,64619000.0,4.525242833635102
GBR,United Kingdom,2015,289.0833333333333,65087000.0,4.441491132381786
GBR,United Kingdom,2016,326.6666666666667,65606000.0,4.979219380341229
GBR,United Kingdom,2017,607.6666666666666,65964000.0,9.21209548642694
GBR,United Kingdom,2018,693.5833333333334,66287000.0,10.463338713976094
GBR,United Kingdom,2019,584.5833333333334,66628000.0,8.773838826519382
GBR,United Kingdom,2020,362.5,66740000.0,5.43152532214564
GBR,United Kingdom,2021,538.8333333333334,66978000.0,8.044930176077719
GBR,United Kingdom,2022,518.8333333333334,67636000.0,7.6709641808110085
GBR,United Kingdom,2023,304.3333333333333,68526000.0,4.441136697506542
GBR,United Kingdom,2024,272.9166666666667,69281000.0,3.939271469330216
GBR,United Kingdom,2025,260.0,69487000.0,3.741707081900212
GBR,United Kingdom,2026,254.4,69487000.0,3.661116467828515
ISR,Israel,1990,0.0,4660000.0,0.0
ISR,Israel,1991,0.0,4949000.0,0.0
ISR,Israel,1992,0.0,5123000.0,0.0
ISR,Israel,1993,0.0,5261000.0,0.0
ISR,Israel,1994,0.0,5399000.0,0.0
ISR,Israel,1995,0.0,5545000.0,0.0
ISR,Israel,1996,0.0,5692000.0,0.0
ISR,Israel,1997,0.0,5836000.0,0.0
ISR,Israel,1998,0.0,5971000.0,0.0
ISR,Israel,1999,0.0,6125000.0,0.0
ISR,Israel,2000,0.0,6289000.0,0.0
ISR,Israel,2001,0.0,6439000.0,0.0
ISR,Israel,2002,0.0,6570000.0,0.0
ISR,Israel,2003,0.0,6689700.0,0.0
ISR,Israel,2004,0.0,6809000.0,0.0
ISR,Israel,2005,0.0,6930100.0,0.0
ISR,Israel,2006,0.0,7053700.0,0.0
ISR,Israel,2007,0.0,7180100.0,0.0
ISR,Israel,2008,0.5833333333333334,7308800.0,0.0798124635143024
ISR,Israel,2009,0.25,7485600.0,0.03339745644971679
ISR,Israel,2010,3.5,7623600.0,0.45910068733931475
ISR,Israel,2011,0.0,7765800.0,0.0
ISR,Israel,2012,0.0,7910500.0,0.0
ISR,Israel,2013,0.0,8059500.0,0.0
ISR,Israel,2014,0.0,8215700.0,0.0
ISR,Israel,2015,0.0,8380100.0,0.0
ISR,Israel,2016,0.0,8546000.0,0.0
ISR,Israel,2017,0.0,8713300.0,0.0
ISR,Israel,2018,0.0,8882800.0,0.0
ISR,Israel,2019,0.0,9054000.0,0.0
ISR,Israel,2020,0.0,9215100.0,0.0
ISR,Israel,2021,0.0,9371400.0,0.0
ISR,Israel,2022,0.0,9557500.0,0.0
ISR,Israel,2023,0.0,9849000.0,0.0
ISR,Israel,2024,0.0,10002200.0,0.0
ISR,Israel,2025,0.0,10122800.0,0.0
ISR,Israel,2026,0.0,10122800.0,0.0
ITA,Italy,1990,79.0,56719240.0,1.392825432780834
ITA,Italy,1991,79.0,56758521.0,1.3918614968843182
ITA,Italy,1992,101.5,56797087.0,1.7870634809140828
ITA,Italy,1993,2682.5,56831821.0,47.20066949816724
ITA,Italy,1994,816.25,56843400.0,14.359626623319507
ITA,Italy,1995,72.58333333333333,56844303.0,1.2768796432130292
ITA,Italy,1996,77.41666666666667,56860281.0,1.3615245177326274
ITA,Italy,1997,92.5,56890372.0,1.6259341738879822
ITA,Italy,1998,94.25,56906744.0,1.6562184615587918
ITA,Italy,1999,111.91666666666667,56916317.0,1.9663371167650687
ITA,Italy,2000,178.16666666666666,56942108.0,3.1289088676988683
ITA,Italy,2001,318.5833333333333,56976981.0,5.591439345186319
ITA,Italy,2002,317.5833333333333,57089824.0,5.562871122764949
ITA,Italy,2003,176.08333333333334,57399184.0,3.0676975012978116
ITA,Italy,2004,175.16666666666666,57828179.0,3.02908840803489
ITA,Italy,2005,240.33333333333334,58166682.0,4.131804068406951
ITA,Italy,2006,687.0,58399861.0,11.763726629417834
ITA,Italy,2007,2480.25,58756247.0,42.2125327371573
ITA,Italy,2008,2734.0833333333335,59211181.0,46.17511907646857
ITA,Italy,2009,2622.3333333333335,59555454.0,44.03179150197282
ITA,Italy,2010,2068.25,59819407.0,34.574899747836014
ITA,Italy,2011,1645.8333333333333,60026841.0,27.41828998353142
ITA,Italy,2012,1175.0833333333333,60191247.0,19.522495244754328
ITA,Italy,2013,1208.75,60311613.0,20.041745525857518
ITA,Italy,2014,1167.5,60320707.0,19.354879245695845
ITA,Italy,2015,1147.75,60229605.0,19.05624318804681
ITA,Italy,2016,1140.0833333333333,60115223.0,18.964968878736975
ITA,Italy,2017,1107.9166666666667,60002252.0,18.464584740363858
ITA,Italy,2018,1078.6666666666667,59877221.0,18.014641438798016
ITA,Italy,2019,1102.1666666666667,59729081.0,18.452764519625987
ITA,Italy,2020,1076.4166666666667,59438851.0,18.109647958482018
ITA,Italy,2021,941.6666666666666,59133173.0,15.924507664533182
ITA,Italy,2022,938.0,59013667.0,15.894623189574036
ITA,Italy,2023,904.6666666666666,58984216.0,15.33743648752857
ITA,Italy,2024,890.9166666666666,58952704.0,15.112396993133116
ITA,Italy,2025,917.4166666666666,58915656.0,15.571695690983507
ITA,Italy,2026,792.0,58915656.0,13.442946302762035
JPN,Japan,1990,0.0,123478000.0,0.0
JPN,Japan,1991,0.0,123964000.0,0.0
JPN,Japan,1992,173.83333333333334,124425000.0,1.397093295827473
JPN,Japan,1993,480.4166666666667,124829000.0,3.8485982156924012
JPN,Japan,1994,53.166666666666664,125178000.0,0.42472851992096583
JPN,Japan,1995,0.0,125472000.0,0.0
JPN,Japan,1996,41.083333333333336,125757000.0,0.3266882426690629
JPN,Japan,1997,43.5,126057000.0,0.34508198672029317
JPN,Japan,1998,41.666666666666664,126400000.0,0.32964135021097046
JPN,Japan,1999,31.416666666666668,126631000.0,0.24809617444912122
JPN,Japan,2000,30.083333333333332,126843000.0,0.2371698346249563
JPN,Japan,2001,30.166666666666668,127149000.0,0.23725445474731746
JPN,Japan,2002,560.75,127445000.0,4.399937227823767
JPN,Japan,2003,524.4166666666666,127718000.0,4.106051352719794
JPN,Japan,2004,187.16666666666666,127761000.0,1.4649749662781808
JPN,Japan,2005,30.0,127773000.0,0.2347913878518936
JPN,Japan,2006,30.25,127854000.0,0.23659799458757644
JPN,Japan,2007,37.0,128001000.0,0.2890602417168616
JPN,Japan,2008,36.5,128063000.0,0.285015968702904
JPN,Japan,2009,38.75,128047000.0,0.30262325552336256
JPN,Japan,2010,212.66666666666666,128070000.0,1.660550219931808
JPN,Japan,2011,259.75,127833000.0,2.0319479320676193
JPN,Japan,2012,481.0833333333333,127629000.0,3.7693888797478103
JPN,Japan,2013,264.5,127445000.0,2.0754050766997527
JPN,Japan,2014,271.5833333333333,127276000.0,2.1338141781116104
JPN,Japan,2015,272.0,127141000.0,2.1393570917328004
JPN,Japan,2016,276.3333333333333,127076000.0,2.1745517118364863
JPN,Japan,2017,82.91666666666667,126972000.0,0.6530311144714321
JPN,Japan,2018,4.0,126811000.0,0.03154300494436603
JPN,Japan,2019,4.166666666666667,126633000.0,0.03290348224133256
JPN,Japan,2020,4.166666666666667,126261000.0,0.03300042504547459
JPN,Japan,2021,4.0,125681593.0,0.03182645846953897
JPN,Japan,2022,4.0,125124989.0,0.03196803477840865
JPN,Japan,2023,4.0,124516650.0,0.032124217925875775
JPN,Japan,2024,5.166666666666667,123975371.0,0.041674944184411165
JPN,Japan,2025,4.666666666666667,123366734.0,0.037827593512094325
JPN,Japan,2026,2.8,123366734.0,0.022696556107256596
KOR,South Korea,1990,0.0,42869283.0,0.0
KOR,South Korea,1991,0.0,43295704.0,0.0
KOR,South Korea,1992,0.0,43747962.0,0.0
KOR,South Korea,1993,67.91666666666667,44194628.0,1.5367629447331623
KOR,South Korea,1994,65.16666666666667,44641540.0,1.459776402576315
KOR,South Korea,1995,102.5,45092991.0,2.273080532626456
KOR,South Korea,1996,236.16666666666666,45524681.0,5.187662197274192
KOR,South Korea,1997,35.0,45953580.0,0.7616381574623783
KOR,South Korea,1998,30.416666666666668,46286503.0,0.6571390080314918
KOR,South Korea,1999,30.333333333333332,46616677.0,0.6506970313077728
KOR,South Korea,2000,438.3333333333333,47008111.0,9.324631941354404
KOR,South Korea,2001,472.5833333333333,47370164.0,9.976392172366838
KOR,South Korea,2002,472.0833333333333,47644736.0,9.908404851552401
KOR,South Korea,2003,273.6666666666667,47892330.0,5.7142065684978505
KOR,South Korea,2004,41.416666666666664,48082519.0,0.8613664077513632
KOR,South Korea,2005,43.5,48184561.0,0.902778796718725
KOR,South Korea,2006,37.5,48438292.0,0.7741808897803416
KOR,South Korea,2007,219.75,48683638.0,4.513836866505334
KOR,South Korea,2008,404.6666666666667,49054708.0,8.249293149735326
KOR,South Korea,2009,412.25,49307835.0,8.36074023529932
KOR,South Korea,2010,618.0,49554112.0,12.471215304998301
KOR,South Korea,2011,642.8333333333334,49936638.0,12.872979821615813
KOR,South Korea,2012,628.1666666666666,50199853.0,12.513316855064629
KOR,South Korea,2013,570.3333333333334,50428893.0,11.30965403768299
KOR,South Korea,2014,623.1666666666666,50746659.0,12.279954561475005
KOR,South Korea,2015,616.75,51014947.0,12.089594055640202
KOR,South Korea,2016,613.8333333333334,51217803.0,11.984765010973497
KOR,South Korea,2017,628.6666666666666,51361911.0,12.23993917723713
KOR,South Korea,2018,627.1666666666666,51585058.0,12.15791337613048
KOR,South Korea,2019,618.0,51764822.0,11.938609583164412
KOR,South Korea,2020,545.1666666666666,51836239.0,10.517095321415324
