date,personnel_type,count
2014-06-30,Troops,21.0
2014-07-31,Experts and staff officers,13.0
2014-07-31,Police,84.0
2014-07-31,Troops,21.0
2014-08-31,Experts and staff officers,13.0
2014-08-31,Police,84.0
2014-08-31,Troops,21.0
2014-09-30,Experts and staff officers,13.0
2014-09-30,Police,84.0
2014-09-30,Troops,21.0
2014-10-31,Experts and staff officers,13.0
2014-10-31,Police,54.0
2014-10-31,Troops,21.0
2014-11-30,Experts and staff officers,12.0
2014-11-30,Police,81.0
2014-11-30,Troops,20.0
2014-12-31,Experts and staff officers,11.0
2014-12-31,Police,81.0
2014-12-31,Troops,21.0
2015-01-31,Experts and staff officers,11.0
2015-01-31,Police,80.0
2015-01-31,Troops,22.0
2015-02-28,Experts and staff officers,11.0
2015-02-28,Police,57.0
2015-02-28,Troops,22.0
2015-03-31,Experts and staff officers,12.0
2015-03-31,Police,89.0
2015-03-31,Troops,21.0
2015-04-30,Experts and staff officers,11.0
2015-04-30,Police,89.0
2015-04-30,Troops,22.0
2015-05-31,Experts and staff officers,11.0
2015-05-31,Police,86.0
2015-05-31,Troops,18.0
2015-06-30,Experts and staff officers,11.0
2015-06-30,Police,85.0
2015-06-30,Troops,15.0
2015-07-31,Experts and staff officers,9.0
2015-07-31,Police,85.0
2015-07-31,Troops,18.0
2015-08-31,Experts and staff officers,10.0
2015-08-31,Police,88.0
2015-08-31,Troops,18.0
2015-09-30,Experts and staff officers,9.0
2015-09-30,Police,88.0
2015-09-30,Troops,18.0
2015-10-31,Experts and staff officers,9.0
2015-10-31,Police,89.0
2015-10-31,Troops,18.0
2015-11-30,Experts and staff officers,9.0
2015-11-30,Police,85.0
2015-11-30,Troops,18.0
2015-12-31,Experts and staff officers,9.0
2015-12-31,Police,84.0
2015-12-31,Troops,20.0
2016-01-31,Experts and staff officers,9.0
2016-01-31,Police,84.0
2016-01-31,Troops,18.0
2016-02-29,Experts and staff officers,9.0
2016-02-29,Police,81.0
2016-02-29,Troops,19.0
2016-03-31,Experts and staff officers,9.0
2016-03-31,Police,49.0
2016-03-31,Troops,18.0
2016-04-30,Experts and staff officers,8.0
2016-04-30,Police,52.0
2016-04-30,Troops,19.0
2016-05-31,Experts and staff officers,9.0
2016-05-31,Police,75.0
2016-05-31,Troops,20.0
2016-06-30,Experts and staff officers,10.0
2016-06-30,Police,75.0
2016-06-30,Troops,21.0
2016-07-31,Experts and staff officers,9.0
2016-07-31,Police,75.0
2016-07-31,Troops,19.0
2016-08-31,Experts and staff officers,9.0
2016-08-31,Police,84.0
2016-08-31,Troops,19.0
2016-09-30,Experts and staff officers,8.0
2016-09-30,Police,85.0
2016-09-30,Troops,19.0
2016-10-31,Experts and staff officers,8.0
2016-10-31,Police,89.0
2016-10-31,Troops,19.0
2016-11-30,Experts and staff officers,9.0
2016-11-30,Police,79.0
2016-11-30,Troops,18.0
2016-12-31,Experts and staff officers,9.0
2016-12-31,Police,105.0
2016-12-31,Troops,19.0
2017-01-31,Experts and staff officers,9.0
2017-01-31,Police,104.0
2017-01-31,Troops,19.0
2017-02-28,Experts and staff officers,11.0
2017-02-28,Police,91.0
2017-02-28,Troops,19.0
2017-03-31,Experts and staff officers,12.0
2017-03-31,Police,90.0
2017-03-31,Troops,20.0
2017-04-30,Experts and staff officers,11.0
2017-04-30,Police,82.0
2017-04-30,Troops,12.0
2017-05-31,Experts and staff officers,30.0
2017-05-31,Police,58.0
2017-05-31,Troops,0.0
2017-06-30,Experts and staff officers,30.0
2017-06-30,Police,58.0
2017-06-30,Troops,0.0
2017-07-31,Experts and staff officers,27.0
2017-07-31,Police,61.0
2017-07-31,Troops,0.0
2017-08-31,Experts and staff officers,29.0
2017-08-31,Police,44.0
2017-08-31,Troops,0.0
2017-09-30,Experts and staff officers,28.0
2017-09-30,Police,40.0
2017-09-30,Troops,0.0
2017-10-31,Experts and staff officers,23.0
2017-10-31,Police,39.0
2017-10-31,Troops,0.0
2017-11-30,Experts and staff officers,24.0
2017-11-30,Police,38.0
2017-11-30,Troops,0.0
2017-12-31,Experts and staff officers,23.0
2017-12-31,Police,20.0
2017-12-31,Troops,0.0
2018-01-31,Experts and staff officers,21.0
2018-01-31,Police,19.0
2018-01-31,Troops,0.0
2018-02-28,Experts and staff officers,22.0
2018-02-28,Police,19.0
2018-02-28,Troops,0.0
2018-03-31,Experts and staff officers,23.0
2018-03-31,Police,24.0
2018-03-31,Troops,0.0
2018-04-30,Experts and staff officers,22.0
2018-04-30,Police,26.0
2018-04-30,Troops,0.0
2018-05-31,Experts and staff officers,19.0
2018-05-31,Police,21.0
2018-05-31,Troops,0.0
2018-06-30,Experts and staff officers,22.0
2018-06-30,Police,22.0
2018-06-30,Troops,0.0
2018-07-31,Experts and staff officers,22.0
2018-07-31,Police,22.0
2018-07-31,Troops,134.0
2018-08-31,Experts and staff officers,21.0
2018-08-31,Police,17.0
2018-08-31,Troops,135.0
2018-09-30,Experts and staff officers,26.0
2018-09-30,Police,17.0
2018-09-30,Troops,135.0
2018-10-31,Experts and staff officers,26.0
2018-10-31,Police,17.0
2018-10-31,Troops,136.0
2018-11-30,Experts and staff officers,26.0
2018-11-30,Police,15.0
2018-11-30,Troops,136.0
2018-12-31,Experts and staff officers,28.0
2018-12-31,Police,19.0
2018-12-31,Troops,134.0
2019-01-31,Experts and staff officers,27.0
2019-01-31,Police,20.0
2019-01-31,Troops,138.0
2019-02-28,Experts and staff officers,31.0
2019-02-28,Police,23.0
2019-02-28,Troops,136.0
2019-03-31,Experts and staff officers,30.0
2019-03-31,Police,27.0
2019-03-31,Troops,135.0
2019-04-30,Experts and staff officers,30.0
2019-04-30,Police,27.0
2019-04-30,Troops,135.0
2019-05-31,Experts and staff officers,29.0
2019-05-31,Police,25.0
2019-05-31,Troops,136.0
2019-06-30,Experts and staff officers,30.0
2019-06-30,Police,24.0
2019-06-30,Troops,122.0
2019-07-31,Experts and staff officers,30.0
2019-07-31,Police,28.0
2019-07-31,Troops,92.0
2019-08-31,Experts and staff officers,32.0
2019-08-31,Police,27.0
2019-08-31,Troops,69.0
2019-09-30,Experts and staff officers,29.0
2019-09-30,Police,20.0
2019-09-30,Troops,0.0
2019-10-30,Experts and staff officers,29.0
2019-10-30,Police,16.0
2019-10-30,Troops,0.0
2019-11-30,Experts and staff officers,29.0
2019-11-30,Police,21.0
2019-11-30,Troops,0.0
2019-12-31,Experts and staff officers,29.0
2019-12-31,Police,19.0
2019-12-31,Troops,0.0
2020-01-31,Experts and staff officers,28.0
2020-01-31,Police,17.0
2020-01-31,Troops,0.0
2020-02-29,Experts and staff officers,29.0
2020-02-29,Police,17.0
2020-02-29,Troops,0.0
2020-03-31,Experts and staff officers,29.0
2020-03-31,Police,14.0
2020-03-31,Troops,0.0
2020-04-30,Experts and staff officers,25.0
2020-04-30,Police,10.0
2020-04-30,Troops,0.0
2020-05-31,Experts and staff officers,24.0
2020-05-31,Police,10.0
2020-05-31,Troops,0.0
2020-06-30,Experts and staff officers,24.0
2020-06-30,Police,10.0
2020-06-30,Troops,0.0
2020-07-31,Experts and staff officers,33.0
2020-07-31,Police,7.0
2020-07-31,Troops,0.0
2020-08-31,Experts and staff officers,27.0
2020-08-31,Police,7.0
2020-08-31,Troops,0.0
2020-09-30,Experts and staff officers,25.0
2020-09-30,Police,9.0
2020-09-30,Troops,0.0
2020-10-31,Experts and staff officers,27.0
2020-10-31,Police,11.0
2020-10-31,Troops,0.0
2020-11-30,Experts and staff officers,24.0
2020-11-30,Police,14.0
2020-11-30,Troops,0.0
2020-12-31,Experts and staff officers,25.0
2020-12-31,Police,14.0
2020-12-31,Troops,0.0
2021-01-31,Experts and staff officers,25.0
2021-01-31,Police,17.0
2021-01-31,Troops,0.0
2021-02-28,Experts and staff officers,27.0
2021-02-28,Police,20.0
2021-02-28,Troops,0.0
2021-03-31,Experts and staff officers,28.0
2021-03-31,Police,27.0
2021-03-31,Troops,0.0
2021-04-30,Experts and staff officers,28.0
2021-04-30,Police,30.0
2021-04-30,Troops,0.0
2021-05-31,Experts and staff officers,27.0
2021-05-31,Police,29.0
2021-05-31,Troops,0.0
2021-06-30,Experts and staff officers,26.0
2021-06-30,Police,31.0
2021-06-30,Troops,0.0
2021-07-31,Experts and staff officers,23.0
2021-07-31,Police,30.0
2021-07-31,Troops,0.0
2021-08-31,Experts and staff officers,26.0
2021-08-31,Police,32.0
2021-08-31,Troops,0.0
2021-09-30,Experts and staff officers,25.0
2021-09-30,Police,32.0
2021-09-30,Troops,0.0
2021-10-31,Experts and staff officers,27.0
2021-10-31,Police,31.0
2021-10-31,Troops,0.0
2021-11-30,Experts and staff officers,28.0
2021-11-30,Police,31.0
2021-11-30,Troops,0.0
2021-12-31,Experts and staff officers,28.0
2021-12-31,Police,34.0
2021-12-31,Troops,0.0
2022-01-31,Experts and staff officers,27.0
2022-01-31,Police,32.0
2022-01-31,Troops,0.0
2022-02-28,Experts and staff officers,28.0
2022-02-28,Police,32.0
2022-02-28,Troops,0.0
2022-03-31,Experts and staff officers,28.0
2022-03-31,Police,32.0
2022-03-31,Troops,0.0
2022-04-30,Experts and staff officers,27.0
2022-04-30,Police,31.0
2022-04-30,Troops,0.0
2022-05-31,Experts and staff officers,28.0
2022-05-31,Police,26.0
2022-05-31,Troops,0.0
2022-06-30,Experts and staff officers,27.0
2022-06-30,Police,32.0
2022-06-30,Troops,0.0
2022-07-31,Experts and staff officers,28.0
2022-07-31,Police,34.0
2022-07-31,Troops,0.0
2022-08-31,Experts and staff officers,25.0
2022-08-31,Police,30.0
2022-08-31,Troops,0.0
2022-09-30,Experts and staff officers,26.0
2022-09-30,Police,29.0
2022-09-30,Troops,0.0
2022-10-31,Experts and staff officers,27.0
2022-10-31,Police,32.0
2022-10-31,Troops,0.0
2022-11-30,Experts and staff officers,27.0
2022-11-30,Police,32.0
2022-11-30,Troops,0.0
2022-12-31,Experts and staff officers,28.0
2022-12-31,Police,30.0
2022-12-31,Troops,0.0
2023-01-31,Experts and staff officers,29.0
2023-01-31,Police,30.0
2023-01-31,Troops,0.0
2023-02-28,Experts and staff officers,27.0
2023-02-28,Police,31.0
2023-02-28,Troops,0.0
2023-03-31,Experts and staff officers,26.0
2023-03-31,Police,32.0
2023-03-31,Troops,0.0
2023-04-30,Experts and staff officers,27.0
2023-04-30,Police,31.0
2023-04-30,Troops,0.0
2023-05-31,Experts and staff officers,27.0
2023-05-31,Police,31.0
2023-05-31,Troops,0.0
2023-06-30,Experts and staff officers,27.0
2023-06-30,Police,27.0
2023-06-30,Troops,0.0
2023-07-31,Experts and staff officers,29.0
2023-07-31,Police,28.0
2023-07-31,Troops,0.0
2023-08-31,Experts and staff officers,29.0
2023-08-31,Police,28.0
2023-08-31,Troops,0.0
2023-09-30,Experts and staff officers,29.0
2023-09-30,Police,23.0
2023-09-30,Troops,0.0
2023-10-31,Experts and staff officers,29.0
2023-10-31,Police,20.0
2023-10-31,Troops,0.0
2023-11-30,Experts and staff officers,24.0
2023-11-30,Police,23.0
2023-11-30,Troops,0.0
2023-12-31,Experts and staff officers,22.0
2023-12-31,Police,23.0
2023-12-31,Troops,0.0
2024-01-31,Experts and staff officers,22.0
2024-01-31,Police,22.0
2024-01-31,Troops,0.0
2024-02-29,Experts and staff officers,22.0
2024-02-29,Police,21.0
2024-02-29,Troops,0.0
2024-03-31,Experts and staff officers,22.0
2024-03-31,Police,19.0
2024-03-31,Troops,0.0
2024-04-30,Experts and staff officers,22.0
2024-04-30,Police,18.0
2024-04-30,Troops,0.0
2024-05-31,Experts and staff officers,22.0
2024-05-31,Police,16.0
2024-05-31,Troops,0.0
2024-06-30,Experts and staff officers,22.0
2024-06-30,Police,11.0
2024-06-30,Troops,0.0
2024-07-31,Experts and staff officers,17.0
2024-07-31,Police,9.0
2024-07-31,Troops,0.0
2024-08-31,Experts and staff officers,21.0
2024-08-31,Police,10.0
2024-08-31,Troops,0.0
2024-09-30,Experts and staff officers,22.0
2024-09-30,Police,10.0
2024-09-30,Troops,0.0
2024-10-30,Experts and staff officers,22.0
2024-10-30,Police,8.0
2024-10-30,Troops,0.0
2024-11-30,Experts and staff officers,22.0
2024-11-30,Police,5.0
2024-11-30,Troops,0.0
2024-12-31,Experts and staff officers,21.0
2024-12-31,Police,5.0
2024-12-31,Troops,0.0
2025-01-31,Experts and staff officers,21.0
2025-01-31,Police,5.0
2025-01-31,Troops,0.0
2025-02-28,Experts and staff officers,22.0
2025-02-28,Police,4.0
2025-02-28,Troops,0.0
2025-03-31,Experts and staff officers,20.0
2025-03-31,Police,4.0
2025-03-31,Troops,0.0
2025-04-30,Experts and staff officers,23.0
2025-04-30,Police,3.0
2025-04-30,Troops,0.0
2025-05-31,Experts and staff officers,23.0
2025-05-31,Police,6.0
2025-05-31,Troops,0.0
2025-06-30,Experts and staff officers,22.0
2025-06-30,Police,6.0
2025-06-30,Troops,0.0
2025-07-31,Experts and staff officers,23.0
2025-07-31,Police,9.0
2025-07-31,Troops,0.0
2025-08-31,Experts and staff officers,21.0
2025-08-31,Police,7.0
2025-08-31,Troops,0.0
2025-09-30,Experts and staff officers,21.0
2025-09-30,Police,6.0
2025-09-30,Troops,0.0
2025-10-31,Experts and staff officers,21.0
2025-10-31,Police,6.0
2025-10-31,Troops,0.0
2025-11-30,Experts and staff officers,21.0
2025-11-30,Police,6.0
2025-11-30,Troops,0.0
2025-12-31,Experts and staff officers,21.0
2025-12-31,Police,6.0
2025-12-31,Troops,0.0
2026-01-31,Experts and staff officers,21.0
2026-01-31,Police,6.0
2026-01-31,Troops,0.0
2026-02-28,Experts and staff officers,21.0
2026-02-28,Police,6.0
2026-02-28,Troops,0.0
2026-03-31,Experts and staff officers,22.0
2026-03-31,Police,7.0
2026-03-31,Troops,0.0
2026-04-30,Experts and staff officers,20.0
2026-04-30,Police,6.0
2026-04-30,Troops,0.0
2026-05-31,Experts and staff officers,20.0
2026-05-31,Police,5.0
2026-05-31,Troops,0.0
