country_code,country_name,year,tax_type,pct_gdp
AUS,Australia,2021,Other,0.0
AUS,Australia,2021,Payroll,1.261624
AUS,Australia,2021,Property,3.182255
AUS,Australia,2021,Social security,0.0
AUS,Australia,2022,Goods & services,6.964836
AUS,Australia,2022,Income & profits,18.250197
AUS,Australia,2022,Other,0.0
AUS,Australia,2022,Payroll,1.375222
AUS,Australia,2022,Property,2.722597
AUS,Australia,2022,Social security,0.0
AUS,Australia,2023,Goods & services,6.913539
AUS,Australia,2023,Income & profits,18.537991
AUS,Australia,2023,Other,0.0
AUS,Australia,2023,Payroll,1.523987
AUS,Australia,2023,Property,2.891737
AUS,Australia,2023,Social security,0.0
CAN,Canada,2010,Goods & services,7.42787
CAN,Canada,2010,Income & profits,14.463018
CAN,Canada,2010,Other,0.035773
CAN,Canada,2010,Payroll,0.64584
CAN,Canada,2010,Property,3.825507
CAN,Canada,2010,Social security,4.608937
CAN,Canada,2011,Goods & services,7.310761
CAN,Canada,2011,Income & profits,14.57878
CAN,Canada,2011,Other,0.036132
CAN,Canada,2011,Payroll,0.651612
CAN,Canada,2011,Property,3.687296
CAN,Canada,2011,Social security,4.53832
CAN,Canada,2012,Goods & services,7.288193
CAN,Canada,2012,Income & profits,14.796347
CAN,Canada,2012,Other,0.03738
CAN,Canada,2012,Payroll,0.651434
CAN,Canada,2012,Property,3.704803
CAN,Canada,2012,Social security,4.699319
CAN,Canada,2013,Goods & services,7.170259
CAN,Canada,2013,Income & profits,14.813369
CAN,Canada,2013,Other,0.036588
CAN,Canada,2013,Payroll,0.656171
CAN,Canada,2013,Property,3.703559
CAN,Canada,2013,Social security,4.751976
CAN,Canada,2014,Goods & services,7.193254
CAN,Canada,2014,Income & profits,15.034853
CAN,Canada,2014,Other,0.036142
CAN,Canada,2014,Payroll,0.648354
CAN,Canada,2014,Property,3.673612
CAN,Canada,2014,Social security,4.680158
CAN,Canada,2015,Goods & services,7.549831
CAN,Canada,2015,Income & profits,15.817657
CAN,Canada,2015,Other,0.03758
CAN,Canada,2015,Payroll,0.665983
CAN,Canada,2015,Property,3.907578
CAN,Canada,2015,Social security,4.84171
CAN,Canada,2016,Goods & services,7.642134
CAN,Canada,2016,Income & profits,16.008029
CAN,Canada,2016,Other,0.036534
CAN,Canada,2016,Payroll,0.675476
CAN,Canada,2016,Property,4.008299
CAN,Canada,2016,Social security,4.887543
CAN,Canada,2017,Goods & services,7.792249
CAN,Canada,2017,Income & profits,15.990346
CAN,Canada,2017,Other,0.037699
CAN,Canada,2017,Payroll,0.668071
CAN,Canada,2017,Property,3.931423
CAN,Canada,2017,Social security,4.624225
CAN,Canada,2018,Goods & services,7.784938
CAN,Canada,2018,Income & profits,16.492228
CAN,Canada,2018,Other,0.039585
CAN,Canada,2018,Payroll,0.664989
CAN,Canada,2018,Property,3.850739
CAN,Canada,2018,Social security,4.649997
CAN,Canada,2019,Goods & services,7.536992
CAN,Canada,2019,Income & profits,16.199171
CAN,Canada,2019,Other,0.041451
CAN,Canada,2019,Payroll,0.751309
CAN,Canada,2019,Property,3.868434
CAN,Canada,2019,Social security,4.68452
CAN,Canada,2020,Goods & services,7.324591
CAN,Canada,2020,Income & profits,17.419977
CAN,Canada,2020,Other,0.040261
CAN,Canada,2020,Payroll,0.774501
CAN,Canada,2020,Property,4.044791
CAN,Canada,2020,Social security,4.841031
CAN,Canada,2021,Goods & services,7.501197
CAN,Canada,2021,Income & profits,17.858013
CAN,Canada,2021,Other,0.040027
CAN,Canada,2021,Payroll,0.745874
CAN,Canada,2021,Property,3.884701
CAN,Canada,2021,Social security,4.771073
CAN,Canada,2022,Goods & services,7.5168
CAN,Canada,2022,Income & profits,17.397947
CAN,Canada,2022,Other,0.045739
CAN,Canada,2022,Payroll,0.723621
CAN,Canada,2022,Property,3.521414
CAN,Canada,2022,Social security,4.673219
CAN,Canada,2023,Goods & services,7.623002
CAN,Canada,2023,Income & profits,17.744699
CAN,Canada,2023,Other,0.047583
CAN,Canada,2023,Payroll,0.752809
CAN,Canada,2023,Property,3.436956
CAN,Canada,2023,Social security,5.180084
CAN,Canada,2024,Goods & services,7.552382
CAN,Canada,2024,Income & profits,17.892994
CAN,Canada,2024,Other,0.045763
CAN,Canada,2024,Payroll,0.770974
CAN,Canada,2024,Property,3.358166
CAN,Canada,2024,Social security,5.28429
CHE,Switzerland,2010,Goods & services,5.821214
CHE,Switzerland,2010,Income & profits,11.789462
CHE,Switzerland,2010,Other,0.094527
CHE,Switzerland,2010,Payroll,0.0
CHE,Switzerland,2010,Property,1.983028
CHE,Switzerland,2010,Social security,6.128164
CHE,Switzerland,2011,Goods & services,5.822812
CHE,Switzerland,2011,Income & profits,11.903324
CHE,Switzerland,2011,Other,0.094067
CHE,Switzerland,2011,Payroll,0.0
CHE,Switzerland,2011,Property,1.926337
CHE,Switzerland,2011,Social security,6.433867
CHE,Switzerland,2012,Goods & services,5.863363
CHE,Switzerland,2012,Income & profits,11.846028
CHE,Switzerland,2012,Other,0.094175
CHE,Switzerland,2012,Payroll,0.0
CHE,Switzerland,2012,Property,1.794892
CHE,Switzerland,2012,Social security,6.494557
CHE,Switzerland,2013,Goods & services,5.821791
CHE,Switzerland,2013,Income & profits,11.960446
CHE,Switzerland,2013,Other,0.101435
CHE,Switzerland,2013,Payroll,0.0
CHE,Switzerland,2013,Property,1.83734
CHE,Switzerland,2013,Social security,6.525392
CHE,Switzerland,2014,Goods & services,5.757684
CHE,Switzerland,2014,Income & profits,11.914428
CHE,Switzerland,2014,Other,0.113156
CHE,Switzerland,2014,Payroll,0.0
CHE,Switzerland,2014,Property,1.885055
CHE,Switzerland,2014,Social security,6.518216
CHE,Switzerland,2015,Goods & services,5.742088
CHE,Switzerland,2015,Income & profits,12.523605
CHE,Switzerland,2015,Other,0.119597
CHE,Switzerland,2015,Payroll,0.0
CHE,Switzerland,2015,Property,1.965071
CHE,Switzerland,2015,Social security,6.605936
CHE,Switzerland,2016,Goods & services,5.688229
CHE,Switzerland,2016,Income & profits,12.539071
CHE,Switzerland,2016,Other,0.131421
CHE,Switzerland,2016,Payroll,0.0
CHE,Switzerland,2016,Property,1.995875
CHE,Switzerland,2016,Social security,6.58349
CHE,Switzerland,2017,Goods & services,5.76348
CHE,Switzerland,2017,Income & profits,13.127986
CHE,Switzerland,2017,Other,0.141174
CHE,Switzerland,2017,Payroll,0.0
CHE,Switzerland,2017,Property,2.093613
CHE,Switzerland,2017,Social security,6.58984
CHE,Switzerland,2018,Goods & services,5.567962
CHE,Switzerland,2018,Income & profits,12.952196
CHE,Switzerland,2018,Other,0.144975
CHE,Switzerland,2018,Payroll,0.0
CHE,Switzerland,2018,Property,2.042253
CHE,Switzerland,2018,Social security,6.475081
CHE,Switzerland,2019,Goods & services,5.503898
CHE,Switzerland,2019,Income & profits,13.325626
CHE,Switzerland,2019,Other,0.141488
CHE,Switzerland,2019,Payroll,0.0
CHE,Switzerland,2019,Property,2.122365
CHE,Switzerland,2019,Social security,6.566992
CHE,Switzerland,2020,Goods & services,5.582821
CHE,Switzerland,2020,Income & profits,12.898719
CHE,Switzerland,2020,Other,0.150698
CHE,Switzerland,2020,Payroll,0.0
CHE,Switzerland,2020,Property,2.258104
CHE,Switzerland,2020,Social security,7.021889
CHE,Switzerland,2021,Goods & services,5.476667
CHE,Switzerland,2021,Income & profits,13.338873
CHE,Switzerland,2021,Other,0.141866
CHE,Switzerland,2021,Payroll,0.0
CHE,Switzerland,2021,Property,2.234635
CHE,Switzerland,2021,Social security,6.777193
CHE,Switzerland,2022,Goods & services,5.294694
CHE,Switzerland,2022,Income & profits,12.487217
CHE,Switzerland,2022,Other,0.132396
CHE,Switzerland,2022,Payroll,0.0
CHE,Switzerland,2022,Property,2.123436
CHE,Switzerland,2022,Social security,6.594154
CHE,Switzerland,2023,Goods & services,5.219408
CHE,Switzerland,2023,Income & profits,12.831509
CHE,Switzerland,2023,Other,0.132456
CHE,Switzerland,2023,Payroll,0.0
CHE,Switzerland,2023,Property,2.057536
CHE,Switzerland,2023,Social security,6.657462
CHE,Switzerland,2024,Goods & services,5.328882
CHE,Switzerland,2024,Income & profits,12.961324
CHE,Switzerland,2024,Other,0.13302
CHE,Switzerland,2024,Payroll,0.0
CHE,Switzerland,2024,Property,2.070535
CHE,Switzerland,2024,Social security,6.675286
DEU,Germany,2010,Goods & services,10.957954
DEU,Germany,2010,Income & profits,9.858179
DEU,Germany,2010,Other,0.003824
DEU,Germany,2010,Payroll,0.0
DEU,Germany,2010,Property,0.8034
DEU,Germany,2010,Social security,13.548175
DEU,Germany,2011,Goods & services,11.167275
DEU,Germany,2011,Income & profits,10.341402
DEU,Germany,2011,Other,0.00415
DEU,Germany,2011,Payroll,0.0
DEU,Germany,2011,Property,0.83836
DEU,Germany,2011,Social security,13.526981
DEU,Germany,2012,Goods & services,11.125647
DEU,Germany,2012,Income & profits,10.925059
DEU,Germany,2012,Other,0.004251
DEU,Germany,2012,Payroll,0.0
DEU,Germany,2012,Property,0.877904
DEU,Germany,2012,Social security,13.689413
DEU,Germany,2013,Goods & services,11.185566
DEU,Germany,2013,Income & profits,11.160936
DEU,Germany,2013,Other,0.004465
DEU,Germany,2013,Payroll,0.0
DEU,Germany,2013,Property,0.910664
DEU,Germany,2013,Social security,13.688461
DEU,Germany,2014,Goods & services,11.122578
DEU,Germany,2014,Income & profits,11.162484
DEU,Germany,2014,Other,0.005763
DEU,Germany,2014,Payroll,0.0
DEU,Germany,2014,Property,0.943786
DEU,Germany,2014,Social security,13.660147
DEU,Germany,2015,Goods & services,11.099633
DEU,Germany,2015,Income & profits,11.382656
DEU,Germany,2015,Other,0.006997
DEU,Germany,2015,Payroll,0.0
DEU,Germany,2015,Property,1.050816
DEU,Germany,2015,Social security,13.76216
DEU,Germany,2016,Goods & services,10.98945
DEU,Germany,2016,Income & profits,11.787582
DEU,Germany,2016,Other,0.007261
DEU,Germany,2016,Payroll,0.0
DEU,Germany,2016,Property,1.066096
DEU,Germany,2016,Social security,13.938489
DEU,Germany,2017,Goods & services,10.684706
DEU,Germany,2017,Income & profits,12.029486
DEU,Germany,2017,Other,0.007561
DEU,Germany,2017,Payroll,0.0
DEU,Germany,2017,Property,1.027869
DEU,Germany,2017,Social security,14.015739
DEU,Germany,2018,Goods & services,10.805497
DEU,Germany,2018,Income & profits,12.342263
DEU,Germany,2018,Other,0.007862
DEU,Germany,2018,Payroll,0.0
DEU,Germany,2018,Property,1.057271
DEU,Germany,2018,Social security,14.200633
DEU,Germany,2019,Goods & services,10.801096
DEU,Germany,2019,Income & profits,12.355765
DEU,Germany,2019,Other,0.009018
DEU,Germany,2019,Payroll,0.0
DEU,Germany,2019,Property,1.093496
DEU,Germany,2019,Social security,14.364738
DEU,Germany,2020,Goods & services,10.345261
DEU,Germany,2020,Income & profits,11.699384
DEU,Germany,2020,Other,0.006028
DEU,Germany,2020,Payroll,0.0
DEU,Germany,2020,Property,1.229512
DEU,Germany,2020,Social security,14.845568
DEU,Germany,2021,Goods & services,10.765003
DEU,Germany,2021,Income & profits,12.553159
DEU,Germany,2021,Other,0.006952
DEU,Germany,2021,Payroll,0.0
DEU,Germany,2021,Property,1.216265
DEU,Germany,2021,Social security,14.511805
DEU,Germany,2022,Goods & services,10.60899
DEU,Germany,2022,Income & profits,12.743151
DEU,Germany,2022,Other,0.008974
DEU,Germany,2022,Payroll,0.0
DEU,Germany,2022,Property,1.083975
DEU,Germany,2022,Social security,14.214755
DEU,Germany,2023,Goods & services,9.957837
DEU,Germany,2023,Income & profits,12.089536
DEU,Germany,2023,Other,0.009646
DEU,Germany,2023,Payroll,0.0
DEU,Germany,2023,Property,0.91496
DEU,Germany,2023,Social security,14.322792
DEU,Germany,2024,Goods & services,9.977755
DEU,Germany,2024,Income & profits,12.246146
DEU,Germany,2024,Other,0.012774
DEU,Germany,2024,Payroll,0.0
DEU,Germany,2024,Property,0.924354
DEU,Germany,2024,Social security,14.860463
DNK,Denmark,2010,Goods & services,14.940688
DNK,Denmark,2010,Income & profits,27.637635
DNK,Denmark,2010,Other,0.011335
DNK,Denmark,2010,Payroll,0.229467
DNK,Denmark,2010,Property,1.849476
DNK,Denmark,2010,Social security,0.125744
DNK,Denmark,2011,Goods & services,15.066837
DNK,Denmark,2011,Income & profits,27.515266
DNK,Denmark,2011,Other,0.009418
DNK,Denmark,2011,Payroll,0.25074
DNK,Denmark,2011,Property,1.888453
DNK,Denmark,2011,Social security,0.136379
DNK,Denmark,2012,Goods & services,15.100543
DNK,Denmark,2012,Income & profits,28.293781
DNK,Denmark,2012,Other,0.036932
DNK,Denmark,2012,Payroll,0.293037
DNK,Denmark,2012,Property,1.778747
DNK,Denmark,2012,Social security,0.123179
DNK,Denmark,2013,Goods & services,14.758727
DNK,Denmark,2013,Income & profits,28.864242
DNK,Denmark,2013,Other,0.113673
DNK,Denmark,2013,Payroll,0.316695
DNK,Denmark,2013,Property,1.807855
DNK,Denmark,2013,Social security,0.109173
DNK,Denmark,2014,Goods & services,14.576197
DNK,Denmark,2014,Income & profits,31.83256
DNK,Denmark,2014,Other,0.117414
DNK,Denmark,2014,Payroll,0.320296
DNK,Denmark,2014,Property,1.832516
DNK,Denmark,2014,Social security,0.0973
DNK,Denmark,2015,Goods & services,14.573539
DNK,Denmark,2015,Income & profits,29.455212
DNK,Denmark,2015,Other,0.136957
DNK,Denmark,2015,Payroll,0.29032
DNK,Denmark,2015,Property,1.938738
DNK,Denmark,2015,Social security,0.092281
DNK,Denmark,2016,Goods & services,14.729092
DNK,Denmark,2016,Income & profits,28.820212
DNK,Denmark,2016,Other,0.047799
DNK,Denmark,2016,Payroll,0.280873
DNK,Denmark,2016,Property,1.840424
DNK,Denmark,2016,Social security,0.080166
DNK,Denmark,2017,Goods & services,14.41841
DNK,Denmark,2017,Income & profits,28.874152
DNK,Denmark,2017,Other,0.046575
DNK,Denmark,2017,Payroll,0.252796
DNK,Denmark,2017,Property,1.791653
DNK,Denmark,2017,Social security,0.073393
DNK,Denmark,2018,Goods & services,14.649072
DNK,Denmark,2018,Income & profits,27.561972
DNK,Denmark,2018,Other,0.039353
DNK,Denmark,2018,Payroll,0.2818
DNK,Denmark,2018,Property,1.835905
DNK,Denmark,2018,Social security,0.076763
DNK,Denmark,2019,Goods & services,14.19438
DNK,Denmark,2019,Income & profits,30.53914
DNK,Denmark,2019,Other,0.043983
DNK,Denmark,2019,Payroll,0.284077
DNK,Denmark,2019,Property,2.011107
DNK,Denmark,2019,Social security,0.073497
DNK,Denmark,2020,Goods & services,14.429718
DNK,Denmark,2020,Income & profits,30.520574
DNK,Denmark,2020,Other,0.051552
DNK,Denmark,2020,Payroll,0.181828
DNK,Denmark,2020,Property,1.960334
DNK,Denmark,2020,Social security,0.092676
DNK,Denmark,2021,Goods & services,13.678601
DNK,Denmark,2021,Income & profits,31.537757
DNK,Denmark,2021,Other,0.052439
DNK,Denmark,2021,Payroll,0.260678
DNK,Denmark,2021,Property,1.842902
DNK,Denmark,2021,Social security,0.097656
DNK,Denmark,2022,Goods & services,12.82292
DNK,Denmark,2022,Income & profits,27.137426
DNK,Denmark,2022,Other,0.048801
DNK,Denmark,2022,Payroll,0.252533
DNK,Denmark,2022,Property,1.710583
DNK,Denmark,2022,Social security,0.082655
DNK,Denmark,2023,Goods & services,12.40876
DNK,Denmark,2023,Income & profits,29.317894
DNK,Denmark,2023,Other,0.209995
DNK,Denmark,2023,Payroll,0.262166
DNK,Denmark,2023,Property,1.717168
DNK,Denmark,2023,Social security,0.07559
DNK,Denmark,2024,Goods & services,12.341525
DNK,Denmark,2024,Income & profits,30.886489
DNK,Denmark,2024,Other,0.201197
DNK,Denmark,2024,Payroll,0.264965
DNK,Denmark,2024,Property,1.412751
DNK,Denmark,2024,Social security,0.070133
FIN,Finland,2010,Goods & services,12.972304
FIN,Finland,2010,Income & profits,14.405757
FIN,Finland,2010,Other,0.036673
FIN,Finland,2010,Payroll,0.0
FIN,Finland,2010,Property,1.109239
FIN,Finland,2010,Social security,12.037396
FIN,Finland,2011,Goods & services,13.877716
FIN,Finland,2011,Income & profits,14.841011
FIN,Finland,2011,Other,0.036933
FIN,Finland,2011,Payroll,0.0
FIN,Finland,2011,Property,1.081683
FIN,Finland,2011,Social security,12.02904
FIN,Finland,2012,Goods & services,14.158241
FIN,Finland,2012,Income & profits,14.573456
FIN,Finland,2012,Other,0.037429
FIN,Finland,2012,Payroll,0.0
FIN,Finland,2012,Property,1.178273
FIN,Finland,2012,Social security,12.606673
FIN,Finland,2013,Goods & services,14.543703
FIN,Finland,2013,Income & profits,15.133884
FIN,Finland,2013,Other,0.03145
FIN,Finland,2013,Payroll,0.0
FIN,Finland,2013,Property,1.277169
FIN,Finland,2013,Social security,12.595763
FIN,Finland,2014,Goods & services,14.448034
FIN,Finland,2014,Income & profits,15.291832
FIN,Finland,2014,Other,0.036919
FIN,Finland,2014,Payroll,0.0
FIN,Finland,2014,Property,1.320833
FIN,Finland,2014,Social security,12.635593
FIN,Finland,2015,Goods & services,14.222711
FIN,Finland,2015,Income & profits,15.400681
FIN,Finland,2015,Other,0.038536
FIN,Finland,2015,Payroll,0.0
FIN,Finland,2015,Property,1.435354
FIN,Finland,2015,Social security,12.673651
FIN,Finland,2016,Goods & services,14.549618
FIN,Finland,2016,Income & profits,15.267225
FIN,Finland,2016,Other,0.045893
FIN,Finland,2016,Payroll,0.0
FIN,Finland,2016,Property,1.421307
FIN,Finland,2016,Social security,12.808448
FIN,Finland,2017,Goods & services,14.267977
FIN,Finland,2017,Income & profits,15.310673
FIN,Finland,2017,Other,0.027147
FIN,Finland,2017,Payroll,0.0
FIN,Finland,2017,Property,1.539345
FIN,Finland,2017,Social security,12.015701
FIN,Finland,2018,Goods & services,14.408055
FIN,Finland,2018,Income & profits,14.878937
FIN,Finland,2018,Other,0.018973
FIN,Finland,2018,Payroll,0.0
FIN,Finland,2018,Property,1.444126
FIN,Finland,2018,Social security,11.921692
FIN,Finland,2019,Goods & services,14.315901
FIN,Finland,2019,Income & profits,14.870995
FIN,Finland,2019,Other,0.021382
FIN,Finland,2019,Payroll,0.0
FIN,Finland,2019,Property,1.457752
FIN,Finland,2019,Social security,11.862836
FIN,Finland,2020,Goods & services,14.247822
FIN,Finland,2020,Income & profits,14.790153
FIN,Finland,2020,Other,0.030882
FIN,Finland,2020,Payroll,0.0
FIN,Finland,2020,Property,1.509812
FIN,Finland,2020,Social security,11.559857
FIN,Finland,2021,Goods & services,14.116592
FIN,Finland,2021,Income & profits,15.723738
FIN,Finland,2021,Other,0.043415
FIN,Finland,2021,Payroll,0.0
FIN,Finland,2021,Property,1.522728
FIN,Finland,2021,Social security,12.134392
FIN,Finland,2022,Goods & services,13.906476
FIN,Finland,2022,Income & profits,16.029459
FIN,Finland,2022,Other,0.03269
FIN,Finland,2022,Payroll,0.0
FIN,Finland,2022,Property,1.451895
FIN,Finland,2022,Social security,12.006688
FIN,Finland,2023,Goods & services,13.292383
FIN,Finland,2023,Income & profits,15.602826
FIN,Finland,2023,Other,0.028954
FIN,Finland,2023,Payroll,0.0
FIN,Finland,2023,Property,1.405178
FIN,Finland,2023,Social security,12.428532
FIN,Finland,2024,Goods & services,13.288738
FIN,Finland,2024,Income & profits,15.650649
FIN,Finland,2024,Other,0.037324
FIN,Finland,2024,Payroll,0.0
FIN,Finland,2024,Property,1.485706
FIN,Finland,2024,Social security,11.754837
FRA,France,2010,Goods & services,11.174814
FRA,France,2010,Income & profits,9.583943
FRA,France,2010,Other,0.48734
FRA,France,2010,Payroll,1.422427
FRA,France,2010,Property,3.546616
FRA,France,2010,Social security,16.022854
FRA,France,2011,Goods & services,11.441695
FRA,France,2011,Income & profits,10.048206
FRA,France,2011,Other,0.620723
FRA,France,2011,Payroll,1.425734
FRA,France,2011,Property,3.653019
FRA,France,2011,Social security,16.129538
FRA,France,2012,Goods & services,11.636167
FRA,France,2012,Income & profits,10.628628
FRA,France,2012,Other,0.52106
FRA,France,2012,Payroll,1.501489
FRA,France,2012,Property,3.792384
FRA,France,2012,Social security,16.381082
FRA,France,2013,Goods & services,11.649056
FRA,France,2013,Income & profits,11.009726
FRA,France,2013,Other,0.529504
FRA,France,2013,Payroll,1.651094
FRA,France,2013,Property,3.851524
FRA,France,2013,Social security,16.638392
FRA,France,2014,Goods & services,11.755633
FRA,France,2014,Income & profits,10.717377
FRA,France,2014,Other,0.538112
FRA,France,2014,Payroll,1.670114
FRA,France,2014,Property,3.912288
FRA,France,2014,Social security,16.812711
FRA,France,2015,Goods & services,11.855384
FRA,France,2015,Income & profits,10.606578
FRA,France,2015,Other,0.549313
FRA,France,2015,Payroll,1.643022
FRA,France,2015,Property,4.076789
FRA,France,2015,Social security,16.631814
FRA,France,2016,Goods & services,12.004453
FRA,France,2016,Income & profits,10.456935
FRA,France,2016,Other,0.537321
FRA,France,2016,Payroll,1.631201
FRA,France,2016,Property,4.146828
FRA,France,2016,Social security,16.619916
FRA,France,2017,Goods & services,12.219602
FRA,France,2017,Income & profits,10.815887
FRA,France,2017,Other,0.548285
FRA,France,2017,Payroll,1.634161
FRA,France,2017,Property,4.288613
FRA,France,2017,Social security,16.732175
FRA,France,2018,Goods & services,12.395595
FRA,France,2018,Income & profits,11.415834
FRA,France,2018,Other,0.58357
FRA,France,2018,Payroll,1.594759
FRA,France,2018,Property,4.034386
FRA,France,2018,Social security,15.997531
FRA,France,2019,Goods & services,12.410717
FRA,France,2019,Income & profits,11.41471
FRA,France,2019,Other,0.601305
FRA,France,2019,Payroll,1.868118
FRA,France,2019,Property,3.935636
FRA,France,2019,Social security,14.793069
FRA,France,2020,Goods & services,12.211097
FRA,France,2020,Income & profits,11.727563
FRA,France,2020,Other,0.669925
FRA,France,2020,Payroll,1.934573
FRA,France,2020,Property,4.001278
FRA,France,2020,Social security,14.694997
FRA,France,2021,Goods & services,12.193991
FRA,France,2021,Income & profits,11.74128
FRA,France,2021,Other,0.640028
FRA,France,2021,Payroll,1.878772
FRA,France,2021,Property,3.886694
FRA,France,2021,Social security,14.718561
FRA,France,2022,Goods & services,11.989455
FRA,France,2022,Income & profits,12.542079
FRA,France,2022,Other,0.821462
FRA,France,2022,Payroll,1.956756
FRA,France,2022,Property,3.716323
FRA,France,2022,Social security,14.829852
FRA,France,2023,Goods & services,11.293353
FRA,France,2023,Income & profits,11.754389
FRA,France,2023,Other,0.862777
FRA,France,2023,Payroll,1.943961
FRA,France,2023,Property,3.453898
FRA,France,2023,Social security,14.546595
FRA,France,2024,Goods & services,11.066231
FRA,France,2024,Income & profits,11.540843
FRA,France,2024,Other,0.80098
FRA,France,2024,Payroll,1.977944
FRA,France,2024,Property,3.396547
FRA,France,2024,Social security,14.679665
GBR,United Kingdom,2010,Goods & services,10.169202
GBR,United Kingdom,2010,Income & profits,11.984156
GBR,United Kingdom,2010,Other,0.0
GBR,United Kingdom,2010,Payroll,0.0
GBR,United Kingdom,2010,Property,3.839973
GBR,United Kingdom,2010,Social security,6.051774
GBR,United Kingdom,2011,Goods & services,11.028636
GBR,United Kingdom,2011,Income & profits,11.919355
GBR,United Kingdom,2011,Other,0.0
GBR,United Kingdom,2011,Payroll,0.0
GBR,United Kingdom,2011,Property,3.813568
GBR,United Kingdom,2011,Social security,6.101384
GBR,United Kingdom,2012,Goods & services,10.916751
GBR,United Kingdom,2012,Income & profits,11.322069
GBR,United Kingdom,2012,Other,0.0
GBR,United Kingdom,2012,Payroll,0.0
GBR,United Kingdom,2012,Property,3.811602
GBR,United Kingdom,2012,Social security,6.087302
GBR,United Kingdom,2013,Goods & services,10.875168
GBR,United Kingdom,2013,Income & profits,11.263691
GBR,United Kingdom,2013,Other,0.0
GBR,United Kingdom,2013,Payroll,0.0
GBR,United Kingdom,2013,Property,3.929748
GBR,United Kingdom,2013,Social security,5.955278
GBR,United Kingdom,2014,Goods & services,10.832348
GBR,United Kingdom,2014,Income & profits,11.013447
GBR,United Kingdom,2014,Other,0.0
GBR,United Kingdom,2014,Payroll,0.0
GBR,United Kingdom,2014,Property,4.004963
GBR,United Kingdom,2014,Social security,5.858748
GBR,United Kingdom,2015,Goods & services,10.880476
GBR,United Kingdom,2015,Income & profits,11.100073
GBR,United Kingdom,2015,Other,0.0
GBR,United Kingdom,2015,Payroll,0.0
GBR,United Kingdom,2015,Property,3.986483
GBR,United Kingdom,2015,Social security,5.957523
GBR,United Kingdom,2016,Goods & services,10.829942
GBR,United Kingdom,2016,Income & profits,11.435293
GBR,United Kingdom,2016,Other,0.0
GBR,United Kingdom,2016,Payroll,0.0
GBR,United Kingdom,2016,Property,4.077484
GBR,United Kingdom,2016,Social security,6.123732
GBR,United Kingdom,2017,Goods & services,10.735555
GBR,United Kingdom,2017,Income & profits,11.552587
GBR,United Kingdom,2017,Other,0.0
GBR,United Kingdom,2017,Payroll,0.088452
GBR,United Kingdom,2017,Property,4.107887
GBR,United Kingdom,2017,Social security,6.264112
GBR,United Kingdom,2018,Goods & services,10.74063
