city,season,year,temp,temp_max
Calgary,Summer,2014,16.2,22.1
Calgary,Summer,2015,16.8,23.2
Calgary,Summer,2017,16.9,24.4
Calgary,Summer,2018,16.3,23.4
Calgary,Summer,2019,15.1,21.2
Calgary,Summer,2020,15.9,22.2
Calgary,Winter,1886,-8.2,-2.5
Calgary,Winter,1887,-15.0,-9.6
Calgary,Winter,1888,-12.2,-7.4
Calgary,Winter,1889,-6.0,-1.0
Calgary,Winter,1890,-14.4,-8.7
Calgary,Winter,1891,-7.8,-2.3
Calgary,Winter,1892,-7.1,-0.9
Calgary,Winter,1893,-11.5,-6.9
Calgary,Winter,1894,-9.5,-4.2
Calgary,Winter,1895,-10.6,-5.7
Calgary,Winter,1896,-8.9,-3.7
Calgary,Winter,1897,-7.7,-3.4
Calgary,Winter,1898,-7.9,-3.1
Calgary,Winter,1899,-10.7,-6.1
Calgary,Winter,1900,-8.0,-3.1
Calgary,Winter,1901,-6.7,-2.2
Calgary,Winter,1902,-6.3,-1.9
Calgary,Winter,1903,-7.4,-2.9
Calgary,Winter,1904,-9.7,-5.0
Calgary,Winter,1905,-9.4,-4.5
Calgary,Winter,1906,-5.7,-0.6
Calgary,Winter,1907,-12.7,-7.8
Calgary,Winter,1908,-4.7,0.6
Calgary,Winter,1909,-10.7,-5.4
Calgary,Winter,1910,-9.2,-5.0
Calgary,Winter,1911,-10.9,-6.5
Calgary,Winter,1912,-6.6,-2.3
Calgary,Winter,1913,-8.1,-3.8
Calgary,Winter,1914,-7.0,-2.5
Calgary,Winter,1915,-7.9,-3.9
Calgary,Winter,1916,-11.7,-7.6
Calgary,Winter,1917,-11.3,-6.7
Calgary,Winter,1918,-11.8,-6.7
Calgary,Winter,1919,-5.6,-1.1
Calgary,Winter,1920,-7.6,-2.7
Calgary,Winter,1921,-7.2,-2.1
Calgary,Winter,1922,-10.4,-4.8
Calgary,Winter,1923,-10.0,-4.2
Calgary,Winter,1924,-6.5,-0.3
Calgary,Winter,1925,-11.0,-6.4
Calgary,Winter,1926,-1.6,3.4
Calgary,Winter,1927,-9.2,-4.2
Calgary,Winter,1928,-8.1,-3.3
Calgary,Winter,1929,-9.7,-4.3
Calgary,Winter,1930,-9.0,-4.6
Calgary,Winter,1931,0.0,5.8
Calgary,Winter,1932,-7.7,-2.9
Calgary,Winter,1933,-8.0,-2.8
Calgary,Winter,1934,-6.6,-1.3
Calgary,Winter,1935,-6.7,-1.3
Calgary,Winter,1936,-13.1,-8.2
Calgary,Winter,1937,-12.3,-7.6
Calgary,Winter,1938,-9.0,-4.2
Calgary,Winter,1939,-7.8,-2.5
Calgary,Winter,1940,-7.5,-2.6
Calgary,Winter,1941,-5.3,-0.1
Calgary,Winter,1942,-5.7,0.1
Calgary,Winter,1943,-8.8,-3.9
Calgary,Winter,1944,-3.6,2.2
Calgary,Winter,1945,-6.2,-1.0
Calgary,Winter,1946,-6.5,-1.6
Calgary,Winter,1947,-8.0,-2.4
Calgary,Winter,1948,-7.1,-2.1
Calgary,Winter,1949,-13.3,-7.5
Calgary,Winter,1950,-14.9,-10.1
Calgary,Winter,1951,-9.4,-4.0
Calgary,Winter,1952,-10.7,-5.7
Calgary,Winter,1953,-5.7,-0.2
Calgary,Winter,1954,-7.4,-2.2
Calgary,Winter,1955,-5.4,0.2
Calgary,Winter,1956,-12.8,-7.6
Calgary,Winter,1957,-10.0,-4.4
Calgary,Winter,1958,-4.7,0.4
Calgary,Winter,1959,-8.8,-3.9
Calgary,Winter,1960,-5.9,-1.1
Calgary,Winter,1961,-3.5,1.8
Calgary,Winter,1962,-8.6,-3.5
Calgary,Winter,1963,-5.4,-0.1
Calgary,Winter,1964,-4.0,1.1
Calgary,Winter,1965,-11.3,-6.3
Calgary,Winter,1966,-10.7,-5.8
Calgary,Winter,1967,-7.4,-2.2
Calgary,Winter,1968,-7.0,-1.3
Calgary,Winter,1969,-16.0,-11.2
Calgary,Winter,1970,-6.2,-0.9
Calgary,Winter,1971,-9.3,-4.3
Calgary,Winter,1972,-13.4,-8.7
Calgary,Winter,1973,-8.0,-2.7
Calgary,Winter,1974,-7.7,-2.0
Calgary,Winter,1975,-7.1,-1.9
Calgary,Winter,1976,-5.0,0.7
Calgary,Winter,1977,-3.1,2.4
Calgary,Winter,1978,-13.1,-8.1
Calgary,Winter,1979,-12.7,-7.6
Calgary,Winter,1980,-7.8,-2.2
Calgary,Winter,1981,-4.2,1.5
Calgary,Winter,1982,-12.1,-6.8
Calgary,Winter,1983,-3.2,2.6
Calgary,Winter,1984,-6.2,-0.5
Calgary,Winter,1985,-8.2,-2.6
Calgary,Winter,1986,-3.7,1.6
Calgary,Winter,1987,-1.0,5.2
Calgary,Winter,1988,-4.7,1.0
Calgary,Winter,1989,-7.7,-1.9
Calgary,Winter,1990,-4.8,0.9
Calgary,Winter,1991,-5.8,-0.5
Calgary,Winter,1992,-1.5,4.5
Calgary,Winter,1993,-9.7,-4.0
Calgary,Winter,1994,-7.9,-2.4
Calgary,Winter,1995,-5.8,0.5
Calgary,Winter,1996,-10.4,-4.7
Calgary,Winter,1997,-9.4,-4.0
Calgary,Winter,1998,-6.0,-0.5
Calgary,Winter,1999,-5.6,0.5
Calgary,Winter,2000,-5.4,0.8
Calgary,Winter,2001,-6.9,-1.2
Calgary,Winter,2002,-5.6,0.3
Calgary,Winter,2003,-5.0,0.6
Calgary,Winter,2004,-5.8,-0.7
Calgary,Winter,2005,-5.2,0.6
Calgary,Winter,2006,-3.3,2.4
Calgary,Winter,2007,-4.4,1.1
Calgary,Winter,2008,-6.7,-0.8
Calgary,Winter,2009,-7.7,-2.3
Calgary,Winter,2010,-7.4,-2.4
Calgary,Winter,2011,-8.4,-3.4
Calgary,Winter,2012,-3.5,2.0
Calgary,Winter,2013,-5.3,-0.4
Calgary,Winter,2014,-7.8,-2.4
Calgary,Winter,2015,-3.6,1.3
Calgary,Winter,2016,-3.4,1.7
Calgary,Winter,2017,-8.3,-3.6
Calgary,Winter,2018,-8.6,-2.8
Calgary,Winter,2019,-8.4,-3.1
Calgary,Winter,2020,-5.7,-0.5
Eureka,Autumn,1947,-18.2,-15.1
Eureka,Autumn,1948,-18.3,-15.1
Eureka,Autumn,1949,-19.9,-16.8
Eureka,Autumn,1950,-21.0,-17.7
Eureka,Autumn,1951,-18.8,-15.2
Eureka,Autumn,1952,-21.2,-18.0
Eureka,Autumn,1953,-21.6,-18.3
Eureka,Autumn,1954,-17.2,-14.3
Eureka,Autumn,1955,-17.6,-14.8
Eureka,Autumn,1956,-22.9,-20.0
Eureka,Autumn,1957,-20.1,-16.7
Eureka,Autumn,1958,-19.4,-16.0
Eureka,Autumn,1959,-20.5,-16.5
Eureka,Autumn,1960,-17.3,-14.4
Eureka,Autumn,1961,-22.1,-18.2
Eureka,Autumn,1962,-21.2,-17.6
Eureka,Autumn,1963,-19.1,-15.8
Eureka,Autumn,1964,-22.1,-18.8
Eureka,Autumn,1965,-19.7,-16.2
Eureka,Autumn,1966,-22.5,-19.1
Eureka,Autumn,1967,-21.0,-17.5
Eureka,Autumn,1968,-19.5,-15.9
Eureka,Autumn,1969,-21.4,-18.3
Eureka,Autumn,1970,-19.2,-15.4
Eureka,Autumn,1971,-20.5,-17.4
Eureka,Autumn,1972,-22.1,-18.4
Eureka,Autumn,1973,-18.9,-15.9
Eureka,Autumn,1974,-21.0,-17.0
Eureka,Autumn,1975,-20.9,-17.3
Eureka,Autumn,1976,-21.8,-18.1
Eureka,Autumn,1977,-21.5,-18.0
Eureka,Autumn,1978,-24.2,-21.2
Eureka,Autumn,1979,-23.2,-19.9
Eureka,Autumn,1980,-20.8,-17.3
Eureka,Autumn,1981,-16.8,-12.9
Eureka,Autumn,1982,-21.7,-18.3
Eureka,Autumn,1983,-21.0,-17.8
Eureka,Autumn,1984,-21.5,-18.2
Eureka,Autumn,1985,-20.5,-17.1
Eureka,Autumn,1986,-23.4,-19.8
Eureka,Autumn,1987,-21.9,-18.6
Eureka,Autumn,1988,-18.0,-14.9
Eureka,Autumn,1989,-21.3,-17.9
Eureka,Autumn,1990,-21.5,-18.5
Eureka,Autumn,1991,-17.5,-14.4
Eureka,Autumn,1992,-19.6,-16.5
Eureka,Autumn,1993,-20.0,-17.0
Eureka,Autumn,1994,-17.1,-14.1
Eureka,Autumn,1995,-17.9,-14.2
Eureka,Autumn,1996,-18.5,-14.8
Eureka,Autumn,1997,-20.2,-16.9
Eureka,Autumn,1998,-14.3,-11.2
Eureka,Autumn,1999,-18.9,-15.9
Eureka,Autumn,2000,-20.0,-16.7
Eureka,Autumn,2001,-18.9,-15.5
Eureka,Autumn,2002,-15.9,-12.7
Eureka,Autumn,2003,-17.1,-14.2
Eureka,Autumn,2004,-20.2,-16.6
Eureka,Autumn,2005,-17.3,-14.2
Eureka,Autumn,2006,-14.5,-11.5
Eureka,Autumn,2007,-18.3,-14.8
Eureka,Autumn,2008,-16.7,-13.6
Eureka,Autumn,2009,-17.4,-14.2
Eureka,Autumn,2010,-17.8,-14.5
Eureka,Autumn,2011,-17.5,-14.0
Eureka,Autumn,2012,-17.7,-14.7
Eureka,Autumn,2013,-20.3,-16.9
Eureka,Autumn,2014,-16.8,-13.7
Eureka,Autumn,2015,-17.4,-14.0
Eureka,Autumn,2016,-15.5,-12.0
Eureka,Autumn,2017,-21.0,-17.4
Eureka,Autumn,2018,-18.5,-15.3
Eureka,Autumn,2019,-14.0,-11.2
Eureka,Autumn,2020,-16.0,-12.9
Eureka,Spring,1948,-24.8,-20.7
Eureka,Spring,1949,-24.6,-20.1
Eureka,Spring,1950,-25.2,-20.9
Eureka,Spring,1951,-23.4,-19.3
Eureka,Spring,1952,-23.0,-19.3
Eureka,Spring,1953,-20.6,-16.9
Eureka,Spring,1954,-25.0,-21.4
Eureka,Spring,1955,-26.5,-22.9
Eureka,Spring,1956,-24.8,-21.3
Eureka,Spring,1957,-26.1,-22.5
Eureka,Spring,1958,-25.0,-21.3
Eureka,Spring,1959,-26.9,-23.3
Eureka,Spring,1960,-25.7,-21.9
Eureka,Spring,1961,-26.0,-22.3
Eureka,Spring,1962,-22.0,-18.0
Eureka,Spring,1963,-26.0,-21.8
Eureka,Spring,1964,-26.0,-22.1
Eureka,Spring,1965,-23.8,-19.8
Eureka,Spring,1966,-26.4,-22.9
Eureka,Spring,1967,-21.3,-17.7
Eureka,Spring,1968,-25.3,-21.3
Eureka,Spring,1969,-25.5,-21.4
Eureka,Spring,1970,-26.8,-23.0
Eureka,Spring,1971,-23.3,-19.5
Eureka,Spring,1972,-27.0,-23.5
Eureka,Spring,1973,-28.1,-24.5
Eureka,Spring,1974,-27.2,-23.9
Eureka,Spring,1975,-26.4,-22.9
Eureka,Spring,1976,-27.9,-24.2
Eureka,Spring,1977,-26.3,-22.8
Eureka,Spring,1978,-24.8,-21.3
Eureka,Spring,1979,-24.1,-20.3
Eureka,Spring,1980,-27.0,-23.3
Eureka,Spring,1981,-25.3,-21.8
Eureka,Spring,1982,-27.2,-23.5
Eureka,Spring,1983,-24.9,-21.5
Eureka,Spring,1984,-26.6,-22.8
Eureka,Spring,1985,-27.7,-24.0
Eureka,Spring,1986,-26.3,-22.5
Eureka,Spring,1987,-28.7,-25.1
Eureka,Spring,1988,-20.3,-16.7
Eureka,Spring,1989,-26.1,-22.5
Eureka,Spring,1990,-22.2,-18.3
Eureka,Spring,1991,-22.5,-19.1
Eureka,Spring,1992,-27.6,-24.2
Eureka,Spring,1993,-24.2,-20.5
Eureka,Spring,1994,-24.2,-20.4
Eureka,Spring,1995,-22.2,-18.8
Eureka,Spring,1996,-24.8,-20.9
Eureka,Spring,1997,-22.6,-18.8
Eureka,Spring,1998,-23.8,-20.1
Eureka,Spring,1999,-25.0,-21.4
Eureka,Spring,2000,-23.7,-20.1
Eureka,Spring,2001,-24.8,-21.1
Eureka,Spring,2002,-24.3,-20.9
Eureka,Spring,2003,-25.4,-22.1
Eureka,Spring,2004,-25.1,-21.6
Eureka,Spring,2005,-23.5,-19.8
Eureka,Spring,2006,-21.5,-17.7
Eureka,Spring,2007,-24.2,-20.7
Eureka,Spring,2008,-25.1,-21.7
Eureka,Spring,2009,-25.3,-22.1
Eureka,Spring,2010,-19.5,-16.3
Eureka,Spring,2011,-23.7,-20.0
Eureka,Spring,2012,-24.2,-20.4
Eureka,Spring,2013,-22.1,-18.2
Eureka,Spring,2014,-24.6,-21.1
Eureka,Spring,2015,-25.5,-22.1
Eureka,Spring,2016,-23.6,-19.6
Eureka,Spring,2017,-24.2,-20.4
Eureka,Spring,2018,-26.0,-22.3
Eureka,Spring,2019,-22.6,-18.6
Eureka,Spring,2020,-21.3,-18.1
Eureka,Summer,1948,4.2,6.5
Eureka,Summer,1949,4.4,7.1
Eureka,Summer,1950,3.9,6.9
Eureka,Summer,1951,3.8,6.6
Eureka,Summer,1952,4.7,7.6
Eureka,Summer,1953,2.3,4.9
Eureka,Summer,1954,4.6,7.2
Eureka,Summer,1955,2.9,4.8
Eureka,Summer,1956,3.1,5.2
Eureka,Summer,1957,4.8,7.7
Eureka,Summer,1958,4.1,7.5
Eureka,Summer,1959,4.2,7.3
Eureka,Summer,1960,5.8,8.5
Eureka,Summer,1961,2.3,5.1
Eureka,Summer,1962,5.0,8.2
Eureka,Summer,1963,3.0,5.6
Eureka,Summer,1964,3.4,5.7
Eureka,Summer,1965,3.4,6.0
Eureka,Summer,1966,3.6,6.1
Eureka,Summer,1967,3.3,5.6
Eureka,Summer,1968,4.2,7.1
Eureka,Summer,1969,3.3,6.1
Eureka,Summer,1970,2.6,5.0
Eureka,Summer,1971,4.5,7.2
Eureka,Summer,1972,2.3,4.9
Eureka,Summer,1973,3.5,5.8
Eureka,Summer,1974,2.5,5.3
Eureka,Summer,1975,3.5,6.0
Eureka,Summer,1976,2.6,5.1
Eureka,Summer,1977,4.7,7.6
Eureka,Summer,1978,3.3,5.8
Eureka,Summer,1979,1.4,4.0
Eureka,Summer,1980,2.3,5.1
Eureka,Summer,1981,4.3,7.1
Eureka,Summer,1982,3.4,5.9
Eureka,Summer,1983,4.1,6.8
Eureka,Summer,1984,3.7,6.3
Eureka,Summer,1985,3.3,6.0
Eureka,Summer,1986,2.3,4.6
Eureka,Summer,1987,4.6,7.4
Eureka,Summer,1988,4.4,7.0
Eureka,Summer,1989,3.2,5.3
Eureka,Summer,1990,4.7,7.7
Eureka,Summer,1992,2.4,4.8
Eureka,Summer,1993,4.2,6.9
Eureka,Summer,1994,3.9,6.5
Eureka,Summer,1995,4.7,7.8
Eureka,Summer,1996,2.1,4.2
Eureka,Summer,1997,3.1,5.6
Eureka,Summer,1998,5.2,8.0
Eureka,Summer,1999,4.3,7.3
Eureka,Summer,2000,3.5,6.5
Eureka,Summer,2001,3.8,6.2
Eureka,Summer,2002,4.5,6.9
Eureka,Summer,2003,4.5,7.1
Eureka,Summer,2004,3.4,5.6
Eureka,Summer,2005,5.6,8.6
Eureka,Summer,2006,3.9,6.4
Eureka,Summer,2007,5.6,8.8
Eureka,Summer,2008,5.4,8.4
Eureka,Summer,2009,5.9,9.2
Eureka,Summer,2010,4.9,7.7
Eureka,Summer,2011,7.3,10.5
Eureka,Summer,2012,6.4,9.4
Eureka,Summer,2013,1.3,3.5
Eureka,Summer,2014,3.7,6.3
Eureka,Summer,2015,6.0,9.0
Eureka,Summer,2016,4.9,7.7
Eureka,Summer,2017,2.7,5.1
Eureka,Summer,2018,3.6,5.8
Eureka,Summer,2019,6.4,9.3
Eureka,Summer,2020,6.3,9.3
Eureka,Winter,1948,-39.9,-36.5
Eureka,Winter,1949,-39.9,-36.7
Eureka,Winter,1951,-37.4,-33.9
Eureka,Winter,1952,-37.8,-34.3
Eureka,Winter,1953,-34.7,-31.7
Eureka,Winter,1954,-37.7,-34.2
Eureka,Winter,1955,-34.6,-31.7
Eureka,Winter,1956,-36.4,-33.2
Eureka,Winter,1957,-37.7,-34.9
Eureka,Winter,1958,-35.8,-32.4
Eureka,Winter,1959,-33.4,-29.6
Eureka,Winter,1960,-35.3,-31.1
Eureka,Winter,1961,-36.6,-33.2
Eureka,Winter,1962,-35.1,-31.2
Eureka,Winter,1963,-34.5,-30.4
Eureka,Winter,1964,-35.8,-32.0
Eureka,Winter,1965,-34.0,-30.3
Eureka,Winter,1966,-35.4,-31.7
Eureka,Winter,1967,-37.1,-33.8
Eureka,Winter,1968,-37.2,-33.6
Eureka,Winter,1969,-35.1,-31.5
Eureka,Winter,1970,-36.2,-32.5
Eureka,Winter,1971,-39.7,-36.8
Eureka,Winter,1972,-39.4,-36.4
Eureka,Winter,1973,-40.8,-37.6
Eureka,Winter,1974,-37.9,-34.8
Eureka,Winter,1975,-38.3,-34.8
Eureka,Winter,1976,-35.6,-32.1
Eureka,Winter,1977,-34.3,-30.6
Eureka,Winter,1978,-34.9,-31.2
Eureka,Winter,1979,-37.4,-33.8
Eureka,Winter,1980,-35.3,-31.1
Eureka,Winter,1981,-34.2,-30.4
Eureka,Winter,1982,-33.5,-30.0
Eureka,Winter,1983,-36.9,-33.5
Eureka,Winter,1984,-38.9,-35.5
Eureka,Winter,1985,-36.3,-32.6
Eureka,Winter,1986,-35.8,-32.2
Eureka,Winter,1987,-38.0,-34.2
Eureka,Winter,1988,-36.5,-32.6
Eureka,Winter,1989,-37.8,-34.3
Eureka,Winter,1990,-39.0,-35.4
Eureka,Winter,1991,-37.9,-34.3
Eureka,Winter,1992,-38.1,-34.6
Eureka,Winter,1993,-34.6,-30.9
Eureka,Winter,1994,-34.1,-30.5
Eureka,Winter,1995,-38.0,-34.6
Eureka,Winter,1996,-35.8,-31.7
Eureka,Winter,1997,-35.9,-32.2
Eureka,Winter,1998,-36.7,-33.3
Eureka,Winter,1999,-34.9,-31.5
Eureka,Winter,2000,-39.4,-36.4
Eureka,Winter,2001,-34.5,-30.3
Eureka,Winter,2002,-36.0,-32.5
Eureka,Winter,2003,-32.0,-28.2
Eureka,Winter,2004,-33.0,-29.5
Eureka,Winter,2005,-34.3,-30.3
Eureka,Winter,2006,-34.9,-31.1
Eureka,Winter,2007,-34.2,-30.4
Eureka,Winter,2008,-36.3,-32.9
Eureka,Winter,2009,-35.1,-32.0
Eureka,Winter,2010,-32.4,-28.5
Eureka,Winter,2011,-31.8,-27.5
Eureka,Winter,2012,-36.0,-32.3
Eureka,Winter,2013,-36.6,-33.2
Eureka,Winter,2014,-37.3,-33.7
Eureka,Winter,2015,-34.5,-30.9
Eureka,Winter,2016,-34.4,-30.1
Eureka,Winter,2017,-33.5,-30.0
Eureka,Winter,2018,-32.7,-28.2
Eureka,Winter,2019,-35.3,-32.1
Eureka,Winter,2020,-36.0,-32.7
Toronto,Autumn,1840,7.4,12.0
Toronto,Autumn,1841,7.8,11.8
Toronto,Autumn,1842,7.5,12.0
Toronto,Autumn,1843,7.8,11.8
Toronto,Autumn,1844,7.9,12.6
Toronto,Autumn,1845,7.6,12.4
Toronto,Autumn,1846,9.9,13.6
Toronto,Autumn,1847,7.7,11.2
Toronto,Autumn,1848,6.9,10.5
Toronto,Autumn,1849,9.1,12.7
Toronto,Autumn,1850,7.4,12.3
Toronto,Autumn,1851,7.9,11.6
Toronto,Autumn,1852,7.9,11.9
Toronto,Autumn,1853,8.1,12.9
Toronto,Autumn,1854,9.3,14.4
Toronto,Autumn,1855,8.2,13.1
Toronto,Autumn,1856,7.6,12.5
Toronto,Autumn,1857,7.4,11.7
Toronto,Autumn,1858,8.7,12.1
Toronto,Autumn,1859,7.9,11.3
Toronto,Autumn,1860,8.4,11.9
Toronto,Autumn,1861,9.1,12.6
Toronto,Autumn,1862,8.9,12.5
Toronto,Autumn,1863,8.5,12.3
Toronto,Autumn,1864,8.1,11.6
Toronto,Autumn,1865,10.0,14.0
Toronto,Autumn,1866,9.2,12.9
Toronto,Autumn,1867,9.8,14.3
Toronto,Autumn,1868,7.6,11.0
Toronto,Autumn,1869,7.6,11.4
Toronto,Autumn,1870,10.0,14.1
Toronto,Autumn,1871,7.5,11.8
Toronto,Autumn,1872,7.9,12.5
Toronto,Autumn,1873,6.3,10.8
Toronto,Autumn,1874,9.2,13.8
Toronto,Autumn,1875,6.5,10.9
Toronto,Autumn,1876,7.7,11.3
Toronto,Autumn,1877,9.8,13.9
Toronto,Autumn,1878,9.5,13.3
Toronto,Autumn,1879,9.3,13.8
Toronto,Autumn,1880,7.3,11.4
Toronto,Autumn,1881,10.9,15.4
Toronto,Autumn,1882,9.8,14.1
Toronto,Autumn,1883,7.5,11.9
Toronto,Autumn,1884,8.9,13.5
Toronto,Autumn,1885,8.3,12.6
Toronto,Autumn,1886,8.6,13.0
Toronto,Autumn,1887,7.3,11.7
Toronto,Autumn,1888,7.7,11.8
Toronto,Autumn,1889,8.4,12.2
Toronto,Autumn,1890,8.8,12.8
Toronto,Autumn,1891,9.5,14.0
Toronto,Autumn,1892,8.7,12.8
Toronto,Autumn,1893,8.7,13.0
Toronto,Autumn,1894,9.5,13.6
Toronto,Autumn,1895,8.3,12.8
Toronto,Autumn,1896,8.5,12.7
Toronto,Autumn,1897,10.2,15.0
Toronto,Autumn,1898,10.0,14.2
Toronto,Autumn,1899,9.7,14.2
Toronto,Autumn,1900,11.7,16.5
Toronto,Autumn,1901,9.1,14.0
Toronto,Autumn,1902,10.4,14.9
Toronto,Autumn,1903,9.5,14.3
Toronto,Autumn,1904,8.3,12.7
Toronto,Autumn,1905,9.6,14.1
Toronto,Autumn,1906,10.3,14.8
Toronto,Autumn,1907,8.8,12.9
Toronto,Autumn,1908,10.9,16.3
Toronto,Autumn,1909,9.5,14.5
Toronto,Autumn,1910,9.5,13.8
Toronto,Autumn,1911,9.3,13.7
Toronto,Autumn,1912,10.7,15.1
Toronto,Autumn,1913,10.6,15.2
Toronto,Autumn,1914,10.4,15.2
Toronto,Autumn,1915,11.1,15.5
Toronto,Autumn,1916,9.8,14.7
Toronto,Autumn,1917,7.7,12.5
Toronto,Autumn,1918,10.0,14.5
Toronto,Autumn,1919,10.9,15.7
Toronto,Autumn,1920,11.1,15.8
Toronto,Autumn,1921,10.8,15.5
Toronto,Autumn,1922,10.8,15.4
Toronto,Autumn,1923,9.8,14.0
Toronto,Autumn,1924,9.4,14.2
Toronto,Autumn,1925,8.5,12.2
Toronto,Autumn,1926,8.8,12.7
Toronto,Autumn,1927,11.4,15.9
Toronto,Autumn,1928,9.7,13.8
Toronto,Autumn,1929,9.8,13.8
Toronto,Autumn,1930,10.6,14.8
Toronto,Autumn,1931,12.8,17.2
Toronto,Autumn,1932,9.9,13.9
Toronto,Autumn,1933,8.7,13.0
Toronto,Autumn,1934,10.7,14.3
Toronto,Autumn,1935,9.8,14.0
Toronto,Autumn,1936,9.3,13.6
Toronto,Autumn,1937,9.3,13.3
Toronto,Autumn,1938,10.4,14.9
Toronto,Autumn,1939,9.8,13.8
Toronto,Autumn,1940,9.6,13.3
Toronto,Autumn,1941,11.5,15.4
Toronto,Autumn,1942,10.5,14.5
Toronto,Autumn,1943,9.4,13.3
Toronto,Autumn,1944,10.5,14.4
Toronto,Autumn,1945,10.1,14.1
Toronto,Autumn,1946,11.8,16.2
Toronto,Autumn,1947,12.0,16.2
Toronto,Autumn,1948,12.0,15.6
Toronto,Autumn,1949,10.4,14.3
Toronto,Autumn,1950,10.5,14.3
Toronto,Autumn,1951,10.0,14.2
Toronto,Autumn,1952,10.7,14.9
Toronto,Autumn,1953,12.1,16.2
Toronto,Autumn,1954,11.3,14.7
Toronto,Autumn,1955,10.9,14.7
Toronto,Autumn,1956,10.6,14.5
Toronto,Autumn,1957,10.9,14.7
Toronto,Autumn,1958,11.1,15.0
Toronto,Autumn,1959,10.9,14.5
Toronto,Autumn,1960,12.1,15.9
Toronto,Autumn,1961,12.7,16.9
Toronto,Autumn,1962,10.4,14.0
Toronto,Autumn,1963,12.3,16.7
Toronto,Autumn,1964,10.7,14.9
Toronto,Autumn,1965,10.2,13.9
Toronto,Autumn,1966,10.5,14.6
Toronto,Autumn,1967,9.7,13.6
Toronto,Autumn,1968,11.7,15.2
Toronto,Autumn,1969,11.1,14.6
Toronto,Autumn,1970,12.1,15.2
Toronto,Autumn,1971,12.7,15.9
Toronto,Autumn,1972,10.1,12.7
Toronto,Autumn,1973,12.1,15.3
Toronto,Autumn,1974,9.9,13.2
Toronto,Autumn,1975,12.0,15.2
Toronto,Autumn,1976,9.0,12.4
Toronto,Autumn,1977,11.1,14.0
Toronto,Autumn,1978,10.4,13.8
Toronto,Autumn,1979,10.5,13.9
Toronto,Autumn,1980,9.7,12.6
Toronto,Autumn,1981,9.8,12.7
Toronto,Autumn,1982,11.0,14.2
Toronto,Autumn,1983,11.2,14.7
Toronto,Autumn,1984,10.8,13.9
Toronto,Autumn,1985,11.5,14.6
Toronto,Autumn,1986,10.0,12.9
Toronto,Autumn,1987,10.3,13.4
Toronto,Autumn,1988,10.5,13.4
Toronto,Autumn,1989,10.7,14.1
Toronto,Autumn,1990,11.2,14.5
Toronto,Autumn,1991,11.0,14.3
Toronto,Autumn,1992,10.0,13.0
Toronto,Autumn,1993,9.7,12.9
Toronto,Autumn,1994,12.0,15.4
Toronto,Autumn,1995,10.2,13.4
Toronto,Autumn,1996,10.3,13.2
Toronto,Autumn,1997,10.5,13.7
Toronto,Autumn,1998,12.6,16.1
Toronto,Autumn,1999,12.2,15.5
Toronto,Autumn,2000,11.3,14.6
Toronto,Autumn,2001,12.4,15.8
Toronto,Autumn,2002,11.8,15.2
Toronto,Autumn,2003,11.2,14.7
Toronto,Autumn,2004,12.1,15.8
Toronto,Autumn,2005,12.5,16.4
Toronto,Autumn,2006,10.8,14.0
Toronto,Autumn,2007,12.3,16.1
Toronto,Autumn,2008,10.8,14.3
Toronto,Autumn,2009,11.7,15.0
Toronto,Autumn,2010,11.3,14.9
Toronto,Autumn,2011,12.5,15.9
Toronto,Autumn,2012,11.0,14.5
Toronto,Autumn,2013,10.6,14.4
Toronto,Autumn,2014,10.5,14.2
Toronto,Autumn,2015,12.7,16.6
Toronto,Autumn,2016,13.4,17.3
Toronto,Autumn,2017,12.7,16.7
Toronto,Autumn,2018,10.5,13.7
Toronto,Autumn,2019,10.6,14.1
Toronto,Autumn,2020,11.7,15.5
Toronto,Spring,1840,6.8,11.2
Toronto,Spring,1841,4.3,9.2
Toronto,Spring,1842,6.6,11.6
Toronto,Spring,1843,3.4,8.3
Toronto,Spring,1844,7.6,12.7
Toronto,Spring,1845,5.9,11.1
Toronto,Spring,1846,6.5,11.0
Toronto,Spring,1847,3.8,7.9
Toronto,Spring,1848,4.9,9.4
Toronto,Spring,1849,4.2,7.8
Toronto,Spring,1850,3.8,8.5
Toronto,Spring,1851,5.4,9.2
Toronto,Spring,1852,3.4,7.2
Toronto,Spring,1853,4.5,8.4
Toronto,Spring,1854,4.3,9.3
Toronto,Spring,1855,5.2,10.9
Toronto,Spring,1856,3.3,8.3
Toronto,Spring,1857,2.7,7.4
Toronto,Spring,1858,4.4,8.4
Toronto,Spring,1859,6.6,10.4
Toronto,Spring,1860,6.4,10.6
Toronto,Spring,1861,4.0,7.9
Toronto,Spring,1862,4.6,8.6
Toronto,Spring,1863,4.9,9.3
Toronto,Spring,1864,5.3,9.2
Toronto,Spring,1865,5.9,10.3
Toronto,Spring,1866,4.6,8.8
Toronto,Spring,1867,3.6,7.5
Toronto,Spring,1868,4.8,9.1
Toronto,Spring,1869,3.4,7.8
Toronto,Spring,1870,6.1,10.6
Toronto,Spring,1871,6.8,11.4
Toronto,Spring,1872,3.2,8.5
Toronto,Spring,1873,4.0,8.5
Toronto,Spring,1874,3.6,8.5
Toronto,Spring,1875,2.8,7.5
Toronto,Spring,1876,3.7,8.1
Toronto,Spring,1877,5.0,9.7
Toronto,Spring,1878,8.1,12.5
