country_code,country_name,year,coal_share_energy,oil_share_energy,gas_share_energy,nuclear_share_energy,renewables_share_energy,hydro_share_energy,solar_share_energy,wind_share_energy,biofuel_share_energy,low_carbon_share_energy,fossil_share_energy,coal_share_elec,oil_share_elec,gas_share_elec,nuclear_share_elec,renewables_share_elec,hydro_share_elec,low_carbon_share_elec,fossil_share_elec,primary_energy_consumption
AUS,Australia,1993,42.43242645263672,37.210540771484375,15.950081825256348,0.0,4.406949043273926,4.209080696105957,0.0037500814069062,0.0005137097905389,0.0,4.406949043273926,95.59304809570312,80.58736419677734,1.4333438873291016,7.405257225036621,0.0,10.323702812194824,9.908544540405272,10.323702812194824,89.42596435546875,1084.4427490234375
AUS,Australia,1994,41.71221160888672,37.02763366699219,17.0644474029541,0.0,4.195708274841309,3.996156930923462,0.0043054572306573,0.0013609203742817,0.0,4.195708274841309,95.80429077148438,80.45849609375,1.486401081085205,7.967438697814941,0.0,9.914865493774414,9.492043495178224,9.914865493774414,89.91233825683594,1125.551513671875
AUS,Australia,1995,42.04890060424805,37.151615142822266,16.79776382446289,0.0,4.001722812652588,3.770890951156616,0.0051023191772401,0.0016887108795344,0.0,4.001722812652588,95.99827575683594,81.00199890136719,1.5816853046417236,7.806556701660156,0.0,9.40773105621338,8.92055606842041,9.40773105621338,90.39024353027344,1154.2989501953125
AUS,Australia,1996,42.52074813842773,37.041282653808594,16.438213348388672,0.0,3.999753713607788,3.7425522804260254,0.0059998957440257,0.001640596659854,0.0,3.999753713607788,96.000244140625,82.4034652709961,1.3823580741882324,6.626158237457275,0.0,9.408695220947266,8.865134239196777,9.408695220947266,90.4119873046875,1188.1368408203125
AUS,Australia,1997,43.59994888305664,36.73207092285156,15.75363063812256,0.0,3.914348363876343,3.6490554809570312,0.0070110354572534,0.0017155878012999,0.0,3.914348363876343,96.08565521240234,83.32852935791016,1.0572575330734253,6.445143222808838,0.0,8.98914909362793,8.441391944885254,8.98914909362793,90.8309326171875,1217.2880859375
AUS,Australia,1998,44.48091506958008,35.86650466918945,15.839673042297363,0.0,3.812907695770264,3.529252767562866,0.007952993735671,0.0040211766026914,0.0,3.812907695770264,96.18709564208984,83.19300079345703,0.8898536562919617,7.252933979034424,0.0,8.488753318786621,7.919948577880859,8.488753318786621,91.3357925415039,1246.3304443359375
AUS,Australia,1999,45.38558578491211,35.24225234985352,15.586381912231444,0.0,3.785779476165772,3.494170427322388,0.0087131606414914,0.0092282239347696,0.0,3.785779476165772,96.21421813964844,82.7268295288086,0.8489629030227661,7.792671680450439,0.0,8.457535743713379,7.869279384613037,8.457535743713379,91.36846923828124,1297.3472900390625
AUS,Australia,2000,45.43499374389648,35.01580810546875,15.78468894958496,0.0,3.764508247375488,3.5124940872192383,0.0099723152816295,0.0285837464034557,0.0,3.764508247375488,96.23548889160156,83.13424682617188,1.046903133392334,7.729557991027832,0.0,8.089286804199219,7.59581184387207,8.089286804199219,91.91071319580078,1305.259521484375
AUS,Australia,2001,44.6259880065918,34.827022552490234,16.891624450683594,0.0,3.6553659439086914,3.393671751022339,0.0113974828273057,0.0604077130556106,0.0,3.6553659439086914,96.34463500976562,80.2104721069336,1.1682868003845217,10.924819946289062,0.0,7.6964240074157715,7.188086032867432,7.6964240074157715,92.30358123779295,1315.38525390625
AUS,Australia,2002,44.73631286621094,34.509952545166016,17.042882919311523,0.0,3.7108545303344727,3.294004201889038,0.0119316838681697,0.1091964095830917,0.0,3.7108545303344727,96.28914642333984,76.8982925415039,1.40051007270813,13.669514656066896,0.0,8.031679153442383,7.199427127838135,8.031679153442383,91.96831512451172,1341.7451171875
AUS,Australia,2003,45.37001037597656,33.89817428588867,16.93531036376953,0.0,3.7965071201324463,3.2531557083129883,0.0126830618828535,0.1412897258996963,0.0,3.7965071201324463,96.2034912109375,76.83558654785156,1.5622925758361816,13.343660354614258,0.0,8.258463859558105,7.174153327941895,8.258463859558105,91.74153137207033,1360.8623046875
AUS,Australia,2004,45.80524826049805,33.6300163269043,16.73567008972168,0.0,3.829066753387451,3.033454179763794,0.0141069293022155,0.1537355631589889,0.0,3.829066753387451,96.17093658447266,78.070068359375,1.5399380922317505,11.9356107711792,0.0,8.454390525817871,6.844653606414795,8.454390525817871,91.54561614990234,1404.444091796875
AUS,Australia,2005,45.35606384277344,34.01955032348633,16.529287338256836,0.0,4.09509801864624,2.9545412063598637,0.0160567685961723,0.2481683045625686,0.0166520066559314,4.09509801864624,95.90489959716795,79.30137634277344,1.6382074356079102,10.080610275268556,0.0,8.979804039001465,6.704515933990479,8.979804039001465,91.02019500732422,1410.3502197265625
AUS,Australia,2006,44.66402816772461,33.635498046875,17.676944732666016,0.0,4.023526191711426,2.72278380393982,0.0177631080150604,0.3939037621021271,0.0517299808561801,4.023526191711426,95.97647094726562,78.05369567871094,1.596705675125122,11.46686840057373,0.0,8.882725715637207,6.281776428222656,8.882725715637207,91.11727142333984,1470.837890625
AUS,Australia,2007,43.228271484375,33.67975616455078,19.305503845214844,0.0,3.786470651626587,2.308735609054565,0.0201256573200225,0.504618763923645,0.0642549097537994,3.786470651626587,96.21353149414062,76.27369689941406,1.6489166021347046,13.73411750793457,0.0,8.343271255493164,5.366174697875977,8.343271255493164,91.65672302246094,1506.1669921875
AUS,Australia,2008,44.30061340332031,33.535972595214844,18.66428565979004,0.0,3.499129056930542,2.039079427719116,0.0240233838558197,0.5968654751777649,0.08367221057415,3.499129056930542,96.50086975097656,75.08354187011719,2.327003002166748,14.797457695007324,0.0,7.791996479034424,4.817018508911133,7.791996479034424,92.20800018310548,1531.7454833984375
AUS,Australia,2009,43.470821380615234,33.46573638916016,19.34126853942871,0.0,3.7221736907958975,2.202627420425415,0.05056893825531,0.7731902599334717,0.1176851987838745,3.7221736907958975,96.27782440185548,72.8371353149414,2.641056537628174,16.45458221435547,0.0,8.067227363586426,5.058023452758789,8.067227363586426,91.93277740478516,1509.5445556640625
AUS,Australia,2010,40.350494384765625,34.49860763549805,21.06325340270996,0.0,4.087644577026367,2.37806248664856,0.1691334694623947,0.8624066710472107,0.1711752563714981,4.087644577026367,95.912353515625,70.13587188720703,2.390723943710327,18.64366340637207,0.0,8.829740524291992,5.478742599487305,8.829740524291992,91.17025756835938,1508.837890625
AUS,Australia,2011,38.10615539550781,35.209754943847656,21.29212951660156,0.0,5.391960620880127,3.2634406089782715,0.3409082591533661,1.072473406791687,0.1974385976791381,5.391960620880127,94.60803985595705,67.10628509521484,1.9158731698989868,19.03386878967285,0.0,11.943967819213867,7.636178970336914,11.943967819213867,88.0560302734375,1558.6024169921875
AUS,Australia,2012,36.20587539672852,36.65974807739258,21.73446273803711,0.0,5.399917125701904,2.8670692443847656,0.405926913022995,1.300076961517334,0.1947046071290969,5.399917125701904,94.60008239746094,65.97782135009766,2.0745232105255127,19.87154006958008,0.0,12.076119422912598,6.79805326461792,12.076119422912598,87.92388153076172,1536.113037109375
AUS,Australia,2013,33.9520149230957,37.29372787475586,22.58157157897949,0.0,6.172687530517578,3.1498258113861084,0.6348493695259094,1.5278031826019287,0.1884872764348983,6.172687530517578,93.82730865478516,62.28963088989258,2.348132848739624,21.12518119812012,0.0,14.237056732177734,7.649463176727295,14.237056732177734,85.762939453125,1555.586181640625
AUS,Australia,2014,33.42412185668945,36.85305404663086,24.060102462768555,0.0,5.662723541259766,2.360360145568848,0.8069941401481628,1.593291997909546,0.1923108249902725,5.662723541259766,94.3372802734375,62.68120193481445,2.422774076461792,21.66767692565918,0.0,13.22834587097168,5.846961498260498,13.22834587097168,86.77165222167969,1566.4581298828125
AUS,Australia,2015,33.85615539550781,35.758636474609375,24.429903030395508,0.0,5.955306529998779,2.234196662902832,0.9826395511627196,1.876770257949829,0.1416177153587341,5.955306529998779,94.04469299316406,63.86077880859375,2.4725382328033447,19.57163619995117,0.0,14.09504222869873,5.547462463378906,14.09504222869873,85.90495300292969,1601.6258544921875
AUS,Australia,2016,33.745933532714844,35.754150390625,23.714818954467773,0.0,6.785098552703857,2.767786264419556,1.168030858039856,2.0472092628479004,0.0937407463788986,6.785098552703857,93.21490478515624,62.87417984008789,2.3312549591064453,18.630678176879883,0.0,16.16388511657715,6.827246189117432,16.16388511657715,83.83611297607422,1606.8890380859375
AUS,Australia,2017,32.67620086669922,37.58979797363281,23.36053466796875,0.0,6.373468399047852,2.1145613193511963,1.3968232870101929,2.0693044662475586,0.0954132750630378,6.373468399047852,93.62653350830078,61.46271514892578,2.131520986557007,21.27273368835449,0.0,15.133026123046877,5.212958812713623,15.133026123046877,84.86697387695312,1602.028076171875
AUS,Australia,2018,31.444299697875977,37.72818374633789,22.979877471923828,0.0,7.847639083862305,2.6608328819274902,1.8954954147338867,2.499534368515014,0.0989365354180336,7.847639083862305,92.15235900878906,59.61238098144531,1.9495106935501096,19.594104766845703,0.0,18.84400177001953,6.591021060943604,18.84400177001953,81.15599822998047,1625.908203125
AUS,Australia,2019,29.09673118591309,36.14199066162109,26.354066848754883,0.0,8.407210350036621,2.0759835243225098,2.709073305130005,2.8830654621124268,0.0908608138561248,8.407210350036621,91.59278869628906,56.352012634277344,1.91425359249115,20.95148658752441,0.0,20.782249450683597,5.2726593017578125,20.782249450683597,79.2177505493164,1680.292724609375
AUS,Australia,2020,29.70928192138672,33.14085006713867,26.857637405395508,0.0,10.292229652404783,2.259896039962769,3.7366585731506343,3.5427074432373047,0.0765608251094818,10.292229652404783,89.70777130126953,53.90533447265625,1.8442391157150269,20.007543563842773,0.0,24.242881774902344,5.438431262969971,24.242881774902344,75.75711822509766,1585.4119873046875
AUS,Australia,2021,28.67874336242676,33.95487976074219,25.083789825439453,0.0,12.282586097717283,2.488856554031372,4.869751453399658,4.183177947998047,0.0784516781568527,12.282586097717283,87.71741485595703,51.37408447265625,1.9255934953689573,17.808935165405273,0.0,28.89137840270996,5.959991931915283,28.89137840270996,71.10861206054688,1589.322998046875
AUS,Australia,2022,25.99364852905273,34.52826690673828,26.23106384277344,0.0,13.247021675109863,2.484062910079956,5.597698211669922,4.480398654937744,0.0805824175477027,13.247021675109863,86.75297546386719,47.343544006347656,1.9969220161437988,18.62084007263184,0.0,32.038692474365234,6.104352474212647,32.038692474365234,67.9613037109375,1660.789794921875
AUS,Australia,2023,25.46849822998047,36.69200897216797,23.51604461669922,0.0,14.323447227478027,2.239066362380981,6.681088924407959,4.731980323791504,0.0766525492072105,14.323447227478027,85.67655181884766,45.99245834350586,2.1090404987335205,17.08835220336914,0.0,34.810150146484375,5.521584987640381,34.810150146484375,65.18984985351562,1657.376708984375
AUS,Australia,2024,25.51795959472656,37.43223190307617,22.316600799560547,0.0,14.733205795288086,1.8906922340393064,7.388271808624268,4.817098140716553,0.0742025822401046,14.733205795288086,85.26679229736328,45.21019744873047,2.279505729675293,17.43360137939453,0.0,35.076690673828125,4.562561988830566,35.076690673828125,64.92330169677734,1672.1141357421875
CAN,Canada,1965,13.15815258026123,46.99422454833984,15.84104347229004,0.0259934533387422,23.9805850982666,23.9805850982666,0.0,0.0,0.0,24.00657844543457,75.99342346191406,,,,,,,,,1389.0361328125
CAN,Canada,1966,12.124638557434082,46.53750228881836,16.300708770751953,0.0328301005065441,25.004318237304688,25.004318237304688,0.0,0.0,0.0,25.03714942932129,74.96285247802734,,,,,,,,,1478.7911376953125
CAN,Canada,1967,11.484219551086426,47.50147247314453,16.54865837097168,0.0279186181724071,24.43773078918457,24.43773078918457,0.0,0.0,0.0,24.465648651123047,75.53434753417969,,,,,,,,,1546.29150390625
CAN,Canada,1968,11.715895652770996,47.48506927490234,17.304061889648438,0.1572979986667633,23.33767509460449,23.33767509460449,0.0,0.0,0.0,23.49497413635254,76.5050277709961,,,,,,,,,1645.5902099609375
CAN,Canada,1969,10.671481132507324,46.64702987670898,18.24435043334961,0.085516333580017,24.351625442504883,24.351625442504883,0.0,0.0,0.0,24.43714141845703,75.56285858154297,,,,,,,,,1745.347900390625
CAN,Canada,1970,10.698660850524902,46.45246124267578,18.821094512939453,0.156538188457489,23.87124252319336,23.87124252319336,0.0,0.0,0.0,24.027780532836918,75.97222137451172,,,,,,,,,1868.5633544921875
CAN,Canada,1971,9.86031723022461,46.25680541992188,19.478870391845703,0.6245615482330322,23.77944564819336,23.77944564819336,0.0,0.0,0.0,24.40400695800781,75.59599304199219,,,,,,,,,1927.1455078125
CAN,Canada,1972,8.650331497192383,45.28181457519531,20.36922645568848,0.9812697172164916,24.717357635498047,24.717357635498047,0.0,0.0,0.0,25.698625564575195,74.30137634277344,,,,,,,,,2074.271728515625
CAN,Canada,1973,8.20383358001709,45.54567337036133,19.94719696044922,1.9114586114883425,24.39183807373047,24.39183807373047,0.0,0.0,0.0,26.30329704284668,73.69670104980469,,,,,,,,,2252.54345703125
CAN,Canada,1974,8.087364196777344,44.949954986572266,19.563465118408203,1.7867122888565063,25.61250114440918,25.61250114440918,0.0,0.0,0.0,27.399213790893555,72.60078430175781,,,,,,,,,2323.399169921875
CAN,Canada,1975,7.982805252075195,44.99405670166016,20.497411727905277,1.5505414009094238,24.975187301635746,24.975187301635746,0.0,0.0,0.0,26.525728225708008,73.47427368164062,,,,,,,,,2288.937255859375
CAN,Canada,1976,9.026651382446287,44.019649505615234,19.75062561035156,2.0518319606781006,25.151241302490234,25.05753517150879,0.0,0.0,0.0,27.203073501586918,72.79692840576172,,,,,,,,,2396.98876953125
CAN,Canada,1977,10.902466773986816,41.93375015258789,19.581195831298828,2.933407783508301,24.6491813659668,24.5152587890625,0.0,0.0,0.0,27.58258819580078,72.41741180419922,,,,,,,,,2535.54248046875
CAN,Canada,1978,8.80359935760498,42.50562286376953,19.41286277770996,3.41213607788086,25.86577796936035,25.726512908935547,0.0,0.0,0.0,29.27791404724121,70.72208404541016,,,,,,,,,2584.21630859375
CAN,Canada,1979,8.099712371826172,42.90260314941406,19.150135040283203,3.747716903686523,26.09983253479004,25.939054489135746,0.0,0.0,0.0,29.84754943847656,70.15245056152344,,,,,,,,,2660.204833984375
CAN,Canada,1980,9.679425239562988,41.34641647338867,18.67229652404785,3.9651479721069336,26.336713790893555,26.184236526489254,0.0,0.0,0.0,30.301862716674805,69.69813537597656,,,,,,,,,2711.693359375
