country_code,year,co2_index,country_name
AUS,1990,71.24260355029585,Australia
AUS,1991,71.65142549757934,Australia
AUS,1992,72.75954814416352,Australia
AUS,1993,73.8353953738569,Australia
AUS,1994,75.45992469069392,Australia
AUS,1995,78.3216783216783,Australia
AUS,1996,81.04357181280257,Australia
AUS,1997,83.19526627218934,Australia
AUS,1998,88.5852608929532,Australia
AUS,1999,90.26358257127488,Australia
AUS,2000,91.86659494351802,Australia
AUS,2001,93.59870898332436,Australia
AUS,2002,95.75040344271113,Australia
AUS,2003,95.63206024744485,Australia
AUS,2004,99.31145777299623,Australia
AUS,2005,100.0,Australia
AUS,2006,101.45239376008605,Australia
AUS,2007,104.24959655728887,Australia
AUS,2008,105.1533082302313,Australia
AUS,2009,106.94997310381925,Australia
AUS,2010,107.58472296933834,Australia
AUS,2011,107.06831629908552,Australia
AUS,2012,107.24045185583648,Australia
AUS,2013,105.34696073157612,Australia
AUS,2014,102.72189349112426,Australia
AUS,2015,103.93760086067778,Australia
AUS,2016,106.00322754168907,Australia
AUS,2017,106.42280796126951,Australia
AUS,2018,105.9494351802044,Australia
AUS,2019,105.18558364712209,Australia
AUS,2020,101.33405056481979,Australia
AUS,2021,99.0747713824637,Australia
AUS,2022,97.41796664873587,Australia
AUS,2023,97.3318988703604,Australia
AUS,2024,97.71920387305002,Australia
CAN,1990,76.79060665362036,Canada
CAN,1991,75.72407045009784,Canada
CAN,1992,78.15068493150686,Canada
CAN,1993,77.62230919765166,Canada
CAN,1994,80.53816046966732,Canada
CAN,1995,82.33855185909981,Canada
CAN,1996,85.00978473581212,Canada
CAN,1997,87.71037181996087,Canada
CAN,1998,89.02152641878669,Canada
CAN,1999,90.8023483365949,Canada
CAN,2000,94.52054794520546,Canada
CAN,2001,93.14090019569471,Canada
CAN,2002,96.61448140900195,Canada
CAN,2003,100.3228962818004,Canada
CAN,2004,97.55381604696673,Canada
CAN,2005,100.0,Canada
CAN,2006,98.2583170254403,Canada
CAN,2007,103.71819960861058,Canada
CAN,2008,100.30332681017613,Canada
CAN,2009,95.27397260273973,Canada
CAN,2010,97.84735812133071,Canada
CAN,2011,99.95107632093934,Canada
CAN,2012,99.45205479452055,Canada
CAN,2013,101.01761252446184,Canada
CAN,2014,101.94716242661448,Canada
CAN,2015,100.90998043052836,Canada
CAN,2016,100.71428571428571,Canada
CAN,2017,102.60273972602741,Canada
CAN,2018,104.61839530332682,Canada
CAN,2019,102.64187866927594,Canada
CAN,2020,92.85714285714286,Canada
CAN,2021,95.3816046966732,Canada
CAN,2022,97.37769080234833,Canada
CAN,2023,97.91585127201564,Canada
CAN,2024,98.32681017612524,Canada
CHE,1990,92.62071651090343,Switzerland
CHE,1991,98.70521806853583,Switzerland
CHE,1992,99.1043613707165,Switzerland
CHE,1993,94.44119937694705,Switzerland
CHE,1994,92.03660436137072,Switzerland
CHE,1995,94.23676012461058,Switzerland
CHE,1996,95.9696261682243,Switzerland
CHE,1997,93.52609034267913,Switzerland
CHE,1998,96.92367601246106,Switzerland
CHE,1999,97.56619937694704,Switzerland
CHE,2000,95.42445482866043,Switzerland
CHE,2001,98.63707165109034,Switzerland
CHE,2002,95.19080996884736,Switzerland
CHE,2003,98.14057632398755,Switzerland
CHE,2004,98.9291277258567,Switzerland
CHE,2005,100.0,Switzerland
CHE,2006,99.14330218068537,Switzerland
CHE,2007,94.66510903426791,Switzerland
CHE,2008,96.94314641744548,Switzerland
CHE,2009,94.02258566978193,Switzerland
CHE,2010,97.35202492211839,Switzerland
CHE,2011,88.327492211838,Switzerland
CHE,2012,91.67640186915888,Switzerland
CHE,2013,94.00311526479751,Switzerland
CHE,2014,85.45560747663552,Switzerland
CHE,2015,84.19976635514018,Switzerland
CHE,2016,85.15381619937695,Switzerland
CHE,2017,83.05101246105919,Switzerland
CHE,2018,80.37383177570094,Switzerland
CHE,2019,80.06230529595015,Switzerland
CHE,2020,74.8442367601246,Switzerland
CHE,2021,78.23208722741433,Switzerland
CHE,2022,71.3785046728972,Switzerland
CHE,2023,69.66510903426791,Switzerland
CHE,2024,68.73052959501558,Switzerland
DEU,1990,119.450337512054,Germany
DEU,1991,116.61523625843782,Germany
DEU,1992,111.52362584378012,Germany
DEU,1993,110.7907425265188,Germany
DEU,1994,109.17068466730954,Germany
DEU,1995,108.85245901639344,Germany
DEU,1996,112.72902603664417,Germany
DEU,1997,108.64030858244938,Germany
DEU,1998,107.62777242044359,Germany
DEU,1999,103.55834136933461,Germany
DEU,2000,103.23047251687561,Germany
DEU,2001,105.66055930568947,Germany
DEU,2002,103.93442622950819,Germany
DEU,2003,104.29122468659595,Germany
DEU,2004,102.24686595949855,Germany
DEU,2005,100.0,Germany
DEU,2006,101.4946962391514,Germany
DEU,2007,97.47348119575699,Germany
DEU,2008,98.3413693346191,Germany
DEU,2009,91.51398264223722,Germany
DEU,2010,96.43201542912246,Germany
DEU,2011,92.92189006750242,Germany
DEU,2012,94.68659594985535,Germany
DEU,2013,97.03953712632594,Germany
DEU,2014,91.8900675024108,Germany
DEU,2015,92.72902603664416,Germany
DEU,2016,93.33654773384764,Germany
DEU,2017,91.34040501446479,Germany
DEU,2018,88.26422372227579,Germany
DEU,2019,82.01542912246865,Germany
DEU,2020,75.37126325940213,Germany
DEU,2021,78.48601735776278,Germany
DEU,2022,77.54098360655736,Germany
DEU,2023,69.38283510125362,Germany
DEU,2024,66.56702025072325,Germany
DNK,1990,105.13945777257656,Denmark
DNK,1991,126.282426370197,Denmark
DNK,1992,114.15057538521552,Denmark
DNK,1993,119.06573044665495,Denmark
DNK,1994,127.14062804759119,Denmark
DNK,1995,120.48956504778623,Denmark
DNK,1996,147.84474351472593,Denmark
DNK,1997,127.71601326311684,Denmark
DNK,1998,119.62161107860345,Denmark
DNK,1999,113.04856641310708,Denmark
DNK,2000,104.77862297639943,Denmark
DNK,2001,108.05539301735907,Denmark
DNK,2002,107.45075092646772,Denmark
DNK,2003,118.58786814901501,Denmark
DNK,2004,106.90462258630777,Denmark
DNK,2005,100.0,Denmark
DNK,2006,116.3545933294324,Denmark
DNK,2007,106.5340354983421,Denmark
DNK,2008,100.4291008386971,Denmark
DNK,2009,96.85000975229178,Denmark
DNK,2010,97.52291788570314,Denmark
DNK,2011,86.89291983616148,Denmark
DNK,2012,77.78427930563683,Denmark
DNK,2013,81.38287497561927,Denmark
DNK,2014,72.78135361810024,Denmark
DNK,2015,67.77842793056368,Denmark
DNK,2016,71.10395943046616,Denmark
DNK,2017,66.7544372927638,Denmark
DNK,2018,66.74468500097522,Denmark
DNK,2019,59.80105324751316,Denmark
DNK,2020,54.807879851765165,Denmark
DNK,2021,58.50399843963331,Denmark
DNK,2022,57.41174175931343,Denmark
DNK,2023,52.53559586502827,Denmark
DNK,2024,47.89350497366881,Denmark
FIN,1990,98.8812295174596,Finland
FIN,1991,100.21471352695221,Finland
FIN,1992,95.15199457565828,Finland
FIN,1993,97.5251440840773,Finland
FIN,1994,109.40219233811732,Finland
FIN,1995,102.32794666063963,Finland
FIN,1996,114.22759633856934,Finland
FIN,1997,110.52096282065772,Finland
FIN,1998,104.36207481071307,Finland
FIN,1999,102.91558368177196,Finland
FIN,2000,99.2880551474743,Finland
FIN,2001,110.36275285342978,Finland
FIN,2002,114.70222624025314,Finland
FIN,2003,129.93558594191435,Finland
FIN,2004,122.39801107469772,Finland
FIN,2005,100.0,Finland
FIN,2006,121.14363204881909,Finland
FIN,2007,117.82122273703244,Finland
FIN,2008,102.1245338456323,Finland
FIN,2009,98.30489320827212,Finland
FIN,2010,113.00711944852526,Finland
FIN,2011,99.41236297886768,Finland
FIN,2012,89.06091083738276,Finland
FIN,2013,90.48480054243417,Finland
FIN,2014,83.17323991411459,Finland
FIN,2015,77.03695332805968,Finland
FIN,2016,82.25788224658154,Finland
FIN,2017,77.51158322974348,Finland
FIN,2018,79.59091422759636,Finland
FIN,2019,73.89535540739067,Finland
FIN,2020,65.36331788902702,Finland
FIN,2021,65.14860436207482,Finland
FIN,2022,61.84879647417787,Finland
FIN,2023,54.08520736806419,Finland
FIN,2024,51.28263080574077,Finland
FRA,1990,92.90092397767816,France
FRA,1991,99.61577165858567,France
