city,year,month,temp
Calgary,1898,5,9.2
Calgary,1898,6,13.3
Calgary,1898,7,16.8
Calgary,1898,8,17.1
Calgary,1898,9,10.7
Calgary,1898,10,2.1
Calgary,1898,11,-5.7
Calgary,1898,12,-6.0
Calgary,1899,1,-10.2
Calgary,1899,2,-16.0
Calgary,1899,3,-12.7
Calgary,1899,4,1.0
Calgary,1899,5,6.7
Calgary,1899,6,11.4
Calgary,1899,7,15.5
Calgary,1899,8,11.8
Calgary,1899,9,11.6
Calgary,1899,10,2.4
Calgary,1899,11,2.7
Calgary,1899,12,-7.1
Calgary,1900,1,-5.6
Calgary,1900,2,-11.3
Calgary,1900,3,-2.1
Calgary,1900,4,6.5
Calgary,1900,5,10.6
Calgary,1900,6,13.9
Calgary,1900,7,14.3
Calgary,1900,8,12.5
Calgary,1900,9,8.5
Calgary,1900,10,3.3
Calgary,1900,11,-6.2
Calgary,1900,12,-2.5
Calgary,1901,1,-8.5
Calgary,1901,2,-9.0
Calgary,1901,3,-1.0
Calgary,1901,4,3.6
Calgary,1901,5,11.2
Calgary,1901,6,9.9
Calgary,1901,7,14.7
Calgary,1901,8,14.9
Calgary,1901,9,7.1
Calgary,1901,10,8.6
Calgary,1901,11,-2.1
Calgary,1901,12,-3.3
Calgary,1902,1,-6.5
Calgary,1902,2,-9.2
Calgary,1902,3,-3.4
Calgary,1902,4,4.2
Calgary,1902,5,9.1
Calgary,1902,6,9.5
Calgary,1902,7,14.2
Calgary,1902,8,14.2
Calgary,1902,9,9.0
Calgary,1902,10,7.0
Calgary,1902,11,-5.8
Calgary,1902,12,-10.7
Calgary,1903,1,-5.8
Calgary,1903,2,-5.8
Calgary,1903,3,-9.5
Calgary,1903,4,2.9
Calgary,1903,5,7.6
Calgary,1903,6,14.1
Calgary,1903,7,13.6
Calgary,1903,8,12.7
Calgary,1903,9,8.1
Calgary,1903,10,6.8
Calgary,1903,11,-6.0
Calgary,1903,12,-3.3
Calgary,1904,1,-7.9
Calgary,1904,2,-17.9
Calgary,1904,3,-10.2
Calgary,1904,4,5.9
Calgary,1904,5,8.7
Calgary,1904,6,12.1
Calgary,1904,7,15.9
Calgary,1904,8,13.4
Calgary,1904,9,10.2
Calgary,1904,10,6.3
Calgary,1904,11,1.8
Calgary,1904,12,-6.6
Calgary,1905,1,-12.0
Calgary,1905,2,-9.6
Calgary,1905,3,2.2
Calgary,1905,4,4.1
Calgary,1905,5,8.3
Calgary,1905,6,11.4
Calgary,1905,7,16.0
Calgary,1905,8,15.3
Calgary,1905,9,10.5
Calgary,1905,10,2.9
Calgary,1905,11,0.9
Calgary,1905,12,-4.2
Calgary,1906,1,-8.7
Calgary,1906,2,-4.3
Calgary,1906,3,-3.7
Calgary,1906,4,7.3
Calgary,1906,5,7.8
Calgary,1906,6,13.0
Calgary,1906,7,17.8
Calgary,1906,8,14.9
Calgary,1906,9,10.5
Calgary,1906,10,6.7
Calgary,1906,11,-3.0
Calgary,1906,12,-11.2
Calgary,1907,1,-20.8
Calgary,1907,2,-6.1
Calgary,1907,3,-5.6
Calgary,1907,4,1.3
Calgary,1907,5,6.5
Calgary,1907,6,12.5
Calgary,1907,7,15.5
Calgary,1907,8,12.5
Calgary,1907,9,9.1
Calgary,1907,10,8.7
Calgary,1907,11,1.3
Calgary,1907,12,-4.7
Calgary,1908,1,-3.8
Calgary,1908,2,-5.7
Calgary,1908,3,-5.7
Calgary,1908,4,5.6
Calgary,1908,5,9.5
Calgary,1908,6,12.6
Calgary,1908,7,17.3
Calgary,1908,8,14.0
Calgary,1908,9,11.5
Calgary,1908,10,4.4
Calgary,1908,11,0.6
Calgary,1908,12,-6.0
Calgary,1909,1,-15.4
Calgary,1909,2,-10.8
Calgary,1909,3,-0.8
Calgary,1909,4,0.1
Calgary,1909,5,7.9
Calgary,1909,6,13.5
Calgary,1909,7,16.0
Calgary,1909,8,14.8
Calgary,1909,9,12.7
Calgary,1909,10,4.8
Calgary,1909,11,-6.8
Calgary,1909,12,-9.4
Calgary,1910,1,-6.1
Calgary,1910,2,-12.1
Calgary,1910,3,4.1
Calgary,1910,4,8.1
Calgary,1910,5,10.0
Calgary,1910,6,13.9
Calgary,1910,7,16.6
Calgary,1910,8,12.5
Calgary,1910,9,9.6
Calgary,1910,10,6.2
Calgary,1910,11,-3.1
Calgary,1910,12,-5.0
Calgary,1911,1,-18.0
Calgary,1911,2,-9.6
Calgary,1911,3,1.3
Calgary,1911,4,2.3
Calgary,1911,5,8.2
Calgary,1911,6,13.9
Calgary,1911,7,13.4
Calgary,1911,8,12.1
Calgary,1911,9,8.3
Calgary,1911,10,4.4
Calgary,1911,11,-7.4
Calgary,1911,12,-6.1
Calgary,1912,1,-10.5
Calgary,1912,2,-3.3
Calgary,1912,3,-5.5
Calgary,1912,4,5.0
Calgary,1912,5,9.8
Calgary,1912,6,15.2
Calgary,1912,7,13.3
Calgary,1912,8,13.9
Calgary,1912,9,8.0
Calgary,1912,10,4.3
Calgary,1912,11,0.0
Calgary,1912,12,-2.2
Calgary,1913,1,-13.7
Calgary,1913,2,-8.5
Calgary,1913,3,-5.8
Calgary,1913,4,6.7
Calgary,1913,5,8.3
Calgary,1913,6,13.8
Calgary,1913,7,15.0
Calgary,1913,8,15.3
Calgary,1913,9,11.6
Calgary,1913,10,3.4
Calgary,1913,11,-0.9
Calgary,1913,12,-2.3
Calgary,1914,1,-9.3
Calgary,1914,2,-9.3
Calgary,1914,3,-1.3
Calgary,1914,4,5.0
Calgary,1914,5,9.4
Calgary,1914,6,13.2
Calgary,1914,7,18.2
Calgary,1914,8,15.5
Calgary,1914,9,10.7
Calgary,1914,10,6.0
Calgary,1914,11,-0.8
Calgary,1914,12,-11.2
Calgary,1915,1,-7.5
Calgary,1915,2,-5.0
Calgary,1915,3,-0.2
Calgary,1915,4,8.3
Calgary,1915,5,8.7
Calgary,1915,6,11.1
Calgary,1915,7,13.8
Calgary,1915,8,17.6
Calgary,1915,9,8.2
Calgary,1915,10,6.2
Calgary,1915,11,-2.4
Calgary,1915,12,-5.3
Calgary,1916,1,-22.5
Calgary,1916,2,-7.4
Calgary,1916,3,-1.8
Calgary,1916,4,5.2
Calgary,1916,5,6.9
Calgary,1916,6,12.3
Calgary,1916,7,15.9
Calgary,1916,8,14.7
Calgary,1916,9,10.1
Calgary,1916,10,4.4
Calgary,1916,11,-1.3
Calgary,1916,12,-11.1
Calgary,1917,1,-11.0
Calgary,1917,2,-11.7
Calgary,1917,3,-4.4
Calgary,1917,4,1.3
Calgary,1917,5,8.4
Calgary,1917,6,12.2
Calgary,1917,7,17.1
Calgary,1917,8,14.7
Calgary,1917,9,10.3
Calgary,1917,10,3.0
Calgary,1917,11,5.1
Calgary,1917,12,-15.4
Calgary,1918,1,-11.1
Calgary,1918,2,-8.9
Calgary,1918,3,-3.6
Calgary,1918,4,6.7
Calgary,1918,5,7.8
Calgary,1918,6,14.5
Calgary,1918,7,16.6
Calgary,1918,8,15.3
Calgary,1918,9,12.6
Calgary,1918,10,7.6
Calgary,1918,11,0.8
Calgary,1918,12,-5.2
Calgary,1919,1,-1.4
Calgary,1919,2,-10.1
Calgary,1919,3,-8.4
Calgary,1919,4,6.2
Calgary,1919,5,10.1
Calgary,1919,6,14.3
Calgary,1919,7,17.0
Calgary,1919,8,16.5
Calgary,1919,9,10.2
Calgary,1919,10,-0.3
Calgary,1919,11,-7.4
Calgary,1919,12,-8.0
Calgary,1920,1,-10.9
Calgary,1920,2,-4.0
Calgary,1920,3,-5.0
Calgary,1920,4,-2.5
Calgary,1920,5,7.2
Calgary,1920,6,12.4
Calgary,1920,7,17.8
Calgary,1920,8,16.1
Calgary,1920,9,10.4
Calgary,1920,10,4.8
Calgary,1920,11,-2.0
Calgary,1920,12,-8.0
Calgary,1921,1,-8.7
Calgary,1921,2,-4.8
Calgary,1921,3,-5.7
Calgary,1921,4,3.6
Calgary,1921,5,8.8
Calgary,1921,6,14.8
Calgary,1921,7,16.6
Calgary,1921,8,15.3
Calgary,1921,9,7.6
Calgary,1921,10,7.6
Calgary,1921,11,-7.1
Calgary,1921,12,-7.4
Calgary,1922,1,-8.9
Calgary,1922,2,-14.9
Calgary,1922,3,-4.1
Calgary,1922,4,2.4
Calgary,1922,5,9.6
Calgary,1922,6,15.0
Calgary,1922,7,15.8
Calgary,1922,8,16.4
Calgary,1922,9,12.1
Calgary,1922,10,6.0
Calgary,1922,11,-1.0
Calgary,1922,12,-12.3
Calgary,1923,1,-9.1
Calgary,1923,2,-8.6
Calgary,1923,3,-3.6
Calgary,1923,4,3.5
Calgary,1923,5,9.4
Calgary,1923,6,13.4
Calgary,1923,7,16.0
Calgary,1923,8,14.3
Calgary,1923,9,11.5
Calgary,1923,10,5.0
Calgary,1923,11,2.5
Calgary,1923,12,-6.6
Calgary,1924,1,-10.3
Calgary,1924,2,-2.6
Calgary,1924,3,-3.0
Calgary,1924,4,3.2
Calgary,1924,5,11.4
Calgary,1924,6,11.7
Calgary,1924,7,17.3
Calgary,1924,8,14.1
Calgary,1924,9,12.0
Calgary,1924,10,6.8
Calgary,1924,11,-3.7
Calgary,1924,12,-13.6
Calgary,1925,1,-10.9
Calgary,1925,2,-8.5
Calgary,1925,3,-2.7
Calgary,1925,4,5.7
Calgary,1925,5,10.8
Calgary,1925,6,14.0
Calgary,1925,7,16.4
Calgary,1925,8,14.3
Calgary,1925,9,8.9
Calgary,1925,10,0.4
Calgary,1925,11,-1.7
Calgary,1925,12,-0.6
Calgary,1926,1,-1.8
Calgary,1926,2,-2.4
Calgary,1926,3,1.3
Calgary,1926,4,5.7
Calgary,1926,5,10.5
Calgary,1926,6,12.8
Calgary,1926,7,17.8
Calgary,1926,8,13.1
Calgary,1926,9,5.6
Calgary,1926,10,6.4
Calgary,1926,11,-4.3
Calgary,1926,12,-8.8
Calgary,1927,1,-10.1
Calgary,1927,2,-8.6
Calgary,1927,3,-2.5
Calgary,1927,4,2.1
Calgary,1927,5,6.7
Calgary,1927,6,12.9
Calgary,1927,7,15.1
Calgary,1927,8,15.0
Calgary,1927,9,9.7
Calgary,1927,10,6.4
Calgary,1927,11,-10.0
Calgary,1927,12,-16.1
Calgary,1928,1,-5.3
Calgary,1928,2,-2.9
Calgary,1928,3,-0.7
Calgary,1928,4,1.7
Calgary,1928,5,12.5
Calgary,1928,6,12.0
Calgary,1928,7,16.2
Calgary,1928,8,14.3
Calgary,1928,9,11.1
Calgary,1928,10,3.1
Calgary,1928,11,0.5
Calgary,1928,12,-4.0
Calgary,1929,1,-14.4
Calgary,1929,2,-10.6
Calgary,1929,3,0.5
Calgary,1929,4,1.8
Calgary,1929,5,8.8
Calgary,1929,6,13.7
Calgary,1929,7,17.2
Calgary,1929,8,17.0
Calgary,1929,9,8.9
Calgary,1929,10,7.0
Calgary,1929,11,-1.0
Calgary,1929,12,-8.9
Calgary,1930,1,-16.0
Calgary,1930,2,-2.2
Calgary,1930,3,-2.0
Calgary,1930,4,6.3
Calgary,1930,5,7.8
Calgary,1930,6,12.8
Calgary,1930,7,16.7
Calgary,1930,8,16.7
Calgary,1930,9,10.3
Calgary,1930,10,2.2
Calgary,1930,11,-0.9
Calgary,1930,12,-0.4
Calgary,1931,1,-0.2
Calgary,1931,2,0.6
Calgary,1931,3,-2.8
Calgary,1931,4,4.9
Calgary,1931,5,10.1
Calgary,1931,6,14.0
Calgary,1931,7,16.6
Calgary,1931,8,16.3
Calgary,1931,9,10.6
Calgary,1931,10,6.7
Calgary,1931,11,-4.2
Calgary,1931,12,-5.2
Calgary,1932,1,-9.6
Calgary,1932,2,-8.4
Calgary,1932,3,-8.0
Calgary,1932,4,5.1
Calgary,1932,5,9.8
Calgary,1932,6,14.3
Calgary,1932,7,15.9
Calgary,1932,8,15.9
Calgary,1932,9,11.3
Calgary,1932,10,3.1
Calgary,1932,11,-2.3
Calgary,1932,12,-7.0
Calgary,1933,1,-8.2
Calgary,1933,2,-8.7
Calgary,1933,3,-2.5
Calgary,1933,4,1.8
Calgary,1933,5,9.2
Calgary,1933,6,15.1
Calgary,1933,7,16.8
Calgary,1933,8,16.4
Calgary,1933,9,9.6
Calgary,1933,10,2.8
Calgary,1933,11,2.2
Calgary,1933,12,-15.5
Calgary,1934,1,-2.8
Calgary,1934,2,-1.6
Calgary,1934,3,-2.1
Calgary,1934,4,8.1
Calgary,1934,5,13.0
Calgary,1934,6,12.3
Calgary,1934,7,16.4
Calgary,1934,8,16.0
Calgary,1934,9,7.7
Calgary,1934,10,6.3
Calgary,1934,11,0.4
Calgary,1934,12,-6.4
Calgary,1935,1,-13.2
Calgary,1935,2,-0.5
Calgary,1935,3,-6.5
Calgary,1935,4,0.3
Calgary,1935,5,8.2
Calgary,1935,6,12.5
Calgary,1935,7,16.8
Calgary,1935,8,13.6
Calgary,1935,9,11.1
Calgary,1935,10,4.0
Calgary,1935,11,-5.7
Calgary,1935,12,-3.1
Calgary,1936,1,-12.4
Calgary,1936,2,-23.9
Calgary,1936,3,-3.3
Calgary,1936,4,3.0
Calgary,1936,5,13.3
Calgary,1936,6,14.3
Calgary,1936,7,19.6
Calgary,1936,8,16.6
Calgary,1936,9,10.0
Calgary,1936,10,7.5
Calgary,1936,11,2.8
Calgary,1936,12,-8.4
Calgary,1937,1,-17.2
Calgary,1937,2,-11.4
Calgary,1937,3,-2.9
Calgary,1937,4,5.3
Calgary,1937,5,10.3
Calgary,1937,6,14.2
Calgary,1937,7,17.1
Calgary,1937,8,14.1
Calgary,1937,9,11.8
Calgary,1937,10,7.3
Calgary,1937,11,-4.7
Calgary,1937,12,-8.2
Calgary,1938,1,-4.9
Calgary,1938,2,-14.0
Calgary,1938,3,-0.4
Calgary,1938,4,4.2
Calgary,1938,5,9.6
Calgary,1938,6,14.5
Calgary,1938,7,17.2
Calgary,1938,8,14.3
Calgary,1938,9,16.0
Calgary,1938,10,7.8
Calgary,1938,11,-2.2
Calgary,1938,12,-5.1
Calgary,1939,1,-3.8
Calgary,1939,2,-14.4
Calgary,1939,3,-5.1
Calgary,1939,4,5.5
Calgary,1939,5,11.3
Calgary,1939,6,10.0
Calgary,1939,7,16.9
Calgary,1939,8,16.2
Calgary,1939,9,11.1
Calgary,1939,10,2.8
Calgary,1939,11,4.8
Calgary,1939,12,-0.8
Calgary,1940,1,-11.4
Calgary,1940,2,-10.4
Calgary,1940,3,-2.5
Calgary,1940,4,1.6
Calgary,1940,5,11.8
Calgary,1940,6,13.6
Calgary,1940,7,16.3
Calgary,1940,8,16.5
Calgary,1940,9,13.3
Calgary,1940,10,7.4
Calgary,1940,11,-6.7
Calgary,1940,12,-3.0
Calgary,1941,1,-7.5
Calgary,1941,2,-5.5
Calgary,1941,3,-1.9
Calgary,1941,4,7.1
Calgary,1941,5,9.5
Calgary,1941,6,15.0
Calgary,1941,7,18.8
Calgary,1941,8,15.7
Calgary,1941,9,8.1
Calgary,1941,10,6.3
Calgary,1941,11,1.3
Calgary,1941,12,-6.0
Calgary,1942,1,-1.9
Calgary,1942,2,-9.1
Calgary,1942,3,-0.4
Calgary,1942,4,5.0
Calgary,1942,5,8.5
Calgary,1942,6,12.3
Calgary,1942,7,16.3
Calgary,1942,8,15.2
Calgary,1942,9,11.3
Calgary,1942,10,6.7
Calgary,1942,11,-5.7
Calgary,1942,12,-8.6
Calgary,1943,1,-15.0
Calgary,1943,2,-2.9
Calgary,1943,3,-7.1
Calgary,1943,4,6.9
Calgary,1943,5,8.1
Calgary,1943,6,11.1
Calgary,1943,7,17.4
Calgary,1943,8,15.7
Calgary,1943,9,12.1
Calgary,1943,10,7.4
Calgary,1943,11,2.5
Calgary,1943,12,-0.4
Calgary,1944,1,-3.5
Calgary,1944,2,-6.9
Calgary,1944,3,-4.8
Calgary,1944,4,6.6
Calgary,1944,5,11.5
Calgary,1944,6,13.1
Calgary,1944,7,15.6
Calgary,1944,8,14.6
Calgary,1944,9,12.0
Calgary,1944,10,9.9
Calgary,1944,11,-1.7
Calgary,1944,12,-4.6
Calgary,1945,1,-6.8
Calgary,1945,2,-7.1
Calgary,1945,3,-0.3
Calgary,1945,4,-0.4
Calgary,1945,5,8.3
Calgary,1945,6,11.8
Calgary,1945,7,17.0
Calgary,1945,8,16.1
Calgary,1945,9,9.4
Calgary,1945,10,6.6
Calgary,1945,11,-8.3
Calgary,1945,12,-9.3
Calgary,1946,1,-5.2
Calgary,1946,2,-5.1
Calgary,1946,3,1.6
Calgary,1946,4,7.2
Calgary,1946,5,8.9
Calgary,1946,6,12.4
Calgary,1946,7,17.1
Calgary,1946,8,14.8
Calgary,1946,9,11.3
Calgary,1946,10,3.5
Calgary,1946,11,-6.5
Calgary,1946,12,-7.6
Calgary,1947,1,-6.7
Calgary,1947,2,-9.6
Calgary,1947,3,-5.2
Calgary,1947,4,5.7
Calgary,1947,5,9.8
Calgary,1947,6,12.3
Calgary,1947,7,18.0
Calgary,1947,8,14.0
Calgary,1947,9,10.3
Calgary,1947,10,6.8
Calgary,1947,11,-4.0
Calgary,1947,12,-4.7
Calgary,1948,1,-3.4
Calgary,1948,2,-13.1
Calgary,1948,3,-7.4
Calgary,1948,4,-2.0
Calgary,1948,5,10.1
Calgary,1948,6,15.0
Calgary,1948,7,16.3
Calgary,1948,8,15.5
Calgary,1948,9,12.1
Calgary,1948,10,7.1
Calgary,1948,11,0.0
Calgary,1948,12,-11.6
Calgary,1949,1,-12.6
Calgary,1949,2,-15.6
Calgary,1949,3,-2.8
Calgary,1949,4,7.7
Calgary,1949,5,11.7
Calgary,1949,6,13.6
Calgary,1949,7,15.9
Calgary,1949,8,16.7
Calgary,1949,9,12.4
Calgary,1949,10,3.5
Calgary,1949,11,5.1
Calgary,1949,12,-13.9
Calgary,1950,1,-24.7
Calgary,1950,2,-6.1
Calgary,1950,3,-6.8
Calgary,1950,4,2.2
Calgary,1950,5,8.3
Calgary,1950,6,13.4
Calgary,1950,7,15.7
Calgary,1950,8,13.9
Calgary,1950,9,11.3
Calgary,1950,10,3.7
Calgary,1950,11,-6.4
Calgary,1950,12,-5.8
Calgary,1951,1,-12.2
Calgary,1951,2,-10.1
Calgary,1951,3,-9.6
Calgary,1951,4,3.3
Calgary,1951,5,10.1
Calgary,1951,6,10.2
Calgary,1951,7,16.1
Calgary,1951,8,13.0
Calgary,1951,9,9.0
Calgary,1951,10,0.6
Calgary,1951,11,-1.8
Calgary,1951,12,-11.2
Calgary,1952,1,-14.6
Calgary,1952,2,-6.3
Calgary,1952,3,-6.8
Calgary,1952,4,7.1
Calgary,1952,5,10.4
Calgary,1952,6,12.5
Calgary,1952,7,15.3
Calgary,1952,8,14.6
Calgary,1952,9,11.9
Calgary,1952,10,7.6
Calgary,1952,11,0.2
Calgary,1952,12,-2.9
Calgary,1953,1,-10.8
Calgary,1953,2,-3.5
Calgary,1953,3,-1.9
Calgary,1953,4,-0.2
Calgary,1953,5,8.4
Calgary,1953,6,12.1
Calgary,1953,7,15.9
Calgary,1953,8,15.8
Calgary,1953,9,11.1
Calgary,1953,10,8.7
Calgary,1953,11,1.6
Calgary,1953,12,-2.4
Calgary,1954,1,-18.9
Calgary,1954,2,-0.8
Calgary,1954,3,-6.4
Calgary,1954,4,-3.5
Calgary,1954,5,8.3
Calgary,1954,6,11.7
Calgary,1954,7,16.0
Calgary,1954,8,13.8
Calgary,1954,9,9.7
Calgary,1954,10,5.5
Calgary,1954,11,4.1
Calgary,1954,12,-1.7
Calgary,1955,1,-5.9
Calgary,1955,2,-8.6
Calgary,1955,3,-8.2
Calgary,1955,4,2.5
Calgary,1955,5,7.2
Calgary,1955,6,14.1
Calgary,1955,7,16.4
Calgary,1955,8,15.5
Calgary,1955,9,9.3
Calgary,1955,10,5.6
Calgary,1955,11,-12.7
Calgary,1955,12,-13.1
Calgary,1956,1,-14.1
Calgary,1956,2,-11.3
Calgary,1956,3,-4.1
Calgary,1956,4,1.9
Calgary,1956,5,10.5
Calgary,1956,6,13.7
Calgary,1956,7,16.6
Calgary,1956,8,15.4
Calgary,1956,9,10.6
Calgary,1956,10,3.3
Calgary,1956,11,1.9
Calgary,1956,12,-6.4
Calgary,1957,1,-14.1
Calgary,1957,2,-9.4
Calgary,1957,3,-1.5
Calgary,1957,4,3.7
Calgary,1957,5,10.8
Calgary,1957,6,12.9
Calgary,1957,7,16.8
Calgary,1957,8,13.2
Calgary,1957,9,12.6
Calgary,1957,10,1.3
Calgary,1957,11,-0.8
Calgary,1957,12,-2.0
Calgary,1958,1,-1.9
Calgary,1958,2,-10.2
Calgary,1958,3,-7.4
Calgary,1958,4,3.9
Calgary,1958,5,13.1
Calgary,1958,6,13.6
Calgary,1958,7,16.0
Calgary,1958,8,17.2
Calgary,1958,9,10.8
Calgary,1958,10,7.7
Calgary,1958,11,-2.9
Calgary,1958,12,-4.0
Calgary,1959,1,-12.5
Calgary,1959,2,-9.9
Calgary,1959,3,1.2
Calgary,1959,4,4.0
Calgary,1959,5,7.3
Calgary,1959,6,13.5
Calgary,1959,7,17.5
Calgary,1959,8,13.3
Calgary,1959,9,8.9
Calgary,1959,10,4.3
Calgary,1959,11,-3.9
Calgary,1959,12,-1.2
Calgary,1960,1,-8.9
Calgary,1960,2,-7.7
Calgary,1960,3,-4.6
Calgary,1960,4,4.8
Calgary,1960,5,9.0
Calgary,1960,6,13.4
Calgary,1960,7,18.7
Calgary,1960,8,15.3
Calgary,1960,9,11.5
Calgary,1960,10,7.4
Calgary,1960,11,-3.0
Calgary,1960,12,-4.2
Calgary,1961,1,-2.6
Calgary,1961,2,-3.8
Calgary,1961,3,-0.5
Calgary,1961,4,2.9
Calgary,1961,5,10.6
Calgary,1961,6,17.8
Calgary,1961,7,17.2
Calgary,1961,8,18.2
Calgary,1961,9,8.3
Calgary,1961,10,5.2
Calgary,1961,11,-2.8
Calgary,1961,12,-10.1
Calgary,1962,1,-7.0
Calgary,1962,2,-8.7
Calgary,1962,3,-5.5
Calgary,1962,4,6.6
Calgary,1962,5,9.0
Calgary,1962,6,14.7
Calgary,1962,7,15.6
Calgary,1962,8,15.6
Calgary,1962,9,11.8
Calgary,1962,10,8.1
Calgary,1962,11,1.9
Calgary,1962,12,-3.7
Calgary,1963,1,-10.3
Calgary,1963,2,-2.2
Calgary,1963,3,0.8
Calgary,1963,4,4.6
Calgary,1963,5,9.3
Calgary,1963,6,14.3
Calgary,1963,7,17.0
Calgary,1963,8,17.0
Calgary,1963,9,15.0
Calgary,1963,10,9.2
Calgary,1963,11,-2.9
Calgary,1963,12,-7.0
Calgary,1964,1,-5.6
Calgary,1964,2,0.6
Calgary,1964,3,-5.4
Calgary,1964,4,4.0
Calgary,1964,5,10.0
Calgary,1964,6,14.1
Calgary,1964,7,17.5
Calgary,1964,8,15.3
Calgary,1964,9,8.7
Calgary,1964,10,8.4
Calgary,1964,11,-3.1
Calgary,1964,12,-16.2
Calgary,1965,1,-10.9
Calgary,1965,2,-6.9
Calgary,1965,3,-7.6
Calgary,1965,4,3.9
Calgary,1965,5,8.6
Calgary,1965,6,12.7
Calgary,1965,7,17.0
Calgary,1965,8,16.7
Calgary,1965,9,5.5
Calgary,1965,10,9.1
Calgary,1965,11,-4.7
Calgary,1965,12,-8.5
Calgary,1966,1,-17.2
Calgary,1966,2,-6.4
Calgary,1966,3,0.0
Calgary,1966,4,1.3
Calgary,1966,5,10.4
Calgary,1966,6,12.0
Calgary,1966,7,15.8
Calgary,1966,8,14.0
Calgary,1966,9,13.1
Calgary,1966,10,5.7
Calgary,1966,11,-6.7
Calgary,1966,12,-6.9
Calgary,1967,1,-10.8
Calgary,1967,2,-4.5
Calgary,1967,3,-7.3
Calgary,1967,4,0.0
Calgary,1967,5,8.1
Calgary,1967,6,12.7
Calgary,1967,7,16.7
Calgary,1967,8,17.5
Calgary,1967,9,15.3
Calgary,1967,10,6.4
Calgary,1967,11,-0.4
Calgary,1967,12,-6.6
Calgary,1968,1,-10.7
Calgary,1968,2,-3.8
Calgary,1968,3,1.9
Calgary,1968,4,2.9
Calgary,1968,5,8.4
Calgary,1968,6,12.5
Calgary,1968,7,15.8
Calgary,1968,8,13.6
Calgary,1968,9,10.9
Calgary,1968,10,5.5
Calgary,1968,11,-0.8
Calgary,1968,12,-13.2
Calgary,1969,1,-23.8
Calgary,1969,2,-11.1
Calgary,1969,3,-3.8
Calgary,1969,4,7.3
Calgary,1969,5,10.5
Calgary,1969,6,13.3
Calgary,1969,7,14.8
Calgary,1969,8,15.9
Calgary,1969,9,10.9
Calgary,1969,10,2.6
Calgary,1969,11,2.3
Calgary,1969,12,-3.7
Calgary,1970,1,-12.7
Calgary,1970,2,-2.2
Calgary,1970,3,-3.3
Calgary,1970,4,2.5
Calgary,1970,5,9.8
Calgary,1970,6,16.3
Calgary,1970,7,18.0
Calgary,1970,8,16.9
Calgary,1970,9,10.1
Calgary,1970,10,5.2
Calgary,1970,11,-5.9
Calgary,1970,12,-11.5
Calgary,1971,1,-12.8
Calgary,1971,2,-3.7
Calgary,1971,3,-4.6
Calgary,1971,4,4.7
Calgary,1971,5,11.0
Calgary,1971,6,13.5
Calgary,1971,7,16.2
Calgary,1971,8,19.7
Calgary,1971,9,9.7
Calgary,1971,10,5.0
Calgary,1971,11,-1.5
Calgary,1971,12,-12.8
Calgary,1972,1,-14.9
Calgary,1972,2,-12.5
Calgary,1972,3,-1.5
Calgary,1972,4,3.8
Calgary,1972,5,10.5
Calgary,1972,6,15.3
Calgary,1972,7,14.1
Calgary,1972,8,16.9
Calgary,1972,9,6.9
Calgary,1972,10,3.7
Calgary,1972,11,-0.8
Calgary,1972,12,-11.4
Calgary,1973,1,-6.0
Calgary,1973,2,-6.5
Calgary,1973,3,0.9
Calgary,1973,4,3.0
Calgary,1973,5,11.1
Calgary,1973,6,13.7
Calgary,1973,7,16.7
Calgary,1973,8,15.5
Calgary,1973,9,11.2
Calgary,1973,10,5.5
Calgary,1973,11,-11.2
Calgary,1973,12,-6.3
Calgary,1974,1,-12.9
Calgary,1974,2,-4.0
Calgary,1974,3,-5.3
Calgary,1974,4,5.4
Calgary,1974,5,7.2
Calgary,1974,6,15.6
Calgary,1974,7,16.2
Calgary,1974,8,13.7
Calgary,1974,9,10.3
Calgary,1974,10,8.3
Calgary,1974,11,-0.8
Calgary,1974,12,-2.0
Calgary,1975,1,-7.6
Calgary,1975,2,-11.8
Calgary,1975,3,-5.6
Calgary,1975,4,-0.1
Calgary,1975,5,8.4
Calgary,1975,6,12.6
Calgary,1975,7,18.3
Calgary,1975,8,14.1
Calgary,1975,9,12.1
Calgary,1975,10,5.0
Calgary,1975,11,-2.6
Calgary,1975,12,-5.9
Calgary,1976,1,-5.5
Calgary,1976,2,-3.7
Calgary,1976,3,-2.8
Calgary,1976,4,6.3
Calgary,1976,5,11.9
Calgary,1976,6,11.8
Calgary,1976,7,16.8
Calgary,1976,8,16.2
Calgary,1976,9,13.4
Calgary,1976,10,4.5
Calgary,1976,11,0.4
Calgary,1976,12,-3.8
Calgary,1977,1,-7.6
Calgary,1977,2,2.2
Calgary,1977,3,-1.2
Calgary,1977,4,7.5
Calgary,1977,5,9.8
Calgary,1977,6,15.5
Calgary,1977,7,15.5
Calgary,1977,8,12.8
Calgary,1977,9,9.1
Calgary,1977,10,5.8
Calgary,1977,11,-4.2
Calgary,1977,12,-13.2
Calgary,1978,1,-15.1
Calgary,1978,2,-10.9
Calgary,1978,3,-2.0
Calgary,1978,4,3.5
Calgary,1978,5,8.9
Calgary,1978,6,14.2
Calgary,1978,7,16.4
Calgary,1978,8,14.8
Calgary,1978,9,11.2
Calgary,1978,10,7.3
Calgary,1978,11,-4.5
Calgary,1978,12,-8.4
Calgary,1979,1,-13.4
Calgary,1979,2,-16.3
Calgary,1979,3,0.1
Calgary,1979,4,1.4
