city,year,month,temp
Calgary,1979,5,7.7
Calgary,1979,6,13.8
Calgary,1979,7,16.9
Calgary,1979,8,15.8
Calgary,1979,9,13.7
Calgary,1979,10,6.9
Calgary,1979,11,-0.5
Calgary,1979,12,-4.3
Calgary,1980,1,-12.8
Calgary,1980,2,-6.4
Calgary,1980,3,-4.5
Calgary,1980,4,8.1
Calgary,1980,5,11.3
Calgary,1980,6,13.6
Calgary,1980,7,16.3
Calgary,1980,8,12.8
Calgary,1980,9,11.0
Calgary,1980,10,8.2
Calgary,1980,11,1.8
Calgary,1980,12,-9.1
Calgary,1981,1,-1.0
Calgary,1981,2,-2.6
Calgary,1981,3,2.1
Calgary,1981,4,5.9
Calgary,1981,5,10.0
Calgary,1981,6,12.4
Calgary,1981,7,15.3
Calgary,1981,8,17.6
Calgary,1981,9,12.4
Calgary,1981,10,5.5
Calgary,1981,11,2.3
Calgary,1981,12,-7.3
Calgary,1982,1,-18.6
Calgary,1982,2,-10.4
Calgary,1982,3,-4.6
Calgary,1982,4,1.3
Calgary,1982,5,8.5
Calgary,1982,6,14.1
Calgary,1982,7,16.1
Calgary,1982,8,15.1
Calgary,1982,9,11.1
Calgary,1982,10,6.7
Calgary,1982,11,-4.6
Calgary,1982,12,-4.1
Calgary,1983,1,-4.1
Calgary,1983,2,-1.5
Calgary,1983,3,-2.4
Calgary,1983,4,4.4
Calgary,1983,5,10.1
Calgary,1983,6,14.0
Calgary,1983,7,16.5
Calgary,1983,8,18.4
Calgary,1983,9,10.0
Calgary,1983,10,6.2
Calgary,1983,11,-1.7
Calgary,1983,12,-16.5
Calgary,1984,1,-3.3
Calgary,1984,2,1.2
Calgary,1984,3,-1.5
Calgary,1984,4,5.4
Calgary,1984,5,8.8
Calgary,1984,6,13.9
Calgary,1984,7,17.5
Calgary,1984,8,17.6
Calgary,1984,9,7.7
Calgary,1984,10,2.3
Calgary,1984,11,-4.9
Calgary,1984,12,-12.0
Calgary,1985,1,-4.7
Calgary,1985,2,-8.0
Calgary,1985,3,-0.4
Calgary,1985,4,5.4
Calgary,1985,5,11.9
Calgary,1985,6,13.3
Calgary,1985,7,18.5
Calgary,1985,8,14.4
Calgary,1985,9,7.3
Calgary,1985,10,4.8
Calgary,1985,11,-12.1
Calgary,1985,12,-2.5
Calgary,1986,1,-0.3
Calgary,1986,2,-8.3
Calgary,1986,3,3.0
Calgary,1986,4,4.6
Calgary,1986,5,10.8
Calgary,1986,6,15.6
Calgary,1986,7,14.6
Calgary,1986,8,16.3
Calgary,1986,9,7.4
Calgary,1986,10,8.2
Calgary,1986,11,-4.9
Calgary,1986,12,-1.1
Calgary,1987,1,-0.7
Calgary,1987,2,-1.2
Calgary,1987,3,-1.0
Calgary,1987,4,7.6
Calgary,1987,5,11.8
Calgary,1987,6,16.8
Calgary,1987,7,15.9
Calgary,1987,8,13.1
Calgary,1987,9,13.6
Calgary,1987,10,7.4
Calgary,1987,11,2.5
Calgary,1987,12,-2.4
Calgary,1988,1,-8.1
Calgary,1988,2,-3.5
Calgary,1988,3,1.1
Calgary,1988,4,6.6
Calgary,1988,5,12.6
Calgary,1988,6,16.4
Calgary,1988,7,16.6
Calgary,1988,8,15.1
Calgary,1988,9,10.8
Calgary,1988,10,7.1
Calgary,1988,11,0.1
Calgary,1988,12,-4.4
Calgary,1989,1,-6.7
Calgary,1989,2,-11.9
Calgary,1989,3,-6.8
Calgary,1989,4,4.5
Calgary,1989,5,9.2
Calgary,1989,6,14.5
Calgary,1989,7,17.8
Calgary,1989,8,15.5
Calgary,1989,9,11.7
Calgary,1989,10,6.0
Calgary,1989,11,-0.3
Calgary,1989,12,-3.9
Calgary,1990,1,-4.1
Calgary,1990,2,-6.3
Calgary,1990,3,1.2
Calgary,1990,4,4.8
Calgary,1990,5,9.1
Calgary,1990,6,13.9
Calgary,1990,7,16.3
Calgary,1990,8,16.9
Calgary,1990,9,14.2
Calgary,1990,10,4.6
Calgary,1990,11,-3.4
Calgary,1990,12,-10.2
Calgary,1991,1,-8.5
Calgary,1991,2,1.3
Calgary,1991,3,-3.4
Calgary,1991,4,5.7
Calgary,1991,5,9.5
Calgary,1991,6,13.1
Calgary,1991,7,16.6
Calgary,1991,8,18.1
Calgary,1991,9,11.7
Calgary,1991,10,2.9
Calgary,1991,11,-2.3
Calgary,1991,12,-1.7
Calgary,1992,1,-0.8
Calgary,1992,2,-2.1
Calgary,1992,3,3.3
Calgary,1992,4,6.5
Calgary,1992,5,9.6
Calgary,1992,6,14.9
Calgary,1992,7,14.3
Calgary,1992,8,14.2
Calgary,1992,9,9.7
Calgary,1992,10,5.5
Calgary,1992,11,-1.1
Calgary,1992,12,-11.3
Calgary,1993,1,-10.9
Calgary,1993,2,-6.8
Calgary,1993,3,-0.2
Calgary,1993,4,4.9
Calgary,1993,5,11.6
Calgary,1993,6,12.9
Calgary,1993,7,13.3
Calgary,1993,8,14.0
Calgary,1993,9,10.6
Calgary,1993,10,6.6
Calgary,1993,11,-2.3
Calgary,1993,12,-1.6
Calgary,1994,1,-9.1
Calgary,1994,2,-13.0
Calgary,1994,3,2.7
Calgary,1994,4,6.1
Calgary,1994,5,10.8
Calgary,1994,6,13.5
Calgary,1994,7,17.4
Calgary,1994,8,16.2
Calgary,1994,9,13.3
Calgary,1994,10,4.9
Calgary,1994,11,-3.0
Calgary,1994,12,-5.4
Calgary,1995,1,-7.1
Calgary,1995,2,-4.8
Calgary,1995,3,-2.8
Calgary,1995,4,3.4
Calgary,1995,5,9.3
Calgary,1995,6,14.2
Calgary,1995,7,15.7
Calgary,1995,8,13.8
Calgary,1995,9,12.1
Calgary,1995,10,4.3
Calgary,1995,11,-4.4
Calgary,1995,12,-10.7
Calgary,1996,1,-15.2
Calgary,1996,2,-5.4
Calgary,1996,3,-5.8
Calgary,1996,4,5.1
Calgary,1996,5,6.5
Calgary,1996,6,13.5
Calgary,1996,7,16.5
Calgary,1996,8,16.8
Calgary,1996,9,9.3
Calgary,1996,10,4.6
Calgary,1996,11,-9.3
Calgary,1996,12,-13.7
Calgary,1997,1,-12.0
Calgary,1997,2,-2.6
Calgary,1997,3,-3.9
Calgary,1997,4,2.3
Calgary,1997,5,9.3
Calgary,1997,6,13.8
Calgary,1997,7,16.2
Calgary,1997,8,15.9
Calgary,1997,9,13.3
Calgary,1997,10,5.0
Calgary,1997,11,-1.2
Calgary,1997,12,-2.0
Calgary,1998,1,-13.2
Calgary,1998,2,-2.7
Calgary,1998,3,-4.4
Calgary,1998,4,6.4
Calgary,1998,5,12.4
Calgary,1998,6,12.6
Calgary,1998,7,17.8
Calgary,1998,8,17.8
Calgary,1998,9,12.9
Calgary,1998,10,7.2
Calgary,1998,11,-2.3
Calgary,1998,12,-7.8
Calgary,1999,1,-7.6
Calgary,1999,2,-1.5
Calgary,1999,3,-0.5
Calgary,1999,4,4.9
Calgary,1999,5,8.8
Calgary,1999,6,11.9
Calgary,1999,7,13.7
Calgary,1999,8,16.0
Calgary,1999,9,10.4
Calgary,1999,10,6.0
Calgary,1999,11,1.8
Calgary,1999,12,-0.1
Calgary,2000,1,-9.3
Calgary,2000,2,-6.7
Calgary,2000,3,-0.3
Calgary,2000,4,4.3
Calgary,2000,5,8.8
Calgary,2000,6,12.5
Calgary,2000,7,16.7
Calgary,2000,8,15.6
Calgary,2000,9,11.0
Calgary,2000,10,5.5
Calgary,2000,11,-2.9
Calgary,2000,12,-9.6
Calgary,2001,1,-1.2
Calgary,2001,2,-10.0
Calgary,2001,3,0.1
Calgary,2001,4,4.1
Calgary,2001,5,11.4
Calgary,2001,6,12.3
Calgary,2001,7,17.0
Calgary,2001,8,18.0
Calgary,2001,9,13.4
Calgary,2001,10,4.2
Calgary,2001,11,0.2
Calgary,2001,12,-7.7
Calgary,2002,1,-6.2
Calgary,2002,2,-2.9
Calgary,2002,3,-12.0
Calgary,2002,4,1.3
Calgary,2002,5,6.8
Calgary,2002,6,14.5
Calgary,2002,7,18.4
Calgary,2002,8,14.2
Calgary,2002,9,10.4
Calgary,2002,10,2.3
Calgary,2002,11,3.1
Calgary,2002,12,-2.3
Calgary,2003,1,-6.1
Calgary,2003,2,-6.7
Calgary,2003,3,-4.6
Calgary,2003,4,3.7
Calgary,2003,5,8.3
Calgary,2003,6,13.8
Calgary,2003,7,17.5
Calgary,2003,8,18.1
Calgary,2003,9,11.3
Calgary,2003,10,7.7
Calgary,2003,11,-5.4
Calgary,2003,12,-4.5
Calgary,2004,1,-10.2
Calgary,2004,2,-2.8
Calgary,2004,3,2.2
Calgary,2004,4,6.1
Calgary,2004,5,8.2
Calgary,2004,6,13.2
Calgary,2004,7,17.0
Calgary,2004,8,15.6
Calgary,2004,9,10.0
Calgary,2004,10,4.4
Calgary,2004,11,2.0
Calgary,2004,12,-4.1
Calgary,2005,1,-8.6
Calgary,2005,2,-2.8
Calgary,2005,3,0.7
Calgary,2005,4,6.0
Calgary,2005,5,10.7
Calgary,2005,6,12.5
Calgary,2005,7,16.4
Calgary,2005,8,13.9
Calgary,2005,9,9.5
Calgary,2005,10,6.3
Calgary,2005,11,0.9
Calgary,2005,12,-4.1
Calgary,2006,1,-1.0
Calgary,2006,2,-4.9
Calgary,2006,3,-4.2
Calgary,2006,4,6.9
Calgary,2006,5,11.4
Calgary,2006,6,14.8
Calgary,2006,7,18.5
Calgary,2006,8,15.8
Calgary,2006,9,12.5
Calgary,2006,10,3.8
Calgary,2006,11,-5.9
Calgary,2006,12,-1.6
Calgary,2007,1,-3.4
Calgary,2007,2,-8.1
Calgary,2007,3,1.9
Calgary,2007,4,3.0
Calgary,2007,5,10.0
Calgary,2007,6,14.2
Calgary,2007,7,19.4
Calgary,2007,8,14.2
Calgary,2007,9,10.4
Calgary,2007,10,6.7
Calgary,2007,11,-1.3
Calgary,2007,12,-7.3
Calgary,2008,1,-7.8
Calgary,2008,2,-5.0
Calgary,2008,3,0.1
Calgary,2008,4,1.6
Calgary,2008,5,10.8
Calgary,2008,6,13.4
Calgary,2008,7,16.5
Calgary,2008,8,16.6
Calgary,2008,9,11.4
Calgary,2008,10,6.8
Calgary,2008,11,2.5
Calgary,2008,12,-10.4
Calgary,2009,1,-5.8
Calgary,2009,2,-6.9
Calgary,2009,3,-4.2
Calgary,2009,4,3.4
Calgary,2009,5,9.8
Calgary,2009,6,13.3
Calgary,2009,7,17.0
Calgary,2009,8,16.0
Calgary,2009,9,15.3
Calgary,2009,10,1.7
Calgary,2009,11,2.1
Calgary,2009,12,-12.1
Calgary,2010,1,-5.6
Calgary,2010,2,-4.4
Calgary,2010,3,3.3
Calgary,2010,4,5.0
Calgary,2010,5,7.5
Calgary,2010,6,13.3
Calgary,2010,7,16.3
Calgary,2010,8,15.3
Calgary,2010,9,9.5
Calgary,2010,10,7.9
Calgary,2010,11,-4.2
Calgary,2010,12,-7.9
Calgary,2011,1,-8.3
Calgary,2011,2,-9.0
Calgary,2011,3,-6.0
Calgary,2011,4,1.8
Calgary,2011,5,9.6
Calgary,2011,6,13.3
Calgary,2011,7,16.6
Calgary,2011,8,16.3
Calgary,2011,9,14.3
Calgary,2011,10,6.4
Calgary,2011,11,-1.7
Calgary,2011,12,-0.9
Calgary,2012,1,-5.3
Calgary,2012,2,-4.3
Calgary,2012,3,0.8
Calgary,2012,4,5.2
Calgary,2012,5,9.8
Calgary,2012,6,13.9
Calgary,2012,7,18.5
Calgary,2012,8,17.5
Calgary,2012,9,14.4
Calgary,2012,10,2.9
Calgary,2012,11,-3.2
Calgary,2012,12,-10.2
Calgary,2013,1,-5.1
Calgary,2013,2,-0.7
Calgary,2013,3,-2.9
Calgary,2013,4,1.8
Calgary,2013,5,11.9
Calgary,2013,6,13.8
Calgary,2013,8,17.6
Calgary,2013,9,14.3
Calgary,2013,10,6.0
Calgary,2013,11,-3.0
Calgary,2013,12,-8.9
Calgary,2014,1,-2.7
Calgary,2014,2,-11.7
Calgary,2014,3,-6.6
Calgary,2014,4,4.3
Calgary,2014,5,9.4
Calgary,2014,6,13.1
Calgary,2014,7,18.7
Calgary,2014,8,16.7
Calgary,2014,9,12.0
Calgary,2014,10,8.5
Calgary,2014,11,-4.8
Calgary,2014,12,-3.4
Calgary,2015,1,-3.0
Calgary,2015,2,-4.5
Calgary,2015,3,3.3
Calgary,2015,4,5.8
Calgary,2015,5,9.7
Calgary,2015,6,15.7
Calgary,2015,7,17.9
Calgary,2015,8,16.9
Calgary,2015,9,11.0
Calgary,2015,10,8.2
Calgary,2015,11,-0.6
Calgary,2015,12,-5.6
Calgary,2016,1,-5.7
Calgary,2016,2,1.0
Calgary,2016,3,3.1
Calgary,2016,4,8.5
Calgary,2016,5,10.3
Calgary,2016,6,15.7
Calgary,2016,8,15.9
Calgary,2016,9,11.0
Calgary,2016,10,3.0
Calgary,2016,11,2.6
Calgary,2016,12,-10.9
Calgary,2017,1,-6.8
Calgary,2017,2,-7.2
Calgary,2017,3,-2.7
Calgary,2017,4,4.6
Calgary,2017,5,12.0
Calgary,2017,6,15.2
Calgary,2017,7,18.4
Calgary,2017,8,17.1
Calgary,2017,9,12.0
Calgary,2017,10,5.6
Calgary,2017,11,-3.9
Calgary,2017,12,-7.1
Calgary,2018,1,-6.4
Calgary,2018,2,-12.2
Calgary,2018,3,-5.8
Calgary,2018,4,1.0
Calgary,2018,5,13.9
Calgary,2018,6,14.7
Calgary,2018,7,17.1
Calgary,2018,8,17.0
Calgary,2018,9,7.3
Calgary,2018,10,4.1
Calgary,2018,11,-0.3
Calgary,2018,12,-3.3
Calgary,2019,1,-3.6
Calgary,2019,2,-18.4
Calgary,2019,3,-3.3
Calgary,2019,4,4.9
Calgary,2019,5,8.9
Calgary,2019,6,13.7
Calgary,2019,7,15.8
Calgary,2019,8,15.7
Calgary,2019,9,10.8
Calgary,2019,10,2.3
Calgary,2019,11,-2.6
Calgary,2019,12,-5.1
Calgary,2020,1,-8.4
Calgary,2020,2,-3.5
Calgary,2020,3,-4.4
Calgary,2020,4,2.4
Calgary,2020,5,9.3
Calgary,2020,6,13.6
Calgary,2020,7,16.7
Calgary,2020,8,17.3
Calgary,2020,9,13.0
Calgary,2020,10,2.8
Calgary,2020,11,-0.8
Calgary,2020,12,-2.4
Eureka,1947,5,-10.5
Eureka,1947,6,3.8
Eureka,1947,7,5.6
Eureka,1947,9,-7.3
Eureka,1947,10,-18.7
Eureka,1947,11,-28.7
Eureka,1947,12,-38.9
Eureka,1948,1,-38.1
Eureka,1948,2,-42.6
Eureka,1948,3,-37.1
Eureka,1948,4,-28.8
Eureka,1948,5,-8.5
Eureka,1948,6,3.2
Eureka,1948,7,6.2
Eureka,1948,8,3.1
Eureka,1948,9,-4.9
Eureka,1948,10,-20.5
Eureka,1948,11,-29.5
Eureka,1948,12,-41.8
Eureka,1949,1,-39.8
Eureka,1949,2,-38.0
Eureka,1949,3,-33.2
Eureka,1949,4,-29.0
Eureka,1949,5,-11.5
Eureka,1949,6,3.7
Eureka,1949,7,5.9
Eureka,1949,8,3.6
Eureka,1949,9,-6.8
Eureka,1949,10,-21.9
Eureka,1949,11,-30.9
Eureka,1949,12,-37.7
Eureka,1950,2,-38.2
Eureka,1950,3,-33.9
Eureka,1950,4,-30.4
Eureka,1950,5,-11.2
Eureka,1950,6,2.2
Eureka,1950,7,6.1
Eureka,1950,8,3.5
Eureka,1950,9,-9.6
Eureka,1950,10,-24.6
Eureka,1950,11,-28.9
Eureka,1950,12,-32.9
Eureka,1951,1,-39.0
Eureka,1951,2,-40.3
Eureka,1951,3,-35.7
Eureka,1951,4,-27.1
Eureka,1951,5,-7.3
Eureka,1951,6,2.8
Eureka,1951,7,5.7
Eureka,1951,8,3.0
Eureka,1951,9,-5.4
Eureka,1951,10,-22.2
Eureka,1951,11,-28.9
Eureka,1951,12,-38.8
Eureka,1952,1,-37.2
Eureka,1952,2,-37.5
Eureka,1952,3,-38.4
Eureka,1952,4,-26.4
Eureka,1952,5,-4.1
Eureka,1952,6,4.1
Eureka,1952,7,6.7
Eureka,1952,8,3.4
Eureka,1952,9,-8.8
Eureka,1952,10,-23.3
Eureka,1952,11,-31.4
Eureka,1952,12,-28.0
Eureka,1953,1,-36.5
Eureka,1953,2,-39.6
Eureka,1953,3,-33.9
Eureka,1953,4,-18.7
Eureka,1953,5,-9.1
Eureka,1953,6,1.6
Eureka,1953,7,4.2
Eureka,1953,8,1.1
Eureka,1953,9,-6.3
Eureka,1953,10,-29.4
Eureka,1953,11,-29.2
Eureka,1953,12,-37.3
Eureka,1954,1,-38.4
Eureka,1954,2,-37.5
Eureka,1954,3,-37.9
Eureka,1954,4,-27.8
Eureka,1954,5,-9.3
Eureka,1954,6,3.7
Eureka,1954,7,5.6
Eureka,1954,8,4.5
Eureka,1954,9,-3.2
Eureka,1954,10,-19.0
Eureka,1954,11,-29.4
Eureka,1954,12,-33.3
Eureka,1955,1,-34.0
Eureka,1955,2,-36.6
Eureka,1955,3,-40.1
Eureka,1955,4,-26.4
Eureka,1955,5,-12.9
Eureka,1955,6,1.2
Eureka,1955,7,3.8
Eureka,1955,8,3.8
Eureka,1955,9,-6.9
Eureka,1955,10,-15.9
Eureka,1955,11,-29.9
Eureka,1955,12,-37.1
Eureka,1956,1,-36.5
Eureka,1956,2,-35.7
Eureka,1956,3,-37.7
Eureka,1956,4,-22.8
Eureka,1956,5,-13.8
Eureka,1956,6,0.9
Eureka,1956,7,5.5
Eureka,1956,8,3.0
Eureka,1956,9,-11.6
Eureka,1956,10,-24.4
Eureka,1956,11,-32.6
Eureka,1956,12,-36.9
Eureka,1957,1,-40.5
Eureka,1957,2,-35.7
Eureka,1957,3,-36.1
Eureka,1957,4,-31.4
Eureka,1957,5,-10.7
Eureka,1957,6,4.7
Eureka,1957,7,6.7
Eureka,1957,8,2.9
Eureka,1957,9,-6.6
Eureka,1957,10,-20.0
Eureka,1957,11,-33.8
Eureka,1957,12,-41.5
Eureka,1958,1,-29.1
Eureka,1958,2,-36.9
Eureka,1958,3,-36.4
Eureka,1958,4,-29.6
Eureka,1958,5,-9.0
Eureka,1958,6,2.0
Eureka,1958,7,5.8
Eureka,1958,8,4.5
Eureka,1958,9,-5.7
Eureka,1958,10,-20.0
Eureka,1958,11,-32.4
Eureka,1958,12,-29.7
Eureka,1959,1,-32.0
Eureka,1959,2,-38.5
Eureka,1959,3,-39.6
Eureka,1959,4,-27.7
Eureka,1959,5,-13.3
Eureka,1959,6,1.2
Eureka,1959,7,6.3
Eureka,1959,8,5.2
Eureka,1959,9,-7.9
Eureka,1959,10,-24.2
Eureka,1959,11,-29.3
Eureka,1959,12,-35.0
Eureka,1960,1,-36.0
Eureka,1960,2,-35.0
Eureka,1960,3,-39.5
Eureka,1960,4,-29.9
Eureka,1960,5,-7.8
Eureka,1960,6,4.5
Eureka,1960,7,6.6
Eureka,1960,8,6.3
Eureka,1960,9,-5.1
Eureka,1960,10,-17.5
Eureka,1960,11,-29.3
Eureka,1960,12,-34.0
Eureka,1961,1,-37.7
Eureka,1961,2,-38.1
Eureka,1961,3,-39.7
Eureka,1961,4,-24.5
Eureka,1961,5,-13.9
Eureka,1961,6,0.1
Eureka,1961,7,4.5
Eureka,1961,8,2.2
Eureka,1961,9,-14.1
Eureka,1961,10,-24.5
Eureka,1961,11,-27.8
Eureka,1961,12,-31.1
Eureka,1962,1,-35.0
Eureka,1962,2,-39.1
Eureka,1962,3,-32.2
Eureka,1962,4,-24.0
Eureka,1962,5,-9.8
Eureka,1962,6,3.4
Eureka,1962,7,7.5
Eureka,1962,8,4.1
Eureka,1962,9,-8.1
Eureka,1962,10,-24.8
Eureka,1962,11,-30.6
Eureka,1962,12,-31.3
Eureka,1963,1,-37.0
Eureka,1963,2,-35.3
Eureka,1963,3,-39.0
Eureka,1963,4,-25.5
Eureka,1963,5,-13.5
Eureka,1963,6,0.4
Eureka,1963,7,5.8
Eureka,1963,8,2.8
Eureka,1963,9,-9.6
Eureka,1963,10,-21.3
Eureka,1963,11,-26.5
Eureka,1963,12,-32.4
Eureka,1964,1,-36.2
Eureka,1964,2,-38.8
Eureka,1964,3,-36.4
Eureka,1964,4,-29.5
Eureka,1964,5,-12.1
Eureka,1964,6,2.8
Eureka,1964,7,3.6
Eureka,1964,8,3.7
Eureka,1964,9,-8.5
Eureka,1964,10,-24.6
Eureka,1964,11,-33.3
Eureka,1964,12,-31.8
Eureka,1965,1,-35.1
Eureka,1965,2,-35.2
Eureka,1965,3,-34.6
Eureka,1965,4,-29.9
Eureka,1965,5,-6.8
Eureka,1965,6,2.4
Eureka,1965,7,4.1
Eureka,1965,8,3.7
Eureka,1965,9,-9.0
Eureka,1965,10,-23.2
Eureka,1965,11,-27.0
Eureka,1965,12,-33.3
Eureka,1966,1,-37.9
Eureka,1966,2,-35.1
Eureka,1966,3,-39.4
Eureka,1966,4,-30.5
Eureka,1966,5,-9.2
Eureka,1966,6,0.4
Eureka,1966,7,5.1
Eureka,1966,8,5.3
Eureka,1966,9,-7.4
Eureka,1966,10,-25.2
Eureka,1966,11,-34.9
Eureka,1966,12,-33.5
Eureka,1967,1,-36.2
Eureka,1967,2,-41.7
Eureka,1967,3,-35.3
Eureka,1967,4,-25.5
Eureka,1967,5,-3.1
Eureka,1967,6,2.1
Eureka,1967,7,4.5
Eureka,1967,8,3.4
Eureka,1967,9,-9.1
Eureka,1967,10,-19.1
Eureka,1967,11,-34.9
Eureka,1967,12,-31.9
Eureka,1968,1,-40.0
Eureka,1968,2,-39.6
Eureka,1968,3,-36.4
Eureka,1968,4,-29.2
Eureka,1968,5,-10.3
Eureka,1968,6,3.3
Eureka,1968,7,6.3
Eureka,1968,8,2.9
Eureka,1968,9,-7.3
Eureka,1968,10,-18.7
Eureka,1968,11,-32.4
Eureka,1968,12,-36.5
Eureka,1969,1,-33.5
Eureka,1969,2,-35.3
Eureka,1969,3,-38.6
Eureka,1969,4,-27.4
Eureka,1969,5,-10.5
Eureka,1969,6,1.4
Eureka,1969,7,4.6
Eureka,1969,8,3.8
Eureka,1969,9,-9.3
Eureka,1969,10,-20.0
Eureka,1969,11,-34.8
Eureka,1969,12,-34.5
Eureka,1970,1,-36.1
Eureka,1970,2,-37.9
Eureka,1970,3,-34.7
Eureka,1970,4,-31.5
Eureka,1970,5,-14.2
Eureka,1970,6,-0.4
Eureka,1970,7,5.3
Eureka,1970,8,2.8
Eureka,1970,9,-8.1
Eureka,1970,10,-19.7
Eureka,1970,11,-29.8
Eureka,1970,12,-37.6
Eureka,1971,1,-38.9
Eureka,1971,2,-42.5
Eureka,1971,3,-33.9
Eureka,1971,4,-26.1
Eureka,1971,5,-10.0
Eureka,1971,6,4.4
Eureka,1971,7,7.0
Eureka,1971,8,2.2
Eureka,1971,9,-5.5
Eureka,1971,10,-21.8
Eureka,1971,11,-34.1
Eureka,1971,12,-40.2
Eureka,1972,1,-39.4
Eureka,1972,2,-38.7
Eureka,1972,3,-35.9
Eureka,1972,4,-30.3
Eureka,1972,5,-14.8
Eureka,1972,6,-0.1
Eureka,1972,7,4.6
Eureka,1972,8,2.4
Eureka,1972,9,-10.8
Eureka,1972,10,-21.3
Eureka,1972,11,-34.2
Eureka,1972,12,-43.0
Eureka,1973,1,-36.2
Eureka,1973,2,-43.2
Eureka,1973,3,-40.3
Eureka,1973,4,-31.3
Eureka,1973,5,-12.6
Eureka,1973,6,2.6
Eureka,1973,7,4.5
Eureka,1973,8,3.5
Eureka,1973,9,-9.1
Eureka,1973,10,-18.7
Eureka,1973,11,-28.9
Eureka,1973,12,-30.1
Eureka,1974,1,-42.3
Eureka,1974,2,-41.2
Eureka,1974,3,-41.3
Eureka,1974,4,-28.9
Eureka,1974,5,-11.5
Eureka,1974,6,-1.5
Eureka,1974,7,4.9
Eureka,1974,8,4.0
Eureka,1974,9,-10.3
Eureka,1974,10,-22.4
Eureka,1974,11,-30.4
Eureka,1974,12,-34.1
Eureka,1975,1,-42.9
Eureka,1975,2,-37.9
Eureka,1975,3,-40.3
Eureka,1975,4,-28.1
Eureka,1975,5,-10.7
Eureka,1975,6,3.8
Eureka,1975,7,4.9
Eureka,1975,8,1.9
Eureka,1975,9,-9.0
Eureka,1975,10,-22.2
Eureka,1975,11,-31.6
Eureka,1975,12,-34.4
Eureka,1976,1,-34.8
Eureka,1976,2,-37.5
Eureka,1976,3,-36.6
Eureka,1976,4,-31.2
Eureka,1976,5,-15.8
Eureka,1976,6,1.2
Eureka,1976,7,5.1
Eureka,1976,8,1.6
Eureka,1976,9,-7.7
Eureka,1976,10,-25.0
Eureka,1976,11,-32.6
Eureka,1976,12,-34.3
Eureka,1977,1,-27.9
Eureka,1977,2,-40.8
Eureka,1977,3,-42.2
Eureka,1977,4,-25.4
Eureka,1977,5,-11.2
Eureka,1977,6,2.9
Eureka,1977,7,6.7
Eureka,1977,8,4.5
Eureka,1977,9,-9.2
Eureka,1977,10,-21.1
Eureka,1977,11,-34.3
Eureka,1977,12,-39.9
Eureka,1978,1,-36.7
Eureka,1978,2,-28.0
Eureka,1978,3,-36.9
Eureka,1978,4,-26.5
Eureka,1978,5,-10.9
Eureka,1978,6,0.6
Eureka,1978,7,6.8
Eureka,1978,8,2.5
Eureka,1978,9,-7.4
Eureka,1978,10,-30.6
Eureka,1978,11,-34.6
Eureka,1978,12,-30.1
Eureka,1979,1,-34.1
Eureka,1979,2,-47.9
Eureka,1979,3,-37.8
Eureka,1979,4,-24.0
Eureka,1979,5,-10.6
Eureka,1979,6,-1.3
Eureka,1979,7,5.2
Eureka,1979,8,0.4
Eureka,1979,9,-11.7
Eureka,1979,10,-24.8
Eureka,1979,11,-33.1
Eureka,1979,12,-38.4
Eureka,1980,1,-34.9
Eureka,1980,2,-32.7
Eureka,1980,3,-36.6
Eureka,1980,4,-32.2
Eureka,1980,5,-12.1
Eureka,1980,6,-0.7
Eureka,1980,7,5.5
Eureka,1980,8,2.0
Eureka,1980,9,-11.2
Eureka,1980,10,-18.9
Eureka,1980,11,-32.2
Eureka,1980,12,-34.4
Eureka,1981,1,-32.3
Eureka,1981,2,-35.9
Eureka,1981,3,-37.7
Eureka,1981,4,-29.0
Eureka,1981,5,-9.2
Eureka,1981,6,5.0
Eureka,1981,7,5.9
Eureka,1981,8,2.0
Eureka,1981,9,-6.7
Eureka,1981,10,-19.9
Eureka,1981,11,-23.9
Eureka,1981,12,-29.1
Eureka,1982,1,-32.5
Eureka,1982,2,-39.0
Eureka,1982,3,-37.6
Eureka,1982,4,-31.1
Eureka,1982,5,-12.9
Eureka,1982,6,2.9
Eureka,1982,7,5.1
Eureka,1982,8,2.3
Eureka,1982,9,-7.8
Eureka,1982,10,-22.2
Eureka,1982,11,-35.0
Eureka,1982,12,-37.1
Eureka,1983,1,-35.8
Eureka,1983,2,-37.8
Eureka,1983,3,-34.2
Eureka,1983,4,-27.0
Eureka,1983,5,-13.6
Eureka,1983,6,2.2
Eureka,1983,7,5.7
Eureka,1983,8,4.4
Eureka,1983,9,-5.0
Eureka,1983,10,-24.6
Eureka,1983,11,-33.3
Eureka,1983,12,-32.1
Eureka,1984,1,-40.5
Eureka,1984,2,-44.1
Eureka,1984,3,-38.7
Eureka,1984,4,-31.6
Eureka,1984,5,-9.6
Eureka,1984,6,3.4
Eureka,1984,7,5.3
Eureka,1984,8,2.3
Eureka,1984,9,-8.4
Eureka,1984,10,-21.0
Eureka,1984,11,-35.0
Eureka,1984,12,-37.2
Eureka,1985,1,-30.2
Eureka,1985,2,-41.5
Eureka,1985,3,-40.9
Eureka,1985,4,-30.9
Eureka,1985,5,-11.3
Eureka,1985,6,2.4
Eureka,1985,7,6.6
Eureka,1985,8,0.8
Eureka,1985,9,-3.7
Eureka,1985,10,-23.1
Eureka,1985,11,-34.7
Eureka,1985,12,-33.4
Eureka,1986,1,-41.1
