city,year,temp,series
Winnipeg,1959,2.1,Homogenized (AHCCD)
Winnipeg,1960,2.7,Homogenized (AHCCD)
Winnipeg,1961,3.5,Homogenized (AHCCD)
Winnipeg,1962,2.5,Homogenized (AHCCD)
Winnipeg,1963,3.9,Homogenized (AHCCD)
Winnipeg,1964,2.5,Homogenized (AHCCD)
Winnipeg,1965,1.3,Homogenized (AHCCD)
Winnipeg,1966,1.1,Homogenized (AHCCD)
Winnipeg,1967,1.9,Homogenized (AHCCD)
Winnipeg,1968,2.4,Homogenized (AHCCD)
Winnipeg,1969,2.2,Homogenized (AHCCD)
Winnipeg,1970,1.7,Homogenized (AHCCD)
Winnipeg,1971,2.1,Homogenized (AHCCD)
Winnipeg,1972,1.1,Homogenized (AHCCD)
Winnipeg,1973,3.3,Homogenized (AHCCD)
Winnipeg,1974,1.9,Homogenized (AHCCD)
Winnipeg,1975,2.7,Homogenized (AHCCD)
Winnipeg,1976,2.8,Homogenized (AHCCD)
Winnipeg,1977,3.5,Homogenized (AHCCD)
Winnipeg,1978,1.9,Homogenized (AHCCD)
Winnipeg,1979,1.1,Homogenized (AHCCD)
Winnipeg,1980,2.9,Homogenized (AHCCD)
Winnipeg,1981,4.7,Homogenized (AHCCD)
Winnipeg,1982,2.2,Homogenized (AHCCD)
Winnipeg,1983,3.8,Homogenized (AHCCD)
Winnipeg,1984,3.6,Homogenized (AHCCD)
Winnipeg,1985,1.7,Homogenized (AHCCD)
Winnipeg,1986,3.5,Homogenized (AHCCD)
Winnipeg,1987,5.8,Homogenized (AHCCD)
Winnipeg,1988,4.0,Homogenized (AHCCD)
Winnipeg,1989,2.2,Homogenized (AHCCD)
Winnipeg,1990,3.6,Homogenized (AHCCD)
Winnipeg,1991,3.8,Homogenized (AHCCD)
Winnipeg,1992,2.9,Homogenized (AHCCD)
Winnipeg,1993,2.3,Homogenized (AHCCD)
Winnipeg,1994,3.3,Homogenized (AHCCD)
Winnipeg,1995,2.4,Homogenized (AHCCD)
Winnipeg,1996,0.5,Homogenized (AHCCD)
Winnipeg,1997,2.7,Homogenized (AHCCD)
Winnipeg,1998,5.0,Homogenized (AHCCD)
Winnipeg,1999,4.7,Homogenized (AHCCD)
Winnipeg,2000,3.1,Homogenized (AHCCD)
Winnipeg,2001,4.1,Homogenized (AHCCD)
Winnipeg,2002,2.8,Homogenized (AHCCD)
Winnipeg,2003,3.3,Homogenized (AHCCD)
Winnipeg,2004,2.5,Homogenized (AHCCD)
Winnipeg,2005,3.8,Homogenized (AHCCD)
Winnipeg,2006,5.0,Homogenized (AHCCD)
Winnipeg,2007,3.3,Homogenized (AHCCD)
Winnipeg,2008,1.9,Homogenized (AHCCD)
Winnipeg,2009,2.5,Homogenized (AHCCD)
Winnipeg,2010,4.4,Homogenized (AHCCD)
Winnipeg,2011,4.1,Homogenized (AHCCD)
Winnipeg,2012,5.0,Homogenized (AHCCD)
Winnipeg,2013,1.4,Homogenized (AHCCD)
Winnipeg,2014,1.6,Homogenized (AHCCD)
Winnipeg,2015,4.6,Homogenized (AHCCD)
Winnipeg,2016,4.9,Homogenized (AHCCD)
Winnipeg,2017,3.8,Homogenized (AHCCD)
Winnipeg,2018,2.9,Homogenized (AHCCD)
Winnipeg,2019,2.3,Homogenized (AHCCD)
Winnipeg,2020,3.9,Homogenized (AHCCD)
Winnipeg,2018,2.5,Recent (raw)
Winnipeg,2019,1.97,Recent (raw)
Winnipeg,2020,3.54,Recent (raw)
Winnipeg,2021,4.67,Recent (raw)
Winnipeg,2022,1.94,Recent (raw)
Winnipeg,2023,4.21,Recent (raw)
Winnipeg,2024,5.46,Recent (raw)
Winnipeg,2025,3.95,Recent (raw)
