year,geo,geo_level,age_group,households,owners,owners_single_detached,rate_pct,single_detached_share_of_owners_pct,source
1986,Canada,Canada,20 to 34 years,,,,42.6,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1986,Canada,Canada,25 to 29 years,,,,38.7,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,30 to 34 years,,,,57.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,35 to 39 years,,,,67.8,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,35 to 54 years,,,,72.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1986,Canada,Canada,40 to 44 years,,,,72.8,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,45 to 49 years,,,,75.1,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,50 to 54 years,,,,76.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,55 to 59 years,,,,76.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,55 to 64 years,,,,75.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1986,Canada,Canada,60 to 64 years,,,,73.9,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,65 to 69 years,,,,71.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,65 to 74 years,,,,68.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1986,Canada,Canada,70 to 74 years,,,,65.6,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,75 to 79 years,,,,57.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1986,Canada,Canada,75 years and over,,,,57.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1986,Canada,Canada,All ages (20 and over),,,,62.6,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1991,Canada,Canada,20 to 24 years,,,,14.2,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,20 to 34 years,,,,41.9,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1991,Canada,Canada,25 to 29 years,,,,36.6,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,30 to 34 years,,,,55.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,35 to 39 years,,,,65.2,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,35 to 54 years,,,,71.1,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1991,Canada,Canada,40 to 44 years,,,,71.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,45 to 49 years,,,,74.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,50 to 54 years,,,,76.2,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,55 to 59 years,,,,76.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,55 to 64 years,,,,75.8,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1991,Canada,Canada,60 to 64 years,,,,75.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,65 to 69 years,,,,72.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,65 to 74 years,,,,70.6,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1991,Canada,Canada,70 to 74 years,,,,68.1,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,75 to 79 years,,,,58.7,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1991,Canada,Canada,75 years and over,,,,58.7,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1991,Canada,Canada,All ages (20 and over),,,,63.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1996,Canada,Canada,20 to 24 years,,,,14.8,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,20 to 34 years,,,,41.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1996,Canada,Canada,25 to 29 years,,,,35.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,30 to 34 years,,,,53.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,35 to 39 years,,,,63.6,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,35 to 54 years,,,,69.9,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1996,Canada,Canada,40 to 44 years,,,,69.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,45 to 49 years,,,,73.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,50 to 54 years,,,,75.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,55 to 59 years,,,,76.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,55 to 64 years,,,,76.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1996,Canada,Canada,60 to 64 years,,,,76.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,65 to 69 years,,,,74.8,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,65 to 74 years,,,,73.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1996,Canada,Canada,70 to 74 years,,,,71.6,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,75 to 79 years,,,,62.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
1996,Canada,Canada,75 years and over,,,,62.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
1996,Canada,Canada,All ages (20 and over),,,,64.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2001,Canada,Canada,20 to 24 years,,,,16.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,20 to 34 years,,,,41.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2001,Canada,Canada,25 to 29 years,,,,37.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,30 to 34 years,,,,54.6,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,35 to 39 years,,,,64.7,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,35 to 54 years,,,,70.9,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2001,Canada,Canada,40 to 44 years,,,,70.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,45 to 49 years,,,,73.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,50 to 54 years,,,,76.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,55 to 59 years,,,,77.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,55 to 64 years,,,,77.2,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2001,Canada,Canada,60 to 64 years,,,,77.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,65 to 69 years,,,,76.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,65 to 74 years,,,,75.4,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2001,Canada,Canada,70 to 74 years,,,,74.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,75 to 79 years,,,,66.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2001,Canada,Canada,75 years and over,,,,66.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2001,Canada,Canada,All ages (20 and over),,,,66.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2006,Canada,Canada,20 to 24 years,,,,21.5,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,20 to 34 years,,,,46.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2006,Canada,Canada,25 to 29 years,,,,42.2,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,30 to 34 years,,,,59.2,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,35 to 39 years,,,,66.9,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,35 to 54 years,,,,72.9,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2006,Canada,Canada,40 to 44 years,,,,72.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,45 to 49 years,,,,74.8,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,50 to 54 years,,,,76.8,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,55 to 59 years,,,,78.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,55 to 64 years,,,,77.9,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2006,Canada,Canada,60 to 64 years,,,,77.8,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,65 to 69 years,,,,77.2,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,65 to 74 years,,,,76.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2006,Canada,Canada,70 to 74 years,,,,75.3,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,75 to 79 years,,,,68.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 1)"
2006,Canada,Canada,75 years and over,,,,68.0,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2006,Canada,Canada,All ages (20 and over),,,,68.9,,"Statistics Canada, Homeownership over the Life Course of Canadians: Evidence from Canadian Censuses of Population (11F0019M no. 325, 2010), Text tables 1 and 2 (Text table 2)"
2011,Canada,Canada,25 to 34 years,1912820.0,1002795.0,,52.4,,"Statistics Canada, 2011 National Household Survey, table 99-014-X2011045 (Canada)"
2011,Canada,Canada,35 to 44 years,2388770.0,1651275.0,,69.1,,"Statistics Canada, 2011 National Household Survey, table 99-014-X2011045 (Canada)"
2011,Canada,Canada,45 to 54 years,3023350.0,2259805.0,,74.7,,"Statistics Canada, 2011 National Household Survey, table 99-014-X2011045 (Canada)"
2011,Canada,Canada,55 to 64 years,2560680.0,1973495.0,,77.1,,"Statistics Canada, 2011 National Household Survey, table 99-014-X2011045 (Canada)"
2011,Canada,Canada,65 to 74 years,1620075.0,1233895.0,,76.2,,"Statistics Canada, 2011 National Household Survey, table 99-014-X2011045 (Canada)"
2011,Canada,Canada,75 years and over,1354635.0,955295.0,,70.5,,"Statistics Canada, 2011 National Household Survey, table 99-014-X2011045 (Canada)"
2011,Canada,Canada,All ages (15 and over),13319250.0,9185845.0,,69.0,,"Statistics Canada, 2011 National Household Survey, table 99-014-X2011045 (Canada)"
2011,Canada,Canada,Under 25 years,458915.0,109280.0,,23.8,,"Statistics Canada, 2011 National Household Survey, table 99-014-X2011045 (Canada)"
2016,Canada,Canada,15 to 19 years,40145.0,6100.0,,15.2,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,20 to 24 years,397085.0,80150.0,,20.2,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,25 to 29 years,870575.0,344325.0,,39.6,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,30 to 34 years,1121115.0,617040.0,,55.0,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,35 to 39 years,1189035.0,754625.0,,63.5,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,40 to 44 years,1225885.0,845785.0,,69.0,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,45 to 49 years,1325120.0,951955.0,,71.8,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,50 to 54 years,1537750.0,1145340.0,,74.5,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,55 to 59 years,1521250.0,1153510.0,,75.8,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,60 to 64 years,1338070.0,1027550.0,,76.8,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,65 to 69 years,1173615.0,899120.0,,76.6,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,70 to 74 years,860605.0,652380.0,,75.8,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,75 to 84 years,1084705.0,797735.0,,73.5,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,85 years and over,387130.0,265710.0,,68.6,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2016,Canada,Canada,All ages (15 and over),14072075.0,9541320.0,,67.8,,"Statistics Canada, 2016 Census, table 98-400-X2016226 (Canada)"
2021,Abbotsford - Mission,CMA,15 to 19 years,165.0,25.0,10.0,15.2,40.0,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,20 to 24 years,1545.0,225.0,65.0,14.6,28.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,25 to 29 years,3505.0,1315.0,470.0,37.5,35.7,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,30 to 34 years,5395.0,3080.0,1445.0,57.1,46.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,35 to 39 years,6315.0,4085.0,2140.0,64.7,52.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,40 to 44 years,6175.0,4330.0,2360.0,70.1,54.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,45 to 49 years,6295.0,4595.0,2565.0,73.0,55.8,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,50 to 54 years,6455.0,4795.0,2960.0,74.3,61.7,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,55 to 59 years,6770.0,5180.0,3135.0,76.5,60.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,60 to 64 years,6575.0,5125.0,2975.0,77.9,58.0,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,65 to 69 years,5585.0,4410.0,2465.0,79.0,55.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,70 to 74 years,5015.0,3985.0,1905.0,79.5,47.8,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,75 to 84 years,5545.0,4615.0,1675.0,83.2,36.3,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,85 years and over,2275.0,1880.0,605.0,82.6,32.2,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Abbotsford - Mission,CMA,All ages (15 and over),67610.0,47640.0,24770.0,70.5,52.0,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,15 to 19 years,105.0,10.0,,9.5,,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,20 to 24 years,1445.0,260.0,165.0,18.0,63.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,25 to 29 years,4200.0,1785.0,1200.0,42.5,67.2,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,30 to 34 years,6200.0,3830.0,2735.0,61.8,71.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,35 to 39 years,7250.0,5080.0,4045.0,70.1,79.6,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,40 to 44 years,7235.0,5445.0,4495.0,75.3,82.6,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,45 to 49 years,7630.0,6060.0,5205.0,79.4,85.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,50 to 54 years,7940.0,6240.0,5405.0,78.6,86.6,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,55 to 59 years,9235.0,7465.0,6300.0,80.8,84.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,60 to 64 years,7935.0,6385.0,5350.0,80.5,83.8,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,65 to 69 years,5940.0,4800.0,3955.0,80.8,82.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,70 to 74 years,4875.0,3930.0,3125.0,80.6,79.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,75 to 84 years,6230.0,4765.0,3705.0,76.5,77.8,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,85 years and over,2310.0,1575.0,1025.0,68.2,65.1,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Barrie,CMA,All ages (15 and over),78540.0,57635.0,46705.0,73.4,81.0,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,15 to 19 years,60.0,10.0,10.0,16.7,100.0,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,20 to 24 years,860.0,135.0,100.0,15.7,74.1,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,25 to 29 years,2485.0,1140.0,1005.0,45.9,88.2,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,30 to 34 years,3185.0,1880.0,1715.0,59.0,91.2,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,35 to 39 years,3510.0,2100.0,1945.0,59.8,92.6,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,40 to 44 years,3475.0,2395.0,2200.0,68.9,91.9,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,45 to 49 years,3485.0,2465.0,2250.0,70.7,91.3,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,50 to 54 years,3595.0,2660.0,2485.0,74.0,93.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,55 to 59 years,5105.0,3755.0,3320.0,73.6,88.4,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,60 to 64 years,5215.0,3940.0,3645.0,75.6,92.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
2021,Belleville - Quinte West,CMA,65 to 69 years,4530.0,3550.0,3140.0,78.4,88.5,"Statistics Canada, 2021 Census, table 98-10-0231-01"
