year,level,field,women,men,total,pct_women
2019,All credentials,Business & public admin,76323.0,65928.0,142251.0,53.7
2019,All credentials,Education,22743.0,6336.0,29079.0,78.2
2019,All credentials,Health,64614.0,17790.0,82404.0,78.4
2019,All credentials,Humanities,27735.0,16332.0,44067.0,62.9
2019,All credentials,Math & computer science,8322.0,19257.0,27579.0,30.2
2019,All credentials,Physical & life sciences,20208.0,14715.0,34923.0,57.9
2019,All credentials,Protective & transport services,9234.0,10917.0,20151.0,45.8
2019,All credentials,Social sciences & law,59970.0,22959.0,82929.0,72.3
2019,Bachelor's,Agriculture & natural resources,2211.0,1503.0,3714.0,59.5
2019,Bachelor's,Architecture & engineering,4896.0,15405.0,20301.0,24.1
2019,Bachelor's,Arts & communications,5793.0,2967.0,8760.0,66.1
2019,Bachelor's,Business & public admin,25449.0,21915.0,47364.0,53.7
2019,Bachelor's,Education,13104.0,3903.0,17007.0,77.1
2019,Bachelor's,Health,20253.0,5658.0,25911.0,78.2
2019,Bachelor's,Humanities,8085.0,4389.0,12474.0,64.8
2019,Bachelor's,Math & computer science,2694.0,6780.0,9474.0,28.4
2019,Bachelor's,Physical & life sciences,11142.0,7143.0,18285.0,60.9
2019,Bachelor's,Protective & transport services,1107.0,747.0,1854.0,59.7
2019,Bachelor's,Social sciences & law,29406.0,13227.0,42633.0,69.0
2019,College,Agriculture & natural resources,2931.0,2157.0,5088.0,57.6
2019,College,Architecture & engineering,5130.0,25344.0,30474.0,16.8
2019,College,Arts & communications,4611.0,3489.0,8100.0,56.9
2019,College,Business & public admin,33783.0,31446.0,65229.0,51.8
2019,College,Education,3087.0,726.0,3813.0,81.0
2019,College,Health,21846.0,5496.0,27342.0,79.9
2019,College,Humanities,6474.0,4224.0,10698.0,60.5
2019,College,Math & computer science,3252.0,7878.0,11130.0,29.2
2019,College,Physical & life sciences,2022.0,1368.0,3390.0,59.6
2019,College,Protective & transport services,5334.0,5721.0,11055.0,48.2
2019,College,Social sciences & law,18162.0,4506.0,22668.0,80.1
2019,Doctorate,Agriculture & natural resources,171.0,141.0,312.0,54.8
2019,Doctorate,Architecture & engineering,384.0,1242.0,1626.0,23.6
2019,Doctorate,Arts & communications,78.0,81.0,159.0,49.1
2019,Doctorate,Business & public admin,105.0,135.0,240.0,43.8
2019,Doctorate,Education,318.0,129.0,447.0,71.1
2019,Doctorate,Health,441.0,255.0,696.0,63.4
2019,Doctorate,Humanities,258.0,255.0,513.0,50.3
2019,Doctorate,Math & computer science,135.0,357.0,492.0,27.4
2019,Doctorate,Physical & life sciences,813.0,1035.0,1848.0,44.0
2019,Doctorate,Social sciences & law,897.0,513.0,1410.0,63.6
2019,Master's,Agriculture & natural resources,1362.0,750.0,2112.0,64.5
2019,Master's,Architecture & engineering,2829.0,6864.0,9693.0,29.2
2019,Master's,Arts & communications,819.0,522.0,1341.0,61.1
2019,Master's,Business & public admin,7929.0,7389.0,15318.0,51.8
2019,Master's,Education,4680.0,1344.0,6024.0,77.7
2019,Master's,Health,8418.0,3723.0,12141.0,69.3
2019,Master's,Humanities,1296.0,825.0,2121.0,61.1
2019,Master's,Math & computer science,1539.0,2160.0,3699.0,41.6
2019,Master's,Physical & life sciences,1743.0,1512.0,3255.0,53.5
2019,Master's,Protective & transport services,87.0,66.0,153.0,56.9
2019,Master's,Social sciences & law,7197.0,4062.0,11259.0,63.9
2020,All credentials,Agriculture & natural resources,7776.0,5145.0,12921.0,60.2
2020,All credentials,Architecture & engineering,15762.0,60729.0,76491.0,20.6
2020,All credentials,Arts & communications,13533.0,8511.0,22044.0,61.4
2020,All credentials,Business & public admin,80400.0,67464.0,147864.0,54.4
2020,All credentials,Education,22902.0,6189.0,29091.0,78.7
2020,All credentials,Health,61314.0,16941.0,78255.0,78.4
2020,All credentials,Humanities,27801.0,16476.0,44277.0,62.8
2020,All credentials,Math & computer science,9351.0,20883.0,30234.0,30.9
2020,All credentials,Physical & life sciences,20889.0,14403.0,35292.0,59.2
2020,All credentials,Protective & transport services,9585.0,9843.0,19428.0,49.3
2020,All credentials,Social sciences & law,59256.0,22347.0,81603.0,72.6
2020,Bachelor's,Agriculture & natural resources,2319.0,1488.0,3807.0,60.9
2020,Bachelor's,Architecture & engineering,5226.0,15567.0,20793.0,25.1
2020,Bachelor's,Arts & communications,5865.0,3219.0,9084.0,64.6
2020,Bachelor's,Business & public admin,26499.0,22599.0,49098.0,54.0
2020,Bachelor's,Education,12996.0,3870.0,16866.0,77.1
2020,Bachelor's,Health,20427.0,5778.0,26205.0,78.0
2020,Bachelor's,Humanities,7800.0,4296.0,12096.0,64.5
2020,Bachelor's,Math & computer science,3078.0,7791.0,10869.0,28.3
2020,Bachelor's,Physical & life sciences,11475.0,6984.0,18459.0,62.2
2020,Bachelor's,Protective & transport services,1164.0,867.0,2031.0,57.3
2020,Bachelor's,Social sciences & law,30042.0,13041.0,43083.0,69.7
2020,College,Agriculture & natural resources,2886.0,2178.0,5064.0,57.0
2020,College,Architecture & engineering,5622.0,25881.0,31503.0,17.8
2020,College,Arts & communications,4587.0,3519.0,8106.0,56.6
2020,College,Business & public admin,36087.0,31314.0,67401.0,53.5
2020,College,Education,3027.0,633.0,3660.0,82.7
2020,College,Health,20382.0,4959.0,25341.0,80.4
2020,College,Humanities,6972.0,4773.0,11745.0,59.4
2020,College,Math & computer science,3519.0,8046.0,11565.0,30.4
2020,College,Physical & life sciences,2187.0,1374.0,3561.0,61.4
2020,College,Protective & transport services,5871.0,5754.0,11625.0,50.5
2020,College,Social sciences & law,17094.0,4311.0,21405.0,79.9
2020,Doctorate,Agriculture & natural resources,174.0,147.0,321.0,54.2
2020,Doctorate,Architecture & engineering,384.0,1221.0,1605.0,23.9
2020,Doctorate,Arts & communications,69.0,78.0,147.0,46.9
2020,Doctorate,Business & public admin,117.0,117.0,234.0,50.0
2020,Doctorate,Education,345.0,144.0,489.0,70.6
2020,Doctorate,Health,429.0,255.0,684.0,62.7
2020,Doctorate,Humanities,213.0,237.0,450.0,47.3
2020,Doctorate,Math & computer science,141.0,321.0,462.0,30.5
2020,Doctorate,Physical & life sciences,783.0,906.0,1689.0,46.4
2020,Doctorate,Social sciences & law,855.0,477.0,1332.0,64.2
2020,Master's,Agriculture & natural resources,1344.0,660.0,2004.0,67.1
2020,Master's,Architecture & engineering,2919.0,7152.0,10071.0,29.0
2020,Master's,Arts & communications,717.0,474.0,1191.0,60.2
2020,Master's,Business & public admin,8055.0,7470.0,15525.0,51.9
2020,Master's,Education,4998.0,1365.0,6363.0,78.5
2020,Master's,Health,8409.0,3621.0,12030.0,69.9
2020,Master's,Humanities,1170.0,750.0,1920.0,60.9
2020,Master's,Math & computer science,1686.0,2490.0,4176.0,40.4
2020,Master's,Physical & life sciences,1710.0,1386.0,3096.0,55.2
2020,Master's,Protective & transport services,72.0,81.0,153.0,47.1
2020,Master's,Social sciences & law,7188.0,3867.0,11055.0,65.0
2021,All credentials,Agriculture & natural resources,8241.0,5397.0,13638.0,60.4
2021,All credentials,Architecture & engineering,16779.0,60480.0,77259.0,21.7
2021,All credentials,Arts & communications,13914.0,8427.0,22341.0,62.3
2021,All credentials,Business & public admin,86961.0,71223.0,158184.0,55.0
2021,All credentials,Education,24282.0,6534.0,30816.0,78.8
2021,All credentials,Health,70806.0,19140.0,89946.0,78.7
2021,All credentials,Humanities,27831.0,16077.0,43908.0,63.4
2021,All credentials,Math & computer science,11190.0,24489.0,35679.0,31.4
2021,All credentials,Physical & life sciences,22482.0,14628.0,37110.0,60.6
2021,All credentials,Protective & transport services,10035.0,10008.0,20043.0,50.1
2021,All credentials,Social sciences & law,65448.0,24207.0,89655.0,73.0
2021,Bachelor's,Agriculture & natural resources,2421.0,1668.0,4089.0,59.2
2021,Bachelor's,Architecture & engineering,5331.0,15846.0,21177.0,25.2
2021,Bachelor's,Arts & communications,6018.0,3138.0,9156.0,65.7
2021,Bachelor's,Business & public admin,27720.0,23721.0,51441.0,53.9
2021,Bachelor's,Education,13656.0,4116.0,17772.0,76.8
2021,Bachelor's,Health,21810.0,6252.0,28062.0,77.7
2021,Bachelor's,Humanities,8040.0,4413.0,12453.0,64.6
2021,Bachelor's,Math & computer science,3714.0,9078.0,12792.0,29.0
2021,Bachelor's,Physical & life sciences,12402.0,7224.0,19626.0,63.2
2021,Bachelor's,Protective & transport services,1257.0,879.0,2136.0,58.8
2021,Bachelor's,Social sciences & law,32415.0,14184.0,46599.0,69.6
2021,College,Agriculture & natural resources,3042.0,2088.0,5130.0,59.3
2021,College,Architecture & engineering,5841.0,24906.0,30747.0,19.0
2021,College,Arts & communications,4725.0,3468.0,8193.0,57.7
2021,College,Business & public admin,38592.0,32940.0,71532.0,54.0
2021,College,Education,3249.0,636.0,3885.0,83.6
2021,College,Health,23556.0,5862.0,29418.0,80.1
2021,College,Humanities,6477.0,4341.0,10818.0,59.9
2021,College,Math & computer science,4272.0,9483.0,13755.0,31.1
2021,College,Physical & life sciences,2481.0,1287.0,3768.0,65.8
2021,College,Protective & transport services,5976.0,5676.0,11652.0,51.3
2021,College,Social sciences & law,19542.0,4818.0,24360.0,80.2
2021,Doctorate,Agriculture & natural resources,168.0,153.0,321.0,52.3
2021,Doctorate,Architecture & engineering,441.0,1263.0,1704.0,25.9
2021,Doctorate,Arts & communications,105.0,81.0,186.0,56.5
2021,Doctorate,Business & public admin,135.0,126.0,261.0,51.7
2021,Doctorate,Education,324.0,171.0,495.0,65.5
2021,Doctorate,Health,495.0,258.0,753.0,65.7
2021,Doctorate,Humanities,228.0,249.0,477.0,47.8
2021,Doctorate,Math & computer science,141.0,369.0,510.0,27.6
2021,Doctorate,Physical & life sciences,870.0,948.0,1818.0,47.9
2021,Doctorate,Social sciences & law,1044.0,489.0,1533.0,68.1
2021,Master's,Agriculture & natural resources,1413.0,678.0,2091.0,67.6
2021,Master's,Architecture & engineering,3378.0,7590.0,10968.0,30.8
2021,Master's,Arts & communications,765.0,549.0,1314.0,58.2
2021,Master's,Business & public admin,8586.0,7500.0,16086.0,53.4
2021,Master's,Education,5232.0,1371.0,6603.0,79.2
2021,Master's,Health,9114.0,3753.0,12867.0,70.8
2021,Master's,Humanities,1239.0,807.0,2046.0,60.6
2021,Master's,Math & computer science,2034.0,3144.0,5178.0,39.3
2021,Master's,Physical & life sciences,1920.0,1479.0,3399.0,56.5
2021,Master's,Protective & transport services,141.0,90.0,231.0,61.0
2021,Master's,Social sciences & law,8115.0,4173.0,12288.0,66.0
2022,All credentials,Agriculture & natural resources,8025.0,5184.0,13209.0,60.8
2022,All credentials,Architecture & engineering,16221.0,57018.0,73239.0,22.1
2022,All credentials,Arts & communications,13266.0,8244.0,21510.0,61.7
2022,All credentials,Business & public admin,84231.0,70734.0,154965.0,54.4
2022,All credentials,Education,24306.0,6507.0,30813.0,78.9
2022,All credentials,Health,69396.0,18507.0,87903.0,78.9
2022,All credentials,Humanities,25968.0,14493.0,40461.0,64.2
2022,All credentials,Math & computer science,11781.0,26229.0,38010.0,31.0
2022,All credentials,Physical & life sciences,22041.0,14079.0,36120.0,61.0
2022,All credentials,Protective & transport services,9033.0,9399.0,18432.0,49.0
2022,All credentials,Social sciences & law,61911.0,22803.0,84714.0,73.1
2022,Bachelor's,Agriculture & natural resources,2367.0,1524.0,3891.0,60.8
2022,Bachelor's,Architecture & engineering,5220.0,15036.0,20256.0,25.8
2022,Bachelor's,Arts & communications,5676.0,2970.0,8646.0,65.6
2022,Bachelor's,Business & public admin,26532.0,23019.0,49551.0,53.5
2022,Bachelor's,Education,13707.0,4203.0,17910.0,76.5
2022,Bachelor's,Health,22047.0,6063.0,28110.0,78.4
2022,Bachelor's,Humanities,7545.0,4041.0,11586.0,65.1
2022,Bachelor's,Math & computer science,3693.0,9615.0,13308.0,27.8
2022,Bachelor's,Physical & life sciences,12654.0,7074.0,19728.0,64.1
2022,Bachelor's,Protective & transport services,1290.0,936.0,2226.0,58.0
2022,Bachelor's,Social sciences & law,31653.0,13578.0,45231.0,70.0
2022,College,Agriculture & natural resources,2730.0,1941.0,4671.0,58.4
2022,College,Architecture & engineering,5487.0,22578.0,28065.0,19.6
2022,College,Arts & communications,4437.0,3390.0,7827.0,56.7
2022,College,Business & public admin,37719.0,33096.0,70815.0,53.3
2022,College,Education,3141.0,495.0,3636.0,86.4
2022,College,Health,22887.0,5532.0,28419.0,80.5
2022,College,Humanities,6009.0,3846.0,9855.0,61.0
2022,College,Math & computer science,4518.0,10323.0,14841.0,30.4
2022,College,Physical & life sciences,1917.0,1089.0,3006.0,63.8
2022,College,Protective & transport services,4986.0,4938.0,9924.0,50.2
2022,College,Social sciences & law,17346.0,4302.0,21648.0,80.1
2022,Doctorate,Agriculture & natural resources,171.0,138.0,309.0,55.3
2022,Doctorate,Architecture & engineering,450.0,1290.0,1740.0,25.9
2022,Doctorate,Arts & communications,90.0,69.0,159.0,56.6
2022,Doctorate,Business & public admin,117.0,117.0,234.0,50.0
2022,Doctorate,Education,318.0,144.0,462.0,68.8
2022,Doctorate,Health,540.0,300.0,840.0,64.3
2022,Doctorate,Humanities,234.0,228.0,462.0,50.6
2022,Doctorate,Math & computer science,129.0,363.0,492.0,26.2
2022,Doctorate,Physical & life sciences,840.0,960.0,1800.0,46.7
2022,Doctorate,Social sciences & law,942.0,477.0,1419.0,66.4
2022,Master's,Agriculture & natural resources,1449.0,621.0,2070.0,70.0
2022,Master's,Architecture & engineering,3054.0,6909.0,9963.0,30.7
2022,Master's,Arts & communications,732.0,435.0,1167.0,62.7
2022,Master's,Business & public admin,8676.0,7185.0,15861.0,54.7
2022,Master's,Education,5307.0,1404.0,6711.0,79.1
2022,Master's,Health,9483.0,3633.0,13116.0,72.3
2022,Master's,Humanities,1161.0,705.0,1866.0,62.2
2022,Master's,Math & computer science,1875.0,2649.0,4524.0,41.4
2022,Master's,Physical & life sciences,1959.0,1368.0,3327.0,58.9
2022,Master's,Protective & transport services,99.0,120.0,219.0,45.2
2022,Master's,Social sciences & law,7680.0,3840.0,11520.0,66.7
2023,All credentials,Agriculture & natural resources,8265.0,5388.0,13653.0,60.5
2023,All credentials,Architecture & engineering,17556.0,60171.0,77727.0,22.6
2023,All credentials,Arts & communications,14088.0,8796.0,22884.0,61.6
2023,All credentials,Business & public admin,93594.0,84855.0,178449.0,52.4
2023,All credentials,Education,24678.0,6768.0,31446.0,78.5
2023,All credentials,Health,70869.0,19650.0,90519.0,78.3
2023,All credentials,Humanities,25485.0,14967.0,40452.0,63.0
2023,All credentials,Math & computer science,13551.0,30681.0,44232.0,30.6
2023,All credentials,Physical & life sciences,22155.0,14541.0,36696.0,60.4
2023,All credentials,Protective & transport services,9909.0,10254.0,20163.0,49.1
2023,All credentials,Social sciences & law,63600.0,22995.0,86595.0,73.4
2023,Bachelor's,Agriculture & natural resources,2247.0,1443.0,3690.0,60.9
2023,Bachelor's,Architecture & engineering,5265.0,14553.0,19818.0,26.6
2023,Bachelor's,Arts & communications,5721.0,2895.0,8616.0,66.4
2023,Bachelor's,Business & public admin,26421.0,23202.0,49623.0,53.2
2023,Bachelor's,Education,14109.0,4413.0,18522.0,76.2
2023,Bachelor's,Health,22203.0,6072.0,28275.0,78.5
2023,Bachelor's,Humanities,7338.0,3951.0,11289.0,65.0
2023,Bachelor's,Math & computer science,3906.0,10266.0,14172.0,27.6
2023,Bachelor's,Physical & life sciences,12348.0,6897.0,19245.0,64.2
2023,Bachelor's,Protective & transport services,1419.0,1044.0,2463.0,57.6
2023,Bachelor's,Social sciences & law,31359.0,13086.0,44445.0,70.6
2023,College,Agriculture & natural resources,3063.0,2175.0,5238.0,58.5
2023,College,Architecture & engineering,6165.0,24081.0,30246.0,20.4
2023,College,Arts & communications,4944.0,3921.0,8865.0,55.8
2023,College,Business & public admin,47538.0,46560.0,94098.0,50.5
2023,College,Education,3015.0,537.0,3552.0,84.9
2023,College,Health,24357.0,6288.0,30645.0,79.5
2023,College,Humanities,5523.0,3966.0,9489.0,58.2
2023,College,Math & computer science,5469.0,12375.0,17844.0,30.6
2023,College,Physical & life sciences,2109.0,1251.0,3360.0,62.8
2023,College,Protective & transport services,5496.0,5142.0,10638.0,51.7
2023,College,Social sciences & law,18492.0,4749.0,23241.0,79.6
2023,Doctorate,Agriculture & natural resources,177.0,150.0,327.0,54.1
2023,Doctorate,Architecture & engineering,546.0,1389.0,1935.0,28.2
2023,Doctorate,Arts & communications,81.0,96.0,177.0,45.8
2023,Doctorate,Business & public admin,162.0,144.0,306.0,52.9
2023,Doctorate,Education,369.0,135.0,504.0,73.2
2023,Doctorate,Health,528.0,315.0,843.0,62.6
2023,Doctorate,Humanities,246.0,228.0,474.0,51.9
2023,Doctorate,Math & computer science,147.0,387.0,534.0,27.5
2023,Doctorate,Physical & life sciences,951.0,1056.0,2007.0,47.4
2023,Doctorate,Social sciences & law,1041.0,540.0,1581.0,65.8
2023,Master's,Agriculture & natural resources,1365.0,660.0,2025.0,67.4
2023,Master's,Architecture & engineering,3591.0,8718.0,12309.0,29.2
2023,Master's,Arts & communications,762.0,525.0,1287.0,59.2
2023,Master's,Business & public admin,9000.0,7848.0,16848.0,53.4
2023,Master's,Education,5349.0,1386.0,6735.0,79.4
2023,Master's,Health,9654.0,3762.0,13416.0,72.0
2023,Master's,Humanities,1191.0,735.0,1926.0,61.8
2023,Master's,Math & computer science,2286.0,3744.0,6030.0,37.9
2023,Master's,Physical & life sciences,2127.0,1491.0,3618.0,58.8
2023,Master's,Protective & transport services,141.0,126.0,267.0,52.8
2023,Master's,Social sciences & law,8049.0,3951.0,12000.0,67.1
