year,level,field,women,men,total,pct_women
1992,All credentials,Agriculture & natural resources,1899.0,2751.0,4650.0,40.8
1992,All credentials,Architecture & engineering,3258.0,19377.0,22635.0,14.4
1992,All credentials,Arts & communications,6111.0,3441.0,9552.0,64.0
1992,All credentials,Business & public admin,28236.0,20586.0,48822.0,57.8
1992,All credentials,Education,22035.0,7404.0,29439.0,74.8
1992,All credentials,Health,21669.0,7251.0,28920.0,74.9
1992,All credentials,Humanities,14235.0,8028.0,22263.0,63.9
1992,All credentials,Math & computer science,3939.0,6552.0,10491.0,37.5
1992,All credentials,Physical & life sciences,5607.0,6897.0,12504.0,44.8
1992,All credentials,Protective & transport services,1356.0,2685.0,4041.0,33.6
1992,All credentials,Social sciences & law,24981.0,16218.0,41199.0,60.6
1992,Bachelor's,Agriculture & natural resources,507.0,792.0,1299.0,39.0
1992,Bachelor's,Architecture & engineering,1446.0,7020.0,8466.0,17.1
1992,Bachelor's,Arts & communications,2598.0,1380.0,3978.0,65.3
1992,Bachelor's,Business & public admin,9384.0,8853.0,18237.0,51.5
1992,Bachelor's,Education,13626.0,4866.0,18492.0,73.7
1992,Bachelor's,Health,6351.0,2559.0,8910.0,71.3
1992,Bachelor's,Humanities,10473.0,5703.0,16176.0,64.7
1992,Bachelor's,Math & computer science,1467.0,3102.0,4569.0,32.1
1992,Bachelor's,Physical & life sciences,4209.0,4545.0,8754.0,48.1
1992,Bachelor's,Protective & transport services,9.0,18.0,27.0,33.3
1992,Bachelor's,Social sciences & law,17316.0,11379.0,28695.0,60.3
1992,College,Agriculture & natural resources,81.0,231.0,312.0,26.0
1992,College,Architecture & engineering,186.0,600.0,786.0,23.7
1992,College,Arts & communications,405.0,120.0,525.0,77.1
1992,College,Business & public admin,4476.0,3219.0,7695.0,58.2
1992,College,Education,3069.0,1227.0,4296.0,71.4
1992,College,Health,2019.0,396.0,2415.0,83.6
1992,College,Humanities,2076.0,948.0,3024.0,68.7
1992,College,Math & computer science,327.0,423.0,750.0,43.6
1992,College,Physical & life sciences,204.0,153.0,357.0,57.1
1992,College,Social sciences & law,1770.0,987.0,2757.0,64.2
1992,Doctorate,Agriculture & natural resources,36.0,117.0,153.0,23.5
1992,Doctorate,Architecture & engineering,54.0,432.0,486.0,11.1
1992,Doctorate,Arts & communications,15.0,15.0,30.0,50.0
1992,Doctorate,Business & public admin,33.0,51.0,84.0,39.3
1992,Doctorate,Education,162.0,126.0,288.0,56.2
1992,Doctorate,Health,57.0,96.0,153.0,37.3
1992,Doctorate,Humanities,138.0,231.0,369.0,37.4
1992,Doctorate,Math & computer science,24.0,144.0,168.0,14.3
1992,Doctorate,Physical & life sciences,231.0,630.0,861.0,26.8
1992,Doctorate,Protective & transport services,3.0,3.0,6.0,50.0
1992,Doctorate,Social sciences & law,243.0,291.0,534.0,45.5
1992,Master's,Agriculture & natural resources,438.0,459.0,897.0,48.8
1992,Master's,Architecture & engineering,399.0,1761.0,2160.0,18.5
1992,Master's,Arts & communications,273.0,189.0,462.0,59.1
1992,Master's,Business & public admin,1875.0,2799.0,4674.0,40.1
1992,Master's,Education,2190.0,972.0,3162.0,69.3
1992,Master's,Health,1812.0,1722.0,3534.0,51.3
1992,Master's,Humanities,1020.0,945.0,1965.0,51.9
1992,Master's,Math & computer science,483.0,564.0,1047.0,46.1
1992,Master's,Physical & life sciences,612.0,951.0,1563.0,39.2
1992,Master's,Protective & transport services,3.0,9.0,12.0,25.0
1992,Master's,Social sciences & law,2589.0,2421.0,5010.0,51.7
1993,All credentials,Agriculture & natural resources,2043.0,2853.0,4896.0,41.7
1993,All credentials,Architecture & engineering,3396.0,19746.0,23142.0,14.7
1993,All credentials,Arts & communications,6282.0,3561.0,9843.0,63.8
1993,All credentials,Business & public admin,29994.0,21132.0,51126.0,58.7
1993,All credentials,Education,22617.0,7425.0,30042.0,75.3
1993,All credentials,Health,22083.0,7494.0,29577.0,74.7
1993,All credentials,Humanities,14814.0,8529.0,23343.0,63.5
1993,All credentials,Math & computer science,3840.0,6741.0,10581.0,36.3
1993,All credentials,Physical & life sciences,5964.0,7155.0,13119.0,45.5
1993,All credentials,Protective & transport services,1443.0,2694.0,4137.0,34.9
1993,All credentials,Social sciences & law,26271.0,16689.0,42960.0,61.2
1993,Bachelor's,Agriculture & natural resources,537.0,768.0,1305.0,41.1
1993,Bachelor's,Architecture & engineering,1473.0,7056.0,8529.0,17.3
1993,Bachelor's,Arts & communications,2697.0,1374.0,4071.0,66.2
1993,Bachelor's,Business & public admin,9648.0,9108.0,18756.0,51.4
1993,Bachelor's,Education,13614.0,4620.0,18234.0,74.7
1993,Bachelor's,Health,6537.0,2556.0,9093.0,71.9
1993,Bachelor's,Humanities,10839.0,6180.0,17019.0,63.7
1993,Bachelor's,Math & computer science,1434.0,3285.0,4719.0,30.4
1993,Bachelor's,Physical & life sciences,4434.0,4596.0,9030.0,49.1
1993,Bachelor's,Protective & transport services,3.0,30.0,33.0,9.1
1993,Bachelor's,Social sciences & law,17901.0,11373.0,29274.0,61.1
1993,College,Agriculture & natural resources,114.0,264.0,378.0,30.2
1993,College,Architecture & engineering,192.0,633.0,825.0,23.3
1993,College,Arts & communications,450.0,117.0,567.0,79.4
1993,College,Business & public admin,4623.0,3090.0,7713.0,59.9
1993,College,Education,3309.0,1443.0,4752.0,69.6
1993,College,Health,2004.0,402.0,2406.0,83.3
1993,College,Humanities,2142.0,930.0,3072.0,69.7
1993,College,Math & computer science,321.0,432.0,753.0,42.6
1993,College,Physical & life sciences,219.0,177.0,396.0,55.3
1993,College,Protective & transport services,3.0,9.0,12.0,25.0
1993,College,Social sciences & law,1782.0,1044.0,2826.0,63.1
1993,Doctorate,Agriculture & natural resources,39.0,111.0,150.0,26.0
1993,Doctorate,Architecture & engineering,45.0,486.0,531.0,8.5
1993,Doctorate,Arts & communications,15.0,9.0,24.0,62.5
1993,Doctorate,Business & public admin,21.0,51.0,72.0,29.2
1993,Doctorate,Education,189.0,141.0,330.0,57.3
1993,Doctorate,Health,81.0,105.0,186.0,43.5
1993,Doctorate,Humanities,177.0,207.0,384.0,46.1
1993,Doctorate,Math & computer science,21.0,165.0,186.0,11.3
1993,Doctorate,Physical & life sciences,249.0,690.0,939.0,26.5
1993,Doctorate,Social sciences & law,249.0,294.0,543.0,45.9
1993,Master's,Agriculture & natural resources,441.0,489.0,930.0,47.4
1993,Master's,Architecture & engineering,414.0,1839.0,2253.0,18.4
1993,Master's,Arts & communications,279.0,189.0,468.0,59.6
1993,Master's,Business & public admin,1971.0,2925.0,4896.0,40.3
1993,Master's,Education,2373.0,1008.0,3381.0,70.2
1993,Master's,Health,1932.0,1710.0,3642.0,53.0
1993,Master's,Humanities,1146.0,1005.0,2151.0,53.3
1993,Master's,Math & computer science,522.0,582.0,1104.0,47.3
1993,Master's,Physical & life sciences,666.0,987.0,1653.0,40.3
1993,Master's,Protective & transport services,0.0,15.0,15.0,0.0
1993,Master's,Social sciences & law,2904.0,2691.0,5595.0,51.9
1994,All credentials,Agriculture & natural resources,2268.0,3114.0,5382.0,42.1
1994,All credentials,Architecture & engineering,3987.0,20493.0,24480.0,16.3
1994,All credentials,Arts & communications,6423.0,3768.0,10191.0,63.0
1994,All credentials,Business & public admin,31170.0,21870.0,53040.0,58.8
1994,All credentials,Education,22557.0,7368.0,29925.0,75.4
1994,All credentials,Health,21894.0,7566.0,29460.0,74.3
1994,All credentials,Humanities,15174.0,8670.0,23844.0,63.6
1994,All credentials,Math & computer science,3828.0,6840.0,10668.0,35.9
1994,All credentials,Physical & life sciences,6843.0,7335.0,14178.0,48.3
1994,All credentials,Protective & transport services,1683.0,2871.0,4554.0,37.0
1994,All credentials,Social sciences & law,27567.0,16647.0,44214.0,62.3
1994,Bachelor's,Agriculture & natural resources,618.0,810.0,1428.0,43.3
1994,Bachelor's,Architecture & engineering,1773.0,7272.0,9045.0,19.6
1994,Bachelor's,Arts & communications,2793.0,1422.0,4215.0,66.3
1994,Bachelor's,Business & public admin,9705.0,9042.0,18747.0,51.8
1994,Bachelor's,Education,13377.0,4623.0,18000.0,74.3
1994,Bachelor's,Health,6573.0,2778.0,9351.0,70.3
1994,Bachelor's,Humanities,11082.0,6129.0,17211.0,64.4
1994,Bachelor's,Math & computer science,1485.0,3345.0,4830.0,30.7
1994,Bachelor's,Physical & life sciences,5223.0,4881.0,10104.0,51.7
1994,Bachelor's,Protective & transport services,6.0,36.0,42.0,14.3
1994,Bachelor's,Social sciences & law,18960.0,11565.0,30525.0,62.1
1994,College,Agriculture & natural resources,153.0,249.0,402.0,38.1
1994,College,Architecture & engineering,252.0,660.0,912.0,27.6
1994,College,Arts & communications,417.0,117.0,534.0,78.1
1994,College,Business & public admin,4533.0,3018.0,7551.0,60.0
1994,College,Education,3336.0,1434.0,4770.0,69.9
1994,College,Health,1911.0,318.0,2229.0,85.7
1994,College,Humanities,2259.0,975.0,3234.0,69.9
1994,College,Math & computer science,264.0,420.0,684.0,38.6
1994,College,Physical & life sciences,273.0,192.0,465.0,58.7
1994,College,Social sciences & law,2001.0,1023.0,3024.0,66.2
1994,Doctorate,Agriculture & natural resources,33.0,135.0,168.0,19.6
1994,Doctorate,Architecture & engineering,42.0,537.0,579.0,7.3
1994,Doctorate,Arts & communications,12.0,18.0,30.0,40.0
1994,Doctorate,Business & public admin,21.0,42.0,63.0,33.3
1994,Doctorate,Education,192.0,150.0,342.0,56.1
1994,Doctorate,Health,84.0,99.0,183.0,45.9
1994,Doctorate,Humanities,147.0,231.0,378.0,38.9
1994,Doctorate,Math & computer science,30.0,177.0,207.0,14.5
1994,Doctorate,Physical & life sciences,273.0,747.0,1020.0,26.8
1994,Doctorate,Social sciences & law,255.0,303.0,558.0,45.7
1994,Master's,Agriculture & natural resources,450.0,531.0,981.0,45.9
1994,Master's,Architecture & engineering,525.0,1932.0,2457.0,21.4
1994,Master's,Arts & communications,312.0,216.0,528.0,59.1
1994,Master's,Business & public admin,2067.0,3069.0,5136.0,40.2
1994,Master's,Education,2247.0,936.0,3183.0,70.6
1994,Master's,Health,2151.0,1764.0,3915.0,54.9
1994,Master's,Humanities,1188.0,1044.0,2232.0,53.2
1994,Master's,Math & computer science,495.0,612.0,1107.0,44.7
1994,Master's,Physical & life sciences,654.0,873.0,1527.0,42.8
1994,Master's,Protective & transport services,3.0,18.0,21.0,14.3
1994,Master's,Social sciences & law,2802.0,2439.0,5241.0,53.5
1995,All credentials,Agriculture & natural resources,2562.0,2952.0,5514.0,46.5
1995,All credentials,Architecture & engineering,4719.0,22044.0,26763.0,17.6
1995,All credentials,Arts & communications,6387.0,3963.0,10350.0,61.7
1995,All credentials,Business & public admin,31452.0,21720.0,53172.0,59.2
1995,All credentials,Education,22581.0,7575.0,30156.0,74.9
1995,All credentials,Health,22491.0,7881.0,30372.0,74.1
1995,All credentials,Humanities,15141.0,8943.0,24084.0,62.9
1995,All credentials,Math & computer science,3999.0,7164.0,11163.0,35.8
1995,All credentials,Physical & life sciences,7293.0,7500.0,14793.0,49.3
1995,All credentials,Protective & transport services,1959.0,2961.0,4920.0,39.8
1995,All credentials,Social sciences & law,28302.0,16674.0,44976.0,62.9
1995,Bachelor's,Agriculture & natural resources,777.0,822.0,1599.0,48.6
1995,Bachelor's,Architecture & engineering,2025.0,7374.0,9399.0,21.5
1995,Bachelor's,Arts & communications,2787.0,1425.0,4212.0,66.2
1995,Bachelor's,Business & public admin,9606.0,8556.0,18162.0,52.9
1995,Bachelor's,Education,13287.0,4764.0,18051.0,73.6
1995,Bachelor's,Health,6855.0,2973.0,9828.0,69.7
1995,Bachelor's,Humanities,10575.0,5976.0,16551.0,63.9
1995,Bachelor's,Math & computer science,1581.0,3609.0,5190.0,30.5
1995,Bachelor's,Physical & life sciences,5580.0,4968.0,10548.0,52.9
1995,Bachelor's,Protective & transport services,3.0,9.0,12.0,25.0
1995,Bachelor's,Social sciences & law,19104.0,11361.0,30465.0,62.7
1995,College,Agriculture & natural resources,126.0,267.0,393.0,32.1
1995,College,Architecture & engineering,237.0,597.0,834.0,28.4
1995,College,Arts & communications,393.0,111.0,504.0,78.0
1995,College,Business & public admin,4077.0,2877.0,6954.0,58.6
1995,College,Education,3162.0,1446.0,4608.0,68.6
1995,College,Health,1905.0,321.0,2226.0,85.6
1995,College,Humanities,2280.0,1014.0,3294.0,69.2
1995,College,Math & computer science,294.0,399.0,693.0,42.4
1995,College,Physical & life sciences,297.0,189.0,486.0,61.1
1995,College,Protective & transport services,3.0,9.0,12.0,25.0
1995,College,Social sciences & law,1998.0,990.0,2988.0,66.9
1995,Doctorate,Agriculture & natural resources,48.0,126.0,174.0,27.6
1995,Doctorate,Architecture & engineering,63.0,597.0,660.0,9.5
1995,Doctorate,Arts & communications,15.0,24.0,39.0,38.5
1995,Doctorate,Business & public admin,30.0,60.0,90.0,33.3
1995,Doctorate,Education,177.0,138.0,315.0,56.2
1995,Doctorate,Health,72.0,126.0,198.0,36.4
1995,Doctorate,Humanities,162.0,243.0,405.0,40.0
1995,Doctorate,Math & computer science,42.0,171.0,213.0,19.7
1995,Doctorate,Physical & life sciences,267.0,714.0,981.0,27.2
1995,Doctorate,Protective & transport services,0.0,6.0,6.0,0.0
1995,Doctorate,Social sciences & law,276.0,336.0,612.0,45.1
1995,Master's,Agriculture & natural resources,513.0,459.0,972.0,52.8
1995,Master's,Architecture & engineering,546.0,1854.0,2400.0,22.8
1995,Master's,Arts & communications,306.0,183.0,489.0,62.6
1995,Master's,Business & public admin,2082.0,2835.0,4917.0,42.3
1995,Master's,Education,2484.0,960.0,3444.0,72.1
1995,Master's,Health,2160.0,1665.0,3825.0,56.5
1995,Master's,Humanities,1149.0,993.0,2142.0,53.6
1995,Master's,Math & computer science,498.0,600.0,1098.0,45.4
1995,Master's,Physical & life sciences,678.0,966.0,1644.0,41.2
1995,Master's,Protective & transport services,3.0,21.0,24.0,12.5
1995,Master's,Social sciences & law,2919.0,2631.0,5550.0,52.6
1996,All credentials,Agriculture & natural resources,2856.0,3288.0,6144.0,46.5
1996,All credentials,Architecture & engineering,5223.0,23388.0,28611.0,18.3
1996,All credentials,Arts & communications,6666.0,4029.0,10695.0,62.3
1996,All credentials,Business & public admin,32397.0,21915.0,54312.0,59.6
1996,All credentials,Education,22419.0,7107.0,29526.0,75.9
1996,All credentials,Health,22788.0,7641.0,30429.0,74.9
1996,All credentials,Humanities,15495.0,9189.0,24684.0,62.8
1996,All credentials,Math & computer science,3990.0,7245.0,11235.0,35.5
1996,All credentials,Physical & life sciences,8124.0,7956.0,16080.0,50.5
1996,All credentials,Protective & transport services,2439.0,2898.0,5337.0,45.7
1996,All credentials,Social sciences & law,29211.0,16227.0,45438.0,64.3
1996,Bachelor's,Agriculture & natural resources,900.0,933.0,1833.0,49.1
1996,Bachelor's,Architecture & engineering,2109.0,7533.0,9642.0,21.9
1996,Bachelor's,Arts & communications,2715.0,1452.0,4167.0,65.2
1996,Bachelor's,Business & public admin,9462.0,8472.0,17934.0,52.8
1996,Bachelor's,Education,13599.0,4626.0,18225.0,74.6
1996,Bachelor's,Health,7257.0,2928.0,10185.0,71.3
1996,Bachelor's,Humanities,10458.0,5952.0,16410.0,63.7
1996,Bachelor's,Math & computer science,1545.0,3504.0,5049.0,30.6
1996,Bachelor's,Physical & life sciences,6060.0,5283.0,11343.0,53.4
1996,Bachelor's,Protective & transport services,6.0,30.0,36.0,16.7
1996,Bachelor's,Social sciences & law,19401.0,10905.0,30306.0,64.0
1996,College,Agriculture & natural resources,150.0,303.0,453.0,33.1
1996,College,Architecture & engineering,144.0,570.0,714.0,20.2
1996,College,Arts & communications,393.0,102.0,495.0,79.4
1996,College,Business & public admin,3990.0,2691.0,6681.0,59.7
1996,College,Education,2793.0,1167.0,3960.0,70.5
1996,College,Health,1833.0,363.0,2196.0,83.5
1996,College,Humanities,2277.0,996.0,3273.0,69.6
1996,College,Math & computer science,222.0,354.0,576.0,38.5
1996,College,Physical & life sciences,345.0,168.0,513.0,67.3
1996,College,Protective & transport services,3.0,6.0,9.0,33.3
1996,College,Social sciences & law,1740.0,891.0,2631.0,66.1
1996,Doctorate,Agriculture & natural resources,60.0,138.0,198.0,30.3
1996,Doctorate,Architecture & engineering,69.0,555.0,624.0,11.1
1996,Doctorate,Arts & communications,15.0,18.0,33.0,45.5
1996,Doctorate,Business & public admin,24.0,60.0,84.0,28.6
1996,Doctorate,Education,204.0,129.0,333.0,61.3
1996,Doctorate,Health,96.0,132.0,228.0,42.1
1996,Doctorate,Humanities,219.0,279.0,498.0,44.0
1996,Doctorate,Math & computer science,33.0,174.0,207.0,15.9
1996,Doctorate,Physical & life sciences,327.0,762.0,1089.0,30.0
1996,Doctorate,Social sciences & law,282.0,327.0,609.0,46.3
1996,Master's,Agriculture & natural resources,483.0,435.0,918.0,52.6
1996,Master's,Architecture & engineering,564.0,1794.0,2358.0,23.9
1996,Master's,Arts & communications,300.0,207.0,507.0,59.2
1996,Master's,Business & public admin,2217.0,2988.0,5205.0,42.6
1996,Master's,Education,2343.0,831.0,3174.0,73.8
1996,Master's,Health,2127.0,1548.0,3675.0,57.9
1996,Master's,Humanities,1179.0,1020.0,2199.0,53.6
1996,Master's,Math & computer science,543.0,624.0,1167.0,46.5
1996,Master's,Physical & life sciences,765.0,924.0,1689.0,45.3
1996,Master's,Protective & transport services,0.0,27.0,27.0,0.0
1996,Master's,Social sciences & law,2916.0,2487.0,5403.0,54.0
1997,All credentials,Agriculture & natural resources,3099.0,3291.0,6390.0,48.5
1997,All credentials,Architecture & engineering,5586.0,23805.0,29391.0,19.0
1997,All credentials,Arts & communications,6684.0,4014.0,10698.0,62.5
1997,All credentials,Business & public admin,33642.0,22107.0,55749.0,60.3
1997,All credentials,Education,21162.0,6438.0,27600.0,76.7
1997,All credentials,Health,23124.0,7290.0,30414.0,76.0
1997,All credentials,Humanities,15120.0,9087.0,24207.0,62.5
1997,All credentials,Math & computer science,4080.0,7656.0,11736.0,34.8
1997,All credentials,Physical & life sciences,8607.0,8037.0,16644.0,51.7
1997,All credentials,Protective & transport services,2850.0,3249.0,6099.0,46.7
1997,All credentials,Social sciences & law,28611.0,15822.0,44433.0,64.4
1997,Bachelor's,Agriculture & natural resources,984.0,1029.0,2013.0,48.9
1997,Bachelor's,Architecture & engineering,2052.0,7206.0,9258.0,22.2
1997,Bachelor's,Arts & communications,2736.0,1389.0,4125.0,66.3
1997,Bachelor's,Business & public admin,9669.0,8430.0,18099.0,53.4
1997,Bachelor's,Education,13089.0,4347.0,17436.0,75.1
1997,Bachelor's,Health,7497.0,2838.0,10335.0,72.5
1997,Bachelor's,Humanities,9651.0,5574.0,15225.0,63.4
1997,Bachelor's,Math & computer science,1515.0,3528.0,5043.0,30.0
1997,Bachelor's,Physical & life sciences,6510.0,5382.0,11892.0,54.7
1997,Bachelor's,Protective & transport services,6.0,48.0,54.0,11.1
1997,Bachelor's,Social sciences & law,18807.0,10608.0,29415.0,63.9
1997,College,Agriculture & natural resources,183.0,303.0,486.0,37.7
1997,College,Architecture & engineering,147.0,531.0,678.0,21.7
1997,College,Arts & communications,411.0,102.0,513.0,80.1
1997,College,Business & public admin,3750.0,2574.0,6324.0,59.3
1997,College,Education,1989.0,819.0,2808.0,70.8
1997,College,Health,1728.0,339.0,2067.0,83.6
1997,College,Humanities,2220.0,999.0,3219.0,69.0
1997,College,Math & computer science,219.0,339.0,558.0,39.2
1997,College,Physical & life sciences,327.0,153.0,480.0,68.1
1997,College,Protective & transport services,0.0,6.0,6.0,0.0
1997,College,Social sciences & law,1677.0,816.0,2493.0,67.3
1997,Doctorate,Agriculture & natural resources,60.0,141.0,201.0,29.9
1997,Doctorate,Architecture & engineering,66.0,603.0,669.0,9.9
1997,Doctorate,Arts & communications,24.0,24.0,48.0,50.0
1997,Doctorate,Business & public admin,30.0,51.0,81.0,37.0
1997,Doctorate,Education,219.0,126.0,345.0,63.5
1997,Doctorate,Health,129.0,102.0,231.0,55.8
1997,Doctorate,Humanities,216.0,249.0,465.0,46.5
1997,Doctorate,Math & computer science,33.0,177.0,210.0,15.7
1997,Doctorate,Physical & life sciences,309.0,759.0,1068.0,28.9
1997,Doctorate,Social sciences & law,330.0,294.0,624.0,52.9
1997,Master's,Agriculture & natural resources,489.0,405.0,894.0,54.7
1997,Master's,Architecture & engineering,576.0,1728.0,2304.0,25.0
1997,Master's,Arts & communications,327.0,189.0,516.0,63.4
1997,Master's,Business & public admin,2301.0,3006.0,5307.0,43.4
1997,Master's,Education,2214.0,867.0,3081.0,71.9
1997,Master's,Health,2139.0,1524.0,3663.0,58.4
1997,Master's,Humanities,1104.0,975.0,2079.0,53.1
1997,Master's,Math & computer science,471.0,588.0,1059.0,44.5
1997,Master's,Physical & life sciences,792.0,951.0,1743.0,45.4
1997,Master's,Protective & transport services,3.0,36.0,39.0,7.7
1997,Master's,Social sciences & law,2844.0,2460.0,5304.0,53.6
1998,All credentials,Agriculture & natural resources,3189.0,3276.0,6465.0,49.3
1998,All credentials,Architecture & engineering,5604.0,23685.0,29289.0,19.1
1998,All credentials,Arts & communications,7080.0,4170.0,11250.0,62.9
1998,All credentials,Business & public admin,33207.0,21555.0,54762.0,60.6
1998,All credentials,Education,19524.0,5934.0,25458.0,76.7
1998,All credentials,Health,22812.0,7227.0,30039.0,75.9
1998,All credentials,Humanities,13506.0,7764.0,21270.0,63.5
1998,All credentials,Math & computer science,4329.0,8394.0,12723.0,34.0
1998,All credentials,Physical & life sciences,8949.0,8043.0,16992.0,52.7
1998,All credentials,Protective & transport services,2811.0,3258.0,6069.0,46.3
1998,All credentials,Social sciences & law,29322.0,15327.0,44649.0,65.7
1998,Bachelor's,Agriculture & natural resources,1041.0,1056.0,2097.0,49.6
1998,Bachelor's,Architecture & engineering,2106.0,7281.0,9387.0,22.4
1998,Bachelor's,Arts & communications,2874.0,1434.0,4308.0,66.7
1998,Bachelor's,Business & public admin,9909.0,8568.0,18477.0,53.6
1998,Bachelor's,Education,11787.0,4128.0,15915.0,74.1
1998,Bachelor's,Health,7407.0,2907.0,10314.0,71.8
1998,Bachelor's,Humanities,9537.0,5277.0,14814.0,64.4
1998,Bachelor's,Math & computer science,1482.0,3609.0,5091.0,29.1
1998,Bachelor's,Physical & life sciences,6753.0,5424.0,12177.0,55.5
1998,Bachelor's,Protective & transport services,6.0,24.0,30.0,20.0
1998,Bachelor's,Social sciences & law,19191.0,10200.0,29391.0,65.3
1998,College,Agriculture & natural resources,174.0,288.0,462.0,37.7
1998,College,Architecture & engineering,144.0,519.0,663.0,21.7
1998,College,Arts & communications,342.0,84.0,426.0,80.3
1998,College,Business & public admin,3777.0,2289.0,6066.0,62.3
1998,College,Education,1641.0,633.0,2274.0,72.2
1998,College,Health,1473.0,249.0,1722.0,85.5
1998,College,Humanities,2049.0,933.0,2982.0,68.7
1998,College,Math & computer science,225.0,360.0,585.0,38.5
1998,College,Physical & life sciences,354.0,174.0,528.0,67.0
1998,College,Social sciences & law,1572.0,774.0,2346.0,67.0
1998,Doctorate,Agriculture & natural resources,48.0,120.0,168.0,28.6
1998,Doctorate,Architecture & engineering,72.0,588.0,660.0,10.9
1998,Doctorate,Arts & communications,15.0,21.0,36.0,41.7
1998,Doctorate,Business & public admin,36.0,51.0,87.0,41.4
1998,Doctorate,Education,213.0,123.0,336.0,63.4
1998,Doctorate,Health,123.0,132.0,255.0,48.2
1998,Doctorate,Humanities,204.0,261.0,465.0,43.9
1998,Doctorate,Math & computer science,42.0,156.0,198.0,21.2
1998,Doctorate,Physical & life sciences,327.0,765.0,1092.0,29.9
1998,Doctorate,Social sciences & law,342.0,318.0,660.0,51.8
1998,Master's,Agriculture & natural resources,516.0,375.0,891.0,57.9
1998,Master's,Architecture & engineering,594.0,1728.0,2322.0,25.6
1998,Master's,Arts & communications,294.0,198.0,492.0,59.8
1998,Master's,Business & public admin,2511.0,3249.0,5760.0,43.6
1998,Master's,Education,2259.0,783.0,3042.0,74.3
1998,Master's,Health,2202.0,1557.0,3759.0,58.6
1998,Master's,Humanities,1173.0,927.0,2100.0,55.9
1998,Master's,Math & computer science,504.0,585.0,1089.0,46.3
1998,Master's,Physical & life sciences,846.0,912.0,1758.0,48.1
1998,Master's,Protective & transport services,3.0,45.0,48.0,6.2
1998,Master's,Social sciences & law,3030.0,2433.0,5463.0,55.5
1999,All credentials,Agriculture & natural resources,3606.0,3426.0,7032.0,51.3
1999,All credentials,Architecture & engineering,5808.0,24156.0,29964.0,19.4
1999,All credentials,Arts & communications,7170.0,4179.0,11349.0,63.2
1999,All credentials,Business & public admin,34722.0,22338.0,57060.0,60.9
1999,All credentials,Education,20028.0,6081.0,26109.0,76.7
1999,All credentials,Health,23142.0,6948.0,30090.0,76.9
1999,All credentials,Humanities,13281.0,7620.0,20901.0,63.5
1999,All credentials,Math & computer science,4773.0,9462.0,14235.0,33.5
1999,All credentials,Physical & life sciences,8580.0,7599.0,16179.0,53.0
1999,All credentials,Protective & transport services,2835.0,3336.0,6171.0,45.9
1999,All credentials,Social sciences & law,28647.0,15060.0,43707.0,65.5
1999,Bachelor's,Agriculture & natural resources,1326.0,1161.0,2487.0,53.3
1999,Bachelor's,Architecture & engineering,2094.0,7242.0,9336.0,22.4
1999,Bachelor's,Arts & communications,2793.0,1428.0,4221.0,66.2
1999,Bachelor's,Business & public admin,10374.0,8922.0,19296.0,53.8
1999,Bachelor's,Education,12504.0,4128.0,16632.0,75.2
1999,Bachelor's,Health,7704.0,2850.0,10554.0,73.0
1999,Bachelor's,Humanities,9237.0,5076.0,14313.0,64.5
