year,geo,age_group,gender,level,pct
2017,Quebec,55–64,Total,Trades and other non-tertiary,17.0
2018,Quebec,55–64,Total,Trades and other non-tertiary,15.0
2019,Quebec,55–64,Total,Trades and other non-tertiary,16.0
2020,Quebec,55–64,Total,Trades and other non-tertiary,16.0
2021,Quebec,55–64,Total,Trades and other non-tertiary,16.0
2022,Quebec,55–64,Total,Trades and other non-tertiary,17.0
2023,Quebec,55–64,Total,Trades and other non-tertiary,17.0
2024,Quebec,55–64,Total,Trades and other non-tertiary,16.0
2025,Quebec,55–64,Total,Trades and other non-tertiary,17.0
2000,Quebec,55–64,Women,Bachelor's,7.0
2001,Quebec,55–64,Women,Bachelor's,9.0
2002,Quebec,55–64,Women,Bachelor's,8.0
2003,Quebec,55–64,Women,Bachelor's,9.0
2004,Quebec,55–64,Women,Bachelor's,10.0
2005,Quebec,55–64,Women,Bachelor's,10.0
2006,Quebec,55–64,Women,Bachelor's,10.0
2007,Quebec,55–64,Women,Bachelor's,11.0
2008,Quebec,55–64,Women,Bachelor's,11.0
2009,Quebec,55–64,Women,Bachelor's,10.0
2010,Quebec,55–64,Women,Bachelor's,10.0
2011,Quebec,55–64,Women,Bachelor's,11.0
2012,Quebec,55–64,Women,Bachelor's,13.0
2013,Quebec,55–64,Women,Bachelor's,12.0
2014,Quebec,55–64,Women,Bachelor's,12.0
2015,Quebec,55–64,Women,Bachelor's,12.0
2016,Quebec,55–64,Women,Bachelor's,11.0
2017,Quebec,55–64,Women,Bachelor's,13.0
2018,Quebec,55–64,Women,Bachelor's,14.0
2019,Quebec,55–64,Women,Bachelor's,14.0
2020,Quebec,55–64,Women,Bachelor's,14.0
2021,Quebec,55–64,Women,Bachelor's,14.0
2022,Quebec,55–64,Women,Bachelor's,17.0
2023,Quebec,55–64,Women,Bachelor's,16.0
2024,Quebec,55–64,Women,Bachelor's,17.0
2025,Quebec,55–64,Women,Bachelor's,18.0
2000,Quebec,55–64,Women,Below high school,50.0
2001,Quebec,55–64,Women,Below high school,45.0
2002,Quebec,55–64,Women,Below high school,43.0
2003,Quebec,55–64,Women,Below high school,41.0
2004,Quebec,55–64,Women,Below high school,38.0
2005,Quebec,55–64,Women,Below high school,34.0
2006,Quebec,55–64,Women,Below high school,33.0
2007,Quebec,55–64,Women,Below high school,30.0
2008,Quebec,55–64,Women,Below high school,27.0
2009,Quebec,55–64,Women,Below high school,26.0
2010,Quebec,55–64,Women,Below high school,22.0
2011,Quebec,55–64,Women,Below high school,22.0
2012,Quebec,55–64,Women,Below high school,21.0
2013,Quebec,55–64,Women,Below high school,21.0
2014,Quebec,55–64,Women,Below high school,18.0
2015,Quebec,55–64,Women,Below high school,20.0
2016,Quebec,55–64,Women,Below high school,19.0
2017,Quebec,55–64,Women,Below high school,16.0
2018,Quebec,55–64,Women,Below high school,15.0
2019,Quebec,55–64,Women,Below high school,14.0
2020,Quebec,55–64,Women,Below high school,14.0
2021,Quebec,55–64,Women,Below high school,15.0
2022,Quebec,55–64,Women,Below high school,13.0
2023,Quebec,55–64,Women,Below high school,11.0
2024,Quebec,55–64,Women,Below high school,12.0
2025,Quebec,55–64,Women,Below high school,11.0
2000,Quebec,55–64,Women,College/CEGEP,12.0
2001,Quebec,55–64,Women,College/CEGEP,14.0
2002,Quebec,55–64,Women,College/CEGEP,14.0
2003,Quebec,55–64,Women,College/CEGEP,14.0
2004,Quebec,55–64,Women,College/CEGEP,15.0
2005,Quebec,55–64,Women,College/CEGEP,16.0
2006,Quebec,55–64,Women,College/CEGEP,17.0
2007,Quebec,55–64,Women,College/CEGEP,16.0
2008,Quebec,55–64,Women,College/CEGEP,17.0
2009,Quebec,55–64,Women,College/CEGEP,18.0
2010,Quebec,55–64,Women,College/CEGEP,19.0
2011,Quebec,55–64,Women,College/CEGEP,20.0
2012,Quebec,55–64,Women,College/CEGEP,22.0
2013,Quebec,55–64,Women,College/CEGEP,21.0
2014,Quebec,55–64,Women,College/CEGEP,22.0
2015,Quebec,55–64,Women,College/CEGEP,23.0
2016,Quebec,55–64,Women,College/CEGEP,24.0
2017,Quebec,55–64,Women,College/CEGEP,24.0
2018,Quebec,55–64,Women,College/CEGEP,25.0
2019,Quebec,55–64,Women,College/CEGEP,26.0
2020,Quebec,55–64,Women,College/CEGEP,27.0
2021,Quebec,55–64,Women,College/CEGEP,26.0
2022,Quebec,55–64,Women,College/CEGEP,28.0
2023,Quebec,55–64,Women,College/CEGEP,28.0
2024,Quebec,55–64,Women,College/CEGEP,28.0
2025,Quebec,55–64,Women,College/CEGEP,27.0
2000,Quebec,55–64,Women,High school,20.0
2001,Quebec,55–64,Women,High school,20.0
2002,Quebec,55–64,Women,High school,21.0
2003,Quebec,55–64,Women,High school,21.0
2004,Quebec,55–64,Women,High school,23.0
2005,Quebec,55–64,Women,High school,24.0
2006,Quebec,55–64,Women,High school,23.0
2007,Quebec,55–64,Women,High school,25.0
2008,Quebec,55–64,Women,High school,26.0
2009,Quebec,55–64,Women,High school,28.0
2010,Quebec,55–64,Women,High school,29.0
2011,Quebec,55–64,Women,High school,26.0
2012,Quebec,55–64,Women,High school,26.0
2013,Quebec,55–64,Women,High school,27.0
2014,Quebec,55–64,Women,High school,27.0
2015,Quebec,55–64,Women,High school,26.0
2016,Quebec,55–64,Women,High school,28.0
2017,Quebec,55–64,Women,High school,27.0
2018,Quebec,55–64,Women,High school,27.0
2019,Quebec,55–64,Women,High school,26.0
2020,Quebec,55–64,Women,High school,26.0
2021,Quebec,55–64,Women,High school,25.0
2022,Quebec,55–64,Women,High school,21.0
2023,Quebec,55–64,Women,High school,24.0
2024,Quebec,55–64,Women,High school,21.0
2025,Quebec,55–64,Women,High school,21.0
2000,Quebec,55–64,Women,Master's/Doctoral,3.0
2001,Quebec,55–64,Women,Master's/Doctoral,3.0
2002,Quebec,55–64,Women,Master's/Doctoral,3.0
2003,Quebec,55–64,Women,Master's/Doctoral,3.0
2004,Quebec,55–64,Women,Master's/Doctoral,3.0
2005,Quebec,55–64,Women,Master's/Doctoral,3.0
2006,Quebec,55–64,Women,Master's/Doctoral,4.0
2007,Quebec,55–64,Women,Master's/Doctoral,4.0
2008,Quebec,55–64,Women,Master's/Doctoral,4.0
2009,Quebec,55–64,Women,Master's/Doctoral,5.0
2010,Quebec,55–64,Women,Master's/Doctoral,4.0
2011,Quebec,55–64,Women,Master's/Doctoral,5.0
2012,Quebec,55–64,Women,Master's/Doctoral,5.0
2013,Quebec,55–64,Women,Master's/Doctoral,6.0
2014,Quebec,55–64,Women,Master's/Doctoral,6.0
2015,Quebec,55–64,Women,Master's/Doctoral,6.0
2016,Quebec,55–64,Women,Master's/Doctoral,5.0
2017,Quebec,55–64,Women,Master's/Doctoral,5.0
2018,Quebec,55–64,Women,Master's/Doctoral,6.0
2019,Quebec,55–64,Women,Master's/Doctoral,7.0
2020,Quebec,55–64,Women,Master's/Doctoral,6.0
2021,Quebec,55–64,Women,Master's/Doctoral,6.0
2022,Quebec,55–64,Women,Master's/Doctoral,6.0
2023,Quebec,55–64,Women,Master's/Doctoral,6.0
2024,Quebec,55–64,Women,Master's/Doctoral,8.0
2025,Quebec,55–64,Women,Master's/Doctoral,8.0
2000,Quebec,55–64,Women,Tertiary (all),22.0
2001,Quebec,55–64,Women,Tertiary (all),25.0
2002,Quebec,55–64,Women,Tertiary (all),25.0
2003,Quebec,55–64,Women,Tertiary (all),26.0
2004,Quebec,55–64,Women,Tertiary (all),28.0
2005,Quebec,55–64,Women,Tertiary (all),29.0
2006,Quebec,55–64,Women,Tertiary (all),31.0
2007,Quebec,55–64,Women,Tertiary (all),32.0
2008,Quebec,55–64,Women,Tertiary (all),32.0
