year,geo,age_group,gender,skill,avg_score,pct_level1_below,pct_level2,pct_level3_above
2022,OECD average,16–24,Women,Adaptive problem solving,261.3,19.9,41.2,38.9
2022,OECD average,16–65 (all),Men,Adaptive problem solving,251.1,29.7,36.9,33.3
2022,OECD average,16–65 (all),Total,Adaptive problem solving,249.9,29.9,38.5,31.6
2022,OECD average,16–65 (all),Women,Adaptive problem solving,248.7,30.0,40.2,29.9
2022,OECD average,25–34,Men,Adaptive problem solving,263.0,22.7,34.1,43.2
2022,OECD average,25–34,Total,Adaptive problem solving,261.4,22.5,36.1,41.4
2022,OECD average,25–34,Women,Adaptive problem solving,259.8,22.4,38.2,39.5
2022,OECD average,35–44,Men,Adaptive problem solving,255.0,27.0,35.8,37.1
2022,OECD average,35–44,Total,Adaptive problem solving,254.1,27.1,37.3,35.6
2022,OECD average,35–44,Women,Adaptive problem solving,253.1,27.1,38.8,34.2
2022,OECD average,45–54,Men,Adaptive problem solving,246.5,32.6,37.8,29.7
2022,OECD average,45–54,Total,Adaptive problem solving,245.6,32.4,39.8,27.9
2022,OECD average,45–54,Women,Adaptive problem solving,244.7,32.1,41.8,26.1
2022,OECD average,55–65,Men,Adaptive problem solving,232.6,42.8,38.1,19.1
2022,OECD average,55–65,Total,Adaptive problem solving,231.8,43.1,39.5,17.5
2022,OECD average,55–65,Women,Adaptive problem solving,231.0,43.3,40.8,15.9
2022,OECD average,16–24,Men,Literacy,268.2,19.8,32.0,48.1
2022,OECD average,16–24,Total,Literacy,270.2,18.4,32.6,49.0
2022,OECD average,16–24,Women,Literacy,272.3,16.8,33.2,49.9
2022,OECD average,16–65 (all),Men,Literacy,257.6,28.1,30.6,41.3
2022,OECD average,16–65 (all),Total,Literacy,259.0,26.6,31.7,41.7
2022,OECD average,16–65 (all),Women,Literacy,260.4,25.1,32.7,42.2
2022,OECD average,25–34,Men,Literacy,269.3,21.6,28.3,50.1
2022,OECD average,25–34,Total,Literacy,270.5,20.3,29.1,50.7
2022,OECD average,25–34,Women,Literacy,271.8,18.9,29.8,51.3
2022,OECD average,35–44,Men,Literacy,261.8,25.8,29.4,44.8
2022,OECD average,35–44,Total,Literacy,263.7,24.2,30.0,45.7
2022,OECD average,35–44,Women,Literacy,265.7,22.6,30.7,46.6
2022,OECD average,45–54,Men,Literacy,254.2,30.5,30.7,38.8
2022,OECD average,45–54,Total,Literacy,255.7,28.5,32.3,39.2
2022,OECD average,45–54,Women,Literacy,257.3,26.4,33.9,39.7
2022,OECD average,55–65,Men,Literacy,238.1,40.3,32.2,27.4
2022,OECD average,55–65,Total,Literacy,239.9,38.5,33.7,27.8
2022,OECD average,55–65,Women,Literacy,241.5,36.8,35.1,28.1
2022,OECD average,16–24,Men,Numeracy,272.8,19.1,29.6,51.3
2022,OECD average,16–24,Total,Numeracy,269.3,20.0,32.0,48.0
2022,OECD average,16–24,Women,Numeracy,265.7,20.9,34.6,44.5
2022,OECD average,16–65 (all),Men,Numeracy,266.8,24.0,28.3,47.7
2022,OECD average,16–65 (all),Total,Numeracy,262.2,25.2,30.9,43.9
2022,OECD average,16–65 (all),Women,Numeracy,257.6,26.5,33.4,40.1
2022,OECD average,25–34,Men,Numeracy,276.6,19.6,26.1,54.3
2022,OECD average,25–34,Total,Numeracy,271.8,20.6,28.6,50.9
2022,OECD average,25–34,Women,Numeracy,266.7,21.6,31.1,47.3
2022,OECD average,35–44,Men,Numeracy,271.8,22.0,26.5,51.6
2022,OECD average,35–44,Total,Numeracy,267.3,23.0,29.1,47.9
2022,OECD average,35–44,Women,Numeracy,262.7,24.0,31.7,44.3
2022,OECD average,45–54,Men,Numeracy,264.9,25.3,28.3,46.4
2022,OECD average,45–54,Total,Numeracy,260.2,26.2,31.3,42.5
2022,OECD average,45–54,Women,Numeracy,255.6,27.1,34.2,38.8
2022,OECD average,55–65,Men,Numeracy,250.4,32.7,30.7,36.6
2022,OECD average,55–65,Total,Numeracy,246.1,34.3,32.9,32.8
2022,OECD average,55–65,Women,Numeracy,241.8,35.9,35.0,29.1
2022,Ontario,16–24,Men,Adaptive problem solving,266.4,17.0,37.4,45.6
2022,Ontario,16–24,Total,Adaptive problem solving,268.7,15.0,40.1,44.9
2022,Ontario,16–24,Women,Adaptive problem solving,271.1,,,44.2
2022,Ontario,16–65 (all),Men,Adaptive problem solving,259.1,22.0,40.1,37.9
2022,Ontario,16–65 (all),Total,Adaptive problem solving,258.3,23.0,39.1,37.9
2022,Ontario,16–65 (all),Women,Adaptive problem solving,257.5,24.0,38.0,38.0
2022,Ontario,25–34,Men,Adaptive problem solving,274.0,14.2,38.7,47.1
2022,Ontario,25–34,Total,Adaptive problem solving,274.7,14.8,33.7,51.5
2022,Ontario,25–34,Women,Adaptive problem solving,275.4,15.4,28.5,56.1
2022,Ontario,35–44,Men,Adaptive problem solving,264.4,17.8,38.2,44.0
2022,Ontario,35–44,Total,Adaptive problem solving,258.8,21.6,39.0,39.4
2022,Ontario,35–44,Women,Adaptive problem solving,253.4,25.3,39.7,35.0
2022,Ontario,45–54,Men,Adaptive problem solving,252.9,25.8,39.2,35.1
2022,Ontario,45–54,Total,Adaptive problem solving,249.7,29.2,37.6,33.2
2022,Ontario,45–54,Women,Adaptive problem solving,246.6,32.5,36.1,31.3
2022,Ontario,55–65,Men,Adaptive problem solving,237.9,35.0,46.5,18.5
2022,Ontario,55–65,Total,Adaptive problem solving,240.6,33.6,44.9,21.4
2022,Ontario,55–65,Women,Adaptive problem solving,243.1,32.3,43.5,24.2
2022,Ontario,16–24,Men,Literacy,276.3,12.0,32.4,55.6
2022,Ontario,16–24,Total,Literacy,276.8,11.3,35.2,53.5
2022,Ontario,16–24,Women,Literacy,277.3,,,51.4
2022,Ontario,16–65 (all),Men,Literacy,268.7,21.3,28.7,50.0
2022,Ontario,16–65 (all),Total,Literacy,269.0,20.8,28.9,50.3
2022,Ontario,16–65 (all),Women,Literacy,269.3,20.2,29.1,50.6
2022,Ontario,25–34,Men,Literacy,281.2,16.4,26.3,57.3
2022,Ontario,25–34,Total,Literacy,282.7,14.0,24.0,62.0
2022,Ontario,25–34,Women,Literacy,284.2,11.5,21.6,66.9
2022,Ontario,35–44,Men,Literacy,277.0,15.1,29.8,55.1
2022,Ontario,35–44,Total,Literacy,270.5,19.8,30.6,49.6
2022,Ontario,35–44,Women,Literacy,264.1,24.5,31.4,44.1
2022,Ontario,45–54,Men,Literacy,265.5,25.2,24.7,50.1
2022,Ontario,45–54,Total,Literacy,263.4,26.9,23.8,49.3
2022,Ontario,45–54,Women,Literacy,261.5,28.5,22.9,48.7
2022,Ontario,55–65,Men,Literacy,244.3,36.6,30.4,33.0
2022,Ontario,55–65,Total,Literacy,252.4,30.6,31.8,37.6
2022,Ontario,55–65,Women,Literacy,260.3,24.9,33.1,42.0
2022,Ontario,16–24,Men,Numeracy,281.3,11.6,27.0,61.4
2022,Ontario,16–24,Total,Numeracy,275.4,15.0,34.3,50.7
2022,Ontario,16–24,Women,Numeracy,269.1,18.7,42.1,39.2
2022,Ontario,16–65 (all),Men,Numeracy,277.5,17.5,26.4,56.1
2022,Ontario,16–65 (all),Total,Numeracy,270.3,20.8,30.0,49.2
2022,Ontario,16–65 (all),Women,Numeracy,263.2,24.1,33.5,42.3
2022,Ontario,25–34,Men,Numeracy,293.0,10.2,26.2,63.6
2022,Ontario,25–34,Total,Numeracy,287.1,11.4,27.9,60.6
2022,Ontario,25–34,Women,Numeracy,280.9,12.7,29.7,57.6
2022,Ontario,35–44,Men,Numeracy,283.1,15.8,25.6,58.6
2022,Ontario,35–44,Total,Numeracy,270.3,21.9,29.9,48.2
2022,Ontario,35–44,Women,Numeracy,257.6,27.9,34.1,38.0
2022,Ontario,45–54,Men,Numeracy,273.8,19.6,24.4,56.0
2022,Ontario,45–54,Total,Numeracy,264.6,25.3,24.9,49.9
2022,Ontario,45–54,Women,Numeracy,255.9,30.6,25.3,44.1
2022,Ontario,55–65,Men,Numeracy,256.0,29.6,28.6,41.8
2022,Ontario,55–65,Total,Numeracy,254.6,30.0,33.0,37.0
2022,Ontario,55–65,Women,Numeracy,253.2,30.3,37.3,32.4
2022,Prince Edward Island,16–24,Men,Adaptive problem solving,257.6,17.0,50.2,32.8
2022,Prince Edward Island,16–24,Total,Adaptive problem solving,256.9,15.5,55.2,29.4
2022,Prince Edward Island,16–24,Women,Adaptive problem solving,256.0,13.7,60.8,25.4
2022,Prince Edward Island,16–65 (all),Men,Adaptive problem solving,260.0,20.7,41.5,37.8
2022,Prince Edward Island,16–65 (all),Total,Adaptive problem solving,259.3,19.9,43.9,36.1
2022,Prince Edward Island,16–65 (all),Women,Adaptive problem solving,258.5,19.2,46.4,34.4
2022,Prince Edward Island,25–34,Men,Adaptive problem solving,273.4,15.2,30.1,54.7
2022,Prince Edward Island,25–34,Total,Adaptive problem solving,273.0,11.4,38.9,49.7
2022,Prince Edward Island,25–34,Women,Adaptive problem solving,272.5,7.3,48.5,44.3
2022,Prince Edward Island,35–44,Men,Adaptive problem solving,272.2,11.4,40.5,48.1
2022,Prince Edward Island,35–44,Total,Adaptive problem solving,268.3,15.1,37.5,47.4
2022,Prince Edward Island,35–44,Women,Adaptive problem solving,264.7,18.6,34.6,46.8
2022,Prince Edward Island,45–54,Men,Adaptive problem solving,254.5,26.1,41.8,32.1
2022,Prince Edward Island,45–54,Total,Adaptive problem solving,258.3,22.3,43.0,34.6
2022,Prince Edward Island,45–54,Women,Adaptive problem solving,261.9,18.8,44.2,37.0
2022,Prince Edward Island,55–65,Men,Adaptive problem solving,244.4,32.0,45.1,22.8
2022,Prince Edward Island,55–65,Total,Adaptive problem solving,242.6,33.0,45.0,21.9
2022,Prince Edward Island,55–65,Women,Adaptive problem solving,241.0,34.0,45.0,21.1
2022,Prince Edward Island,16–24,Men,Literacy,258.8,23.0,39.6,37.4
2022,Prince Edward Island,16–24,Total,Literacy,259.7,19.6,43.1,37.3
2022,Prince Edward Island,16–24,Women,Literacy,260.6,15.7,47.0,37.3
2022,Prince Edward Island,16–65 (all),Men,Literacy,264.9,23.0,32.3,44.7
2022,Prince Edward Island,16–65 (all),Total,Literacy,266.8,20.4,32.8,46.8
2022,Prince Edward Island,16–65 (all),Women,Literacy,268.7,17.8,33.4,48.8
2022,Prince Edward Island,25–34,Men,Literacy,273.1,17.8,31.1,51.2
2022,Prince Edward Island,25–34,Total,Literacy,276.9,13.8,30.5,55.7
2022,Prince Edward Island,25–34,Women,Literacy,281.0,9.5,29.8,60.6
2022,Prince Edward Island,35–44,Men,Literacy,278.8,12.6,35.3,52.1
2022,Prince Edward Island,35–44,Total,Literacy,277.2,14.6,30.1,55.2
2022,Prince Edward Island,35–44,Women,Literacy,275.6,16.6,25.3,58.1
2022,Prince Edward Island,45–54,Men,Literacy,263.7,23.0,32.7,44.3
2022,Prince Edward Island,45–54,Total,Literacy,271.3,19.6,31.6,48.8
2022,Prince Edward Island,45–54,Women,Literacy,278.4,16.4,30.5,53.1
2022,Prince Edward Island,55–65,Men,Literacy,252.6,36.2,24.1,39.8
2022,Prince Edward Island,55–65,Total,Literacy,251.9,32.1,29.7,38.2
2022,Prince Edward Island,55–65,Women,Literacy,251.2,28.3,35.0,36.7
2022,Prince Edward Island,16–24,Men,Numeracy,263.4,21.6,33.1,45.2
2022,Prince Edward Island,16–24,Total,Numeracy,258.6,21.9,39.0,39.1
2022,Prince Edward Island,16–24,Women,Numeracy,253.0,22.2,45.7,32.1
2022,Prince Edward Island,16–65 (all),Men,Numeracy,272.0,21.4,29.8,48.8
2022,Prince Edward Island,16–65 (all),Total,Numeracy,266.5,21.9,33.1,45.0
2022,Prince Edward Island,16–65 (all),Women,Numeracy,261.0,22.4,36.5,41.1
2022,Prince Edward Island,25–34,Men,Numeracy,282.6,16.2,30.8,53.0
2022,Prince Edward Island,25–34,Total,Numeracy,278.2,14.1,34.3,51.5
2022,Prince Edward Island,25–34,Women,Numeracy,273.4,11.9,38.2,49.9
2022,Prince Edward Island,35–44,Men,Numeracy,284.7,13.3,29.1,57.7
2022,Prince Edward Island,35–44,Total,Numeracy,274.4,18.6,29.3,52.1
2022,Prince Edward Island,35–44,Women,Numeracy,264.7,23.5,29.6,46.9
2022,Prince Edward Island,45–54,Men,Numeracy,272.5,24.8,26.2,49.0
2022,Prince Edward Island,45–54,Total,Numeracy,272.2,22.6,27.3,50.1
2022,Prince Edward Island,45–54,Women,Numeracy,271.9,20.6,28.3,51.2
2022,Prince Edward Island,55–65,Men,Numeracy,259.0,29.8,29.1,41.0
2022,Prince Edward Island,55–65,Total,Numeracy,251.6,30.9,35.0,34.1
2022,Prince Edward Island,55–65,Women,Numeracy,244.7,31.9,40.5,27.5
2022,Quebec,16–24,Men,Adaptive problem solving,261.7,20.7,39.0,40.3
2022,Quebec,16–24,Total,Adaptive problem solving,263.5,18.1,39.9,42.0
2022,Quebec,16–24,Women,Adaptive problem solving,265.5,15.3,40.9,43.8
2022,Quebec,16–65 (all),Men,Adaptive problem solving,255.8,25.3,37.3,37.4
2022,Quebec,16–65 (all),Total,Adaptive problem solving,254.1,25.9,38.2,35.8
2022,Quebec,16–65 (all),Women,Adaptive problem solving,252.3,26.6,39.1,34.2
2022,Quebec,25–34,Men,Adaptive problem solving,274.2,12.8,35.6,51.6
2022,Quebec,25–34,Total,Adaptive problem solving,270.6,14.5,35.0,50.5
2022,Quebec,25–34,Women,Adaptive problem solving,266.8,16.3,34.3,49.4
2022,Quebec,35–44,Men,Adaptive problem solving,266.3,18.9,32.7,48.4
2022,Quebec,35–44,Total,Adaptive problem solving,262.2,21.1,34.9,44.1
2022,Quebec,35–44,Women,Adaptive problem solving,258.1,23.2,37.0,39.7
2022,Quebec,45–54,Men,Adaptive problem solving,252.6,25.5,41.5,33.0
2022,Quebec,45–54,Total,Adaptive problem solving,248.9,28.1,41.2,30.7
2022,Quebec,45–54,Women,Adaptive problem solving,245.3,30.7,41.0,28.3
2022,Quebec,55–65,Men,Adaptive problem solving,229.5,44.2,38.4,17.4
2022,Quebec,55–65,Total,Adaptive problem solving,231.5,42.8,40.4,16.8
2022,Quebec,55–65,Women,Adaptive problem solving,233.4,41.4,42.3,16.3
2022,Quebec,16–24,Men,Literacy,271.5,18.1,31.7,50.2
2022,Quebec,16–24,Total,Literacy,274.6,16.6,30.6,52.8
2022,Quebec,16–24,Women,Literacy,277.9,15.0,29.5,55.5
2022,Quebec,16–65 (all),Men,Literacy,266.5,22.0,30.6,47.4
2022,Quebec,16–65 (all),Total,Literacy,266.7,21.8,30.0,48.2
2022,Quebec,16–65 (all),Women,Literacy,266.8,21.5,29.5,49.0
2022,Quebec,25–34,Men,Literacy,284.5,12.2,27.5,60.3
2022,Quebec,25–34,Total,Literacy,284.4,11.2,27.1,61.7
2022,Quebec,25–34,Women,Literacy,284.3,10.2,26.6,63.3
2022,Quebec,35–44,Men,Literacy,278.2,15.0,27.3,57.6
2022,Quebec,35–44,Total,Literacy,277.2,16.5,25.9,57.6
2022,Quebec,35–44,Women,Literacy,276.2,18.1,24.5,57.5
2022,Quebec,45–54,Men,Literacy,265.9,22.4,31.4,46.2
2022,Quebec,45–54,Total,Literacy,262.9,23.3,30.8,45.8
2022,Quebec,45–54,Women,Literacy,259.9,24.3,30.2,45.5
2022,Quebec,55–65,Men,Literacy,238.4,38.7,34.5,26.7
2022,Quebec,55–65,Total,Literacy,240.9,37.1,35.0,27.9
2022,Quebec,55–65,Women,Literacy,243.4,35.4,35.5,29.1
2022,Quebec,16–24,Men,Numeracy,277.4,16.7,26.5,56.8
2022,Quebec,16–24,Total,Numeracy,275.0,16.1,29.5,54.4
2022,Quebec,16–24,Women,Numeracy,272.5,15.6,32.6,51.8
2022,Quebec,16–65 (all),Men,Numeracy,275.4,19.5,25.8,54.7
2022,Quebec,16–65 (all),Total,Numeracy,267.9,22.3,28.7,49.0
2022,Quebec,16–65 (all),Women,Numeracy,260.2,25.2,31.7,43.1
2022,Quebec,25–34,Men,Numeracy,295.9,9.4,23.1,67.5
2022,Quebec,25–34,Total,Numeracy,286.9,12.1,25.8,62.1
2022,Quebec,25–34,Women,Numeracy,277.4,15.0,28.7,56.3
2022,Quebec,35–44,Men,Numeracy,287.9,13.1,23.3,63.6
2022,Quebec,35–44,Total,Numeracy,278.4,16.7,26.5,56.8
2022,Quebec,35–44,Women,Numeracy,268.7,20.5,29.7,49.8
2022,Quebec,45–54,Men,Numeracy,276.5,18.4,26.4,55.2
2022,Quebec,45–54,Total,Numeracy,264.7,23.6,29.5,46.9
2022,Quebec,45–54,Women,Numeracy,252.7,28.9,32.6,38.5
2022,Quebec,55–65,Men,Numeracy,244.7,36.5,29.3,34.2
2022,Quebec,55–65,Total,Numeracy,241.0,38.4,31.9,29.7
2022,Quebec,55–65,Women,Numeracy,237.4,40.3,34.5,25.2
2022,Saskatchewan,16–24,Men,Adaptive problem solving,260.3,12.4,52.8,34.9
2022,Saskatchewan,16–24,Total,Adaptive problem solving,259.4,14.5,52.6,32.9
2022,Saskatchewan,16–24,Women,Adaptive problem solving,258.4,16.8,52.5,30.7
2022,Saskatchewan,16–65 (all),Men,Adaptive problem solving,258.7,21.2,43.0,35.8
2022,Saskatchewan,16–65 (all),Total,Adaptive problem solving,258.8,20.3,43.8,35.9
2022,Saskatchewan,16–65 (all),Women,Adaptive problem solving,259.0,19.4,44.6,36.0
2022,Saskatchewan,25–34,Men,Adaptive problem solving,269.9,15.6,39.8,44.6
2022,Saskatchewan,25–34,Total,Adaptive problem solving,267.8,17.7,35.9,46.4
2022,Saskatchewan,25–34,Women,Adaptive problem solving,265.6,19.9,31.8,48.4
2022,Saskatchewan,35–44,Men,Adaptive problem solving,261.0,26.1,31.1,42.9
2022,Saskatchewan,35–44,Total,Adaptive problem solving,263.9,18.4,39.4,42.2
2022,Saskatchewan,35–44,Women,Adaptive problem solving,266.9,10.5,48.1,41.5
2022,Saskatchewan,45–54,Men,Adaptive problem solving,250.2,27.9,38.3,33.8
2022,Saskatchewan,45–54,Total,Adaptive problem solving,254.2,24.3,40.8,34.9
2022,Saskatchewan,45–54,Women,Adaptive problem solving,258.4,20.6,43.4,36.0
2022,Saskatchewan,55–65,Men,Adaptive problem solving,251.3,23.0,55.0,22.0
2022,Saskatchewan,55–65,Total,Adaptive problem solving,248.2,26.2,51.5,22.3
2022,Saskatchewan,55–65,Women,Adaptive problem solving,245.1,29.5,48.0,22.6
2022,Saskatchewan,16–24,Men,Literacy,267.3,11.9,44.3,43.8
2022,Saskatchewan,16–24,Total,Literacy,264.2,16.0,42.8,41.1
2022,Saskatchewan,16–24,Women,Literacy,260.9,20.5,41.2,38.2
2022,Saskatchewan,16–65 (all),Men,Literacy,266.1,19.5,34.3,46.2
2022,Saskatchewan,16–65 (all),Total,Literacy,268.1,18.6,33.4,48.0
2022,Saskatchewan,16–65 (all),Women,Literacy,270.3,17.8,32.4,49.8
2022,Saskatchewan,25–34,Men,Literacy,272.6,19.0,26.4,54.7
2022,Saskatchewan,25–34,Total,Literacy,275.4,18.3,24.3,57.5
2022,Saskatchewan,25–34,Women,Literacy,278.4,17.5,22.1,60.4
2022,Saskatchewan,35–44,Men,Literacy,268.3,20.6,29.7,49.6
2022,Saskatchewan,35–44,Total,Literacy,273.4,15.6,30.6,53.8
2022,Saskatchewan,35–44,Women,Literacy,278.7,10.5,31.5,58.1
2022,Saskatchewan,45–54,Men,Literacy,260.8,26.5,24.9,48.6
2022,Saskatchewan,45–54,Total,Literacy,266.8,22.0,28.2,49.8
2022,Saskatchewan,45–54,Women,Literacy,273.0,17.4,31.6,51.0
2022,Saskatchewan,55–65,Men,Literacy,261.0,19.0,46.5,34.4
2022,Saskatchewan,55–65,Total,Literacy,259.7,21.5,41.8,36.6
2022,Saskatchewan,55–65,Women,Literacy,258.4,24.1,37.0,38.9
2022,Saskatchewan,16–24,Men,Numeracy,262.9,20.3,36.9,42.8
2022,Saskatchewan,16–24,Total,Numeracy,256.4,26.7,35.5,37.8
2022,Saskatchewan,16–24,Women,Numeracy,249.4,33.7,34.1,32.3
2022,Saskatchewan,16–65 (all),Men,Numeracy,272.3,17.7,32.3,50.1
2022,Saskatchewan,16–65 (all),Total,Numeracy,267.2,20.5,33.4,46.1
2022,Saskatchewan,16–65 (all),Women,Numeracy,261.9,23.4,34.7,41.9
2022,Saskatchewan,25–34,Men,Numeracy,282.6,17.7,22.3,60.1
2022,Saskatchewan,25–34,Total,Numeracy,275.8,20.0,24.8,55.2
2022,Saskatchewan,25–34,Women,Numeracy,268.7,22.4,27.4,50.2
2022,Saskatchewan,35–44,Men,Numeracy,279.2,13.0,34.2,52.8
2022,Saskatchewan,35–44,Total,Numeracy,275.5,12.7,37.7,49.7
2022,Saskatchewan,35–44,Women,Numeracy,271.6,12.4,41.3,46.4
2022,Saskatchewan,45–54,Men,Numeracy,264.3,22.8,29.1,48.1
2022,Saskatchewan,45–54,Total,Numeracy,264.4,21.8,31.0,47.2
2022,Saskatchewan,45–54,Women,Numeracy,264.5,20.7,33.0,46.3
2022,Saskatchewan,55–65,Men,Numeracy,269.5,16.3,38.6,45.1
2022,Saskatchewan,55–65,Total,Numeracy,261.2,23.4,37.5,39.2
2022,Saskatchewan,55–65,Women,Numeracy,252.7,30.6,36.3,33.1
