year,geography,field,tuition
2013,Saskatchewan,Engineering,6094.0
2014,Saskatchewan,Engineering,6384.0
2015,Saskatchewan,Engineering,6763.0
2016,Saskatchewan,Engineering,7305.0
2017,Saskatchewan,Engineering,7344.0
2018,Saskatchewan,Engineering,7613.0
2019,Saskatchewan,Engineering,7835.0
2020,Saskatchewan,Engineering,7856.0
2021,Saskatchewan,Engineering,8184.0
2022,Saskatchewan,Engineering,8707.0
2023,Saskatchewan,Engineering,9577.0
2024,Saskatchewan,Engineering,11410.0
2025,Saskatchewan,Engineering,11893.0
2006,Saskatchewan,Humanities,4410.0
2007,Saskatchewan,Humanities,4409.0
2008,Saskatchewan,Humanities,4414.0
2009,Saskatchewan,Humanities,4548.0
2010,Saskatchewan,Humanities,4756.0
2011,Saskatchewan,Humanities,4951.0
2012,Saskatchewan,Humanities,5182.0
2013,Saskatchewan,Humanities,5450.0
2014,Saskatchewan,Humanities,5647.0
2015,Saskatchewan,Humanities,5856.0
2016,Saskatchewan,Humanities,6035.0
2017,Saskatchewan,Humanities,6157.0
2018,Saskatchewan,Humanities,6381.0
2019,Saskatchewan,Humanities,6561.0
2020,Saskatchewan,Humanities,6563.0
2021,Saskatchewan,Humanities,6797.0
2022,Saskatchewan,Humanities,7060.0
2023,Saskatchewan,Humanities,7343.0
2024,Saskatchewan,Humanities,7649.0
2025,Saskatchewan,Humanities,7957.0
2006,Saskatchewan,Law,6840.0
2007,Saskatchewan,Law,6840.0
2008,Saskatchewan,Law,6840.0
2009,Saskatchewan,Law,7353.0
2010,Saskatchewan,Law,8070.0
2011,Saskatchewan,Law,8490.0
2012,Saskatchewan,Law,9900.0
2013,Saskatchewan,Law,11400.0
2014,Saskatchewan,Law,12015.0
2015,Saskatchewan,Law,12255.0
2016,Saskatchewan,Law,12624.0
2017,Saskatchewan,Law,13002.0
2018,Saskatchewan,Law,13653.0
2019,Saskatchewan,Law,14064.0
2020,Saskatchewan,Law,15048.0
2021,Saskatchewan,Law,15651.0
2022,Saskatchewan,Law,16278.0
2023,Saskatchewan,Law,16929.0
2024,Saskatchewan,Law,17607.0
2025,Saskatchewan,Law,18309.0
2006,Saskatchewan,"Mathematics, computer and information sciences",4462.0
2007,Saskatchewan,"Mathematics, computer and information sciences",4456.0
2008,Saskatchewan,"Mathematics, computer and information sciences",4456.0
2009,Saskatchewan,"Mathematics, computer and information sciences",4592.0
2010,Saskatchewan,"Mathematics, computer and information sciences",4810.0
2011,Saskatchewan,"Mathematics, computer and information sciences",5203.0
2012,Saskatchewan,"Mathematics, computer and information sciences",5319.0
2013,Saskatchewan,"Mathematics, computer and information sciences",5541.0
2014,Saskatchewan,"Mathematics, computer and information sciences",5933.0
2015,Saskatchewan,"Mathematics, computer and information sciences",6100.0
2016,Saskatchewan,"Mathematics, computer and information sciences",6265.0
2017,Saskatchewan,"Mathematics, computer and information sciences",6441.0
2018,Saskatchewan,"Mathematics, computer and information sciences",6682.0
2019,Saskatchewan,"Mathematics, computer and information sciences",6910.0
2020,Saskatchewan,"Mathematics, computer and information sciences",6917.0
2021,Saskatchewan,"Mathematics, computer and information sciences",7197.0
2022,Saskatchewan,"Mathematics, computer and information sciences",7466.0
2023,Saskatchewan,"Mathematics, computer and information sciences",7770.0
2024,Saskatchewan,"Mathematics, computer and information sciences",8122.0
2025,Saskatchewan,"Mathematics, computer and information sciences",8446.0
2006,Saskatchewan,Medicine,11036.0
2007,Saskatchewan,Medicine,11036.0
2008,Saskatchewan,Medicine,11036.0
2009,Saskatchewan,Medicine,11367.0
2010,Saskatchewan,Medicine,12276.0
2011,Saskatchewan,Medicine,12921.0
2012,Saskatchewan,Medicine,13890.0
2013,Saskatchewan,Medicine,14930.0
2014,Saskatchewan,Medicine,15530.0
2015,Saskatchewan,Medicine,15840.0
2016,Saskatchewan,Medicine,16236.0
2017,Saskatchewan,Medicine,16642.0
2018,Saskatchewan,Medicine,17474.0
2019,Saskatchewan,Medicine,17998.0
2020,Saskatchewan,Medicine,17998.0
2021,Saskatchewan,Medicine,18718.0
2022,Saskatchewan,Medicine,19467.0
2023,Saskatchewan,Medicine,20246.0
2024,Saskatchewan,Medicine,21055.0
2025,Saskatchewan,Medicine,21897.0
2007,Saskatchewan,Nursing,4779.0
2008,Saskatchewan,Nursing,4779.0
2009,Saskatchewan,Nursing,4922.0
2010,Saskatchewan,Nursing,5141.0
2011,Saskatchewan,Nursing,5264.0
2012,Saskatchewan,Nursing,5516.0
2013,Saskatchewan,Nursing,5913.0
2014,Saskatchewan,Nursing,6211.0
2015,Saskatchewan,Nursing,6998.0
2016,Saskatchewan,Nursing,7154.0
2017,Saskatchewan,Nursing,7322.0
2018,Saskatchewan,Nursing,7618.0
2019,Saskatchewan,Nursing,7831.0
2020,Saskatchewan,Nursing,7840.0
2021,Saskatchewan,Nursing,8143.0
2022,Saskatchewan,Nursing,8434.0
2023,Saskatchewan,Nursing,8713.0
2024,Saskatchewan,Nursing,9098.0
2025,Saskatchewan,Nursing,9353.0
2006,Saskatchewan,"Other health, parks, recreation and fitness",4524.0
2007,Saskatchewan,"Other health, parks, recreation and fitness",4524.0
2008,Saskatchewan,"Other health, parks, recreation and fitness",4462.0
2009,Saskatchewan,"Other health, parks, recreation and fitness",4593.0
2010,Saskatchewan,"Other health, parks, recreation and fitness",4812.0
2011,Saskatchewan,"Other health, parks, recreation and fitness",5202.0
2012,Saskatchewan,"Other health, parks, recreation and fitness",5390.0
2013,Saskatchewan,"Other health, parks, recreation and fitness",5627.0
2014,Saskatchewan,"Other health, parks, recreation and fitness",5916.0
2015,Saskatchewan,"Other health, parks, recreation and fitness",6131.0
2016,Saskatchewan,"Other health, parks, recreation and fitness",6330.0
2017,Saskatchewan,"Other health, parks, recreation and fitness",6475.0
2018,Saskatchewan,"Other health, parks, recreation and fitness",6673.0
2019,Saskatchewan,"Other health, parks, recreation and fitness",6937.0
2020,Saskatchewan,"Other health, parks, recreation and fitness",6939.0
2021,Saskatchewan,"Other health, parks, recreation and fitness",7198.0
2022,Saskatchewan,"Other health, parks, recreation and fitness",7451.0
2023,Saskatchewan,"Other health, parks, recreation and fitness",7734.0
2024,Saskatchewan,"Other health, parks, recreation and fitness",8033.0
2025,Saskatchewan,"Other health, parks, recreation and fitness",8363.0
2016,Saskatchewan,"Personal, protective and transportation services",6195.0
2017,Saskatchewan,"Personal, protective and transportation services",6353.0
2018,Saskatchewan,"Personal, protective and transportation services",6533.0
2019,Saskatchewan,"Personal, protective and transportation services",6713.0
2020,Saskatchewan,"Personal, protective and transportation services",6713.0
2021,Saskatchewan,"Personal, protective and transportation services",6983.0
2022,Saskatchewan,"Personal, protective and transportation services",7230.0
2023,Saskatchewan,"Personal, protective and transportation services",7523.0
2024,Saskatchewan,"Personal, protective and transportation services",7823.0
2025,Saskatchewan,"Personal, protective and transportation services",8138.0
2008,Saskatchewan,Pharmacy,6670.0
2009,Saskatchewan,Pharmacy,7102.0
2010,Saskatchewan,Pharmacy,7510.0
2011,Saskatchewan,Pharmacy,7750.0
2012,Saskatchewan,Pharmacy,8146.0
2013,Saskatchewan,Pharmacy,7250.0
2014,Saskatchewan,Pharmacy,7543.0
2015,Saskatchewan,Pharmacy,7609.0
2016,Saskatchewan,Pharmacy,8456.0
2017,Saskatchewan,Pharmacy,9782.0
2018,Saskatchewan,Pharmacy,10001.0
2019,Saskatchewan,Pharmacy,13177.0
2020,Saskatchewan,Pharmacy,13177.0
2021,Saskatchewan,Pharmacy,13705.0
2022,Saskatchewan,Pharmacy,19130.0
2023,Saskatchewan,Pharmacy,19895.0
2024,Saskatchewan,Pharmacy,23218.0
2025,Saskatchewan,Pharmacy,19862.0
2006,Saskatchewan,Physical and life sciences and technologies,4474.0
2007,Saskatchewan,Physical and life sciences and technologies,4473.0
2008,Saskatchewan,Physical and life sciences and technologies,4473.0
2009,Saskatchewan,Physical and life sciences and technologies,4612.0
2010,Saskatchewan,Physical and life sciences and technologies,4825.0
2011,Saskatchewan,Physical and life sciences and technologies,5138.0
2012,Saskatchewan,Physical and life sciences and technologies,5328.0
2013,Saskatchewan,Physical and life sciences and technologies,5564.0
2014,Saskatchewan,Physical and life sciences and technologies,5847.0
2015,Saskatchewan,Physical and life sciences and technologies,5990.0
2016,Saskatchewan,Physical and life sciences and technologies,6178.0
2017,Saskatchewan,Physical and life sciences and technologies,6358.0
2018,Saskatchewan,Physical and life sciences and technologies,6599.0
2019,Saskatchewan,Physical and life sciences and technologies,6857.0
2020,Saskatchewan,Physical and life sciences and technologies,6853.0
2021,Saskatchewan,Physical and life sciences and technologies,7119.0
2022,Saskatchewan,Physical and life sciences and technologies,7402.0
2023,Saskatchewan,Physical and life sciences and technologies,7704.0
2024,Saskatchewan,Physical and life sciences and technologies,7965.0
2025,Saskatchewan,Physical and life sciences and technologies,8282.0
2006,Saskatchewan,"Social and behavioural sciences, and legal studies",4409.0
2007,Saskatchewan,"Social and behavioural sciences, and legal studies",4409.0
2008,Saskatchewan,"Social and behavioural sciences, and legal studies",4414.0
2009,Saskatchewan,"Social and behavioural sciences, and legal studies",4548.0
2010,Saskatchewan,"Social and behavioural sciences, and legal studies",4764.0
2011,Saskatchewan,"Social and behavioural sciences, and legal studies",4989.0
2012,Saskatchewan,"Social and behavioural sciences, and legal studies",5113.0
2013,Saskatchewan,"Social and behavioural sciences, and legal studies",5331.0
2014,Saskatchewan,"Social and behavioural sciences, and legal studies",5607.0
2015,Saskatchewan,"Social and behavioural sciences, and legal studies",5817.0
2016,Saskatchewan,"Social and behavioural sciences, and legal studies",5983.0
2017,Saskatchewan,"Social and behavioural sciences, and legal studies",6145.0
2018,Saskatchewan,"Social and behavioural sciences, and legal studies",6371.0
2019,Saskatchewan,"Social and behavioural sciences, and legal studies",6567.0
2020,Saskatchewan,"Social and behavioural sciences, and legal studies",6573.0
2021,Saskatchewan,"Social and behavioural sciences, and legal studies",6840.0
2022,Saskatchewan,"Social and behavioural sciences, and legal studies",7109.0
2023,Saskatchewan,"Social and behavioural sciences, and legal studies",7396.0
2024,Saskatchewan,"Social and behavioural sciences, and legal studies",7688.0
2025,Saskatchewan,"Social and behavioural sciences, and legal studies",7997.0
2006,Saskatchewan,"Total, field of study",4774.0
2007,Saskatchewan,"Total, field of study",5015.0
2008,Saskatchewan,"Total, field of study",5064.0
2009,Saskatchewan,"Total, field of study",5173.0
2010,Saskatchewan,"Total, field of study",5431.0
2011,Saskatchewan,"Total, field of study",5734.0
2012,Saskatchewan,"Total, field of study",6106.0
2013,Saskatchewan,"Total, field of study",6402.0
2014,Saskatchewan,"Total, field of study",6693.0
2015,Saskatchewan,"Total, field of study",6978.0
2016,Saskatchewan,"Total, field of study",7042.0
2017,Saskatchewan,"Total, field of study",7257.0
2018,Saskatchewan,"Total, field of study",7511.0
2019,Saskatchewan,"Total, field of study",7798.0
2020,Saskatchewan,"Total, field of study",8235.0
2021,Saskatchewan,"Total, field of study",8455.0
2022,Saskatchewan,"Total, field of study",8843.0
2023,Saskatchewan,"Total, field of study",9240.0
2024,Saskatchewan,"Total, field of study",9558.0
2025,Saskatchewan,"Total, field of study",9863.0
2007,Saskatchewan,Veterinary medicine,6553.0
2008,Saskatchewan,Veterinary medicine,6553.0
2009,Saskatchewan,Veterinary medicine,6750.0
2010,Saskatchewan,Veterinary medicine,7020.0
2011,Saskatchewan,Veterinary medicine,7174.0
2012,Saskatchewan,Veterinary medicine,7497.0
2013,Saskatchewan,Veterinary medicine,7872.0
2014,Saskatchewan,Veterinary medicine,8266.0
2015,Saskatchewan,Veterinary medicine,8680.0
2016,Saskatchewan,Veterinary medicine,9114.0
2017,Saskatchewan,Veterinary medicine,9296.0
2018,Saskatchewan,Veterinary medicine,9761.0
2019,Saskatchewan,Veterinary medicine,10737.0
2020,Saskatchewan,Veterinary medicine,39847.0
2021,Saskatchewan,Veterinary medicine,40217.0
2022,Saskatchewan,Veterinary medicine,40853.0
2023,Saskatchewan,Veterinary medicine,41654.0
2024,Saskatchewan,Veterinary medicine,15088.0
2025,Saskatchewan,Veterinary medicine,15456.0
2006,Saskatchewan,"Visual and performing arts, and communications technologies",4410.0
2007,Saskatchewan,"Visual and performing arts, and communications technologies",4413.0
2008,Saskatchewan,"Visual and performing arts, and communications technologies",4414.0
2009,Saskatchewan,"Visual and performing arts, and communications technologies",4548.0
2010,Saskatchewan,"Visual and performing arts, and communications technologies",4762.0
2011,Saskatchewan,"Visual and performing arts, and communications technologies",5213.0
2012,Saskatchewan,"Visual and performing arts, and communications technologies",5394.0
2013,Saskatchewan,"Visual and performing arts, and communications technologies",5669.0
2014,Saskatchewan,"Visual and performing arts, and communications technologies",5909.0
2015,Saskatchewan,"Visual and performing arts, and communications technologies",6169.0
2016,Saskatchewan,"Visual and performing arts, and communications technologies",6387.0
2017,Saskatchewan,"Visual and performing arts, and communications technologies",6459.0
2018,Saskatchewan,"Visual and performing arts, and communications technologies",6715.0
2019,Saskatchewan,"Visual and performing arts, and communications technologies",6929.0
2020,Saskatchewan,"Visual and performing arts, and communications technologies",6943.0
2021,Saskatchewan,"Visual and performing arts, and communications technologies",7216.0
2022,Saskatchewan,"Visual and performing arts, and communications technologies",7488.0
2023,Saskatchewan,"Visual and performing arts, and communications technologies",7779.0
2024,Saskatchewan,"Visual and performing arts, and communications technologies",8187.0
2025,Saskatchewan,"Visual and performing arts, and communications technologies",8513.0
2018,Yukon,"Business, management and public administration",3510.0
2019,Yukon,"Business, management and public administration",3810.0
2020,Yukon,"Business, management and public administration",3930.0
2021,Yukon,"Business, management and public administration",4005.0
2022,Yukon,"Business, management and public administration",4200.0
2023,Yukon,"Business, management and public administration",4275.0
2024,Yukon,"Business, management and public administration",4350.0
2025,Yukon,"Business, management and public administration",4470.0
