lat,lon,size_ha,province,cause,year
55.661,-128.3373,0.0,British Columbia,Human,2023
49.4569,-123.1986,0.0,British Columbia,Human,2023
57.2757,-121.704,0.0,British Columbia,Human,2023
50.8639,-119.9627,0.0,British Columbia,Human,2023
49.8997,-124.4017,0.0,British Columbia,Human,2023
51.8736,-121.666,0.0,British Columbia,Human,2023
54.0797,-125.7066,0.0,British Columbia,Human,2023
52.8577,-118.631,0.0,British Columbia,Human,2023
49.9811,-120.9023,0.0,British Columbia,Human,2023
50.7642,-120.7833,0.0,British Columbia,Human,2023
55.6962,-120.3186,0.0,British Columbia,Human,2023
53.9681,-124.706,0.0,British Columbia,Human,2023
50.8441,-121.3831,0.0,British Columbia,Human,2023
50.4714,-119.3572,0.0,British Columbia,Human,2023
49.0802,-124.0168,0.0,British Columbia,Human,2023
56.4234,-117.6048,0.0,Alberta,Unknown,2023
49.4299,-122.8532,0.0,British Columbia,Human,2023
49.2686,-125.17,0.0,British Columbia,Human,2023
55.9425,-113.7733,0.0,Alberta,Unknown,2023
55.5763,-127.7941,0.0,British Columbia,Human,2023
56.5134,-129.5418,0.0,British Columbia,Human,2023
55.3674,-115.6933,0.0,Alberta,Unknown,2023
58.5994,-118.7875,0.0,Alberta,Human,2023
49.4631,-123.6241,0.0,British Columbia,Human,2023
50.8537,-114.8434,0.0,Alberta,Human,2023
68.3038,-133.522,0.0,Northwest Territories,Human,2023
51.279,-115.148,0.0,Alberta,Human,2023
59.9075,-111.5883,0.0,Alberta,Other / unknown,2023
59.8864,-111.5578,0.0,Alberta,Other / unknown,2023
58.1972,-116.3373,0.0,Alberta,Human,2023
58.7395,-114.9993,0.0,Alberta,Other / unknown,2023
58.721,-111.1588,0.0,Alberta,Human,2023
54.9759,-117.1421,0.0,Alberta,Unknown,2023
57.0986,-111.7531,0.0,Alberta,Human,2023
53.9939,-118.4771,0.0,Alberta,Unknown,2023
58.3693,-116.155,0.0,Alberta,Human,2023
58.5403,-116.4928,0.0,Alberta,Human,2023
54.5967,-110.7324,0.0,Alberta,Human,2023
58.5013,-115.1547,0.0,Alberta,Unknown,2023
54.7023,-113.6351,0.0,Alberta,Human,2023
67.4287,-134.8494,0.0,Northwest Territories,Human,2023
54.6164,-111.8444,0.0,Alberta,Human,2023
53.4017,-115.1622,0.0,Alberta,Other / unknown,2023
62.5359,-113.6878,0.0,Northwest Territories,Human,2023
57.2651,-118.1086,0.0,Alberta,Other / unknown,2023
56.5985,-117.7128,0.0,Alberta,Human,2023
60.248,-123.4063,0.0,Northwest Territories,Human,2023
54.1029,-124.6636,0.0,British Columbia,Human,2023
53.5557,-115.6908,0.0,Alberta,Other / unknown,2023
51.1689,-114.8569,0.0,Alberta,Human,2023
50.9714,-115.3328,0.0,Alberta,Human,2023
54.6468,-126.9287,0.0,British Columbia,Human,2023
53.8093,-122.4921,0.0,British Columbia,Unknown,2023
49.0538,-124.2085,0.0,British Columbia,Human,2023
54.0742,-125.7134,0.0,British Columbia,Human,2023
55.1504,-123.2007,0.0,British Columbia,Human,2023
48.6657,-123.8027,0.0,British Columbia,Human,2023
49.4769,-124.9121,0.0,British Columbia,Human,2023
49.9413,-114.0771,0.0,Alberta,Human,2023
57.3065,-118.548,0.0,Alberta,Other / unknown,2023
49.7995,-123.1019,0.0,British Columbia,Human,2023
51.0557,-114.965,0.0,Alberta,Other / unknown,2023
53.5719,-116.3425,0.0,Alberta,Human,2023
49.5187,-119.5348,0.0,British Columbia,Human,2023
67.2249,-135.4258,0.0,Northwest Territories,Human,2023
50.1166,-119.2737,0.0,British Columbia,Human,2023
55.2365,-111.3198,0.0,Alberta,Human,2023
51.8197,-122.0728,0.0,British Columbia,Human,2023
53.6572,-116.1575,0.0,Alberta,Human,2023
60.838,-115.7422,0.0,Northwest Territories,Human,2023
53.5798,-115.969,0.0,Alberta,Human,2023
50.246,-126.0691,0.0,British Columbia,Other / unknown,2023
55.266,-114.5913,0.0,Alberta,Human,2023
56.7007,-118.7462,0.0,Alberta,Other / unknown,2023
49.9982,-121.5258,0.0,British Columbia,Human,2023
50.033,-120.8706,0.0,British Columbia,Human,2023
51.8605,-120.9781,0.0,British Columbia,Other / unknown,2023
54.6868,-110.2973,0.0,Alberta,Other / unknown,2023
55.069,-117.3979,0.0,Alberta,Other / unknown,2023
49.2242,-124.4323,0.0,British Columbia,Human,2023
52.7689,-119.1574,0.0,British Columbia,Human,2023
55.4781,-110.743,0.0,Alberta,Human,2023
58.1591,-116.2665,0.0,Alberta,Human,2023
55.7412,-119.209,0.0,Alberta,Other / unknown,2023
54.2426,-125.7928,0.0,British Columbia,Human,2023
58.5098,-115.1492,0.0,Alberta,Human,2023
50.9014,-114.6888,0.0,Alberta,Human,2023
49.3723,-117.575,0.0,British Columbia,Other / unknown,2023
49.1548,-115.1341,0.0,British Columbia,Human,2023
49.6214,-123.7443,0.0,British Columbia,Other / unknown,2023
54.0706,-115.5941,0.0,Alberta,Human,2023
58.9392,-117.5823,0.0,Alberta,Other / unknown,2023
49.2175,-122.1277,0.0,British Columbia,Other / unknown,2023
55.374,-115.199,0.0,Alberta,Human,2023
56.6756,-115.1426,0.0,Alberta,Other / unknown,2023
54.3482,-125.9836,0.0,British Columbia,Other / unknown,2023
50.0704,-125.6329,0.0,British Columbia,Human,2023
51.7258,-121.3979,0.0,British Columbia,Other / unknown,2023
51.1647,-118.1837,0.0,British Columbia,Other / unknown,2023
56.6541,-121.7094,0.0,British Columbia,Human,2023
49.4137,-122.8258,0.0,British Columbia,Other / unknown,2023
55.0703,-111.9957,0.0,Alberta,Human,2023
57.7774,-114.689,0.0,Alberta,Other / unknown,2023
50.134,-117.8013,0.0,British Columbia,Human,2023
58.7023,-115.7703,0.0,Alberta,Other / unknown,2023
56.3872,-117.2465,0.0,Alberta,Human,2023
55.9217,-110.6968,0.0,Alberta,Human,2023
57.2631,-114.8438,0.0,Alberta,Other / unknown,2023
50.3452,-122.9032,0.0,British Columbia,Other / unknown,2023
50.9997,-120.0222,0.0,British Columbia,Other / unknown,2023
49.2871,-117.6845,0.0,British Columbia,Other / unknown,2023
56.4799,-111.1982,0.0,Alberta,Human,2023
53.0109,-123.6132,0.0,British Columbia,Other / unknown,2023
51.1557,-114.8595,0.0,Alberta,Human,2023
51.5821,-118.6064,0.0,British Columbia,Other / unknown,2023
53.7125,-125.2913,0.0,British Columbia,Other / unknown,2023
56.5796,-116.8732,0.0,Alberta,Other / unknown,2023
54.9071,-112.8654,0.0,Alberta,Human,2023
50.8933,-119.6799,0.0,British Columbia,Other / unknown,2023
50.9012,-114.6886,0.0,Alberta,Human,2023
52.2944,-121.4431,0.0,British Columbia,Human,2023
49.3576,-121.4393,0.0,British Columbia,Unknown,2023
50.8248,-120.5302,0.0,British Columbia,Other / unknown,2023
49.9981,-119.2835,0.0,British Columbia,Human,2023
54.2065,-117.4469,0.0,Alberta,Other / unknown,2023
53.6869,-121.6416,0.0,British Columbia,Other / unknown,2023
53.9583,-123.795,0.0,British Columbia,Other / unknown,2023
49.1211,-123.9331,0.0,British Columbia,Human,2023
49.7023,-123.9012,0.0,British Columbia,Other / unknown,2023
49.1164,-119.151,0.0,British Columbia,Human,2023
49.8717,-119.3195,0.0,British Columbia,Human,2023
50.3737,-122.7878,0.0,British Columbia,Other / unknown,2023
48.9483,-123.8204,0.0,British Columbia,Human,2023
56.5823,-116.8641,0.0,Alberta,Other / unknown,2023
52.074,-121.3004,0.0,British Columbia,Other / unknown,2023
54.7558,-120.0287,0.0,British Columbia,Other / unknown,2023
51.0347,-118.609,0.0,British Columbia,Other / unknown,2023
48.7301,-124.1752,0.0,British Columbia,Human,2023
55.9337,-110.725,0.0,Alberta,Human,2023
53.9133,-121.5958,0.0,British Columbia,Other / unknown,2023
54.586,-113.7917,0.0,Alberta,Human,2023
54.708,-111.9629,0.0,Alberta,Human,2023
53.7497,-122.5618,0.0,British Columbia,Other / unknown,2023
50.7258,-119.5532,0.0,British Columbia,Human,2023
56.4281,-111.333,0.0,Alberta,Human,2023
52.1429,-119.994,0.0,British Columbia,Other / unknown,2023
56.7591,-111.5976,0.0,Alberta,Human,2023
55.6703,-119.4135,0.0,Alberta,Other / unknown,2023
53.371,-122.6454,0.0,British Columbia,Other / unknown,2023
50.6193,-120.45,0.0,British Columbia,Human,2023
57.0392,-117.9238,0.0,Alberta,Other / unknown,2023
48.6619,-123.882,0.0,British Columbia,Other / unknown,2023
51.9379,-123.1412,0.0,British Columbia,Human,2023
55.7123,-126.3024,0.0,British Columbia,Other / unknown,2023
50.1903,-125.2015,0.0,British Columbia,Human,2023
57.2615,-114.854,0.0,Alberta,Other / unknown,2023
52.2707,-119.3192,0.0,British Columbia,Other / unknown,2023
52.4643,-124.7001,0.0,British Columbia,Other / unknown,2023
58.2524,-118.0944,0.0,Alberta,Other / unknown,2023
52.0504,-121.3111,0.0,British Columbia,Other / unknown,2023
51.7934,-122.5475,0.0,British Columbia,Human,2023
50.8341,-114.6921,0.0,Alberta,Human,2023
57.249,-114.7727,0.0,Alberta,Other / unknown,2023
52.2749,-120.7698,0.0,British Columbia,Other / unknown,2023
49.0933,-115.1216,0.0,British Columbia,Other / unknown,2023
50.8109,-119.6564,0.0,British Columbia,Other / unknown,2023
55.2668,-114.597,0.0,Alberta,Human,2023
50.901,-114.6915,0.0,Alberta,Human,2023
53.7898,-121.5777,0.0,British Columbia,Other / unknown,2023
56.6838,-115.0257,0.0,Alberta,Other / unknown,2023
52.7614,-122.1575,0.0,British Columbia,Human,2023
55.4339,-116.617,0.0,Alberta,Human,2023
50.8343,-114.6913,0.0,Alberta,Human,2023
49.0405,-119.1305,0.0,British Columbia,Other / unknown,2023
52.1328,-118.4882,0.0,British Columbia,Other / unknown,2023
51.6791,-121.2993,0.0,British Columbia,Human,2023
49.4266,-117.7287,0.0,British Columbia,Other / unknown,2023
53.7428,-121.4715,0.0,British Columbia,Other / unknown,2023
57.2668,-114.7956,0.0,Alberta,Other / unknown,2023
54.1207,-123.7708,0.0,British Columbia,Other / unknown,2023
49.8728,-119.5959,0.0,British Columbia,Human,2023
50.8657,-120.6635,0.0,British Columbia,Other / unknown,2023
50.8663,-114.7525,0.0,Alberta,Human,2023
49.563,-125.6133,0.0,British Columbia,Other / unknown,2023
49.7019,-125.2815,0.0,British Columbia,Other / unknown,2023
58.8513,-123.9691,0.0,British Columbia,Other / unknown,2023
56.4061,-121.2086,0.0,British Columbia,Human,2023
50.0628,-122.9277,0.0,British Columbia,Other / unknown,2023
51.1964,-120.2057,0.0,British Columbia,Other / unknown,2023
54.3827,-123.5167,0.0,British Columbia,Other / unknown,2023
52.68,-119.0707,0.0,British Columbia,Other / unknown,2023
53.9727,-122.0778,0.0,British Columbia,Other / unknown,2023
49.3307,-117.1531,0.0,British Columbia,Other / unknown,2023
52.946,-124.8158,0.0,British Columbia,Other / unknown,2023
48.895,-123.6583,0.0,British Columbia,Human,2023
49.059,-123.9681,0.0,British Columbia,Human,2023
53.8055,-121.6326,0.0,British Columbia,Other / unknown,2023
49.9167,-121.4445,0.0,British Columbia,Human,2023
55.293,-105.1521,0.1,Saskatchewan,Other / unknown,2023
51.7957,-92.6942,0.1,Ontario,Other / unknown,2023
50.4259,-105.6502,0.1,Saskatchewan,Human,2023
49.1697,-87.5233,0.1,Ontario,Other / unknown,2023
55.1844,-102.9433,0.1,Saskatchewan,Human,2023
50.9293,-79.131,0.1,Quebec,Other / unknown,2023
48.2613,-85.7431,0.1,Parks Canada,Other / unknown,2023
64.0526,-139.0142,0.1,Yukon,Human,2023
49.8711,-76.9358,0.1,Quebec,Human,2023
46.0884,-78.3869,0.1,Ontario,Human,2023
54.0444,-105.768,0.1,Saskatchewan,Human,2023
55.1739,-102.9331,0.1,Saskatchewan,Human,2023
49.2095,-80.888,0.1,Ontario,Other / unknown,2023
49.2338,-103.1272,0.1,Saskatchewan,Human,2023
56.8474,-67.422,0.1,Quebec,Other / unknown,2023
48.7707,-90.3112,0.1,Ontario,Other / unknown,2023
49.3329,-94.2862,0.1,Ontario,Other / unknown,2023
51.2224,-87.0637,0.1,Ontario,Other / unknown,2023
48.8779,-90.7244,0.1,Ontario,Other / unknown,2023
45.9405,-70.9664,0.1,Quebec,Human,2023
52.0001,-106.39,0.1,Saskatchewan,Human,2023
49.0038,-84.9729,0.1,Ontario,Other / unknown,2023
50.0184,-79.0645,0.1,Quebec,Other / unknown,2023
48.1323,-85.8806,0.1,Parks Canada,Other / unknown,2023
48.8179,-93.2758,0.1,Ontario,Other / unknown,2023
49.5115,-82.9355,0.1,Ontario,Other / unknown,2023
49.1447,-91.5113,0.1,Ontario,Other / unknown,2023
49.6586,-109.5072,0.1,Saskatchewan,Human,2023
54.9755,-102.3504,0.1,Saskatchewan,Other / unknown,2023
54.9195,-105.4417,0.1,Saskatchewan,Other / unknown,2023
54.5663,-102.7838,0.1,Saskatchewan,Other / unknown,2023
49.7826,-104.2098,0.1,Saskatchewan,Human,2023
54.5473,-103.8555,0.1,Saskatchewan,Other / unknown,2023
54.5563,-103.1037,0.1,Saskatchewan,Other / unknown,2023
54.5566,-103.0231,0.1,Saskatchewan,Other / unknown,2023
54.8348,-105.1158,0.1,Saskatchewan,Other / unknown,2023
49.5394,-82.9306,0.1,Ontario,Unknown,2023
48.9163,-91.34,0.1,Ontario,Other / unknown,2023
57.0902,-67.1237,0.1,Quebec,Other / unknown,2023
56.3163,-103.2343,0.1,Saskatchewan,Other / unknown,2023
50.1866,-94.7055,0.1,Ontario,Other / unknown,2023
48.2072,-77.711,0.1,Quebec,Human,2023
54.7495,-101.9136,0.1,Saskatchewan,Human,2023
51.0691,-118.1369,0.1,Parks Canada,Other / unknown,2023
54.8728,-103.1613,0.1,Saskatchewan,Other / unknown,2023
51.1691,-94.0491,0.1,Ontario,Other / unknown,2023
59.1517,-105.6309,0.1,Saskatchewan,Human,2023
51.3893,-116.1324,0.1,Parks Canada,Human,2023
48.4157,-85.8819,0.1,Parks Canada,Other / unknown,2023
55.1827,-102.9307,0.1,Saskatchewan,Human,2023
54.7654,-102.099,0.1,Saskatchewan,Other / unknown,2023
46.7511,-81.9388,0.1,Ontario,Other / unknown,2023
55.1859,-102.9428,0.1,Saskatchewan,Human,2023
48.5229,-88.8425,0.1,Ontario,Other / unknown,2023
51.3133,-106.0673,0.1,Saskatchewan,Human,2023
53.1468,-106.1616,0.1,Saskatchewan,Human,2023
55.1863,-102.931,0.1,Saskatchewan,Human,2023
54.8342,-103.1688,0.1,Saskatchewan,Other / unknown,2023
53.7167,-73.1091,0.1,Quebec,Other / unknown,2023
48.3343,-88.8284,0.1,Ontario,Human,2023
50.5407,-87.0754,0.1,Ontario,Other / unknown,2023
48.5772,-66.1433,0.1,Quebec,Other / unknown,2023
53.0021,-76.7303,0.1,Quebec,Other / unknown,2023
50.4239,-107.3305,0.1,Saskatchewan,Human,2023
54.0211,-102.4984,0.1,Saskatchewan,Other / unknown,2023
45.4474,-66.3465,0.1,New Brunswick,Human,2023
59.1526,-105.6349,0.1,Saskatchewan,Human,2023
55.1768,-102.9394,0.1,Saskatchewan,Human,2023
55.1712,-102.9325,0.1,Saskatchewan,Human,2023
55.1703,-102.938,0.1,Saskatchewan,Human,2023
55.1838,-102.9404,0.1,Saskatchewan,Human,2023
52.7619,-115.3515,0.1,Alberta,Human,2023
55.1745,-102.9252,0.1,Saskatchewan,Human,2023
54.0435,-105.7669,0.1,Saskatchewan,Human,2023
59.1996,-105.7781,0.1,Saskatchewan,Human,2023
52.3652,-107.1104,0.1,Saskatchewan,Human,2023
53.3117,-60.3745,0.1,Newfoundland and Labrador,Human,2023
48.6071,-91.7927,0.1,Ontario,Other / unknown,2023
56.4741,-118.1439,0.1,Alberta,Human,2023
53.28,-105.7577,0.1,Saskatchewan,Human,2023
53.2297,-105.9109,0.1,Saskatchewan,Human,2023
52.9223,-102.4909,0.1,Saskatchewan,Human,2023
48.4569,-58.4337,0.1,Newfoundland and Labrador,Human,2023
50.1928,-104.6234,0.1,Saskatchewan,Human,2023
46.3542,-73.6567,0.1,Quebec,Human,2023
55.3313,-104.6208,0.1,Saskatchewan,Other / unknown,2023
49.179,-87.4493,0.1,Ontario,Other / unknown,2023
55.587,-104.7554,0.1,Saskatchewan,Other / unknown,2023
45.2523,-80.1361,0.1,Ontario,Human,2023
48.5579,-85.3933,0.1,Ontario,Other / unknown,2023
52.6717,-106.1172,0.1,Saskatchewan,Human,2023
48.6343,-88.252,0.1,Ontario,Other / unknown,2023
48.8736,-93.5584,0.1,Ontario,Other / unknown,2023
55.1822,-102.9389,0.1,Saskatchewan,Human,2023
55.1718,-102.9379,0.1,Saskatchewan,Human,2023
48.7932,-86.584,0.1,Ontario,Other / unknown,2023
53.4155,-60.4149,0.1,Newfoundland and Labrador,Human,2023
44.9302,-65.2816,0.1,Nova Scotia,Human,2023
55.1749,-102.9234,0.1,Saskatchewan,Human,2023
55.1693,-102.9409,0.1,Saskatchewan,Human,2023
55.7005,-108.2893,0.1,Saskatchewan,Human,2023
55.1759,-102.9234,0.1,Saskatchewan,Human,2023
55.1762,-102.9206,0.1,Saskatchewan,Human,2023
50.4438,-87.3978,0.1,Ontario,Other / unknown,2023
46.7107,-81.5592,0.1,Ontario,Human,2023
47.9838,-83.5656,0.1,Ontario,Other / unknown,2023
53.2992,-104.872,0.1,Saskatchewan,Other / unknown,2023
55.0375,-105.2477,0.1,Saskatchewan,Other / unknown,2023
55.173,-102.9186,0.1,Saskatchewan,Human,2023
55.1742,-102.9259,0.1,Saskatchewan,Human,2023
55.1761,-102.9163,0.1,Saskatchewan,Human,2023
55.1756,-102.9211,0.1,Saskatchewan,Human,2023
46.3956,-80.9659,0.1,Ontario,Human,2023
55.1716,-102.9242,0.1,Saskatchewan,Human,2023
44.8068,-63.5912,0.1,Nova Scotia,Human,2023
55.17,-102.9375,0.1,Saskatchewan,Human,2023
52.425,-56.1059,0.1,Newfoundland and Labrador,Other / unknown,2023
54.8902,-103.3537,0.1,Saskatchewan,Human,2023
46.7865,-76.4133,0.1,Quebec,Human,2023
52.6271,-93.9994,0.1,Ontario,Other / unknown,2023
48.8878,-80.2842,0.1,Ontario,Other / unknown,2023
52.4545,-117.449,0.1,Parks Canada,Other / unknown,2023
48.3201,-83.4382,0.1,Ontario,Other / unknown,2023
53.1034,-109.4486,0.1,Saskatchewan,Human,2023
60.5704,-134.8657,0.1,Yukon,Unknown,2023
55.4742,-101.9992,0.1,Saskatchewan,Other / unknown,2023
50.8021,-89.2131,0.1,Ontario,Other / unknown,2023
55.1725,-102.9281,0.1,Saskatchewan,Human,2023
55.9183,-110.7315,0.1,Alberta,Unknown,2023
60.1213,-129.0048,0.1,Yukon,Other / unknown,2023
62.351,-114.5975,0.1,Northwest Territories,Human,2023
55.1718,-102.9417,0.1,Saskatchewan,Human,2023
63.2609,-136.5627,0.1,Yukon,Human,2023
54.8971,-105.4572,0.1,Saskatchewan,Other / unknown,2023
45.9371,-80.0649,0.1,Ontario,Other / unknown,2023
54.4341,-114.7139,0.1,Alberta,Human,2023
48.8343,-92.8112,0.1,Ontario,Other / unknown,2023
45.7487,-76.7646,0.1,Quebec,Human,2023
53.3988,-110.0053,0.1,Saskatchewan,Human,2023
49.0246,-87.8651,0.1,Ontario,Other / unknown,2023
45.8774,-80.5567,0.1,Ontario,Human,2023
55.184,-102.9311,0.1,Saskatchewan,Human,2023
46.7434,-70.1025,0.1,Quebec,Human,2023
49.6458,-102.4663,0.1,Saskatchewan,Human,2023
55.2695,-104.1729,0.1,Saskatchewan,Other / unknown,2023
48.5167,-58.2833,0.1,Newfoundland and Labrador,Human,2023
63.2579,-136.5418,0.1,Yukon,Human,2023
63.771,-139.172,0.1,Yukon,Unknown,2023
48.7104,-92.945,0.1,Ontario,Human,2023
55.3359,-105.7157,0.1,Saskatchewan,Human,2023
50.9302,-79.131,0.1,Quebec,Other / unknown,2023
48.8963,-55.0007,0.1,Newfoundland and Labrador,Human,2023
61.024,-135.2602,0.1,Yukon,Other / unknown,2023
50.2929,-94.2691,0.1,Ontario,Other / unknown,2023
64.1,-139.2,0.1,Yukon,Unknown,2023
63.6665,-136.3356,0.1,Yukon,Unknown,2023
52.524,-106.8685,0.1,Saskatchewan,Human,2023
55.2645,-105.7092,0.1,Saskatchewan,Other / unknown,2023
48.5088,-91.5948,0.1,Ontario,Other / unknown,2023
50.0875,-93.4768,0.1,Ontario,Other / unknown,2023
64.0822,-138.9203,0.1,Yukon,Other / unknown,2023
48.3748,-91.7857,0.1,Ontario,Other / unknown,2023
54.9462,-108.1225,0.1,Saskatchewan,Other / unknown,2023
46.6615,-73.4232,0.1,Quebec,Human,2023
60.3218,-134.7146,0.1,Yukon,Unknown,2023
47.4737,-52.877,0.1,Newfoundland and Labrador,Human,2023
63.2434,-136.5367,0.1,Yukon,Human,2023
50.6919,-94.177,0.1,Ontario,Other / unknown,2023
56.6053,-109.7617,0.1,Saskatchewan,Other / unknown,2023
46.2009,-82.5058,0.1,Ontario,Other / unknown,2023
55.4197,-104.5265,0.1,Saskatchewan,Other / unknown,2023
55.4258,-104.55,0.1,Saskatchewan,Other / unknown,2023
51.6629,-101.6249,0.1,Saskatchewan,Human,2023
49.0497,-55.6645,0.1,Newfoundland and Labrador,Human,2023
53.4939,-102.8587,0.1,Saskatchewan,Human,2023
54.7411,-101.9949,0.1,Saskatchewan,Other / unknown,2023
49.1173,-68.4411,0.1,Quebec,Human,2023
46.2825,-74.7122,0.1,Quebec,Human,2023
48.1379,-78.0407,0.1,Quebec,Human,2023
48.0942,-77.7658,0.1,Quebec,Human,2023
56.3705,-119.0016,0.1,Alberta,Human,2023
55.3578,-114.9916,0.1,Alberta,Human,2023
47.6177,-73.5164,0.1,Quebec,Other / unknown,2023
46.3866,-73.7031,0.1,Quebec,Human,2023
58.7196,-118.7447,0.1,Alberta,Human,2023
48.8891,-74.1911,0.1,Quebec,Other / unknown,2023
46.1941,-73.3621,0.1,Quebec,Human,2023
46.0595,-74.3324,0.1,Quebec,Other / unknown,2023
48.3845,-64.7479,0.1,Quebec,Human,2023
49.4174,-122.5471,0.1,British Columbia,Unknown,2023
45.9065,-72.4053,0.1,Quebec,Human,2023
48.248,-78.3054,0.1,Quebec,Human,2023
46.3839,-72.516,0.1,Quebec,Human,2023
55.9571,-110.7086,0.1,Alberta,Human,2023
56.483,-115.3571,0.1,Alberta,Human,2023
55.957,-110.7092,0.1,Alberta,Human,2023
46.3337,-75.4846,0.1,Quebec,Human,2023
55.932,-110.7248,0.1,Alberta,Human,2023
45.8599,-75.7147,0.1,Quebec,Human,2023
50.2923,-66.4128,0.1,Quebec,Human,2023
55.2582,-113.2259,0.1,Alberta,Unknown,2023
46.2705,-72.7938,0.1,Quebec,Human,2023
55.2644,-113.2306,0.1,Alberta,Human,2023
54.0358,-109.1486,0.1,Saskatchewan,Human,2023
55.9295,-110.7247,0.1,Alberta,Human,2023
45.9238,-75.9701,0.1,Quebec,Human,2023
46.425,-71.5557,0.1,Quebec,Human,2023
47.6332,-69.6191,0.1,Quebec,Human,2023
50.2121,-66.6369,0.1,Quebec,Human,2023
55.2617,-123.1468,0.1,British Columbia,Other / unknown,2023
46.2536,-70.7643,0.1,Quebec,Human,2023
45.6487,-75.5934,0.1,Quebec,Human,2023
55.1192,-112.4723,0.1,Alberta,Human,2023
55.3052,-115.2984,0.1,Alberta,Human,2023
58.9104,-117.6433,0.1,Alberta,Other / unknown,2023
49.564,-115.6621,0.1,British Columbia,Human,2023
49.0711,-117.8267,0.1,British Columbia,Unknown,2023
46.9632,-71.2126,0.1,Quebec,Human,2023
48.158,-77.7432,0.1,Quebec,Human,2023
51.8712,-122.1139,0.1,British Columbia,Other / unknown,2023
54.859,-128.8967,0.1,British Columbia,Unknown,2023
50.2324,-122.8586,0.1,British Columbia,Unknown,2023
45.9665,-71.6648,0.1,Quebec,Human,2023
49.5645,-115.6621,0.1,British Columbia,Human,2023
48.1795,-78.1626,0.1,Quebec,Human,2023
49.2817,-68.0069,0.1,Quebec,Human,2023
54.9662,-115.5708,0.1,Alberta,Human,2023
45.6447,-75.6212,0.1,Quebec,Human,2023
56.5197,-119.369,0.1,Alberta,Human,2023
46.0297,-74.6941,0.1,Quebec,Other / unknown,2023
58.1444,-118.977,0.1,Alberta,Other / unknown,2023
46.3193,-70.5312,0.1,Quebec,Human,2023
50.2288,-66.5372,0.1,Quebec,Human,2023
49.7344,-68.5935,0.1,Quebec,Human,2023
59.193,-119.0274,0.1,Alberta,Other / unknown,2023
45.2261,-72.3446,0.1,Quebec,Human,2023
52.2553,-115.7729,0.1,Alberta,Unknown,2023
53.1373,-116.4737,0.1,Alberta,Other / unknown,2023
50.8459,-118.5103,0.1,British Columbia,Other / unknown,2023
48.2116,-68.5229,0.1,Quebec,Human,2023
50.4112,-119.3909,0.1,British Columbia,Other / unknown,2023
45.0352,-72.4541,0.1,Quebec,Human,2023
55.958,-113.9157,0.1,Alberta,Human,2023
47.5621,-73.326,0.1,Quebec,Human,2023
47.388,-73.1467,0.1,Quebec,Other / unknown,2023
56.4803,-113.147,0.1,Alberta,Other / unknown,2023
49.7412,-74.3748,0.1,Quebec,Human,2023
50.1504,-120.5828,0.1,British Columbia,Human,2023
49.4248,-77.1984,0.1,Quebec,Other / unknown,2023
49.4673,-117.6378,0.1,British Columbia,Other / unknown,2023
48.2931,-69.8119,0.1,Quebec,Other / unknown,2023
49.7825,-69.5414,0.1,Quebec,Other / unknown,2023
48.0495,-72.0166,0.1,Quebec,Other / unknown,2023
50.0687,-72.1783,0.1,Quebec,Other / unknown,2023
48.7687,-76.0062,0.1,Quebec,Other / unknown,2023
46.9434,-71.3794,0.1,Quebec,Human,2023
53.313,-105.7585,0.1,Saskatchewan,Human,2023
48.4111,-71.5192,0.1,Quebec,Human,2023
45.9675,-74.2223,0.1,Quebec,Human,2023
52.4522,-121.7895,0.1,British Columbia,Other / unknown,2023
58.1017,-117.276,0.1,Alberta,Human,2023
47.5816,-70.2005,0.1,Quebec,Other / unknown,2023
58.1237,-117.6787,0.1,Alberta,Other / unknown,2023
56.2416,-118.3972,0.1,Alberta,Unknown,2023
51.7202,-115.418,0.1,Alberta,Unknown,2023
45.8244,-72.6216,0.1,Quebec,Human,2023
54.8705,-119.1017,0.1,Alberta,Human,2023
52.877,-116.8911,0.1,Alberta,Other / unknown,2023
58.6932,-114.9847,0.1,Alberta,Other / unknown,2023
48.4898,-74.8355,0.1,Quebec,Other / unknown,2023
45.0847,-72.3387,0.1,Quebec,Human,2023
46.3932,-72.5677,0.1,Quebec,Human,2023
49.1721,-70.8312,0.1,Quebec,Other / unknown,2023
47.4626,-77.2503,0.1,Quebec,Other / unknown,2023
46.0674,-72.2046,0.1,Quebec,Human,2023
55.9159,-110.7363,0.1,Alberta,Human,2023
48.8513,-70.4747,0.1,Quebec,Other / unknown,2023
55.3741,-115.7275,0.1,Alberta,Unknown,2023
46.9526,-74.2696,0.1,Quebec,Other / unknown,2023
47.5818,-73.9173,0.1,Quebec,Other / unknown,2023
49.4172,-71.2588,0.1,Quebec,Other / unknown,2023
55.3294,-116.8749,0.1,Alberta,Unknown,2023
46.086,-72.1615,0.1,Quebec,Human,2023
49.928,-120.5869,0.1,British Columbia,Other / unknown,2023
54.0595,-105.7957,0.1,Saskatchewan,Human,2023
49.4815,-114.4526,0.1,Alberta,Other / unknown,2023
54.2072,-116.7666,0.1,Alberta,Human,2023
56.3251,-103.2441,0.1,Saskatchewan,Human,2023
50.2865,-64.0275,0.1,Quebec,Human,2023
48.5202,-71.493,0.1,Quebec,Human,2023
48.1963,-85.8439,0.1,Parks Canada,Other / unknown,2023
48.2881,-91.0344,0.1,Ontario,Other / unknown,2023
