ctuid,name,all_vm,south_asian,chinese,black,filipino,arab,latin_american,southeast_asian,west_asian,korean,japanese,white,indigenous,population
4620007.00,4620007.00,24.8,1.4,1.5,9.5,0.0,4.5,5.2,1.7,0.0,0.0,0.0,72.8,2.4,5640
4620008.00,4620008.00,17.4,0.8,0.7,7.2,0.0,2.1,4.6,0.8,0.0,0.0,0.0,79.5,3.1,3070
4620009.00,4620009.00,31.2,2.0,1.9,15.7,0.0,3.9,4.6,2.9,0.0,0.0,0.0,67.8,1.0,3465
4620010.00,4620010.00,32.6,2.9,1.6,10.7,0.0,8.1,2.6,4.2,0.0,0.0,0.0,66.8,1.0,1535
4620011.00,4620011.00,28.6,0.3,4.5,10.4,0.2,5.3,4.2,2.4,0.3,0.0,0.2,70.6,0.8,5725
4620012.01,4620012.01,33.1,4.1,0.6,6.4,0.0,10.5,10.1,1.0,0.0,0.0,0.0,66.3,0.6,2580
4620012.02,4620012.02,42.2,1.3,1.8,13.7,0.3,14.6,8.8,0.5,0.8,0.0,0.0,56.3,1.5,3980
4620013.00,4620013.00,23.9,0.5,1.4,6.7,0.2,6.6,4.7,2.0,0.2,0.0,0.0,75.1,0.9,5270
4620014.03,4620014.03,37.5,3.9,2.7,14.7,0.0,7.4,3.4,2.4,0.9,0.0,0.0,61.6,0.7,3360
4620014.04,4620014.04,23.6,0.4,3.3,5.1,0.0,6.0,5.8,1.4,0.0,0.0,0.0,75.5,1.0,4055
4620015.00,4620015.00,14.5,1.2,0.2,3.6,0.0,3.5,3.9,1.0,0.0,0.0,0.0,83.8,1.6,4010
4620016.00,4620016.00,17.5,0.0,0.7,9.2,0.4,2.2,2.7,1.1,0.0,0.0,0.0,81.3,1.3,2225
4620017.00,4620017.00,12.4,0.0,1.7,3.6,0.0,3.3,2.1,0.0,0.0,0.0,0.0,85.9,1.7,2095
4620018.00,4620018.00,14.1,0.0,0.0,4.0,0.0,4.0,1.7,2.0,0.0,0.0,0.0,83.9,2.0,2020
4620019.00,4620019.00,12.1,1.3,0.0,6.1,0.0,0.6,1.3,1.9,0.0,0.0,0.0,86.5,1.5,2365
4620021.00,4620021.00,17.4,2.0,0.7,7.4,0.3,2.2,1.9,0.8,0.0,0.0,0.0,81.6,1.0,2965
4620022.00,4620022.00,14.3,1.7,0.0,5.3,0.0,1.3,3.0,1.0,0.0,0.0,0.0,82.3,3.3,1500
4620023.00,4620023.00,17.0,0.0,0.8,8.3,0.0,4.7,1.6,0.0,0.0,0.0,0.0,82.2,0.8,1265
4620024.00,4620024.00,17.7,0.0,1.2,7.7,0.0,0.8,5.5,2.0,0.0,0.0,0.0,81.1,1.2,2545
4620025.00,4620025.00,16.9,1.1,2.1,7.9,0.0,2.1,1.4,0.7,0.0,0.0,0.0,79.1,3.9,2845
4620026.00,4620026.00,18.0,0.4,1.4,7.5,0.0,3.7,2.9,0.4,0.0,0.0,0.0,79.9,2.1,2590
4620027.00,4620027.00,16.4,1.3,1.3,4.4,0.0,3.8,4.1,0.9,0.0,0.0,0.0,83.0,0.6,1585
4620028.00,4620028.00,11.0,0.7,1.2,2.4,0.0,2.9,1.4,1.9,0.0,0.0,0.0,86.3,2.6,2085
4620029.00,4620029.00,22.4,1.0,1.8,6.7,0.9,2.7,5.2,3.0,0.3,0.0,0.0,76.0,1.7,3935
4620030.00,4620030.00,28.7,0.7,3.9,8.8,0.0,5.7,5.4,2.1,0.9,0.0,0.0,70.2,1.0,3340
4620031.00,4620031.00,25.6,2.3,2.3,3.8,0.0,7.2,6.3,2.5,0.0,0.0,0.0,73.7,0.5,2775
4620032.00,4620032.00,26.4,1.7,1.4,8.5,0.0,7.5,2.4,4.1,0.7,0.0,0.0,72.2,1.0,1475
4620033.00,4620033.00,16.0,2.0,1.4,4.3,0.0,1.4,3.4,1.1,0.9,0.0,0.0,83.1,0.9,1745
4620034.00,4620034.00,33.7,4.2,6.0,8.8,0.0,3.2,5.1,2.6,0.0,0.0,0.0,64.4,1.8,2835
4620035.00,4620035.00,20.9,2.3,0.8,4.3,0.0,4.0,6.8,1.8,0.0,0.0,0.0,76.9,2.3,1990
4620036.00,4620036.00,27.8,2.7,2.2,5.7,0.0,5.0,9.4,0.0,0.5,0.0,0.0,71.2,1.2,2015
4620037.00,4620037.00,26.0,3.8,2.3,5.4,0.6,4.8,3.8,3.5,0.3,0.3,0.0,73.1,0.7,3420
4620038.00,4620038.00,38.9,15.5,2.0,8.2,0.0,5.5,3.5,1.7,0.0,0.0,0.0,60.1,1.0,2005
4620039.00,4620039.00,30.4,2.9,2.0,9.8,0.4,5.5,5.8,2.4,0.4,0.0,0.0,68.1,1.8,2255
4620041.00,4620041.00,35.2,7.8,1.7,7.8,0.0,8.7,5.6,1.7,0.8,0.0,0.0,62.8,1.7,1790
4620042.00,4620042.00,25.4,3.9,3.9,4.8,1.3,4.8,3.9,0.0,0.9,0.0,0.0,72.4,2.2,1140
4620043.00,4620043.00,25.7,1.2,4.9,6.9,0.8,3.3,5.3,0.0,0.0,0.0,0.0,73.5,0.8,1225
4620044.00,4620044.00,25.2,3.1,2.2,7.0,0.4,5.3,4.2,1.5,0.0,0.0,0.0,73.3,1.8,2285
4620045.00,4620045.00,21.6,2.5,1.1,5.3,0.0,5.0,3.5,2.8,0.0,0.0,1.4,75.9,2.1,1410
4620046.00,4620046.00,28.3,5.3,2.5,7.8,0.7,5.3,4.8,0.7,0.0,0.0,0.0,71.0,0.7,2170
4620047.00,4620047.00,24.8,1.3,0.0,4.7,0.0,5.4,7.4,0.0,0.0,0.0,0.0,73.8,1.3,745
4620048.00,4620048.00,21.3,1.5,2.3,6.2,0.0,2.8,6.0,1.1,0.0,0.0,0.0,77.2,1.5,2345
4620049.00,4620049.00,21.7,1.6,1.2,9.0,0.0,4.9,3.3,0.0,0.0,0.0,0.0,77.5,0.8,1220
4620050.00,4620050.00,33.1,5.9,3.3,7.7,0.0,6.6,6.6,2.2,0.7,0.0,0.0,65.8,1.1,1360
4620051.00,4620051.00,34.1,4.7,3.5,5.3,0.0,7.1,7.4,1.5,1.8,0.0,0.0,65.3,0.6,1700
4620052.00,4620052.00,33.3,4.3,2.4,8.9,0.0,4.3,6.2,3.1,1.4,0.7,0.0,61.9,4.8,2085
4620053.00,4620053.00,31.7,2.6,6.0,6.0,0.0,6.0,4.5,3.8,0.0,0.0,0.0,66.4,1.5,1325
4620054.00,4620054.00,37.5,4.9,7.6,5.8,0.0,6.2,7.6,3.1,0.0,1.3,0.0,61.6,0.9,1120
4620055.01,4620055.01,22.7,1.9,3.6,6.7,0.3,4.4,2.3,1.3,1.1,0.3,0.3,76.5,0.8,5560
4620055.02,4620055.02,15.3,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7,0.0,555
4620056.00,4620056.00,55.1,4.7,26.1,2.9,0.0,7.0,4.2,1.6,1.8,2.3,0.0,44.1,1.0,1915
4620057.00,4620057.00,61.1,5.7,30.6,7.0,0.0,7.3,3.2,3.5,1.6,0.0,0.0,35.4,2.9,1570
4620058.00,4620058.00,54.5,5.4,22.8,4.9,0.9,6.2,4.5,4.9,1.8,0.0,0.0,45.5,0.0,1120
4620059.00,4620059.00,33.0,5.1,4.3,4.3,0.7,4.7,4.7,3.3,3.6,0.7,0.0,66.3,1.1,1380
4620060.00,4620060.00,79.6,33.6,10.0,8.5,0.0,5.2,10.4,5.2,2.8,0.0,0.0,19.9,0.0,1055
4620061.00,4620061.00,37.7,4.8,10.0,5.2,0.0,4.3,7.4,1.3,3.9,0.9,0.0,61.5,0.9,1155
4620062.00,4620062.00,49.8,4.9,17.0,4.0,0.6,9.5,3.3,2.7,3.3,2.8,0.3,49.9,0.4,4520
4620063.00,4620063.00,69.2,3.3,36.2,2.7,0.4,16.2,2.2,1.3,2.9,1.3,0.5,30.2,0.5,5055
4620064.00,4620064.00,63.4,16.1,8.2,2.5,0.0,24.5,2.5,1.7,5.4,0.8,0.0,36.3,0.0,1775
4620065.01,4620065.01,76.9,22.0,17.0,4.0,0.9,15.8,3.7,2.1,7.8,1.1,0.2,23.0,0.2,6595
4620065.02,4620065.02,58.7,10.3,15.8,6.5,0.7,11.5,2.5,1.2,4.9,2.9,0.7,40.9,0.4,3390
4620066.01,4620066.01,71.6,16.9,16.5,2.5,0.3,22.9,2.5,2.2,4.2,1.1,1.0,27.9,0.5,3945
4620066.02,4620066.02,56.9,6.7,22.4,3.7,0.5,8.4,3.7,2.6,5.1,1.6,0.8,42.1,1.1,3215
4620067.00,4620067.00,47.6,6.6,3.1,14.8,1.1,10.0,3.1,4.3,2.6,0.0,0.0,50.7,1.7,1755
4620068.00,4620068.00,76.6,19.6,2.7,28.5,0.0,15.1,2.7,0.0,3.6,0.0,0.0,23.4,0.0,1685
4620069.01,4620069.01,50.5,4.2,13.5,6.0,0.3,13.2,4.1,1.2,4.5,1.1,0.4,49.1,0.4,4750
4620069.02,4620069.02,34.3,3.7,6.5,6.7,0.0,7.4,3.0,1.2,1.3,1.1,0.4,65.0,0.6,4105
4620070.01,4620070.01,35.2,4.5,6.5,3.8,0.3,5.6,4.6,2.8,2.3,1.4,0.0,64.6,0.3,3555
4620070.02,4620070.02,37.5,3.4,5.8,5.4,0.4,7.7,5.1,2.3,3.7,1.3,0.6,62.0,0.5,5180
4620072.00,4620072.00,26.0,1.5,2.7,13.0,0.7,2.1,3.7,0.9,0.4,0.0,0.0,71.4,2.5,3745
4620073.00,4620073.00,25.3,1.1,0.8,15.7,0.0,1.4,3.6,0.8,1.1,0.0,0.0,71.9,2.8,1815
4620074.00,4620074.00,22.8,3.3,2.7,6.6,0.7,3.8,2.3,0.7,0.4,0.9,0.7,74.7,2.5,3460
4620075.00,4620075.00,26.8,7.2,1.5,6.2,0.0,3.1,5.0,0.9,0.4,0.6,0.0,71.7,1.5,2720
4620076.00,4620076.00,29.3,5.4,2.9,10.7,0.0,2.9,1.4,2.8,0.6,0.0,1.1,69.3,1.4,3230
4620077.00,4620077.00,43.7,7.7,4.1,12.2,0.7,7.9,5.4,2.1,1.3,0.4,0.5,55.2,1.0,4195
4620078.00,4620078.00,33.0,7.2,5.2,8.3,0.0,5.9,2.1,1.8,0.4,0.0,0.3,64.9,1.9,3965
4620079.00,4620079.00,27.4,5.3,2.6,8.1,0.6,3.2,2.8,1.7,1.4,0.4,0.0,71.8,0.8,4635
4620080.00,4620080.00,21.0,0.0,4.3,5.6,0.0,1.2,3.1,0.0,0.0,0.0,0.0,79.0,0.0,810
4620081.00,4620081.00,24.9,2.2,2.6,6.2,0.4,4.0,4.0,2.5,0.4,0.6,0.6,74.3,0.7,3410
4620082.00,4620082.00,36.5,4.1,3.4,17.0,0.0,5.7,2.8,1.1,0.7,0.0,0.0,62.4,1.1,2180
4620083.00,4620083.00,21.0,2.3,1.6,8.5,0.7,3.4,2.1,0.7,0.6,0.3,0.0,78.1,0.9,3405
4620084.00,4620084.00,30.7,1.4,3.5,15.0,0.4,4.1,2.2,0.4,0.4,0.0,0.0,68.9,0.6,2460
4620085.00,4620085.00,41.5,2.8,4.2,16.9,0.0,0.0,11.3,1.4,2.1,0.0,0.0,58.5,0.0,710
4620086.00,4620086.00,24.0,2.7,6.0,3.8,0.0,3.2,4.0,1.3,0.4,0.3,0.3,75.0,1.0,3855
4620087.00,4620087.00,35.1,2.8,2.8,17.4,1.3,3.6,3.0,2.0,0.9,0.0,0.0,63.5,1.4,3195
4620088.00,4620088.00,20.5,1.1,2.4,7.2,0.0,2.3,3.9,2.0,0.3,0.0,0.0,76.3,3.3,3495
4620089.00,4620089.00,28.8,3.2,8.9,6.0,1.2,2.6,3.6,1.5,0.0,0.4,0.0,69.9,1.3,4935
4620090.00,4620090.00,40.0,6.9,15.4,6.4,0.6,3.5,3.3,0.8,0.3,0.6,0.2,59.0,1.1,4520
4620092.00,4620092.00,30.5,1.7,12.1,4.7,1.2,3.6,4.0,1.7,0.2,0.2,0.0,68.2,1.4,5815
4620093.00,4620093.00,20.8,0.8,3.6,5.8,0.9,1.4,5.3,0.5,0.9,0.0,0.5,75.9,3.3,3200
4620094.01,4620094.01,56.0,4.2,2.5,25.4,4.8,7.0,3.1,2.3,0.9,1.3,0.6,42.4,1.4,6295
4620095.00,4620095.00,40.3,2.5,5.7,7.2,2.0,4.2,8.7,3.0,1.2,0.0,1.7,59.0,1.0,2010
4620096.00,4620096.00,28.2,1.9,4.3,8.0,3.0,3.7,4.1,1.5,0.0,0.4,0.0,69.8,1.9,2320
4620097.01,4620097.01,46.2,3.0,3.1,7.5,4.5,4.5,3.6,1.1,11.8,3.2,0.9,52.7,1.2,6170
4620097.02,4620097.02,61.6,6.5,8.2,11.8,1.7,5.3,3.8,1.2,16.0,3.9,0.0,37.8,0.6,3850
4620098.00,4620098.00,34.3,3.2,4.2,12.0,2.8,4.7,2.8,1.4,0.5,1.1,0.5,65.0,0.6,5460
4620099.00,4620099.00,34.0,3.1,7.0,7.3,0.4,3.7,3.2,0.5,3.5,3.1,0.0,65.4,0.6,5715
4620100.01,4620100.01,42.3,4.1,4.1,12.1,4.7,5.2,3.4,1.2,2.6,2.4,0.7,57.3,0.4,4160
4620100.02,4620100.02,49.6,5.6,10.1,12.3,6.2,5.1,3.9,0.7,2.3,0.0,0.0,49.9,0.6,3455
4620101.01,4620101.01,53.1,5.9,5.0,19.8,3.8,3.9,4.2,1.4,3.0,4.2,0.0,46.7,0.2,4060
4620101.02,4620101.02,65.7,3.6,5.2,29.0,13.1,6.7,4.3,0.7,1.4,0.0,0.0,33.7,0.7,3575
4620102.00,4620102.00,23.4,2.8,2.4,5.1,0.5,3.6,3.4,0.7,1.0,1.0,0.0,75.0,1.6,4120
4620103.00,4620103.00,18.6,0.6,3.3,4.1,0.0,2.4,2.2,1.2,0.6,1.6,0.6,81.2,0.4,2450
4620104.00,4620104.00,15.3,2.5,3.2,2.1,0.0,1.4,2.0,0.9,1.2,0.9,0.5,82.8,2.0,2815
4620105.00,4620105.00,20.2,0.9,2.5,3.5,1.2,2.6,2.2,1.0,0.7,3.1,1.3,78.9,0.9,3420
4620106.00,4620106.00,31.9,3.8,5.6,5.6,0.5,3.8,2.9,0.0,7.2,0.8,0.5,66.8,1.1,1865
4620107.00,4620107.00,43.0,6.1,6.1,7.3,3.5,5.1,5.1,1.6,4.5,2.5,0.6,56.1,0.6,1570
4620108.00,4620108.00,21.7,4.3,6.0,2.2,0.8,1.7,2.8,1.0,0.8,0.7,0.3,77.8,0.4,3610
4620109.00,4620109.00,35.6,8.4,3.3,6.8,2.7,3.5,5.2,0.0,2.2,0.0,0.8,64.4,0.0,1840
4620110.00,4620110.00,48.9,7.4,3.8,9.5,6.6,7.9,4.5,1.5,2.3,2.1,1.0,49.9,1.2,4070
4620111.00,4620111.00,51.7,7.0,3.8,10.1,14.9,4.5,4.5,2.9,1.1,0.3,0.0,47.7,0.6,6965
4620112.01,4620112.01,69.3,15.0,3.0,11.0,25.5,4.5,1.5,5.7,0.2,0.0,0.0,30.7,0.0,5840
4620112.02,4620112.02,70.7,9.6,1.5,8.1,40.2,3.2,1.8,3.1,0.5,0.5,0.0,29.4,0.0,4255
4620113.00,4620113.00,49.9,4.6,7.6,8.5,12.5,5.9,3.9,3.4,0.9,0.8,0.0,49.3,0.7,4880
4620114.00,4620114.00,37.2,6.8,4.5,7.0,2.3,8.7,1.3,2.3,1.7,0.0,0.0,62.2,0.6,2355
4620115.01,4620115.01,34.7,4.2,7.1,5.0,2.6,9.7,3.3,0.5,1.2,0.0,0.0,65.3,0.0,2120
4620115.02,4620115.02,49.4,5.6,1.9,7.6,1.3,14.8,4.5,1.5,10.2,0.3,0.0,49.8,0.8,5905
4620116.00,4620116.00,61.3,15.1,2.8,10.7,12.3,10.3,4.9,1.9,0.8,0.7,0.2,38.2,0.5,6485
4620117.00,4620117.00,86.8,12.7,3.1,10.0,47.9,3.6,2.3,4.4,0.0,0.0,0.0,13.3,0.0,3900
4620118.00,4620118.00,78.7,15.7,1.3,8.1,35.3,5.4,3.6,5.6,0.2,0.0,0.0,21.3,0.0,4450
4620119.00,4620119.00,87.9,24.2,2.4,9.8,35.8,2.9,1.8,5.5,0.0,0.0,0.0,11.8,0.4,6115
4620120.01,4620120.01,66.6,11.2,9.5,13.7,9.1,8.9,4.5,4.2,2.5,0.6,0.3,33.2,0.2,7175
4620120.02,4620120.02,12.1,0.0,3.6,0.0,0.9,3.1,0.0,1.3,1.3,0.0,0.0,87.9,0.0,1115
4620121.00,4620121.00,38.4,4.3,4.8,4.5,0.0,7.6,5.1,4.8,4.3,0.0,0.0,61.6,0.0,1980
4620122.00,4620122.00,77.5,15.5,1.3,16.7,15.4,11.2,6.5,6.6,1.0,0.0,0.0,21.9,0.6,6345
4620123.00,4620123.00,62.7,7.8,3.1,12.9,9.5,18.1,4.3,2.2,2.1,0.6,0.0,36.8,0.5,6300
4620124.00,4620124.00,59.1,7.2,1.5,17.4,6.8,16.9,5.5,1.7,0.4,0.0,0.0,40.2,0.7,5850
4620125.00,4620125.00,27.1,1.8,0.5,5.2,1.1,8.5,2.7,0.8,4.9,0.2,0.0,72.5,0.3,6185
4620126.00,4620126.00,28.0,0.7,5.0,9.7,0.0,4.7,3.2,1.7,1.2,0.0,0.5,72.0,0.0,2015
4620127.01,4620127.01,47.8,4.4,5.8,7.7,2.1,16.3,4.5,2.3,2.3,0.3,0.0,51.7,0.5,5555
4620128.00,4620128.00,33.4,3.1,5.5,4.5,0.9,7.5,3.9,0.6,5.3,0.5,0.3,66.3,0.4,3995
4620129.01,4620129.01,37.8,6.0,6.4,3.5,0.9,10.3,2.4,0.5,5.8,0.5,0.0,61.2,0.8,4230
4620129.02,4620129.02,43.5,6.6,9.1,3.4,0.0,14.3,2.8,0.4,4.2,0.9,0.7,56.1,0.4,3425
4620130.00,4620130.00,55.3,12.4,16.2,5.2,1.6,4.9,3.8,1.9,2.6,2.4,1.4,43.8,0.7,2865
4620131.00,4620131.00,50.5,10.5,12.8,5.2,1.1,6.6,4.9,0.6,2.5,2.2,0.6,49.1,0.5,3240
4620132.00,4620132.00,39.7,6.7,5.9,6.8,0.4,7.1,3.7,1.5,3.1,1.6,0.2,58.1,2.2,4690
4620133.00,4620133.00,34.5,3.7,4.5,6.5,0.0,7.9,4.1,1.6,2.2,0.4,0.0,63.7,2.0,2535
4620134.00,4620134.00,18.3,1.8,2.3,1.8,0.0,3.2,3.2,3.2,0.0,1.4,0.0,79.9,1.8,1095
4620135.00,4620135.00,11.5,0.0,0.0,2.1,0.0,1.2,2.7,1.5,0.0,0.0,0.6,87.3,0.9,1650
4620136.00,4620136.00,19.0,3.0,3.2,2.3,0.0,4.0,4.0,0.7,0.5,0.4,0.0,80.5,0.4,2845
4620137.00,4620137.00,30.6,0.9,6.0,9.8,0.0,3.4,3.0,0.9,2.1,1.7,0.0,69.8,0.0,1175
4620138.00,4620138.00,16.3,2.0,2.8,2.8,0.0,1.3,1.8,1.5,1.3,0.0,1.3,82.7,1.3,1965
4620139.00,4620139.00,21.5,4.7,1.6,5.0,0.0,4.8,3.7,0.0,0.3,0.0,0.3,77.5,1.1,3205
4620140.00,4620140.00,20.4,0.0,1.1,2.2,0.7,4.8,3.7,4.1,0.0,1.1,0.0,80.0,0.0,1350
4620141.00,4620141.00,15.1,0.8,1.9,3.0,0.0,1.1,3.8,1.9,0.0,1.1,0.0,84.1,0.5,1820
4620142.00,4620142.00,22.6,3.8,0.0,4.7,0.0,5.6,2.9,1.5,2.1,0.0,1.2,76.8,0.9,1705
4620143.00,4620143.00,19.9,2.0,2.7,2.5,0.0,5.7,2.7,2.7,0.8,0.0,0.0,79.3,0.8,2440
4620144.00,4620144.00,20.3,1.2,2.1,3.1,0.0,3.9,6.7,1.3,0.9,0.0,0.0,78.8,0.9,3350
4620146.00,4620146.00,14.4,1.6,0.6,3.2,0.0,2.8,2.0,1.2,0.4,0.0,0.4,85.6,0.0,2530
4620147.00,4620147.00,13.4,0.5,2.3,2.1,0.5,2.3,3.9,1.2,0.4,0.0,0.0,85.7,1.1,2840
4620148.00,4620148.00,12.9,1.0,0.0,7.5,0.0,1.0,2.5,0.0,0.0,0.0,0.0,87.6,0.0,1005
4620149.00,4620149.00,19.5,1.1,1.9,3.8,0.0,3.8,6.5,0.3,0.5,0.0,0.8,78.9,1.4,3150
4620150.00,4620150.00,21.7,0.8,0.0,6.9,0.0,5.4,5.2,0.8,0.0,0.0,0.0,77.7,0.8,2395
4620151.00,4620151.00,12.8,0.0,0.5,3.3,0.0,3.3,2.3,1.0,1.0,0.0,0.0,85.0,2.5,1995
4620152.00,4620152.00,13.1,0.0,0.0,4.5,0.0,2.1,4.5,0.6,0.0,0.0,0.0,85.5,1.5,1685
4620153.00,4620153.00,35.6,1.3,0.0,5.4,1.3,10.7,7.4,7.4,1.3,0.0,0.0,63.1,1.3,745
4620154.00,4620154.00,13.5,0.0,1.0,2.4,0.0,3.8,4.3,1.0,0.0,0.0,0.0,86.1,0.0,1040
4620155.00,4620155.00,12.2,0.0,0.8,3.3,0.0,4.7,1.7,0.6,0.0,0.0,0.0,87.0,1.1,1805
4620156.00,4620156.00,10.2,1.6,0.8,2.9,0.0,1.6,1.9,0.5,0.0,0.0,0.0,88.5,1.1,1865
4620157.00,4620157.00,14.5,2.0,1.6,3.4,0.0,1.6,3.8,1.1,0.0,0.0,0.0,82.6,2.9,2210
4620158.00,4620158.00,9.9,0.7,1.5,3.0,0.0,0.7,2.2,0.0,0.0,0.0,0.5,88.7,1.2,2030
4620159.00,4620159.00,8.3,0.5,0.8,1.3,0.0,3.1,2.1,0.0,0.0,0.0,0.0,90.4,1.0,1930
4620160.00,4620160.00,22.0,1.4,2.3,6.1,0.0,4.3,2.9,1.4,0.9,0.0,1.2,76.8,1.2,1725
4620161.00,4620161.00,22.1,4.4,2.0,2.7,0.0,2.0,7.1,0.7,0.5,0.5,0.0,77.2,0.5,2040
4620162.00,4620162.00,21.7,0.6,4.6,2.6,0.0,2.0,7.1,0.9,0.6,1.7,0.6,76.9,1.4,1750
4620163.00,4620163.00,14.8,0.7,2.1,2.1,0.3,1.2,3.6,1.2,0.8,0.3,1.0,84.2,1.0,3040
4620164.00,4620164.00,21.6,1.6,1.6,3.0,0.0,5.2,2.3,2.0,3.6,0.0,0.0,77.7,0.7,1525
4620165.00,4620165.00,11.7,1.0,0.7,3.1,0.0,1.2,3.8,0.5,0.0,0.0,0.0,87.4,1.0,2095
4620166.00,4620166.00,22.4,2.8,5.6,4.7,0.0,2.8,0.0,3.7,0.0,0.0,0.0,77.6,0.0,535
4620167.00,4620167.00,10.6,1.0,1.0,1.8,0.0,0.8,2.6,0.4,0.4,0.0,0.6,88.2,1.0,2455
4620168.00,4620168.00,10.1,1.4,1.7,1.4,0.0,2.4,0.7,1.7,0.0,0.3,0.0,89.2,0.9,2870
4620169.00,4620169.00,15.2,1.6,1.1,4.0,0.0,1.8,3.1,1.1,0.0,0.0,0.7,84.6,0.4,2235
4620170.00,4620170.00,14.8,1.4,1.7,3.8,0.0,1.4,3.8,1.0,0.0,0.0,0.0,84.7,0.5,2095
4620171.00,4620171.00,21.6,1.5,1.2,5.2,0.2,2.3,4.7,3.3,0.5,0.2,1.1,77.6,0.8,4600
4620172.00,4620172.00,22.0,1.1,1.5,7.0,0.4,3.0,3.9,0.8,1.7,0.0,0.8,76.9,1.1,2660
4620173.00,4620173.00,17.4,0.5,1.7,2.9,0.0,2.7,5.2,0.7,0.7,0.0,1.0,81.1,1.5,2035
4620174.00,4620174.00,12.2,0.0,2.8,1.1,0.0,2.3,3.0,1.4,0.0,0.0,0.0,87.6,0.5,2175
4620175.00,4620175.00,12.2,0.8,1.3,1.3,0.0,1.5,1.3,3.1,0.0,0.0,2.5,87.3,0.8,1965
4620176.00,4620176.00,9.1,0.0,0.0,2.2,0.0,1.6,3.1,0.6,0.0,0.6,0.0,91.2,0.0,1595
4620177.00,4620177.00,13.2,0.8,2.3,2.3,0.8,3.0,1.9,0.0,1.5,0.0,0.0,85.3,1.5,1325
4620178.00,4620178.00,15.9,0.6,0.4,3.8,0.4,3.4,3.2,1.7,0.0,0.6,0.0,83.1,0.8,2360
4620179.00,4620179.00,12.7,0.0,0.3,5.0,0.0,3.1,2.0,1.1,0.0,0.0,0.0,85.2,2.2,3705
4620180.00,4620180.00,14.7,0.3,0.3,5.9,0.0,2.3,3.2,1.5,0.0,0.0,0.0,83.4,1.8,3305
4620181.00,4620181.00,17.0,0.4,0.4,7.6,0.0,3.2,3.8,0.7,0.3,0.0,0.0,81.8,1.2,5430
4620182.00,4620182.00,9.5,0.0,0.0,1.9,0.0,3.5,1.7,1.4,0.5,0.0,0.0,89.6,0.9,2115
4620183.00,4620183.00,10.9,0.5,0.7,4.3,0.0,0.7,4.0,0.0,0.0,0.0,0.0,88.1,1.0,2105
4620184.00,4620184.00,14.2,0.9,1.4,4.8,0.5,2.1,2.6,0.9,0.0,0.0,0.0,84.9,0.7,2890
4620185.00,4620185.00,19.6,0.3,1.0,6.9,0.0,4.0,4.6,0.5,0.6,0.0,0.8,79.0,1.3,5230
4620186.00,4620186.00,27.4,0.5,0.7,9.0,0.0,6.2,9.5,0.6,0.0,0.0,0.0,71.6,1.1,4685
4620187.01,4620187.01,22.6,1.5,1.1,6.1,0.0,5.7,5.5,1.5,0.3,0.0,0.5,76.4,1.0,3095
4620187.03,4620187.03,23.3,1.0,1.2,4.8,0.0,4.8,9.2,1.4,0.0,0.0,0.2,75.4,1.1,4805
4620187.04,4620187.04,19.0,0.8,3.3,3.5,0.0,5.1,3.2,1.6,0.0,0.6,0.3,80.5,0.5,6195
4620188.01,4620188.01,28.7,1.4,1.1,7.4,0.0,6.7,7.4,2.1,0.0,0.0,0.0,70.6,0.7,2175
4620188.02,4620188.02,27.3,0.6,3.8,9.0,1.2,4.4,7.0,1.2,0.0,0.0,0.0,71.7,0.8,2510
4620190.01,4620190.01,34.3,3.3,4.1,8.6,0.0,7.5,7.0,1.6,0.3,0.0,0.0,65.4,0.3,3785
4620190.02,4620190.02,15.0,0.3,3.0,3.1,0.4,2.8,3.4,1.4,0.4,0.5,0.0,83.9,1.3,3995
4620191.00,4620191.00,28.3,1.1,2.7,7.3,0.0,7.0,5.1,3.8,0.3,0.0,0.0,70.2,1.6,6125
4620192.00,4620192.00,26.9,0.9,5.4,5.0,0.0,4.1,6.6,3.9,0.0,0.0,0.0,72.1,0.6,2710
4620193.00,4620193.00,32.6,0.0,0.5,15.2,0.0,8.1,5.6,2.5,0.0,0.0,0.0,66.4,0.7,2040
4620194.01,4620194.01,40.7,0.4,3.9,16.5,0.2,8.4,7.0,2.6,0.2,0.0,0.4,58.6,0.8,4610
4620194.02,4620194.02,35.6,0.7,1.6,18.1,0.0,7.4,4.3,2.4,0.0,0.0,0.0,63.2,1.2,4465
4620195.01,4620195.01,26.8,1.2,1.7,6.5,0.8,8.7,4.8,2.6,0.0,0.0,0.0,72.6,0.6,3230
4620195.02,4620195.02,41.2,2.1,1.3,13.9,0.5,11.4,5.4,4.4,0.6,0.0,0.3,58.4,0.5,5170
4620195.03,4620195.03,34.9,0.9,0.8,6.3,0.3,12.3,8.0,4.2,0.3,0.0,0.5,64.7,0.4,5030
4620196.00,4620196.00,31.7,0.0,1.2,9.8,0.0,9.8,7.1,2.8,0.4,0.0,0.0,67.3,1.0,4070
4620197.00,4620197.00,30.0,0.4,1.9,9.6,0.0,10.2,4.4,2.0,0.0,0.0,0.0,68.4,1.6,4790
4620198.00,4620198.00,30.8,0.0,1.0,9.3,0.2,11.4,5.7,2.2,0.3,0.0,0.0,68.4,0.9,4990
4620199.00,4620199.00,31.0,2.2,3.2,10.3,0.0,6.2,4.7,3.2,0.0,0.0,0.0,68.5,0.4,2680
