ctuid,name,english,french,mandarin,punjabi,cantonese,spanish,arabic,tagalog,italian,vietnamese,portuguese,urdu,other,population
5370017.00,5370017.00,96.3,0.3,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.1,2.3,3475
5370019.00,5370019.00,84.3,0.2,0.6,0.5,0.1,1.7,2.8,1.0,0.4,0.5,0.4,0.1,7.4,4040
5370020.00,5370020.00,91.4,0.1,0.1,0.2,0.2,0.6,0.6,1.6,0.2,0.2,0.4,0.0,4.4,4065
5370021.00,5370021.00,88.5,0.4,0.3,0.3,0.2,1.3,1.3,1.6,0.1,0.1,0.2,0.0,5.7,4490
5370022.00,5370022.00,89.2,0.4,0.1,0.3,0.1,0.9,0.7,1.6,0.3,0.3,0.3,0.3,5.5,4760
5370023.00,5370023.00,91.9,0.4,0.0,0.0,0.0,1.7,0.4,0.9,0.4,0.0,0.4,0.0,3.9,2350
5370024.00,5370024.00,91.2,0.0,0.0,0.0,0.0,1.0,1.4,0.2,0.8,0.0,0.4,0.0,5.0,2565
5370025.00,5370025.00,94.7,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.7,0.2,0.4,0.0,3.3,2850
5370026.01,5370026.01,76.1,0.3,0.1,0.1,0.0,0.9,1.2,0.1,0.9,0.6,0.1,0.3,19.3,3475
5370026.02,5370026.02,72.6,0.0,0.0,0.9,0.3,0.3,1.7,0.6,2.6,0.3,0.3,0.6,19.8,1715
5370026.03,5370026.03,70.6,0.6,0.0,3.0,0.2,0.2,0.2,0.2,3.7,0.6,0.4,1.1,19.2,2310
5370026.04,5370026.04,81.3,0.0,0.0,0.6,0.0,0.0,0.9,0.3,1.9,0.6,0.0,0.3,14.1,1580
5370026.05,5370026.05,79.9,0.6,0.0,0.7,0.1,1.1,1.4,0.2,1.6,0.5,0.5,0.5,12.9,4010
5370026.06,5370026.06,74.0,0.6,0.2,0.9,0.2,2.0,1.8,0.7,0.3,0.3,0.2,1.8,17.0,6125
5370027.00,5370027.00,86.4,1.9,0.0,0.0,0.0,0.9,0.5,0.0,0.5,0.0,0.9,0.0,8.9,1070
5370028.00,5370028.00,87.5,1.1,0.0,0.2,0.0,1.9,0.0,0.4,0.7,0.7,0.4,0.0,7.1,2850
5370029.00,5370029.00,89.8,0.9,0.1,0.3,0.0,1.4,0.8,0.1,0.5,0.0,0.3,0.2,5.6,4570
5370030.00,5370030.00,95.5,0.2,0.0,0.0,0.1,0.4,0.0,0.1,0.2,0.0,0.1,0.0,3.4,4145
5370031.00,5370031.00,95.6,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.2,0.0,3.2,2030
5370032.00,5370032.00,91.0,0.8,0.2,0.0,0.2,1.6,0.6,0.0,0.0,0.2,0.3,0.0,5.1,3120
5370033.00,5370033.00,91.5,0.3,0.0,0.2,0.2,2.0,0.8,0.3,0.2,0.3,0.5,0.0,3.7,3055
5370034.00,5370034.00,75.1,0.7,0.9,0.3,0.2,2.0,4.4,1.4,0.1,0.4,0.4,0.3,13.8,5695
5370035.00,5370035.00,87.1,0.7,0.3,0.1,0.3,1.3,1.0,1.4,0.1,0.4,0.1,0.4,6.8,3575
5370036.00,5370036.00,74.3,0.8,2.0,0.5,0.5,1.2,3.1,1.2,0.2,0.8,0.9,0.2,14.3,3250
5370037.00,5370037.00,73.0,0.8,6.1,0.5,0.3,2.2,2.0,0.2,0.0,0.2,0.3,0.2,14.2,3190
5370038.00,5370038.00,82.3,0.7,1.3,0.2,0.1,1.3,2.1,0.5,0.4,0.2,0.5,0.1,10.3,4135
5370039.00,5370039.00,80.0,0.5,1.1,0.1,0.2,1.6,3.0,0.5,0.2,0.3,0.4,0.1,12.0,5500
5370040.00,5370040.00,94.0,0.8,0.2,0.0,0.2,0.5,0.2,0.0,0.2,0.0,0.0,0.0,3.9,2000
5370041.00,5370041.00,90.3,0.2,0.9,0.5,0.2,0.5,0.9,0.2,0.2,0.2,0.7,0.0,5.2,2170
5370042.00,5370042.00,94.4,0.5,0.0,0.0,0.0,0.4,0.4,0.2,0.5,0.0,0.2,0.0,3.4,2850
5370043.00,5370043.00,75.3,0.2,5.6,0.5,0.6,0.7,1.5,0.1,0.0,0.1,0.2,0.5,14.7,4295
5370044.00,5370044.00,79.0,0.4,1.9,0.6,0.1,1.0,3.2,0.3,0.0,0.1,0.1,0.6,12.7,3910
5370045.00,5370045.00,86.5,0.5,6.0,0.2,0.5,0.3,0.3,0.0,0.3,0.0,0.0,0.3,5.1,3250
5370046.00,5370046.00,78.0,0.4,5.7,0.6,0.6,1.0,1.6,0.3,0.1,0.3,0.7,0.4,10.3,3425
5370047.00,5370047.00,84.8,0.5,1.4,0.0,1.0,0.6,1.3,0.3,0.8,0.3,1.1,0.0,7.9,3135
5370048.00,5370048.00,69.8,0.3,1.7,0.6,1.1,3.9,2.2,1.1,0.0,2.0,0.3,0.3,16.7,1790
5370049.00,5370049.00,67.6,0.5,2.0,0.3,1.2,1.8,2.1,0.7,0.0,1.2,0.3,0.8,21.5,3025
5370050.00,5370050.00,78.7,0.7,0.6,0.6,0.1,1.7,1.7,0.6,0.6,1.5,1.8,0.1,11.3,4210
5370051.00,5370051.00,84.2,0.4,0.1,0.4,0.6,1.7,1.7,0.4,0.2,0.9,0.4,0.1,8.9,4050
5370052.00,5370052.00,94.5,0.4,0.0,0.0,0.0,0.7,0.1,0.3,0.3,0.3,0.1,0.0,3.3,3800
5370053.00,5370053.00,92.3,0.0,0.0,0.3,0.0,1.3,0.7,0.3,0.7,0.3,0.7,0.0,3.4,3060
5370054.00,5370054.00,93.4,0.4,0.0,0.0,0.0,0.9,0.0,0.7,0.2,0.0,0.6,0.0,3.8,2670
5370055.00,5370055.00,92.4,0.2,0.0,0.2,0.0,0.8,0.8,0.5,0.5,0.2,0.3,0.3,3.8,2960
5370056.00,5370056.00,90.6,0.2,0.0,0.0,0.2,1.4,0.0,0.9,0.6,0.9,1.2,0.0,4.0,3260
5370057.00,5370057.00,91.6,0.2,0.2,0.3,0.0,0.7,0.5,0.7,0.2,0.8,0.5,0.0,4.3,3020
5370058.00,5370058.00,89.0,0.4,0.6,0.6,0.4,1.2,1.0,1.2,0.2,1.2,0.6,0.0,3.6,2545
5370059.00,5370059.00,90.4,0.2,0.2,0.3,0.2,1.3,1.5,0.7,0.2,0.8,0.8,0.0,3.4,3065
5370060.00,5370060.00,86.2,0.4,0.2,0.0,0.2,0.7,1.7,0.6,1.9,1.5,0.6,0.0,6.0,2690
5370061.00,5370061.00,76.2,0.9,0.7,0.3,0.4,1.6,1.6,0.6,1.0,3.7,1.3,0.1,11.6,3360
5370062.00,5370062.00,79.2,0.8,0.2,0.0,0.5,1.5,0.8,0.3,0.9,2.3,6.5,0.3,6.7,3300
5370063.00,5370063.00,69.9,0.6,0.4,0.4,0.6,3.2,1.7,0.2,1.7,1.3,5.0,0.4,14.6,2690
5370064.00,5370064.00,78.3,0.3,0.6,0.0,1.2,0.6,1.5,0.3,2.4,3.0,3.3,0.0,8.5,1680
5370065.00,5370065.00,61.0,0.4,0.0,0.6,1.6,1.2,3.9,0.8,0.4,4.7,2.5,0.4,22.5,2575
5370066.00,5370066.00,83.5,0.1,0.2,0.1,0.3,0.9,2.1,0.0,0.5,0.5,5.4,0.3,6.1,4815
5370067.00,5370067.00,88.7,0.8,0.3,0.0,0.3,1.0,0.0,0.0,0.3,0.8,1.3,0.0,6.5,1950
5370068.00,5370068.00,95.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.1,0.0,3.2,935
5370069.00,5370069.00,92.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,5.4,835
5370070.00,5370070.00,90.3,0.7,0.0,0.2,0.0,1.2,0.5,0.7,0.2,0.7,0.9,0.2,4.4,2165
5370071.00,5370071.00,84.3,0.6,0.0,0.3,0.0,1.3,0.9,0.6,0.6,0.3,0.8,0.2,10.1,6335
5370072.01,5370072.01,87.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,115
5370072.02,5370072.02,69.6,0.5,0.1,3.0,0.5,1.0,1.6,0.6,3.0,1.2,0.5,0.9,17.5,4000
5370072.03,5370072.03,61.3,0.6,0.1,3.5,0.1,1.2,5.5,0.1,0.1,1.1,0.3,4.4,21.7,6800
5370072.04,5370072.04,70.0,0.3,0.3,4.2,0.3,1.3,0.9,0.6,3.4,0.1,1.0,1.0,16.6,3415
5370073.00,5370073.00,94.6,0.7,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,3.9,1400
5370080.01,5370080.01,85.0,0.0,0.0,2.2,0.0,0.7,0.4,0.0,1.1,0.0,0.9,0.0,9.7,2235
5370080.03,5370080.03,73.9,0.5,0.2,3.7,0.1,1.1,2.1,0.4,0.1,0.4,0.5,2.5,14.5,8405
5370080.05,5370080.05,77.0,0.2,0.3,1.7,0.2,1.0,2.6,0.3,0.6,0.4,0.4,1.4,13.9,8485
5370080.06,5370080.06,89.2,0.1,0.0,0.1,0.0,0.7,0.7,0.2,0.2,0.0,0.2,0.4,8.2,4805
5370080.07,5370080.07,74.8,0.3,0.3,4.2,0.2,1.1,1.8,0.2,0.1,0.3,0.0,2.1,14.6,4535
5370081.00,5370081.00,90.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.7,0.0,0.2,0.0,8.5,2305
5370082.00,5370082.00,86.8,0.3,0.0,0.4,0.0,0.3,1.0,0.1,0.4,0.0,0.1,1.1,9.5,3600
5370083.00,5370083.00,84.2,0.4,0.0,1.0,0.0,0.2,0.2,0.0,1.3,0.0,0.4,0.4,11.9,2600
5370084.01,5370084.01,77.6,0.0,0.0,3.3,0.2,0.7,0.4,0.7,2.2,0.7,0.6,2.6,11.0,2700
5370084.02,5370084.02,85.6,0.2,0.3,0.5,0.0,0.8,0.2,0.0,2.1,0.0,0.3,0.2,9.8,3090
5370084.03,5370084.03,75.7,0.2,0.0,1.2,0.0,0.7,0.7,0.2,3.5,0.2,0.2,0.7,16.7,2015
5370084.04,5370084.04,86.6,0.3,0.3,0.5,0.0,1.3,1.0,0.0,0.6,0.2,0.5,0.8,7.9,3125
5370084.05,5370084.05,70.6,0.3,0.0,4.1,0.2,0.3,0.0,0.3,5.9,0.3,0.7,0.8,16.5,2955
5370085.01,5370085.01,80.0,0.1,0.0,2.3,0.3,0.1,0.3,0.0,2.9,0.1,0.0,0.6,13.3,3975
5370085.02,5370085.02,72.7,0.2,0.2,5.2,0.3,0.9,0.8,0.4,1.5,0.3,0.5,1.8,15.2,6455
5370085.03,5370085.03,81.5,0.4,0.4,3.2,0.2,1.1,1.1,0.0,0.6,0.2,0.5,1.4,9.4,4280
5370086.01,5370086.01,84.4,0.2,0.2,3.4,0.0,0.6,0.3,0.0,0.9,0.1,0.2,0.7,9.0,4300
5370086.02,5370086.02,81.8,0.2,0.3,3.1,0.0,1.1,0.9,0.4,0.3,0.3,0.4,0.6,10.6,6180
5370100.03,5370100.03,67.3,0.5,0.4,2.2,0.2,1.4,4.3,1.0,0.2,1.0,0.5,3.5,17.5,7630
5370100.04,5370100.04,87.7,0.9,0.1,1.0,0.2,0.7,1.1,0.2,0.2,0.1,0.4,0.8,6.6,6400
5370100.05,5370100.05,88.2,0.5,0.2,1.0,0.0,1.1,0.5,0.4,0.2,0.1,0.4,1.1,6.3,5115
5370100.06,5370100.06,95.1,0.1,0.0,0.3,0.0,0.4,0.0,0.0,0.3,0.0,0.1,0.0,3.7,3355
5370101.02,5370101.02,92.5,0.7,0.2,0.3,0.2,0.2,0.7,0.0,0.5,0.0,0.5,0.2,4.0,4590
5370101.03,5370101.03,92.4,0.3,0.1,0.2,0.2,0.6,0.4,0.2,0.7,0.0,0.3,0.3,4.3,4815
5370101.04,5370101.04,88.7,1.0,0.2,0.5,0.0,1.0,0.6,0.2,0.3,0.3,1.1,0.6,5.5,3140
5370120.02,5370120.02,95.8,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,3.6,2040
5370120.03,5370120.03,76.1,0.1,4.2,0.9,1.2,0.5,1.8,0.2,0.5,0.4,0.5,1.0,12.6,6805
5370120.04,5370120.04,68.2,0.4,4.2,0.9,1.2,0.7,3.4,0.2,0.4,0.4,0.5,2.3,17.2,8045
5370121.00,5370121.00,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,1830
5370122.01,5370122.01,89.7,0.3,0.7,0.1,0.1,0.6,1.0,0.1,0.3,0.3,0.2,0.4,6.2,5730
5370122.02,5370122.02,92.4,0.4,0.8,0.2,0.2,0.4,0.4,0.0,0.2,0.1,0.2,0.3,4.4,6420
5370123.01,5370123.01,91.2,0.1,0.7,0.0,0.1,0.6,1.2,0.0,0.1,0.0,0.0,0.4,5.6,3390
5370123.02,5370123.02,87.5,0.2,1.4,0.6,0.4,0.9,1.8,0.2,0.2,0.2,0.4,0.4,5.8,5455
5370124.00,5370124.00,87.6,0.4,1.3,0.4,0.5,0.5,1.5,0.0,0.2,0.0,0.2,0.6,6.8,4230
5370130.02,5370130.02,95.7,0.1,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.0,0.0,3.6,3685
5370130.03,5370130.03,93.4,0.0,0.8,0.0,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.0,4.8,3320
5370131.00,5370131.00,94.4,0.2,1.0,0.4,0.0,0.3,0.2,0.0,0.1,0.0,0.1,0.1,3.2,4525
5370132.00,5370132.00,97.1,0.2,0.2,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.0,2.0,3095
5370133.01,5370133.01,89.6,0.2,2.6,0.3,0.5,0.0,0.2,0.0,0.2,0.2,0.0,0.0,6.2,3225
5370133.02,5370133.02,95.8,0.2,0.4,0.0,0.0,0.3,0.2,0.1,0.1,0.0,0.2,0.0,2.7,6040
5370140.04,5370140.04,94.3,0.1,0.1,0.3,0.0,0.4,0.1,0.0,0.0,0.1,0.4,0.3,3.9,3860
5370140.05,5370140.05,84.6,0.1,1.0,1.1,0.4,1.0,1.4,0.3,0.0,0.3,0.1,0.6,9.1,3550
5370140.06,5370140.06,93.9,0.3,0.5,0.3,0.0,0.6,0.3,0.0,0.2,0.0,0.0,0.0,3.9,4975
5370140.07,5370140.07,93.4,0.3,0.2,0.3,0.1,0.5,0.4,0.5,0.2,0.1,0.4,0.1,3.5,6580
5370140.08,5370140.08,76.3,0.4,2.6,2.3,0.1,0.8,2.0,0.2,0.0,0.4,0.4,2.7,11.8,4760
5370141.00,5370141.00,95.4,0.0,0.0,0.1,0.0,0.5,0.4,0.2,0.1,0.1,0.4,0.1,2.7,4020
5370142.01,5370142.01,96.5,0.3,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.1,0.8,0.0,1.8,3965
5370142.02,5370142.02,97.4,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,1.8,4030
5370143.00,5370143.00,96.4,0.4,0.0,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.0,2.3,3800
5370144.01,5370144.01,96.9,0.2,0.2,0.2,0.0,0.5,0.0,0.0,0.1,0.0,0.1,0.0,1.8,5300
5370144.02,5370144.02,96.5,0.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,1.9,1855
5370200.00,5370200.00,92.2,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.6,6.0,2580
5370201.00,5370201.00,91.2,0.1,0.2,0.4,0.1,0.5,0.7,0.2,0.1,0.0,0.9,0.4,5.2,4025
5370202.00,5370202.00,94.5,0.3,0.4,0.0,0.1,0.3,0.4,0.1,0.1,0.0,0.2,0.2,3.4,6290
5370203.00,5370203.00,91.5,0.7,0.7,0.4,0.2,0.7,0.5,0.4,0.0,0.0,0.2,0.0,4.7,2820
5370204.00,5370204.00,81.2,1.2,0.2,0.3,0.1,2.0,3.5,0.6,0.0,0.2,0.3,0.4,10.0,5075
5370205.01,5370205.01,89.8,0.8,0.2,0.2,0.5,0.3,1.1,0.3,0.2,0.2,0.3,0.2,5.9,3180
5370205.02,5370205.02,85.3,0.4,0.4,0.2,0.3,2.4,1.0,0.4,0.1,0.1,0.3,0.1,9.0,5090
5370206.00,5370206.00,90.4,0.3,0.3,0.0,0.0,1.1,1.1,0.1,0.3,0.1,0.0,0.3,6.0,3640
5370207.01,5370207.01,89.7,0.4,0.4,0.5,0.2,0.8,0.6,0.2,0.1,0.1,0.2,0.2,6.6,6515
5370207.02,5370207.02,89.7,0.4,0.3,1.2,0.2,1.2,0.6,0.3,0.0,0.2,0.2,0.1,5.6,5945
5370207.03,5370207.03,93.8,0.3,0.1,0.4,0.0,0.6,0.1,0.3,0.3,0.1,0.3,0.3,3.4,3850
5370207.04,5370207.04,88.4,0.6,0.0,0.2,0.0,1.0,0.4,0.2,0.2,0.0,0.8,0.0,8.2,2550
5370208.00,5370208.00,88.6,0.8,0.2,0.3,0.0,0.9,0.6,1.1,0.0,0.0,0.0,0.2,7.3,3205
5370209.00,5370209.00,93.2,0.6,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.3,4.7,1610
5370210.00,5370210.00,87.1,0.4,0.2,0.9,0.0,2.0,0.4,0.4,0.0,0.0,0.2,0.2,8.2,2290
5370211.00,5370211.00,82.6,0.6,0.5,0.7,0.4,1.0,2.0,1.0,0.1,0.2,0.5,0.2,10.2,4170
5370212.00,5370212.00,92.9,0.0,0.0,0.0,0.3,1.3,0.6,0.0,0.0,0.0,0.0,0.0,4.9,1555
5370213.00,5370213.00,93.8,0.5,0.4,0.1,0.0,0.6,0.5,0.1,0.2,0.0,0.1,0.0,3.7,4130
5370214.00,5370214.00,92.4,0.2,0.0,0.0,0.2,1.0,0.6,0.6,0.0,0.0,0.0,0.2,4.8,2620
5370215.00,5370215.00,92.4,0.4,0.4,0.2,0.0,0.9,0.5,0.4,0.2,0.0,0.2,0.2,4.2,2750
5370216.00,5370216.00,94.1,0.2,0.8,0.0,0.1,0.2,0.2,0.0,0.2,0.0,0.1,0.2,3.9,4270
5370217.01,5370217.01,88.7,0.5,0.4,0.2,0.2,1.5,0.3,1.1,0.1,0.0,0.1,0.0,6.9,5160
5370217.02,5370217.02,90.9,0.4,0.7,0.0,0.0,1.0,0.3,0.0,0.1,0.0,0.3,0.0,6.3,3480
5370218.00,5370218.00,87.6,0.1,1.3,0.4,0.1,0.8,0.7,0.4,0.1,0.1,0.4,0.4,7.6,6895
5370219.00,5370219.00,92.9,0.3,0.8,0.5,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.3,4.7,4660
5370220.00,5370220.00,89.8,0.2,0.6,0.0,0.1,0.9,0.7,0.3,0.1,0.2,0.5,0.2,6.4,5880
5370221.00,5370221.00,90.8,0.2,0.5,0.2,0.0,1.0,0.3,0.3,0.3,0.0,0.6,0.0,5.8,3145
5370222.02,5370222.02,89.5,0.5,0.5,0.1,0.0,1.0,0.6,0.5,0.1,0.2,0.6,0.6,5.8,4180
5370222.03,5370222.03,84.9,0.5,1.5,0.3,0.3,1.5,1.1,0.2,0.1,0.3,0.9,0.6,7.8,4410
5370223.01,5370223.01,90.1,0.4,0.6,0.6,0.0,0.6,0.6,0.2,0.2,0.0,0.2,0.0,6.5,2580
5370223.02,5370223.02,88.4,0.3,0.2,1.0,0.3,0.9,0.8,0.2,0.1,0.1,0.1,0.3,7.3,4480
5370223.05,5370223.05,89.9,0.3,0.3,1.3,0.3,0.5,0.7,0.2,0.2,0.2,0.3,0.3,5.5,3030
5370223.06,5370223.06,89.6,0.8,0.6,2.1,0.4,0.3,0.3,0.1,0.1,0.0,0.3,0.4,5.0,3850
5370223.07,5370223.07,90.8,0.2,0.2,0.9,0.3,0.8,0.2,0.1,0.0,0.0,0.2,0.1,6.2,4340
5370223.10,5370223.10,84.9,0.4,1.4,0.3,0.1,1.0,0.5,0.2,0.1,0.1,1.0,0.4,9.6,4605
5370223.13,5370223.13,88.0,0.5,1.1,0.3,0.2,0.9,0.8,0.3,0.0,0.1,0.5,0.3,7.0,4380
5370223.14,5370223.14,89.2,0.2,2.0,1.4,0.1,0.7,1.3,0.0,0.1,0.0,0.1,0.1,4.8,4180
5370223.15,5370223.15,82.2,0.6,1.0,0.6,0.2,1.6,1.4,0.4,0.2,0.0,0.6,0.8,10.4,2450
5370223.16,5370223.16,89.8,0.2,0.2,0.7,0.0,0.5,0.5,0.5,0.2,0.0,0.7,0.7,6.0,2060
5370223.17,5370223.17,80.6,0.5,1.4,1.1,0.4,1.0,1.1,0.5,0.0,0.0,1.0,0.8,11.6,3995
5370223.18,5370223.18,80.5,0.5,2.9,1.1,0.4,1.3,2.1,0.2,0.1,0.1,0.5,0.5,9.8,5120
5370223.19,5370223.19,76.5,0.4,1.2,0.7,0.2,1.8,1.9,1.1,0.1,0.0,1.4,0.7,14.0,4170
5370223.20,5370223.20,85.2,0.5,0.5,1.1,0.0,1.0,0.6,0.5,0.1,0.0,0.6,0.6,9.3,3975
5370224.02,5370224.02,92.2,0.0,0.4,0.4,0.3,0.6,0.5,0.0,0.1,0.0,0.3,0.3,4.9,3960
5370224.03,5370224.03,70.6,0.4,3.4,3.1,0.5,2.4,2.2,0.2,0.0,0.4,0.3,2.0,14.5,4705
5370224.04,5370224.04,69.9,0.8,1.6,2.8,0.4,0.8,3.3,0.6,0.2,0.0,0.8,1.6,17.2,2545
5370224.05,5370224.05,69.4,0.6,2.6,2.6,0.6,2.3,2.9,0.2,0.0,0.1,0.1,2.2,16.4,4160
5370300.00,5370300.00,94.9,0.5,0.0,0.5,0.0,0.2,0.0,0.0,0.2,0.0,0.5,0.0,3.2,2075
5370301.01,5370301.01,88.7,0.1,0.2,1.0,0.0,1.2,0.4,0.1,0.2,0.5,0.3,0.6,6.7,5515
5370301.02,5370301.02,94.0,0.0,0.3,0.3,0.3,0.3,0.0,0.1,0.0,0.0,0.1,0.0,4.6,3655
5370302.00,5370302.00,96.2,0.2,0.1,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.1,0.0,2.8,5460
5370303.01,5370303.01,96.6,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2.6,3800
5370303.03,5370303.03,96.7,0.0,0.1,0.1,0.0,0.5,0.1,0.1,0.2,0.0,0.1,0.0,2.1,4205
5370303.04,5370303.04,96.7,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,2.6,3965
9250001.00,9250001.00,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1525
9250002.00,9250002.00,98.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2555
9250003.00,9250003.00,98.4,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,2540
9250004.00,9250004.00,97.2,0.2,0.0,0.6,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,1.6,9285
9250005.01,9250005.01,91.4,0.1,0.5,1.1,0.3,0.6,0.1,0.1,0.2,0.3,0.1,0.0,5.2,5900
9250005.02,9250005.02,93.1,0.1,0.6,0.9,0.1,0.6,0.0,0.4,0.1,0.0,0.0,0.1,4.0,3395
9250006.01,9250006.01,92.6,0.1,0.6,1.6,0.5,0.3,0.0,0.3,0.0,0.0,0.1,0.1,3.8,7470
9250006.02,9250006.02,95.0,0.2,0.6,0.3,0.2,0.3,0.0,0.2,0.1,0.2,0.0,0.1,2.8,4515
9250007.00,9250007.00,91.4,0.0,1.4,1.2,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.3,5.2,2915
9250008.00,9250008.00,86.4,0.5,2.3,3.0,0.7,0.3,0.0,0.0,0.2,0.0,0.0,0.0,6.6,3025
9250009.00,9250009.00,83.4,0.1,1.6,2.7,0.3,0.1,0.0,0.1,0.6,1.2,0.0,0.0,9.9,3460
9250010.00,9250010.00,95.0,0.2,0.1,0.3,0.3,0.3,0.0,0.4,0.6,0.0,0.2,0.0,2.6,4940
9250011.00,9250011.00,96.3,0.0,0.3,0.0,0.6,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2.5,1750
9250012.00,9250012.00,95.0,0.0,0.0,0.9,0.3,0.1,0.0,0.2,0.5,0.0,0.0,0.0,3.0,4300
9250013.00,9250013.00,93.8,0.0,0.1,2.5,0.0,0.1,0.0,0.8,0.5,0.0,0.0,0.0,2.2,3790
9250014.00,9250014.00,94.1,0.2,0.2,0.6,0.0,0.2,0.5,1.0,0.2,0.0,0.0,0.0,3.0,3110
9250015.00,9250015.00,88.1,0.1,0.1,7.0,0.0,0.1,0.2,0.3,0.3,0.2,0.0,0.2,3.4,4730
9250016.00,9250016.00,97.2,0.1,0.0,0.5,0.1,0.3,0.0,0.0,0.1,0.0,0.1,0.0,1.6,3985
9250017.00,9250017.00,97.8,0.2,0.0,0.4,0.0,0.1,0.1,0.3,0.3,0.0,0.0,0.0,0.8,4680
9250018.00,9250018.00,95.1,0.4,0.0,2.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,2.1,6760
9250019.00,9250019.00,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,4595
9250020.00,9250020.00,98.4,0.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4300
9250021.01,9250021.01,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1960
9250021.02,9250021.02,98.7,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3915
9250022.00,9250022.00,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,480
9250100.01,9250100.01,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
9250100.02,9250100.02,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,320
9250100.03,9250100.03,98.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,5500
9250101.00,9250101.00,98.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1795
9250110.00,9250110.00,98.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2255
9250200.00,9250200.00,99.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2380
9150001.00,9150001.00,93.3,0.4,1.3,0.4,0.4,0.2,0.0,0.1,0.0,0.0,0.2,0.0,3.7,11365
9150002.00,9150002.00,94.4,0.6,0.6,0.6,0.2,0.1,0.0,0.1,0.1,0.0,0.2,0.0,3.1,7160
9150003.01,9150003.01,94.6,0.5,0.1,1.3,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,3.1,4790
9150003.02,9150003.02,95.8,0.1,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3610
9150004.00,9150004.00,91.2,0.4,0.1,4.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,4.0,6955
9150005.00,9150005.00,92.3,0.1,0.1,1.7,0.2,0.2,0.7,1.1,0.0,0.0,0.2,0.0,3.4,4195
9150006.00,9150006.00,91.5,0.3,0.2,1.8,0.2,0.6,0.1,0.8,0.0,0.3,0.2,0.1,3.9,5835
9150007.00,9150007.00,87.2,0.2,0.6,1.9,0.1,0.5,1.1,1.3,0.0,0.2,0.4,0.2,6.3,8340
