ctuid,name,christian,no_religion,muslim,hindu,sikh,buddhist,jewish,indigenous_spirituality,other_religion,population
8250038.04,8250038.04,47.2,34.3,9.8,0.8,0.0,6.7,0.0,0.0,1.2,5990
8250038.05,8250038.05,45.9,34.6,12.0,1.9,0.0,4.7,0.0,0.0,0.4,4685
8250038.06,8250038.06,53.6,33.0,7.9,0.9,1.1,1.8,0.0,0.0,1.2,6535
8250038.07,8250038.07,53.3,25.1,16.7,1.0,0.0,3.3,0.0,0.0,0.2,4375
8250038.08,8250038.08,50.4,24.5,15.5,1.2,0.0,7.6,0.0,0.0,0.4,4935
8250038.10,8250038.10,40.0,22.5,24.2,2.1,6.0,3.9,0.0,0.0,1.2,5360
8250038.11,8250038.11,43.7,20.7,22.3,4.2,4.5,4.0,0.0,0.0,0.5,5185
8250038.12,8250038.12,40.4,31.4,19.3,1.2,4.9,1.8,0.0,0.3,0.8,5105
8250038.13,8250038.13,29.5,23.4,23.1,5.2,15.1,3.1,0.0,0.0,0.7,5245
8250038.14,8250038.14,43.0,26.5,19.2,2.9,4.7,3.4,0.0,0.0,0.2,5630
8250038.15,8250038.15,40.7,21.3,19.4,7.1,8.1,3.0,0.0,0.0,0.0,5840
8250038.17,8250038.17,43.0,26.5,14.0,4.7,10.9,0.4,0.0,0.0,0.6,6035
8250038.18,8250038.18,39.6,16.5,17.8,7.3,17.3,1.2,0.0,0.0,0.4,6125
8250038.20,8250038.20,48.8,28.7,7.7,2.3,0.7,11.1,0.0,0.0,0.4,6830
8250038.21,8250038.21,41.3,44.1,6.5,1.3,0.8,4.0,0.0,0.5,1.6,5295
8250038.22,8250038.22,32.6,21.2,15.2,3.4,17.9,9.3,0.0,0.0,0.4,4755
8250038.23,8250038.23,42.3,26.9,22.3,2.4,3.3,1.9,0.0,0.0,0.8,4750
8250038.24,8250038.24,39.5,17.2,16.3,6.4,11.2,8.4,0.2,0.0,0.8,5715
8250038.25,8250038.25,43.1,23.1,20.8,2.5,6.2,3.1,0.0,0.0,0.9,4905
8250038.27,8250038.27,21.8,13.0,20.2,5.4,35.5,3.9,0.0,0.0,0.0,5610
8250038.28,8250038.28,36.9,21.5,22.3,4.9,12.1,1.2,0.0,0.0,0.7,4285
8250038.30,8250038.30,27.6,17.2,11.0,9.3,31.7,1.6,0.0,0.9,0.8,5405
8250038.35,8250038.35,20.5,5.6,21.2,13.3,38.4,0.6,0.0,0.0,0.3,9935
8250038.36,8250038.36,28.5,9.9,16.4,11.2,32.9,1.0,0.0,0.0,0.0,12830
8250038.37,8250038.37,36.7,21.2,15.7,10.7,13.9,1.1,0.0,0.0,0.4,6600
8250038.38,8250038.38,33.0,16.0,16.9,7.3,24.9,1.3,0.0,0.0,0.7,7415
8250038.39,8250038.39,17.7,6.7,24.0,3.4,46.8,1.3,0.0,0.0,0.0,3795
8250038.40,8250038.40,20.5,4.7,18.9,12.0,43.4,0.5,0.0,0.0,0.0,4710
8250038.41,8250038.41,17.1,6.9,26.4,10.1,38.6,0.3,0.0,0.0,0.7,3675
8250038.42,8250038.42,23.6,5.4,19.3,4.4,45.3,1.9,0.0,0.0,0.0,3600
8250038.43,8250038.43,31.3,6.8,17.6,8.6,35.1,0.5,0.0,0.0,0.0,5040
8250038.44,8250038.44,23.4,5.5,37.2,9.5,24.0,0.0,0.0,0.0,0.0,4350
8250038.45,8250038.45,34.2,9.5,19.5,6.2,29.4,0.8,0.0,0.0,0.0,4190
8250038.46,8250038.46,29.8,9.0,22.4,8.0,29.3,0.5,0.0,0.0,0.8,4145
8250038.47,8250038.47,21.9,5.8,22.8,6.3,41.2,1.0,0.0,0.0,1.0,5025
8250038.48,8250038.48,27.3,12.7,14.5,10.6,33.8,0.8,0.0,0.0,0.4,4580
8250038.49,8250038.49,19.1,15.3,17.1,9.8,37.0,1.5,0.0,0.0,0.0,4475
8250039.00,8250039.00,47.0,34.2,13.4,0.3,0.0,3.9,0.1,0.1,0.8,6730
8250040.00,8250040.00,44.9,37.4,14.6,0.6,0.3,1.0,0.0,0.3,0.8,5930
8250041.00,8250041.00,38.3,51.4,5.3,0.9,0.2,1.9,0.9,0.0,1.0,6350
8250042.01,8250042.01,33.6,51.6,5.5,4.6,0.2,3.3,0.2,0.0,0.9,4425
8250042.02,8250042.02,29.9,62.0,1.1,3.2,1.1,2.7,0.0,0.0,0.0,935
8250043.00,8250043.00,38.3,42.3,6.5,7.5,1.0,2.8,0.4,0.1,1.1,7420
8250044.00,8250044.00,34.2,55.1,5.2,2.8,0.5,0.4,0.6,0.0,0.9,9260
8250045.01,8250045.01,37.7,48.2,8.7,2.1,0.0,1.0,0.7,0.0,1.7,3565
8250045.02,8250045.02,33.4,54.5,4.7,3.8,0.7,1.0,0.5,0.0,1.5,6120
8250046.01,8250046.01,34.3,38.8,10.9,11.3,1.3,1.6,0.3,0.1,1.4,7315
8250046.02,8250046.02,32.5,55.1,4.7,2.7,0.2,1.5,1.1,0.0,2.2,4595
8250047.00,8250047.00,44.7,43.0,5.6,1.1,0.3,4.2,0.0,0.0,1.1,5300
8250048.00,8250048.00,41.2,43.7,11.8,1.3,0.5,0.4,0.2,0.0,0.8,5995
8250049.01,8250049.01,49.0,46.1,2.1,1.0,0.0,0.6,0.2,0.0,1.0,4145
8250049.04,8250049.04,56.6,37.1,3.5,0.0,0.0,1.4,0.6,0.0,0.6,3330
8250049.05,8250049.05,50.5,38.0,4.0,1.8,1.4,1.9,0.9,0.0,1.4,4225
8250049.06,8250049.06,44.1,46.0,5.2,0.5,0.7,1.9,0.6,0.0,0.6,4265
8250049.07,8250049.07,50.9,34.0,12.5,0.8,0.0,0.8,0.0,0.0,0.8,1885
8250050.01,8250050.01,38.3,56.9,2.8,0.0,0.4,0.0,0.0,0.4,1.4,3955
8250050.07,8250050.07,40.1,55.2,0.0,0.0,0.0,0.5,0.3,1.0,2.3,2980
8250050.10,8250050.10,51.4,36.5,7.3,1.5,1.2,0.6,0.8,0.0,0.6,8060
8250050.12,8250050.12,44.1,41.8,6.1,2.1,2.0,0.9,1.2,0.0,1.6,6600
8250050.13,8250050.13,48.3,35.8,9.6,3.5,0.0,0.0,0.6,0.0,1.4,3240
8250050.14,8250050.14,49.3,42.3,2.1,2.2,0.8,1.4,0.9,0.0,1.0,4330
8250050.15,8250050.15,48.4,40.4,6.0,1.4,2.1,1.0,0.0,0.0,0.6,3605
8250050.16,8250050.16,40.3,46.1,8.2,2.2,0.4,2.1,0.3,0.0,0.6,5535
8250050.17,8250050.17,51.3,39.0,4.3,2.8,0.4,1.5,0.2,0.0,0.6,5370
8250050.18,8250050.18,43.4,44.8,4.6,3.3,1.5,1.1,0.0,0.0,1.3,2290
8250050.19,8250050.19,43.5,39.2,9.1,3.3,0.9,2.9,0.0,0.0,1.0,7165
8250050.20,8250050.20,55.6,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
8250050.21,8250050.21,46.8,38.6,8.2,1.9,0.8,1.9,1.9,0.0,0.4,2385
8250050.22,8250050.22,37.6,40.8,10.3,5.7,2.5,1.7,0.5,0.0,0.5,3870
8250051.00,8250051.00,37.6,57.9,0.9,0.4,0.0,0.6,0.4,0.7,1.4,4885
8250052.01,8250052.01,50.8,44.4,2.3,0.8,0.0,0.8,0.4,0.0,0.3,3870
8250052.02,8250052.02,54.1,44.1,0.6,0.0,0.0,0.3,0.6,0.0,0.0,3530
8250052.03,8250052.03,59.5,35.7,2.1,0.8,0.0,0.5,0.5,0.0,0.7,3655
8250052.04,8250052.04,45.8,45.7,4.6,1.5,0.2,0.8,0.3,0.0,1.1,4430
8250052.06,8250052.06,59.4,35.2,1.7,1.1,0.0,1.3,0.0,0.0,0.9,3920
8250052.07,8250052.07,55.4,36.6,3.6,2.4,0.3,1.0,0.5,0.0,0.5,3935
8250052.09,8250052.09,44.6,45.5,6.3,1.7,0.3,1.0,0.0,0.0,0.3,5970
8250052.10,8250052.10,49.5,39.8,7.0,1.2,0.7,1.3,0.4,0.0,0.0,4880
8250052.11,8250052.11,51.2,42.3,2.5,2.0,0.6,0.7,0.4,0.0,0.4,5065
8250052.12,8250052.12,60.2,34.3,2.0,1.7,1.2,0.0,0.0,0.0,0.0,4070
8250053.00,8250053.00,37.8,54.4,4.4,0.5,0.0,0.3,0.7,0.3,1.2,5510
8250054.00,8250054.00,41.2,55.5,0.9,1.1,0.0,0.0,0.6,0.0,0.6,3970
8250055.00,8250055.00,46.7,48.0,2.1,1.2,0.0,0.5,0.0,0.0,1.0,2915
8250056.00,8250056.00,35.9,58.5,1.4,1.2,0.9,0.4,0.8,0.2,0.9,5710
8250057.00,8250057.00,37.9,54.0,3.1,0.4,0.0,1.1,1.2,0.0,2.0,5625
8250058.00,8250058.00,35.2,58.4,2.3,0.3,0.8,1.4,0.5,0.0,1.2,6605
8250059.00,8250059.00,35.8,54.6,4.2,1.0,0.4,2.5,0.5,0.2,0.8,6735
8250060.00,8250060.00,31.6,60.0,2.7,0.8,1.3,2.7,0.0,0.0,0.7,4975
8250061.00,8250061.00,43.7,32.3,18.8,2.8,0.0,1.5,0.0,0.0,0.0,3030
8250062.00,8250062.00,35.8,56.7,2.8,0.0,0.0,3.0,0.3,0.0,0.9,5265
8250063.00,8250063.00,38.6,54.7,1.2,1.8,0.5,1.4,0.4,0.0,1.2,4955
8250064.00,8250064.00,39.7,52.3,4.0,1.3,0.0,1.1,0.4,0.0,1.2,5825
8250065.00,8250065.00,36.8,51.8,3.8,3.8,1.3,1.3,0.0,0.0,1.2,3800
8250066.02,8250066.02,44.4,42.6,9.2,1.3,0.3,1.2,0.2,0.0,0.7,5130
8250066.03,8250066.03,37.0,41.5,14.7,3.8,0.0,1.0,0.5,0.0,1.4,3920
8250067.00,8250067.00,29.9,54.0,9.0,2.8,1.3,1.3,0.3,0.0,1.5,3345
8250068.00,8250068.00,41.6,51.6,1.2,1.7,0.0,2.8,0.0,0.0,0.3,2885
8250069.00,8250069.00,45.8,47.9,2.1,1.2,0.5,1.2,0.7,0.0,0.9,2130
8250070.00,8250070.00,46.6,47.2,1.0,1.8,0.0,0.8,0.0,0.0,1.0,2520
8250071.00,8250071.00,42.0,53.5,2.4,0.0,0.0,0.3,0.0,0.0,1.3,3140
8250072.00,8250072.00,35.0,55.7,5.8,0.4,0.3,1.6,0.2,0.0,1.0,6165
8250073.00,8250073.00,42.8,48.4,4.6,0.8,0.4,2.1,0.0,0.0,1.0,2405
8250074.00,8250074.00,46.2,46.3,2.6,0.6,0.0,1.9,0.3,0.0,1.7,3455
8250075.01,8250075.01,41.7,49.1,3.9,0.0,1.0,3.2,0.0,0.0,0.8,3085
8250075.02,8250075.02,44.6,44.7,8.0,0.4,0.2,0.6,0.0,0.0,1.1,4180
8250076.01,8250076.01,41.8,49.2,4.5,0.0,0.0,2.4,0.0,0.0,1.4,2765
8250076.02,8250076.02,46.6,43.3,5.6,1.1,0.3,1.0,0.0,0.0,1.5,3045
8250076.03,8250076.03,45.3,48.3,4.2,0.0,0.0,2.0,0.0,0.0,0.0,4330
8250076.04,8250076.04,41.7,46.1,8.3,0.0,0.0,1.4,0.0,0.0,1.9,3925
8250076.05,8250076.05,42.9,48.0,5.6,0.0,0.0,0.9,0.0,0.8,1.4,3320
8250076.06,8250076.06,43.1,44.1,8.8,0.3,0.0,2.1,0.0,0.0,1.1,4470
8250076.09,8250076.09,40.4,50.2,4.1,0.9,0.0,2.6,0.3,0.0,1.4,4705
8250076.13,8250076.13,54.0,34.7,4.5,1.2,2.8,1.9,0.0,0.0,0.8,7720
8250076.14,8250076.14,44.8,42.8,5.5,0.5,1.0,4.7,0.0,0.0,0.3,5790
8250076.15,8250076.15,46.3,44.0,6.9,0.0,0.0,1.1,0.0,0.0,1.1,2180
8250076.19,8250076.19,47.2,29.8,9.2,1.9,6.7,4.3,0.0,0.0,0.9,3355
8250076.20,8250076.20,56.1,33.0,6.2,0.0,1.4,2.9,0.3,0.0,0.5,3655
8250076.23,8250076.23,48.2,35.5,8.2,1.6,3.3,1.4,0.4,0.0,0.9,4560
8250076.24,8250076.24,48.6,36.9,7.8,1.3,1.6,2.8,0.0,0.0,0.6,5495
8250076.25,8250076.25,42.9,39.1,8.1,0.6,4.9,3.0,0.0,0.0,1.0,3890
8250076.26,8250076.26,48.9,29.5,8.9,5.6,3.7,2.9,0.0,0.0,0.6,6965
8250076.27,8250076.27,44.8,37.3,10.9,1.7,2.5,2.3,0.2,0.0,0.0,4530
8250076.28,8250076.28,39.5,40.2,9.2,3.9,3.7,2.5,0.0,0.0,0.7,3545
8250076.29,8250076.29,47.4,20.4,13.7,7.6,6.7,4.2,0.0,0.0,0.0,2840
8250076.30,8250076.30,42.1,35.4,12.9,4.1,3.0,1.9,0.0,0.0,0.6,7110
8250076.31,8250076.31,37.8,34.9,9.5,5.7,7.2,4.5,0.0,0.0,0.4,7045
8250076.32,8250076.32,39.3,37.8,10.0,2.5,5.8,2.9,0.0,0.0,2.0,3800
8250076.33,8250076.33,39.9,33.5,13.6,4.1,3.4,4.3,0.0,0.0,0.8,4220
8250076.34,8250076.34,53.3,39.5,3.3,0.6,1.7,0.8,0.0,0.0,1.0,3535
8250076.35,8250076.35,49.6,35.5,7.2,1.2,3.7,1.6,0.2,0.0,0.8,4335
8250076.37,8250076.37,47.9,34.2,10.0,2.7,2.7,1.7,0.0,0.0,0.5,4915
8250076.38,8250076.38,43.9,39.9,9.0,2.5,1.1,2.7,0.0,0.0,0.8,2380
8250076.39,8250076.39,56.4,32.2,8.3,1.9,0.0,0.8,0.0,0.0,0.4,2420
8250077.01,8250077.01,41.5,49.3,4.2,2.1,0.0,0.0,1.1,0.0,1.1,2375
8250077.02,8250077.02,45.3,40.8,6.8,3.6,0.0,1.9,0.2,0.0,1.0,5530
8250077.03,8250077.03,45.7,46.7,2.8,1.5,0.0,1.8,0.0,0.0,1.2,3000
8250077.04,8250077.04,43.3,43.3,9.4,1.4,0.0,0.8,0.4,0.5,0.9,5075
8250077.06,8250077.06,45.4,38.9,11.6,2.7,0.0,1.1,0.0,0.0,0.0,4065
8250077.13,8250077.13,44.1,42.9,7.1,2.6,0.0,3.0,0.0,0.0,0.3,3300
8250077.14,8250077.14,45.8,42.4,6.7,2.9,0.9,0.8,0.0,0.0,0.7,3735
8250077.16,8250077.16,38.2,43.2,10.2,3.5,2.2,2.3,0.4,0.0,0.2,6145
8250077.17,8250077.17,35.6,44.6,14.1,1.9,0.7,2.0,0.5,0.0,0.7,5045
8250077.19,8250077.19,51.3,40.6,4.7,0.5,0.0,2.2,0.0,0.0,0.7,4785
8250077.20,8250077.20,49.8,39.2,5.3,1.4,1.1,2.0,0.0,0.0,1.2,5160
8250077.21,8250077.21,50.8,38.0,6.3,1.1,0.7,2.3,0.0,0.0,0.7,5320
8250077.22,8250077.22,51.0,37.1,5.6,2.6,1.3,1.6,0.2,0.0,0.7,5015
8250077.23,8250077.23,50.3,33.9,9.8,2.7,1.6,1.4,0.0,0.0,0.2,5685
8250077.24,8250077.24,48.4,33.3,9.8,3.9,2.1,1.4,0.0,0.0,1.1,4510
8250077.25,8250077.25,47.9,38.1,7.3,2.6,0.7,2.2,0.0,0.0,0.8,5875
8250077.26,8250077.26,45.2,34.1,11.8,4.1,1.6,1.6,0.0,0.0,1.4,5705
8250077.27,8250077.27,46.8,39.8,6.9,4.2,0.5,0.6,0.0,0.0,1.3,3920
8250077.28,8250077.28,52.6,30.4,8.3,4.8,3.6,0.0,0.0,0.0,0.0,4265
8250077.30,8250077.30,42.9,30.8,15.6,2.9,4.9,2.6,0.0,0.0,0.2,5455
8250077.31,8250077.31,43.3,42.7,6.0,1.7,2.8,2.7,0.0,0.0,0.8,3185
8250077.32,8250077.32,35.1,36.3,12.1,5.2,4.7,5.5,0.0,0.0,0.0,4160
8250077.33,8250077.33,39.5,26.4,17.7,6.3,4.2,5.0,0.0,0.0,0.7,2875
8250077.34,8250077.34,43.2,23.7,19.5,6.7,4.7,1.3,0.0,0.0,1.0,3415
8250077.35,8250077.35,37.8,37.5,12.2,8.2,3.6,0.8,0.0,0.0,0.0,1960
8250077.36,8250077.36,44.4,34.6,9.3,4.9,2.8,3.3,0.0,0.0,0.6,3380
8250077.37,8250077.37,46.5,35.1,11.2,2.2,2.4,1.9,0.0,0.0,0.4,4490
8250077.38,8250077.38,48.4,30.6,10.8,4.9,2.4,1.5,0.0,0.0,1.2,3370
8250077.39,8250077.39,42.0,26.7,14.8,8.5,3.4,3.6,0.0,0.0,0.8,5240
8250077.40,8250077.40,52.5,41.2,3.6,0.0,0.0,0.0,0.0,0.0,1.0,2085
8250077.41,8250077.41,48.0,45.8,3.1,0.0,0.0,1.9,0.0,0.0,1.4,2415
8250200.03,8250200.03,42.8,55.6,0.0,0.0,0.0,0.4,0.0,0.0,0.8,2420
8250200.05,8250200.05,49.2,44.9,1.3,0.5,2.6,0.3,1.2,0.0,0.0,5070
8250200.06,8250200.06,59.1,35.1,0.7,1.2,1.3,0.3,1.5,0.0,0.9,5080
8250201.01,8250201.01,53.1,36.8,4.5,1.1,3.6,0.7,0.0,0.0,0.2,7395
8250201.02,8250201.02,54.1,42.9,0.2,0.0,0.6,0.2,0.9,0.0,1.2,4115
8250202.01,8250202.01,41.1,32.1,11.2,4.5,7.3,3.6,0.0,0.0,0.0,3915
8250202.02,8250202.02,58.7,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715
8250202.03,8250202.03,45.4,53.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3605
8250202.04,8250202.04,55.6,38.0,0.7,0.0,3.6,0.0,0.0,0.0,0.7,2880
8250203.00,8250203.00,47.8,51.1,0.0,0.0,0.0,0.0,0.0,0.3,0.6,3930
8250204.01,8250204.01,41.0,56.2,0.0,0.0,1.8,0.2,0.0,0.0,0.5,6720
8250204.03,8250204.03,38.3,28.2,8.0,1.9,22.6,0.7,0.0,0.0,0.2,4795
8250204.06,8250204.06,29.0,27.6,15.4,4.3,23.5,0.5,0.0,0.0,0.0,3275
8250204.07,8250204.07,53.9,26.8,3.5,2.8,9.9,2.8,0.0,0.0,0.0,1420
8250204.08,8250204.08,44.0,37.8,8.8,2.1,6.5,0.0,0.0,0.0,0.0,1695
8250204.09,8250204.09,43.5,39.6,3.3,0.6,8.9,3.0,0.2,0.0,0.5,6270
8250204.10,8250204.10,37.3,13.3,21.3,0.0,25.3,0.0,0.0,0.0,0.0,375
8250204.12,8250204.12,45.0,31.0,5.6,1.2,11.0,5.9,0.0,0.0,0.0,5340
8250204.13,8250204.13,33.7,26.9,8.5,2.4,23.6,4.8,0.0,0.0,0.3,3770
8250205.02,8250205.02,51.3,46.5,1.1,0.0,0.0,0.0,0.0,0.0,0.5,3180
8250205.04,8250205.04,44.1,51.4,1.2,0.6,1.6,0.6,0.0,0.0,0.5,4060
8250205.05,8250205.05,48.0,50.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3305
8250205.06,8250205.06,54.3,44.6,0.0,0.0,0.0,0.6,0.0,0.0,0.5,3095
8250205.07,8250205.07,47.3,49.9,0.4,0.6,0.0,0.8,0.0,0.0,0.8,6000
8250205.08,8250205.08,52.8,45.3,0.0,0.4,0.2,0.3,0.0,0.0,0.7,4780
8250205.09,8250205.09,43.9,54.1,0.7,0.0,0.4,0.0,0.0,0.0,0.5,7040
8250206.02,8250206.02,47.7,49.0,0.0,0.0,0.8,0.7,0.0,0.0,1.0,3010
8250206.05,8250206.05,48.9,47.3,1.6,0.7,0.3,0.3,0.1,0.0,0.6,7755
8250206.06,8250206.06,47.6,38.4,7.4,1.6,4.2,0.0,0.0,0.1,0.2,7130
8250206.07,8250206.07,47.8,47.6,1.4,0.6,1.4,0.1,0.1,0.0,1.0,6905
8250206.08,8250206.08,45.8,47.4,2.2,1.7,1.9,0.3,0.0,0.0,0.6,9445
8250206.09,8250206.09,45.6,38.8,6.9,2.1,5.0,0.4,0.0,0.0,1.1,8365
8250206.10,8250206.10,46.4,48.7,2.5,0.4,1.1,0.0,0.0,0.0,0.7,7120
8250206.11,8250206.11,45.5,48.8,2.6,0.4,1.6,0.9,0.0,0.0,0.4,6435
8250207.01,8250207.01,52.8,44.0,1.1,0.0,0.4,0.3,0.0,0.0,1.2,4545
8250207.03,8250207.03,44.1,51.1,1.7,0.4,1.1,0.4,0.0,0.0,1.4,6610
8250207.04,8250207.04,43.8,47.5,3.0,1.3,3.2,0.3,0.3,0.0,0.8,5760
9300001.00,9300001.00,42.7,53.8,0.0,0.7,1.2,0.0,0.0,0.0,1.2,4190
9300002.02,9300002.02,37.4,59.4,0.0,0.7,1.4,1.1,0.0,0.0,0.0,3600
9300003.00,9300003.00,39.8,52.2,1.9,0.0,0.8,1.7,0.0,0.0,3.6,1810
9300004.00,9300004.00,39.0,55.9,0.5,0.8,0.0,0.0,0.0,0.0,2.7,1835
9300005.00,9300005.00,50.0,45.8,0.5,0.0,0.0,0.7,0.7,0.5,1.8,3060
9300006.00,9300006.00,37.0,59.3,1.3,0.0,0.0,0.0,0.0,0.0,1.5,2310
9300007.00,9300007.00,40.1,55.2,1.1,0.5,1.1,0.9,0.0,0.0,1.1,5235
9300008.00,9300008.00,45.1,49.5,0.8,0.3,2.8,0.9,0.0,0.0,0.4,4620
9300009.00,9300009.00,59.2,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380
9300010.00,9300010.00,31.6,59.0,2.9,2.5,1.7,0.6,0.0,0.0,1.5,2405
9300011.01,9300011.01,57.6,39.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,295
9300011.02,9300011.02,44.3,48.7,0.9,0.0,2.6,1.1,0.0,0.0,2.0,4005
9300012.01,9300012.01,18.4,63.3,0.0,0.0,0.0,0.0,0.0,18.4,0.0,245
9300012.03,9300012.03,16.7,66.7,0.0,0.0,0.0,0.0,0.0,22.2,0.0,90
9300012.04,9300012.04,22.2,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
9300012.05,9300012.05,15.6,62.5,0.0,0.0,0.0,0.0,0.0,18.8,0.0,160
9300012.07,9300012.07,65.4,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130
9300013.00,9300013.00,46.3,48.0,0.8,0.0,2.2,0.0,0.0,0.0,1.4,1780
9300014.00,9300014.00,66.6,28.8,0.0,0.0,3.5,0.0,0.0,0.0,0.7,2990
9300015.00,9300015.00,47.8,47.8,0.0,0.0,3.3,0.0,0.3,0.0,0.8,3800
9300016.02,9300016.02,47.2,47.1,0.3,1.4,2.0,1.6,0.0,0.0,0.5,4430
9300016.03,9300016.03,42.5,51.6,1.8,0.7,1.7,0.9,0.0,0.0,0.7,9190
9300016.04,9300016.04,40.8,50.6,2.6,1.0,3.6,0.0,0.0,0.0,1.2,2490
9300017.01,9300017.01,48.0,48.3,0.2,0.2,1.8,0.2,0.0,0.0,1.1,6140
9300017.02,9300017.02,42.3,54.6,0.2,0.8,0.2,0.4,0.2,0.0,1.0,6920
9300018.01,9300018.01,55.7,42.1,0.8,0.0,0.0,0.3,0.0,0.3,0.3,3115
9300018.02,9300018.02,41.1,53.7,0.6,1.5,1.5,0.6,0.0,0.4,0.4,5450
9300019.00,9300019.00,48.2,48.6,1.1,0.0,0.7,0.0,0.0,0.0,0.8,3795
9300020.01,9300020.01,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
9300020.02,9300020.02,48.7,43.1,0.0,0.0,0.0,0.0,0.0,6.1,1.5,985
9300020.03,9300020.03,46.0,46.8,0.7,0.7,2.9,0.5,0.4,0.3,1.6,4750
9300021.00,9300021.00,62.9,28.2,0.0,0.0,8.9,0.0,0.0,0.0,0.0,1010
9300022.00,9300022.00,51.1,42.5,0.0,0.0,2.7,0.0,0.0,0.0,2.3,1095
9300023.02,9300023.02,69.1,27.7,1.5,0.7,0.0,0.6,0.0,0.0,0.3,3395
9300024.00,9300024.00,49.6,46.6,0.0,0.0,0.0,1.7,0.0,0.0,1.3,1170
9300025.00,9300025.00,46.4,51.5,0.0,0.0,0.0,0.0,0.0,0.6,1.2,3880
9300026.00,9300026.00,17.4,73.9,0.0,0.0,0.0,0.0,0.0,8.7,0.0,230
9300028.00,9300028.00,50.3,46.5,0.5,0.2,0.9,0.4,0.0,0.0,1.2,5585
9300030.00,9300030.00,21.9,70.0,0.0,0.0,0.0,0.0,0.0,6.2,1.2,800
9300031.00,9300031.00,39.4,57.6,0.5,0.0,1.6,0.0,0.0,0.0,0.8,1865
9300032.00,9300032.00,54.4,44.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995
9300033.00,9300033.00,14.3,64.3,0.0,0.0,0.0,0.0,0.0,19.0,4.8,210
4470001.01,4470001.01,73.6,23.7,2.1,0.0,0.0,0.0,0.0,0.0,0.2,5060
4470001.02,4470001.02,80.3,16.2,2.8,0.0,0.0,0.0,0.0,0.0,0.5,2815
4470002.00,4470002.00,74.0,22.7,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3730
4470003.00,4470003.00,71.6,26.0,2.1,0.0,0.0,0.0,0.0,0.0,0.2,6020
4470004.00,4470004.00,72.1,26.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,3400
4470005.00,4470005.00,70.4,27.6,1.5,0.0,0.0,0.0,0.0,0.0,0.2,7265
4470006.00,4470006.00,70.8,25.7,2.9,0.0,0.0,0.0,0.0,0.0,0.2,4995
4470007.00,4470007.00,66.9,28.4,4.0,0.0,0.0,0.0,0.2,0.0,0.5,4250
4470008.00,4470008.00,68.9,29.3,1.4,0.0,0.0,0.2,0.0,0.0,0.1,7285
4470009.01,4470009.01,68.0,30.2,1.7,0.0,0.0,0.0,0.0,0.0,0.0,6415
4470009.02,4470009.02,73.2,24.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,4730
4470010.00,4470010.00,76.0,23.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,7370
4470011.00,4470011.00,71.8,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900
4470012.00,4470012.00,78.3,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800
4470013.00,4470013.00,76.5,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385
4470014.00,4470014.00,73.2,25.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,6190
4470015.00,4470015.00,73.0,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,6070
4470100.00,4470100.00,69.6,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840
4470101.00,4470101.00,74.1,25.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,4945
4470102.00,4470102.00,72.9,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2585
4470103.00,4470103.00,76.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1625
4470104.00,4470104.00,83.6,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,885
4470105.00,4470105.00,72.7,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770
4470106.00,4470106.00,66.7,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245
4470107.00,4470107.00,78.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925
4470108.00,4470108.00,76.5,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065
8350001.02,8350001.02,46.4,41.3,6.0,1.1,1.3,2.6,0.0,0.0,1.1,2350
8350001.03,8350001.03,48.7,34.9,9.4,4.1,0.3,1.4,0.2,0.0,0.6,4730
8350001.04,8350001.04,45.5,38.5,7.0,5.1,1.2,0.0,0.0,0.0,0.8,1285
8350001.05,8350001.05,35.5,46.6,9.0,3.8,2.2,0.9,0.2,0.0,1.4,4635
