ctuid,name,dwelling_value
5410111.05,5410111.05,800000.0
5410111.07,5410111.07,900000.0
5410111.08,5410111.08,1100000.0
5410111.09,5410111.09,650000.0
5410111.10,5410111.10,700000.0
5410120.02,5410120.02,600000.0
5410120.03,5410120.03,650000.0
5410120.04,5410120.04,755000.0
5410121.00,5410121.00,572000.0
5410122.01,5410122.01,604000.0
5410122.02,5410122.02,690000.0
5410123.01,5410123.01,700000.0
5410123.02,5410123.02,750000.0
5410124.00,5410124.00,500000.0
5410125.00,5410125.00,600000.0
5410126.01,5410126.01,600000.0
5410126.02,5410126.02,528000.0
5410126.05,5410126.05,650000.0
5410126.08,5410126.08,552000.0
5410126.09,5410126.09,552000.0
5410126.10,5410126.10,800000.0
5410126.11,5410126.11,850000.0
5410126.12,5410126.12,750000.0
5410126.13,5410126.13,820000.0
5410127.01,5410127.01,600000.0
5410127.02,5410127.02,524000.0
5410128.00,5410128.00,600000.0
5410129.01,5410129.01,600000.0
5410129.02,5410129.02,600000.0
5410130.01,5410130.01,785000.0
5410130.02,5410130.02,720000.0
5410131.01,5410131.01,600000.0
5410131.03,5410131.03,700000.0
5410131.05,5410131.05,700000.0
5410131.06,5410131.06,775000.0
5410140.01,5410140.01,950000.0
5410140.02,5410140.02,800000.0
5410151.00,5410151.00,900000.0
5410152.01,5410152.01,670000.0
5410152.02,5410152.02,800000.0
5410153.00,5410153.00,750000.0
8100001.00,8100001.00,424000.0
8100002.00,8100002.00,348000.0
8100003.00,8100003.00,300000.0
8100004.00,8100004.00,300000.0
8100005.00,8100005.00,300000.0
8100006.00,8100006.00,260000.0
8100007.00,8100007.00,250000.0
8100008.00,8100008.00,300000.0
8100009.00,8100009.00,320000.0
8100011.00,8100011.00,220000.0
8100012.00,8100012.00,210000.0
8100013.00,8100013.00,250000.0
8100014.00,8100014.00,250000.0
8100015.00,8100015.00,276000.0
8100016.01,8100016.01,348000.0
8100016.02,8100016.02,324000.0
8100017.01,8100017.01,360000.0
8100017.03,8100017.03,324000.0
8100017.04,8100017.04,340000.0
8100017.05,8100017.05,428000.0
8100017.06,8100017.06,424000.0
8100018.00,8100018.00,256000.0
8100019.00,8100019.00,300000.0
8100020.01,8100020.01,320000.0
8100020.02,8100020.02,300000.0
8100100.01,8100100.01,500000.0
8100100.02,8100100.02,500000.0
8100101.00,8100101.00,300000.0
8100102.00,8100102.00,274000.0
8100103.00,8100103.00,280000.0
8100104.00,8100104.00,300000.0
8100105.00,8100105.00,120000.0
5550001.02,5550001.02,396000.0
5550001.03,5550001.03,424000.0
5550001.05,5550001.05,448000.0
5550001.06,5550001.06,408000.0
5550001.07,5550001.07,448000.0
5550001.08,5550001.08,400000.0
5550002.01,5550002.01,400000.0
5550002.02,5550002.02,460000.0
5550002.03,5550002.03,500000.0
5550002.04,5550002.04,500000.0
5550003.00,5550003.00,280000.0
5550004.01,5550004.01,472000.0
5550004.03,5550004.03,548000.0
5550004.04,5550004.04,452000.0
5550005.01,5550005.01,500000.0
5550005.02,5550005.02,600000.0
5550005.03,5550005.03,600000.0
5550006.01,5550006.01,532000.0
5550006.02,5550006.02,700000.0
5550006.04,5550006.04,700000.0
5550006.05,5550006.05,700000.0
5550007.01,5550007.01,695000.0
5550007.02,5550007.02,650000.0
5550008.00,5550008.00,800000.0
5550009.01,5550009.01,650000.0
5550009.02,5550009.02,600000.0
5550010.01,5550010.01,468000.0
5550010.02,5550010.02,480000.0
5550011.00,5550011.00,400000.0
5550012.00,5550012.00,600000.0
5550013.00,5550013.00,448000.0
5550014.00,5550014.00,392000.0
5550015.00,5550015.00,448000.0
5550016.00,5550016.00,600000.0
5550017.00,5550017.00,600000.0
5550018.00,5550018.00,536000.0
5550019.00,5550019.00,348000.0
5550020.01,5550020.01,448000.0
5550020.02,5550020.02,600000.0
5550021.00,5550021.00,448000.0
5550022.00,5550022.00,400000.0
5550023.00,5550023.00,348000.0
5550024.00,5550024.00,320000.0
5550025.00,5550025.00,348000.0
5550026.00,5550026.00,452000.0
5550027.03,5550027.03,400000.0
5550027.04,5550027.04,400000.0
5550027.05,5550027.05,500000.0
5550027.06,5550027.06,500000.0
5550027.07,5550027.07,460000.0
5550028.00,5550028.00,448000.0
5550029.00,5550029.00,400000.0
5550030.00,5550030.00,400000.0
5550031.00,5550031.00,348000.0
5550032.00,5550032.00,400000.0
5550033.00,5550033.00,348000.0
5550034.00,5550034.00,500000.0
5550035.00,5550035.00,552000.0
5550036.00,5550036.00,352000.0
5550037.00,5550037.00,400000.0
5550038.00,5550038.00,452000.0
5550039.00,5550039.00,400000.0
5550040.00,5550040.00,400000.0
5550041.00,5550041.00,400000.0
5550042.00,5550042.00,650000.0
5550043.00,5550043.00,800000.0
5550044.01,5550044.01,600000.0
5550044.02,5550044.02,695000.0
5550044.04,5550044.04,452000.0
5550044.05,5550044.05,600000.0
5550044.06,5550044.06,560000.0
5550044.07,5550044.07,448000.0
5550045.00,5550045.00,800000.0
5550046.00,5550046.00,472000.0
5550047.00,5550047.00,500000.0
5550048.00,5550048.00,552000.0
5550049.01,5550049.01,600000.0
5550049.02,5550049.02,600000.0
5550050.01,5550050.01,750000.0
5550050.02,5550050.02,700000.0
5550050.03,5550050.03,700000.0
5550051.00,5550051.00,850000.0
5550100.01,5550100.01,700000.0
5550100.02,5550100.02,650000.0
5550110.01,5550110.01,800000.0
5550110.02,5550110.02,650000.0
5550120.01,5550120.01,750000.0
5550120.02,5550120.02,780000.0
5550120.03,5550120.03,800000.0
5550130.00,5550130.00,700000.0
5550140.00,5550140.00,700000.0
5550150.00,5550150.00,755000.0
5550200.00,5550200.00,548000.0
5550201.00,5550201.00,400000.0
5550202.00,5550202.00,448000.0
5550203.00,5550203.00,348000.0
5550204.01,5550204.01,400000.0
5550204.02,5550204.02,428000.0
5550205.00,5550205.00,310000.0
5550206.00,5550206.00,300000.0
5550207.00,5550207.00,500000.0
5550210.00,5550210.00,576000.0
5550220.00,5550220.00,600000.0
5550230.00,5550230.00,600000.0
5550231.00,5550231.00,500000.0
5550232.00,5550232.00,400000.0
5550233.00,5550233.00,400000.0
5550234.00,5550234.00,600000.0
5550300.00,5550300.00,600000.0
8050001.00,8050001.00,400000.0
8050002.00,8050002.00,360000.0
8050003.01,8050003.01,380000.0
8050003.03,8050003.03,348000.0
8050003.04,8050003.04,400000.0
8050004.00,8050004.00,130000.0
8050005.01,8050005.01,320000.0
8050005.02,8050005.02,240000.0
8050006.00,8050006.00,280000.0
8050007.00,8050007.00,300000.0
8050008.00,8050008.00,180000.0
8050009.00,8050009.00,250000.0
8050010.00,8050010.00,276000.0
8050011.00,8050011.00,250000.0
8050012.01,8050012.01,274000.0
8050012.02,8050012.02,352000.0
8050013.00,8050013.00,250000.0
8050014.00,8050014.00,270000.0
8050100.00,8050100.00,170000.0
8050200.00,8050200.00,532000.0
3050001.00,3050001.00,200000.0
3050002.00,3050002.00,220000.0
3050003.01,3050003.01,174000.0
3050003.04,3050003.04,200000.0
3050003.05,3050003.05,332000.0
3050003.06,3050003.06,250000.0
3050004.01,3050004.01,230000.0
3050004.02,3050004.02,174000.0
3050005.00,3050005.00,200000.0
3050006.00,3050006.00,200000.0
3050007.00,3050007.00,174000.0
3050008.00,3050008.00,166000.0
3050009.00,3050009.00,180000.0
3050010.01,3050010.01,174000.0
3050010.03,3050010.03,200000.0
3050010.04,3050010.04,200000.0
3050011.00,3050011.00,200000.0
3050012.01,3050012.01,200000.0
3050012.02,3050012.02,300000.0
3050013.00,3050013.00,200000.0
3050014.02,3050014.02,230000.0
3050014.03,3050014.03,250000.0
3050014.05,3050014.05,260000.0
3050014.06,3050014.06,300000.0
3050014.07,3050014.07,268000.0
3050015.02,3050015.02,160000.0
3050016.01,3050016.01,226000.0
3050016.02,3050016.02,200000.0
3050100.00,3050100.00,200000.0
3050101.00,3050101.00,200000.0
3050102.01,3050102.01,178000.0
3050102.02,3050102.02,220000.0
3050110.00,3050110.00,150000.0
3050120.00,3050120.00,150000.0
3050200.00,3050200.00,130000.0
4620001.00,4620001.00,344000.0
4620002.00,4620002.00,324000.0
4620003.00,4620003.00,452000.0
4620004.00,4620004.00,400000.0
4620005.00,4620005.00,400000.0
4620006.00,4620006.00,448000.0
4620007.00,4620007.00,400000.0
4620008.00,4620008.00,400000.0
4620009.00,4620009.00,400000.0
4620010.00,4620010.00,400000.0
4620011.00,4620011.00,452000.0
4620012.01,4620012.01,600000.0
4620012.02,4620012.02,552000.0
4620013.00,4620013.00,400000.0
4620014.03,4620014.03,400000.0
4620014.04,4620014.04,372000.0
4620015.00,4620015.00,372000.0
4620016.00,4620016.00,424000.0
4620017.00,4620017.00,348000.0
4620018.00,4620018.00,400000.0
4620019.00,4620019.00,448000.0
4620021.00,4620021.00,400000.0
4620022.00,4620022.00,376000.0
4620023.00,4620023.00,332000.0
4620024.00,4620024.00,400000.0
4620025.00,4620025.00,348000.0
4620026.00,4620026.00,348000.0
4620027.00,4620027.00,472000.0
4620028.00,4620028.00,448000.0
4620029.00,4620029.00,380000.0
4620030.00,4620030.00,400000.0
4620031.00,4620031.00,500000.0
4620032.00,4620032.00,500000.0
4620033.00,4620033.00,500000.0
4620034.00,4620034.00,400000.0
4620035.00,4620035.00,448000.0
4620036.00,4620036.00,400000.0
4620037.00,4620037.00,360000.0
4620038.00,4620038.00,400000.0
4620039.00,4620039.00,364000.0
4620041.00,4620041.00,320000.0
4620042.00,4620042.00,400000.0
4620043.00,4620043.00,380000.0
4620044.00,4620044.00,448000.0
4620045.00,4620045.00,548000.0
4620046.00,4620046.00,384000.0
4620047.00,4620047.00,400000.0
4620048.00,4620048.00,448000.0
4620049.00,4620049.00,400000.0
4620050.00,4620050.00,480000.0
4620051.00,4620051.00,400000.0
4620052.00,4620052.00,448000.0
4620053.00,4620053.00,384000.0
4620054.00,4620054.00,400000.0
4620055.01,4620055.01,600000.0
4620055.02,4620055.02,850000.0
4620056.00,4620056.00,424000.0
4620057.00,4620057.00,380000.0
4620058.00,4620058.00,420000.0
4620059.00,4620059.00,500000.0
4620061.00,4620061.00,460000.0
4620062.00,4620062.00,580000.0
4620063.00,4620063.00,540000.0
4620064.00,4620064.00,850000.0
4620065.01,4620065.01,448000.0
4620065.02,4620065.02,428000.0
4620066.01,4620066.01,452000.0
4620066.02,4620066.02,500000.0
4620067.00,4620067.00,600000.0
4620068.00,4620068.00,850000.0
4620069.01,4620069.01,500000.0
4620069.02,4620069.02,500000.0
4620070.01,4620070.01,500000.0
4620070.02,4620070.02,448000.0
4620072.00,4620072.00,600000.0
4620073.00,4620073.00,600000.0
4620074.00,4620074.00,552000.0
4620075.00,4620075.00,480000.0
4620076.00,4620076.00,500000.0
4620077.00,4620077.00,616000.0
4620078.00,4620078.00,624000.0
4620079.00,4620079.00,500000.0
4620080.00,4620080.00,500000.0
4620081.00,4620081.00,392000.0
4620082.00,4620082.00,400000.0
4620083.00,4620083.00,500000.0
4620084.00,4620084.00,400000.0
4620085.00,4620085.00,412000.0
4620086.00,4620086.00,600000.0
4620087.00,4620087.00,436000.0
4620088.00,4620088.00,552000.0
4620089.00,4620089.00,600000.0
4620090.00,4620090.00,600000.0
4620092.00,4620092.00,600000.0
4620093.00,4620093.00,448000.0
4620094.01,4620094.01,500000.0
4620095.00,4620095.00,600000.0
4620096.00,4620096.00,500000.0
4620097.01,4620097.01,552000.0
4620097.02,4620097.02,650000.0
4620098.00,4620098.00,650000.0
4620099.00,4620099.00,750000.0
4620100.01,4620100.01,700000.0
4620100.02,4620100.02,650000.0
4620101.01,4620101.01,552000.0
4620101.02,4620101.02,695000.0
4620102.00,4620102.00,750000.0
4620103.00,4620103.00,1000000.0
4620104.00,4620104.00,1100000.0
4620105.00,4620105.00,650000.0
4620106.00,4620106.00,755000.0
4620107.00,4620107.00,576000.0
4620108.00,4620108.00,1200000.0
4620109.00,4620109.00,700000.0
4620110.00,4620110.00,576000.0
4620111.00,4620111.00,600000.0
4620112.01,4620112.01,650000.0
4620112.02,4620112.02,700000.0
4620113.00,4620113.00,650000.0
4620114.00,4620114.00,1100000.0
4620115.01,4620115.01,1000000.0
4620115.02,4620115.02,332000.0
4620116.00,4620116.00,650000.0
4620117.00,4620117.00,650000.0
4620118.00,4620118.00,700000.0
4620119.00,4620119.00,650000.0
4620120.01,4620120.01,420000.0
4620120.02,4620120.02,650000.0
4620121.00,4620121.00,1000000.0
4620122.00,4620122.00,500000.0
4620123.00,4620123.00,440000.0
4620124.00,4620124.00,695000.0
4620125.00,4620125.00,850000.0
4620126.00,4620126.00,800000.0
4620127.01,4620127.01,448000.0
4620128.00,4620128.00,1300000.0
4620129.01,4620129.01,880000.0
4620129.02,4620129.02,1000000.0
4620130.00,4620130.00,500000.0
4620131.00,4620131.00,552000.0
4620132.00,4620132.00,680000.0
4620133.00,4620133.00,600000.0
4620134.00,4620134.00,604000.0
4620135.00,4620135.00,850000.0
4620136.00,4620136.00,695000.0
4620137.00,4620137.00,572000.0
4620138.00,4620138.00,600000.0
4620139.00,4620139.00,600000.0
4620140.00,4620140.00,700000.0
4620141.00,4620141.00,624000.0
4620142.00,4620142.00,600000.0
4620143.00,4620143.00,600000.0
4620144.00,4620144.00,600000.0
4620146.00,4620146.00,650000.0
4620147.00,4620147.00,548000.0
4620148.00,4620148.00,532000.0
4620149.00,4620149.00,392000.0
4620150.00,4620150.00,424000.0
4620151.00,4620151.00,500000.0
4620152.00,4620152.00,448000.0
4620153.00,4620153.00,548000.0
4620154.00,4620154.00,536000.0
4620155.00,4620155.00,500000.0
4620156.00,4620156.00,552000.0
4620157.00,4620157.00,600000.0
4620158.00,4620158.00,600000.0
4620159.00,4620159.00,600000.0
4620160.00,4620160.00,500000.0
4620161.00,4620161.00,600000.0
4620162.00,4620162.00,552000.0
4620163.00,4620163.00,650000.0
4620164.00,4620164.00,650000.0
4620165.00,4620165.00,800000.0
4620166.00,4620166.00,600000.0
4620167.00,4620167.00,750000.0
4620168.00,4620168.00,700000.0
4620169.00,4620169.00,730000.0
4620170.00,4620170.00,800000.0
4620171.00,4620171.00,500000.0
4620172.00,4620172.00,420000.0
4620173.00,4620173.00,500000.0
4620174.00,4620174.00,500000.0
4620175.00,4620175.00,552000.0
4620176.00,4620176.00,600000.0
4620177.00,4620177.00,548000.0
4620178.00,4620178.00,500000.0
4620179.00,4620179.00,500000.0
4620180.00,4620180.00,524000.0
4620181.00,4620181.00,448000.0
4620182.00,4620182.00,650000.0
4620183.00,4620183.00,452000.0
4620184.00,4620184.00,552000.0
4620185.00,4620185.00,600000.0
4620186.00,4620186.00,472000.0
4620187.01,4620187.01,448000.0
4620187.03,4620187.03,400000.0
4620187.04,4620187.04,552000.0
4620188.01,4620188.01,500000.0
4620188.02,4620188.02,604000.0
4620190.01,4620190.01,600000.0
4620190.02,4620190.02,500000.0
4620191.00,4620191.00,600000.0
4620192.00,4620192.00,448000.0
4620193.00,4620193.00,500000.0
4620194.01,4620194.01,400000.0
4620194.02,4620194.02,500000.0
4620195.01,4620195.01,700000.0
4620195.02,4620195.02,700000.0
4620195.03,4620195.03,750000.0
4620196.00,4620196.00,600000.0
4620197.00,4620197.00,600000.0
4620198.00,4620198.00,600000.0
4620199.00,4620199.00,600000.0
4620200.00,4620200.00,500000.0
4620201.00,4620201.00,620000.0
4620202.00,4620202.00,750000.0
4620203.00,4620203.00,650000.0
4620204.00,4620204.00,650000.0
4620205.00,4620205.00,700000.0
4620206.00,4620206.00,800000.0
4620207.00,4620207.00,600000.0
4620208.00,4620208.00,600000.0
4620209.00,4620209.00,576000.0
4620210.00,4620210.00,448000.0
4620211.00,4620211.00,500000.0
4620212.00,4620212.00,528000.0
4620213.00,4620213.00,600000.0
4620214.00,4620214.00,600000.0
4620215.00,4620215.00,500000.0
4620216.00,4620216.00,500000.0
4620217.00,4620217.00,552000.0
4620218.00,4620218.00,600000.0
4620219.00,4620219.00,512000.0
4620220.00,4620220.00,376000.0
4620221.00,4620221.00,552000.0
4620222.00,4620222.00,600000.0
4620223.01,4620223.01,650000.0
4620223.02,4620223.02,600000.0
4620224.00,4620224.00,600000.0
4620225.00,4620225.00,695000.0
4620226.00,4620226.00,600000.0
4620227.00,4620227.00,600000.0
4620228.00,4620228.00,600000.0
4620230.00,4620230.00,800000.0
4620231.00,4620231.00,650000.0
4620232.00,4620232.00,500000.0
4620233.00,4620233.00,552000.0
4620234.00,4620234.00,552000.0
4620235.00,4620235.00,600000.0
4620236.00,4620236.00,700000.0
4620237.00,4620237.00,500000.0
4620238.00,4620238.00,695000.0
4620239.00,4620239.00,600000.0
4620240.00,4620240.00,500000.0
4620241.00,4620241.00,500000.0
4620242.00,4620242.00,556000.0
4620243.00,4620243.00,650000.0
4620244.00,4620244.00,750000.0
4620245.00,4620245.00,500000.0
4620247.00,4620247.00,520000.0
4620249.00,4620249.00,675000.0
4620250.00,4620250.00,508000.0
4620251.01,4620251.01,580000.0
4620251.02,4620251.02,400000.0
4620252.00,4620252.00,448000.0
4620253.00,4620253.00,300000.0
4620254.00,4620254.00,480000.0
4620256.00,4620256.00,400000.0
4620257.00,4620257.00,476000.0
4620258.00,4620258.00,400000.0
4620259.00,4620259.00,500000.0
4620260.00,4620260.00,448000.0
4620261.00,4620261.00,500000.0
4620262.00,4620262.00,448000.0
4620263.00,4620263.00,500000.0
4620264.01,4620264.01,600000.0
4620264.02,4620264.02,400000.0
4620265.00,4620265.00,580000.0
4620266.00,4620266.00,500000.0
4620267.00,4620267.00,600000.0
4620268.01,4620268.01,276000.0
4620268.02,4620268.02,324000.0
4620269.00,4620269.00,750000.0
4620270.00,4620270.00,600000.0
4620271.00,4620271.00,600000.0
4620272.00,4620272.00,600000.0
4620273.00,4620273.00,552000.0
4620274.00,4620274.00,600000.0
4620275.00,4620275.00,600000.0
4620276.00,4620276.00,600000.0
4620277.00,4620277.00,695000.0
4620278.00,4620278.00,700000.0
4620279.00,4620279.00,750000.0
4620280.00,4620280.00,755000.0
4620281.00,4620281.00,700000.0
4620282.00,4620282.00,600000.0
4620283.01,4620283.01,700000.0
4620283.02,4620283.02,700000.0
4620284.00,4620284.00,715000.0
4620285.00,4620285.00,552000.0
4620286.00,4620286.00,500000.0
4620287.01,4620287.01,376000.0
4620287.02,4620287.02,755000.0
4620288.00,4620288.00,1000000.0
4620290.01,4620290.01,500000.0
4620290.02,4620290.02,448000.0
4620290.03,4620290.03,320000.0
4620290.04,4620290.04,400000.0
4620290.05,4620290.05,376000.0
4620290.06,4620290.06,448000.0
4620290.07,4620290.07,452000.0
4620290.08,4620290.08,448000.0
4620290.09,4620290.09,400000.0
4620291.01,4620291.01,360000.0
4620291.03,4620291.03,480000.0
4620291.04,4620291.04,400000.0
4620300.00,4620300.00,376000.0
4620301.00,4620301.00,420000.0
4620302.00,4620302.00,500000.0
4620303.00,4620303.00,484000.0
4620304.00,4620304.00,428000.0
4620305.00,4620305.00,448000.0
4620306.00,4620306.00,548000.0
4620307.00,4620307.00,448000.0
4620308.00,4620308.00,500000.0
4620309.00,4620309.00,600000.0
4620310.00,4620310.00,695000.0
4620311.00,4620311.00,600000.0
4620312.00,4620312.00,604000.0
4620313.00,4620313.00,600000.0
4620314.00,4620314.00,700000.0
4620316.00,4620316.00,695000.0
4620317.03,4620317.03,552000.0
4620317.05,4620317.05,1200000.0
4620317.06,4620317.06,800000.0
4620317.07,4620317.07,552000.0
4620317.08,4620317.08,552000.0
4620320.00,4620320.00,600000.0
4620321.00,4620321.00,500000.0
4620322.02,4620322.02,600000.0
4620322.03,4620322.03,700000.0
4620322.04,4620322.04,700000.0
4620323.00,4620323.00,600000.0
4620324.01,4620324.01,650000.0
4620324.02,4620324.02,576000.0
4620325.01,4620325.01,600000.0
4620325.02,4620325.02,600000.0
4620325.03,4620325.03,650000.0
4620325.05,4620325.05,424000.0
4620325.06,4620325.06,424000.0
4620326.01,4620326.01,750000.0
4620326.02,4620326.02,500000.0
4620326.03,4620326.03,600000.0
4620327.00,4620327.00,500000.0
4620329.00,4620329.00,540000.0
4620330.00,4620330.00,440000.0
4620340.00,4620340.00,870000.0
4620350.00,4620350.00,1000000.0
4620351.00,4620351.00,1500000.0
4620352.00,4620352.00,1100000.0
4620353.00,4620353.00,1510000.0
4620354.00,4620354.00,2000000.0
4620355.00,4620355.00,2000000.0
4620356.00,4620356.00,2800000.0
4620360.00,4620360.00,2000000.0
4620361.00,4620361.00,1100000.0
4620362.00,4620362.00,1800000.0
4620363.00,4620363.00,850000.0
4620364.00,4620364.00,750000.0
4620365.00,4620365.00,675000.0
4620366.00,4620366.00,1040000.0
4620367.00,4620367.00,700000.0
4620370.00,4620370.00,1510000.0
4620380.00,4620380.00,850000.0
4620381.00,4620381.00,552000.0
4620382.01,4620382.01,695000.0
4620382.02,4620382.02,750000.0
4620383.01,4620383.01,700000.0
4620383.02,4620383.02,600000.0
4620385.00,4620385.00,472000.0
4620390.00,4620390.00,400000.0
4620391.00,4620391.00,424000.0
4620392.00,4620392.00,448000.0
4620393.00,4620393.00,380000.0
4620394.00,4620394.00,352000.0
4620395.01,4620395.01,500000.0
4620395.02,4620395.02,448000.0
4620395.03,4620395.03,448000.0
4620396.00,4620396.00,650000.0
4620397.00,4620397.00,600000.0
4620400.00,4620400.00,1000000.0
4620401.00,4620401.00,1800000.0
4620402.00,4620402.00,850000.0
4620403.00,4620403.00,1500000.0
4620404.00,4620404.00,1510000.0
4620410.01,4620410.01,552000.0
4620410.02,4620410.02,348000.0
4620410.03,4620410.03,500000.0
4620412.00,4620412.00,600000.0
4620413.01,4620413.01,650000.0
4620413.02,4620413.02,628000.0
4620415.03,4620415.03,400000.0
4620415.04,4620415.04,500000.0
4620415.07,4620415.07,750000.0
4620415.08,4620415.08,576000.0
4620415.09,4620415.09,800000.0
4620415.10,4620415.10,780000.0
4620416.01,4620416.01,552000.0
4620416.02,4620416.02,600000.0
4620417.01,4620417.01,352000.0
4620417.02,4620417.02,460000.0
4620418.00,4620418.00,600000.0
4620419.00,4620419.00,500000.0
4620420.00,4620420.00,600000.0
4620421.03,4620421.03,552000.0
4620421.04,4620421.04,695000.0
4620421.06,4620421.06,348000.0
4620430.00,4620430.00,452000.0
4620431.00,4620431.00,600000.0
4620432.00,4620432.00,548000.0
4620433.00,4620433.00,452000.0
4620450.00,4620450.00,695000.0
4620451.00,4620451.00,500000.0
4620452.00,4620452.00,600000.0
4620453.01,4620453.01,572000.0
4620453.02,4620453.02,528000.0
4620460.00,4620460.00,800000.0
4620461.00,4620461.00,800000.0
4620462.01,4620462.01,700000.0
4620462.02,4620462.02,900000.0
4620470.01,4620470.01,695000.0
4620470.03,4620470.03,850000.0
4620470.04,4620470.04,695000.0
4620470.05,4620470.05,850000.0
4620480.00,4620480.00,850000.0
4620490.00,4620490.00,500000.0
4620491.00,4620491.00,604000.0
4620500.00,4620500.00,850000.0
4620511.01,4620511.01,500000.0
4620511.02,4620511.02,400000.0
4620512.02,4620512.02,448000.0
4620512.03,4620512.03,300000.0
4620512.04,4620512.04,400000.0
4620513.01,4620513.01,448000.0
4620513.02,4620513.02,500000.0
4620514.01,4620514.01,424000.0
4620514.02,4620514.02,492000.0
4620515.01,4620515.01,624000.0
4620515.02,4620515.02,548000.0
4620515.03,4620515.03,452000.0
4620515.04,4620515.04,476000.0
4620520.02,4620520.02,428000.0
4620520.03,4620520.03,556000.0
4620520.04,4620520.04,400000.0
4620521.01,4620521.01,400000.0
4620521.04,4620521.04,600000.0
4620521.05,4620521.05,900000.0
4620521.06,4620521.06,650000.0
4620521.07,4620521.07,695000.0
4620522.01,4620522.01,580000.0
4620522.02,4620522.02,580000.0
4620523.00,4620523.00,576000.0
4620530.00,4620530.00,480000.0
4620540.00,4620540.00,348000.0
4620550.02,4620550.02,500000.0
4620550.03,4620550.03,600000.0
4620550.04,4620550.04,500000.0
4620570.00,4620570.00,348000.0
4620580.01,4620580.01,320000.0
4620580.02,4620580.02,240000.0
4620580.03,4620580.03,352000.0
4620581.01,4620581.01,300000.0
4620581.02,4620581.02,320000.0
4620582.01,4620582.01,324000.0
4620582.02,4620582.02,320000.0
4620583.00,4620583.00,348000.0
4620584.00,4620584.00,348000.0
4620585.01,4620585.01,348000.0
4620585.02,4620585.02,348000.0
4620590.01,4620590.01,452000.0
4620590.02,4620590.02,400000.0
4620591.01,4620591.01,556000.0
4620591.02,4620591.02,600000.0
4620592.00,4620592.00,520000.0
4620593.01,4620593.01,300000.0
4620593.02,4620593.02,552000.0
4620594.01,4620594.01,400000.0
4620594.02,4620594.02,400000.0
4620600.01,4620600.01,800000.0
4620600.02,4620600.02,700000.0
4620600.03,4620600.03,460000.0
4620601.01,4620601.01,700000.0
4620601.02,4620601.02,348000.0
4620602.01,4620602.01,650000.0
4620602.02,4620602.02,800000.0
4620603.01,4620603.01,800000.0
4620603.02,4620603.02,700000.0
4620603.03,4620603.03,800000.0
4620604.01,4620604.01,600000.0
4620604.02,4620604.02,800000.0
4620604.03,4620604.03,800000.0
4620604.04,4620604.04,800000.0
4620604.05,4620604.05,750000.0
4620605.01,4620605.01,628000.0
4620605.02,4620605.02,600000.0
4620605.03,4620605.03,800000.0
4620605.04,4620605.04,500000.0
4620605.05,4620605.05,650000.0
4620610.01,4620610.01,448000.0
4620610.02,4620610.02,580000.0
4620610.03,4620610.03,376000.0
4620610.04,4620610.04,572000.0
4620610.05,4620610.05,250000.0
4620610.06,4620610.06,400000.0
4620610.07,4620610.07,352000.0
4620611.01,4620611.01,400000.0
4620611.02,4620611.02,420000.0
4620612.00,4620612.00,400000.0
4620613.00,4620613.00,448000.0
4620614.00,4620614.00,448000.0
4620615.00,4620615.00,448000.0
4620616.00,4620616.00,400000.0
4620617.01,4620617.01,400000.0
4620617.02,4620617.02,400000.0
4620618.00,4620618.00,400000.0
4620619.00,4620619.00,400000.0
4620625.01,4620625.01,302000.0
4620625.02,4620625.02,300000.0
4620626.00,4620626.00,400000.0
4620627.00,4620627.00,400000.0
4620628.01,4620628.01,400000.0
4620628.02,4620628.02,384000.0
4620629.00,4620629.00,424000.0
4620630.01,4620630.01,500000.0
4620630.02,4620630.02,552000.0
4620631.00,4620631.00,600000.0
4620632.01,4620632.01,420000.0
4620632.02,4620632.02,400000.0
4620632.03,4620632.03,500000.0
4620632.04,4620632.04,400000.0
4620633.00,4620633.00,492000.0
4620634.00,4620634.00,400000.0
4620635.00,4620635.00,348000.0
4620636.00,4620636.00,368000.0
4620637.01,4620637.01,400000.0
4620637.02,4620637.02,332000.0
4620638.01,4620638.01,400000.0
4620638.02,4620638.02,448000.0
4620638.03,4620638.03,400000.0
4620638.04,4620638.04,424000.0
4620639.00,4620639.00,424000.0
4620640.00,4620640.00,400000.0
4620641.01,4620641.01,380000.0
4620641.02,4620641.02,400000.0
4620642.00,4620642.00,400000.0
4620643.01,4620643.01,616000.0
4620643.02,4620643.02,400000.0
4620643.03,4620643.03,348000.0
4620644.00,4620644.00,400000.0
4620645.00,4620645.00,348000.0
4620646.01,4620646.01,280000.0
4620646.02,4620646.02,400000.0
4620646.03,4620646.03,348000.0
4620647.01,4620647.01,348000.0
4620647.02,4620647.02,348000.0
4620648.00,4620648.00,400000.0
4620649.01,4620649.01,468000.0
4620649.02,4620649.02,448000.0
4620650.01,4620650.01,500000.0
4620650.02,4620650.02,500000.0
4620650.04,4620650.04,400000.0
4620650.05,4620650.05,500000.0
4620651.01,4620651.01,400000.0
4620651.02,4620651.02,452000.0
4620652.01,4620652.01,536000.0
4620652.04,4620652.04,400000.0
4620652.06,4620652.06,448000.0
4620652.07,4620652.07,500000.0
4620652.08,4620652.08,564000.0
4620652.09,4620652.09,600000.0
4620653.00,4620653.00,650000.0
4620654.00,4620654.00,1000000.0
4620655.01,4620655.01,280000.0
4620655.02,4620655.02,348000.0
