ctuid,name,canadian_born,naturalized,non_citizens,npr,population
9150105.06,9150105.06,89.6,9.2,1.2,0.0,2015
9150105.07,9150105.07,87.2,7.5,5.3,1.0,9495
9150200.00,9150200.00,79.5,14.5,5.1,0.0,585
9150201.00,9150201.00,83.2,11.7,5.0,0.0,3685
9150202.00,9150202.00,80.7,16.6,2.7,0.4,3545
9150203.00,9150203.00,82.3,14.7,3.4,0.0,1465
9150204.00,9150204.00,82.4,12.6,5.0,0.3,2975
9150205.00,9150205.00,82.4,11.3,6.0,0.0,1420
9150206.00,9150206.00,90.4,6.8,2.7,0.2,6110
9150207.00,9150207.00,87.3,10.4,2.3,0.5,2205
9150208.00,9150208.00,87.6,9.0,3.4,0.4,6405
9150209.00,9150209.00,85.2,6.4,8.0,2.8,1250
9150210.00,9150210.00,75.0,0.0,0.0,0.0,60
9150211.00,9150211.00,93.6,6.4,0.0,0.0,235
9150212.00,9150212.00,89.0,8.2,2.8,0.2,5605
9150213.00,9150213.00,88.4,9.3,0.0,0.0,215
5210001.00,5210001.00,77.9,13.5,8.7,6.1,3455
5210002.00,5210002.00,79.0,6.5,14.9,12.2,1310
5210003.00,5210003.00,81.2,10.4,8.4,4.2,2740
5210004.00,5210004.00,75.0,10.7,14.1,7.3,2520
5210005.00,5210005.00,81.4,10.1,8.4,5.2,5605
5210006.00,5210006.00,68.5,11.5,19.9,12.4,3735
5210007.00,5210007.00,83.5,7.7,8.8,5.6,3940
5210008.00,5210008.00,78.9,6.8,14.3,12.4,2580
5210009.00,5210009.00,79.1,9.5,11.6,7.6,3105
5210010.00,5210010.00,89.3,4.8,5.9,2.8,3985
5210011.01,5210011.01,90.1,6.6,3.2,1.1,7000
5210011.02,5210011.02,88.8,5.9,5.1,0.8,2375
5210012.00,5210012.00,89.7,6.0,4.3,2.0,4025
5210013.00,5210013.00,83.1,10.4,6.5,4.0,1005
5210014.00,5210014.00,77.6,8.9,13.4,3.8,4250
5210015.00,5210015.00,83.5,11.6,4.9,1.4,2880
5210100.01,5210100.01,88.1,9.9,2.0,0.0,1510
5210100.02,5210100.02,85.8,11.1,3.2,0.7,11055
5210101.00,5210101.00,91.5,6.8,1.9,0.0,3700
5210102.00,5210102.00,93.9,5.5,0.6,0.0,6385
5210103.00,5210103.00,93.9,5.0,1.0,0.0,6445
5210104.00,5210104.00,94.9,3.8,1.2,0.0,5700
5210105.01,5210105.01,93.9,5.2,0.9,0.0,5855
5210105.02,5210105.02,86.8,10.7,2.3,0.0,2425
5210106.00,5210106.00,91.5,6.7,1.7,0.2,8260
5210107.00,5210107.00,88.9,8.3,0.0,0.0,360
5210108.00,5210108.00,91.7,7.1,1.2,0.0,1265
5210109.00,5210109.00,88.7,10.5,0.0,0.0,665
5210110.00,5210110.00,82.0,13.1,4.9,1.4,9260
5210111.01,5210111.01,87.4,9.6,3.1,0.0,3495
5210111.02,5210111.02,83.9,12.2,3.9,0.7,7070
5210112.03,5210112.03,85.1,13.3,1.6,0.0,2515
5210112.04,5210112.04,86.6,10.2,3.2,0.0,4595
5210112.05,5210112.05,89.7,8.4,1.9,0.0,3200
5210112.06,5210112.06,80.5,15.9,3.6,1.0,4660
5210112.07,5210112.07,87.1,10.7,2.4,0.0,2945
5210113.01,5210113.01,80.8,13.3,5.9,1.4,15270
5210113.02,5210113.02,93.1,6.2,0.7,0.0,5345
5210200.00,5210200.00,92.5,5.9,1.2,0.6,1610
5410001.01,5410001.01,60.8,15.3,23.9,13.1,6845
5410001.03,5410001.03,65.7,23.2,11.2,3.0,6130
5410001.05,5410001.05,75.3,19.7,5.1,1.1,3610
5410001.06,5410001.06,52.5,28.2,19.2,5.9,7915
5410002.01,5410002.01,63.8,22.5,13.8,2.4,4650
5410002.02,5410002.02,64.1,18.5,17.3,4.8,5780
5410002.03,5410002.03,67.0,17.7,15.2,3.7,3215
5410002.04,5410002.04,68.3,22.2,9.7,2.6,4600
5410002.06,5410002.06,70.3,18.1,11.4,2.5,3450
5410002.07,5410002.07,69.5,21.5,9.0,2.2,6255
5410002.09,5410002.09,57.4,27.4,15.2,3.2,4940
5410002.12,5410002.12,54.8,31.5,13.7,2.8,7450
5410002.13,5410002.13,52.6,31.4,16.0,3.8,4305
5410002.14,5410002.14,56.6,26.0,17.4,4.2,9695
5410002.15,5410002.15,55.8,28.3,15.8,5.5,5745
5410003.00,5410003.00,52.6,19.3,28.2,14.0,4825
5410004.01,5410004.01,71.1,17.8,11.1,3.7,5970
5410004.02,5410004.02,66.2,19.6,14.1,4.3,7210
5410005.01,5410005.01,66.5,17.0,16.5,5.6,3120
5410005.02,5410005.02,50.2,22.7,27.2,11.9,4875
5410006.00,5410006.00,78.5,13.8,8.1,2.8,1235
5410007.00,5410007.00,72.2,16.2,11.6,2.3,7725
5410008.01,5410008.01,75.7,15.5,8.9,1.3,5245
5410008.02,5410008.02,76.6,15.0,8.4,1.9,3225
5410008.04,5410008.04,82.3,13.8,3.9,0.9,4415
5410008.05,5410008.05,78.5,16.4,5.1,0.0,3050
5410008.06,5410008.06,72.9,23.9,3.3,0.8,3290
5410009.01,5410009.01,58.4,24.8,16.8,3.4,6625
5410009.02,5410009.02,54.9,20.1,25.0,5.1,7090
5410009.04,5410009.04,57.3,28.6,14.0,2.8,5990
5410009.05,5410009.05,59.1,28.8,12.1,3.3,6430
5410010.00,5410010.00,74.4,16.6,9.0,2.4,5385
5410011.00,5410011.00,69.2,14.8,16.0,8.1,4925
5410012.00,5410012.00,80.0,12.5,7.8,1.9,2120
5410013.00,5410013.00,86.9,9.8,3.5,0.4,3470
5410014.02,5410014.02,69.9,22.1,7.9,1.8,4430
5410014.03,5410014.03,71.8,21.8,6.4,1.0,7330
5410014.04,5410014.04,75.5,16.0,8.4,1.2,3740
5410014.06,5410014.06,72.1,23.3,4.5,0.9,4990
5410014.08,5410014.08,62.0,27.9,10.1,1.0,6655
5410014.09,5410014.09,65.1,25.0,9.9,2.2,3195
5410015.00,5410015.00,82.4,10.7,6.8,1.7,5370
5410016.00,5410016.00,78.7,12.5,8.8,2.2,5810
5410017.00,5410017.00,61.7,14.2,24.1,10.7,2950
5410018.00,5410018.00,67.9,15.8,16.3,3.8,3135
5410019.00,5410019.00,66.9,14.6,18.5,4.3,4820
5410020.00,5410020.00,74.3,15.0,10.8,3.2,2370
5410021.00,5410021.00,79.2,9.9,11.0,3.2,5055
5410022.00,5410022.00,77.7,11.2,11.2,5.0,895
5410023.00,5410023.00,83.0,10.9,6.3,2.1,3580
5410024.00,5410024.00,75.1,16.8,8.1,1.4,5830
5410025.00,5410025.00,68.7,26.6,4.7,0.0,3180
5410100.00,5410100.00,77.5,12.5,10.1,4.4,5660
5410101.01,5410101.01,59.0,16.2,24.9,12.2,5385
5410101.02,5410101.02,66.7,16.7,12.5,0.0,120
5410101.03,5410101.03,69.5,17.7,12.9,5.2,6480
5410101.04,5410101.04,67.5,21.0,11.6,5.1,3790
5410102.00,5410102.00,71.4,14.5,14.1,6.8,4070
5410103.00,5410103.00,80.1,12.6,7.3,3.5,3895
5410104.00,5410104.00,72.7,14.7,12.6,5.7,6815
5410105.00,5410105.00,52.5,12.2,35.3,26.5,1885
5410106.01,5410106.01,24.3,8.1,67.7,57.4,7585
5410106.02,5410106.02,50.7,14.7,34.7,19.1,5310
5410107.01,5410107.01,76.7,14.1,9.2,1.1,4125
5410107.02,5410107.02,64.9,19.6,15.4,6.8,6320
5410108.02,5410108.02,72.5,17.7,9.7,2.1,7490
5410108.03,5410108.03,69.1,22.9,8.1,0.9,4255
5410108.04,5410108.04,69.4,19.4,11.2,3.0,5185
5410109.01,5410109.01,77.9,17.3,4.9,0.8,5180
5410109.02,5410109.02,74.1,20.0,5.8,0.8,6340
5410109.05,5410109.05,69.7,23.8,6.5,1.1,7300
5410109.07,5410109.07,53.0,31.0,16.1,4.0,6510
5410109.08,5410109.08,44.0,30.2,25.8,9.0,6810
5410109.09,5410109.09,62.6,28.3,9.2,2.3,4495
5410109.10,5410109.10,61.7,22.0,16.5,4.8,3365
5410110.00,5410110.00,75.7,18.8,5.5,1.0,7150
5410111.04,5410111.04,91.7,5.7,2.5,0.4,2785
5410111.05,5410111.05,89.6,8.3,2.0,0.4,4265
5410111.07,5410111.07,95.9,3.9,0.0,0.0,2415
5410111.08,5410111.08,85.1,12.7,2.2,0.0,1380
5410111.09,5410111.09,90.1,5.7,4.2,0.2,4505
5410111.10,5410111.10,92.7,6.0,1.3,0.0,4105
5410120.02,5410120.02,74.7,17.9,7.3,1.7,7570
5410120.03,5410120.03,70.0,22.3,7.8,1.6,4445
5410120.04,5410120.04,70.1,23.8,6.1,0.5,4200
5410121.00,5410121.00,80.8,13.3,6.0,1.9,5525
5410122.01,5410122.01,88.6,8.4,2.9,0.5,5340
5410122.02,5410122.02,81.7,12.0,6.3,1.2,4710
5410123.01,5410123.01,80.2,13.4,6.4,0.3,5905
5410123.02,5410123.02,80.4,15.9,3.7,0.9,2835
5410124.00,5410124.00,74.9,18.3,6.8,0.8,3245
5410125.00,5410125.00,72.6,18.7,8.8,1.8,7250
5410126.01,5410126.01,82.5,13.2,4.3,1.4,3605
5410126.02,5410126.02,63.7,22.9,13.3,3.4,4590
5410126.05,5410126.05,62.8,23.8,13.5,4.0,1745
5410126.08,5410126.08,77.8,16.1,6.0,1.4,4310
5410126.09,5410126.09,71.4,18.6,9.9,1.0,3550
5410126.10,5410126.10,69.3,22.5,8.0,1.0,3490
5410126.11,5410126.11,70.6,24.2,5.0,1.3,4275
5410126.12,5410126.12,64.0,29.0,7.0,1.7,3430
5410126.13,5410126.13,57.2,29.7,13.0,3.2,5280
5410127.01,5410127.01,77.6,15.5,7.1,2.0,5725
5410127.02,5410127.02,83.4,11.5,5.1,1.3,4880
5410128.00,5410128.00,80.7,13.9,5.4,0.0,2020
5410129.01,5410129.01,62.5,15.8,21.7,12.4,5630
5410129.02,5410129.02,88.0,8.6,3.4,0.6,4285
5410130.01,5410130.01,65.3,20.7,13.9,2.9,5215
5410130.02,5410130.02,70.8,19.4,9.8,1.6,6130
5410131.01,5410131.01,82.8,11.9,5.0,0.8,3790
5410131.03,5410131.03,83.2,13.0,3.8,0.7,5410
5410131.05,5410131.05,80.7,14.8,4.7,0.6,4060
5410131.06,5410131.06,77.4,17.5,5.1,0.2,4705
5410140.01,5410140.01,84.5,13.3,2.2,0.0,4705
5410140.02,5410140.02,91.5,6.8,1.7,0.0,5855
5410151.00,5410151.00,89.1,9.3,1.7,0.0,6195
5410152.01,5410152.01,91.6,5.9,2.5,0.0,6145
5410152.02,5410152.02,82.8,14.8,2.4,0.0,2880
5410153.00,5410153.00,91.3,7.2,1.4,0.0,6030
8100001.00,8100001.00,81.8,12.9,5.3,0.8,5010
8100002.00,8100002.00,85.9,10.0,4.2,1.4,4915
8100003.00,8100003.00,80.2,9.4,10.4,2.1,3885
8100004.00,8100004.00,87.6,7.8,4.8,0.3,2940
8100005.00,8100005.00,89.1,7.1,4.0,0.7,4170
8100006.00,8100006.00,81.0,9.7,9.2,3.5,3160
8100007.00,8100007.00,81.6,14.3,4.1,0.0,980
8100008.00,8100008.00,83.1,8.5,8.5,2.6,2715
8100009.00,8100009.00,85.3,8.9,5.6,1.6,2240
8100010.00,8100010.00,85.7,10.2,0.0,0.0,245
8100011.00,8100011.00,80.3,9.3,10.3,1.8,4445
8100012.00,8100012.00,84.2,6.5,9.0,0.5,2000
8100013.00,8100013.00,83.2,10.4,6.4,0.7,4235
8100014.00,8100014.00,82.8,8.4,8.6,0.4,4050
8100015.00,8100015.00,82.6,10.5,6.8,1.5,3330
8100016.01,8100016.01,74.1,17.2,8.7,1.0,5740
8100016.02,8100016.02,80.3,11.0,8.6,0.8,3535
8100017.01,8100017.01,85.5,10.8,3.7,1.0,3835
8100017.03,8100017.03,86.0,7.2,6.6,1.5,3620
8100017.04,8100017.04,84.8,7.3,7.9,2.2,3675
8100017.05,8100017.05,87.0,9.5,3.6,1.0,3910
8100017.06,8100017.06,87.4,8.3,4.5,1.2,3245
8100018.00,8100018.00,84.5,8.0,7.5,1.9,3915
8100019.00,8100019.00,82.1,8.3,9.6,5.2,3295
8100020.01,8100020.01,84.1,8.8,7.2,1.6,9280
8100020.02,8100020.02,86.2,6.1,7.8,0.9,3865
8100100.01,8100100.01,86.6,9.9,3.5,1.6,5440
8100100.02,8100100.02,84.7,9.2,6.2,2.1,3655
8100101.00,8100101.00,75.0,13.5,11.1,4.1,1480
8100102.00,8100102.00,77.9,13.9,8.0,3.7,1875
8100103.00,8100103.00,92.9,3.7,3.3,0.0,2870
8100104.00,8100104.00,89.3,7.2,3.6,0.1,8640
8100105.00,8100105.00,89.1,7.3,3.6,0.0,275
5550001.02,5550001.02,64.7,22.9,12.3,2.6,4025
5550001.03,5550001.03,58.5,27.0,14.4,1.9,3895
5550001.05,5550001.05,56.2,27.4,16.5,2.3,4565
5550001.06,5550001.06,57.7,25.1,17.3,3.5,4975
5550001.07,5550001.07,74.0,19.9,5.9,0.0,4040
5550001.08,5550001.08,67.0,22.6,10.5,1.3,3525
5550002.01,5550002.01,70.9,23.3,5.6,0.0,3475
5550002.02,5550002.02,75.7,16.8,7.7,0.8,2535
5550002.03,5550002.03,80.9,15.6,3.6,0.5,1960
5550002.04,5550002.04,72.8,18.5,8.7,2.2,2460
5550003.00,5550003.00,76.1,16.3,7.6,0.0,460
5550004.01,5550004.01,72.4,16.8,10.7,2.5,4750
5550004.03,5550004.03,71.5,22.1,6.5,1.9,3615
5550004.04,5550004.04,71.2,19.3,9.3,2.7,3700
5550005.01,5550005.01,72.5,18.4,9.0,3.0,5755
5550005.02,5550005.02,73.4,18.1,8.6,1.3,3720
5550005.03,5550005.03,69.4,20.3,10.2,2.6,5290
5550006.01,5550006.01,70.1,14.8,15.1,4.1,3815
5550006.02,5550006.02,76.6,19.7,3.7,0.8,6255
5550006.04,5550006.04,83.7,11.7,4.5,0.5,6815
5550006.05,5550006.05,84.5,12.1,3.4,1.2,2970
5550007.01,5550007.01,79.6,15.1,5.3,1.7,9895
5550007.02,5550007.02,74.8,21.4,3.6,0.4,3435
5550008.00,5550008.00,82.9,12.8,4.3,0.9,5715
5550009.01,5550009.01,75.3,15.3,9.3,2.0,3990
5550009.02,5550009.02,74.1,14.1,11.8,2.5,6940
5550010.01,5550010.01,70.8,18.9,10.3,3.5,2825
5550010.02,5550010.02,80.9,11.1,8.1,2.8,5170
5550011.00,5550011.00,75.0,16.9,8.1,2.7,5390
5550012.00,5550012.00,83.7,10.9,5.4,1.6,5185
5550013.00,5550013.00,76.8,16.1,7.0,1.4,4005
5550014.00,5550014.00,73.9,15.8,10.3,2.6,4670
5550015.00,5550015.00,85.3,9.9,4.8,1.5,1665
5550016.00,5550016.00,90.8,4.1,5.0,0.0,2290
5550017.00,5550017.00,82.5,11.6,5.9,2.2,3915
5550018.00,5550018.00,85.9,8.5,5.5,1.6,4655
5550019.00,5550019.00,87.0,10.3,2.7,0.0,920
5550020.01,5550020.01,56.8,13.7,29.5,16.1,6520
5550020.02,5550020.02,48.9,23.2,27.9,14.6,15140
5550021.00,5550021.00,71.7,11.4,16.8,11.4,4935
5550022.00,5550022.00,72.8,12.3,14.9,8.5,6690
5550023.00,5550023.00,82.1,11.3,6.6,2.2,2515
5550024.00,5550024.00,83.7,10.0,6.5,2.2,3565
5550025.00,5550025.00,85.6,10.2,4.2,0.7,4125
5550026.00,5550026.00,78.5,16.4,5.0,0.7,6525
5550027.03,5550027.03,81.3,12.6,6.2,1.9,3445
5550027.04,5550027.04,80.0,14.7,5.2,1.7,4795
5550027.05,5550027.05,83.0,12.1,4.6,0.0,1410
5550027.06,5550027.06,74.3,20.9,4.7,1.3,3795
5550027.07,5550027.07,78.9,15.5,5.7,1.7,4760
5550028.00,5550028.00,84.3,12.0,3.7,1.6,2550
5550029.00,5550029.00,81.9,8.2,9.9,5.9,3045
5550030.00,5550030.00,85.8,9.7,4.4,2.0,4160
5550031.00,5550031.00,63.8,10.2,25.8,14.9,2445
5550032.00,5550032.00,87.9,7.7,4.3,1.7,3720
5550033.00,5550033.00,80.1,10.2,9.9,5.1,4970
5550034.00,5550034.00,74.0,8.8,17.2,9.4,4525
5550035.00,5550035.00,67.5,24.7,7.8,0.0,385
5550036.00,5550036.00,73.7,8.4,17.8,11.9,4455
5550037.00,5550037.00,71.4,9.7,18.7,15.3,4885
5550038.00,5550038.00,67.1,12.3,20.7,14.6,5100
5550039.00,5550039.00,62.7,13.9,23.3,10.7,5525
5550040.00,5550040.00,83.1,7.8,9.2,5.0,2490
5550041.00,5550041.00,70.3,16.7,13.2,5.6,3840
5550042.00,5550042.00,80.9,9.7,9.2,6.3,3905
5550043.00,5550043.00,82.2,11.0,6.7,3.8,3125
5550044.01,5550044.01,54.2,18.7,27.1,17.3,3610
5550044.02,5550044.02,76.2,18.5,5.4,2.1,3305
5550044.04,5550044.04,73.5,14.3,12.7,2.9,2205
5550044.05,5550044.05,62.2,23.0,14.8,5.0,8660
5550044.06,5550044.06,57.9,25.7,16.5,4.8,8595
5550044.07,5550044.07,69.0,20.6,10.4,4.4,3500
5550045.00,5550045.00,61.3,9.4,29.1,23.4,1600
5550046.00,5550046.00,59.3,17.1,23.7,8.3,6890
5550047.00,5550047.00,65.0,24.0,11.0,4.5,5275
5550048.00,5550048.00,61.2,17.8,21.0,7.6,6580
5550049.01,5550049.01,75.4,15.4,9.3,2.8,7045
5550049.02,5550049.02,62.8,21.6,15.6,5.8,9380
5550050.01,5550050.01,61.7,25.2,13.1,4.7,8495
5550050.02,5550050.02,73.7,16.9,9.4,3.8,4080
5550050.03,5550050.03,64.0,18.4,17.5,9.3,3890
5550051.00,5550051.00,61.7,26.1,12.2,7.7,5260
5550100.01,5550100.01,90.2,8.9,0.9,0.0,4950
5550100.02,5550100.02,91.4,7.4,1.1,0.0,4865
5550110.01,5550110.01,76.4,19.7,3.8,0.7,9755
5550110.02,5550110.02,64.3,24.3,11.4,1.6,16125
5550120.01,5550120.01,90.3,8.3,1.4,0.0,4740
5550120.02,5550120.02,85.3,12.4,2.4,0.0,2950
5550120.03,5550120.03,57.3,27.9,14.8,4.3,21395
5550130.00,5550130.00,92.6,5.8,1.6,0.0,4040
5550140.00,5550140.00,91.7,7.2,1.3,0.0,2235
5550150.00,5550150.00,87.3,10.4,2.2,0.7,8810
5550200.00,5550200.00,86.5,11.3,2.2,0.3,11960
5550201.00,5550201.00,90.5,7.1,2.4,0.0,2525
5550202.00,5550202.00,93.3,5.8,1.1,0.0,2255
5550203.00,5550203.00,93.8,4.9,1.3,0.0,3380
5550204.01,5550204.01,92.4,5.9,1.6,0.0,4150
5550204.02,5550204.02,86.6,10.5,2.9,0.7,4920
5550205.00,5550205.00,95.6,3.7,0.9,0.0,2735
5550206.00,5550206.00,91.3,5.5,3.4,1.2,2935
5550207.00,5550207.00,87.1,9.7,3.2,0.1,7235
5550210.00,5550210.00,89.7,7.2,3.0,0.4,5735
5550220.00,5550220.00,90.1,8.4,1.5,0.0,7885
5550230.00,5550230.00,93.3,4.8,1.9,0.2,4760
5550231.00,5550231.00,86.3,11.3,2.4,0.3,6780
5550232.00,5550232.00,89.7,8.8,1.6,0.0,5520
5550233.00,5550233.00,84.0,13.0,2.8,0.6,2655
5550234.00,5550234.00,90.5,7.7,1.8,0.8,8595
5550300.00,5550300.00,89.3,8.3,2.2,0.0,2895
8050001.00,8050001.00,90.5,7.3,2.3,0.5,1990
8050002.00,8050002.00,86.3,8.1,5.5,1.4,3845
8050003.01,8050003.01,87.4,7.6,4.9,0.0,3700
8050003.03,8050003.03,88.0,7.0,4.9,1.8,3840
8050003.04,8050003.04,88.1,7.7,4.2,1.1,4150
8050004.00,8050004.00,93.6,6.0,0.7,0.0,1410
8050005.01,8050005.01,81.7,8.4,9.9,4.9,2930
8050005.02,8050005.02,86.0,7.3,6.7,0.6,4035
8050006.00,8050006.00,87.0,6.0,7.2,0.4,4100
8050007.00,8050007.00,90.5,5.3,4.3,0.4,4690
8050008.00,8050008.00,92.0,6.6,1.4,0.0,2820
8050009.00,8050009.00,92.9,3.2,3.9,0.6,4340
8050010.00,8050010.00,86.3,8.5,5.0,1.6,3980
8050011.00,8050011.00,93.7,4.4,2.0,0.4,2290
8050012.01,8050012.01,93.4,4.8,1.8,0.0,3625
8050012.02,8050012.02,91.4,6.1,2.5,0.0,6445
8050013.00,8050013.00,89.0,4.7,6.3,2.6,3645
8050014.00,8050014.00,89.9,6.5,3.7,0.6,5540
8050100.00,8050100.00,97.0,3.0,0.0,0.0,330
8050200.00,8050200.00,90.8,6.0,3.1,0.9,6885
3050001.00,3050001.00,83.6,5.2,11.6,4.8,1250
3050002.00,3050002.00,85.8,5.3,9.0,4.0,4745
3050003.01,3050003.01,96.5,2.2,1.3,0.4,2255
3050003.04,3050003.04,86.9,4.5,8.4,2.6,5355
3050003.05,3050003.05,83.8,4.5,11.7,1.6,2560
3050003.06,3050003.06,80.5,6.5,13.0,2.8,8905
3050004.01,3050004.01,81.5,3.8,14.7,5.6,3920
3050004.02,3050004.02,82.5,2.5,15.1,8.3,4980
3050005.00,3050005.00,84.7,5.5,10.0,3.1,2750
3050006.00,3050006.00,75.4,2.9,21.5,10.6,4435
3050007.00,3050007.00,85.8,3.8,10.2,5.1,3135
3050008.00,3050008.00,81.1,5.0,13.8,6.4,4845
3050009.00,3050009.00,82.7,3.7,13.6,7.7,4575
3050010.01,3050010.01,80.3,2.1,17.8,11.2,2135
3050010.03,3050010.03,84.7,4.0,11.3,6.0,6235
3050010.04,3050010.04,73.0,1.8,25.3,13.0,1960
3050011.00,3050011.00,93.6,3.5,3.0,0.7,4300
3050012.01,3050012.01,89.2,3.2,7.4,1.7,4770
3050012.02,3050012.02,90.8,4.8,4.4,0.3,4295
3050013.00,3050013.00,80.5,3.7,15.8,5.1,6690
3050014.02,3050014.02,88.4,3.0,8.6,2.4,6740
3050014.03,3050014.03,88.3,3.6,8.1,1.8,5020
3050014.05,3050014.05,90.7,3.2,6.0,1.9,4880
3050014.06,3050014.06,93.4,4.4,2.1,0.6,3490
3050014.07,3050014.07,94.0,4.2,1.8,0.0,840
3050015.02,3050015.02,95.6,1.3,3.1,0.8,5895
3050016.01,3050016.01,96.1,2.2,1.7,0.0,7255
3050016.02,3050016.02,95.2,2.4,2.4,1.0,5700
3050100.00,3050100.00,97.6,1.3,1.1,0.0,7465
3050101.00,3050101.00,93.0,3.4,3.5,1.0,9465
3050102.01,3050102.01,91.0,3.2,5.8,2.5,5235
3050102.02,3050102.02,93.8,3.6,2.6,0.6,5600
3050110.00,3050110.00,96.2,3.8,0.0,0.0,1065
3050120.00,3050120.00,94.0,6.0,0.0,0.0,585
3050200.00,3050200.00,98.3,1.7,0.0,0.0,880
4620001.00,4620001.00,77.8,15.8,6.6,2.1,2565
4620002.00,4620002.00,80.3,11.6,8.0,2.6,3790
4620003.00,4620003.00,74.1,17.4,8.6,2.9,6640
4620004.00,4620004.00,77.4,12.8,9.8,2.4,3160
4620005.00,4620005.00,85.5,7.2,7.2,2.8,3180
4620006.00,4620006.00,69.6,16.2,14.3,6.4,4595
4620007.00,4620007.00,76.4,15.7,7.8,2.8,5645
4620008.00,4620008.00,84.2,8.0,7.6,4.6,3075
4620009.00,4620009.00,74.1,13.4,12.5,6.5,3470
4620010.00,4620010.00,73.3,16.0,10.7,3.9,1535
4620011.00,4620011.00,69.8,20.6,9.6,2.8,5720
4620012.01,4620012.01,69.8,14.7,15.5,6.4,2580
4620012.02,4620012.02,57.0,22.0,20.9,9.7,3980
4620013.00,4620013.00,73.1,14.3,12.5,5.0,5275
4620014.03,4620014.03,68.3,16.7,15.0,7.0,3360
4620014.04,4620014.04,71.6,15.8,12.6,6.7,4055
4620015.00,4620015.00,81.9,9.4,8.9,4.5,4005
4620016.00,4620016.00,80.3,12.6,7.0,2.7,2230
4620017.00,4620017.00,84.7,7.6,7.9,3.6,2095
4620018.00,4620018.00,84.6,7.2,8.2,3.0,2015
4620019.00,4620019.00,82.9,6.8,10.1,6.1,2370
4620021.00,4620021.00,80.9,10.6,8.4,5.1,2965
4620022.00,4620022.00,81.9,9.7,8.7,4.7,1495
4620023.00,4620023.00,81.0,12.3,7.1,2.4,1260
4620024.00,4620024.00,75.4,12.0,12.6,5.1,2545
4620025.00,4620025.00,80.1,8.4,11.4,5.3,2845
4620026.00,4620026.00,74.9,11.4,13.7,6.4,2590
4620027.00,4620027.00,74.5,11.3,13.8,6.3,1590
4620028.00,4620028.00,78.7,7.9,13.7,6.5,2085
4620029.00,4620029.00,72.9,11.8,15.4,9.3,3930
4620030.00,4620030.00,66.2,12.7,21.1,13.5,3340
4620031.00,4620031.00,70.6,13.0,16.6,11.4,2775
4620032.00,4620032.00,62.2,15.3,22.4,14.3,1470
4620033.00,4620033.00,72.7,10.3,17.2,7.2,1740
4620034.00,4620034.00,66.6,16.3,17.1,9.4,2830
4620035.00,4620035.00,73.9,9.0,17.3,7.8,1990
4620036.00,4620036.00,64.8,16.1,19.1,12.9,2015
4620037.00,4620037.00,68.0,15.6,16.2,9.4,3420
4620038.00,4620038.00,63.6,19.5,16.7,7.7,2005
4620039.00,4620039.00,60.3,18.6,21.3,10.9,2255
4620041.00,4620041.00,55.0,15.6,29.3,19.3,1790
4620042.00,4620042.00,58.6,16.7,24.7,19.8,1135
4620043.00,4620043.00,58.4,18.4,23.3,15.1,1225
4620044.00,4620044.00,55.0,17.9,26.9,19.0,2290
4620045.00,4620045.00,70.0,14.8,14.5,9.2,1415
4620046.00,4620046.00,63.8,19.1,16.8,9.2,2170
4620047.00,4620047.00,57.0,21.5,20.8,14.8,745
4620048.00,4620048.00,69.2,11.3,19.7,10.0,2340
4620049.00,4620049.00,61.7,12.8,25.9,15.6,1215
4620050.00,4620050.00,54.4,16.2,29.4,17.6,1360
4620051.00,4620051.00,47.8,15.8,36.1,27.6,1705
4620052.00,4620052.00,54.7,16.3,29.3,21.8,2085
4620053.00,4620053.00,55.7,15.9,28.4,18.2,1320
4620054.00,4620054.00,51.1,20.0,28.9,16.9,1125
4620055.01,4620055.01,63.7,22.1,14.1,7.6,5565
4620055.02,4620055.02,78.2,16.4,6.4,0.0,550
4620056.00,4620056.00,33.3,35.2,31.2,18.5,1920
4620057.00,4620057.00,36.7,24.9,38.3,22.0,1565
4620058.00,4620058.00,40.6,27.7,32.1,15.2,1120
4620059.00,4620059.00,57.0,18.8,24.2,14.8,1385
4620060.00,4620060.00,46.7,50.0,3.3,0.0,1050
4620061.00,4620061.00,43.0,27.8,29.6,22.2,1150
4620062.00,4620062.00,38.1,19.3,42.5,28.0,4525
4620063.00,4620063.00,27.3,16.6,56.0,34.0,5055
4620064.00,4620064.00,25.6,25.6,48.5,36.1,1775
4620065.01,4620065.01,20.5,18.7,60.8,45.3,6595
4620065.02,4620065.02,37.0,22.3,40.6,27.6,3390
4620066.01,4620066.01,25.0,19.3,55.8,41.1,3945
4620066.02,4620066.02,36.2,19.6,44.3,28.3,3215
4620067.00,4620067.00,62.2,28.4,9.1,3.7,1760
4620068.00,4620068.00,56.4,34.1,9.5,0.9,1685
4620069.01,4620069.01,45.9,25.5,28.7,14.1,4745
4620069.02,4620069.02,63.2,19.3,17.6,8.0,4100
4620070.01,4620070.01,54.9,21.1,23.9,15.4,3550
4620070.02,4620070.02,53.6,19.5,26.9,15.8,5175
4620072.00,4620072.00,74.7,16.8,8.6,3.6,3740
4620073.00,4620073.00,69.2,21.7,9.1,3.3,1820
4620074.00,4620074.00,76.0,13.0,11.0,6.2,3460
4620075.00,4620075.00,74.9,14.7,10.5,4.2,2725
4620076.00,4620076.00,71.1,16.7,12.2,4.3,3230
4620077.00,4620077.00,60.6,26.5,13.1,5.0,4190
