ctuid,name,canadian_born,naturalized,non_citizens,npr,population
4210370.00,4210370.00,93.8,3.2,3.0,1.4,8125
4210500.01,4210500.01,95.9,2.1,2.0,0.7,5620
4210500.02,4210500.02,94.3,3.5,2.3,1.0,2435
4210510.00,4210510.00,98.0,1.7,0.4,0.0,3840
4210520.00,4210520.00,97.6,1.6,0.8,0.1,8440
4210530.00,4210530.00,96.9,2.0,1.1,0.4,4255
4210540.00,4210540.00,95.5,3.2,1.3,0.7,6715
4210600.03,4210600.03,98.4,0.9,0.5,0.0,2150
4210600.04,4210600.04,96.2,2.6,1.3,0.7,7435
4210600.05,4210600.05,96.3,3.2,0.7,0.2,4435
4210600.06,4210600.06,95.3,3.8,1.0,0.0,5235
4210605.00,4210605.00,98.2,1.0,0.7,0.0,11045
4210610.00,4210610.00,97.0,2.1,0.9,0.0,6415
4210700.00,4210700.00,98.2,1.3,0.5,0.0,2795
4210800.01,4210800.01,94.7,2.5,2.8,1.6,6525
4210800.02,4210800.02,94.3,2.2,3.5,1.8,5150
4210801.00,4210801.00,94.8,1.5,3.5,2.8,3265
4210802.00,4210802.00,94.3,2.8,2.8,0.6,2700
4210810.00,4210810.00,92.8,2.6,4.6,2.3,4175
4210811.00,4210811.00,91.3,2.6,6.0,2.4,8480
4210812.00,4210812.00,92.5,2.9,4.7,2.6,3605
4210820.01,4210820.01,94.8,1.6,3.4,2.0,3980
4210820.03,4210820.03,95.2,2.9,2.0,0.9,5080
4210820.04,4210820.04,94.5,3.5,2.0,0.7,4755
4210825.00,4210825.00,96.0,1.5,2.5,0.8,9445
4210830.01,4210830.01,93.6,3.0,3.4,1.8,4515
4210830.02,4210830.02,93.7,2.5,3.9,2.0,7990
4210835.03,4210835.03,97.1,1.8,1.1,0.0,7945
4210835.04,4210835.04,97.5,1.4,1.0,0.5,4005
4210835.05,4210835.05,97.6,1.0,1.2,0.8,3810
4210835.06,4210835.06,97.2,1.9,0.7,0.0,3370
4210835.07,4210835.07,98.3,1.0,0.7,0.3,4430
4210840.01,4210840.01,93.9,2.7,3.5,2.2,4965
4210840.02,4210840.02,94.9,1.9,3.2,1.5,4125
4210845.03,4210845.03,95.7,1.8,2.4,1.2,4700
4210845.04,4210845.04,96.0,2.0,2.0,1.4,4785
4210845.05,4210845.05,97.9,1.5,0.4,0.0,6775
4210845.06,4210845.06,98.7,0.4,0.0,0.0,1135
4210846.02,4210846.02,96.5,1.7,1.8,1.5,6075
4210846.03,4210846.03,97.4,1.7,1.3,0.0,1165
4210846.04,4210846.04,96.6,2.6,0.9,0.3,7995
4210850.02,4210850.02,95.2,3.3,1.4,0.0,2905
4210850.03,4210850.03,94.8,3.4,1.7,0.4,5700
4210850.04,4210850.04,94.1,3.7,2.2,0.8,4595
4210850.05,4210850.05,96.8,2.2,1.0,0.2,4875
4210900.00,4210900.00,97.7,0.8,1.6,0.9,5780
4210901.00,4210901.00,97.8,1.9,0.3,0.0,4475
4210902.00,4210902.00,94.6,3.3,2.4,1.5,1660
4210903.00,4210903.00,97.8,1.4,0.8,0.2,7850
8300001.01,8300001.01,86.4,8.2,5.2,0.9,2200
8300001.05,8300001.05,83.5,9.6,6.8,0.0,3545
8300001.06,8300001.06,81.4,11.1,7.3,1.0,3500
8300001.07,8300001.07,81.3,12.1,6.6,0.4,4045
8300001.08,8300001.08,81.6,10.0,8.2,0.5,3950
8300001.09,8300001.09,87.3,10.6,2.2,0.4,2790
8300001.10,8300001.10,87.1,8.7,4.2,0.7,3610
8300002.00,8300002.00,75.2,12.2,12.8,1.9,2625
8300003.00,8300003.00,85.1,7.7,7.3,0.7,5385
8300004.00,8300004.00,79.4,8.9,11.7,3.8,2475
8300005.00,8300005.00,90.4,7.8,1.8,0.0,2555
8300006.00,8300006.00,84.9,8.6,6.3,0.4,3875
8300007.00,8300007.00,90.1,6.5,3.2,0.3,2925
8300008.02,8300008.02,89.1,8.3,2.5,0.6,3360
8300008.03,8300008.03,84.2,8.7,7.1,0.8,3945
8300008.04,8300008.04,73.5,15.5,11.1,0.8,3590
8300008.05,8300008.05,87.2,9.1,3.5,0.0,3280
8300009.01,8300009.01,77.5,12.4,10.0,1.4,2490
8300009.02,8300009.02,86.5,7.8,5.7,1.1,3660
8300010.00,8300010.00,83.9,7.7,8.3,1.3,4150
8300011.00,8300011.00,74.6,10.6,15.0,2.0,3305
8300012.00,8300012.00,82.5,7.9,9.6,0.5,5810
8300013.00,8300013.00,76.9,10.7,12.3,1.3,3890
8300014.00,8300014.00,79.7,10.3,10.0,3.5,1555
8300015.00,8300015.00,85.3,6.5,8.2,0.4,3530
8300016.01,8300016.01,73.7,12.5,13.8,1.0,3960
8300016.02,8300016.02,72.2,13.8,14.0,0.5,4210
8300016.03,8300016.03,83.9,8.9,7.0,0.4,3860
7050001.01,7050001.01,87.8,6.5,5.7,0.5,2980
7050001.02,7050001.02,71.7,9.7,18.8,3.9,3620
7050002.01,7050002.01,74.4,10.0,15.6,3.4,4165
7050002.02,7050002.02,62.6,11.8,25.6,8.8,6265
7050003.00,7050003.00,67.5,11.5,20.9,8.9,5545
7050004.01,7050004.01,86.8,7.0,6.2,1.4,2580
7050004.02,7050004.02,53.8,17.1,29.1,6.0,9460
7050004.03,7050004.03,55.7,19.7,24.7,6.3,4985
7050005.00,7050005.00,88.6,6.4,5.0,1.0,4035
7050006.01,7050006.01,73.3,12.8,13.9,5.3,3200
7050006.02,7050006.02,61.5,8.5,30.1,14.6,3535
7050007.00,7050007.00,74.8,8.5,17.0,6.0,2005
7050008.01,7050008.01,88.8,5.1,6.2,1.3,5560
7050008.02,7050008.02,84.8,8.0,7.3,1.4,5275
7050009.01,7050009.01,71.0,12.1,16.9,3.4,4000
7050009.02,7050009.02,71.0,11.7,17.3,3.6,4740
7050010.00,7050010.00,67.6,13.2,19.4,7.7,2805
7050011.00,7050011.00,73.2,11.1,15.8,6.3,3565
7050012.00,7050012.00,84.1,5.9,10.1,2.4,4665
7050013.00,7050013.00,77.9,15.1,7.0,2.3,430
7050014.00,7050014.00,64.4,19.4,16.2,2.2,1390
7050015.00,7050015.00,74.4,11.1,14.3,2.0,2210
7050016.00,7050016.00,67.4,13.7,19.0,3.9,6480
7050017.00,7050017.00,81.9,12.3,5.8,1.2,2155
7050018.00,7050018.00,85.8,8.5,5.7,0.6,4835
7050019.00,7050019.00,82.1,7.8,10.2,0.7,4245
7050020.00,7050020.00,80.7,8.9,10.4,1.8,3415
7050021.00,7050021.00,86.5,8.4,5.2,0.9,2325
7050022.01,7050022.01,80.0,11.3,8.9,0.9,2255
7050022.02,7050022.02,86.3,7.7,6.0,0.2,4745
7050023.01,7050023.01,89.0,5.2,5.8,0.0,2780
7050023.02,7050023.02,72.9,11.0,16.1,1.9,3970
7050024.00,7050024.00,84.3,9.8,5.9,1.0,2865
7050025.01,7050025.01,69.8,12.4,17.8,2.1,4270
7050025.02,7050025.02,73.4,15.3,11.1,0.5,2970
7050026.00,7050026.00,76.8,8.2,14.9,2.2,3820
7050027.00,7050027.00,81.6,9.3,9.1,1.6,3450
7050028.01,7050028.01,81.4,7.9,10.9,1.6,2900
7050028.02,7050028.02,84.9,6.4,8.6,1.2,3435
7050028.03,7050028.03,89.7,6.1,4.2,0.4,4045
7050100.01,7050100.01,84.9,7.6,7.6,0.3,3570
7050100.02,7050100.02,89.0,8.2,3.0,0.4,4895
7050100.03,7050100.03,90.7,6.4,3.0,0.2,5050
7050100.05,7050100.05,91.4,6.5,2.1,0.0,2370
7050100.08,7050100.08,79.7,10.3,10.0,1.7,5455
7050100.10,7050100.10,80.9,11.0,8.1,0.7,6420
7050100.11,7050100.11,73.9,10.3,15.8,1.9,3640
7050100.13,7050100.13,80.0,10.9,9.1,2.2,6670
7050100.14,7050100.14,95.2,4.4,0.8,0.0,1260
7050100.15,7050100.15,88.6,6.1,5.3,1.1,4660
7050100.16,7050100.16,88.8,7.1,4.1,0.2,4565
7050100.17,7050100.17,73.9,14.4,11.8,1.7,6340
7050100.18,7050100.18,88.8,7.8,3.4,1.5,4000
7050100.19,7050100.19,71.8,16.8,11.4,2.9,5435
7050100.20,7050100.20,63.6,17.5,18.9,3.3,8020
7050101.01,7050101.01,96.8,1.8,1.4,0.4,5885
7050101.02,7050101.02,94.8,4.0,1.2,0.0,6835
7050102.00,7050102.00,96.4,3.0,0.6,0.0,5755
7050103.00,7050103.00,97.9,1.5,0.0,0.0,975
7050104.00,7050104.00,94.0,4.8,1.2,1.2,835
7050106.00,7050106.00,100.0,0.0,0.0,0.0,330
4080001.00,4080001.00,97.6,1.0,1.4,0.8,3555
4080002.01,4080002.01,93.3,3.0,3.6,2.5,2815
4080002.02,4080002.02,95.7,1.5,2.7,1.4,5520
4080003.01,4080003.01,96.1,1.7,2.3,1.7,3750
4080003.02,4080003.02,96.9,1.7,1.6,0.9,2885
4080004.00,4080004.00,83.9,2.8,13.5,11.9,3780
4080005.00,4080005.00,93.1,1.6,5.2,4.8,2815
4080006.00,4080006.00,90.7,0.8,8.4,7.3,3025
4080007.00,4080007.00,97.8,0.8,1.4,1.2,2450
4080008.00,4080008.00,98.5,1.0,0.4,0.4,5145
4080100.00,4080100.00,98.6,0.9,0.5,0.0,4030
4080101.00,4080101.00,98.1,1.3,0.5,0.0,3715
4080102.00,4080102.00,97.9,1.1,0.8,0.6,2630
4080103.01,4080103.01,98.7,1.2,0.3,0.0,3790
4080103.02,4080103.02,99.2,0.6,0.3,0.3,3575
4080104.00,4080104.00,99.1,0.6,0.4,0.0,6975
4080105.00,4080105.00,98.9,0.2,1.1,0.3,3080
4080106.00,4080106.00,98.4,1.0,0.8,0.0,3050
4080107.02,4080107.02,95.0,0.8,4.2,4.0,3130
4080107.04,4080107.04,99.5,0.5,0.0,0.0,925
4080107.05,4080107.05,98.0,0.5,1.5,1.2,2995
4080107.06,4080107.06,97.6,1.2,1.1,0.9,4830
4080108.00,4080108.00,94.7,0.8,4.5,4.2,1900
4080109.00,4080109.00,98.2,0.8,1.0,0.5,1935
4080110.00,4080110.00,98.2,0.8,0.8,0.7,5350
4080111.03,4080111.03,100.0,0.0,0.0,0.0,1600
4080111.04,4080111.04,99.8,0.2,0.0,0.0,2515
4080120.01,4080120.01,99.4,0.1,0.0,0.0,3495
4080120.03,4080120.03,99.2,0.5,0.3,0.2,6350
4080120.04,4080120.04,100.0,0.0,0.0,0.0,1070
4080120.05,4080120.05,99.2,0.4,0.0,0.0,1315
4080130.00,4080130.00,98.1,0.9,0.9,0.6,4015
4080131.00,4080131.00,99.2,0.2,0.4,0.0,4535
4080132.00,4080132.00,98.9,0.6,0.5,0.0,3260
4080133.00,4080133.00,97.9,1.1,1.1,0.0,3610
4080140.00,4080140.00,98.3,1.3,0.4,0.0,5285
4080150.00,4080150.00,98.7,1.0,0.4,0.0,6540
4080160.00,4080160.00,99.1,0.6,0.3,0.2,6330
4080161.00,4080161.00,98.2,1.8,0.0,0.0,2445
4080162.00,4080162.00,98.7,1.0,0.4,0.3,6265
4080163.00,4080163.00,98.9,0.5,0.0,0.0,2790
4080164.00,4080164.00,97.8,0.7,1.2,1.2,2065
4080165.00,4080165.00,100.0,0.0,0.0,0.0,1110
4080166.00,4080166.00,95.4,0.0,3.4,0.0,435
4080167.00,4080167.00,99.7,0.2,0.0,0.0,2990
4080168.00,4080168.00,100.0,0.0,0.0,0.0,775
4080169.00,4080169.00,100.0,0.0,0.0,0.0,850
4080170.00,4080170.00,97.5,2.5,0.0,0.0,610
3100001.01,3100001.01,95.3,2.8,1.9,0.9,2650
3100001.02,3100001.02,94.9,2.8,2.3,0.4,3435
3100002.01,3100002.01,90.8,3.5,5.8,1.7,3545
3100002.02,3100002.02,81.1,3.6,15.4,8.6,1690
3100003.00,3100003.00,90.7,1.5,7.7,2.8,1620
3100004.00,3100004.00,88.8,2.5,8.7,4.8,2585
3100006.00,3100006.00,83.6,0.9,14.7,6.0,580
3100007.00,3100007.00,89.0,4.7,7.0,5.8,860
3100008.00,3100008.00,78.4,4.3,17.0,9.3,1620
3100009.00,3100009.00,83.8,4.2,12.2,5.2,2125
3100010.00,3100010.00,91.1,2.0,6.9,2.0,1750
3100011.00,3100011.00,83.9,6.7,9.8,4.7,965
3100012.00,3100012.00,94.1,2.2,3.8,0.0,925
3100013.00,3100013.00,95.7,2.0,2.3,1.3,1505
3100014.00,3100014.00,95.8,1.8,2.0,0.4,2255
3100015.00,3100015.00,97.3,1.3,0.9,0.0,1125
3100016.00,3100016.00,98.3,1.0,0.0,0.0,1515
3100017.00,3100017.00,87.0,2.4,10.6,3.3,1230
3100018.00,3100018.00,84.2,5.3,0.0,0.0,95
3100019.00,3100019.00,73.2,7.1,19.6,5.4,280
3100020.00,3100020.00,82.8,6.0,11.6,5.2,1250
3100021.00,3100021.00,86.8,2.9,10.3,1.8,1360
3100022.00,3100022.00,82.3,6.2,11.7,4.9,2350
3100023.00,3100023.00,90.8,2.4,7.1,2.7,1680
3100024.00,3100024.00,73.0,6.3,20.9,2.5,2780
3100025.01,3100025.01,97.0,1.7,1.1,0.2,4030
3100025.02,3100025.02,95.5,3.0,1.6,0.0,3685
3100026.00,3100026.00,98.0,1.3,0.7,0.4,3495
3100027.01,3100027.01,79.0,7.1,13.9,2.8,3570
3100027.02,3100027.02,73.4,9.5,17.0,6.8,3360
3100028.00,3100028.00,94.5,2.5,3.0,1.9,1805
3100029.00,3100029.00,96.0,1.8,2.3,0.3,6435
3100100.01,3100100.01,97.0,2.2,0.7,0.0,4960
3100100.03,3100100.03,97.9,1.0,1.2,0.0,2105
3100100.04,3100100.04,96.0,3.2,0.0,0.0,1245
3100101.00,3100101.00,98.1,1.9,0.0,0.0,800
3100102.00,3100102.00,100.0,0.0,0.0,0.0,710
3100110.01,3100110.01,89.9,5.4,4.6,0.5,4425
3100110.02,3100110.02,93.5,3.7,2.7,0.3,7490
3100111.00,3100111.00,97.0,2.4,0.6,0.0,3185
3100112.00,3100112.00,96.7,2.4,1.0,0.0,1045
3100120.02,3100120.02,95.1,3.3,1.7,0.0,6815
3100120.03,3100120.03,95.4,2.4,2.2,0.9,3390
3100120.05,3100120.05,87.6,5.1,7.3,0.9,3755
3100120.06,3100120.06,91.2,5.4,3.3,0.0,4510
3100130.01,3100130.01,96.7,2.8,0.5,0.0,7270
3100130.03,3100130.03,94.1,2.4,3.5,0.0,425
3100130.04,3100130.04,98.7,0.9,0.4,0.0,3915
3100131.01,3100131.01,97.8,1.8,0.0,0.0,1360
3100131.02,3100131.02,97.0,2.3,0.7,0.0,1500
3100140.00,3100140.00,97.7,1.5,0.8,0.0,1315
4520001.00,4520001.00,94.1,3.3,2.6,1.4,6320
4520002.00,4520002.00,91.5,3.7,5.0,0.9,3825
4520003.00,4520003.00,87.5,6.5,5.9,3.1,6040
4520004.00,4520004.00,78.9,6.4,14.7,8.8,4045
4520005.00,4520005.00,90.7,3.5,5.8,1.8,4990
4520006.00,4520006.00,88.2,6.7,5.1,1.4,3630
4520007.00,4520007.00,96.7,1.7,1.4,0.7,3810
4520008.00,4520008.00,97.2,2.3,0.7,0.0,4215
4520009.00,4520009.00,88.3,5.2,6.5,1.6,4020
4520010.00,4520010.00,84.7,5.7,9.7,3.9,5050
4520011.00,4520011.00,84.6,5.9,9.6,4.4,4135
4520012.00,4520012.00,95.1,2.1,2.7,1.9,4735
4520100.00,4520100.00,96.7,2.4,1.1,0.0,2740
5620001.01,5620001.01,97.7,2.3,0.0,0.0,645
5620001.02,5620001.02,92.3,3.8,0.0,0.0,130
5620002.00,5620002.00,93.2,5.3,1.3,0.8,2365
5620003.00,5620003.00,88.3,4.2,7.5,4.4,4880
5620004.00,5620004.00,89.3,6.6,4.1,1.8,3030
5620005.00,5620005.00,91.2,4.6,4.2,1.1,2730
5620006.00,5620006.00,91.2,4.6,4.3,1.7,3450
5620007.00,5620007.00,84.2,10.7,5.0,2.8,2285
5620008.00,5620008.00,89.8,7.3,2.9,1.1,3095
5620009.00,5620009.00,86.2,7.4,6.4,3.9,5250
5620010.00,5620010.00,88.1,8.4,3.6,1.0,3375
5620011.00,5620011.00,90.7,8.0,1.3,0.3,3015
5620012.00,5620012.00,86.3,11.2,2.5,0.0,2845
5620013.00,5620013.00,85.6,12.2,2.1,0.0,4480
5620100.00,5620100.00,90.7,7.8,1.6,0.0,1935
5620101.01,5620101.01,82.5,14.6,3.0,0.7,4320
5620101.02,5620101.02,89.2,9.6,1.1,0.0,2230
5620101.03,5620101.03,87.6,9.9,2.5,0.0,4850
5620102.01,5620102.01,79.4,14.5,6.1,1.5,4370
5620102.02,5620102.02,79.5,14.8,5.7,1.9,4030
5620102.03,5620102.03,83.3,8.0,8.8,5.2,6340
5620102.04,5620102.04,81.5,16.7,1.7,0.0,3865
5620110.01,5620110.01,94.1,4.6,1.2,0.0,7300
5620110.02,5620110.02,96.2,2.7,1.0,0.0,1455
5620110.03,5620110.03,95.8,3.3,0.9,0.0,5885
5620120.00,5620120.00,91.5,6.0,2.5,1.4,8135
7250001.01,7250001.01,84.4,10.1,5.4,0.5,5915
7250001.02,7250001.02,70.4,13.2,16.4,4.5,8305
7250002.01,7250002.01,88.6,7.2,4.2,0.4,2855
7250002.03,7250002.03,89.6,4.7,5.8,1.0,4555
7250002.04,7250002.04,66.4,13.3,20.4,5.0,6515
7250003.00,7250003.00,87.2,5.2,7.5,1.4,5490
7250004.00,7250004.00,89.7,4.6,5.7,1.1,5240
7250005.00,7250005.00,93.0,5.3,1.7,0.0,6635
7250006.01,7250006.01,69.9,14.7,15.3,2.0,5055
7250006.02,7250006.02,74.9,11.9,13.2,1.0,3940
7250006.03,7250006.03,72.6,13.0,14.5,1.3,5325
7250006.04,7250006.04,84.1,8.9,7.2,0.3,4660
7250007.00,7250007.00,80.2,10.2,9.6,3.2,1720
7250008.00,7250008.00,79.1,9.3,11.4,3.7,2845
7250009.00,7250009.00,87.6,6.5,5.9,1.7,4240
7250010.00,7250010.00,80.3,9.2,10.6,3.7,6050
7250011.01,7250011.01,69.1,10.0,20.9,6.4,3540
7250011.02,7250011.02,65.0,12.6,22.3,2.9,3255
7250011.03,7250011.03,65.8,10.5,23.5,5.4,2705
7250012.01,7250012.01,70.8,12.4,16.8,2.4,5375
7250012.02,7250012.02,76.9,9.0,14.3,4.1,4300
7250012.03,7250012.03,76.2,12.5,11.2,2.4,4160
7250012.06,7250012.06,75.3,13.0,11.8,2.5,8325
7250012.08,7250012.08,80.8,11.4,7.8,2.0,3950
7250012.09,7250012.09,82.9,10.0,7.1,1.3,3160
7250012.10,7250012.10,81.6,12.0,6.6,0.5,3280
7250012.11,7250012.11,67.6,16.8,15.6,1.4,9055
7250013.01,7250013.01,77.4,8.8,13.8,1.5,5285
7250013.02,7250013.02,79.2,8.0,12.8,2.4,5825
7250013.04,7250013.04,75.6,11.5,13.0,2.0,15545
7250013.06,7250013.06,85.4,10.2,4.5,0.7,3665
7250013.07,7250013.07,82.2,10.1,7.7,1.0,3125
7250013.08,7250013.08,75.9,10.8,13.3,3.3,3465
7250013.09,7250013.09,72.8,13.7,13.5,3.5,8145
7250014.00,7250014.00,81.3,8.2,10.5,5.9,4380
7250015.00,7250015.00,81.9,6.7,11.3,6.0,4870
7250016.00,7250016.00,92.5,5.2,2.0,0.7,1525
7250017.00,7250017.00,76.8,12.1,11.2,0.8,3900
7250018.01,7250018.01,71.2,12.4,16.3,2.3,3860
7250018.02,7250018.02,80.0,11.4,8.6,0.3,3995
7250018.03,7250018.03,73.2,15.6,11.2,0.7,6315
7250018.06,7250018.06,69.8,17.7,12.6,0.4,4260
7250018.07,7250018.07,81.2,8.9,10.0,0.7,4770
7250018.08,7250018.08,64.5,20.1,15.3,1.0,4700
7250018.09,7250018.09,84.1,11.3,4.6,0.0,3045
7250019.00,7250019.00,86.6,7.0,6.2,0.8,3200
7250020.00,7250020.00,82.8,6.6,10.6,1.5,4120
7250021.01,7250021.01,91.9,5.2,2.9,0.3,3640
7250021.02,7250021.02,87.3,8.3,4.5,0.3,5445
7250021.03,7250021.03,77.8,9.4,12.8,1.7,4790
7250021.04,7250021.04,85.3,7.4,7.3,1.0,4390
7250021.05,7250021.05,84.6,8.8,6.7,0.6,5175
7250100.02,7250100.02,51.6,20.2,28.3,4.1,6535
7250100.03,7250100.03,71.5,11.0,17.6,0.8,2505
7250100.04,7250100.04,90.9,7.2,1.9,0.0,4580
7250101.00,7250101.00,95.0,3.3,1.7,0.0,5485
7250102.01,7250102.01,93.7,2.8,3.5,0.6,12370
7250102.02,7250102.02,94.6,2.7,2.7,0.1,13360
7250103.00,7250103.00,93.8,3.3,3.0,0.8,3220
7250104.01,7250104.01,100.0,0.0,0.0,0.0,510
7250104.02,7250104.02,92.7,4.5,2.9,0.0,3145
7250105.00,7250105.00,94.9,3.5,1.5,0.0,4930
7250110.00,7250110.00,94.9,2.5,2.5,0.0,785
7250200.00,7250200.00,95.2,3.9,0.9,0.0,2180
5900001.01,5900001.01,93.2,4.8,1.9,0.0,4235
5900001.02,5900001.02,90.6,7.8,1.7,0.3,2875
5900002.00,5900002.00,94.6,3.5,1.6,0.0,1845
5900003.00,5900003.00,91.0,5.9,3.1,1.1,3565
5900004.00,5900004.00,88.3,8.2,3.3,1.8,4185
5900005.00,5900005.00,90.9,6.1,3.0,0.9,2685
5900006.00,5900006.00,86.3,6.0,7.8,5.2,2770
5900007.00,5900007.00,90.6,3.9,5.3,4.2,1800
5900008.00,5900008.00,96.2,2.3,1.4,0.0,1065
5900009.00,5900009.00,94.1,5.1,0.9,0.0,4295
5900010.00,5900010.00,91.7,6.2,1.9,0.0,3685
5900011.00,5900011.00,87.9,11.1,0.8,0.0,4770
5900012.00,5900012.00,91.0,7.6,1.4,0.4,2495
5900013.00,5900013.00,91.1,7.3,1.5,0.0,2315
5900014.00,5900014.00,93.1,5.5,1.4,0.0,2530
5900015.00,5900015.00,90.1,7.6,2.2,1.1,5295
5900016.00,5900016.00,89.7,6.0,4.4,2.7,6205
5900017.00,5900017.00,85.2,7.2,7.5,3.8,6760
5900018.01,5900018.01,91.7,6.8,1.5,0.0,2660
5900018.02,5900018.02,89.4,8.9,1.7,0.0,4710
5900100.01,5900100.01,99.1,0.9,0.0,0.0,1075
5900101.00,5900101.00,97.2,2.1,0.9,0.0,2635
5900102.00,5900102.00,97.5,1.5,1.0,0.0,985
4330001.00,4330001.00,87.1,5.6,7.2,0.9,5275
4330002.00,4330002.00,82.3,9.5,7.9,4.3,1840
4330003.00,4330003.00,81.6,8.5,9.9,4.8,2825
4330004.00,4330004.00,75.5,11.4,13.2,3.6,4750
4330005.00,4330005.00,87.4,6.1,6.8,4.7,1900
4330006.00,4330006.00,83.7,5.4,10.9,7.9,2480
4330007.00,4330007.00,80.7,9.2,10.3,7.3,2620
4330008.00,4330008.00,90.8,5.3,3.9,2.3,3110
4330009.01,4330009.01,91.0,5.8,3.4,2.2,4170
4330009.02,4330009.02,85.1,7.8,7.1,2.6,5450
4330010.00,4330010.00,88.4,7.2,4.6,1.7,3480
4330011.00,4330011.00,90.5,5.1,4.4,2.1,1945
4330012.00,4330012.00,85.3,6.2,8.8,5.4,1765
4330013.00,4330013.00,85.7,2.6,11.7,7.9,1715
4330014.00,4330014.00,94.4,4.3,1.5,1.0,2930
4330015.01,4330015.01,91.6,3.2,5.2,0.8,2500
4330015.02,4330015.02,82.4,6.2,11.2,3.1,6095
4330016.00,4330016.00,87.7,6.8,5.2,1.1,4035
4330017.00,4330017.00,79.0,3.0,18.0,8.3,2835
4330018.00,4330018.00,89.4,6.5,4.0,2.0,4855
4330019.01,4330019.01,83.6,8.7,7.7,3.7,6725
4330019.02,4330019.02,86.4,6.6,7.0,2.7,7530
4330100.00,4330100.00,85.7,5.6,8.7,5.5,5550
4330110.01,4330110.01,96.6,1.9,1.7,0.6,4230
4330110.03,4330110.03,91.4,6.6,2.0,0.4,6880
4330110.04,4330110.04,94.3,3.3,2.4,0.8,6365
4330110.06,4330110.06,93.9,3.2,3.0,1.1,6860
4330110.07,4330110.07,91.8,4.6,3.6,1.4,7925
4330111.01,4330111.01,80.1,10.7,9.2,2.8,8345
4330111.02,4330111.02,91.9,6.3,1.8,0.0,1115
4330111.05,4330111.05,95.3,3.3,1.4,0.2,4575
4330111.06,4330111.06,94.6,4.6,0.8,0.0,3680
4330111.07,4330111.07,89.7,5.5,4.7,1.6,8660
4330111.08,4330111.08,96.3,2.9,0.9,0.3,4845
4330112.01,4330112.01,96.8,2.7,0.5,0.0,3015
4330112.02,4330112.02,97.5,1.6,1.0,0.0,3350
4330113.01,4330113.01,96.9,2.8,0.3,0.0,5290
4330113.02,4330113.02,94.8,4.1,1.0,0.1,6935
4330200.00,4330200.00,91.7,6.6,1.7,0.0,1745
4330201.00,4330201.00,96.2,3.1,0.9,0.0,2915
4330202.00,4330202.00,96.9,2.7,0.4,0.0,2565
4330300.01,4330300.01,97.1,1.6,1.2,0.0,6210
4330300.02,4330300.02,97.5,1.9,0.7,0.0,4575
4330400.01,4330400.01,94.3,3.7,2.1,0.2,6330
4330400.02,4330400.02,96.4,2.2,1.4,0.7,6015
4330400.03,4330400.03,96.1,2.7,1.2,0.3,6080
4330400.05,4330400.05,97.9,1.9,0.0,0.0,2595
4330400.06,4330400.06,95.3,3.5,1.2,0.8,5950
4330401.00,4330401.00,98.2,1.8,0.0,0.0,1675
4330402.00,4330402.00,94.9,3.7,1.4,0.6,5000
5390001.00,5390001.00,77.2,13.8,9.0,5.1,4500
5390002.00,5390002.00,70.3,15.0,14.7,9.0,6785
5390003.01,5390003.01,79.8,11.4,8.9,4.2,4855
5390003.03,5390003.03,74.3,19.6,6.0,1.8,4510
5390003.04,5390003.04,73.3,21.9,4.8,1.4,3855
5390004.01,5390004.01,74.2,22.2,3.4,0.0,4230
5390004.02,5390004.02,76.5,17.3,6.4,1.3,3845
5390005.00,5390005.00,75.6,10.0,14.7,8.0,3710
5390006.00,5390006.00,84.6,10.3,5.1,2.1,1945
5390007.01,5390007.01,81.7,13.6,4.7,0.8,4730
5390007.02,5390007.02,80.7,14.6,4.8,0.7,6080
5390008.00,5390008.00,79.3,14.2,6.5,3.0,2680
5390009.00,5390009.00,74.6,13.1,12.2,5.2,6915
5390010.00,5390010.00,86.0,9.0,5.0,1.9,3600
5390011.00,5390011.00,82.5,10.0,7.5,2.1,7405
5390012.01,5390012.01,75.0,18.8,6.1,1.7,4125
5390012.02,5390012.02,75.9,17.6,6.5,1.7,6035
5390013.01,5390013.01,73.4,17.5,9.0,4.3,4745
5390013.02,5390013.02,74.3,19.3,6.4,2.5,5165
5390014.01,5390014.01,73.7,19.5,6.9,2.7,3915
5390014.02,5390014.02,82.4,15.2,2.4,0.3,5265
5390014.03,5390014.03,80.1,15.2,4.9,0.5,3165
5390015.00,5390015.00,77.5,20.3,1.6,0.0,910
5390016.01,5390016.01,83.4,13.3,3.4,0.4,4615
5390016.02,5390016.02,80.8,15.7,3.5,0.5,4370
5390017.01,5390017.01,80.4,16.0,3.6,1.3,3880
5390017.02,5390017.02,79.0,17.4,3.7,1.1,4080
5390018.01,5390018.01,75.8,19.5,4.8,1.3,4730
5390018.02,5390018.02,80.3,15.1,4.6,0.9,4240
5390018.03,5390018.03,84.9,12.9,2.2,0.0,3650
5390019.00,5390019.00,81.9,11.9,5.8,2.7,1130
5390020.00,5390020.00,90.8,8.5,2.3,0.0,650
5390100.00,5390100.00,87.5,6.4,6.2,3.0,2990
5390101.00,5390101.00,84.4,11.6,4.0,1.3,6100
5390102.01,5390102.01,75.4,15.4,9.2,4.9,6285
5390102.02,5390102.02,82.3,10.6,7.1,2.3,4485
5390102.03,5390102.03,72.5,17.6,9.9,3.7,3670
5390110.00,5390110.00,69.7,25.1,5.3,1.0,4190
