ctuid,name,population,share_0_14,share_15_64,share_65_plus,share_85_plus,median_age
8250076.31,8250076.31,6910,22.9,68.2,9.0,0.7,37.6
8250076.32,8250076.32,3855,20.9,70.8,8.3,0.5,37.2
8250076.33,8250076.33,4160,19.5,70.9,9.7,0.7,38.8
8250076.34,8250076.34,3595,15.7,70.4,13.8,1.4,41.6
8250076.35,8250076.35,4340,14.5,70.9,14.6,0.7,42.4
8250076.37,8250076.37,4845,23.8,71.1,5.2,0.2,34.4
8250076.38,8250076.38,2410,23.4,70.5,6.2,0.2,36.0
8250076.39,8250076.39,2735,9.3,54.3,36.4,9.1,51.6
8250077.01,8250077.01,2425,16.9,63.3,20.0,3.7,41.6
8250077.02,8250077.02,5545,16.3,65.6,18.1,2.8,37.6
8250077.03,8250077.03,3070,16.1,61.9,22.0,1.6,44.0
8250077.04,8250077.04,5085,19.3,68.7,12.0,0.9,36.4
8250077.06,8250077.06,4210,16.4,56.7,26.8,3.2,48.0
8250077.13,8250077.13,3320,15.8,65.4,18.8,1.2,46.0
8250077.14,8250077.14,3725,15.0,67.4,17.6,1.3,44.4
8250077.16,8250077.16,6145,14.5,64.5,21.1,1.6,48.4
8250077.17,8250077.17,5005,18.1,62.7,19.3,1.5,42.4
8250077.19,8250077.19,4710,16.1,66.6,17.5,1.3,44.4
8250077.20,8250077.20,5160,18.3,72.7,9.1,0.5,38.0
8250077.21,8250077.21,5435,13.4,63.8,22.7,4.0,46.4
8250077.22,8250077.22,5020,14.4,67.6,17.9,1.8,45.6
8250077.23,8250077.23,5670,20.0,72.0,7.9,0.4,37.6
8250077.24,8250077.24,4530,15.5,71.1,13.5,1.0,42.4
8250077.25,8250077.25,5890,20.5,69.0,10.4,0.5,38.8
8250077.26,8250077.26,5705,19.4,69.1,11.5,0.7,39.2
8250077.27,8250077.27,4360,12.0,65.8,22.1,5.2,46.0
8250077.28,8250077.28,4060,22.2,68.7,9.2,0.4,39.2
8250077.30,8250077.30,5695,23.8,65.7,10.6,2.2,37.6
8250077.31,8250077.31,3270,11.0,65.4,23.9,1.8,52.0
8250077.32,8250077.32,4070,11.7,67.0,21.3,1.8,50.4
8250077.33,8250077.33,3495,13.7,79.4,7.0,0.4,35.6
8250077.34,8250077.34,3375,29.6,66.1,4.3,0.3,32.4
8250077.35,8250077.35,1835,25.9,68.9,5.2,0.0,33.6
8250077.36,8250077.36,3370,23.9,72.0,4.3,0.1,32.8
8250077.37,8250077.37,4580,25.1,67.8,7.0,0.3,35.2
8250077.38,8250077.38,3395,23.0,72.2,4.9,0.1,32.8
8250077.39,8250077.39,5395,21.3,69.8,8.9,0.4,33.6
8250077.40,8250077.40,2140,11.9,56.5,31.8,3.3,53.6
8250077.41,8250077.41,2290,16.2,66.4,17.5,1.1,42.0
8250200.03,8250200.03,2425,15.7,64.7,19.4,1.2,48.8
8250200.05,8250200.05,5035,20.2,63.9,16.0,0.9,44.4
8250200.06,8250200.06,5085,15.0,66.3,18.8,1.0,49.2
8250201.01,8250201.01,7435,16.6,63.0,20.4,1.2,47.6
8250201.02,8250201.02,4225,16.2,65.3,18.5,0.7,47.2
8250202.01,8250202.01,3915,24.1,71.5,4.3,0.1,32.0
8250202.02,8250202.02,785,19.1,65.6,15.9,0.6,42.4
8250202.03,8250202.03,3600,21.5,65.0,13.3,1.5,38.4
8250202.04,8250202.04,2810,16.0,64.4,19.4,0.7,47.6
8250203.00,8250203.00,4010,17.7,66.1,16.2,1.0,43.6
8250204.01,8250204.01,6720,23.3,68.6,8.0,0.4,38.0
8250204.03,8250204.03,5220,12.2,61.7,26.1,6.4,50.4
8250204.06,8250204.06,3270,26.3,64.7,9.0,0.5,35.2
8250204.07,8250204.07,1595,15.7,70.8,13.2,0.9,43.2
8250204.08,8250204.08,1555,24.4,66.6,9.0,0.3,36.8
8250204.09,8250204.09,6245,22.5,67.3,10.2,0.3,38.8
8250204.10,8250204.10,385,22.1,72.7,5.2,0.0,30.0
8250204.12,8250204.12,5290,20.8,67.9,11.3,0.7,38.4
8250204.13,8250204.13,3825,25.0,65.1,9.8,0.7,36.4
8250205.02,8250205.02,3315,13.7,63.8,22.6,2.7,46.4
8250205.04,8250205.04,4005,27.2,67.0,5.6,0.4,33.2
8250205.05,8250205.05,3775,15.5,57.4,27.0,11.0,49.2
8250205.06,8250205.06,3055,19.0,64.3,16.7,1.0,42.8
8250205.07,8250205.07,6055,25.2,63.7,11.1,0.2,37.2
8250205.08,8250205.08,4885,14.5,59.2,26.2,3.3,50.0
8250205.09,8250205.09,7110,26.5,63.0,10.5,1.2,35.2
8250206.02,8250206.02,3130,17.7,68.2,14.2,1.3,38.8
8250206.05,8250206.05,7690,17.0,68.7,14.4,1.1,38.4
8250206.06,8250206.06,7080,28.8,65.1,6.1,0.2,33.6
8250206.07,8250206.07,7130,24.3,65.5,10.1,1.5,35.6
8250206.08,8250206.08,9300,29.6,64.8,5.6,0.1,34.4
8250206.09,8250206.09,8420,27.5,66.9,5.6,0.1,32.8
8250206.10,8250206.10,7225,26.6,62.8,10.7,1.1,36.0
8250206.11,8250206.11,6405,25.6,66.0,8.4,0.5,36.0
8250207.01,8250207.01,4540,16.7,68.9,14.3,0.4,43.2
8250207.03,8250207.03,6580,20.7,66.9,12.3,0.5,36.8
8250207.04,8250207.04,5820,29.9,65.9,4.1,0.2,32.8
9300001.00,9300001.00,4105,20.1,63.8,16.1,1.6,39.6
9300002.02,9300002.02,3695,17.9,65.2,16.9,2.3,40.0
9300003.00,9300003.00,1975,13.2,69.9,17.0,1.8,42.4
9300004.00,9300004.00,1765,18.1,67.1,14.7,1.1,39.2
9300005.00,9300005.00,3535,6.8,48.8,44.3,13.2,62.0
9300006.00,9300006.00,2680,17.0,64.2,18.7,3.4,41.6
9300007.00,9300007.00,4840,19.7,62.9,17.4,2.1,38.4
9300008.00,9300008.00,4505,19.5,60.5,20.1,2.6,40.0
9300009.00,9300009.00,605,2.5,37.2,59.5,19.0,70.0
9300010.00,9300010.00,2625,18.5,67.8,13.7,3.6,34.8
9300011.01,9300011.01,295,0.0,20.3,79.7,11.9,74.5
9300011.02,9300011.02,4070,21.9,62.0,16.0,2.9,37.2
9300012.01,9300012.01,245,20.4,61.2,16.3,0.0,37.6
9300012.03,9300012.03,90,22.2,72.2,5.6,0.0,30.4
9300012.04,9300012.04,45,33.3,55.6,22.2,0.0,25.6
9300012.05,9300012.05,160,25.0,65.6,9.4,0.0,33.2
9300012.07,9300012.07,105,9.5,71.4,19.0,0.0,52.0
9300013.00,9300013.00,1800,11.4,58.3,30.6,1.4,54.8
9300014.00,9300014.00,3030,21.8,62.7,15.3,1.2,37.6
9300015.00,9300015.00,3775,22.4,64.2,13.5,0.8,38.0
9300016.02,9300016.02,4610,23.4,62.6,14.0,0.8,38.4
9300016.03,9300016.03,8965,22.0,65.3,12.7,0.7,36.8
9300016.04,9300016.04,2550,22.2,66.1,11.8,0.6,36.8
9300017.01,9300017.01,6150,20.8,63.5,15.6,0.7,38.8
9300017.02,9300017.02,7125,18.5,62.7,18.7,1.5,40.4
9300018.01,9300018.01,3090,6.0,34.0,60.0,5.2,69.0
9300018.02,9300018.02,5255,20.8,63.0,16.2,1.5,38.0
9300019.00,9300019.00,3945,15.5,54.8,29.8,3.9,50.0
9300020.01,9300020.01,50,20.0,60.0,10.0,0.0,24.6
9300020.02,9300020.02,980,10.2,45.9,44.4,4.1,62.4
9300020.03,9300020.03,4795,13.0,53.5,33.5,5.5,50.4
9300021.00,9300021.00,970,22.7,64.4,12.9,1.5,35.6
9300022.00,9300022.00,1135,14.1,63.9,22.0,2.6,47.6
9300023.02,9300023.02,3350,23.1,61.9,15.1,1.6,35.2
9300024.00,9300024.00,1220,23.4,62.3,14.8,1.6,39.2
9300025.00,9300025.00,4025,9.8,61.5,28.8,1.7,55.6
9300026.00,9300026.00,255,15.7,68.6,15.7,2.0,43.2
9300028.00,9300028.00,6300,14.9,59.2,25.9,3.7,48.0
9300030.00,9300030.00,800,31.3,58.8,9.4,0.6,27.2
9300031.00,9300031.00,1905,10.5,56.7,32.8,1.8,57.2
9300032.00,9300032.00,2090,18.2,61.7,20.1,0.7,46.0
9300033.00,9300033.00,210,23.8,66.7,7.1,0.0,33.2
4470001.01,4470001.01,5080,15.9,64.7,19.4,0.7,43.6
4470001.02,4470001.02,3400,5.1,38.4,56.5,10.0,68.0
4470002.00,4470002.00,4470,9.8,51.3,38.9,7.2,58.8
4470003.00,4470003.00,6970,8.8,50.7,40.6,11.4,57.6
4470004.00,4470004.00,3385,12.7,60.1,27.2,3.1,49.6
4470005.00,4470005.00,7715,18.7,62.5,18.8,1.6,39.6
4470006.00,4470006.00,5040,14.3,62.0,23.7,1.7,43.6
4470007.00,4470007.00,4275,12.6,62.3,25.0,1.5,45.6
4470008.00,4470008.00,7300,13.6,60.5,25.8,1.9,46.8
4470009.01,4470009.01,6485,26.1,63.8,10.2,0.2,33.6
4470009.02,4470009.02,4670,14.5,66.1,19.3,0.5,46.8
4470010.00,4470010.00,7385,16.4,65.3,18.3,0.9,44.4
4470011.00,4470011.00,4920,23.7,60.8,15.5,0.8,38.4
4470012.00,4470012.00,1800,16.7,65.6,17.8,0.6,44.0
4470013.00,4470013.00,1385,21.3,62.8,15.5,0.7,40.8
4470014.00,4470014.00,6195,21.0,65.2,13.8,0.3,38.8
4470015.00,4470015.00,6075,19.8,65.6,14.7,0.5,41.2
4470100.00,4470100.00,820,21.3,62.2,16.5,0.6,42.4
4470101.00,4470101.00,4925,19.9,64.2,15.8,0.8,40.4
4470102.00,4470102.00,2590,20.8,63.1,15.8,1.0,39.2
4470103.00,4470103.00,1705,20.2,57.5,22.6,4.4,41.2
4470104.00,4470104.00,885,16.4,59.3,24.9,1.7,49.2
4470105.00,4470105.00,805,23.0,61.5,15.5,0.6,39.2
4470106.00,4470106.00,1350,17.0,61.1,21.9,1.1,46.4
4470107.00,4470107.00,925,19.5,65.4,15.1,1.1,41.2
4470108.00,4470108.00,1065,22.1,60.1,18.3,0.9,40.8
8350001.01,8350001.01,55,0.0,72.7,18.2,0.0,50.0
8350001.02,8350001.02,2350,16.2,64.3,20.0,1.5,40.8
8350001.03,8350001.03,4805,17.1,65.1,17.8,2.7,37.6
8350001.04,8350001.04,1445,12.5,60.9,26.6,8.7,46.4
8350001.05,8350001.05,4820,12.3,79.4,8.3,0.6,30.8
8350001.06,8350001.06,5130,11.7,62.3,26.1,8.1,41.6
8350001.07,8350001.07,4875,13.9,59.4,26.8,4.3,48.4
8350002.01,8350002.01,3715,17.0,62.0,21.0,3.1,44.0
8350002.02,8350002.02,3390,20.1,66.7,13.3,1.8,35.6
8350002.03,8350002.03,2880,20.0,62.8,17.4,1.9,38.4
8350002.04,8350002.04,4300,18.4,71.6,10.0,0.8,33.2
8350002.05,8350002.05,2095,14.8,69.9,15.0,0.7,37.2
8350003.00,8350003.00,4150,12.0,67.6,20.4,4.5,40.4
8350004.01,8350004.01,1215,16.0,63.0,21.0,3.3,42.4
8350004.02,8350004.02,4245,18.1,62.2,19.7,2.7,41.2
8350005.01,8350005.01,1960,21.4,58.9,19.4,3.1,40.8
8350005.02,8350005.02,4035,17.7,63.6,18.8,1.6,40.0
8350005.07,8350005.07,3875,15.6,59.0,25.7,1.9,48.0
8350005.08,8350005.08,2670,18.0,58.8,23.2,1.7,45.6
8350005.09,8350005.09,3260,16.0,61.5,22.7,1.4,46.8
8350005.10,8350005.10,4110,14.4,65.5,20.2,1.9,46.0
8350005.11,8350005.11,3810,14.4,62.1,23.5,2.4,48.4
8350005.12,8350005.12,2045,12.0,53.5,34.2,8.1,54.4
8350005.13,8350005.13,4025,17.5,69.2,13.3,0.7,41.2
8350006.01,8350006.01,140,0.0,100.0,0.0,0.0,33.2
8350006.03,8350006.03,3565,19.1,69.1,11.8,1.4,36.4
8350006.04,8350006.04,2440,18.6,70.5,10.9,0.8,36.4
8350006.05,8350006.05,5310,18.1,68.1,13.8,1.0,37.6
8350006.06,8350006.06,5405,17.9,68.0,14.2,2.1,36.0
8350006.08,8350006.08,5715,17.9,68.1,14.0,0.8,39.2
8350006.09,8350006.09,5120,19.3,67.8,12.9,0.7,37.6
8350006.13,8350006.13,5125,18.0,66.0,16.0,1.3,40.0
8350006.14,8350006.14,2160,7.6,53.2,39.1,9.3,58.4
8350006.15,8350006.15,4580,18.9,65.6,15.6,1.3,39.2
8350006.16,8350006.16,2000,10.3,62.3,27.0,5.8,49.6
8350006.17,8350006.17,5415,15.0,66.5,18.7,1.4,45.6
8350006.18,8350006.18,3255,14.0,59.1,26.7,5.5,48.8
8350006.19,8350006.19,3710,20.9,64.7,14.4,0.8,41.6
8350006.20,8350006.20,1500,23.7,71.3,5.0,0.3,32.4
8350007.01,8350007.01,3475,16.4,66.0,17.6,3.2,39.6
8350007.02,8350007.02,6030,16.7,60.9,22.3,1.8,44.8
8350008.01,8350008.01,1620,17.6,62.0,20.1,3.4,44.8
8350008.02,8350008.02,2505,16.6,69.7,13.6,1.8,37.2
8350009.00,8350009.00,4720,16.8,59.5,23.4,7.2,46.0
8350010.00,8350010.00,3880,15.3,61.9,22.9,4.3,42.4
8350011.00,8350011.00,5730,12.1,76.1,11.8,1.7,32.0
8350012.01,8350012.01,4585,12.4,73.1,14.6,1.4,35.6
8350012.02,8350012.02,2780,13.7,74.6,11.5,1.4,35.6
8350013.00,8350013.00,4440,8.2,78.5,13.3,1.8,33.6
8350014.00,8350014.00,4585,11.7,75.1,13.1,1.3,35.6
8350015.02,8350015.02,3245,14.5,67.0,18.5,5.7,40.0
8350016.02,8350016.02,2975,14.5,66.4,19.0,3.2,42.0
8350017.00,8350017.00,3450,14.1,73.3,12.3,1.4,37.6
8350018.00,8350018.00,45,0.0,66.7,33.3,0.0,54.4
8350019.01,8350019.01,470,5.3,80.9,16.0,2.1,37.2
8350019.02,8350019.02,3385,13.4,69.3,17.4,3.0,41.2
8350020.00,8350020.00,6700,13.1,67.1,19.9,4.3,40.8
8350021.00,8350021.00,6205,8.9,76.6,14.5,1.0,36.0
8350022.00,8350022.00,4470,5.8,84.0,10.2,0.6,32.0
8350023.00,8350023.00,4845,8.0,77.8,14.2,2.3,29.2
8350024.01,8350024.01,1345,20.4,64.7,14.5,1.5,40.8
8350024.02,8350024.02,2355,15.9,60.1,24.0,3.2,47.6
8350025.00,8350025.00,3220,15.7,70.3,13.8,1.4,39.2
8350026.01,8350026.01,3390,15.0,63.0,21.8,7.4,42.4
8350026.02,8350026.02,2670,12.5,63.1,24.3,5.4,46.8
8350027.00,8350027.00,6825,13.0,65.8,21.1,3.6,43.6
8350028.00,8350028.00,6515,14.1,71.8,14.0,1.3,40.0
8350029.00,8350029.00,6200,18.0,65.1,16.8,1.3,40.4
8350030.00,8350030.00,6105,4.0,68.0,28.0,7.7,44.0
8350031.00,8350031.00,5065,9.8,79.4,10.8,0.8,36.4
8350032.01,8350032.01,5350,5.0,79.8,15.3,4.3,35.6
8350032.02,8350032.02,5570,2.9,70.7,26.5,6.5,40.8
8350033.01,8350033.01,5520,4.6,88.0,7.5,0.5,32.0
8350033.02,8350033.02,4145,4.2,86.1,9.8,0.8,34.0
8350034.01,8350034.01,1525,5.6,77.7,16.4,2.6,35.2
8350034.02,8350034.02,3260,7.1,66.9,25.9,6.1,51.2
8350034.03,8350034.03,2115,13.7,67.4,18.4,0.9,43.6
8350035.00,8350035.00,3385,11.2,66.3,22.5,2.4,43.2
8350036.00,8350036.00,3305,15.7,66.7,17.5,3.2,40.8
8350037.00,8350037.00,3970,15.4,62.2,22.3,5.5,43.6
8350038.00,8350038.00,3125,15.4,67.5,17.1,3.4,41.2
8350039.00,8350039.00,5065,13.1,65.5,21.3,5.6,42.0
8350040.00,8350040.00,4235,15.0,64.0,20.9,3.3,44.8
8350041.00,8350041.00,3495,16.5,65.8,17.7,3.0,40.8
8350042.01,8350042.01,3440,26.0,62.8,11.0,0.9,34.0
8350042.02,8350042.02,3250,13.4,64.6,22.0,3.5,45.6
8350043.00,8350043.00,2870,13.1,63.4,23.7,3.7,47.2
8350044.00,8350044.00,6555,11.1,75.4,13.5,1.8,38.0
8350045.00,8350045.00,1370,8.4,67.2,24.5,2.9,50.8
8350046.00,8350046.00,4800,11.3,80.5,8.4,0.6,34.8
8350047.00,8350047.00,7955,11.8,79.6,8.7,0.7,33.6
8350048.00,8350048.00,3580,16.8,70.0,13.3,0.8,40.0
8350049.00,8350049.00,3695,19.5,64.3,16.4,3.0,38.8
8350050.00,8350050.00,4345,15.3,70.1,14.7,1.8,39.6
8350051.01,8350051.01,1945,14.1,67.4,18.8,2.1,44.0
8350052.02,8350052.02,2765,17.2,55.9,26.9,5.1,44.0
8350053.00,8350053.00,7165,15.9,69.4,14.7,2.8,38.4
8350054.01,8350054.01,1285,11.7,74.7,12.8,1.6,38.4
8350054.03,8350054.03,1830,12.6,70.2,16.9,1.9,40.4
8350055.00,8350055.00,3810,15.0,71.7,13.4,1.2,39.2
8350056.00,8350056.00,4030,13.5,73.0,13.5,1.1,40.4
8350057.00,8350057.00,2030,12.8,69.5,18.0,2.0,42.4
8350058.00,8350058.00,6125,19.0,66.6,14.4,1.5,39.2
8350059.00,8350059.00,6185,16.0,68.8,15.3,1.5,39.6
8350060.01,8350060.01,2580,15.7,70.3,13.8,1.7,40.4
8350060.02,8350060.02,3735,13.9,71.4,15.0,1.2,41.2
8350061.00,8350061.00,3305,13.3,72.5,14.1,1.7,40.8
8350062.02,8350062.02,3275,13.3,75.0,11.9,2.3,36.8
8350063.00,8350063.00,3990,18.0,69.4,12.4,1.4,38.4
8350064.01,8350064.01,2115,14.4,71.6,13.9,1.7,42.8
8350065.01,8350065.01,3245,16.2,69.8,14.0,1.4,40.0
8350065.02,8350065.02,3310,20.1,65.9,14.0,2.4,36.4
8350066.01,8350066.01,2650,16.8,69.1,14.0,1.1,38.8
8350066.02,8350066.02,2010,11.9,54.2,33.8,15.9,52.4
8350067.01,8350067.01,1575,16.5,69.2,14.3,1.9,40.0
8350067.02,8350067.02,2955,19.6,67.3,13.0,1.5,37.6
8350068.01,8350068.01,1690,17.8,65.7,16.6,3.0,41.6
8350068.02,8350068.02,3245,16.5,56.9,26.5,8.5,44.0
8350069.00,8350069.00,3090,18.3,63.6,17.8,3.4,40.0
8350070.00,8350070.00,4165,21.0,68.1,10.9,1.7,34.8
8350071.00,8350071.00,4095,19.5,67.6,12.7,2.2,37.2
8350072.00,8350072.00,3495,15.0,63.5,21.3,3.7,43.6
8350073.00,8350073.00,5325,16.8,65.0,18.2,3.5,40.8
8350075.01,8350075.01,1860,24.5,62.6,13.2,1.9,34.0
8350075.02,8350075.02,5795,17.9,64.5,17.5,1.3,39.2
8350075.03,8350075.03,2165,18.0,64.7,17.1,1.6,39.6
8350075.04,8350075.04,1970,21.1,68.0,10.9,0.8,35.6
8350075.05,8350075.05,4090,24.4,63.8,11.6,0.5,34.0
8350075.07,8350075.07,5300,21.0,63.9,15.2,1.1,38.8
8350075.08,8350075.08,5120,21.4,66.7,11.9,0.6,35.2
8350075.09,8350075.09,3020,18.4,63.9,17.9,0.7,40.4
8350075.10,8350075.10,6745,19.3,66.4,14.1,1.0,38.0
8350075.12,8350075.12,6220,20.0,71.2,8.7,0.4,33.2
8350075.13,8350075.13,3295,18.7,63.9,17.5,3.6,39.6
8350075.14,8350075.14,5280,20.0,69.6,10.4,0.3,35.2
8350076.01,8350076.01,2835,16.6,54.3,29.1,7.1,44.0
8350076.02,8350076.02,5480,20.2,65.2,14.6,1.5,36.4
8350077.01,8350077.01,3350,16.4,56.1,27.5,6.6,46.0
8350077.02,8350077.02,5605,23.6,61.2,15.2,1.6,36.0
8350078.02,8350078.02,4605,24.2,62.3,13.6,1.1,36.4
8350078.03,8350078.03,2385,17.4,65.4,17.4,1.3,39.2
8350078.05,8350078.05,3765,15.9,53.1,30.8,5.0,49.2
8350078.06,8350078.06,5975,21.7,62.2,16.2,1.9,36.4
8350078.07,8350078.07,4795,19.2,63.2,17.6,1.1,38.8
8350078.08,8350078.08,3690,19.4,67.2,13.4,0.7,36.4
8350078.09,8350078.09,4740,20.9,61.9,17.4,1.4,38.0
8350078.12,8350078.12,7280,14.9,68.3,16.8,2.3,41.6
8350078.15,8350078.15,2095,16.7,64.7,18.6,1.4,44.4
8350078.16,8350078.16,4130,17.6,65.9,16.5,1.0,40.8
8350078.18,8350078.18,5605,20.7,71.0,8.2,0.6,36.8
8350078.19,8350078.19,3350,21.9,75.2,2.7,0.4,30.2
8350078.20,8350078.20,5370,22.9,66.6,10.5,1.6,34.0
8350078.21,8350078.21,3300,14.4,68.5,17.1,1.4,44.4
8350078.22,8350078.22,3080,14.1,71.8,14.1,1.1,42.0
8350078.23,8350078.23,2630,19.6,59.1,21.3,9.1,39.2
8350078.24,8350078.24,4005,23.6,66.7,9.7,0.7,35.2
8350079.07,8350079.07,4970,22.7,71.3,6.1,0.2,35.2
8350079.08,8350079.08,7840,23.5,70.7,5.8,0.3,34.8
8350079.09,8350079.09,4105,27.0,68.2,4.8,0.1,31.8
8350079.10,8350079.10,1615,23.2,71.8,5.3,0.3,32.0
8350079.11,8350079.11,5220,23.8,71.6,4.6,0.1,33.2
8350079.12,8350079.12,135,7.4,77.8,14.8,0.0,48.8
8350079.13,8350079.13,2220,11.3,69.6,19.1,1.4,48.4
8350079.14,8350079.14,8205,27.4,69.5,3.2,0.0,32.4
8350079.15,8350079.15,5040,25.2,66.4,8.4,1.6,35.2
8350079.16,8350079.16,4875,23.2,71.6,5.2,0.1,33.2
8350079.17,8350079.17,6230,17.3,65.6,17.3,1.4,42.4
8350079.18,8350079.18,2990,25.6,67.4,7.0,0.3,35.2
8350079.19,8350079.19,4030,18.1,68.5,13.4,2.4,41.2
8350079.20,8350079.20,2415,16.8,67.5,15.7,3.1,38.4
8350090.01,8350090.01,5210,19.1,63.9,17.0,1.2,38.4
8350090.02,8350090.02,3455,26.0,62.5,11.4,0.7,34.0
8350090.03,8350090.03,2720,22.4,61.8,15.8,1.3,36.8
8350090.04,8350090.04,5635,20.0,61.9,18.1,5.1,37.6
8350090.05,8350090.05,4065,17.5,64.5,18.2,2.2,39.2
8350090.06,8350090.06,4220,18.4,69.4,12.2,0.7,38.0
8350090.08,8350090.08,3265,17.6,62.9,19.6,1.5,41.6
8350090.09,8350090.09,4910,18.4,63.6,17.8,0.8,39.6
8350090.11,8350090.11,2820,16.8,65.2,17.9,0.9,39.6
8350090.12,8350090.12,4360,20.0,66.6,13.4,0.7,36.4
8350090.13,8350090.13,3485,19.1,68.3,12.8,0.7,37.6
8350090.15,8350090.15,6655,14.4,59.7,25.8,5.3,44.4
8350090.16,8350090.16,2880,17.7,67.9,14.6,1.0,38.4
8350090.17,8350090.17,3115,19.3,66.8,14.0,0.8,36.8
8350090.18,8350090.18,2825,16.5,66.4,17.0,0.9,40.0
8350090.19,8350090.19,3240,16.0,67.6,16.4,1.1,38.4
8350090.20,8350090.20,3865,17.2,70.1,12.5,0.5,35.2
8350090.21,8350090.21,6325,16.6,71.4,12.0,0.6,38.8
8350090.22,8350090.22,4195,14.9,67.5,17.8,1.3,40.8
8350100.00,8350100.00,3690,16.7,64.0,19.4,3.1,42.4
8350101.01,8350101.01,5650,15.0,57.8,27.2,5.1,46.4
8350101.02,8350101.02,5775,19.3,61.1,19.5,1.0,40.0
8350102.00,8350102.00,4765,16.2,59.8,24.0,1.7,44.0
8350103.00,8350103.00,6615,15.3,64.8,19.8,1.3,44.8
8350104.02,8350104.02,7010,14.6,66.0,19.4,1.1,47.2
8350104.10,8350104.10,1665,11.7,67.9,20.4,1.2,50.8
8350104.13,8350104.13,4560,15.4,66.7,17.9,0.5,46.8
8350104.15,8350104.15,3105,18.0,71.7,10.1,0.6,38.8
8350104.16,8350104.16,4205,16.4,70.3,13.2,0.5,41.2
8350104.17,8350104.17,8130,20.1,60.9,19.1,4.2,38.4
8350104.19,8350104.19,7535,21.5,67.2,11.3,1.5,36.8
8350104.20,8350104.20,5470,16.9,70.4,12.6,0.6,36.8
8350104.25,8350104.25,6280,13.6,65.0,21.4,2.0,48.4
8350104.30,8350104.30,5965,21.9,72.3,5.7,0.3,34.0
8350104.32,8350104.32,6190,24.4,70.2,5.4,0.4,32.4
8350104.36,8350104.36,6105,18.4,69.5,12.0,0.9,36.8
8350104.40,8350104.40,7330,20.7,65.5,13.8,1.8,40.0
8350104.41,8350104.41,4655,25.2,69.5,5.3,0.0,31.8
8350104.42,8350104.42,3920,24.1,72.1,4.0,0.0,31.0
8350104.44,8350104.44,3325,15.2,69.2,15.5,1.1,39.2
8350104.45,8350104.45,5215,18.4,72.0,9.5,0.5,35.2
8350104.46,8350104.46,4435,20.1,71.6,8.3,0.3,34.4
8350104.47,8350104.47,4190,22.9,70.4,6.8,0.4,33.6
8350104.48,8350104.48,2195,25.7,69.7,4.8,0.2,31.8
8350104.49,8350104.49,9700,23.6,70.0,6.4,0.9,31.4
8350104.50,8350104.50,5560,28.1,67.4,4.6,0.2,30.6
8350104.52,8350104.52,1520,24.3,72.4,3.3,0.0,30.8
8350104.53,8350104.53,13385,26.1,69.1,4.9,0.1,32.4
8350104.55,8350104.55,225,11.1,62.2,26.7,2.2,52.4
8350104.56,8350104.56,200,15.0,70.0,12.5,0.0,45.2
8350104.58,8350104.58,16760,25.0,69.1,5.9,0.3,33.6
8350104.59,8350104.59,6270,27.1,69.9,3.0,0.1,31.4
8350104.60,8350104.60,2285,11.2,61.5,27.1,2.4,51.6
8350104.61,8350104.61,4995,22.0,69.0,8.9,0.5,34.8
8350104.62,8350104.62,340,13.2,66.2,20.6,4.4,48.8
8350104.63,8350104.63,3535,20.1,65.5,14.3,0.6,41.2
8350104.64,8350104.64,4325,18.4,67.5,14.0,4.3,37.2
8350104.65,8350104.65,4950,23.2,71.8,4.9,0.2,32.4
8350104.66,8350104.66,4880,21.8,72.6,5.5,0.1,35.6
8350104.67,8350104.67,2370,15.0,64.6,20.5,5.5,45.6
8350104.68,8350104.68,5075,20.1,72.8,7.2,0.3,33.2
8350104.69,8350104.69,3360,21.7,69.5,8.8,0.7,37.6
8350104.70,8350104.70,4555,23.2,69.3,7.6,0.4,34.8
8350104.71,8350104.71,6745,24.4,68.7,7.0,0.3,34.4
8350104.72,8350104.72,5410,23.0,71.8,5.2,0.3,32.4
8350104.73,8350104.73,6700,23.6,67.1,9.3,1.2,35.2
8350104.74,8350104.74,5245,26.2,71.1,2.8,0.1,31.8
8350104.75,8350104.75,10740,26.4,70.2,3.4,0.1,31.4
8350104.76,8350104.76,2895,23.0,74.3,2.8,0.2,31.6
8350104.77,8350104.77,2880,26.9,70.3,3.0,0.0,31.8
8350104.78,8350104.78,4180,20.3,72.6,7.2,0.2,33.2
8350104.79,8350104.79,4525,27.4,69.4,3.2,0.1,31.6
8350104.80,8350104.80,3625,24.3,68.7,7.0,0.0,34.0
8350104.81,8350104.81,3840,19.9,67.3,12.8,0.8,40.4
8350104.82,8350104.82,4580,17.6,67.0,15.4,0.9,42.8
8350104.83,8350104.83,4060,20.4,65.1,14.5,1.1,40.8
8350104.84,8350104.84,4185,16.8,59.1,24.0,5.0,43.6
8350105.03,8350105.03,3905,17.0,66.6,16.5,0.6,45.6
8350105.04,8350105.04,4485,19.3,66.3,14.5,0.8,42.4
8350105.05,8350105.05,4540,17.6,66.9,15.4,0.7,44.8
8350105.06,8350105.06,4550,16.8,67.7,15.6,0.7,45.2
8350106.02,8350106.02,4040,16.1,65.6,18.2,1.4,45.2
8350106.03,8350106.03,9490,23.9,68.6,7.4,0.9,32.8
8350106.04,8350106.04,7530,23.2,68.6,8.2,0.3,34.4
8350110.01,8350110.01,3555,17.7,63.3,18.8,0.6,41.2
