name,province,Latitude,Longitude,elevation_m
Mont Casa-Berardi,Quebec,46.911483,-71.578899,391.1
Wolf Mountain,Newfoundland and Labrador,48.135496,-56.803636,370.6
Mount Sylvester,Newfoundland and Labrador,48.17695,-55.078618,365.3
John Martins,Newfoundland and Labrador,48.17695,-55.078618,365.3
Mount Nicolay,Nunavut,77.783333,-94.85,357.1
Table Mountain,Newfoundland and Labrador,48.630361,-58.627048,356.1
Mont Ad̩la-Lessard,Quebec,48.155152,-69.745252,355.6
Murray Mountain,Nova Scotia,46.309806,-60.576581,347.2
Pic Champlain,Quebec,48.3280556,-68.835,346.8
Mont Snow,Quebec,46.926454,-71.423157,343.0
Wowkwesueiegatek,Newfoundland and Labrador,48.403803,-55.952117,324.5
Mount Cormack,Newfoundland and Labrador,48.403803,-55.952117,324.5
Mont Arthabaska,Quebec,46.036702,-71.902386,303.2
Mount Walker,Nunavut,72.05,-94.3,259.0
South Mountain,Nova Scotia,44.904255,-64.749197,255.7
Mont Saint-Gr̩goire,Quebec,45.356636,-73.148685,248.4
North Mountain,Nova Scotia,44.921314,-65.251917,247.4
Mont Royal,Quebec,45.508577,-73.58968,232.7
North Mountain,Nova Scotia,45.816738,-61.08259,230.9
Mount Moriah,Newfoundland and Labrador,48.964989,-58.034939,230.0
Mount Sherer,Nunavut,72.966667,-89.15,228.9
Montagne de Rigaud,Quebec,45.450994,-74.298069,227.2
Mont Saint-Bruno,Quebec,45.555094,-73.309944,205.2
Discovery Mountain,Nunavut,76.55,-93.333333,191.8
Mount Bullock,Nunavut,75.2,-100.33333,174.7
Man Peak,Newfoundland and Labrador,48.812244,-53.963424,159.8
Mount Meadowbank,Nunavut,66.15,-96.966667,159.3
Glenmore Mountain,Nova Scotia,45.086355,-63.207776,157.8
Mount Windsor,Nunavut,77.2,-90.966667,140.4
Mount Mactavish,Nunavut,68.1,-88.7,117.8
