dauid,christian,no_religion,muslim,hindu,sikh,buddhist,jewish,indigenous_spirituality,other_religion,name,population
24560152,67.0,17.0,14.9,0.0,0.0,0.0,0.0,0.0,2.1,StatCan area #24560152,470
24560153,88.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560153,380
24560154,74.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560154,385
24560155,71.1,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560155,380
24560156,77.1,13.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560156,480
24560157,77.7,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560157,470
24560158,67.6,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560158,370
24560159,75.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560159,360
24560160,69.9,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560160,365
24560161,59.8,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560161,485
24560162,78.0,16.7,4.5,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560162,660
24560163,85.1,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560163,705
24560164,69.4,23.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560164,360
24560165,78.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560165,500
24560166,61.3,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560166,620
24560167,62.2,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560167,450
24560168,65.1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560168,530
24560170,72.5,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560170,455
24560171,76.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560171,520
24560172,64.9,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560172,485
24560173,73.2,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560173,410
24560174,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560174,565
24560175,64.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560175,500
24560176,68.3,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560176,505
24560177,70.2,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560177,520
24560178,67.1,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560178,395
24560179,59.7,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560179,360
24560180,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560180,225
24560181,51.4,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560181,360
24560182,53.3,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560182,450
24560183,60.4,37.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,StatCan area #24560183,480
24560184,57.9,41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560184,475
24560185,68.6,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560185,525
24560186,69.7,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560186,495
24560187,52.3,44.2,4.7,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560187,430
24560188,55.8,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560188,430
24560189,75.3,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560189,445
24560190,63.9,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560190,360
24560191,51.6,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560191,475
24560192,54.7,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560192,430
24560193,70.8,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560193,445
24560194,69.1,25.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560194,550
24560195,69.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560195,475
24560196,53.9,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560196,575
24560197,77.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560197,500
24560198,52.2,38.9,7.8,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560198,450
24560199,58.7,35.6,0.0,0.0,0.0,0.0,0.0,0.0,2.9,StatCan area #24560199,520
24560200,56.2,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560200,650
24560201,66.4,33.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8,StatCan area #24560201,565
24560202,73.6,24.5,0.0,0.0,0.0,0.0,0.0,0.0,1.8,StatCan area #24560202,550
24560203,69.5,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560203,295
24560204,67.5,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560204,630
24560205,58.1,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560205,465
24560206,70.1,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560206,535
24560207,76.1,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560207,335
24560208,64.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560208,820
24560209,73.0,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560209,610
24560210,67.2,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560210,595
24560211,72.6,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560211,1005
24560212,52.8,43.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560212,360
24560213,65.8,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560213,760
24560214,67.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560214,455
24560215,71.3,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560215,470
24560216,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560216,500
24560217,60.2,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560217,540
24560218,63.0,31.9,3.0,0.0,0.0,1.1,0.0,0.0,0.0,StatCan area #24560218,1350
24560219,71.1,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560219,760
24560220,64.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560220,485
24560221,76.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560221,420
24560222,77.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560222,370
24560223,77.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560223,370
24560224,76.7,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560224,450
24560225,71.2,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560225,330
24560226,62.7,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560226,510
24560227,75.9,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560227,290
24560228,63.4,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560228,355
24560229,73.8,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560229,705
24560230,66.1,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560230,310
24560231,75.3,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560231,485
24560232,60.4,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560232,455
24560233,69.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560233,535
24560234,82.4,10.8,5.9,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560234,510
24560235,71.8,16.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560235,585
24560236,70.4,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560236,675
24560237,78.8,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560237,400
24560238,79.8,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560238,495
24560239,72.5,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560239,455
24560240,64.5,29.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560240,465
24560241,76.7,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560241,430
24560242,67.2,30.4,2.4,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560242,1265
24560243,74.3,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560243,370
24560244,79.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560244,405
24560245,80.8,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560245,520
24560246,70.0,26.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560246,1435
24560247,48.4,50.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560247,465
24560248,58.5,38.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560248,590
24560249,62.3,38.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560249,570
24560250,64.7,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560250,835
24560251,54.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560251,500
24560252,70.5,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560252,525
24560253,75.9,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560253,415
24560254,76.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560254,480
24560255,75.8,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560255,475
24560256,84.7,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560256,620
24560257,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560257,500
24560259,65.6,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560259,450
24560261,62.6,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560261,695
24560262,64.5,32.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560262,2490
24560263,81.6,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560263,435
24560264,68.3,31.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560264,410
24560265,64.1,34.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560265,460
24560266,76.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560266,380
24560267,85.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560267,400
24560268,70.5,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560268,475
24560269,64.9,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560269,470
24560270,68.9,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560270,675
24560271,69.2,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560271,975
24560272,71.3,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560272,1010
24560273,69.9,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560273,715
24560274,77.7,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560274,515
24560275,58.8,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560275,595
24560276,60.6,36.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560276,850
24560277,60.2,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560277,640
24560278,78.4,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560278,625
24560279,69.4,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560279,490
24560280,70.7,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560280,580
24560281,66.3,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560281,460
24560282,54.7,41.5,4.7,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560282,530
24560283,60.6,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560283,330
24560284,59.8,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560284,485
24560285,73.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560285,555
24560286,66.5,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560286,1360
24560287,72.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560287,1695
24560288,75.6,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560288,450
24560289,74.4,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560289,665
24560290,79.3,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560290,435
24560291,73.3,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560291,430
24560292,77.1,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560292,415
24560293,72.6,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560293,365
24560294,67.1,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560294,395
24560295,67.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560295,455
24560297,74.4,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560297,430
24560331,52.3,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560331,535
24560332,70.3,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560332,455
24560333,68.6,31.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560333,685
24560335,68.7,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560335,415
24560336,63.7,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560336,510
24560337,53.5,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560337,635
24560338,69.1,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560338,550
24560339,77.3,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560339,485
24560340,83.3,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560340,450
24560341,85.3,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560341,375
24560342,61.9,33.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560342,775
24560343,69.1,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560343,340
24560344,79.1,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560344,575
24560345,65.6,31.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560345,320
24560346,75.5,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24560346,470
24570012,62.5,35.8,1.3,0.0,0.0,0.0,0.0,0.0,0.3,StatCan area #24570012,5985
24570013,66.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570013,485
24570014,62.5,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570014,440
24570015,67.1,34.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570015,410
24570016,91.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570016,445
24570017,71.8,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570017,390
24570018,68.4,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570018,380
24570019,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570019,400
24570020,80.6,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570020,360
24570021,72.9,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570021,425
24570022,66.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570022,515
24570023,67.7,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570023,495
24570024,57.8,43.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570024,450
24570025,70.4,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570025,540
24570026,73.9,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570026,345
24570027,76.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570027,335
24570028,63.5,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570028,370
24570036,60.4,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570036,1010
24570037,71.7,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570037,460
24570038,64.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570038,500
24570039,83.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570039,420
24570040,71.4,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570040,735
24570041,78.5,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570041,395
24570042,70.7,26.1,0.0,0.0,0.0,2.2,0.0,0.0,0.0,StatCan area #24570042,460
24570043,64.2,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570043,965
24570044,39.2,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570044,370
24570045,64.8,32.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570045,355
24570046,63.6,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570046,645
24570047,65.9,32.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570047,410
24570048,72.3,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570048,560
24570049,63.7,37.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570049,620
24570050,74.6,25.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570050,1005
24570051,64.6,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570051,395
24570052,54.4,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570052,975
24570053,83.8,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570053,400
24570054,61.5,37.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570054,715
24570055,57.8,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570055,545
24570056,69.2,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570056,520
24570057,60.5,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570057,570
24570058,64.3,32.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570058,490
24570059,74.8,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570059,715
24570060,66.1,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570060,575
24570061,57.5,41.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570061,435
24570062,58.9,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570062,475
24570063,58.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570063,425
24570064,62.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570064,460
24570065,49.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570065,500
24570066,77.6,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570066,335
24570068,60.2,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570068,540
24570069,60.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570069,550
24570070,61.2,38.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570070,890
24570071,65.9,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570071,440
24570072,79.1,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570072,430
24570073,76.1,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570073,565
24570074,59.3,37.7,1.5,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570074,995
24570075,72.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570075,375
24570076,68.5,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570076,650
24570077,61.3,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570077,465
24570078,70.2,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570078,620
24570079,78.4,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570079,485
24570080,59.5,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570080,420
24570081,66.7,32.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,StatCan area #24570081,465
