ctuid,name,median_income
5370303.04,0303.04 - Hamilton,140000.0
9250001.00,0001.00 - Kamloops,108000.0
9250002.00,0002.00 - Kamloops,108000.0
9250003.00,0003.00 - Kamloops,114000.0
9250004.00,0004.00 - Kamloops,109000.0
9250005.01,0005.01 - Kamloops,83000.0
9250005.02,0005.02 - Kamloops,123000.0
9250006.01,0006.01 - Kamloops,120000.0
9250006.02,0006.02 - Kamloops,100000.0
9250007.00,0007.00 - Kamloops,87000.0
9250008.00,0008.00 - Kamloops,83000.0
9250009.00,0009.00 - Kamloops,71000.0
9250010.00,0010.00 - Kamloops,68000.0
9250011.00,0011.00 - Kamloops,50400.0
9250012.00,0012.00 - Kamloops,51600.0
9250013.00,0013.00 - Kamloops,75500.0
9250014.00,0014.00 - Kamloops,52000.0
9250015.00,0015.00 - Kamloops,72500.0
9250016.00,0016.00 - Kamloops,82000.0
9250017.00,0017.00 - Kamloops,99000.0
9250018.00,0018.00 - Kamloops,94000.0
9250019.00,0019.00 - Kamloops,104000.0
9250020.00,0020.00 - Kamloops,91000.0
9250021.01,0021.01 - Kamloops,116000.0
9250021.02,0021.02 - Kamloops,90000.0
9250022.00,0022.00 - Kamloops,81000.0
9250100.02,0100.02 - Kamloops,64000.0
9250100.03,0100.03 - Kamloops,92000.0
9250101.00,0101.00 - Kamloops,98000.0
9250110.00,0110.00 - Kamloops,66500.0
9250200.00,0200.00 - Kamloops,60400.0
9150001.00,0001.00 - Kelowna,145000.0
9150002.00,0002.00 - Kelowna,110000.0
9150003.01,0003.01 - Kelowna,120000.0
9150003.02,0003.02 - Kelowna,108000.0
9150004.00,0004.00 - Kelowna,110000.0
9150005.00,0005.00 - Kelowna,84000.0
9150006.00,0006.00 - Kelowna,88000.0
9150007.00,0007.00 - Kelowna,60400.0
9150008.00,0008.00 - Kelowna,62000.0
9150009.01,0009.01 - Kelowna,57600.0
9150009.02,0009.02 - Kelowna,69000.0
9150009.03,0009.03 - Kelowna,59600.0
9150010.01,0010.01 - Kelowna,66000.0
9150010.02,0010.02 - Kelowna,73000.0
9150010.03,0010.03 - Kelowna,75500.0
9150011.00,0011.00 - Kelowna,56800.0
9150012.00,0012.00 - Kelowna,73000.0
9150013.00,0013.00 - Kelowna,70000.0
9150014.00,0014.00 - Kelowna,69000.0
9150015.00,0015.00 - Kelowna,90000.0
9150016.00,0016.00 - Kelowna,83000.0
9150017.00,0017.00 - Kelowna,92000.0
9150018.01,0018.01 - Kelowna,62000.0
9150018.02,0018.02 - Kelowna,107000.0
9150019.01,0019.01 - Kelowna,85000.0
9150019.02,0019.02 - Kelowna,76000.0
9150019.03,0019.03 - Kelowna,135000.0
9150019.04,0019.04 - Kelowna,94000.0
9150102.04,0102.04 - Kelowna,63600.0
9150103.00,0103.00 - Kelowna,81000.0
9150104.01,0104.01 - Kelowna,90000.0
9150104.03,0104.03 - Kelowna,85000.0
9150105.02,0105.02 - Kelowna,100000.0
9150105.04,0105.04 - Kelowna,114000.0
9150105.05,0105.05 - Kelowna,112000.0
9150105.06,0105.06 - Kelowna,96000.0
9150105.07,0105.07 - Kelowna,95000.0
9150200.00,0200.00 - Kelowna,119000.0
9150201.00,0201.00 - Kelowna,110000.0
9150202.00,0202.00 - Kelowna,113000.0
9150203.00,0203.00 - Kelowna,86000.0
9150204.00,0204.00 - Kelowna,58400.0
9150205.00,0205.00 - Kelowna,89000.0
9150206.00,0206.00 - Kelowna,104000.0
9150207.00,0207.00 - Kelowna,119000.0
9150208.00,0208.00 - Kelowna,107000.0
9150209.00,0209.00 - Kelowna,79500.0
9150212.00,0212.00 - Kelowna,123000.0
5210001.00,0001.00 - Kingston,72500.0
5210002.00,0002.00 - Kingston,38800.0
5210003.00,0003.00 - Kingston,121000.0
5210004.00,0004.00 - Kingston,66500.0
5210005.00,0005.00 - Kingston,57200.0
5210006.00,0006.00 - Kingston,56000.0
5210007.00,0007.00 - Kingston,51200.0
5210008.00,0008.00 - Kingston,44800.0
5210009.00,0009.00 - Kingston,54800.0
5210010.00,0010.00 - Kingston,52800.0
5210011.01,0011.01 - Kingston,53200.0
5210011.02,0011.02 - Kingston,69500.0
5210012.00,0012.00 - Kingston,60400.0
5210013.00,0013.00 - Kingston,45200.0
5210014.00,0014.00 - Kingston,55200.0
5210015.00,0015.00 - Kingston,91000.0
5210100.01,0100.01 - Kingston,96000.0
5210100.02,0100.02 - Kingston,123000.0
5210101.00,0101.00 - Kingston,113000.0
5210102.00,0102.00 - Kingston,115000.0
5210103.00,0103.00 - Kingston,109000.0
5210104.00,0104.00 - Kingston,97000.0
5210105.01,0105.01 - Kingston,99000.0
5210105.02,0105.02 - Kingston,96000.0
5210106.00,0106.00 - Kingston,91000.0
5210107.00,0107.00 - Kingston,89000.0
5210108.00,0108.00 - Kingston,83000.0
5210109.00,0109.00 - Kingston,111000.0
5210110.00,0110.00 - Kingston,78500.0
5210111.01,0111.01 - Kingston,97000.0
5210111.02,0111.02 - Kingston,95000.0
5210112.03,0112.03 - Kingston,105000.0
5210112.04,0112.04 - Kingston,76500.0
5210112.05,0112.05 - Kingston,97000.0
5210112.06,0112.06 - Kingston,136000.0
5210112.07,0112.07 - Kingston,97000.0
5210113.01,0113.01 - Kingston,106000.0
5210113.02,0113.02 - Kingston,104000.0
5210200.00,0200.00 - Kingston,83000.0
5410001.01,0001.01 - Kitchener - Cambridge - Waterloo,78000.0
5410001.03,0001.03 - Kitchener - Cambridge - Waterloo,109000.0
5410001.05,0001.05 - Kitchener - Cambridge - Waterloo,166000.0
5410001.06,0001.06 - Kitchener - Cambridge - Waterloo,127000.0
5410002.01,0002.01 - Kitchener - Cambridge - Waterloo,74000.0
5410002.02,0002.02 - Kitchener - Cambridge - Waterloo,75500.0
5410002.03,0002.03 - Kitchener - Cambridge - Waterloo,75000.0
5410002.04,0002.04 - Kitchener - Cambridge - Waterloo,75000.0
5410002.06,0002.06 - Kitchener - Cambridge - Waterloo,80000.0
5410002.07,0002.07 - Kitchener - Cambridge - Waterloo,102000.0
5410002.09,0002.09 - Kitchener - Cambridge - Waterloo,105000.0
5410002.12,0002.12 - Kitchener - Cambridge - Waterloo,118000.0
5410002.13,0002.13 - Kitchener - Cambridge - Waterloo,114000.0
5410002.14,0002.14 - Kitchener - Cambridge - Waterloo,111000.0
5410002.15,0002.15 - Kitchener - Cambridge - Waterloo,120000.0
5410003.00,0003.00 - Kitchener - Cambridge - Waterloo,75000.0
5410004.01,0004.01 - Kitchener - Cambridge - Waterloo,83000.0
5410004.02,0004.02 - Kitchener - Cambridge - Waterloo,74500.0
5410005.01,0005.01 - Kitchener - Cambridge - Waterloo,68000.0
5410005.02,0005.02 - Kitchener - Cambridge - Waterloo,63600.0
5410006.00,0006.00 - Kitchener - Cambridge - Waterloo,71000.0
5410007.00,0007.00 - Kitchener - Cambridge - Waterloo,66000.0
5410008.01,0008.01 - Kitchener - Cambridge - Waterloo,94000.0
5410008.02,0008.02 - Kitchener - Cambridge - Waterloo,96000.0
5410008.04,0008.04 - Kitchener - Cambridge - Waterloo,117000.0
5410008.05,0008.05 - Kitchener - Cambridge - Waterloo,113000.0
5410008.06,0008.06 - Kitchener - Cambridge - Waterloo,103000.0
5410009.01,0009.01 - Kitchener - Cambridge - Waterloo,66000.0
5410009.02,0009.02 - Kitchener - Cambridge - Waterloo,68000.0
5410009.04,0009.04 - Kitchener - Cambridge - Waterloo,122000.0
5410009.05,0009.05 - Kitchener - Cambridge - Waterloo,98000.0
5410010.00,0010.00 - Kitchener - Cambridge - Waterloo,64500.0
5410011.00,0011.00 - Kitchener - Cambridge - Waterloo,61600.0
5410012.00,0012.00 - Kitchener - Cambridge - Waterloo,62000.0
5410013.00,0013.00 - Kitchener - Cambridge - Waterloo,93000.0
5410014.02,0014.02 - Kitchener - Cambridge - Waterloo,78000.0
5410014.03,0014.03 - Kitchener - Cambridge - Waterloo,85000.0
5410014.04,0014.04 - Kitchener - Cambridge - Waterloo,69000.0
5410014.06,0014.06 - Kitchener - Cambridge - Waterloo,123000.0
5410014.08,0014.08 - Kitchener - Cambridge - Waterloo,134000.0
5410014.09,0014.09 - Kitchener - Cambridge - Waterloo,138000.0
5410015.00,0015.00 - Kitchener - Cambridge - Waterloo,78000.0
5410016.00,0016.00 - Kitchener - Cambridge - Waterloo,70000.0
5410017.00,0017.00 - Kitchener - Cambridge - Waterloo,60800.0
5410018.00,0018.00 - Kitchener - Cambridge - Waterloo,70500.0
5410019.00,0019.00 - Kitchener - Cambridge - Waterloo,83000.0
5410020.00,0020.00 - Kitchener - Cambridge - Waterloo,67500.0
5410021.00,0021.00 - Kitchener - Cambridge - Waterloo,75500.0
5410022.00,0022.00 - Kitchener - Cambridge - Waterloo,63600.0
5410023.00,0023.00 - Kitchener - Cambridge - Waterloo,72500.0
5410024.00,0024.00 - Kitchener - Cambridge - Waterloo,115000.0
5410025.00,0025.00 - Kitchener - Cambridge - Waterloo,192000.0
5410100.00,0100.00 - Kitchener - Cambridge - Waterloo,106000.0
5410101.01,0101.01 - Kitchener - Cambridge - Waterloo,72000.0
5410101.03,0101.03 - Kitchener - Cambridge - Waterloo,78000.0
5410101.04,0101.04 - Kitchener - Cambridge - Waterloo,140000.0
5410102.00,0102.00 - Kitchener - Cambridge - Waterloo,83000.0
5410103.00,0103.00 - Kitchener - Cambridge - Waterloo,83000.0
5410104.00,0104.00 - Kitchener - Cambridge - Waterloo,82000.0
5410105.00,0105.00 - Kitchener - Cambridge - Waterloo,54800.0
5410106.01,0106.01 - Kitchener - Cambridge - Waterloo,35600.0
5410106.02,0106.02 - Kitchener - Cambridge - Waterloo,60000.0
5410107.01,0107.01 - Kitchener - Cambridge - Waterloo,95000.0
5410107.02,0107.02 - Kitchener - Cambridge - Waterloo,83000.0
5410108.02,0108.02 - Kitchener - Cambridge - Waterloo,122000.0
5410108.03,0108.03 - Kitchener - Cambridge - Waterloo,114000.0
5410108.04,0108.04 - Kitchener - Cambridge - Waterloo,150000.0
5410109.01,0109.01 - Kitchener - Cambridge - Waterloo,110000.0
5410109.02,0109.02 - Kitchener - Cambridge - Waterloo,120000.0
5410109.05,0109.05 - Kitchener - Cambridge - Waterloo,122000.0
5410109.07,0109.07 - Kitchener - Cambridge - Waterloo,132000.0
5410109.08,0109.08 - Kitchener - Cambridge - Waterloo,120000.0
5410109.09,0109.09 - Kitchener - Cambridge - Waterloo,148000.0
5410109.10,0109.10 - Kitchener - Cambridge - Waterloo,152000.0
5410110.00,0110.00 - Kitchener - Cambridge - Waterloo,132000.0
5410111.04,0111.04 - Kitchener - Cambridge - Waterloo,83000.0
5410111.05,0111.05 - Kitchener - Cambridge - Waterloo,104000.0
5410111.07,0111.07 - Kitchener - Cambridge - Waterloo,105000.0
5410111.08,0111.08 - Kitchener - Cambridge - Waterloo,150000.0
5410111.09,0111.09 - Kitchener - Cambridge - Waterloo,118000.0
5410111.10,0111.10 - Kitchener - Cambridge - Waterloo,113000.0
5410120.02,0120.02 - Kitchener - Cambridge - Waterloo,93000.0
5410120.03,0120.03 - Kitchener - Cambridge - Waterloo,81000.0
5410120.04,0120.04 - Kitchener - Cambridge - Waterloo,132000.0
5410121.00,0121.00 - Kitchener - Cambridge - Waterloo,76500.0
5410122.01,0122.01 - Kitchener - Cambridge - Waterloo,92000.0
5410122.02,0122.02 - Kitchener - Cambridge - Waterloo,88000.0
5410123.01,0123.01 - Kitchener - Cambridge - Waterloo,105000.0
5410123.02,0123.02 - Kitchener - Cambridge - Waterloo,118000.0
5410124.00,0124.00 - Kitchener - Cambridge - Waterloo,53600.0
5410125.00,0125.00 - Kitchener - Cambridge - Waterloo,80000.0
5410126.01,0126.01 - Kitchener - Cambridge - Waterloo,69500.0
5410126.02,0126.02 - Kitchener - Cambridge - Waterloo,73500.0
5410126.05,0126.05 - Kitchener - Cambridge - Waterloo,66000.0
5410126.08,0126.08 - Kitchener - Cambridge - Waterloo,95000.0
5410126.09,0126.09 - Kitchener - Cambridge - Waterloo,84000.0
5410126.10,0126.10 - Kitchener - Cambridge - Waterloo,122000.0
5410126.11,0126.11 - Kitchener - Cambridge - Waterloo,138000.0
5410126.12,0126.12 - Kitchener - Cambridge - Waterloo,124000.0
5410126.13,0126.13 - Kitchener - Cambridge - Waterloo,123000.0
5410127.01,0127.01 - Kitchener - Cambridge - Waterloo,92000.0
5410127.02,0127.02 - Kitchener - Cambridge - Waterloo,73000.0
5410128.00,0128.00 - Kitchener - Cambridge - Waterloo,54000.0
5410129.01,0129.01 - Kitchener - Cambridge - Waterloo,91000.0
5410129.02,0129.02 - Kitchener - Cambridge - Waterloo,85000.0
5410130.01,0130.01 - Kitchener - Cambridge - Waterloo,111000.0
5410130.02,0130.02 - Kitchener - Cambridge - Waterloo,118000.0
5410131.01,0131.01 - Kitchener - Cambridge - Waterloo,78500.0
5410131.03,0131.03 - Kitchener - Cambridge - Waterloo,114000.0
5410131.05,0131.05 - Kitchener - Cambridge - Waterloo,127000.0
5410131.06,0131.06 - Kitchener - Cambridge - Waterloo,142000.0
5410140.01,0140.01 - Kitchener - Cambridge - Waterloo,128000.0
5410140.02,0140.02 - Kitchener - Cambridge - Waterloo,128000.0
5410151.00,0151.00 - Kitchener - Cambridge - Waterloo,122000.0
5410152.01,0152.01 - Kitchener - Cambridge - Waterloo,101000.0
5410152.02,0152.02 - Kitchener - Cambridge - Waterloo,100000.0
5410153.00,0153.00 - Kitchener - Cambridge - Waterloo,129000.0
8100001.00,0001.00 - Lethbridge,115000.0
8100002.00,0002.00 - Lethbridge,81000.0
8100003.00,0003.00 - Lethbridge,58000.0
8100004.00,0004.00 - Lethbridge,85000.0
8100005.00,0005.00 - Lethbridge,75000.0
8100006.00,0006.00 - Lethbridge,57200.0
8100007.00,0007.00 - Lethbridge,29600.0
8100008.00,0008.00 - Lethbridge,70000.0
8100009.00,0009.00 - Lethbridge,79000.0
8100011.00,0011.00 - Lethbridge,62400.0
8100012.00,0012.00 - Lethbridge,59600.0
8100013.00,0013.00 - Lethbridge,70000.0
8100014.00,0014.00 - Lethbridge,69500.0
8100015.00,0015.00 - Lethbridge,74000.0
8100016.01,0016.01 - Lethbridge,105000.0
8100016.02,0016.02 - Lethbridge,105000.0
8100017.01,0017.01 - Lethbridge,115000.0
8100017.03,0017.03 - Lethbridge,91000.0
8100017.04,0017.04 - Lethbridge,108000.0
8100017.05,0017.05 - Lethbridge,132000.0
8100017.06,0017.06 - Lethbridge,141000.0
8100018.00,0018.00 - Lethbridge,72000.0
8100019.00,0019.00 - Lethbridge,62800.0
8100020.01,0020.01 - Lethbridge,93000.0
8100020.02,0020.02 - Lethbridge,84000.0
8100100.01,0100.01 - Lethbridge,99000.0
8100100.02,0100.02 - Lethbridge,101000.0
8100101.00,0101.00 - Lethbridge,87000.0
8100102.00,0102.00 - Lethbridge,81000.0
8100103.00,0103.00 - Lethbridge,92000.0
8100104.00,0104.00 - Lethbridge,91000.0
8100105.00,0105.00 - Lethbridge,65500.0
5550001.02,0001.02 - London,67500.0
5550001.03,0001.03 - London,78500.0
5550001.05,0001.05 - London,74000.0
5550001.06,0001.06 - London,67000.0
5550001.07,0001.07 - London,82000.0
5550001.08,0001.08 - London,70500.0
5550002.01,0002.01 - London,81000.0
5550002.02,0002.02 - London,93000.0
5550002.03,0002.03 - London,94000.0
5550002.04,0002.04 - London,85000.0
5550003.00,0003.00 - London,57600.0
5550004.01,0004.01 - London,77000.0
5550004.03,0004.03 - London,84000.0
5550004.04,0004.04 - London,80000.0
5550005.01,0005.01 - London,72000.0
5550005.02,0005.02 - London,75500.0
5550005.03,0005.03 - London,82000.0
5550006.01,0006.01 - London,76500.0
5550006.02,0006.02 - London,113000.0
5550006.04,0006.04 - London,133000.0
5550006.05,0006.05 - London,134000.0
5550007.01,0007.01 - London,112000.0
5550007.02,0007.02 - London,83000.0
5550008.00,0008.00 - London,140000.0
5550009.01,0009.01 - London,119000.0
5550009.02,0009.02 - London,97000.0
5550010.01,0010.01 - London,58000.0
5550010.02,0010.02 - London,59600.0
5550011.00,0011.00 - London,49200.0
5550012.00,0012.00 - London,77000.0
5550013.00,0013.00 - London,64500.0
5550014.00,0014.00 - London,53600.0
5550015.00,0015.00 - London,73500.0
5550016.00,0016.00 - London,100000.0
5550017.00,0017.00 - London,54800.0
5550018.00,0018.00 - London,72000.0
5550019.00,0019.00 - London,57600.0
5550020.01,0020.01 - London,53600.0
5550020.02,0020.02 - London,58400.0
5550021.00,0021.00 - London,50000.0
5550022.00,0022.00 - London,53600.0
5550023.00,0023.00 - London,45600.0
5550024.00,0024.00 - London,54000.0
5550025.00,0025.00 - London,67500.0
5550026.00,0026.00 - London,79500.0
5550027.03,0027.03 - London,72500.0
5550027.04,0027.04 - London,79000.0
5550027.05,0027.05 - London,66000.0
5550027.06,0027.06 - London,104000.0
5550027.07,0027.07 - London,72500.0
5550028.00,0028.00 - London,73500.0
5550029.00,0029.00 - London,57600.0
5550030.00,0030.00 - London,58400.0
5550031.00,0031.00 - London,46000.0
5550032.00,0032.00 - London,58400.0
5550033.00,0033.00 - London,49600.0
5550034.00,0034.00 - London,57200.0
5550035.00,0035.00 - London,114000.0
5550036.00,0036.00 - London,56800.0
5550037.00,0037.00 - London,68000.0
5550038.00,0038.00 - London,67000.0
5550039.00,0039.00 - London,56800.0
5550040.00,0040.00 - London,64500.0
5550041.00,0041.00 - London,59200.0
5550042.00,0042.00 - London,98000.0
5550043.00,0043.00 - London,90000.0
5550044.01,0044.01 - London,68000.0
5550044.02,0044.02 - London,115000.0
5550044.04,0044.04 - London,86000.0
5550044.05,0044.05 - London,100000.0
5550044.06,0044.06 - London,92000.0
5550044.07,0044.07 - London,76000.0
5550045.00,0045.00 - London,44800.0
5550046.00,0046.00 - London,59200.0
5550047.00,0047.00 - London,69000.0
5550048.00,0048.00 - London,65500.0
5550049.01,0049.01 - London,105000.0
5550049.02,0049.02 - London,86000.0
5550050.01,0050.01 - London,109000.0
5550050.02,0050.02 - London,108000.0
5550050.03,0050.03 - London,89000.0
5550051.00,0051.00 - London,131000.0
5550100.01,0100.01 - London,115000.0
5550100.02,0100.02 - London,111000.0
5550110.01,0110.01 - London,120000.0
5550110.02,0110.02 - London,103000.0
5550120.01,0120.01 - London,134000.0
5550120.02,0120.02 - London,110000.0
5550120.03,0120.03 - London,113000.0
5550130.00,0130.00 - London,110000.0
5550140.00,0140.00 - London,117000.0
5550150.00,0150.00 - London,129000.0
5550200.00,0200.00 - London,96000.0
5550201.00,0201.00 - London,67000.0
5550202.00,0202.00 - London,71500.0
5550203.00,0203.00 - London,67500.0
5550204.01,0204.01 - London,65000.0
5550204.02,0204.02 - London,79000.0
5550205.00,0205.00 - London,57600.0
5550206.00,0206.00 - London,46400.0
5550207.00,0207.00 - London,85000.0
5550210.00,0210.00 - London,112000.0
5550220.00,0220.00 - London,97000.0
5550230.00,0230.00 - London,105000.0
5550231.00,0231.00 - London,94000.0
5550232.00,0232.00 - London,80000.0
5550233.00,0233.00 - London,60800.0
5550234.00,0234.00 - London,105000.0
5550300.00,0300.00 - London,105000.0
8050001.00,0001.00 - Medicine Hat,116000.0
8050002.00,0002.00 - Medicine Hat,85000.0
8050003.01,0003.01 - Medicine Hat,104000.0
8050003.03,0003.03 - Medicine Hat,95000.0
8050003.04,0003.04 - Medicine Hat,123000.0
8050004.00,0004.00 - Medicine Hat,57200.0
8050005.01,0005.01 - Medicine Hat,62000.0
8050005.02,0005.02 - Medicine Hat,60400.0
8050006.00,0006.00 - Medicine Hat,62400.0
8050007.00,0007.00 - Medicine Hat,96000.0
8050008.00,0008.00 - Medicine Hat,55600.0
8050009.00,0009.00 - Medicine Hat,57600.0
8050010.00,0010.00 - Medicine Hat,73000.0
8050011.00,0011.00 - Medicine Hat,65000.0
8050012.01,0012.01 - Medicine Hat,84000.0
8050012.02,0012.02 - Medicine Hat,100000.0
8050013.00,0013.00 - Medicine Hat,75500.0
8050014.00,0014.00 - Medicine Hat,83000.0
8050100.00,0100.00 - Medicine Hat,73000.0
8050200.00,0200.00 - Medicine Hat,103000.0
3050001.00,0001.00 - Moncton,44800.0
3050002.00,0002.00 - Moncton,69000.0
3050003.01,0003.01 - Moncton,73000.0
3050003.04,0003.04 - Moncton,83000.0
3050003.05,0003.05 - Moncton,118000.0
3050003.06,0003.06 - Moncton,97000.0
3050004.01,0004.01 - Moncton,75500.0
3050004.02,0004.02 - Moncton,62800.0
3050005.00,0005.00 - Moncton,60000.0
3050006.00,0006.00 - Moncton,42800.0
3050007.00,0007.00 - Moncton,51600.0
3050008.00,0008.00 - Moncton,55200.0
3050009.00,0009.00 - Moncton,62400.0
3050010.01,0010.01 - Moncton,57600.0
3050010.03,0010.03 - Moncton,57600.0
3050010.04,0010.04 - Moncton,55200.0
3050011.00,0011.00 - Moncton,81000.0
3050012.01,0012.01 - Moncton,68500.0
3050012.02,0012.02 - Moncton,113000.0
3050013.00,0013.00 - Moncton,59600.0
3050014.02,0014.02 - Moncton,93000.0
3050014.03,0014.03 - Moncton,106000.0
3050014.05,0014.05 - Moncton,96000.0
3050014.06,0014.06 - Moncton,120000.0
3050014.07,0014.07 - Moncton,118000.0
3050015.02,0015.02 - Moncton,78000.0
3050016.01,0016.01 - Moncton,89000.0
3050016.02,0016.02 - Moncton,83000.0
3050100.00,0100.00 - Moncton,79000.0
3050101.00,0101.00 - Moncton,85000.0
3050102.01,0102.01 - Moncton,68500.0
3050102.02,0102.02 - Moncton,83000.0
3050110.00,0110.00 - Moncton,57200.0
3050120.00,0120.00 - Moncton,57600.0
3050200.00,0200.00 - Moncton,64500.0
4620001.00,0001.00 - Montréal,63600.0
4620002.00,0002.00 - Montréal,57600.0
4620003.00,0003.00 - Montréal,62000.0
4620004.00,0004.00 - Montréal,60000.0
4620005.00,0005.00 - Montréal,58800.0
4620006.00,0006.00 - Montréal,60000.0
4620007.00,0007.00 - Montréal,62400.0
4620008.00,0008.00 - Montréal,68500.0
4620009.00,0009.00 - Montréal,64000.0
4620010.00,0010.00 - Montréal,62400.0
4620011.00,0011.00 - Montréal,68000.0
4620012.01,0012.01 - Montréal,48400.0
4620012.02,0012.02 - Montréal,47600.0
4620013.00,0013.00 - Montréal,64000.0
4620014.03,0014.03 - Montréal,56800.0
4620014.04,0014.04 - Montréal,68000.0
4620015.00,0015.00 - Montréal,60000.0
4620016.00,0016.00 - Montréal,59200.0
4620017.00,0017.00 - Montréal,58800.0
4620018.00,0018.00 - Montréal,53200.0
4620019.00,0019.00 - Montréal,52800.0
4620021.00,0021.00 - Montréal,53600.0
4620022.00,0022.00 - Montréal,59600.0
4620023.00,0023.00 - Montréal,54800.0
4620024.00,0024.00 - Montréal,58000.0
4620025.00,0025.00 - Montréal,60800.0
4620026.00,0026.00 - Montréal,57200.0
4620027.00,0027.00 - Montréal,56000.0
4620028.00,0028.00 - Montréal,60000.0
4620029.00,0029.00 - Montréal,57600.0
4620030.00,0030.00 - Montréal,53600.0
4620031.00,0031.00 - Montréal,52400.0
4620032.00,0032.00 - Montréal,49200.0
4620033.00,0033.00 - Montréal,53600.0
4620034.00,0034.00 - Montréal,56400.0
4620035.00,0035.00 - Montréal,56000.0
4620036.00,0036.00 - Montréal,58000.0
4620037.00,0037.00 - Montréal,45600.0
4620038.00,0038.00 - Montréal,55600.0
4620039.00,0039.00 - Montréal,58000.0
4620041.00,0041.00 - Montréal,55200.0
4620042.00,0042.00 - Montréal,58800.0
4620043.00,0043.00 - Montréal,56000.0
4620044.00,0044.00 - Montréal,58400.0
4620045.00,0045.00 - Montréal,49600.0
4620046.00,0046.00 - Montréal,56800.0
4620047.00,0047.00 - Montréal,57200.0
4620048.00,0048.00 - Montréal,63200.0
4620049.00,0049.00 - Montréal,50800.0
4620050.00,0050.00 - Montréal,48800.0
4620051.00,0051.00 - Montréal,53200.0
4620052.00,0052.00 - Montréal,48400.0
4620053.00,0053.00 - Montréal,48000.0
4620054.00,0054.00 - Montréal,65000.0
4620055.01,0055.01 - Montréal,93000.0
4620055.02,0055.02 - Montréal,172000.0
4620056.00,0056.00 - Montréal,51600.0
4620057.00,0057.00 - Montréal,45600.0
4620058.00,0058.00 - Montréal,46400.0
4620059.00,0059.00 - Montréal,66000.0
4620060.00,0060.00 - Montréal,23400.0
4620061.00,0061.00 - Montréal,66000.0
4620062.00,0062.00 - Montréal,55600.0
4620063.00,0063.00 - Montréal,30600.0
4620064.00,0064.00 - Montréal,36400.0
4620065.01,0065.01 - Montréal,33600.0
4620065.02,0065.02 - Montréal,40800.0
4620066.01,0066.01 - Montréal,43600.0
4620066.02,0066.02 - Montréal,35600.0
4620067.00,0067.00 - Montréal,62400.0
4620068.00,0068.00 - Montréal,49200.0
4620069.01,0069.01 - Montréal,77000.0
4620069.02,0069.02 - Montréal,86000.0
4620070.01,0070.01 - Montréal,83000.0
4620070.02,0070.02 - Montréal,85000.0
4620072.00,0072.00 - Montréal,59600.0
4620073.00,0073.00 - Montréal,63600.0
4620074.00,0074.00 - Montréal,69000.0
4620075.00,0075.00 - Montréal,59600.0
4620076.00,0076.00 - Montréal,67500.0
4620077.00,0077.00 - Montréal,74000.0
4620078.00,0078.00 - Montréal,74000.0
4620079.00,0079.00 - Montréal,65000.0
4620080.00,0080.00 - Montréal,85000.0
4620081.00,0081.00 - Montréal,67500.0
4620082.00,0082.00 - Montréal,55600.0
4620083.00,0083.00 - Montréal,67000.0
4620084.00,0084.00 - Montréal,54000.0
4620085.00,0085.00 - Montréal,62400.0
4620086.00,0086.00 - Montréal,59600.0
4620087.00,0087.00 - Montréal,60400.0
4620088.00,0088.00 - Montréal,55600.0
4620089.00,0089.00 - Montréal,62800.0
4620090.00,0090.00 - Montréal,58000.0
4620092.00,0092.00 - Montréal,58000.0
4620093.00,0093.00 - Montréal,60800.0
4620094.01,0094.01 - Montréal,49200.0
4620095.00,0095.00 - Montréal,57600.0
4620096.00,0096.00 - Montréal,72500.0
4620097.01,0097.01 - Montréal,47600.0
4620097.02,0097.02 - Montréal,44800.0
4620098.00,0098.00 - Montréal,78000.0
4620099.00,0099.00 - Montréal,63200.0
4620100.01,0100.01 - Montréal,61600.0
4620100.02,0100.02 - Montréal,64000.0
4620101.01,0101.01 - Montréal,54400.0
4620101.02,0101.02 - Montréal,52800.0
4620102.00,0102.00 - Montréal,82000.0
4620103.00,0103.00 - Montréal,92000.0
4620104.00,0104.00 - Montréal,135000.0
4620105.00,0105.00 - Montréal,93000.0
4620106.00,0106.00 - Montréal,78500.0
4620107.00,0107.00 - Montréal,57600.0
4620108.00,0108.00 - Montréal,95000.0
4620109.00,0109.00 - Montréal,66500.0
4620110.00,0110.00 - Montréal,60400.0
4620111.00,0111.00 - Montréal,63200.0
4620112.01,0112.01 - Montréal,64000.0
4620112.02,0112.02 - Montréal,42000.0
4620113.00,0113.00 - Montréal,64500.0
4620114.00,0114.00 - Montréal,78500.0
4620115.01,0115.01 - Montréal,83000.0
4620115.02,0115.02 - Montréal,50400.0
4620116.00,0116.00 - Montréal,52400.0
4620117.00,0117.00 - Montréal,64500.0
4620118.00,0118.00 - Montréal,65500.0
4620119.00,0119.00 - Montréal,55600.0
4620120.01,0120.01 - Montréal,63600.0
4620120.02,0120.02 - Montréal,115000.0
4620121.00,0121.00 - Montréal,109000.0
4620122.00,0122.00 - Montréal,42400.0
4620123.00,0123.00 - Montréal,46800.0
4620124.00,0124.00 - Montréal,49200.0
4620125.00,0125.00 - Montréal,82000.0
4620126.00,0126.00 - Montréal,56000.0
4620127.01,0127.01 - Montréal,41200.0
4620128.00,0128.00 - Montréal,92000.0
4620129.01,0129.01 - Montréal,66500.0
4620129.02,0129.02 - Montréal,49600.0
4620130.00,0130.00 - Montréal,30000.0
4620131.00,0131.00 - Montréal,32800.0
