date,total,public_sector,private_sector,self_employed,public_share
2011-06-01,17218.8,3408.3,11197.9,2612.7,19.79406230399331
2011-07-01,17256.4,3397.6,11228.0,2630.7,19.688927006791683
2011-08-01,17269.4,3398.0,11238.7,2632.6,19.676421879161985
2011-09-01,17272.0,3385.0,11255.1,2631.9,19.598193608151924
2011-10-01,17258.0,3389.6,11217.0,2651.4,19.64074632054699
2011-11-01,17241.4,3393.7,11217.6,2630.1,19.68343637987634
2011-12-01,17258.2,3387.5,11205.2,2665.5,19.628350581173006
2012-01-01,17270.1,3393.6,11221.1,2655.4,19.65014678548474
2012-02-01,17245.0,3346.9,11269.4,2628.7,19.407944331690345
2012-03-01,17338.6,3367.6,11313.9,2657.1,19.422560068286945
2012-04-01,17416.2,3377.7,11386.7,2651.8,19.39401247114755
2012-05-01,17412.2,3388.2,11353.0,2671.0,19.458770287499565
2012-06-01,17414.7,3396.0,11351.5,2667.2,19.500766593739773
2012-07-01,17439.8,3419.0,11378.9,2641.9,19.604582621360336
2012-08-01,17486.0,3432.0,11404.9,2649.1,19.62713027564909
2012-09-01,17534.5,3430.2,11416.1,2688.2,19.562576634634578
2012-10-01,17543.2,3454.1,11412.8,2676.3,19.689110310547676
2012-11-01,17563.8,3451.5,11450.2,2662.0,19.65121442967923
2012-12-01,17609.5,3452.8,11508.7,2648.1,19.607598171441552
2013-01-01,17600.7,3444.2,11487.4,2669.0,19.568539887618105
2013-02-01,17676.1,3462.6,11520.9,2692.6,19.589162767805117
2013-03-01,17610.4,3456.9,11445.5,2708.0,19.629877799482124
2013-04-01,17641.3,3467.5,11465.4,2708.4,19.655580937912738
2013-05-01,17692.5,3467.3,11502.2,2722.9,19.597569591634876
2013-06-01,17682.1,3456.4,11527.2,2698.5,19.547451942925335
2013-07-01,17650.1,3426.9,11533.9,2689.3,19.41575401839083
2013-08-01,17677.9,3424.3,11555.4,2698.2,19.37051346596598
2013-09-01,17659.6,3443.7,11538.4,2677.4,19.500441686108406
2013-10-01,17664.4,3438.0,11557.3,2669.1,19.46287448200901
2013-11-01,17691.3,3448.5,11579.9,2663.0,19.492631971647082
2013-12-01,17668.9,3446.4,11586.9,2635.6,19.50545874389464
2014-01-01,17666.4,3444.3,11598.9,2623.3,19.496332020105964
2014-02-01,17662.7,3436.5,11588.5,2637.7,19.45625527241022
2014-03-01,17699.4,3449.6,11612.6,2637.2,19.48992621218798
2014-04-01,17691.2,3437.9,11612.8,2640.5,19.432825359500768
2014-05-01,17687.7,3443.5,11608.7,2635.5,19.468331100143036
2014-06-01,17720.5,3432.5,11640.7,2647.4,19.37022093056065
2014-07-01,17771.9,3462.1,11675.5,2634.3,19.480753324067766
2014-08-01,17723.7,3454.5,11631.5,2637.7,19.49085123309467
2014-09-01,17756.0,3481.2,11662.6,2612.2,19.605767064654202
2014-10-01,17782.2,3468.5,11675.3,2638.4,19.50546051669647
2014-11-01,17784.5,3484.2,11643.6,2656.7,19.591217071045012
2014-12-01,17821.7,3494.7,11645.5,2681.5,19.60924042038638
2015-01-01,17813.1,3494.6,11642.2,2676.3,19.618146195777268
2015-02-01,17827.2,3510.5,11654.7,2662.0,19.691819242505833
2015-03-01,17854.1,3531.0,11662.1,2661.0,19.776969995687267
2015-04-01,17819.4,3515.4,11635.1,2668.8,19.727936967574664
2015-05-01,17843.7,3507.4,11674.0,2662.3,19.656237215375736
2015-06-01,17836.7,3519.5,11682.3,2634.9,19.73178895199224
2015-07-01,17863.3,3534.0,11685.7,2643.6,19.783578622091103
2015-08-01,17889.0,3532.1,11699.6,2657.3,19.744535748225168
2015-09-01,17890.2,3506.2,11711.3,2672.7,19.59843936904003
2015-10-01,17899.1,3525.4,11713.6,2660.1,19.695962366822915
2015-11-01,17872.6,3493.5,11717.8,2661.3,19.546680393451428
2015-12-01,17867.4,3509.7,11671.5,2686.3,19.643037039524494
2016-01-01,17871.6,3516.5,11687.8,2667.3,19.676469929944716
2016-02-01,17889.0,3513.0,11700.1,2675.9,19.637766225054502
2016-03-01,17892.8,3499.1,11721.2,2672.6,19.555910757399626
2016-04-01,17919.7,3504.4,11752.6,2662.8,19.556130962013874
2016-05-01,17947.4,3525.7,11747.7,2674.0,19.64462819127004
2016-06-01,17954.5,3497.2,11761.5,2695.8,19.47812526107661
2016-07-01,17943.2,3489.0,11767.9,2686.3,19.444692139640644
2016-08-01,17994.2,3515.1,11817.8,2661.3,19.534627824521234
2016-09-01,18032.5,3506.4,11843.1,2683.0,19.44489116872314
2016-10-01,18051.2,3526.6,11850.9,2673.8,19.53665130296047
2016-11-01,18076.0,3544.3,11876.3,2655.5,19.60776720513388
2016-12-01,18104.0,3540.9,11912.1,2651.0,19.558661069376935
2017-01-01,18172.5,3540.2,11961.1,2671.2,19.48108405557848
2017-02-01,18216.6,3528.4,12005.2,2683.0,19.369146822129267
2017-03-01,18241.5,3529.3,12033.7,2678.4,19.347641367212127
2017-04-01,18271.6,3568.5,12011.4,2691.7,19.530309332516037
2017-05-01,18312.9,3582.1,12030.0,2700.8,19.560528370711356
2017-06-01,18371.4,3597.6,12056.0,2717.8,19.582612103595803
2017-07-01,18416.9,3603.0,12076.9,2737.1,19.563553040956947
2017-08-01,18436.4,3586.1,12079.7,2770.6,19.45119437634245
2017-09-01,18442.5,3615.1,12066.4,2761.0,19.602006235597123
2017-10-01,18475.1,3597.5,12103.9,2773.6,19.472154413237277
2017-11-01,18550.5,3607.6,12149.6,2793.3,19.447454246516266
2017-12-01,18619.7,3618.1,12207.0,2794.6,19.431569788986934
2018-01-01,18576.8,3613.7,12157.7,2805.3,19.45275827914388
2018-02-01,18570.3,3628.8,12147.9,2793.6,19.540879791925818
2018-03-01,18630.1,3632.2,12195.1,2802.8,19.496406353159674
2018-04-01,18613.0,3609.9,12181.6,2821.5,19.394509213990222
2018-05-01,18621.7,3629.3,12197.4,2795.0,19.489627692423355
2018-06-01,18677.6,3644.9,12227.3,2805.4,19.51481989120658
2018-07-01,18763.9,3718.9,12232.7,2812.4,19.81944052142678
2018-08-01,18704.7,3690.7,12218.8,2795.2,19.731404406379145
2018-09-01,18797.5,3681.8,12305.0,2810.7,19.586647160526667
2018-10-01,18814.9,3663.9,12342.9,2808.2,19.473396085017725
2018-11-01,18869.4,3675.5,12378.7,2815.2,19.478626771386477
2018-12-01,18892.8,3680.7,12364.2,2847.9,19.482024898373986
2019-01-01,18920.5,3688.5,12444.1,2788.0,19.49472794059354
2019-02-01,18965.7,3695.2,12478.5,2792.0,19.48359406718444
2019-03-01,18932.9,3692.1,12440.3,2800.5,19.500974494134546
2019-04-01,19053.7,3725.8,12522.0,2806.0,19.55420731931331
2019-05-01,19067.3,3707.5,12566.0,2793.8,19.444284193357213
2019-06-01,19078.6,3710.7,12558.9,2809.0,19.449540322665186
2019-07-01,19072.4,3751.0,12509.7,2811.7,19.667163020909793
2019-08-01,19133.9,3767.5,12541.2,2825.2,19.690183391781076
2019-09-01,19142.8,3756.6,12539.6,2846.6,19.624088430114718
2019-10-01,19130.9,3765.9,12535.5,2829.6,19.684907662472753
2019-11-01,19096.8,3756.1,12510.0,2830.7,19.66874031251309
2019-12-01,19186.5,3747.5,12610.5,2828.5,19.53196257785422
2020-01-01,19204.7,3764.3,12599.4,2841.0,19.60093102209355
2020-02-01,19202.9,3771.5,12638.6,2792.8,19.64026266865942
2020-03-01,18058.2,3607.7,11681.1,2769.3,19.97818165708653
2020-04-01,16085.8,3548.7,9808.4,2728.7,22.061072498725583
2020-05-01,16410.7,3582.3,10127.5,2700.9,21.829050558477093
2020-06-01,17469.4,3643.2,11106.0,2720.2,20.854751737323546
2020-07-01,17895.5,3680.1,11468.0,2747.4,20.564387695230643
2020-08-01,18129.3,3718.1,11687.1,2724.1,20.508789638871882
2020-09-01,18555.9,3819.4,12037.4,2699.2,20.58321073081877
2020-10-01,18616.4,3864.0,12041.5,2710.9,20.75589265378913
2020-11-01,18650.0,3871.2,12087.0,2691.9,20.757104557640748
2020-12-01,18591.7,3896.9,12023.6,2671.2,20.9604285783441
2021-01-01,18392.1,3916.9,11777.4,2697.9,21.29664366766166
2021-02-01,18632.0,3948.2,12029.1,2654.6,21.190425075139544
2021-03-01,18873.0,3996.9,12207.8,2668.2,21.17787315212208
2021-04-01,18673.8,3959.9,12053.4,2660.4,21.205646413691912
2021-05-01,18623.6,3982.0,11968.4,2673.2,21.38147296978028
2021-06-01,18894.4,4027.0,12216.1,2651.3,21.31319332712338
2021-07-01,19016.5,4027.9,12316.7,2671.9,21.181079588778168
2021-08-01,19081.7,4032.0,12410.2,2639.5,21.130192802528075
2021-09-01,19251.1,4128.9,12504.3,2617.9,21.447605591368806
2021-10-01,19288.1,4092.6,12582.0,2613.6,21.21826411103219
2021-11-01,19437.3,4135.2,12671.0,2631.1,21.27455973823525
2021-12-01,19508.8,4157.2,12726.0,2625.6,21.30935782826212
2022-01-01,19305.4,4138.5,12531.7,2635.2,21.437007262216788
2022-02-01,19629.0,4149.3,12834.2,2645.5,21.13862142747975
2022-03-01,19647.8,4157.7,12867.1,2622.9,21.161147812986695
2022-04-01,19709.7,4165.7,12935.5,2608.4,21.135278568420624
2022-05-01,19763.4,4219.3,12898.6,2645.5,21.349059372375198
2022-06-01,19750.8,4227.3,12891.6,2631.9,21.40318366850963
2022-07-01,19787.5,4208.5,12941.4,2637.6,21.268477574226154
2022-08-01,19781.2,4211.9,12936.1,2633.2,21.2924392857865
2022-09-01,19796.1,4247.1,12933.2,2615.8,21.454225832360923
2022-10-01,19882.8,4262.4,13001.1,2619.3,21.437624479449575
2022-11-01,19923.8,4258.4,13019.5,2645.9,21.37343277888756
2022-12-01,19998.5,4234.4,13097.0,2667.0,21.17358801910143
2023-01-01,20097.5,4244.8,13199.4,2653.3,21.121034954596343
2023-02-01,20143.3,4240.4,13263.0,2639.9,21.05116837856756
2023-03-01,20214.7,4257.7,13315.1,2642.0,21.062395187660464
2023-04-01,20242.1,4264.2,13315.0,2663.0,21.06599611700367
2023-05-01,20253.9,4269.3,13348.5,2636.1,21.078903322323107
2023-06-01,20325.1,4283.5,13409.2,2632.5,21.07492706062947
2023-07-01,20356.9,4298.3,13434.3,2624.3,21.1147080351134
2023-08-01,20423.7,4321.7,13431.3,2670.7,21.160220723962844
2023-09-01,20473.1,4354.8,13443.2,2675.1,21.27083831955102
2023-10-01,20501.8,4368.1,13455.3,2678.4,21.305934113102268
2023-11-01,20522.2,4359.9,13503.6,2658.7,21.24479831597002
2023-12-01,20530.6,4370.2,13515.9,2644.5,21.286275121038837
2024-01-01,20552.1,4412.7,13501.2,2638.2,21.470798604522166
2024-02-01,20593.8,4428.5,13507.1,2658.2,21.5040449067195
2024-03-01,20620.8,4438.8,13526.3,2655.7,21.52583798882682
2024-04-01,20674.9,4434.2,13575.2,2665.5,21.447262139115544
2024-05-01,20707.2,4447.1,13580.3,2679.8,21.476104929686294
2024-06-01,20708.1,4442.3,13594.8,2671.0,21.451992215606456
2024-07-01,20725.1,4490.8,13571.8,2662.6,21.66841173263338
2024-08-01,20760.4,4491.6,13605.5,2663.2,21.63542128282692
2024-09-01,20796.0,4464.3,13643.7,2688.1,21.46710905943451
2024-10-01,20804.9,4451.9,13647.8,2705.3,21.39832443318641
2024-11-01,20842.0,4499.1,13638.3,2704.6,21.586699932827948
2024-12-01,20934.7,4531.3,13686.5,2716.9,21.644924455568983
2025-01-01,20986.9,4522.9,13725.5,2738.5,21.551062805845547
2025-02-01,20985.5,4530.0,13733.2,2722.2,21.58633342069524
2025-03-01,20964.3,4529.3,13694.7,2740.2,21.60482343793974
2025-04-01,20966.7,4544.4,13678.0,2744.3,21.674369357123435
2025-05-01,20974.4,4528.8,13728.7,2716.9,21.592036005797542
2025-06-01,21040.7,4551.1,13762.6,2726.9,21.62998379331486
2025-07-01,21018.3,4554.9,13743.1,2720.3,21.671115171065214
2025-08-01,20956.6,4537.0,13736.4,2683.2,21.649504213469744
2025-09-01,21009.9,4566.6,13753.0,2690.4,21.735467565290648
2025-10-01,21083.6,4567.2,13828.7,2687.6,21.662334705647993
2025-11-01,21135.9,4583.8,13876.6,2675.4,21.687271419717163
2025-12-01,21146.0,4583.7,13880.7,2681.6,21.676439988650333
2026-01-01,21121.2,4597.0,13828.7,2695.6,21.76486184497093
2026-02-01,21037.3,4579.9,13756.1,2701.2,21.77037927870972
2026-03-01,21051.4,4584.5,13771.5,2695.4,21.77764899246606
2026-04-01,21033.7,4575.0,13768.9,2689.7,21.750809415366767
2026-05-01,21121.5,4595.4,13825.2,2700.9,21.756977487394362
2026-06-01,21139.7,4564.9,13856.8,2717.9,21.593967747886676
2026-07-01,21214.8,4537.9,13914.7,2762.3,21.390255859117218
2026-08-01,21173.1,4517.9,13891.9,2763.4,21.337924064024634
