country_code,country_name,year,fertility_rate
SWE,Sweden,1975,1.77
SWE,Sweden,1976,1.68
SWE,Sweden,1977,1.64
SWE,Sweden,1978,1.6
SWE,Sweden,1979,1.66
SWE,Sweden,1980,1.68
SWE,Sweden,1981,1.63
SWE,Sweden,1982,1.62
SWE,Sweden,1983,1.61
SWE,Sweden,1984,1.66
SWE,Sweden,1985,1.74
SWE,Sweden,1986,1.8
SWE,Sweden,1987,1.84
SWE,Sweden,1988,1.96
SWE,Sweden,1989,2.01
SWE,Sweden,1990,2.13
SWE,Sweden,1991,2.11
SWE,Sweden,1992,2.09
SWE,Sweden,1993,1.99
SWE,Sweden,1994,1.88
SWE,Sweden,1995,1.73
SWE,Sweden,1996,1.6
SWE,Sweden,1997,1.52
SWE,Sweden,1998,1.5
SWE,Sweden,1999,1.5
SWE,Sweden,2000,1.54
SWE,Sweden,2001,1.57
SWE,Sweden,2002,1.65
SWE,Sweden,2003,1.71
SWE,Sweden,2004,1.75
SWE,Sweden,2005,1.77
SWE,Sweden,2006,1.85
SWE,Sweden,2007,1.88
SWE,Sweden,2008,1.91
SWE,Sweden,2009,1.94
SWE,Sweden,2010,1.98
SWE,Sweden,2011,1.9
SWE,Sweden,2012,1.91
SWE,Sweden,2013,1.89
SWE,Sweden,2014,1.88
SWE,Sweden,2015,1.85
SWE,Sweden,2016,1.85
SWE,Sweden,2017,1.78
SWE,Sweden,2018,1.76
SWE,Sweden,2019,1.71
SWE,Sweden,2020,1.67
SWE,Sweden,2021,1.67
SWE,Sweden,2022,1.53
SWE,Sweden,2023,1.45
SWE,Sweden,2024,1.43
USA,United States,1960,3.654
USA,United States,1961,3.62
USA,United States,1962,3.461
USA,United States,1963,3.319
USA,United States,1964,3.19
USA,United States,1965,2.913
USA,United States,1966,2.721
USA,United States,1967,2.558
USA,United States,1968,2.464
USA,United States,1969,2.456
USA,United States,1970,2.48
USA,United States,1971,2.266
USA,United States,1972,2.01
USA,United States,1973,1.879
USA,United States,1974,1.835
USA,United States,1975,1.774
USA,United States,1976,1.738
USA,United States,1977,1.79
USA,United States,1978,1.76
USA,United States,1979,1.808
USA,United States,1980,1.8395
USA,United States,1981,1.812
USA,United States,1982,1.8275
USA,United States,1983,1.799
USA,United States,1984,1.8065
USA,United States,1985,1.844
USA,United States,1986,1.8375
USA,United States,1987,1.872
USA,United States,1988,1.934
USA,United States,1989,2.014
USA,United States,1990,2.081
USA,United States,1991,2.0625
USA,United States,1992,2.046
USA,United States,1993,2.0195
USA,United States,1994,2.0015
USA,United States,1995,1.978
USA,United States,1996,1.976
USA,United States,1997,1.971
USA,United States,1998,1.999
USA,United States,1999,2.0075
USA,United States,2000,2.056
USA,United States,2001,2.0305
USA,United States,2002,2.0205
USA,United States,2003,2.0475
USA,United States,2004,2.0515
USA,United States,2005,2.057
USA,United States,2006,2.108
USA,United States,2007,2.12
USA,United States,2008,2.072
USA,United States,2009,2.002
USA,United States,2010,1.931
USA,United States,2011,1.8945
USA,United States,2012,1.8805
USA,United States,2013,1.8575
USA,United States,2014,1.8625
USA,United States,2015,1.8435
USA,United States,2016,1.8205
USA,United States,2017,1.7655
USA,United States,2018,1.7295
USA,United States,2019,1.706
USA,United States,2020,1.6415
USA,United States,2021,1.664
USA,United States,2022,1.6565
USA,United States,2023,1.6165
USA,United States,2024,1.6265
