date,geography,component,value
1980-01-01,Northwest Territories including Nunavut,Immigrants,147.0
1981-01-01,Northwest Territories including Nunavut,Immigrants,98.0
1982-01-01,Northwest Territories including Nunavut,Immigrants,95.0
1983-01-01,Northwest Territories including Nunavut,Immigrants,79.0
1984-01-01,Northwest Territories including Nunavut,Immigrants,65.0
1985-01-01,Northwest Territories including Nunavut,Immigrants,75.0
1986-01-01,Northwest Territories including Nunavut,Immigrants,61.0
1987-01-01,Northwest Territories including Nunavut,Immigrants,69.0
1988-01-01,Northwest Territories including Nunavut,Immigrants,68.0
1989-01-01,Northwest Territories including Nunavut,Immigrants,101.0
1990-01-01,Northwest Territories including Nunavut,Immigrants,88.0
1991-01-01,Northwest Territories including Nunavut,Immigrants,100.0
1972-01-01,Northwest Territories including Nunavut,Net emigration,12.0
1973-01-01,Northwest Territories including Nunavut,Net emigration,13.0
1974-01-01,Northwest Territories including Nunavut,Net emigration,24.0
1975-01-01,Northwest Territories including Nunavut,Net emigration,23.0
1976-01-01,Northwest Territories including Nunavut,Net emigration,13.0
1977-01-01,Northwest Territories including Nunavut,Net emigration,13.0
1978-01-01,Northwest Territories including Nunavut,Net emigration,14.0
1979-01-01,Northwest Territories including Nunavut,Net emigration,18.0
1980-01-01,Northwest Territories including Nunavut,Net emigration,11.0
1981-01-01,Northwest Territories including Nunavut,Net emigration,11.0
1982-01-01,Northwest Territories including Nunavut,Net emigration,21.0
1983-01-01,Northwest Territories including Nunavut,Net emigration,29.0
1984-01-01,Northwest Territories including Nunavut,Net emigration,34.0
1985-01-01,Northwest Territories including Nunavut,Net emigration,40.0
1986-01-01,Northwest Territories including Nunavut,Net emigration,68.0
1987-01-01,Northwest Territories including Nunavut,Net emigration,37.0
1988-01-01,Northwest Territories including Nunavut,Net emigration,19.0
1989-01-01,Northwest Territories including Nunavut,Net emigration,74.0
1990-01-01,Northwest Territories including Nunavut,Net emigration,78.0
1991-01-01,Northwest Territories including Nunavut,Net emigration,43.0
1972-01-01,Northwest Territories including Nunavut,Net interprovincial migration,1075.0
1973-01-01,Northwest Territories including Nunavut,Net interprovincial migration,720.0
1974-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-786.0
1975-01-01,Northwest Territories including Nunavut,Net interprovincial migration,532.0
1976-01-01,Northwest Territories including Nunavut,Net interprovincial migration,179.0
1977-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-1333.0
1978-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-693.0
1979-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-979.0
1980-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-992.0
1981-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-500.0
1982-01-01,Northwest Territories including Nunavut,Net interprovincial migration,382.0
1983-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-49.0
1984-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-37.0
1985-01-01,Northwest Territories including Nunavut,Net interprovincial migration,434.0
1986-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-1096.0
1987-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-1564.0
1988-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-1191.0
1989-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-515.0
1990-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-293.0
1991-01-01,Northwest Territories including Nunavut,Net interprovincial migration,-117.0
1972-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-1.0
1973-01-01,Northwest Territories including Nunavut,Net non-permanent residents,1.0
1974-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-6.0
1975-01-01,Northwest Territories including Nunavut,Net non-permanent residents,0.0
1976-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-7.0
1977-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-6.0
1978-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-7.0
1979-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-1.0
1980-01-01,Northwest Territories including Nunavut,Net non-permanent residents,1.0
1981-01-01,Northwest Territories including Nunavut,Net non-permanent residents,11.0
1982-01-01,Northwest Territories including Nunavut,Net non-permanent residents,109.0
1983-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-84.0
1984-01-01,Northwest Territories including Nunavut,Net non-permanent residents,97.0
1985-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-98.0
1986-01-01,Northwest Territories including Nunavut,Net non-permanent residents,25.0
1987-01-01,Northwest Territories including Nunavut,Net non-permanent residents,-5.0
1988-01-01,Northwest Territories including Nunavut,Net non-permanent residents,11.0
1989-01-01,Northwest Territories including Nunavut,Net non-permanent residents,56.0
1990-01-01,Northwest Territories including Nunavut,Net non-permanent residents,68.0
1991-01-01,Northwest Territories including Nunavut,Net non-permanent residents,21.0
1972-01-01,Northwest Territories including Nunavut,Residual deviation,134.0
1973-01-01,Northwest Territories including Nunavut,Residual deviation,134.0
1974-01-01,Northwest Territories including Nunavut,Residual deviation,134.0
1975-01-01,Northwest Territories including Nunavut,Residual deviation,134.0
1976-01-01,Northwest Territories including Nunavut,Residual deviation,153.0
1977-01-01,Northwest Territories including Nunavut,Residual deviation,368.0
1978-01-01,Northwest Territories including Nunavut,Residual deviation,369.0
1979-01-01,Northwest Territories including Nunavut,Residual deviation,368.0
1980-01-01,Northwest Territories including Nunavut,Residual deviation,369.0
1981-01-01,Northwest Territories including Nunavut,Residual deviation,361.0
1982-01-01,Northwest Territories including Nunavut,Residual deviation,275.0
1983-01-01,Northwest Territories including Nunavut,Residual deviation,275.0
1984-01-01,Northwest Territories including Nunavut,Residual deviation,275.0
1985-01-01,Northwest Territories including Nunavut,Residual deviation,275.0
1986-01-01,Northwest Territories including Nunavut,Residual deviation,299.0
1987-01-01,Northwest Territories including Nunavut,Residual deviation,589.0
1988-01-01,Northwest Territories including Nunavut,Residual deviation,590.0
1989-01-01,Northwest Territories including Nunavut,Residual deviation,589.0
1990-01-01,Northwest Territories including Nunavut,Residual deviation,589.0
1991-01-01,Northwest Territories including Nunavut,Residual deviation,559.0
1972-01-01,Northwest Territories including Nunavut,Returning emigrants,19.0
1973-01-01,Northwest Territories including Nunavut,Returning emigrants,18.0
1974-01-01,Northwest Territories including Nunavut,Returning emigrants,17.0
1975-01-01,Northwest Territories including Nunavut,Returning emigrants,16.0
1976-01-01,Northwest Territories including Nunavut,Returning emigrants,21.0
1977-01-01,Northwest Territories including Nunavut,Returning emigrants,17.0
1978-01-01,Northwest Territories including Nunavut,Returning emigrants,18.0
1979-01-01,Northwest Territories including Nunavut,Returning emigrants,14.0
1980-01-01,Northwest Territories including Nunavut,Returning emigrants,15.0
1981-01-01,Northwest Territories including Nunavut,Returning emigrants,14.0
1982-01-01,Northwest Territories including Nunavut,Returning emigrants,11.0
1983-01-01,Northwest Territories including Nunavut,Returning emigrants,23.0
1984-01-01,Northwest Territories including Nunavut,Returning emigrants,22.0
1985-01-01,Northwest Territories including Nunavut,Returning emigrants,28.0
1986-01-01,Northwest Territories including Nunavut,Returning emigrants,33.0
1987-01-01,Northwest Territories including Nunavut,Returning emigrants,21.0
1988-01-01,Northwest Territories including Nunavut,Returning emigrants,12.0
1989-01-01,Northwest Territories including Nunavut,Returning emigrants,37.0
1990-01-01,Northwest Territories including Nunavut,Returning emigrants,39.0
1991-01-01,Northwest Territories including Nunavut,Returning emigrants,23.0
1972-01-01,Nova Scotia,Births,13889.0
1973-01-01,Nova Scotia,Births,13414.0
1974-01-01,Nova Scotia,Births,12839.0
1975-01-01,Nova Scotia,Births,13093.0
1976-01-01,Nova Scotia,Births,13137.0
1977-01-01,Nova Scotia,Births,12597.0
1978-01-01,Nova Scotia,Births,12345.0
1979-01-01,Nova Scotia,Births,12608.0
1980-01-01,Nova Scotia,Births,12420.0
1981-01-01,Nova Scotia,Births,12118.0
1982-01-01,Nova Scotia,Births,12173.0
1983-01-01,Nova Scotia,Births,12317.0
1984-01-01,Nova Scotia,Births,12397.0
1985-01-01,Nova Scotia,Births,12579.0
1986-01-01,Nova Scotia,Births,12316.0
1987-01-01,Nova Scotia,Births,12321.0
1988-01-01,Nova Scotia,Births,12068.0
1989-01-01,Nova Scotia,Births,12263.0
1990-01-01,Nova Scotia,Births,12856.0
1991-01-01,Nova Scotia,Births,12438.0
1992-01-01,Nova Scotia,Births,12028.0
1993-01-01,Nova Scotia,Births,11631.0
1994-01-01,Nova Scotia,Births,11354.0
1995-01-01,Nova Scotia,Births,10806.0
1996-01-01,Nova Scotia,Births,10776.0
1997-01-01,Nova Scotia,Births,10158.0
1998-01-01,Nova Scotia,Births,9843.0
1999-01-01,Nova Scotia,Births,9490.0
2000-01-01,Nova Scotia,Births,9514.0
2001-01-01,Nova Scotia,Births,8942.0
2002-01-01,Nova Scotia,Births,8763.0
2003-01-01,Nova Scotia,Births,8676.0
2004-01-01,Nova Scotia,Births,8774.0
2005-01-01,Nova Scotia,Births,8685.0
2006-01-01,Nova Scotia,Births,8542.0
2007-01-01,Nova Scotia,Births,8769.0
2008-01-01,Nova Scotia,Births,9187.0
2009-01-01,Nova Scotia,Births,8980.0
2010-01-01,Nova Scotia,Births,9131.0
2011-01-01,Nova Scotia,Births,8837.0
2012-01-01,Nova Scotia,Births,8936.0
2013-01-01,Nova Scotia,Births,8526.0
2014-01-01,Nova Scotia,Births,8384.0
2015-01-01,Nova Scotia,Births,8525.0
2016-01-01,Nova Scotia,Births,8361.0
2017-01-01,Nova Scotia,Births,8221.0
2018-01-01,Nova Scotia,Births,8106.0
2019-01-01,Nova Scotia,Births,7967.0
2020-01-01,Nova Scotia,Births,7984.0
2021-01-01,Nova Scotia,Births,7683.0
2022-01-01,Nova Scotia,Births,7939.0
2023-01-01,Nova Scotia,Births,7938.0
2024-01-01,Nova Scotia,Births,7936.0
2025-01-01,Nova Scotia,Births,7935.0
1972-01-01,Nova Scotia,Deaths,6798.0
1973-01-01,Nova Scotia,Deaths,6897.0
1974-01-01,Nova Scotia,Deaths,7022.0
1975-01-01,Nova Scotia,Deaths,6776.0
1976-01-01,Nova Scotia,Deaths,6892.0
1977-01-01,Nova Scotia,Deaths,7075.0
1978-01-01,Nova Scotia,Deaths,6765.0
1979-01-01,Nova Scotia,Deaths,6868.0
1980-01-01,Nova Scotia,Deaths,6937.0
1981-01-01,Nova Scotia,Deaths,7006.0
1982-01-01,Nova Scotia,Deaths,6923.0
1983-01-01,Nova Scotia,Deaths,7085.0
1984-01-01,Nova Scotia,Deaths,7055.0
1985-01-01,Nova Scotia,Deaths,6988.0
1986-01-01,Nova Scotia,Deaths,7270.0
1987-01-01,Nova Scotia,Deaths,7218.0
1988-01-01,Nova Scotia,Deaths,7190.0
1989-01-01,Nova Scotia,Deaths,7456.0
1990-01-01,Nova Scotia,Deaths,7562.0
1991-01-01,Nova Scotia,Deaths,7248.0
1992-01-01,Nova Scotia,Deaths,7486.0
1993-01-01,Nova Scotia,Deaths,7560.0
1994-01-01,Nova Scotia,Deaths,7544.0
1995-01-01,Nova Scotia,Deaths,7851.0
1996-01-01,Nova Scotia,Deaths,7698.0
1997-01-01,Nova Scotia,Deaths,7979.0
1998-01-01,Nova Scotia,Deaths,8063.0
1999-01-01,Nova Scotia,Deaths,7734.0
2000-01-01,Nova Scotia,Deaths,7799.0
2001-01-01,Nova Scotia,Deaths,7849.0
2002-01-01,Nova Scotia,Deaths,7921.0
2003-01-01,Nova Scotia,Deaths,7948.0
2004-01-01,Nova Scotia,Deaths,8267.0
2005-01-01,Nova Scotia,Deaths,8375.0
2006-01-01,Nova Scotia,Deaths,7974.0
2007-01-01,Nova Scotia,Deaths,8370.0
2008-01-01,Nova Scotia,Deaths,8242.0
2009-01-01,Nova Scotia,Deaths,8083.0
2010-01-01,Nova Scotia,Deaths,8307.0
2011-01-01,Nova Scotia,Deaths,8630.0
2012-01-01,Nova Scotia,Deaths,8359.0
2013-01-01,Nova Scotia,Deaths,8717.0
2014-01-01,Nova Scotia,Deaths,8626.0
2015-01-01,Nova Scotia,Deaths,9352.0
2016-01-01,Nova Scotia,Deaths,8954.0
2017-01-01,Nova Scotia,Deaths,9350.0
2018-01-01,Nova Scotia,Deaths,9659.0
2019-01-01,Nova Scotia,Deaths,9774.0
2020-01-01,Nova Scotia,Deaths,9845.0
2021-01-01,Nova Scotia,Deaths,9956.0
2022-01-01,Nova Scotia,Deaths,10840.0
2023-01-01,Nova Scotia,Deaths,11189.0
2024-01-01,Nova Scotia,Deaths,11065.0
2025-01-01,Nova Scotia,Deaths,11262.0
1972-01-01,Nova Scotia,Emigrants,618.0
1973-01-01,Nova Scotia,Emigrants,597.0
1974-01-01,Nova Scotia,Emigrants,777.0
1975-01-01,Nova Scotia,Emigrants,719.0
1976-01-01,Nova Scotia,Emigrants,613.0
1977-01-01,Nova Scotia,Emigrants,529.0
1978-01-01,Nova Scotia,Emigrants,573.0
1979-01-01,Nova Scotia,Emigrants,561.0
1980-01-01,Nova Scotia,Emigrants,444.0
1981-01-01,Nova Scotia,Emigrants,402.0
1982-01-01,Nova Scotia,Emigrants,519.0
1983-01-01,Nova Scotia,Emigrants,468.0
1984-01-01,Nova Scotia,Emigrants,487.0
1985-01-01,Nova Scotia,Emigrants,437.0
1986-01-01,Nova Scotia,Emigrants,502.0
1987-01-01,Nova Scotia,Emigrants,516.0
1988-01-01,Nova Scotia,Emigrants,454.0
1989-01-01,Nova Scotia,Emigrants,500.0
1990-01-01,Nova Scotia,Emigrants,567.0
1991-01-01,Nova Scotia,Emigrants,823.0
1992-01-01,Nova Scotia,Emigrants,946.0
1993-01-01,Nova Scotia,Emigrants,784.0
1994-01-01,Nova Scotia,Emigrants,680.0
1995-01-01,Nova Scotia,Emigrants,1084.0
1996-01-01,Nova Scotia,Emigrants,915.0
1997-01-01,Nova Scotia,Emigrants,768.0
1998-01-01,Nova Scotia,Emigrants,793.0
1999-01-01,Nova Scotia,Emigrants,966.0
2000-01-01,Nova Scotia,Emigrants,902.0
2001-01-01,Nova Scotia,Emigrants,1049.0
2002-01-01,Nova Scotia,Emigrants,977.0
2003-01-01,Nova Scotia,Emigrants,1020.0
2004-01-01,Nova Scotia,Emigrants,1089.0
2005-01-01,Nova Scotia,Emigrants,1367.0
2006-01-01,Nova Scotia,Emigrants,983.0
2007-01-01,Nova Scotia,Emigrants,1152.0
2008-01-01,Nova Scotia,Emigrants,908.0
2009-01-01,Nova Scotia,Emigrants,960.0
2010-01-01,Nova Scotia,Emigrants,897.0
2011-01-01,Nova Scotia,Emigrants,1118.0
2012-01-01,Nova Scotia,Emigrants,1265.0
2013-01-01,Nova Scotia,Emigrants,1054.0
2014-01-01,Nova Scotia,Emigrants,1029.0
2015-01-01,Nova Scotia,Emigrants,989.0
2016-01-01,Nova Scotia,Emigrants,1074.0
2017-01-01,Nova Scotia,Emigrants,1668.0
2018-01-01,Nova Scotia,Emigrants,2038.0
2019-01-01,Nova Scotia,Emigrants,1206.0
2020-01-01,Nova Scotia,Emigrants,1030.0
2021-01-01,Nova Scotia,Emigrants,783.0
2022-01-01,Nova Scotia,Emigrants,1271.0
2023-01-01,Nova Scotia,Emigrants,1690.0
2024-01-01,Nova Scotia,Emigrants,1849.0
2025-01-01,Nova Scotia,Emigrants,1905.0
1972-01-01,Nova Scotia,Immigrants,1709.0
1973-01-01,Nova Scotia,Immigrants,1923.0
1974-01-01,Nova Scotia,Immigrants,3064.0
1975-01-01,Nova Scotia,Immigrants,2342.0
1976-01-01,Nova Scotia,Immigrants,2004.0
1977-01-01,Nova Scotia,Immigrants,1854.0
1978-01-01,Nova Scotia,Immigrants,1219.0
1979-01-01,Nova Scotia,Immigrants,967.0
1980-01-01,Nova Scotia,Immigrants,1885.0
1981-01-01,Nova Scotia,Immigrants,1271.0
1982-01-01,Nova Scotia,Immigrants,1470.0
1983-01-01,Nova Scotia,Immigrants,937.0
1984-01-01,Nova Scotia,Immigrants,939.0
1985-01-01,Nova Scotia,Immigrants,1049.0
1986-01-01,Nova Scotia,Immigrants,974.0
1987-01-01,Nova Scotia,Immigrants,1170.0
1988-01-01,Nova Scotia,Immigrants,1212.0
1989-01-01,Nova Scotia,Immigrants,1452.0
1990-01-01,Nova Scotia,Immigrants,1454.0
1991-01-01,Nova Scotia,Immigrants,1542.0
1992-01-01,Nova Scotia,Immigrants,1927.0
1993-01-01,Nova Scotia,Immigrants,2599.0
1994-01-01,Nova Scotia,Immigrants,3084.0
1995-01-01,Nova Scotia,Immigrants,3726.0
1996-01-01,Nova Scotia,Immigrants,3397.0
1997-01-01,Nova Scotia,Immigrants,3111.0
1998-01-01,Nova Scotia,Immigrants,2590.0
1999-01-01,Nova Scotia,Immigrants,1624.0
2000-01-01,Nova Scotia,Immigrants,1674.0
2001-01-01,Nova Scotia,Immigrants,1747.0
2002-01-01,Nova Scotia,Immigrants,1609.0
2003-01-01,Nova Scotia,Immigrants,1257.0
2004-01-01,Nova Scotia,Immigrants,1707.0
2005-01-01,Nova Scotia,Immigrants,1711.0
2006-01-01,Nova Scotia,Immigrants,2197.0
2007-01-01,Nova Scotia,Immigrants,2722.0
2008-01-01,Nova Scotia,Immigrants,2668.0
2009-01-01,Nova Scotia,Immigrants,2446.0
2010-01-01,Nova Scotia,Immigrants,2414.0
2011-01-01,Nova Scotia,Immigrants,2286.0
2012-01-01,Nova Scotia,Immigrants,2352.0
2013-01-01,Nova Scotia,Immigrants,2241.0
2014-01-01,Nova Scotia,Immigrants,2779.0
2015-01-01,Nova Scotia,Immigrants,2687.0
2016-01-01,Nova Scotia,Immigrants,5482.0
2017-01-01,Nova Scotia,Immigrants,4366.0
2018-01-01,Nova Scotia,Immigrants,5147.0
2019-01-01,Nova Scotia,Immigrants,6398.0
2020-01-01,Nova Scotia,Immigrants,6249.0
2021-01-01,Nova Scotia,Immigrants,3552.0
2022-01-01,Nova Scotia,Immigrants,13838.0
2023-01-01,Nova Scotia,Immigrants,12305.0
2024-01-01,Nova Scotia,Immigrants,13765.0
2025-01-01,Nova Scotia,Immigrants,10984.0
1972-01-01,Nova Scotia,Net emigration,242.0
1973-01-01,Nova Scotia,Net emigration,253.0
1974-01-01,Nova Scotia,Net emigration,430.0
1975-01-01,Nova Scotia,Net emigration,368.0
1976-01-01,Nova Scotia,Net emigration,276.0
1977-01-01,Nova Scotia,Net emigration,226.0
1978-01-01,Nova Scotia,Net emigration,279.0
1979-01-01,Nova Scotia,Net emigration,273.0
1980-01-01,Nova Scotia,Net emigration,178.0
1981-01-01,Nova Scotia,Net emigration,157.0
1982-01-01,Nova Scotia,Net emigration,299.0
1983-01-01,Nova Scotia,Net emigration,266.0
1984-01-01,Nova Scotia,Net emigration,248.0
1985-01-01,Nova Scotia,Net emigration,215.0
1986-01-01,Nova Scotia,Net emigration,272.0
1987-01-01,Nova Scotia,Net emigration,349.0
1988-01-01,Nova Scotia,Net emigration,306.0
1989-01-01,Nova Scotia,Net emigration,338.0
1990-01-01,Nova Scotia,Net emigration,382.0
1991-01-01,Nova Scotia,Net emigration,555.0
1992-01-01,Nova Scotia,Net emigration,838.0
1993-01-01,Nova Scotia,Net emigration,740.0
1994-01-01,Nova Scotia,Net emigration,553.0
1995-01-01,Nova Scotia,Net emigration,1041.0
1996-01-01,Nova Scotia,Net emigration,831.0
1997-01-01,Nova Scotia,Net emigration,874.0
1998-01-01,Nova Scotia,Net emigration,895.0
1999-01-01,Nova Scotia,Net emigration,914.0
2000-01-01,Nova Scotia,Net emigration,864.0
2001-01-01,Nova Scotia,Net emigration,1098.0
2002-01-01,Nova Scotia,Net emigration,1171.0
2003-01-01,Nova Scotia,Net emigration,1073.0
2004-01-01,Nova Scotia,Net emigration,1011.0
2005-01-01,Nova Scotia,Net emigration,1353.0
2006-01-01,Nova Scotia,Net emigration,989.0
2007-01-01,Nova Scotia,Net emigration,555.0
2008-01-01,Nova Scotia,Net emigration,405.0
2009-01-01,Nova Scotia,Net emigration,547.0
2010-01-01,Nova Scotia,Net emigration,501.0
2011-01-01,Nova Scotia,Net emigration,727.0
2012-01-01,Nova Scotia,Net emigration,890.0
2013-01-01,Nova Scotia,Net emigration,715.0
2014-01-01,Nova Scotia,Net emigration,643.0
2015-01-01,Nova Scotia,Net emigration,721.0
2016-01-01,Nova Scotia,Net emigration,676.0
2017-01-01,Nova Scotia,Net emigration,578.0
2018-01-01,Nova Scotia,Net emigration,1030.0
2019-01-01,Nova Scotia,Net emigration,451.0
2020-01-01,Nova Scotia,Net emigration,170.0
2021-01-01,Nova Scotia,Net emigration,141.0
2022-01-01,Nova Scotia,Net emigration,409.0
2023-01-01,Nova Scotia,Net emigration,1110.0
2024-01-01,Nova Scotia,Net emigration,1212.0
2025-01-01,Nova Scotia,Net emigration,1248.0
1972-01-01,Nova Scotia,Net interprovincial migration,-586.0
1973-01-01,Nova Scotia,Net interprovincial migration,4851.0
1974-01-01,Nova Scotia,Net interprovincial migration,1014.0
1975-01-01,Nova Scotia,Net interprovincial migration,2422.0
1976-01-01,Nova Scotia,Net interprovincial migration,3639.0
1977-01-01,Nova Scotia,Net interprovincial migration,-799.0
1978-01-01,Nova Scotia,Net interprovincial migration,-416.0
1979-01-01,Nova Scotia,Net interprovincial migration,-357.0
1980-01-01,Nova Scotia,Net interprovincial migration,-2732.0
1981-01-01,Nova Scotia,Net interprovincial migration,-2836.0
1982-01-01,Nova Scotia,Net interprovincial migration,-1936.0
1983-01-01,Nova Scotia,Net interprovincial migration,3791.0
1984-01-01,Nova Scotia,Net interprovincial migration,3804.0
1985-01-01,Nova Scotia,Net interprovincial migration,2557.0
1986-01-01,Nova Scotia,Net interprovincial migration,-1321.0
1987-01-01,Nova Scotia,Net interprovincial migration,-941.0
1988-01-01,Nova Scotia,Net interprovincial migration,-1788.0
1989-01-01,Nova Scotia,Net interprovincial migration,537.0
1990-01-01,Nova Scotia,Net interprovincial migration,595.0
1991-01-01,Nova Scotia,Net interprovincial migration,-162.0
1992-01-01,Nova Scotia,Net interprovincial migration,306.0
1993-01-01,Nova Scotia,Net interprovincial migration,96.0
1994-01-01,Nova Scotia,Net interprovincial migration,-1887.0
1995-01-01,Nova Scotia,Net interprovincial migration,-2741.0
1996-01-01,Nova Scotia,Net interprovincial migration,-1245.0
1997-01-01,Nova Scotia,Net interprovincial migration,-1648.0
1998-01-01,Nova Scotia,Net interprovincial migration,-2569.0
1999-01-01,Nova Scotia,Net interprovincial migration,201.0
2000-01-01,Nova Scotia,Net interprovincial migration,-270.0
2001-01-01,Nova Scotia,Net interprovincial migration,-2077.0
2002-01-01,Nova Scotia,Net interprovincial migration,-898.0
2003-01-01,Nova Scotia,Net interprovincial migration,510.0
2004-01-01,Nova Scotia,Net interprovincial migration,-772.0
2005-01-01,Nova Scotia,Net interprovincial migration,-3041.0
2006-01-01,Nova Scotia,Net interprovincial migration,-3024.0
2007-01-01,Nova Scotia,Net interprovincial migration,-4126.0
2008-01-01,Nova Scotia,Net interprovincial migration,-1794.0
2009-01-01,Nova Scotia,Net interprovincial migration,-751.0
2010-01-01,Nova Scotia,Net interprovincial migration,612.0
2011-01-01,Nova Scotia,Net interprovincial migration,-41.0
2012-01-01,Nova Scotia,Net interprovincial migration,-2866.0
2013-01-01,Nova Scotia,Net interprovincial migration,-3517.0
2014-01-01,Nova Scotia,Net interprovincial migration,-2571.0
2015-01-01,Nova Scotia,Net interprovincial migration,-2311.0
2016-01-01,Nova Scotia,Net interprovincial migration,754.0
2017-01-01,Nova Scotia,Net interprovincial migration,2839.0
2018-01-01,Nova Scotia,Net interprovincial migration,3048.0
2019-01-01,Nova Scotia,Net interprovincial migration,3632.0
2020-01-01,Nova Scotia,Net interprovincial migration,5567.0
2021-01-01,Nova Scotia,Net interprovincial migration,8900.0
2022-01-01,Nova Scotia,Net interprovincial migration,11701.0
2023-01-01,Nova Scotia,Net interprovincial migration,6989.0
2024-01-01,Nova Scotia,Net interprovincial migration,8841.0
2025-01-01,Nova Scotia,Net interprovincial migration,3226.0
1972-01-01,Nova Scotia,Net non-permanent residents,36.0
1973-01-01,Nova Scotia,Net non-permanent residents,131.0
1974-01-01,Nova Scotia,Net non-permanent residents,-62.0
1975-01-01,Nova Scotia,Net non-permanent residents,124.0
1976-01-01,Nova Scotia,Net non-permanent residents,-81.0
1977-01-01,Nova Scotia,Net non-permanent residents,-63.0
1978-01-01,Nova Scotia,Net non-permanent residents,-79.0
1979-01-01,Nova Scotia,Net non-permanent residents,117.0
1980-01-01,Nova Scotia,Net non-permanent residents,235.0
1981-01-01,Nova Scotia,Net non-permanent residents,197.0
1982-01-01,Nova Scotia,Net non-permanent residents,446.0
1983-01-01,Nova Scotia,Net non-permanent residents,321.0
1984-01-01,Nova Scotia,Net non-permanent residents,112.0
1985-01-01,Nova Scotia,Net non-permanent residents,159.0
1986-01-01,Nova Scotia,Net non-permanent residents,-427.0
1987-01-01,Nova Scotia,Net non-permanent residents,257.0
1988-01-01,Nova Scotia,Net non-permanent residents,336.0
1989-01-01,Nova Scotia,Net non-permanent residents,887.0
1990-01-01,Nova Scotia,Net non-permanent residents,370.0
1991-01-01,Nova Scotia,Net non-permanent residents,-736.0
1992-01-01,Nova Scotia,Net non-permanent residents,-178.0
1993-01-01,Nova Scotia,Net non-permanent residents,-279.0
1994-01-01,Nova Scotia,Net non-permanent residents,-235.0
1995-01-01,Nova Scotia,Net non-permanent residents,-376.0
1996-01-01,Nova Scotia,Net non-permanent residents,154.0
1997-01-01,Nova Scotia,Net non-permanent residents,106.0
1998-01-01,Nova Scotia,Net non-permanent residents,327.0
1999-01-01,Nova Scotia,Net non-permanent residents,1080.0
2000-01-01,Nova Scotia,Net non-permanent residents,-414.0
2001-01-01,Nova Scotia,Net non-permanent residents,475.0
2002-01-01,Nova Scotia,Net non-permanent residents,1509.0
2003-01-01,Nova Scotia,Net non-permanent residents,288.0
2004-01-01,Nova Scotia,Net non-permanent residents,712.0
2005-01-01,Nova Scotia,Net non-permanent residents,-119.0
2006-01-01,Nova Scotia,Net non-permanent residents,627.0
2007-01-01,Nova Scotia,Net non-permanent residents,-138.0
2008-01-01,Nova Scotia,Net non-permanent residents,408.0
2009-01-01,Nova Scotia,Net non-permanent residents,1273.0
2010-01-01,Nova Scotia,Net non-permanent residents,1547.0
2011-01-01,Nova Scotia,Net non-permanent residents,1309.0
2012-01-01,Nova Scotia,Net non-permanent residents,1377.0
2013-01-01,Nova Scotia,Net non-permanent residents,304.0
2014-01-01,Nova Scotia,Net non-permanent residents,115.0
2015-01-01,Nova Scotia,Net non-permanent residents,2300.0
2016-01-01,Nova Scotia,Net non-permanent residents,1586.0
2017-01-01,Nova Scotia,Net non-permanent residents,1690.0
2018-01-01,Nova Scotia,Net non-permanent residents,2315.0
2019-01-01,Nova Scotia,Net non-permanent residents,3968.0
2020-01-01,Nova Scotia,Net non-permanent residents,1592.0
2021-01-01,Nova Scotia,Net non-permanent residents,-1007.0
2022-01-01,Nova Scotia,Net non-permanent residents,1897.0
2023-01-01,Nova Scotia,Net non-permanent residents,14038.0
2024-01-01,Nova Scotia,Net non-permanent residents,11499.0
2025-01-01,Nova Scotia,Net non-permanent residents,841.0
1992-01-01,Nova Scotia,Net temporary emigration,199.0
1993-01-01,Nova Scotia,Net temporary emigration,199.0
1994-01-01,Nova Scotia,Net temporary emigration,200.0
1995-01-01,Nova Scotia,Net temporary emigration,197.0
1996-01-01,Nova Scotia,Net temporary emigration,200.0
1997-01-01,Nova Scotia,Net temporary emigration,376.0
1998-01-01,Nova Scotia,Net temporary emigration,375.0
1999-01-01,Nova Scotia,Net temporary emigration,375.0
2000-01-01,Nova Scotia,Net temporary emigration,374.0
2001-01-01,Nova Scotia,Net temporary emigration,375.0
2002-01-01,Nova Scotia,Net temporary emigration,650.0
