date,geography,component,value
1972-01-01,Alberta,Births,29384.0
1973-01-01,Alberta,Births,29596.0
1974-01-01,Alberta,Births,29146.0
1975-01-01,Alberta,Births,30582.0
1976-01-01,Alberta,Births,32491.0
1977-01-01,Alberta,Births,33882.0
1978-01-01,Alberta,Births,34728.0
1979-01-01,Alberta,Births,36422.0
1980-01-01,Alberta,Births,37917.0
1981-01-01,Alberta,Births,41343.0
1982-01-01,Alberta,Births,44016.0
1983-01-01,Alberta,Births,45470.0
1984-01-01,Alberta,Births,44845.0
1985-01-01,Alberta,Births,43868.0
1986-01-01,Alberta,Births,44171.0
1987-01-01,Alberta,Births,42966.0
1988-01-01,Alberta,Births,41437.0
1989-01-01,Alberta,Births,43106.0
1990-01-01,Alberta,Births,43564.0
1991-01-01,Alberta,Births,42544.0
1992-01-01,Alberta,Births,42737.0
1993-01-01,Alberta,Births,40992.0
1994-01-01,Alberta,Births,40093.0
1995-01-01,Alberta,Births,39064.0
1996-01-01,Alberta,Births,38451.0
1997-01-01,Alberta,Births,37250.0
1998-01-01,Alberta,Births,37369.0
1999-01-01,Alberta,Births,38154.0
2000-01-01,Alberta,Births,37836.0
2001-01-01,Alberta,Births,37202.0
2002-01-01,Alberta,Births,37613.0
2003-01-01,Alberta,Births,39465.0
2004-01-01,Alberta,Births,40655.0
2005-01-01,Alberta,Births,41358.0
2006-01-01,Alberta,Births,43206.0
2007-01-01,Alberta,Births,47577.0
2008-01-01,Alberta,Births,49964.0
2009-01-01,Alberta,Births,51318.0
2010-01-01,Alberta,Births,51537.0
2011-01-01,Alberta,Births,50861.0
2012-01-01,Alberta,Births,51341.0
2013-01-01,Alberta,Births,53088.0
2014-01-01,Alberta,Births,54792.0
2015-01-01,Alberta,Births,56333.0
2016-01-01,Alberta,Births,56935.0
2017-01-01,Alberta,Births,54794.0
2018-01-01,Alberta,Births,52987.0
2019-01-01,Alberta,Births,52324.0
2020-01-01,Alberta,Births,50785.0
2021-01-01,Alberta,Births,49155.0
2022-01-01,Alberta,Births,48110.0
2023-01-01,Alberta,Births,47951.0
2024-01-01,Alberta,Births,50028.0
2025-01-01,Alberta,Births,52446.0
1972-01-01,Alberta,Deaths,10786.0
1973-01-01,Alberta,Deaths,10750.0
1974-01-01,Alberta,Deaths,10945.0
1975-01-01,Alberta,Deaths,11312.0
1976-01-01,Alberta,Deaths,11499.0
1977-01-01,Alberta,Deaths,11461.0
1978-01-01,Alberta,Deaths,11907.0
1979-01-01,Alberta,Deaths,11938.0
1980-01-01,Alberta,Deaths,12309.0
1981-01-01,Alberta,Deaths,12751.0
1982-01-01,Alberta,Deaths,13002.0
1983-01-01,Alberta,Deaths,12746.0
1984-01-01,Alberta,Deaths,12738.0
1985-01-01,Alberta,Deaths,12942.0
1986-01-01,Alberta,Deaths,13494.0
1987-01-01,Alberta,Deaths,13338.0
1988-01-01,Alberta,Deaths,13739.0
1989-01-01,Alberta,Deaths,13687.0
1990-01-01,Alberta,Deaths,13979.0
1991-01-01,Alberta,Deaths,14335.0
1992-01-01,Alberta,Deaths,14501.0
1993-01-01,Alberta,Deaths,14938.0
1994-01-01,Alberta,Deaths,15757.0
1995-01-01,Alberta,Deaths,15691.0
1996-01-01,Alberta,Deaths,15887.0
1997-01-01,Alberta,Deaths,16635.0
1998-01-01,Alberta,Deaths,16815.0
1999-01-01,Alberta,Deaths,16860.0
2000-01-01,Alberta,Deaths,17050.0
2001-01-01,Alberta,Deaths,17586.0
2002-01-01,Alberta,Deaths,17972.0
2003-01-01,Alberta,Deaths,18122.0
2004-01-01,Alberta,Deaths,18782.0
2005-01-01,Alberta,Deaths,19068.0
2006-01-01,Alberta,Deaths,19561.0
2007-01-01,Alberta,Deaths,19808.0
2008-01-01,Alberta,Deaths,20567.0
2009-01-01,Alberta,Deaths,21052.0
2010-01-01,Alberta,Deaths,20683.0
2011-01-01,Alberta,Deaths,21346.0
2012-01-01,Alberta,Deaths,21553.0
2013-01-01,Alberta,Deaths,22408.0
2014-01-01,Alberta,Deaths,22750.0
2015-01-01,Alberta,Deaths,24164.0
2016-01-01,Alberta,Deaths,24012.0
2017-01-01,Alberta,Deaths,24938.0
2018-01-01,Alberta,Deaths,26109.0
2019-01-01,Alberta,Deaths,25749.0
2020-01-01,Alberta,Deaths,27124.0
2021-01-01,Alberta,Deaths,30260.0
2022-01-01,Alberta,Deaths,32302.0
2023-01-01,Alberta,Deaths,32453.0
2024-01-01,Alberta,Deaths,32510.0
2025-01-01,Alberta,Deaths,33466.0
1972-01-01,Alberta,Emigrants,8108.0
1973-01-01,Alberta,Emigrants,7887.0
1974-01-01,Alberta,Emigrants,10357.0
1975-01-01,Alberta,Emigrants,9747.0
1976-01-01,Alberta,Emigrants,8481.0
1977-01-01,Alberta,Emigrants,7512.0
1978-01-01,Alberta,Emigrants,8434.0
1979-01-01,Alberta,Emigrants,8495.0
1980-01-01,Alberta,Emigrants,6963.0
1981-01-01,Alberta,Emigrants,6487.0
1982-01-01,Alberta,Emigrants,8462.0
1983-01-01,Alberta,Emigrants,9215.0
1984-01-01,Alberta,Emigrants,8947.0
1985-01-01,Alberta,Emigrants,8560.0
1986-01-01,Alberta,Emigrants,7482.0
1987-01-01,Alberta,Emigrants,7740.0
1988-01-01,Alberta,Emigrants,7009.0
1989-01-01,Alberta,Emigrants,6374.0
1990-01-01,Alberta,Emigrants,6421.0
1991-01-01,Alberta,Emigrants,7561.0
1992-01-01,Alberta,Emigrants,7888.0
1993-01-01,Alberta,Emigrants,7379.0
1994-01-01,Alberta,Emigrants,6419.0
1995-01-01,Alberta,Emigrants,6842.0
1996-01-01,Alberta,Emigrants,6331.0
1997-01-01,Alberta,Emigrants,7058.0
1998-01-01,Alberta,Emigrants,6820.0
1999-01-01,Alberta,Emigrants,5563.0
2000-01-01,Alberta,Emigrants,5484.0
2001-01-01,Alberta,Emigrants,6435.0
2002-01-01,Alberta,Emigrants,5562.0
2003-01-01,Alberta,Emigrants,5509.0
2004-01-01,Alberta,Emigrants,6404.0
2005-01-01,Alberta,Emigrants,5529.0
2006-01-01,Alberta,Emigrants,6316.0
2007-01-01,Alberta,Emigrants,7108.0
2008-01-01,Alberta,Emigrants,7585.0
2009-01-01,Alberta,Emigrants,7668.0
2010-01-01,Alberta,Emigrants,6936.0
2011-01-01,Alberta,Emigrants,6801.0
2012-01-01,Alberta,Emigrants,8225.0
2013-01-01,Alberta,Emigrants,7656.0
2014-01-01,Alberta,Emigrants,7592.0
2015-01-01,Alberta,Emigrants,8332.0
2016-01-01,Alberta,Emigrants,9002.0
2017-01-01,Alberta,Emigrants,15965.0
2018-01-01,Alberta,Emigrants,12801.0
2019-01-01,Alberta,Emigrants,12330.0
2020-01-01,Alberta,Emigrants,10173.0
2021-01-01,Alberta,Emigrants,9638.0
2022-01-01,Alberta,Emigrants,13623.0
2023-01-01,Alberta,Emigrants,14150.0
2024-01-01,Alberta,Emigrants,14181.0
2025-01-01,Alberta,Emigrants,14610.0
1972-01-01,Alberta,Immigrants,8243.0
1973-01-01,Alberta,Immigrants,9300.0
1974-01-01,Alberta,Immigrants,13789.0
1975-01-01,Alberta,Immigrants,15688.0
1976-01-01,Alberta,Immigrants,15905.0
1977-01-01,Alberta,Immigrants,13819.0
1978-01-01,Alberta,Immigrants,11634.0
1979-01-01,Alberta,Immigrants,8942.0
1980-01-01,Alberta,Immigrants,17195.0
1981-01-01,Alberta,Immigrants,18567.0
1982-01-01,Alberta,Immigrants,20642.0
1983-01-01,Alberta,Immigrants,13668.0
1984-01-01,Alberta,Immigrants,10749.0
1985-01-01,Alberta,Immigrants,9843.0
1986-01-01,Alberta,Immigrants,9211.0
1987-01-01,Alberta,Immigrants,10637.0
1988-01-01,Alberta,Immigrants,12661.0
1989-01-01,Alberta,Immigrants,15024.0
1990-01-01,Alberta,Immigrants,17992.0
1991-01-01,Alberta,Immigrants,17903.0
1992-01-01,Alberta,Immigrants,17001.0
1993-01-01,Alberta,Immigrants,18975.0
1994-01-01,Alberta,Immigrants,18207.0
1995-01-01,Alberta,Immigrants,16515.0
1996-01-01,Alberta,Immigrants,13870.0
1997-01-01,Alberta,Immigrants,13783.0
1998-01-01,Alberta,Immigrants,11648.0
1999-01-01,Alberta,Immigrants,11243.0
2000-01-01,Alberta,Immigrants,12865.0
2001-01-01,Alberta,Immigrants,16202.0
2002-01-01,Alberta,Immigrants,16689.0
2003-01-01,Alberta,Immigrants,13630.0
2004-01-01,Alberta,Immigrants,17120.0
2005-01-01,Alberta,Immigrants,17445.0
2006-01-01,Alberta,Immigrants,19930.0
2007-01-01,Alberta,Immigrants,20153.0
2008-01-01,Alberta,Immigrants,23809.0
2009-01-01,Alberta,Immigrants,25163.0
2010-01-01,Alberta,Immigrants,30017.0
2011-01-01,Alberta,Immigrants,30464.0
2012-01-01,Alberta,Immigrants,34563.0
2013-01-01,Alberta,Immigrants,36865.0
2014-01-01,Alberta,Immigrants,41058.0
2015-01-01,Alberta,Immigrants,39596.0
2016-01-01,Alberta,Immigrants,57867.0
2017-01-01,Alberta,Immigrants,44126.0
2018-01-01,Alberta,Immigrants,38697.0
2019-01-01,Alberta,Immigrants,40723.0
2020-01-01,Alberta,Immigrants,35494.0
2021-01-01,Alberta,Immigrants,24022.0
2022-01-01,Alberta,Immigrants,52560.0
2023-01-01,Alberta,Immigrants,54311.0
2024-01-01,Alberta,Immigrants,60287.0
2025-01-01,Alberta,Immigrants,58194.0
1972-01-01,Alberta,Net emigration,3310.0
1973-01-01,Alberta,Net emigration,3475.0
1974-01-01,Alberta,Net emigration,5845.0
1975-01-01,Alberta,Net emigration,5115.0
1976-01-01,Alberta,Net emigration,3954.0
1977-01-01,Alberta,Net emigration,3387.0
1978-01-01,Alberta,Net emigration,4349.0
1979-01-01,Alberta,Net emigration,4379.0
1980-01-01,Alberta,Net emigration,3051.0
1981-01-01,Alberta,Net emigration,2809.0
1982-01-01,Alberta,Net emigration,4852.0
1983-01-01,Alberta,Net emigration,5075.0
1984-01-01,Alberta,Net emigration,5040.0
1985-01-01,Alberta,Net emigration,4316.0
1986-01-01,Alberta,Net emigration,3659.0
1987-01-01,Alberta,Net emigration,4937.0
1988-01-01,Alberta,Net emigration,4472.0
1989-01-01,Alberta,Net emigration,4066.0
1990-01-01,Alberta,Net emigration,4095.0
1991-01-01,Alberta,Net emigration,4824.0
1992-01-01,Alberta,Net emigration,7495.0
1993-01-01,Alberta,Net emigration,7281.0
1994-01-01,Alberta,Net emigration,6579.0
1995-01-01,Alberta,Net emigration,6803.0
1996-01-01,Alberta,Net emigration,5792.0
1997-01-01,Alberta,Net emigration,7020.0
1998-01-01,Alberta,Net emigration,6736.0
1999-01-01,Alberta,Net emigration,5827.0
2000-01-01,Alberta,Net emigration,5608.0
2001-01-01,Alberta,Net emigration,6768.0
2002-01-01,Alberta,Net emigration,4828.0
2003-01-01,Alberta,Net emigration,4711.0
2004-01-01,Alberta,Net emigration,5521.0
2005-01-01,Alberta,Net emigration,3953.0
2006-01-01,Alberta,Net emigration,4464.0
2007-01-01,Alberta,Net emigration,3282.0
2008-01-01,Alberta,Net emigration,6250.0
2009-01-01,Alberta,Net emigration,5752.0
2010-01-01,Alberta,Net emigration,5196.0
2011-01-01,Alberta,Net emigration,3686.0
2012-01-01,Alberta,Net emigration,5464.0
2013-01-01,Alberta,Net emigration,4930.0
2014-01-01,Alberta,Net emigration,4549.0
2015-01-01,Alberta,Net emigration,5191.0
2016-01-01,Alberta,Net emigration,6115.0
2017-01-01,Alberta,Net emigration,8368.0
2018-01-01,Alberta,Net emigration,5574.0
2019-01-01,Alberta,Net emigration,5131.0
2020-01-01,Alberta,Net emigration,4455.0
2021-01-01,Alberta,Net emigration,4578.0
2022-01-01,Alberta,Net emigration,6304.0
2023-01-01,Alberta,Net emigration,6374.0
2024-01-01,Alberta,Net emigration,6324.0
2025-01-01,Alberta,Net emigration,6515.0
1972-01-01,Alberta,Net interprovincial migration,4190.0
1973-01-01,Alberta,Net interprovincial migration,5498.0
1974-01-01,Alberta,Net interprovincial migration,2911.0
1975-01-01,Alberta,Net interprovincial migration,23155.0
1976-01-01,Alberta,Net interprovincial migration,26579.0
1977-01-01,Alberta,Net interprovincial migration,34710.0
1978-01-01,Alberta,Net interprovincial migration,32543.0
1979-01-01,Alberta,Net interprovincial migration,33426.0
1980-01-01,Alberta,Net interprovincial migration,41435.0
1981-01-01,Alberta,Net interprovincial migration,44250.0
1982-01-01,Alberta,Net interprovincial migration,36562.0
1983-01-01,Alberta,Net interprovincial migration,-11650.0
1984-01-01,Alberta,Net interprovincial migration,-31986.0
1985-01-01,Alberta,Net interprovincial migration,-20771.0
1986-01-01,Alberta,Net interprovincial migration,-3831.0
1987-01-01,Alberta,Net interprovincial migration,-29998.0
1988-01-01,Alberta,Net interprovincial migration,-23223.0
1989-01-01,Alberta,Net interprovincial migration,-1528.0
1990-01-01,Alberta,Net interprovincial migration,5593.0
1991-01-01,Alberta,Net interprovincial migration,8983.0
1992-01-01,Alberta,Net interprovincial migration,2983.0
1993-01-01,Alberta,Net interprovincial migration,-1181.0
1994-01-01,Alberta,Net interprovincial migration,-1630.0
1995-01-01,Alberta,Net interprovincial migration,-556.0
1996-01-01,Alberta,Net interprovincial migration,7656.0
1997-01-01,Alberta,Net interprovincial migration,26282.0
1998-01-01,Alberta,Net interprovincial migration,43089.0
1999-01-01,Alberta,Net interprovincial migration,25191.0
2000-01-01,Alberta,Net interprovincial migration,22674.0
2001-01-01,Alberta,Net interprovincial migration,20457.0
2002-01-01,Alberta,Net interprovincial migration,26235.0
2003-01-01,Alberta,Net interprovincial migration,11903.0
2004-01-01,Alberta,Net interprovincial migration,10606.0
2005-01-01,Alberta,Net interprovincial migration,34423.0
2006-01-01,Alberta,Net interprovincial migration,45795.0
2007-01-01,Alberta,Net interprovincial migration,33809.0
2008-01-01,Alberta,Net interprovincial migration,15317.0
2009-01-01,Alberta,Net interprovincial migration,13184.0
2010-01-01,Alberta,Net interprovincial migration,-3271.0
2011-01-01,Alberta,Net interprovincial migration,8443.0
2012-01-01,Alberta,Net interprovincial migration,27652.0
2013-01-01,Alberta,Net interprovincial migration,38598.0
2014-01-01,Alberta,Net interprovincial migration,35382.0
2015-01-01,Alberta,Net interprovincial migration,21594.0
2016-01-01,Alberta,Net interprovincial migration,-15108.0
2017-01-01,Alberta,Net interprovincial migration,-15559.0
2018-01-01,Alberta,Net interprovincial migration,-3247.0
2019-01-01,Alberta,Net interprovincial migration,-2032.0
2020-01-01,Alberta,Net interprovincial migration,-2377.0
2021-01-01,Alberta,Net interprovincial migration,-9458.0
2022-01-01,Alberta,Net interprovincial migration,5646.0
2023-01-01,Alberta,Net interprovincial migration,39408.0
2024-01-01,Alberta,Net interprovincial migration,48394.0
2025-01-01,Alberta,Net interprovincial migration,28138.0
1972-01-01,Alberta,Net non-permanent residents,265.0
1973-01-01,Alberta,Net non-permanent residents,681.0
1974-01-01,Alberta,Net non-permanent residents,-148.0
1975-01-01,Alberta,Net non-permanent residents,684.0
1976-01-01,Alberta,Net non-permanent residents,-230.0
1977-01-01,Alberta,Net non-permanent residents,-148.0
1978-01-01,Alberta,Net non-permanent residents,-233.0
1979-01-01,Alberta,Net non-permanent residents,691.0
1980-01-01,Alberta,Net non-permanent residents,1283.0
1981-01-01,Alberta,Net non-permanent residents,1237.0
1982-01-01,Alberta,Net non-permanent residents,1046.0
1983-01-01,Alberta,Net non-permanent residents,-219.0
1984-01-01,Alberta,Net non-permanent residents,194.0
1985-01-01,Alberta,Net non-permanent residents,589.0
1986-01-01,Alberta,Net non-permanent residents,1387.0
1987-01-01,Alberta,Net non-permanent residents,3832.0
1988-01-01,Alberta,Net non-permanent residents,4292.0
1989-01-01,Alberta,Net non-permanent residents,4077.0
1990-01-01,Alberta,Net non-permanent residents,1603.0
1991-01-01,Alberta,Net non-permanent residents,-4754.0
1992-01-01,Alberta,Net non-permanent residents,-2069.0
1993-01-01,Alberta,Net non-permanent residents,-3651.0
1994-01-01,Alberta,Net non-permanent residents,-2725.0
1995-01-01,Alberta,Net non-permanent residents,-321.0
1996-01-01,Alberta,Net non-permanent residents,873.0
1997-01-01,Alberta,Net non-permanent residents,1376.0
1998-01-01,Alberta,Net non-permanent residents,983.0
1999-01-01,Alberta,Net non-permanent residents,2045.0
2000-01-01,Alberta,Net non-permanent residents,1111.0
2001-01-01,Alberta,Net non-permanent residents,3824.0
2002-01-01,Alberta,Net non-permanent residents,2304.0
2003-01-01,Alberta,Net non-permanent residents,2206.0
2004-01-01,Alberta,Net non-permanent residents,1258.0
2005-01-01,Alberta,Net non-permanent residents,2654.0
2006-01-01,Alberta,Net non-permanent residents,5723.0
2007-01-01,Alberta,Net non-permanent residents,13597.0
2008-01-01,Alberta,Net non-permanent residents,18778.0
2009-01-01,Alberta,Net non-permanent residents,19603.0
2010-01-01,Alberta,Net non-permanent residents,19.0
2011-01-01,Alberta,Net non-permanent residents,-8461.0
2012-01-01,Alberta,Net non-permanent residents,6496.0
2013-01-01,Alberta,Net non-permanent residents,14140.0
2014-01-01,Alberta,Net non-permanent residents,7575.0
2015-01-01,Alberta,Net non-permanent residents,-10523.0
2016-01-01,Alberta,Net non-permanent residents,-16687.0
2017-01-01,Alberta,Net non-permanent residents,-7770.0
2018-01-01,Alberta,Net non-permanent residents,-1105.0
2019-01-01,Alberta,Net non-permanent residents,3088.0
2020-01-01,Alberta,Net non-permanent residents,198.0
2021-01-01,Alberta,Net non-permanent residents,-4499.0
2022-01-01,Alberta,Net non-permanent residents,13490.0
2023-01-01,Alberta,Net non-permanent residents,73002.0
2024-01-01,Alberta,Net non-permanent residents,100579.0
2025-01-01,Alberta,Net non-permanent residents,21519.0
1992-01-01,Alberta,Net temporary emigration,2462.0
1993-01-01,Alberta,Net temporary emigration,2463.0
1994-01-01,Alberta,Net temporary emigration,2464.0
1995-01-01,Alberta,Net temporary emigration,2462.0
1996-01-01,Alberta,Net temporary emigration,2466.0
1997-01-01,Alberta,Net temporary emigration,2935.0
1998-01-01,Alberta,Net temporary emigration,2934.0
1999-01-01,Alberta,Net temporary emigration,2934.0
2000-01-01,Alberta,Net temporary emigration,2934.0
2001-01-01,Alberta,Net temporary emigration,2931.0
2002-01-01,Alberta,Net temporary emigration,3152.0
2003-01-01,Alberta,Net temporary emigration,3152.0
2004-01-01,Alberta,Net temporary emigration,3154.0
2005-01-01,Alberta,Net temporary emigration,3152.0
2006-01-01,Alberta,Net temporary emigration,3151.0
2007-01-01,Alberta,Net temporary emigration,2299.0
2008-01-01,Alberta,Net temporary emigration,2299.0
2009-01-01,Alberta,Net temporary emigration,2300.0
2010-01-01,Alberta,Net temporary emigration,2300.0
2011-01-01,Alberta,Net temporary emigration,2299.0
2012-01-01,Alberta,Net temporary emigration,2220.0
2013-01-01,Alberta,Net temporary emigration,2218.0
2014-01-01,Alberta,Net temporary emigration,2217.0
2015-01-01,Alberta,Net temporary emigration,2218.0
2016-01-01,Alberta,Net temporary emigration,2218.0
2022-01-01,Alberta,"Non-permanent residents, inflows",45847.0
2023-01-01,Alberta,"Non-permanent residents, inflows",98523.0
2024-01-01,Alberta,"Non-permanent residents, inflows",131163.0
2025-01-01,Alberta,"Non-permanent residents, inflows",75067.0
2022-01-01,Alberta,"Non-permanent residents, outflows",32357.0
2023-01-01,Alberta,"Non-permanent residents, outflows",25521.0
2024-01-01,Alberta,"Non-permanent residents, outflows",30584.0
2025-01-01,Alberta,"Non-permanent residents, outflows",53548.0
1972-01-01,Alberta,Residual deviation,387.0
1973-01-01,Alberta,Residual deviation,387.0
1974-01-01,Alberta,Residual deviation,386.0
1975-01-01,Alberta,Residual deviation,386.0
1976-01-01,Alberta,Residual deviation,1306.0
1977-01-01,Alberta,Residual deviation,11561.0
1978-01-01,Alberta,Residual deviation,11562.0
1979-01-01,Alberta,Residual deviation,11561.0
1980-01-01,Alberta,Residual deviation,11593.0
1981-01-01,Alberta,Residual deviation,10238.0
1982-01-01,Alberta,Residual deviation,-5689.0
1983-01-01,Alberta,Residual deviation,-5688.0
1984-01-01,Alberta,Residual deviation,-5704.0
1985-01-01,Alberta,Residual deviation,-5688.0
1986-01-01,Alberta,Residual deviation,-5345.0
1987-01-01,Alberta,Residual deviation,-1215.0
1988-01-01,Alberta,Residual deviation,-1219.0
1989-01-01,Alberta,Residual deviation,-1215.0
1990-01-01,Alberta,Residual deviation,-1215.0
1991-01-01,Alberta,Residual deviation,-999.0
1992-01-01,Alberta,Residual deviation,1710.0
1993-01-01,Alberta,Residual deviation,1704.0
1994-01-01,Alberta,Residual deviation,1705.0
1995-01-01,Alberta,Residual deviation,1705.0
1996-01-01,Alberta,Residual deviation,1443.0
1997-01-01,Alberta,Residual deviation,-321.0
1998-01-01,Alberta,Residual deviation,-320.0
1999-01-01,Alberta,Residual deviation,-320.0
2000-01-01,Alberta,Residual deviation,-322.0
2001-01-01,Alberta,Residual deviation,1025.0
2002-01-01,Alberta,Residual deviation,10162.0
2003-01-01,Alberta,Residual deviation,10163.0
2004-01-01,Alberta,Residual deviation,10190.0
2005-01-01,Alberta,Residual deviation,10163.0
2006-01-01,Alberta,Residual deviation,8967.0
2007-01-01,Alberta,Residual deviation,670.0
2008-01-01,Alberta,Residual deviation,673.0
2009-01-01,Alberta,Residual deviation,671.0
2010-01-01,Alberta,Residual deviation,671.0
2011-01-01,Alberta,Residual deviation,-674.0
2012-01-01,Alberta,Residual deviation,-8793.0
2013-01-01,Alberta,Residual deviation,-8768.0
2014-01-01,Alberta,Residual deviation,-8769.0
2015-01-01,Alberta,Residual deviation,-8769.0
2016-01-01,Alberta,Residual deviation,-7600.0
2017-01-01,Alberta,Residual deviation,-402.0
2018-01-01,Alberta,Residual deviation,-403.0
2019-01-01,Alberta,Residual deviation,-402.0
2020-01-01,Alberta,Residual deviation,-403.0
2021-01-01,Alberta,Residual deviation,-346.0
1972-01-01,Alberta,Returning emigrants,4798.0
1973-01-01,Alberta,Returning emigrants,4412.0
1974-01-01,Alberta,Returning emigrants,4512.0
1975-01-01,Alberta,Returning emigrants,4632.0
1976-01-01,Alberta,Returning emigrants,4527.0
1977-01-01,Alberta,Returning emigrants,4125.0
1978-01-01,Alberta,Returning emigrants,4085.0
1979-01-01,Alberta,Returning emigrants,4116.0
1980-01-01,Alberta,Returning emigrants,3912.0
1981-01-01,Alberta,Returning emigrants,3678.0
1982-01-01,Alberta,Returning emigrants,3610.0
1983-01-01,Alberta,Returning emigrants,4140.0
1984-01-01,Alberta,Returning emigrants,3907.0
1985-01-01,Alberta,Returning emigrants,4244.0
1986-01-01,Alberta,Returning emigrants,3823.0
1987-01-01,Alberta,Returning emigrants,2803.0
1988-01-01,Alberta,Returning emigrants,2537.0
1989-01-01,Alberta,Returning emigrants,2308.0
1990-01-01,Alberta,Returning emigrants,2326.0
1991-01-01,Alberta,Returning emigrants,2737.0
1992-01-01,Alberta,Returning emigrants,2855.0
1993-01-01,Alberta,Returning emigrants,2561.0
1994-01-01,Alberta,Returning emigrants,2304.0
1995-01-01,Alberta,Returning emigrants,2501.0
1996-01-01,Alberta,Returning emigrants,3005.0
1997-01-01,Alberta,Returning emigrants,2973.0
1998-01-01,Alberta,Returning emigrants,3018.0
1999-01-01,Alberta,Returning emigrants,2670.0
2000-01-01,Alberta,Returning emigrants,2810.0
2001-01-01,Alberta,Returning emigrants,2598.0
2002-01-01,Alberta,Returning emigrants,3886.0
2003-01-01,Alberta,Returning emigrants,3950.0
2004-01-01,Alberta,Returning emigrants,4037.0
2005-01-01,Alberta,Returning emigrants,4728.0
2006-01-01,Alberta,Returning emigrants,5003.0
2007-01-01,Alberta,Returning emigrants,6125.0
2008-01-01,Alberta,Returning emigrants,3634.0
2009-01-01,Alberta,Returning emigrants,4216.0
2010-01-01,Alberta,Returning emigrants,4040.0
2011-01-01,Alberta,Returning emigrants,5414.0
2012-01-01,Alberta,Returning emigrants,4981.0
2013-01-01,Alberta,Returning emigrants,4944.0
2014-01-01,Alberta,Returning emigrants,5260.0
2015-01-01,Alberta,Returning emigrants,5359.0
2016-01-01,Alberta,Returning emigrants,5105.0
2017-01-01,Alberta,Returning emigrants,7597.0
2018-01-01,Alberta,Returning emigrants,7227.0
2019-01-01,Alberta,Returning emigrants,7199.0
2020-01-01,Alberta,Returning emigrants,5718.0
2021-01-01,Alberta,Returning emigrants,5060.0
2022-01-01,Alberta,Returning emigrants,7319.0
2023-01-01,Alberta,Returning emigrants,7776.0
2024-01-01,Alberta,Returning emigrants,7857.0
2025-01-01,Alberta,Returning emigrants,8095.0
1972-01-01,British Columbia,Births,34478.0
1973-01-01,British Columbia,Births,34598.0
1974-01-01,British Columbia,Births,34462.0
1975-01-01,British Columbia,Births,36241.0
1976-01-01,British Columbia,Births,36077.0
1977-01-01,British Columbia,Births,36239.0
1978-01-01,British Columbia,Births,36679.0
1979-01-01,British Columbia,Births,38045.0
1980-01-01,British Columbia,Births,38918.0
1981-01-01,British Columbia,Births,40882.0
1982-01-01,British Columbia,Births,42664.0
1983-01-01,British Columbia,Births,42398.0
1984-01-01,British Columbia,Births,43657.0
1985-01-01,British Columbia,Births,43549.0
1986-01-01,British Columbia,Births,42401.0
1987-01-01,British Columbia,Births,42196.0
1988-01-01,British Columbia,Births,41876.0
1989-01-01,British Columbia,Births,43563.0
1990-01-01,British Columbia,Births,45212.0
1991-01-01,British Columbia,Births,45056.0
1992-01-01,British Columbia,Births,46055.0
1993-01-01,British Columbia,Births,45959.0
1994-01-01,British Columbia,Births,46422.0
1995-01-01,British Columbia,Births,47000.0
1996-01-01,British Columbia,Births,46853.0
1997-01-01,British Columbia,Births,45314.0
1998-01-01,British Columbia,Births,43587.0
1999-01-01,British Columbia,Births,42587.0
2000-01-01,British Columbia,Births,41605.0
2001-01-01,British Columbia,Births,40363.0
2002-01-01,British Columbia,Births,39933.0
2003-01-01,British Columbia,Births,40542.0
2004-01-01,British Columbia,Births,40225.0
2005-01-01,British Columbia,Births,40653.0
2006-01-01,British Columbia,Births,41203.0
2007-01-01,British Columbia,Births,42407.0
2008-01-01,British Columbia,Births,44149.0
2009-01-01,British Columbia,Births,44697.0
2010-01-01,British Columbia,Births,44637.0
2011-01-01,British Columbia,Births,43896.0
2012-01-01,British Columbia,Births,43797.0
2013-01-01,British Columbia,Births,44200.0
2014-01-01,British Columbia,Births,43864.0
2015-01-01,British Columbia,Births,44481.0
2016-01-01,British Columbia,Births,44702.0
2017-01-01,British Columbia,Births,44989.0
2018-01-01,British Columbia,Births,44308.0
2019-01-01,British Columbia,Births,43436.0
2020-01-01,British Columbia,Births,43103.0
2021-01-01,British Columbia,Births,42902.0
2022-01-01,British Columbia,Births,43013.0
2023-01-01,British Columbia,Births,41210.0
2024-01-01,British Columbia,Births,42718.0
2025-01-01,British Columbia,Births,44371.0
1972-01-01,British Columbia,Deaths,17798.0
1973-01-01,British Columbia,Deaths,17921.0
1974-01-01,British Columbia,Deaths,18830.0
1975-01-01,British Columbia,Deaths,19421.0
1976-01-01,British Columbia,Deaths,19080.0
1977-01-01,British Columbia,Deaths,18207.0
1978-01-01,British Columbia,Deaths,18917.0
1979-01-01,British Columbia,Deaths,19101.0
1980-01-01,British Columbia,Deaths,19237.0
1981-01-01,British Columbia,Deaths,19729.0
1982-01-01,British Columbia,Deaths,20165.0
1983-01-01,British Columbia,Deaths,20277.0
1984-01-01,British Columbia,Deaths,20392.0
1985-01-01,British Columbia,Deaths,20804.0
1986-01-01,British Columbia,Deaths,21444.0
1987-01-01,British Columbia,Deaths,21287.0
1988-01-01,British Columbia,Deaths,22665.0
1989-01-01,British Columbia,Deaths,22559.0
1990-01-01,British Columbia,Deaths,23267.0
1991-01-01,British Columbia,Deaths,23726.0
