year,gender,age_group,uom,value
2009,Total,15 to 49 years,Persons,16644796.0
2009,Total,15 to 64 years,Persons,23335848.0
2009,Total,16 to 64 years,Persons,22903798.0
2009,Total,17 to 64 years,Persons,22463313.0
2009,Total,18 years and older,Persons,26681775.0
2009,Total,18 to 64 years,Persons,22013204.0
2009,Total,18 to 24 years,Persons,3218460.0
2009,Total,25 to 44 years,Persons,9319406.0
2009,Total,45 to 64 years,Persons,9475338.0
2009,Total,65 years and older,Persons,4668571.0
2009,Total,90 years and older,Persons,193215.0
2009,Total,Median age,Years,39.6
2009,Total,Average age,Years,39.5
2009,Women,All ages,Persons,16965894.0
2009,Women,0 to 4 years,Persons,895907.0
2009,Women,0 years,Persons,185312.0
2009,Women,1 year,Persons,184894.0
2009,Women,2 years,Persons,179938.0
2009,Women,3 years,Persons,174053.0
2009,Women,4 years,Persons,171710.0
2009,Women,5 to 9 years,Persons,870733.0
2009,Women,5 years,Persons,173659.0
2009,Women,6 years,Persons,171492.0
2009,Women,7 years,Persons,172206.0
2009,Women,8 years,Persons,173462.0
2009,Women,9 years,Persons,179914.0
2009,Women,10 to 14 years,Persons,971411.0
2009,Women,10 years,Persons,181188.0
2009,Women,11 years,Persons,186630.0
2009,Women,12 years,Persons,192194.0
2009,Women,13 years,Persons,203299.0
2009,Women,14 years,Persons,208100.0
2009,Women,15 to 19 years,Persons,1104269.0
2009,Women,15 years,Persons,210330.0
2009,Women,16 years,Persons,215567.0
2009,Women,17 years,Persons,221586.0
2009,Women,18 years,Persons,225979.0
2009,Women,19 years,Persons,230807.0
2009,Women,20 to 24 years,Persons,1122176.0
2009,Women,20 years,Persons,225037.0
2009,Women,21 years,Persons,219650.0
2009,Women,22 years,Persons,221887.0
2009,Women,23 years,Persons,226631.0
2009,Women,24 years,Persons,228971.0
2009,Women,25 to 29 years,Persons,1153714.0
2009,Women,25 years,Persons,229840.0
2009,Women,26 years,Persons,230187.0
2009,Women,27 years,Persons,230486.0
2009,Women,28 years,Persons,233078.0
2009,Women,29 years,Persons,230123.0
2009,Women,30 to 34 years,Persons,1124176.0
2009,Women,30 years,Persons,226142.0
2009,Women,31 years,Persons,223270.0
2009,Women,32 years,Persons,224354.0
2009,Women,33 years,Persons,224598.0
2009,Women,34 years,Persons,225812.0
2009,Women,35 to 39 years,Persons,1139056.0
2009,Women,35 years,Persons,220699.0
2009,Women,36 years,Persons,221517.0
2009,Women,37 years,Persons,224887.0
2009,Women,38 years,Persons,236553.0
2009,Women,39 years,Persons,235400.0
2009,Women,40 to 44 years,Persons,1225090.0
2009,Women,40 years,Persons,234431.0
2009,Women,41 years,Persons,234004.0
2009,Women,42 years,Persons,236880.0
2009,Women,43 years,Persons,249821.0
2009,Women,44 years,Persons,269954.0
2009,Women,45 to 49 years,Persons,1383330.0
2009,Women,45 years,Persons,277874.0
2009,Women,46 years,Persons,280349.0
2009,Women,47 years,Persons,274000.0
2009,Women,48 years,Persons,277900.0
2009,Women,49 years,Persons,273207.0
2009,Women,50 to 54 years,Persons,1290445.0
2009,Women,50 years,Persons,266964.0
2009,Women,51 years,Persons,263881.0
2009,Women,52 years,Persons,259072.0
2009,Women,53 years,Persons,251010.0
2009,Women,54 years,Persons,249518.0
2009,Women,55 to 59 years,Persons,1114215.0
2009,Women,55 years,Persons,240198.0
2009,Women,56 years,Persons,228903.0
2009,Women,57 years,Persons,218975.0
2009,Women,58 years,Persons,215416.0
2009,Women,59 years,Persons,210723.0
2009,Women,60 to 64 years,Persons,960807.0
2009,Women,60 years,Persons,206540.0
2009,Women,61 years,Persons,206102.0
2009,Women,62 years,Persons,207976.0
2009,Women,63 years,Persons,175748.0
2009,Women,64 years,Persons,164441.0
2009,Women,65 to 69 years,Persons,725270.0
2009,Women,65 years,Persons,160453.0
2009,Women,66 years,Persons,154226.0
2009,Women,67 years,Persons,143392.0
2009,Women,68 years,Persons,138300.0
2009,Women,69 years,Persons,128899.0
2009,Women,70 to 74 years,Persons,576572.0
2009,Women,70 years,Persons,124301.0
2009,Women,71 years,Persons,118929.0
2009,Women,72 years,Persons,113390.0
2009,Women,73 years,Persons,111751.0
2009,Women,74 years,Persons,108201.0
2009,Women,75 to 79 years,Persons,500210.0
2009,Women,75 years,Persons,103010.0
2009,Women,76 years,Persons,103093.0
2009,Women,77 years,Persons,100766.0
2009,Women,78 years,Persons,99013.0
2009,Women,79 years,Persons,94328.0
2009,Women,80 to 84 years,Persons,399478.0
2009,Women,80 years,Persons,87979.0
2009,Women,81 years,Persons,84724.0
2009,Women,82 years,Persons,79495.0
2009,Women,83 years,Persons,76037.0
2009,Women,84 years,Persons,71243.0
2009,Women,85 to 89 years,Persons,266138.0
2009,Women,85 years,Persons,65415.0
2009,Women,86 years,Persons,59089.0
2009,Women,87 years,Persons,53624.0
2009,Women,88 years,Persons,47278.0
2009,Women,89 years,Persons,40732.0
2009,Women,90 to 94 years,Persons,107987.0
2009,Women,90 years,Persons,30981.0
2009,Women,91 years,Persons,25198.0
2009,Women,92 years,Persons,21096.0
2009,Women,93 years,Persons,16914.0
2009,Women,94 years,Persons,13798.0
2009,Women,95 to 99 years,Persons,30640.0
2009,Women,95 years,Persons,10676.0
2009,Women,96 years,Persons,7720.0
2009,Women,97 years,Persons,5671.0
2009,Women,98 years,Persons,3884.0
2009,Women,99 years,Persons,2689.0
2009,Women,100 years and older,Persons,4270.0
2009,Women,0 to 14 years,Persons,2738051.0
2009,Women,0 to 15 years,Persons,2948381.0
2009,Women,0 to 16 years,Persons,3163948.0
2009,Women,0 to 17 years,Persons,3385534.0
2009,Women,15 to 49 years,Persons,8251811.0
2009,Women,15 to 64 years,Persons,11617278.0
2009,Women,16 to 64 years,Persons,11406948.0
2009,Women,17 to 64 years,Persons,11191381.0
2009,Women,18 years and older,Persons,13580360.0
2009,Women,18 to 64 years,Persons,10969795.0
2009,Women,18 to 24 years,Persons,1578962.0
2009,Women,25 to 44 years,Persons,4642036.0
2009,Women,45 to 64 years,Persons,4748797.0
2009,Women,65 years and older,Persons,2610565.0
2009,Women,90 years and older,Persons,142897.0
2009,Women,Median age,Years,40.4
2009,Women,Average age,Years,40.4
2010,Men,All ages,Persons,16848460.0
2010,Men,0 to 4 years,Persons,961300.0
2010,Men,0 years,Persons,194618.0
2010,Men,1 year,Persons,196141.0
2010,Men,2 years,Persons,194853.0
2010,Men,3 years,Persons,191116.0
2010,Men,4 years,Persons,184572.0
2010,Men,5 to 9 years,Persons,919928.0
2010,Men,5 years,Persons,183086.0
2010,Men,6 years,Persons,185316.0
2010,Men,7 years,Persons,181976.0
2010,Men,8 years,Persons,183469.0
2010,Men,9 years,Persons,186081.0
2010,Men,10 to 14 years,Persons,1006194.0
2010,Men,10 years,Persons,192261.0
2010,Men,11 years,Persons,193171.0
2010,Men,12 years,Persons,198197.0
2010,Men,13 years,Persons,206680.0
2010,Men,14 years,Persons,215885.0
2010,Men,15 to 19 years,Persons,1149851.0
2010,Men,15 years,Persons,223291.0
2010,Men,16 years,Persons,225059.0
2010,Men,17 years,Persons,228071.0
2010,Men,18 years,Persons,232467.0
2010,Men,19 years,Persons,240963.0
2010,Men,20 to 24 years,Persons,1178345.0
2010,Men,20 years,Persons,244172.0
2010,Men,21 years,Persons,236755.0
2010,Men,22 years,Persons,228820.0
2010,Men,23 years,Persons,231376.0
2010,Men,24 years,Persons,237222.0
2010,Men,25 to 29 years,Persons,1184839.0
2010,Men,25 years,Persons,239669.0
2010,Men,26 years,Persons,237259.0
2010,Men,27 years,Persons,236222.0
2010,Men,28 years,Persons,234037.0
2010,Men,29 years,Persons,237652.0
2010,Men,30 to 34 years,Persons,1138753.0
2010,Men,30 years,Persons,234353.0
2010,Men,31 years,Persons,227711.0
2010,Men,32 years,Persons,224608.0
2010,Men,33 years,Persons,225422.0
2010,Men,34 years,Persons,226659.0
2010,Men,35 to 39 years,Persons,1141961.0
2010,Men,35 years,Persons,227743.0
2010,Men,36 years,Persons,221658.0
2010,Men,37 years,Persons,224052.0
2010,Men,38 years,Persons,228124.0
2010,Men,39 years,Persons,240384.0
2010,Men,40 to 44 years,Persons,1206948.0
2010,Men,40 years,Persons,239559.0
2010,Men,41 years,Persons,237438.0
2010,Men,42 years,Persons,235772.0
2010,Men,43 years,Persons,239408.0
2010,Men,44 years,Persons,254771.0
2010,Men,45 to 49 years,Persons,1399188.0
2010,Men,45 years,Persons,273520.0
2010,Men,46 years,Persons,282462.0
2010,Men,47 years,Persons,285220.0
2010,Men,48 years,Persons,276847.0
2010,Men,49 years,Persons,281139.0
2010,Men,50 to 54 years,Persons,1320351.0
2010,Men,50 years,Persons,275373.0
2010,Men,51 years,Persons,268378.0
2010,Men,52 years,Persons,266240.0
2010,Men,53 years,Persons,259675.0
2010,Men,54 years,Persons,250685.0
2010,Men,55 to 59 years,Persons,1137772.0
2010,Men,55 years,Persons,247938.0
2010,Men,56 years,Persons,236769.0
2010,Men,57 years,Persons,224992.0
2010,Men,58 years,Persons,216064.0
2010,Men,59 years,Persons,212009.0
2010,Men,60 to 64 years,Persons,977741.0
2010,Men,60 years,Persons,206451.0
2010,Men,61 years,Persons,200811.0
2010,Men,62 years,Persons,200458.0
2010,Men,63 years,Persons,201554.0
2010,Men,64 years,Persons,168467.0
2010,Men,65 to 69 years,Persons,709554.0
2010,Men,65 years,Persons,156706.0
2010,Men,66 years,Persons,151406.0
2010,Men,67 years,Persons,144224.0
2010,Men,68 years,Persons,131901.0
2010,Men,69 years,Persons,125317.0
2010,Men,70 to 74 years,Persons,524035.0
2010,Men,70 years,Persons,115455.0
2010,Men,71 years,Persons,110655.0
2010,Men,72 years,Persons,104697.0
2010,Men,73 years,Persons,97837.0
2010,Men,74 years,Persons,95391.0
2010,Men,75 to 79 years,Persons,411318.0
2010,Men,75 years,Persons,89969.0
2010,Men,76 years,Persons,84836.0
2010,Men,77 years,Persons,82656.0
2010,Men,78 years,Persons,79111.0
2010,Men,79 years,Persons,74746.0
2010,Men,80 to 84 years,Persons,280582.0
2010,Men,80 years,Persons,68597.0
2010,Men,81 years,Persons,61359.0
2010,Men,82 years,Persons,56348.0
2010,Men,83 years,Persons,49823.0
2010,Men,84 years,Persons,44455.0
2010,Men,85 to 89 years,Persons,144968.0
2010,Men,85 years,Persons,38869.0
2010,Men,86 years,Persons,33546.0
2010,Men,87 years,Persons,28107.0
2010,Men,88 years,Persons,24286.0
2010,Men,89 years,Persons,20160.0
2010,Men,90 to 94 years,Persons,45003.0
2010,Men,90 years,Persons,15519.0
2010,Men,91 years,Persons,10786.0
2010,Men,92 years,Persons,8061.0
2010,Men,93 years,Persons,6183.0
2010,Men,94 years,Persons,4454.0
2010,Men,95 to 99 years,Persons,8955.0
2010,Men,95 years,Persons,3448.0
2010,Men,96 years,Persons,2292.0
2010,Men,97 years,Persons,1617.0
2010,Men,98 years,Persons,1015.0
2010,Men,99 years,Persons,583.0
2010,Men,100 years and older,Persons,874.0
2010,Men,0 to 14 years,Persons,2887422.0
2010,Men,0 to 15 years,Persons,3110713.0
2010,Men,0 to 16 years,Persons,3335772.0
2010,Men,0 to 17 years,Persons,3563843.0
2010,Men,15 to 49 years,Persons,8399885.0
2010,Men,15 to 64 years,Persons,11835749.0
2010,Men,16 to 64 years,Persons,11612458.0
2010,Men,17 to 64 years,Persons,11387399.0
2010,Men,18 years and older,Persons,13284617.0
2010,Men,18 to 64 years,Persons,11159328.0
2010,Men,18 to 24 years,Persons,1651775.0
2010,Men,25 to 44 years,Persons,4672501.0
2010,Men,45 to 64 years,Persons,4835052.0
2010,Men,65 years and older,Persons,2125289.0
2010,Men,90 years and older,Persons,54832.0
2010,Men,Median age,Years,38.9
2010,Men,Average age,Years,38.7
2010,Total,All ages,Persons,34005902.0
2010,Total,0 to 4 years,Persons,1876494.0
2010,Total,0 years,Persons,379571.0
2010,Total,1 year,Persons,382080.0
2010,Total,2 years,Persons,381379.0
2010,Total,3 years,Persons,372758.0
2010,Total,4 years,Persons,360706.0
2010,Total,5 to 9 years,Persons,1790933.0
2010,Total,5 years,Persons,356686.0
2010,Total,6 years,Persons,360894.0
2010,Total,7 years,Persons,355032.0
2010,Total,8 years,Persons,357230.0
2010,Total,9 years,Persons,361091.0
2010,Total,10 to 14 years,Persons,1958874.0
2010,Total,10 years,Persons,373985.0
2010,Total,11 years,Persons,375977.0
2010,Total,12 years,Persons,386646.0
2010,Total,13 years,Persons,400597.0
2010,Total,14 years,Persons,421669.0
2010,Total,15 to 19 years,Persons,2248646.0
2010,Total,15 years,Persons,433985.0
2010,Total,16 years,Persons,438443.0
2010,Total,17 years,Persons,446788.0
2010,Total,18 years,Persons,457448.0
2010,Total,19 years,Persons,471982.0
2010,Total,20 to 24 years,Persons,2321697.0
2010,Total,20 years,Persons,479792.0
2010,Total,21 years,Persons,465440.0
2010,Total,22 years,Persons,451633.0
2010,Total,23 years,Persons,456888.0
2010,Total,24 years,Persons,467944.0
2010,Total,25 to 29 years,Persons,2357127.0
2010,Total,25 years,Persons,472749.0
2010,Total,26 years,Persons,471139.0
2010,Total,27 years,Persons,470397.0
2010,Total,28 years,Persons,468264.0
2010,Total,29 years,Persons,474578.0
2010,Total,30 to 34 years,Persons,2282985.0
2010,Total,30 years,Persons,468186.0
2010,Total,31 years,Persons,457193.0
2010,Total,32 years,Persons,450810.0
2010,Total,33 years,Persons,452653.0
2010,Total,34 years,Persons,454143.0
2010,Total,35 to 39 years,Persons,2282063.0
2010,Total,35 years,Persons,455982.0
2010,Total,36 years,Persons,444578.0
2010,Total,37 years,Persons,447487.0
2010,Total,38 years,Persons,454773.0
2010,Total,39 years,Persons,479243.0
2010,Total,40 to 44 years,Persons,2402790.0
2010,Total,40 years,Persons,476765.0
2010,Total,41 years,Persons,473576.0
2010,Total,42 years,Persons,470745.0
2010,Total,43 years,Persons,476817.0
2010,Total,44 years,Persons,504887.0
2010,Total,45 to 49 years,Persons,2779863.0
2010,Total,45 years,Persons,543786.0
2010,Total,46 years,Persons,560301.0
2010,Total,47 years,Persons,565491.0
2010,Total,48 years,Persons,550629.0
2010,Total,49 years,Persons,559656.0
2010,Total,50 to 54 years,Persons,2634097.0
2010,Total,50 years,Persons,548931.0
2010,Total,51 years,Persons,535609.0
2010,Total,52 years,Persons,530221.0
2010,Total,53 years,Persons,518388.0
2010,Total,54 years,Persons,500948.0
2010,Total,55 to 59 years,Persons,2285823.0
2010,Total,55 years,Persons,496745.0
2010,Total,56 years,Persons,475874.0
2010,Total,57 years,Persons,452813.0
2010,Total,58 years,Persons,433978.0
2010,Total,59 years,Persons,426413.0
2010,Total,60 to 64 years,Persons,1981012.0
2010,Total,60 years,Persons,416274.0
2010,Total,61 years,Persons,406563.0
2010,Total,62 years,Persons,405880.0
2010,Total,63 years,Persons,409387.0
2010,Total,64 years,Persons,342908.0
2010,Total,65 to 69 years,Persons,1464190.0
2010,Total,65 years,Persons,319883.0
2010,Total,66 years,Persons,310640.0
2010,Total,67 years,Persons,297266.0
2010,Total,68 years,Persons,273922.0
2010,Total,69 years,Persons,262479.0
2010,Total,70 to 74 years,Persons,1114554.0
2010,Total,70 years,Persons,243192.0
2010,Total,71 years,Persons,233787.0
2010,Total,72 years,Persons,222356.0
2010,Total,73 years,Persons,209731.0
2010,Total,74 years,Persons,205488.0
2010,Total,75 to 79 years,Persons,913295.0
2010,Total,75 years,Persons,196079.0
2010,Total,76 years,Persons,185671.0
2010,Total,77 years,Persons,183421.0
2010,Total,78 years,Persons,177241.0
2010,Total,79 years,Persons,170883.0
2010,Total,80 to 84 years,Persons,685011.0
2010,Total,80 years,Persons,159800.0
2010,Total,81 years,Persons,146073.0
2010,Total,82 years,Persons,137505.0
2010,Total,83 years,Persons,125376.0
2010,Total,84 years,Persons,116257.0
2010,Total,85 to 89 years,Persons,417861.0
2010,Total,85 years,Persons,105474.0
2010,Total,86 years,Persons,94188.0
2010,Total,87 years,Persons,82397.0
2010,Total,88 years,Persons,73147.0
2010,Total,89 years,Persons,62655.0
2010,Total,90 to 94 years,Persons,161673.0
2010,Total,90 years,Persons,51936.0
2010,Total,91 years,Persons,37732.0
2010,Total,92 years,Persons,29685.0
2010,Total,93 years,Persons,23856.0
2010,Total,94 years,Persons,18464.0
2010,Total,95 to 99 years,Persons,41424.0
2010,Total,95 years,Persons,14517.0
2010,Total,96 years,Persons,10733.0
2010,Total,97 years,Persons,7429.0
2010,Total,98 years,Persons,5247.0
2010,Total,99 years,Persons,3498.0
2010,Total,100 years and older,Persons,5490.0
2010,Total,0 to 14 years,Persons,5626301.0
2010,Total,0 to 15 years,Persons,6060286.0
2010,Total,0 to 16 years,Persons,6498729.0
2010,Total,0 to 17 years,Persons,6945517.0
2010,Total,15 to 49 years,Persons,16675171.0
2010,Total,15 to 64 years,Persons,23576103.0
2010,Total,16 to 64 years,Persons,23142118.0
2010,Total,17 to 64 years,Persons,22703675.0
2010,Total,18 years and older,Persons,27060385.0
2010,Total,18 to 64 years,Persons,22256887.0
2010,Total,18 to 24 years,Persons,3251127.0
2010,Total,25 to 44 years,Persons,9324965.0
2010,Total,45 to 64 years,Persons,9680795.0
2010,Total,65 years and older,Persons,4803498.0
2010,Total,90 years and older,Persons,208587.0
2010,Total,Median age,Years,39.8
2010,Total,Average age,Years,39.7
2010,Women,All ages,Persons,17157442.0
2010,Women,0 to 4 years,Persons,915194.0
2010,Women,0 years,Persons,184953.0
2010,Women,1 year,Persons,185939.0
2010,Women,2 years,Persons,186526.0
2010,Women,3 years,Persons,181642.0
2010,Women,4 years,Persons,176134.0
2010,Women,5 to 9 years,Persons,871005.0
2010,Women,5 years,Persons,173600.0
2010,Women,6 years,Persons,175578.0
2010,Women,7 years,Persons,173056.0
2010,Women,8 years,Persons,173761.0
2010,Women,9 years,Persons,175010.0
2010,Women,10 to 14 years,Persons,952680.0
2010,Women,10 years,Persons,181724.0
2010,Women,11 years,Persons,182806.0
2010,Women,12 years,Persons,188449.0
2010,Women,13 years,Persons,193917.0
2010,Women,14 years,Persons,205784.0
2010,Women,15 to 19 years,Persons,1098795.0
2010,Women,15 years,Persons,210694.0
2010,Women,16 years,Persons,213384.0
2010,Women,17 years,Persons,218717.0
2010,Women,18 years,Persons,224981.0
2010,Women,19 years,Persons,231019.0
2010,Women,20 to 24 years,Persons,1143352.0
2010,Women,20 years,Persons,235620.0
2010,Women,21 years,Persons,228685.0
2010,Women,22 years,Persons,222813.0
2010,Women,23 years,Persons,225512.0
2010,Women,24 years,Persons,230722.0
2010,Women,25 to 29 years,Persons,1172288.0
2010,Women,25 years,Persons,233080.0
2010,Women,26 years,Persons,233880.0
2010,Women,27 years,Persons,234175.0
2010,Women,28 years,Persons,234227.0
2010,Women,29 years,Persons,236926.0
2010,Women,30 to 34 years,Persons,1144232.0
2010,Women,30 years,Persons,233833.0
2010,Women,31 years,Persons,229482.0
2010,Women,32 years,Persons,226202.0
2010,Women,33 years,Persons,227231.0
2010,Women,34 years,Persons,227484.0
2010,Women,35 to 39 years,Persons,1140102.0
2010,Women,35 years,Persons,228239.0
2010,Women,36 years,Persons,222920.0
2010,Women,37 years,Persons,223435.0
2010,Women,38 years,Persons,226649.0
2010,Women,39 years,Persons,238859.0
2010,Women,40 to 44 years,Persons,1195842.0
2010,Women,40 years,Persons,237206.0
2010,Women,41 years,Persons,236138.0
2010,Women,42 years,Persons,234973.0
2010,Women,43 years,Persons,237409.0
2010,Women,44 years,Persons,250116.0
2010,Women,45 to 49 years,Persons,1380675.0
2010,Women,45 years,Persons,270266.0
2010,Women,46 years,Persons,277839.0
2010,Women,47 years,Persons,280271.0
2010,Women,48 years,Persons,273782.0
2010,Women,49 years,Persons,278517.0
2010,Women,50 to 54 years,Persons,1313746.0
2010,Women,50 years,Persons,273558.0
2010,Women,51 years,Persons,267231.0
2010,Women,52 years,Persons,263981.0
2010,Women,53 years,Persons,258713.0
2010,Women,54 years,Persons,250263.0
2010,Women,55 to 59 years,Persons,1148051.0
2010,Women,55 years,Persons,248807.0
2010,Women,56 years,Persons,239105.0
2010,Women,57 years,Persons,227821.0
2010,Women,58 years,Persons,217914.0
2010,Women,59 years,Persons,214404.0
2010,Women,60 to 64 years,Persons,1003271.0
2010,Women,60 years,Persons,209823.0
2010,Women,61 years,Persons,205752.0
2010,Women,62 years,Persons,205422.0
2010,Women,63 years,Persons,207833.0
2010,Women,64 years,Persons,174441.0
2010,Women,65 to 69 years,Persons,754636.0
2010,Women,65 years,Persons,163177.0
2010,Women,66 years,Persons,159234.0
2010,Women,67 years,Persons,153042.0
2010,Women,68 years,Persons,142021.0
2010,Women,69 years,Persons,137162.0
2010,Women,70 to 74 years,Persons,590519.0
2010,Women,70 years,Persons,127737.0
2010,Women,71 years,Persons,123132.0
2010,Women,72 years,Persons,117659.0
2010,Women,73 years,Persons,111894.0
2010,Women,74 years,Persons,110097.0
2010,Women,75 to 79 years,Persons,501977.0
2010,Women,75 years,Persons,106110.0
2010,Women,76 years,Persons,100835.0
2010,Women,77 years,Persons,100765.0
2010,Women,78 years,Persons,98130.0
2010,Women,79 years,Persons,96137.0
2010,Women,80 to 84 years,Persons,404429.0
2010,Women,80 years,Persons,91203.0
2010,Women,81 years,Persons,84714.0
2010,Women,82 years,Persons,81157.0
2010,Women,83 years,Persons,75553.0
2010,Women,84 years,Persons,71802.0
2010,Women,85 to 89 years,Persons,272893.0
2010,Women,85 years,Persons,66605.0
2010,Women,86 years,Persons,60642.0
2010,Women,87 years,Persons,54290.0
2010,Women,88 years,Persons,48861.0
2010,Women,89 years,Persons,42495.0
2010,Women,90 to 94 years,Persons,116670.0
2010,Women,90 years,Persons,36417.0
2010,Women,91 years,Persons,26946.0
2010,Women,92 years,Persons,21624.0
2010,Women,93 years,Persons,17673.0
2010,Women,94 years,Persons,14010.0
2010,Women,95 to 99 years,Persons,32469.0
2010,Women,95 years,Persons,11069.0
2010,Women,96 years,Persons,8441.0
2010,Women,97 years,Persons,5812.0
2010,Women,98 years,Persons,4232.0
2010,Women,99 years,Persons,2915.0
2010,Women,100 years and older,Persons,4616.0
2010,Women,0 to 14 years,Persons,2738879.0
2010,Women,0 to 15 years,Persons,2949573.0
2010,Women,0 to 16 years,Persons,3162957.0
2010,Women,0 to 17 years,Persons,3381674.0
2010,Women,15 to 49 years,Persons,8275286.0
2010,Women,15 to 64 years,Persons,11740354.0
2010,Women,16 to 64 years,Persons,11529660.0
2010,Women,17 to 64 years,Persons,11316276.0
2010,Women,18 years and older,Persons,13775768.0
2010,Women,18 to 64 years,Persons,11097559.0
2010,Women,18 to 24 years,Persons,1599352.0
2010,Women,25 to 44 years,Persons,4652464.0
2010,Women,45 to 64 years,Persons,4845743.0
2010,Women,65 years and older,Persons,2678209.0
2010,Women,90 years and older,Persons,153755.0
2010,Women,Median age,Years,40.6
2010,Women,Average age,Years,40.6
2011,Men,All ages,Persons,17013151.0
2011,Men,0 to 4 years,Persons,973092.0
2011,Men,0 years,Persons,192937.0
2011,Men,1 year,Persons,194657.0
2011,Men,2 years,Persons,196586.0
2011,Men,3 years,Persons,196261.0
2011,Men,4 years,Persons,192651.0
2011,Men,5 to 9 years,Persons,927863.0
2011,Men,5 years,Persons,187744.0
2011,Men,6 years,Persons,185020.0
2011,Men,7 years,Persons,186424.0
2011,Men,8 years,Persons,183657.0
2011,Men,9 years,Persons,185018.0
2011,Men,10 to 14 years,Persons,986443.0
2011,Men,10 years,Persons,188065.0
2011,Men,11 years,Persons,193740.0
2011,Men,12 years,Persons,195144.0
2011,Men,13 years,Persons,200622.0
2011,Men,14 years,Persons,208872.0
2011,Men,15 to 19 years,Persons,1145987.0
2011,Men,15 years,Persons,218737.0
2011,Men,16 years,Persons,226239.0
2011,Men,17 years,Persons,229133.0
2011,Men,18 years,Persons,232930.0
2011,Men,19 years,Persons,238948.0
2011,Men,20 to 24 years,Persons,1193247.0
2011,Men,20 years,Persons,244429.0
2011,Men,21 years,Persons,245444.0
2011,Men,22 years,Persons,238519.0
2011,Men,23 years,Persons,231813.0
2011,Men,24 years,Persons,233042.0
2011,Men,25 to 29 years,Persons,1188234.0
2011,Men,25 years,Persons,237955.0
2011,Men,26 years,Persons,239095.0
2011,Men,27 years,Persons,237589.0
2011,Men,28 years,Persons,237557.0
2011,Men,29 years,Persons,236038.0
2011,Men,30 to 34 years,Persons,1159706.0
2011,Men,30 years,Persons,239384.0
2011,Men,31 years,Persons,236063.0
2011,Men,32 years,Persons,230143.0
2011,Men,33 years,Persons,226983.0
2011,Men,34 years,Persons,227133.0
2011,Men,35 to 39 years,Persons,1133666.0
2011,Men,35 years,Persons,227934.0
2011,Men,36 years,Persons,228530.0
2011,Men,37 years,Persons,223119.0
2011,Men,38 years,Persons,224914.0
2011,Men,39 years,Persons,229169.0
2011,Men,40 to 44 years,Persons,1195296.0
2011,Men,40 years,Persons,240600.0
2011,Men,41 years,Persons,239568.0
2011,Men,42 years,Persons,238112.0
2011,Men,43 years,Persons,236765.0
2011,Men,44 years,Persons,240251.0
2011,Men,45 to 49 years,Persons,1369730.0
2011,Men,45 years,Persons,255257.0
2011,Men,46 years,Persons,272380.0
2011,Men,47 years,Persons,281019.0
2011,Men,48 years,Persons,283589.0
2011,Men,49 years,Persons,277485.0
2011,Men,50 to 54 years,Persons,1350112.0
2011,Men,50 years,Persons,280817.0
2011,Men,51 years,Persons,275354.0
2011,Men,52 years,Persons,268876.0
2011,Men,53 years,Persons,266144.0
2011,Men,54 years,Persons,258921.0
2011,Men,55 to 59 years,Persons,1173445.0
2011,Men,55 years,Persons,251002.0
2011,Men,56 years,Persons,246703.0
2011,Men,57 years,Persons,235833.0
2011,Men,58 years,Persons,224289.0
2011,Men,59 years,Persons,215618.0
2011,Men,60 to 64 years,Persons,1013552.0
2011,Men,60 years,Persons,211007.0
2011,Men,61 years,Persons,205474.0
2011,Men,62 years,Persons,200195.0
2011,Men,63 years,Persons,199455.0
2011,Men,64 years,Persons,197421.0
2011,Men,65 to 69 years,Persons,744659.0
2011,Men,65 years,Persons,168725.0
2011,Men,66 years,Persons,155378.0
2011,Men,67 years,Persons,149067.0
2011,Men,68 years,Persons,141604.0
2011,Men,69 years,Persons,129885.0
2011,Men,70 to 74 years,Persons,542580.0
2011,Men,70 years,Persons,122541.0
2011,Men,71 years,Persons,113661.0
2011,Men,72 years,Persons,108295.0
2011,Men,73 years,Persons,102339.0
2011,Men,74 years,Persons,95744.0
2011,Men,75 to 79 years,Persons,415678.0
2011,Men,75 years,Persons,92592.0
2011,Men,76 years,Persons,87010.0
2011,Men,77 years,Persons,81781.0
2011,Men,78 years,Persons,79087.0
2011,Men,79 years,Persons,75208.0
2011,Men,80 to 84 years,Persons,290458.0
2011,Men,80 years,Persons,70636.0
2011,Men,81 years,Persons,64547.0
2011,Men,82 years,Persons,57376.0
2011,Men,83 years,Persons,52132.0
2011,Men,84 years,Persons,45767.0
2011,Men,85 to 89 years,Persons,149285.0
2011,Men,85 years,Persons,40081.0
2011,Men,86 years,Persons,34529.0
2011,Men,87 years,Persons,29486.0
2011,Men,88 years,Persons,24480.0
2011,Men,89 years,Persons,20709.0
2011,Men,90 to 94 years,Persons,49849.0
2011,Men,90 years,Persons,16870.0
2011,Men,91 years,Persons,12944.0
2011,Men,92 years,Persons,8898.0
2011,Men,93 years,Persons,6391.0
2011,Men,94 years,Persons,4746.0
2011,Men,95 to 99 years,Persons,9327.0
2011,Men,95 years,Persons,3413.0
2011,Men,96 years,Persons,2464.0
2011,Men,97 years,Persons,1651.0
2011,Men,98 years,Persons,1125.0
2011,Men,99 years,Persons,674.0
2011,Men,100 years and older,Persons,942.0
2011,Men,0 to 14 years,Persons,2887398.0
2011,Men,0 to 15 years,Persons,3106135.0
2011,Men,0 to 16 years,Persons,3332374.0
