date,geography,population
2019-01-01,Saskatchewan,1161529
2019-04-01,Saskatchewan,1161787
2019-07-01,Saskatchewan,1164223
2019-10-01,Saskatchewan,1167271
2020-01-01,Saskatchewan,1169426
2020-04-01,Saskatchewan,1169038
2020-07-01,Saskatchewan,1167386
2020-10-01,Saskatchewan,1165963
2021-01-01,Saskatchewan,1166348
2021-04-01,Saskatchewan,1167711
2021-07-01,Saskatchewan,1167711
2021-10-01,Saskatchewan,1168934
2022-01-01,Saskatchewan,1171063
2022-04-01,Saskatchewan,1173461
2022-07-01,Saskatchewan,1178796
2022-10-01,Saskatchewan,1188295
2023-01-01,Saskatchewan,1195840
2023-04-01,Saskatchewan,1201624
2023-07-01,Saskatchewan,1210257
2023-10-01,Saskatchewan,1222152
2024-01-01,Saskatchewan,1230316
2024-04-01,Saskatchewan,1238591
2024-07-01,Saskatchewan,1247868
2024-10-01,Saskatchewan,1256983
2025-01-01,Saskatchewan,1261524
2025-04-01,Saskatchewan,1264537
2025-07-01,Saskatchewan,1266959
2025-10-01,Saskatchewan,1266234
2026-01-01,Saskatchewan,1265936
2026-04-01,Saskatchewan,1266092
1951-07-01,Yukon,9000
1951-10-01,Yukon,9000
1952-01-01,Yukon,9000
1952-04-01,Yukon,9000
1952-07-01,Yukon,9000
1952-10-01,Yukon,9000
1953-01-01,Yukon,9000
1953-04-01,Yukon,9000
1953-07-01,Yukon,9000
1953-10-01,Yukon,9000
1954-01-01,Yukon,9000
1954-04-01,Yukon,10000
1954-07-01,Yukon,10000
1954-10-01,Yukon,10000
1955-01-01,Yukon,11000
1955-04-01,Yukon,11000
1955-07-01,Yukon,11000
1955-10-01,Yukon,12000
1956-01-01,Yukon,12000
1956-04-01,Yukon,12000
1956-07-01,Yukon,12000
1956-10-01,Yukon,12000
1957-01-01,Yukon,12000
1957-04-01,Yukon,12000
1957-07-01,Yukon,12000
1957-10-01,Yukon,13000
1958-01-01,Yukon,13000
1958-04-01,Yukon,13000
1958-07-01,Yukon,13000
1958-10-01,Yukon,13000
1959-01-01,Yukon,13000
1959-04-01,Yukon,13000
1959-07-01,Yukon,13000
1959-10-01,Yukon,13000
1960-01-01,Yukon,14000
1960-04-01,Yukon,14000
1960-07-01,Yukon,14000
1960-10-01,Yukon,14000
1961-01-01,Yukon,14000
1961-04-01,Yukon,14000
1961-07-01,Yukon,15000
1961-10-01,Yukon,15000
1962-01-01,Yukon,15000
1962-04-01,Yukon,15000
1962-07-01,Yukon,15000
1962-10-01,Yukon,15000
1963-01-01,Yukon,15000
1963-04-01,Yukon,15000
1963-07-01,Yukon,15000
1963-10-01,Yukon,15000
1964-01-01,Yukon,15000
1964-04-01,Yukon,15000
1964-07-01,Yukon,15000
1964-10-01,Yukon,15000
1965-01-01,Yukon,15000
1965-04-01,Yukon,15000
1965-07-01,Yukon,14000
1965-10-01,Yukon,15000
1966-01-01,Yukon,15000
1966-04-01,Yukon,14000
1966-07-01,Yukon,14000
1966-10-01,Yukon,15000
1967-01-01,Yukon,15000
1967-04-01,Yukon,15000
1967-07-01,Yukon,15000
1967-10-01,Yukon,15000
1968-01-01,Yukon,15000
1968-04-01,Yukon,15000
1968-07-01,Yukon,16000
1968-10-01,Yukon,16000
1969-01-01,Yukon,16000
1969-04-01,Yukon,16000
1969-07-01,Yukon,16000
1969-10-01,Yukon,16000
1970-01-01,Yukon,17000
1970-04-01,Yukon,17000
1970-07-01,Yukon,17000
1970-10-01,Yukon,17000
1971-01-01,Yukon,18000
1971-04-01,Yukon,18000
1971-07-01,Yukon,18991
1971-10-01,Yukon,19462
1972-01-01,Yukon,19723
1972-04-01,Yukon,19859
1972-07-01,Yukon,20143
1972-10-01,Yukon,20570
1973-01-01,Yukon,20813
1973-04-01,Yukon,20968
1973-07-01,Yukon,21148
1973-10-01,Yukon,20874
1974-01-01,Yukon,20973
1974-04-01,Yukon,20895
1974-07-01,Yukon,21069
1974-10-01,Yukon,21335
1975-01-01,Yukon,21580
1975-04-01,Yukon,21692
1975-07-01,Yukon,21908
1975-10-01,Yukon,22214
1976-01-01,Yukon,22259
1976-04-01,Yukon,22263
1976-07-01,Yukon,22441
1976-10-01,Yukon,22509
1977-01-01,Yukon,22262
1977-04-01,Yukon,22308
1977-07-01,Yukon,22462
1977-10-01,Yukon,22747
1978-01-01,Yukon,22668
1978-04-01,Yukon,22834
1978-07-01,Yukon,23157
1978-10-01,Yukon,23120
1979-01-01,Yukon,22845
1979-04-01,Yukon,22845
1979-07-01,Yukon,22972
1979-10-01,Yukon,23036
1980-01-01,Yukon,22834
1980-04-01,Yukon,22876
1980-07-01,Yukon,23019
1980-10-01,Yukon,23380
1981-01-01,Yukon,23311
1981-04-01,Yukon,23517
1981-07-01,Yukon,23880
1981-10-01,Yukon,24120
1982-01-01,Yukon,24302
1982-04-01,Yukon,24571
1982-07-01,Yukon,24668
1982-10-01,Yukon,24320
1983-01-01,Yukon,23838
1983-04-01,Yukon,23702
1983-07-01,Yukon,23664
1983-10-01,Yukon,23760
1984-01-01,Yukon,23544
1984-04-01,Yukon,23603
1984-07-01,Yukon,23921
1984-10-01,Yukon,24168
1985-01-01,Yukon,24156
1985-04-01,Yukon,24245
1985-07-01,Yukon,24375
1985-10-01,Yukon,24458
1986-01-01,Yukon,24359
1986-04-01,Yukon,24364
1986-07-01,Yukon,24430
1986-10-01,Yukon,24782
1987-01-01,Yukon,25125
1987-04-01,Yukon,25386
1987-07-01,Yukon,25706
1987-10-01,Yukon,25808
1988-01-01,Yukon,25902
1988-04-01,Yukon,26335
1988-07-01,Yukon,26653
1988-10-01,Yukon,26582
1989-01-01,Yukon,26898
1989-04-01,Yukon,27053
1989-07-01,Yukon,27167
1989-10-01,Yukon,27197
1990-01-01,Yukon,27605
1990-04-01,Yukon,27824
1990-07-01,Yukon,27957
1990-10-01,Yukon,28023
1991-01-01,Yukon,28223
1991-04-01,Yukon,28494
1991-07-01,Yukon,28871
1991-10-01,Yukon,29142
1992-01-01,Yukon,29239
1992-04-01,Yukon,29510
1992-07-01,Yukon,30084
1992-10-01,Yukon,30034
1993-01-01,Yukon,29964
1993-04-01,Yukon,30112
1993-07-01,Yukon,30337
1993-10-01,Yukon,30016
1994-01-01,Yukon,29670
1994-04-01,Yukon,29682
1994-07-01,Yukon,29684
1994-10-01,Yukon,29606
1995-01-01,Yukon,29882
1995-04-01,Yukon,30143
1995-07-01,Yukon,30442
1995-10-01,Yukon,30875
1996-01-01,Yukon,30963
1996-04-01,Yukon,31142
1996-07-01,Yukon,31387
1996-10-01,Yukon,31596
1997-01-01,Yukon,31633
1997-04-01,Yukon,31659
1997-07-01,Yukon,31797
1997-10-01,Yukon,31556
1998-01-01,Yukon,31510
1998-04-01,Yukon,31320
1998-07-01,Yukon,31149
1998-10-01,Yukon,30877
1999-01-01,Yukon,30748
1999-04-01,Yukon,30602
1999-07-01,Yukon,30785
1999-10-01,Yukon,30608
2000-01-01,Yukon,30495
2000-04-01,Yukon,30382
2000-07-01,Yukon,30431
2000-10-01,Yukon,30294
2001-01-01,Yukon,30147
2001-04-01,Yukon,30124
2001-07-01,Yukon,30160
2001-10-01,Yukon,30079
2002-01-01,Yukon,30156
2002-04-01,Yukon,30144
2002-07-01,Yukon,30339
2002-10-01,Yukon,30268
2003-01-01,Yukon,30424
2003-04-01,Yukon,30575
2003-07-01,Yukon,30943
2003-10-01,Yukon,31219
2004-01-01,Yukon,31320
2004-04-01,Yukon,31400
2004-07-01,Yukon,31455
2004-10-01,Yukon,31688
2005-01-01,Yukon,31770
2005-04-01,Yukon,31861
2005-07-01,Yukon,31901
2005-10-01,Yukon,32127
2006-01-01,Yukon,32112
2006-04-01,Yukon,32152
2006-07-01,Yukon,32272
2006-10-01,Yukon,32361
2007-01-01,Yukon,32316
2007-04-01,Yukon,32274
2007-07-01,Yukon,32555
2007-10-01,Yukon,32663
2008-01-01,Yukon,32752
2008-04-01,Yukon,32955
2008-07-01,Yukon,33084
2008-10-01,Yukon,33307
2009-01-01,Yukon,33405
2009-04-01,Yukon,33583
2009-07-01,Yukon,33733
2009-10-01,Yukon,34027
2010-01-01,Yukon,34009
2010-04-01,Yukon,34243
2010-07-01,Yukon,34598
2010-10-01,Yukon,34790
2011-01-01,Yukon,34802
2011-04-01,Yukon,34984
2011-07-01,Yukon,35366
2011-10-01,Yukon,35578
2012-01-01,Yukon,35695
2012-04-01,Yukon,35757
2012-07-01,Yukon,36151
2012-10-01,Yukon,36347
2013-01-01,Yukon,36299
2013-04-01,Yukon,36242
2013-07-01,Yukon,36454
2013-10-01,Yukon,36384
2014-01-01,Yukon,36333
2014-04-01,Yukon,36626
2014-07-01,Yukon,37085
2014-10-01,Yukon,37223
2015-01-01,Yukon,37123
2015-04-01,Yukon,37330
2015-07-01,Yukon,37669
2015-10-01,Yukon,37730
2016-01-01,Yukon,37756
2016-04-01,Yukon,38025
2016-07-01,Yukon,38549
2016-10-01,Yukon,38724
2017-01-01,Yukon,38801
2017-04-01,Yukon,39108
2017-07-01,Yukon,39533
2017-10-01,Yukon,39705
2018-01-01,Yukon,39873
2018-04-01,Yukon,40037
2018-07-01,Yukon,40403
2018-10-01,Yukon,40533
2019-01-01,Yukon,40716
2019-04-01,Yukon,40779
2019-07-01,Yukon,41187
2019-10-01,Yukon,41460
2020-01-01,Yukon,41505
2020-04-01,Yukon,41807
2020-07-01,Yukon,41958
2020-10-01,Yukon,42109
2021-01-01,Yukon,42157
2021-04-01,Yukon,42443
2021-07-01,Yukon,42961
2021-10-01,Yukon,43129
2022-01-01,Yukon,43046
2022-04-01,Yukon,43400
2022-07-01,Yukon,43869
2022-10-01,Yukon,44169
2023-01-01,Yukon,44478
2023-04-01,Yukon,44823
2023-07-01,Yukon,45419
2023-10-01,Yukon,45898
2024-01-01,Yukon,46286
2024-04-01,Yukon,46965
2024-07-01,Yukon,47595
2024-10-01,Yukon,47939
2025-01-01,Yukon,48176
2025-04-01,Yukon,48089
2025-07-01,Yukon,48278
2025-10-01,Yukon,48261
2026-01-01,Yukon,48218
2026-04-01,Yukon,48493
