country_code,year,age,employment_rate,country_name
FIN,2010,Prime-age (25–54),80.375,Finland
FIN,2011,Prime-age (25–54),81.075,Finland
FIN,2012,Prime-age (25–54),80.9,Finland
FIN,2013,Prime-age (25–54),80.075,Finland
FIN,2014,Prime-age (25–54),79.55,Finland
FIN,2015,Prime-age (25–54),78.825,Finland
FIN,2016,Prime-age (25–54),78.9,Finland
FIN,2017,Prime-age (25–54),79.6,Finland
FIN,2018,Prime-age (25–54),81.4,Finland
FIN,2019,Prime-age (25–54),82.125,Finland
FIN,2020,Prime-age (25–54),81.375,Finland
FIN,2021,Prime-age (25–54),82.325,Finland
FIN,2022,Prime-age (25–54),83.275,Finland
FIN,2023,Prime-age (25–54),82.8,Finland
FIN,2024,Prime-age (25–54),81.225,Finland
FIN,2025,Prime-age (25–54),80.275,Finland
FIN,1998,Total (15–64),64.05,Finland
FIN,1999,Total (15–64),66.275,Finland
FIN,2000,Total (15–64),67.15,Finland
FIN,2001,Total (15–64),68.125,Finland
FIN,2002,Total (15–64),68.075,Finland
FIN,2003,Total (15–64),67.7,Finland
FIN,2004,Total (15–64),67.65,Finland
FIN,2005,Total (15–64),68.375,Finland
FIN,2006,Total (15–64),69.35,Finland
FIN,2007,Total (15–64),70.3,Finland
FIN,2008,Total (15–64),71.05,Finland
FIN,2009,Total (15–64),67.9,Finland
FIN,2010,Total (15–64),67.15,Finland
FIN,2011,Total (15–64),68.0,Finland
FIN,2012,Total (15–64),68.45,Finland
FIN,2013,Total (15–64),68.075,Finland
FIN,2014,Total (15–64),67.95,Finland
FIN,2015,Total (15–64),67.55,Finland
FIN,2016,Total (15–64),68.225,Finland
FIN,2017,Total (15–64),69.075,Finland
FIN,2018,Total (15–64),71.15,Finland
FIN,2019,Total (15–64),72.0,Finland
FIN,2020,Total (15–64),71.175,Finland
FIN,2021,Total (15–64),72.65,Finland
FIN,2022,Total (15–64),74.3,Finland
FIN,2023,Total (15–64),74.025,Finland
FIN,2024,Total (15–64),72.575,Finland
FIN,2025,Total (15–64),71.9,Finland
FIN,1998,Youth (15–24),34.3,Finland
FIN,1999,Youth (15–24),40.0,Finland
FIN,2000,Youth (15–24),41.1,Finland
FIN,2001,Youth (15–24),41.8,Finland
FIN,2002,Youth (15–24),40.675,Finland
FIN,2003,Youth (15–24),39.625,Finland
FIN,2004,Youth (15–24),39.4,Finland
FIN,2005,Youth (15–24),40.5,Finland
FIN,2006,Youth (15–24),42.1,Finland
FIN,2007,Youth (15–24),44.6,Finland
FIN,2008,Youth (15–24),44.7,Finland
FIN,2009,Youth (15–24),39.1,Finland
FIN,2010,Youth (15–24),38.175,Finland
FIN,2011,Youth (15–24),39.8,Finland
FIN,2012,Youth (15–24),41.125,Finland
FIN,2013,Youth (15–24),40.9,Finland
FIN,2014,Youth (15–24),41.2,Finland
FIN,2015,Youth (15–24),39.975,Finland
FIN,2016,Youth (15–24),41.275,Finland
FIN,2017,Youth (15–24),42.475,Finland
FIN,2018,Youth (15–24),43.6,Finland
FIN,2019,Youth (15–24),44.15,Finland
FIN,2020,Youth (15–24),40.95,Finland
FIN,2021,Youth (15–24),43.825,Finland
FIN,2022,Youth (15–24),46.3,Finland
FIN,2023,Youth (15–24),45.9,Finland
FIN,2024,Youth (15–24),43.275,Finland
FIN,2025,Youth (15–24),42.225,Finland
FRA,2003,Older (55–64),38.225,France
FRA,2004,Older (55–64),39.075,France
FRA,2005,Older (55–64),39.775,France
FRA,2006,Older (55–64),39.375,France
FRA,2007,Older (55–64),39.55,France
FRA,2008,Older (55–64),39.45,France
FRA,2009,Older (55–64),40.225,France
FRA,2010,Older (55–64),41.025,France
FRA,2011,Older (55–64),42.7,France
FRA,2012,Older (55–64),45.8,France
FRA,2013,Older (55–64),46.875,France
FRA,2014,Older (55–64),48.25,France
FRA,2015,Older (55–64),50.1,France
FRA,2016,Older (55–64),51.15,France
FRA,2017,Older (55–64),52.6,France
FRA,2018,Older (55–64),53.6,France
FRA,2019,Older (55–64),54.475,France
FRA,2020,Older (55–64),55.225,France
FRA,2021,Older (55–64),55.95,France
FRA,2022,Older (55–64),56.85,France
FRA,2023,Older (55–64),58.425,France
FRA,2024,Older (55–64),60.375,France
FRA,2025,Older (55–64),61.8,France
FRA,2003,Prime-age (25–54),80.65,France
FRA,2004,Prime-age (25–54),80.7,France
FRA,2005,Prime-age (25–54),80.9,France
FRA,2006,Prime-age (25–54),81.375,France
FRA,2007,Prime-age (25–54),82.175,France
FRA,2008,Prime-age (25–54),83.225,France
FRA,2009,Prime-age (25–54),82.1,France
FRA,2010,Prime-age (25–54),82.0,France
FRA,2011,Prime-age (25–54),81.5,France
FRA,2012,Prime-age (25–54),80.925,France
FRA,2013,Prime-age (25–54),80.6,France
FRA,2014,Prime-age (25–54),80.475,France
FRA,2015,Prime-age (25–54),80.05,France
FRA,2016,Prime-age (25–54),80.325,France
FRA,2017,Prime-age (25–54),80.625,France
FRA,2018,Prime-age (25–54),81.075,France
FRA,2019,Prime-age (25–54),81.45,France
FRA,2020,Prime-age (25–54),81.325,France
FRA,2021,Prime-age (25–54),82.075,France
FRA,2022,Prime-age (25–54),82.725,France
FRA,2023,Prime-age (25–54),82.675,France
FRA,2024,Prime-age (25–54),83.025,France
FRA,2025,Prime-age (25–54),83.15,France
FRA,2003,Total (15–64),64.425,France
FRA,2004,Total (15–64),64.225,France
FRA,2005,Total (15–64),64.15,France
FRA,2006,Total (15–64),64.15,France
FRA,2007,Total (15–64),64.725,France
FRA,2008,Total (15–64),65.3,France
FRA,2009,Total (15–64),64.425,France
FRA,2010,Total (15–64),64.375,France
FRA,2011,Total (15–64),64.3,France
FRA,2012,Total (15–64),64.375,France
FRA,2013,Total (15–64),64.375,France
FRA,2014,Total (15–64),64.525,France
FRA,2015,Total (15–64),64.7,France
FRA,2016,Total (15–64),65.0,France
FRA,2017,Total (15–64),65.55,France
FRA,2018,Total (15–64),66.15,France
FRA,2019,Total (15–64),66.375,France
FRA,2020,Total (15–64),66.1,France
FRA,2021,Total (15–64),67.25,France
FRA,2022,Total (15–64),68.125,France
FRA,2023,Total (15–64),68.45,France
FRA,2024,Total (15–64),68.95,France
FRA,2025,Total (15–64),69.425,France
FRA,2003,Youth (15–24),31.175,France
FRA,2004,Youth (15–24),30.675,France
FRA,2005,Youth (15–24),30.4,France
FRA,2006,Youth (15–24),29.95,France
FRA,2007,Youth (15–24),31.175,France
FRA,2008,Youth (15–24),31.45,France
FRA,2009,Youth (15–24),30.425,France
FRA,2010,Youth (15–24),30.05,France
FRA,2011,Youth (15–24),29.55,France
FRA,2012,Youth (15–24),28.525,France
FRA,2013,Youth (15–24),28.35,France
FRA,2014,Youth (15–24),28.1,France
FRA,2015,Youth (15–24),28.45,France
FRA,2016,Youth (15–24),28.4,France
FRA,2017,Youth (15–24),29.175,France
FRA,2018,Youth (15–24),30.225,France
FRA,2019,Youth (15–24),30.1,France
FRA,2020,Youth (15–24),28.9,France
FRA,2021,Youth (15–24),32.225,France
FRA,2022,Youth (15–24),34.9,France
FRA,2023,Youth (15–24),35.175,France
FRA,2024,Youth (15–24),34.575,France
FRA,2025,Youth (15–24),34.675,France
GBR,2000,Older (55–64),52.41169,United Kingdom
GBR,2001,Older (55–64),52.325,United Kingdom
GBR,2002,Older (55–64),53.55,United Kingdom
GBR,2003,Older (55–64),55.5,United Kingdom
GBR,2004,Older (55–64),56.225,United Kingdom
GBR,2005,Older (55–64),56.825,United Kingdom
GBR,2006,Older (55–64),57.3,United Kingdom
GBR,2007,Older (55–64),57.375,United Kingdom
GBR,2008,Older (55–64),57.925,United Kingdom
GBR,2009,Older (55–64),57.525,United Kingdom
GBR,2010,Older (55–64),57.15,United Kingdom
GBR,2011,Older (55–64),56.675,United Kingdom
GBR,2012,Older (55–64),58.1,United Kingdom
GBR,2013,Older (55–64),59.775,United Kingdom
GBR,2014,Older (55–64),60.95,United Kingdom
GBR,2015,Older (55–64),62.2,United Kingdom
GBR,2016,Older (55–64),63.35,United Kingdom
GBR,2017,Older (55–64),64.05,United Kingdom
GBR,2018,Older (55–64),65.3,United Kingdom
GBR,2019,Older (55–64),66.3,United Kingdom
GBR,2020,Older (55–64),65.55,United Kingdom
GBR,2021,Older (55–64),64.75,United Kingdom
GBR,2022,Older (55–64),64.55,United Kingdom
GBR,2023,Older (55–64),64.9,United Kingdom
GBR,2024,Older (55–64),66.05,United Kingdom
GBR,2025,Older (55–64),66.425,United Kingdom
GBR,2000,Prime-age (25–54),81.1597,United Kingdom
GBR,2001,Prime-age (25–54),80.3,United Kingdom
GBR,2002,Prime-age (25–54),80.475,United Kingdom
GBR,2003,Prime-age (25–54),80.675,United Kingdom
GBR,2004,Prime-age (25–54),80.9,United Kingdom
GBR,2005,Prime-age (25–54),81.225,United Kingdom
GBR,2006,Prime-age (25–54),81.175,United Kingdom
GBR,2007,Prime-age (25–54),81.3,United Kingdom
GBR,2008,Prime-age (25–54),81.3,United Kingdom
GBR,2009,Prime-age (25–54),80.075,United Kingdom
GBR,2010,Prime-age (25–54),79.75,United Kingdom
GBR,2011,Prime-age (25–54),80.025,United Kingdom
GBR,2012,Prime-age (25–54),80.45,United Kingdom
GBR,2013,Prime-age (25–54),80.825,United Kingdom
GBR,2014,Prime-age (25–54),82.05,United Kingdom
GBR,2015,Prime-age (25–54),82.375,United Kingdom
GBR,2016,Prime-age (25–54),82.95,United Kingdom
GBR,2017,Prime-age (25–54),83.775,United Kingdom
GBR,2018,Prime-age (25–54),84.3,United Kingdom
GBR,2019,Prime-age (25–54),84.75,United Kingdom
GBR,2020,Prime-age (25–54),84.15,United Kingdom
GBR,2021,Prime-age (25–54),84.075,United Kingdom
GBR,2022,Prime-age (25–54),84.225,United Kingdom
GBR,2023,Prime-age (25–54),84.35,United Kingdom
GBR,2024,Prime-age (25–54),84.2,United Kingdom
GBR,2025,Prime-age (25–54),84.425,United Kingdom
GBR,1993,Total (15–64),68.425,United Kingdom
GBR,1994,Total (15–64),68.925,United Kingdom
GBR,1995,Total (15–64),69.55,United Kingdom
GBR,1996,Total (15–64),70.05,United Kingdom
GBR,1997,Total (15–64),71.0,United Kingdom
GBR,1998,Total (15–64),71.45,United Kingdom
GBR,1999,Total (15–64),72.025,United Kingdom
GBR,2000,Total (15–64),72.475,United Kingdom
GBR,2001,Total (15–64),72.6,United Kingdom
GBR,2002,Total (15–64),72.65,United Kingdom
GBR,2003,Total (15–64),72.775,United Kingdom
GBR,2004,Total (15–64),72.975,United Kingdom
GBR,2005,Total (15–64),72.925,United Kingdom
GBR,2006,Total (15–64),72.825,United Kingdom
GBR,2007,Total (15–64),72.7,United Kingdom
GBR,2008,Total (15–64),72.6,United Kingdom
GBR,2009,Total (15–64),70.9,United Kingdom
GBR,2010,Total (15–64),70.45,United Kingdom
GBR,2011,Total (15–64),70.325,United Kingdom
GBR,2012,Total (15–64),70.975,United Kingdom
GBR,2013,Total (15–64),71.55,United Kingdom
GBR,2014,Total (15–64),72.875,United Kingdom
GBR,2015,Total (15–64),73.675,United Kingdom
GBR,2016,Total (15–64),74.375,United Kingdom
GBR,2017,Total (15–64),75.0,United Kingdom
GBR,2018,Total (15–64),75.625,United Kingdom
GBR,2019,Total (15–64),76.1,United Kingdom
GBR,2020,Total (15–64),75.075,United Kingdom
GBR,2021,Total (15–64),74.8,United Kingdom
GBR,2022,Total (15–64),75.075,United Kingdom
GBR,2023,Total (15–64),75.05,United Kingdom
GBR,2024,Total (15–64),74.75,United Kingdom
GBR,2025,Total (15–64),75.075,United Kingdom
GBR,1993,Youth (15–24),59.95,United Kingdom
GBR,1994,Youth (15–24),59.85,United Kingdom
GBR,1995,Youth (15–24),60.625,United Kingdom
GBR,1996,Youth (15–24),61.25,United Kingdom
GBR,1997,Youth (15–24),62.275,United Kingdom
GBR,1998,Youth (15–24),62.45,United Kingdom
GBR,1999,Youth (15–24),62.65,United Kingdom
GBR,2000,Youth (15–24),62.525,United Kingdom
GBR,2001,Youth (15–24),62.45,United Kingdom
GBR,2002,Youth (15–24),62.025,United Kingdom
GBR,2003,Youth (15–24),61.075,United Kingdom
GBR,2004,Youth (15–24),61.1,United Kingdom
GBR,2005,Youth (15–24),59.5,United Kingdom
GBR,2006,Youth (15–24),58.875,United Kingdom
GBR,2007,Youth (15–24),57.85,United Kingdom
GBR,2008,Youth (15–24),56.85,United Kingdom
GBR,2009,Youth (15–24),52.2,United Kingdom
GBR,2010,Youth (15–24),50.975,United Kingdom
GBR,2011,Youth (15–24),49.8,United Kingdom
GBR,2012,Youth (15–24),50.3,United Kingdom
GBR,2013,Youth (15–24),50.175,United Kingdom
GBR,2014,Youth (15–24),52.05,United Kingdom
GBR,2015,Youth (15–24),54.05,United Kingdom
GBR,2016,Youth (15–24),54.75,United Kingdom
GBR,2017,Youth (15–24),54.5,United Kingdom
GBR,2018,Youth (15–24),54.775,United Kingdom
GBR,2019,Youth (15–24),54.575,United Kingdom
GBR,2020,Youth (15–24),52.0,United Kingdom
GBR,2021,Youth (15–24),52.05,United Kingdom
GBR,2022,Youth (15–24),53.675,United Kingdom
GBR,2023,Youth (15–24),52.9,United Kingdom
GBR,2024,Youth (15–24),50.575,United Kingdom
GBR,2025,Youth (15–24),51.575,United Kingdom
ISR,1995,Older (55–64),47.65911,Israel
ISR,1996,Older (55–64),46.86406,Israel
ISR,1997,Older (55–64),45.51742,Israel
ISR,1998,Older (55–64),45.15942,Israel
ISR,1999,Older (55–64),45.93065,Israel
ISR,2000,Older (55–64),46.65303,Israel
ISR,2001,Older (55–64),48.35743,Israel
ISR,2002,Older (55–64),49.13788,Israel
ISR,2003,Older (55–64),50.39474,Israel
ISR,2004,Older (55–64),51.52903,Israel
ISR,2005,Older (55–64),52.39838,Israel
ISR,2006,Older (55–64),54.84153,Israel
ISR,2007,Older (55–64),57.15639,Israel
ISR,2008,Older (55–64),58.42922,Israel
ISR,2009,Older (55–64),58.78157,Israel
ISR,2010,Older (55–64),59.80819,Israel
ISR,2011,Older (55–64),61.25464,Israel
ISR,2012,Older (55–64),63.10833,Israel
ISR,2013,Older (55–64),64.63333,Israel
ISR,2014,Older (55–64),65.13333,Israel
ISR,2015,Older (55–64),66.24167,Israel
ISR,2016,Older (55–64),66.54166,Israel
ISR,2017,Older (55–64),66.75,Israel
ISR,2018,Older (55–64),67.26667,Israel
ISR,2019,Older (55–64),67.93333,Israel
ISR,2020,Older (55–64),67.90833,Israel
ISR,2021,Older (55–64),67.39167,Israel
ISR,2022,Older (55–64),69.86667,Israel
ISR,2023,Older (55–64),71.16666,Israel
ISR,2024,Older (55–64),70.775,Israel
ISR,2025,Older (55–64),70.76667,Israel
ISR,1995,Prime-age (25–54),71.238,Israel
ISR,1996,Prime-age (25–54),70.96096,Israel
ISR,1997,Prime-age (25–54),70.22652,Israel
ISR,1998,Prime-age (25–54),69.95987,Israel
ISR,1999,Prime-age (25–54),70.00645,Israel
ISR,2000,Prime-age (25–54),70.43904,Israel
ISR,2001,Prime-age (25–54),69.63156,Israel
ISR,2002,Prime-age (25–54),69.1787,Israel
ISR,2003,Prime-age (25–54),69.26619,Israel
ISR,2004,Prime-age (25–54),69.70048,Israel
ISR,2005,Prime-age (25–54),70.61085,Israel
ISR,2006,Prime-age (25–54),71.46591,Israel
ISR,2007,Prime-age (25–54),72.97219,Israel
ISR,2008,Prime-age (25–54),73.90294,Israel
ISR,2009,Prime-age (25–54),72.80259,Israel
ISR,2010,Prime-age (25–54),73.93655,Israel
ISR,2011,Prime-age (25–54),74.82671,Israel
ISR,2012,Prime-age (25–54),76.80833,Israel
ISR,2013,Prime-age (25–54),77.05833,Israel
ISR,2014,Prime-age (25–54),78.225,Israel
ISR,2015,Prime-age (25–54),78.73333,Israel
ISR,2016,Prime-age (25–54),79.19167,Israel
ISR,2017,Prime-age (25–54),79.70834,Israel
ISR,2018,Prime-age (25–54),80.06667,Israel
ISR,2019,Prime-age (25–54),80.16666,Israel
ISR,2020,Prime-age (25–54),78.25833,Israel
ISR,2021,Prime-age (25–54),77.79166,Israel
ISR,2022,Prime-age (25–54),80.78333,Israel
ISR,2023,Prime-age (25–54),80.84167,Israel
ISR,2024,Prime-age (25–54),80.33334,Israel
ISR,2025,Prime-age (25–54),80.76667,Israel
ISR,1995,Total (15–64),56.51433,Israel
ISR,1996,Total (15–64),56.36247,Israel
ISR,1997,Total (15–64),55.70263,Israel
ISR,1998,Total (15–64),55.23224,Israel
ISR,1999,Total (15–64),55.46907,Israel
ISR,2000,Total (15–64),56.07549,Israel
ISR,2001,Total (15–64),55.56511,Israel
ISR,2002,Total (15–64),54.80782,Israel
ISR,2003,Total (15–64),54.97932,Israel
ISR,2004,Total (15–64),55.6702,Israel
ISR,2005,Total (15–64),56.70815,Israel
ISR,2006,Total (15–64),57.55732,Israel
ISR,2007,Total (15–64),58.94432,Israel
ISR,2008,Total (15–64),59.82737,Israel
ISR,2009,Total (15–64),59.21324,Israel
ISR,2010,Total (15–64),60.1636,Israel
ISR,2011,Total (15–64),60.87873,Israel
ISR,2012,Total (15–64),66.5,Israel
ISR,2013,Total (15–64),67.05833,Israel
ISR,2014,Total (15–64),67.86667,Israel
ISR,2015,Total (15–64),68.31667,Israel
ISR,2016,Total (15–64),68.575,Israel
ISR,2017,Total (15–64),69.025,Israel
ISR,2018,Total (15–64),69.03333,Israel
ISR,2019,Total (15–64),68.94167,Israel
ISR,2020,Total (15–64),66.78333,Israel
ISR,2021,Total (15–64),66.6,Israel
ISR,2022,Total (15–64),69.19167,Israel
ISR,2023,Total (15–64),69.775,Israel
ISR,2024,Total (15–64),69.25,Israel
ISR,2025,Total (15–64),69.375,Israel
ISR,1995,Youth (15–24),29.67581,Israel
ISR,1996,Youth (15–24),29.55635,Israel
ISR,1997,Youth (15–24),28.84205,Israel
ISR,1998,Youth (15–24),27.78444,Israel
ISR,1999,Youth (15–24),27.75638,Israel
ISR,2000,Youth (15–24),28.18493,Israel
ISR,2001,Youth (15–24),27.03508,Israel
ISR,2002,Youth (15–24),24.69327,Israel
ISR,2003,Youth (15–24),24.4208,Israel
ISR,2004,Youth (15–24),25.30166,Israel
ISR,2005,Youth (15–24),26.60246,Israel
ISR,2006,Youth (15–24),26.61701,Israel
ISR,2007,Youth (15–24),27.19463,Israel
ISR,2008,Youth (15–24),27.6344,Israel
ISR,2009,Youth (15–24),26.79578,Israel
ISR,2010,Youth (15–24),26.98367,Israel
ISR,2011,Youth (15–24),26.57189,Israel
ISR,2012,Youth (15–24),43.48333,Israel
ISR,2013,Youth (15–24),44.4,Israel
ISR,2014,Youth (15–24),44.46667,Israel
ISR,2015,Youth (15–24),44.40833,Israel
ISR,2016,Youth (15–24),44.28333,Israel
ISR,2017,Youth (15–24),44.775,Israel
ISR,2018,Youth (15–24),43.71667,Israel
ISR,2019,Youth (15–24),42.925,Israel
ISR,2020,Youth (15–24),38.95833,Israel
ISR,2021,Youth (15–24),39.85,Israel
ISR,2022,Youth (15–24),41.63334,Israel
ISR,2023,Youth (15–24),42.875,Israel
ISR,2024,Youth (15–24),42.4,Israel
ISR,2025,Youth (15–24),42.50834,Israel
ITA,1998,Older (55–64),27.7,Italy
ITA,1999,Older (55–64),27.625,Italy
ITA,2000,Older (55–64),27.675,Italy
ITA,2001,Older (55–64),27.95,Italy
ITA,2002,Older (55–64),28.9,Italy
ITA,2003,Older (55–64),30.225,Italy
ITA,2004,Older (55–64),30.55,Italy
ITA,2005,Older (55–64),31.4,Italy
ITA,2006,Older (55–64),32.425,Italy
ITA,2007,Older (55–64),33.675,Italy
ITA,2008,Older (55–64),34.3,Italy
ITA,2009,Older (55–64),35.35,Italy
ITA,2010,Older (55–64),36.2,Italy
ITA,2011,Older (55–64),37.55,Italy
ITA,2012,Older (55–64),39.9,Italy
ITA,2013,Older (55–64),42.225,Italy
ITA,2014,Older (55–64),45.85,Italy
ITA,2015,Older (55–64),47.85,Italy
ITA,2016,Older (55–64),49.925,Italy
ITA,2017,Older (55–64),51.875,Italy
ITA,2018,Older (55–64),53.6,Italy
ITA,2019,Older (55–64),54.2,Italy
ITA,2020,Older (55–64),53.425,Italy
ITA,2021,Older (55–64),53.375,Italy
ITA,2022,Older (55–64),55.0,Italy
ITA,2023,Older (55–64),57.275,Italy
ITA,2024,Older (55–64),58.975,Italy
ITA,2025,Older (55–64),61.15,Italy
ITA,1998,Prime-age (25–54),66.25,Italy
ITA,1999,Prime-age (25–54),67.025,Italy
ITA,2000,Prime-age (25–54),67.95,Italy
ITA,2001,Prime-age (25–54),69.15,Italy
ITA,2002,Prime-age (25–54),70.075,Italy
ITA,2003,Prime-age (25–54),70.75,Italy
ITA,2004,Prime-age (25–54),72.325,Italy
ITA,2005,Prime-age (25–54),72.3,Italy
ITA,2006,Prime-age (25–54),73.25,Italy
ITA,2007,Prime-age (25–54),73.4,Italy
ITA,2008,Prime-age (25–54),73.45,Italy
ITA,2009,Prime-age (25–54),71.275,Italy
ITA,2010,Prime-age (25–54),70.475,Italy
ITA,2011,Prime-age (25–54),70.55,Italy
ITA,2012,Prime-age (25–54),69.7,Italy
ITA,2013,Prime-age (25–54),67.85,Italy
ITA,2014,Prime-age (25–54),67.375,Italy
ITA,2015,Prime-age (25–54),67.95,Italy
ITA,2016,Prime-age (25–54),68.775,Italy
ITA,2017,Prime-age (25–54),69.375,Italy
ITA,2018,Prime-age (25–54),69.875,Italy
ITA,2019,Prime-age (25–54),70.5,Italy
ITA,2020,Prime-age (25–54),68.9,Italy
ITA,2021,Prime-age (25–54),70.175,Italy
ITA,2022,Prime-age (25–54),72.375,Italy
ITA,2023,Prime-age (25–54),73.75,Italy
ITA,2024,Prime-age (25–54),74.5,Italy
ITA,2025,Prime-age (25–54),74.85,Italy
ITA,1998,Total (15–64),51.925,Italy
ITA,1999,Total (15–64),52.675,Italy
ITA,2000,Total (15–64),53.7,Italy
ITA,2001,Total (15–64),54.8,Italy
ITA,2002,Total (15–64),55.55,Italy
ITA,2003,Total (15–64),56.1,Italy
ITA,2004,Total (15–64),57.725,Italy
ITA,2005,Total (15–64),57.575,Italy
ITA,2006,Total (15–64),58.325,Italy
ITA,2007,Total (15–64),58.575,Italy
ITA,2008,Total (15–64),58.65,Italy
ITA,2009,Total (15–64),56.9,Italy
ITA,2010,Total (15–64),56.25,Italy
ITA,2011,Total (15–64),56.35,Italy
ITA,2012,Total (15–64),56.075,Italy
ITA,2013,Total (15–64),54.95,Italy
ITA,2014,Total (15–64),55.275,Italy
ITA,2015,Total (15–64),56.025,Italy
ITA,2016,Total (15–64),57.05,Italy
ITA,2017,Total (15–64),57.875,Italy
ITA,2018,Total (15–64),58.5,Italy
ITA,2019,Total (15–64),59.05,Italy
ITA,2020,Total (15–64),57.45,Italy
ITA,2021,Total (15–64),58.25,Italy
ITA,2022,Total (15–64),60.15,Italy
ITA,2023,Total (15–64),61.475,Italy
ITA,2024,Total (15–64),62.2,Italy
ITA,2025,Total (15–64),62.525,Italy
ITA,1998,Youth (15–24),25.675,Italy
ITA,1999,Youth (15–24),25.75,Italy
ITA,2000,Youth (15–24),26.475,Italy
ITA,2001,Youth (15–24),26.3,Italy
ITA,2002,Youth (15–24),25.8,Italy
ITA,2003,Youth (15–24),25.2,Italy
ITA,2004,Youth (15–24),27.7,Italy
ITA,2005,Youth (15–24),25.675,Italy
ITA,2006,Youth (15–24),25.3,Italy
ITA,2007,Youth (15–24),24.55,Italy
ITA,2008,Youth (15–24),24.225,Italy
ITA,2009,Youth (15–24),21.475,Italy
ITA,2010,Youth (15–24),20.175,Italy
ITA,2011,Youth (15–24),19.175,Italy
ITA,2012,Youth (15–24),18.45,Italy
ITA,2013,Youth (15–24),16.275,Italy
ITA,2014,Youth (15–24),15.55,Italy
ITA,2015,Youth (15–24),15.6,Italy
ITA,2016,Youth (15–24),16.525,Italy
ITA,2017,Youth (15–24),17.075,Italy
ITA,2018,Youth (15–24),17.575,Italy
ITA,2019,Youth (15–24),18.375,Italy
ITA,2020,Youth (15–24),16.625,Italy
ITA,2021,Youth (15–24),17.525,Italy
ITA,2022,Youth (15–24),19.8,Italy
ITA,2023,Youth (15–24),20.425,Italy
ITA,2024,Youth (15–24),19.725,Italy
ITA,2025,Youth (15–24),17.925,Italy
JPN,1968,Older (55–64),64.12716,Japan
JPN,1969,Older (55–64),64.03001,Japan
JPN,1970,Older (55–64),63.32438,Japan
JPN,1971,Older (55–64),63.56691,Japan
JPN,1972,Older (55–64),62.15306,Japan
JPN,1973,Older (55–64),62.90499,Japan
JPN,1974,Older (55–64),62.10728,Japan
JPN,1975,Older (55–64),61.32166,Japan
JPN,1976,Older (55–64),61.21395,Japan
JPN,1977,Older (55–64),60.72324,Japan
JPN,1978,Older (55–64),60.9962,Japan
JPN,1979,Older (55–64),61.25425,Japan
JPN,1980,Older (55–64),61.49192,Japan
JPN,1981,Older (55–64),60.92319,Japan
JPN,1982,Older (55–64),61.0953,Japan
JPN,1983,Older (55–64),61.51831,Japan
JPN,1984,Older (55–64),60.64046,Japan
JPN,1985,Older (55–64),60.78712,Japan
JPN,1986,Older (55–64),60.38293,Japan
JPN,1987,Older (55–64),60.57196,Japan
JPN,1988,Older (55–64),60.9641,Japan
JPN,1989,Older (55–64),61.95972,Japan
JPN,1990,Older (55–64),63.19415,Japan
JPN,1991,Older (55–64),64.58622,Japan
JPN,1992,Older (55–64),64.6979,Japan
JPN,1993,Older (55–64),64.56381,Japan
JPN,1994,Older (55–64),63.77378,Japan
JPN,1995,Older (55–64),63.81514,Japan
JPN,1996,Older (55–64),63.69111,Japan
JPN,1997,Older (55–64),64.2102,Japan
JPN,1998,Older (55–64),63.73965,Japan
JPN,1999,Older (55–64),63.54458,Japan
JPN,2000,Older (55–64),62.82273,Japan
JPN,2001,Older (55–64),62.01558,Japan
JPN,2002,Older (55–64),61.69248,Japan
JPN,2003,Older (55–64),62.16685,Japan
JPN,2004,Older (55–64),63.1165,Japan
JPN,2005,Older (55–64),63.85571,Japan
JPN,2006,Older (55–64),64.75383,Japan
JPN,2007,Older (55–64),66.18838,Japan
JPN,2008,Older (55–64),66.47401,Japan
JPN,2009,Older (55–64),65.72754,Japan
JPN,2010,Older (55–64),65.51681,Japan
JPN,2011,Older (55–64),65.86323,Japan
JPN,2012,Older (55–64),65.48658,Japan
JPN,2013,Older (55–64),66.95205,Japan
JPN,2014,Older (55–64),68.76302,Japan
JPN,2015,Older (55–64),70.18129,Japan
JPN,2016,Older (55–64),71.57703,Japan
JPN,2017,Older (55–64),73.47368,Japan
JPN,2018,Older (55–64),75.31404,Japan
JPN,2019,Older (55–64),76.50506,Japan
JPN,2020,Older (55–64),76.82234,Japan
JPN,2021,Older (55–64),77.10837,Japan
JPN,2022,Older (55–64),78.12254,Japan
JPN,2023,Older (55–64),78.795,Japan
JPN,2024,Older (55–64),79.20078,Japan
JPN,2025,Older (55–64),79.77967,Japan
JPN,1968,Prime-age (25–54),75.54747,Japan
JPN,1969,Prime-age (25–54),75.30238,Japan
JPN,1970,Prime-age (25–54),75.10728,Japan
JPN,1971,Prime-age (25–54),74.56988,Japan
JPN,1972,Prime-age (25–54),74.40448,Japan
JPN,1973,Prime-age (25–54),75.02218,Japan
JPN,1974,Prime-age (25–54),74.30463,Japan
JPN,1975,Prime-age (25–54),73.62291,Japan
JPN,1976,Prime-age (25–54),73.89534,Japan
JPN,1977,Prime-age (25–54),74.59365,Japan
JPN,1978,Prime-age (25–54),75.07214,Japan
JPN,1979,Prime-age (25–54),75.67846,Japan
JPN,1980,Prime-age (25–54),75.91253,Japan
JPN,1981,Prime-age (25–54),76.04043,Japan
JPN,1982,Prime-age (25–54),76.48513,Japan
JPN,1983,Prime-age (25–54),77.01715,Japan
JPN,1984,Prime-age (25–54),77.27563,Japan
