date,exports_total,exports_energy,imports_total,imports_energy,balance_total,balance_energy,balance_ex_energy
2021-01-01,34302110.0,8068396.0,27013331.0,1324415.0,7288779.0,6743981.0,544798.0
2021-02-01,34487502.0,9171585.0,27843423.0,1107978.0,6644079.0,8063607.0,-1419528.0
2021-03-01,39676337.0,9859491.0,34977648.0,1799660.0,4698689.0,8059831.0,-3361142.0
2021-04-01,36347877.0,8768650.0,31100956.0,1752465.0,5246921.0,7016185.0,-1769264.0
2021-05-01,37075057.0,8989085.0,30514049.0,1476461.0,6561008.0,7512624.0,-951616.0
2021-06-01,41509686.0,10982682.0,32244125.0,1607468.0,9265561.0,9375214.0,-109653.0
2021-07-01,39513983.0,11119634.0,31917186.0,1799309.0,7596797.0,9320325.0,-1723528.0
2021-08-01,41300309.0,11858819.0,32115206.0,2140517.0,9185103.0,9718302.0,-533199.0
2021-09-01,40093615.0,11564698.0,30859354.0,1631310.0,9234261.0,9933388.0,-699127.0
2021-10-01,41526963.0,11588019.0,33664601.0,2009296.0,7862362.0,9578723.0,-1716361.0
2021-11-01,45516636.0,14072510.0,34363823.0,2419512.0,11152813.0,11652998.0,-500185.0
2021-12-01,44836244.0,14089412.0,34935338.0,2385621.0,9900906.0,11703791.0,-1802885.0
2022-01-01,42747425.0,14560338.0,30892013.0,2188728.0,11855412.0,12371610.0,-516198.0
2022-02-01,41538814.0,13761416.0,32038124.0,1965379.0,9500690.0,11796037.0,-2295347.0
2022-03-01,53144746.0,17203977.0,40858745.0,2434055.0,12286001.0,14769922.0,-2483921.0
2022-04-01,50312944.0,16522972.0,38996387.0,2999992.0,11316557.0,13522980.0,-2206423.0
2022-05-01,54873747.0,18584311.0,39025148.0,2879523.0,15848599.0,15704788.0,143811.0
2022-06-01,55590658.0,19341264.0,41980909.0,4040322.0,13609749.0,15300942.0,-1691193.0
2022-07-01,51140652.0,19743046.0,37958522.0,3657716.0,13182130.0,16085330.0,-2903200.0
2022-08-01,52876185.0,19748686.0,41065708.0,3478866.0,11810477.0,16269820.0,-4459343.0
2022-09-01,50409093.0,17300148.0,40223414.0,3019251.0,10185679.0,14280897.0,-4095218.0
2022-10-01,50195055.0,16078004.0,40881968.0,3349556.0,9313087.0,12728448.0,-3415361.0
2022-11-01,47846371.0,15131671.0,39430079.0,2999680.0,8416292.0,12131991.0,-3715699.0
2022-12-01,48696916.0,16852573.0,37595574.0,2987772.0,11101342.0,13864801.0,-2763459.0
2023-01-01,49719300.0,16465928.0,36585157.0,2923485.0,13134143.0,13542443.0,-408300.0
2023-02-01,44672307.0,13400555.0,35968765.0,2533976.0,8703542.0,10866579.0,-2163037.0
2023-03-01,52415978.0,13772105.0,43378597.0,2667653.0,9037381.0,11104452.0,-2067071.0
2023-04-01,47537901.0,11992436.0,38887414.0,2329770.0,8650487.0,9662666.0,-1012179.0
2023-05-01,51873464.0,13734239.0,41296362.0,2505772.0,10577102.0,11228467.0,-651365.0
2023-06-01,48955277.0,12117583.0,41487447.0,2524273.0,7467830.0,9593310.0,-2125480.0
2023-07-01,46616373.0,12302148.0,37638875.0,2767070.0,8977498.0,9535078.0,-557580.0
2023-08-01,51635337.0,14854493.0,41686130.0,3102280.0,9949207.0,11752213.0,-1803006.0
2023-09-01,50047493.0,13605550.0,39938700.0,2472526.0,10108793.0,11133024.0,-1024231.0
2023-10-01,52332085.0,14678441.0,39879260.0,2600819.0,12452825.0,12077622.0,375203.0
2023-11-01,51671575.0,15760910.0,39486789.0,2703472.0,12184786.0,13057438.0,-872652.0
2023-12-01,46590955.0,13373855.0,36801623.0,2644562.0,9789332.0,10729293.0,-939961.0
2024-01-01,47636497.0,15434990.0,35354717.0,2509493.0,12281780.0,12925497.0,-643717.0
2024-02-01,46437498.0,13067160.0,38117381.0,2540512.0,8320117.0,10526648.0,-2206531.0
2024-03-01,48427352.0,13080166.0,41229948.0,2815517.0,7197404.0,10264649.0,-3067245.0
2024-04-01,49677744.0,14268129.0,41612626.0,2759599.0,8065118.0,11508530.0,-3443412.0
2024-05-01,51534026.0,14745673.0,41160621.0,2259032.0,10373405.0,12486641.0,-2113236.0
2024-06-01,50097396.0,14059674.0,40743539.0,2512543.0,9353857.0,11547131.0,-2193274.0
2024-07-01,52226526.0,16733764.0,37635090.0,2439661.0,14591436.0,14294103.0,297333.0
2024-08-01,47282975.0,14274577.0,40561162.0,2559426.0,6721813.0,11715151.0,-4993338.0
2024-09-01,49449124.0,13651778.0,39220258.0,2329837.0,10228866.0,11321941.0,-1093075.0
2024-10-01,50494672.0,13785271.0,41260654.0,2014241.0,9234018.0,11771030.0,-2537012.0
2024-11-01,49760401.0,12968421.0,40330431.0,2512096.0,9429970.0,10456325.0,-1026355.0
2024-12-01,52914583.0,15652483.0,36979862.0,2178951.0,15934721.0,13473532.0,2461189.0
2025-01-01,58535315.0,17807466.0,38764990.0,2493989.0,19770325.0,15313477.0,4456848.0
2025-02-01,52360252.0,15472262.0,40162890.0,2427623.0,12197362.0,13044639.0,-847277.0
2025-03-01,53752352.0,13797025.0,46000789.0,2488207.0,7751563.0,11308818.0,-3557255.0
2025-04-01,43111751.0,12655166.0,38397322.0,2017977.0,4714429.0,10637189.0,-5922760.0
2025-05-01,43616280.0,11870549.0,38764372.0,1774811.0,4851908.0,10095738.0,-5243830.0
2025-06-01,42907847.0,11325565.0,39007249.0,2333534.0,3900598.0,8992031.0,-5091433.0
2025-07-01,46453395.0,13298707.0,36591180.0,2989117.0,9862215.0,10309590.0,-447375.0
2025-08-01,42539108.0,12311090.0,36925955.0,2495727.0,5613153.0,9815363.0,-4202210.0
2025-09-01,46427046.0,12422606.0,36287067.0,2410267.0,10139979.0,10012339.0,127640.0
2025-10-01,46452692.0,12229494.0,40357978.0,2245465.0,6094714.0,9984029.0,-3889315.0
2025-11-01,42503191.0,11584531.0,35282060.0,2156889.0,7221131.0,9427642.0,-2206511.0
2025-12-01,46626035.0,14444412.0,34781200.0,2554054.0,11844835.0,11890358.0,-45523.0
2026-01-01,41719525.0,14283109.0,33416967.0,2371476.0,8302558.0,11911633.0,-3609075.0
