year,geo,partner,exports_millions,share_pct
2020,Prince Edward Island,China,24.868,1.649
2020,Prince Edward Island,European Union (27 members),141.274,9.37
2020,Prince Edward Island,Japan,21.193,1.406
2020,Prince Edward Island,Mexico,2.98,0.198
2020,Prince Edward Island,Other countries,120.608,7.999
2020,Prince Edward Island,United Kingdom,8.277,0.549
2020,Prince Edward Island,United States,1188.532,78.829
2020,Quebec,All countries,84427.46,100.0
2020,Quebec,China,4662.683,5.523
2020,Quebec,European Union (27 members),7885.783,9.34
2020,Quebec,Japan,1604.986,1.901
2020,Quebec,Mexico,1214.174,1.438
2020,Quebec,Other countries,7805.481,9.245
2020,Quebec,United Kingdom,1136.385,1.346
2020,Quebec,United States,60117.968,71.207
2020,Saskatchewan,All countries,29758.298,100.0
2020,Saskatchewan,China,3861.87,12.977
2020,Saskatchewan,European Union (27 members),1877.199,6.308
2020,Saskatchewan,Japan,1232.91,4.143
2020,Saskatchewan,Mexico,711.68,2.392
2020,Saskatchewan,Other countries,8854.108,29.753
2020,Saskatchewan,United Kingdom,92.038,0.309
2020,Saskatchewan,United States,13128.494,44.117
2020,Yukon,All countries,74.891,100.0
2020,Yukon,China,0.298,0.398
2020,Yukon,European Union (27 members),0.242,0.324
2020,Yukon,Japan,0.185,0.247
2020,Yukon,Mexico,0.484,0.646
2020,Yukon,Other countries,3.629,4.846
2020,Yukon,United Kingdom,0.003,0.004
2020,Yukon,United States,70.05,93.536
2021,Alberta,All countries,138070.541,100.0
2021,Alberta,China,4516.012,3.271
2021,Alberta,European Union (27 members),1209.203,0.876
2021,Alberta,Japan,2540.09,1.84
2021,Alberta,Mexico,1456.481,1.055
2021,Alberta,Other countries,5497.059,3.981
2021,Alberta,United Kingdom,210.296,0.152
2021,Alberta,United States,122641.4,88.825
2021,British Columbia,All countries,53936.423,100.0
2021,British Columbia,China,8888.328,16.479
2021,British Columbia,European Union (27 members),1553.117,2.88
2021,British Columbia,Japan,4841.69,8.977
2021,British Columbia,Mexico,99.634,0.185
2021,British Columbia,Other countries,8269.496,15.332
2021,British Columbia,United Kingdom,405.917,0.753
2021,British Columbia,United States,29878.24,55.395
2021,Canada,All countries,582529.066,100.0
2021,Canada,China,27451.327,4.712
2021,Canada,European Union (27 members),28389.466,4.873
2021,Canada,Japan,14228.4,2.443
2021,Canada,Mexico,7881.675,1.353
2021,Canada,Other countries,54301.736,9.322
2021,Canada,United Kingdom,16143.432,2.771
2021,Canada,United States,434133.031,74.526
2021,Manitoba,All countries,17436.436,100.0
2021,Manitoba,China,953.171,5.467
2021,Manitoba,European Union (27 members),376.623,2.16
2021,Manitoba,Japan,1019.324,5.846
2021,Manitoba,Mexico,663.873,3.807
2021,Manitoba,Other countries,2006.118,11.505
2021,Manitoba,United Kingdom,97.08,0.557
2021,Manitoba,United States,12320.248,70.658
2021,New Brunswick,All countries,14829.235,100.0
2021,New Brunswick,China,157.021,1.059
2021,New Brunswick,European Union (27 members),131.58,0.887
2021,New Brunswick,Japan,66.267,0.447
2021,New Brunswick,Mexico,11.919,0.08
2021,New Brunswick,Other countries,725.846,4.895
2021,New Brunswick,United Kingdom,52.493,0.354
2021,New Brunswick,United States,13684.109,92.278
2021,Newfoundland and Labrador,All countries,14362.546,100.0
2021,Newfoundland and Labrador,China,1067.496,7.432
2021,Newfoundland and Labrador,European Union (27 members),3764.21,26.209
2021,Newfoundland and Labrador,Japan,474.028,3.3
2021,Newfoundland and Labrador,Mexico,7.844,0.055
2021,Newfoundland and Labrador,Other countries,1473.154,10.257
2021,Newfoundland and Labrador,United Kingdom,791.928,5.514
2021,Newfoundland and Labrador,United States,6783.886,47.233
2021,Northwest Territories,All countries,1662.977,100.0
2021,Northwest Territories,China,0.169,0.01
2021,Northwest Territories,European Union (27 members),1148.162,69.043
2021,Northwest Territories,Japan,0.0,0.0
2021,Northwest Territories,Mexico,0.001,0.0
2021,Northwest Territories,Other countries,513.195,30.86
2021,Northwest Territories,United Kingdom,0.001,0.0
2021,Northwest Territories,United States,1.45,0.087
2021,Nova Scotia,All countries,6212.053,100.0
2021,Nova Scotia,China,724.129,11.657
2021,Nova Scotia,European Union (27 members),569.753,9.172
2021,Nova Scotia,Japan,110.087,1.772
2021,Nova Scotia,Mexico,56.475,0.909
2021,Nova Scotia,Other countries,687.148,11.062
2021,Nova Scotia,United Kingdom,91.353,1.471
2021,Nova Scotia,United States,3973.107,63.958
2021,Nunavut,All countries,1800.498,100.0
2021,Nunavut,China,78.934,4.384
2021,Nunavut,European Union (27 members),876.234,48.666
2021,Nunavut,Japan,0.0,0.0
2021,Nunavut,Mexico,0.004,0.0
2021,Nunavut,Other countries,786.318,43.672
2021,Nunavut,United Kingdom,58.709,3.261
2021,Nunavut,United States,0.298,0.017
2021,Ontario,All countries,197174.779,100.0
2021,Ontario,China,2821.863,1.431
2021,Ontario,European Union (27 members),8275.54,4.197
2021,Ontario,Japan,2028.757,1.029
2021,Ontario,Mexico,2795.734,1.418
2021,Ontario,Other countries,15317.317,7.768
2021,Ontario,United Kingdom,13314.319,6.753
2021,Ontario,United States,152621.251,77.404
2021,Prince Edward Island,All countries,1694.113,100.0
2021,Prince Edward Island,China,27.49,1.623
2021,Prince Edward Island,European Union (27 members),132.934,7.847
2021,Prince Edward Island,Japan,13.429,0.793
2021,Prince Edward Island,Mexico,0.707,0.042
2021,Prince Edward Island,Other countries,132.181,7.802
2021,Prince Edward Island,United Kingdom,10.211,0.603
2021,Prince Edward Island,United States,1377.16,81.291
2021,Quebec,All countries,98143.363,100.0
2021,Quebec,China,4072.902,4.15
2021,Quebec,European Union (27 members),8778.482,8.945
2021,Quebec,Japan,1805.684,1.84
2021,Quebec,Mexico,1794.857,1.829
2021,Quebec,Other countries,10004.938,10.194
2021,Quebec,United Kingdom,900.989,0.918
2021,Quebec,United States,70785.512,72.125
2021,Saskatchewan,All countries,37039.154,100.0
2021,Saskatchewan,China,4143.812,11.188
2021,Saskatchewan,European Union (27 members),1573.231,4.247
2021,Saskatchewan,Japan,1328.887,3.588
2021,Saskatchewan,Mexico,992.618,2.68
2021,Saskatchewan,Other countries,8883.889,23.985
2021,Saskatchewan,United Kingdom,210.124,0.567
2021,Saskatchewan,United States,19906.594,53.745
2021,Yukon,All countries,166.946,100.0
2021,Yukon,China,0.0,0.0
2021,Yukon,European Union (27 members),0.397,0.238
2021,Yukon,Japan,0.158,0.094
2021,Yukon,Mexico,1.528,0.915
2021,Yukon,Other countries,5.077,3.041
2021,Yukon,United Kingdom,0.011,0.007
2021,Yukon,United States,159.775,95.705
2022,Alberta,All countries,204989.933,100.0
2022,Alberta,China,5048.786,2.463
2022,Alberta,European Union (27 members),1562.698,0.762
2022,Alberta,Japan,5146.197,2.51
2022,Alberta,Mexico,1359.471,0.663
2022,Alberta,Other countries,7802.08,3.806
2022,Alberta,United Kingdom,209.141,0.102
2022,Alberta,United States,183861.56,89.693
2022,British Columbia,All countries,64944.131,100.0
2022,British Columbia,China,8486.99,13.068
2022,British Columbia,European Union (27 members),2086.333,3.213
2022,British Columbia,Japan,6016.362,9.264
2022,British Columbia,Mexico,179.114,0.276
2022,British Columbia,Other countries,10321.889,15.893
2022,British Columbia,United Kingdom,495.217,0.763
2022,British Columbia,United States,37358.226,57.524
2022,Canada,All countries,731201.339,100.0
2022,Canada,China,27994.921,3.829
2022,Canada,European Union (27 members),33579.46,4.592
2022,Canada,Japan,17750.483,2.428
2022,Canada,Mexico,8725.537,1.193
2022,Canada,Other countries,65870.853,9.009
2022,Canada,United Kingdom,21676.821,2.965
2022,Canada,United States,555603.265,75.985
2022,Manitoba,All countries,20712.348,100.0
2022,Manitoba,China,1364.896,6.59
2022,Manitoba,European Union (27 members),358.897,1.733
2022,Manitoba,Japan,919.44,4.439
2022,Manitoba,Mexico,708.794,3.422
2022,Manitoba,Other countries,1984.377,9.581
2022,Manitoba,United Kingdom,102.288,0.494
2022,Manitoba,United States,15273.657,73.742
2022,New Brunswick,All countries,18802.267,100.0
2022,New Brunswick,China,209.891,1.116
2022,New Brunswick,European Union (27 members),241.761,1.286
2022,New Brunswick,Japan,79.998,0.425
2022,New Brunswick,Mexico,63.133,0.336
2022,New Brunswick,Other countries,721.049,3.835
2022,New Brunswick,United Kingdom,113.51,0.604
2022,New Brunswick,United States,17372.924,92.398
2022,Newfoundland and Labrador,All countries,15849.981,100.0
2022,Newfoundland and Labrador,China,848.934,5.356
2022,Newfoundland and Labrador,European Union (27 members),4375.23,27.604
2022,Newfoundland and Labrador,Japan,367.56,2.319
2022,Newfoundland and Labrador,Mexico,12.445,0.079
2022,Newfoundland and Labrador,Other countries,1462.242,9.226
2022,Newfoundland and Labrador,United Kingdom,1557.986,9.83
2022,Newfoundland and Labrador,United States,7225.585,45.587
2022,Northwest Territories,All countries,2126.283,100.0
2022,Northwest Territories,China,0.026,0.001
2022,Northwest Territories,European Union (27 members),1572.861,73.972
2022,Northwest Territories,Japan,0.0,0.0
2022,Northwest Territories,Mexico,0.0,0.0
2022,Northwest Territories,Other countries,550.845,25.906
2022,Northwest Territories,United Kingdom,0.0,0.0
2022,Northwest Territories,United States,2.55,0.12
2022,Nova Scotia,All countries,6603.613,100.0
2022,Nova Scotia,China,730.353,11.06
2022,Nova Scotia,European Union (27 members),588.296,8.909
2022,Nova Scotia,Japan,106.249,1.609
2022,Nova Scotia,Mexico,33.769,0.511
2022,Nova Scotia,Other countries,693.274,10.498
2022,Nova Scotia,United Kingdom,118.034,1.787
2022,Nova Scotia,United States,4333.639,65.625
2022,Nunavut,All countries,1475.973,100.0
2022,Nunavut,China,0.007,0.0
2022,Nunavut,European Union (27 members),610.167,41.34
2022,Nunavut,Japan,0.0,0.0
2022,Nunavut,Mexico,0.029,0.002
2022,Nunavut,Other countries,845.615,57.292
2022,Nunavut,United Kingdom,19.798,1.341
2022,Nunavut,United States,0.357,0.024
2022,Ontario,All countries,229948.181,100.0
2022,Ontario,China,2838.545,1.234
2022,Ontario,European Union (27 members),10202.025,4.437
2022,Ontario,Japan,2237.988,0.973
2022,Ontario,Mexico,3249.006,1.413
2022,Ontario,Other countries,17360.192,7.55
2022,Ontario,United Kingdom,17391.825,7.563
2022,Ontario,United States,176668.6,76.83
2022,Prince Edward Island,All countries,1988.986,100.0
2022,Prince Edward Island,China,31.815,1.6
2022,Prince Edward Island,European Union (27 members),198.86,9.998
2022,Prince Edward Island,Japan,27.935,1.404
2022,Prince Edward Island,Mexico,0.96,0.048
2022,Prince Edward Island,Other countries,164.545,8.273
2022,Prince Edward Island,United Kingdom,13.289,0.668
2022,Prince Edward Island,United States,1551.582,78.009
2022,Quebec,All countries,111027.696,100.0
2022,Quebec,China,3358.313,3.025
2022,Quebec,European Union (27 members),9575.257,8.624
2022,Quebec,Japan,1643.892,1.481
2022,Quebec,Mexico,2096.41,1.888
2022,Quebec,Other countries,10651.3,9.593
2022,Quebec,United Kingdom,1271.054,1.145
2022,Quebec,United States,82431.47,74.244
2022,Saskatchewan,All countries,52533.624,100.0
2022,Saskatchewan,China,5076.367,9.663
2022,Saskatchewan,European Union (27 members),2206.6,4.2
2022,Saskatchewan,Japan,1204.861,2.294
2022,Saskatchewan,Mexico,1020.873,1.943
2022,Saskatchewan,Other countries,13308.677,25.334
2022,Saskatchewan,United Kingdom,384.662,0.732
2022,Saskatchewan,United States,29331.584,55.834
2022,Yukon,All countries,198.321,100.0
2022,Yukon,China,0.0,0.0
2022,Yukon,European Union (27 members),0.474,0.239
2022,Yukon,Japan,0.0,0.0
2022,Yukon,Mexico,1.534,0.773
2022,Yukon,Other countries,4.768,2.404
2022,Yukon,United Kingdom,0.017,0.009
2022,Yukon,United States,191.529,96.575
2023,Alberta,All countries,174760.164,100.0
2023,Alberta,China,5481.79,3.137
2023,Alberta,European Union (27 members),1736.653,0.994
2023,Alberta,Japan,2862.464,1.638
2023,Alberta,Mexico,908.78,0.52
2023,Alberta,Other countries,7576.901,4.336
2023,Alberta,United Kingdom,267.489,0.153
2023,Alberta,United States,155926.087,89.223
2023,British Columbia,All countries,56299.711,100.0
2023,British Columbia,China,7939.481,14.102
2023,British Columbia,European Union (27 members),2244.873,3.987
2023,British Columbia,Japan,6235.453,11.075
2023,British Columbia,Mexico,163.52,0.29
2023,British Columbia,Other countries,9016.89,16.016
2023,British Columbia,United Kingdom,283.414,0.503
2023,British Columbia,United States,30416.079,54.025
2023,Canada,All countries,712325.752,100.0
2023,Canada,China,29489.971,4.14
2023,Canada,European Union (27 members),31586.398,4.434
2023,Canada,Japan,15584.352,2.188
2023,Canada,Mexico,8389.014,1.178
2023,Canada,Other countries,65319.165,9.17
2023,Canada,United Kingdom,14388.758,2.02
2023,Canada,United States,547568.094,76.87
2023,Manitoba,All countries,21595.802,100.0
2023,Manitoba,China,1818.79,8.422
2023,Manitoba,European Union (27 members),427.828,1.981
2023,Manitoba,Japan,828.482,3.836
2023,Manitoba,Mexico,626.598,2.901
2023,Manitoba,Other countries,2289.798,10.603
2023,Manitoba,United Kingdom,124.894,0.578
2023,Manitoba,United States,15479.412,71.678
2023,New Brunswick,All countries,16904.037,100.0
2023,New Brunswick,China,225.743,1.335
2023,New Brunswick,European Union (27 members),203.236,1.202
2023,New Brunswick,Japan,56.982,0.337
2023,New Brunswick,Mexico,32.085,0.19
2023,New Brunswick,Other countries,775.595,4.588
2023,New Brunswick,United Kingdom,42.59,0.252
2023,New Brunswick,United States,15567.806,92.095
2023,Newfoundland and Labrador,All countries,12348.873,100.0
2023,Newfoundland and Labrador,China,777.234,6.294
2023,Newfoundland and Labrador,European Union (27 members),4316.596,34.955
2023,Newfoundland and Labrador,Japan,324.721,2.63
2023,Newfoundland and Labrador,Mexico,16.034,0.13
2023,Newfoundland and Labrador,Other countries,843.44,6.83
2023,Newfoundland and Labrador,United Kingdom,1491.938,12.082
2023,Newfoundland and Labrador,United States,4578.91,37.08
2023,Northwest Territories,All countries,1847.411,100.0
2023,Northwest Territories,China,0.35,0.019
2023,Northwest Territories,European Union (27 members),1316.353,71.254
2023,Northwest Territories,Japan,0.0,0.0
2023,Northwest Territories,Mexico,0.0,0.0
2023,Northwest Territories,Other countries,525.102,28.424
2023,Northwest Territories,United Kingdom,0.007,0.0
2023,Northwest Territories,United States,5.599,0.303
2023,Nova Scotia,All countries,6491.61,100.0
2023,Nova Scotia,China,773.001,11.908
2023,Nova Scotia,European Union (27 members),470.256,7.244
2023,Nova Scotia,Japan,95.971,1.478
2023,Nova Scotia,Mexico,28.568,0.44
2023,Nova Scotia,Other countries,649.845,10.011
2023,Nova Scotia,United Kingdom,96.022,1.479
2023,Nova Scotia,United States,4377.948,67.44
2023,Nunavut,All countries,2013.114,100.0
2023,Nunavut,China,11.904,0.591
2023,Nunavut,European Union (27 members),828.084,41.134
2023,Nunavut,Japan,0.008,0.0
2023,Nunavut,Mexico,0.004,0.0
2023,Nunavut,Other countries,1153.37,57.293
2023,Nunavut,United Kingdom,19.439,0.966
2023,Nunavut,United States,0.304,0.015
2023,Ontario,All countries,251996.306,100.0
2023,Ontario,China,2896.138,1.149
2023,Ontario,European Union (27 members),8122.481,3.223
2023,Ontario,Japan,2406.057,0.955
2023,Ontario,Mexico,3770.183,1.496
2023,Ontario,Other countries,19664.747,7.804
2023,Ontario,United Kingdom,10148.551,4.027
2023,Ontario,United States,204988.148,81.346
2023,Prince Edward Island,All countries,2337.431,100.0
2023,Prince Edward Island,China,26.871,1.15
2023,Prince Edward Island,European Union (27 members),232.751,9.958
2023,Prince Edward Island,Japan,26.829,1.148
2023,Prince Edward Island,Mexico,4.255,0.182
2023,Prince Edward Island,Other countries,253.907,10.863
2023,Prince Edward Island,United Kingdom,23.953,1.025
2023,Prince Edward Island,United States,1768.865,75.676
2023,Quebec,All countries,116109.238,100.0
2023,Quebec,China,4062.676,3.499
2023,Quebec,European Union (27 members),9076.112,7.817
2023,Quebec,Japan,1737.892,1.497
2023,Quebec,Mexico,1876.418,1.616
2023,Quebec,Other countries,10826.897,9.325
2023,Quebec,United Kingdom,1335.112,1.15
2023,Quebec,United States,87194.131,75.097
2023,Saskatchewan,All countries,49512.335,100.0
2023,Saskatchewan,China,5475.994,11.06
2023,Saskatchewan,European Union (27 members),2610.745,5.273
2023,Saskatchewan,Japan,1009.22,2.038
2023,Saskatchewan,Mexico,961.799,1.943
2023,Saskatchewan,Other countries,11738.564,23.708
2023,Saskatchewan,United Kingdom,555.333,1.122
2023,Saskatchewan,United States,27160.681,54.856
2023,Yukon,All countries,109.721,100.0
2023,Yukon,China,0.0,0.0
2023,Yukon,European Union (27 members),0.429,0.391
2023,Yukon,Japan,0.273,0.249
2023,Yukon,Mexico,0.772,0.704
2023,Yukon,Other countries,4.108,3.744
2023,Yukon,United Kingdom,0.016,0.015
2023,Yukon,United States,104.123,94.898
2024,Alberta,All countries,182634.257,100.0
2024,Alberta,China,6785.453,3.715
2024,Alberta,European Union (27 members),1677.509,0.919
2024,Alberta,Japan,2655.479,1.454
2024,Alberta,Mexico,788.121,0.432
2024,Alberta,Other countries,8546.77,4.68
2024,Alberta,United Kingdom,245.11,0.134
2024,Alberta,United States,161935.816,88.667
2024,British Columbia,All countries,54869.999,100.0
2024,British Columbia,China,8533.958,15.553
2024,British Columbia,European Union (27 members),1857.414,3.385
2024,British Columbia,Japan,5660.492,10.316
2024,British Columbia,Mexico,175.257,0.319
2024,British Columbia,Other countries,9503.059,17.319
2024,British Columbia,United Kingdom,289.332,0.527
2024,British Columbia,United States,28850.488,52.58
2024,Canada,All countries,723061.133,100.0
2024,Canada,China,29412.774,4.068
2024,Canada,European Union (27 members),31297.496,4.328
2024,Canada,Japan,14820.773,2.05
2024,Canada,Mexico,8166.598,1.129
2024,Canada,Other countries,63802.7,8.824
2024,Canada,United Kingdom,27509.806,3.805
2024,Canada,United States,548050.986,75.796
2024,Manitoba,All countries,21941.72,100.0
2024,Manitoba,China,1606.608,7.322
2024,Manitoba,European Union (27 members),527.789,2.405
2024,Manitoba,Japan,952.936,4.343
2024,Manitoba,Mexico,584.867,2.666
2024,Manitoba,Other countries,2377.395,10.835
2024,Manitoba,United Kingdom,170.053,0.775
2024,Manitoba,United States,15722.073,71.654
2024,New Brunswick,All countries,17474.967,100.0
2024,New Brunswick,China,201.909,1.155
2024,New Brunswick,European Union (27 members),341.036,1.952
2024,New Brunswick,Japan,58.757,0.336
2024,New Brunswick,Mexico,21.619,0.124
2024,New Brunswick,Other countries,947.776,5.424
2024,New Brunswick,United Kingdom,111.312,0.637
2024,New Brunswick,United States,15792.558,90.372
2024,Newfoundland and Labrador,All countries,13635.837,100.0
2024,Newfoundland and Labrador,China,739.479,5.423
2024,Newfoundland and Labrador,European Union (27 members),3763.007,27.596
2024,Newfoundland and Labrador,Japan,340.292,2.496
2024,Newfoundland and Labrador,Mexico,9.598,0.07
2024,Newfoundland and Labrador,Other countries,1068.691,7.837
2024,Newfoundland and Labrador,United Kingdom,839.716,6.158
2024,Newfoundland and Labrador,United States,6875.054,50.419
2024,Northwest Territories,All countries,1390.04,100.0
2024,Northwest Territories,China,0.274,0.02
2024,Northwest Territories,European Union (27 members),980.076,70.507
2024,Northwest Territories,Japan,0.0,0.0
2024,Northwest Territories,Mexico,0.002,0.0
2024,Northwest Territories,Other countries,408.746,29.405
2024,Northwest Territories,United Kingdom,0.01,0.001
2024,Northwest Territories,United States,0.93,0.067
2024,Nova Scotia,All countries,6632.624,100.0
2024,Nova Scotia,China,688.802,10.385
2024,Nova Scotia,European Union (27 members),481.505,7.26
2024,Nova Scotia,Japan,94.481,1.424
2024,Nova Scotia,Mexico,30.638,0.462
2024,Nova Scotia,Other countries,635.694,9.584
2024,Nova Scotia,United Kingdom,98.176,1.48
2024,Nova Scotia,United States,4603.328,69.404
2024,Nunavut,All countries,2280.054,100.0
2024,Nunavut,China,0.135,0.006
2024,Nunavut,European Union (27 members),700.84,30.738
2024,Nunavut,Japan,0.0,0.0
2024,Nunavut,Mexico,0.093,0.004
2024,Nunavut,Other countries,1578.403,69.227
2024,Nunavut,United Kingdom,0.127,0.006
2024,Nunavut,United States,0.456,0.02
2024,Ontario,All countries,252457.298,100.0
2024,Ontario,China,2771.754,1.098
2024,Ontario,European Union (27 members),7859.66,3.113
2024,Ontario,Japan,2093.886,0.829
2024,Ontario,Mexico,4088.031,1.619
2024,Ontario,Other countries,17606.714,6.974
2024,Ontario,United Kingdom,23543.227,9.326
2024,Ontario,United States,194494.026,77.04
2024,Prince Edward Island,All countries,2520.792,100.0
2024,Prince Edward Island,China,28.041,1.112
2024,Prince Edward Island,European Union (27 members),234.081,9.286
2024,Prince Edward Island,Japan,18.338,0.727
2024,Prince Edward Island,Mexico,1.282,0.051
2024,Prince Edward Island,Other countries,312.625,12.402
2024,Prince Edward Island,United Kingdom,20.542,0.815
2024,Prince Edward Island,United States,1905.882,75.606
2024,Quebec,All countries,121702.783,100.0
2024,Quebec,China,3661.576,3.009
2024,Quebec,European Union (27 members),10024.595,8.237
2024,Quebec,Japan,2017.107,1.657
2024,Quebec,Mexico,1827.419,1.502
2024,Quebec,Other countries,11567.051,9.504
2024,Quebec,United Kingdom,1596.923,1.312
2024,Quebec,United States,91008.111,74.779
2024,Saskatchewan,All countries,45371.088,100.0
2024,Saskatchewan,China,4394.785,9.686
2024,Saskatchewan,European Union (27 members),2849.291,6.28
2024,Saskatchewan,Japan,928.67,2.047
2024,Saskatchewan,Mexico,638.732,1.408
2024,Saskatchewan,Other countries,9246.767,20.38
2024,Saskatchewan,United Kingdom,595.278,1.312
2024,Saskatchewan,United States,26717.564,58.887
2024,Yukon,All countries,149.675,100.0
2024,Yukon,China,0.0,0.0
2024,Yukon,European Union (27 members),0.694,0.463
2024,Yukon,Japan,0.334,0.223
2024,Yukon,Mexico,0.94,0.628
2024,Yukon,Other countries,3.008,2.01
2024,Yukon,United Kingdom,0.0,0.0
2024,Yukon,United States,144.699,96.676
2025,Alberta,All countries,177964.624,100.0
2025,Alberta,China,10192.668,5.727
2025,Alberta,European Union (27 members),1993.953,1.12
2025,Alberta,Japan,2387.586,1.342
2025,Alberta,Mexico,992.365,0.558
2025,Alberta,Other countries,10163.749,5.711
2025,Alberta,United Kingdom,192.139,0.108
2025,Alberta,United States,152042.164,85.434
2025,British Columbia,All countries,54744.431,100.0
2025,British Columbia,China,10826.484,19.776
2025,British Columbia,European Union (27 members),1948.814,3.56
2025,British Columbia,Japan,4706.829,8.598
2025,British Columbia,Mexico,400.642,0.732
2025,British Columbia,Other countries,8602.52,15.714
2025,British Columbia,United Kingdom,342.929,0.626
2025,British Columbia,United States,27916.212,50.994
2025,Canada,All countries,720769.313,100.0
2025,Canada,China,34368.387,4.768
2025,Canada,European Union (27 members),38619.432,5.358
2025,Canada,Japan,14385.616,1.996
2025,Canada,Mexico,8450.508,1.172
2025,Canada,Other countries,61964.479,8.597
2025,Canada,United Kingdom,45698.158,6.34
2025,Canada,United States,517282.733,71.768
2025,Manitoba,All countries,19635.374,100.0
2025,Manitoba,China,1191.034,6.066
2025,Manitoba,European Union (27 members),830.293,4.229
2025,Manitoba,Japan,1138.055,5.796
2025,Manitoba,Mexico,702.261,3.577
2025,Manitoba,Other countries,2638.902,13.44
2025,Manitoba,United Kingdom,192.825,0.982
2025,Manitoba,United States,12942.005,65.912
2025,New Brunswick,All countries,16009.882,100.0
2025,New Brunswick,China,149.558,0.934
2025,New Brunswick,European Union (27 members),323.974,2.024
2025,New Brunswick,Japan,56.205,0.351
2025,New Brunswick,Mexico,22.131,0.138
2025,New Brunswick,Other countries,815.576,5.094
2025,New Brunswick,United Kingdom,169.369,1.058
2025,New Brunswick,United States,14473.069,90.401
2025,Newfoundland and Labrador,All countries,13676.662,100.0
2025,Newfoundland and Labrador,China,799.121,5.843
2025,Newfoundland and Labrador,European Union (27 members),5834.709,42.662
2025,Newfoundland and Labrador,Japan,182.545,1.335
2025,Newfoundland and Labrador,Mexico,9.406,0.069
2025,Newfoundland and Labrador,Other countries,995.06,7.276
2025,Newfoundland and Labrador,United Kingdom,1095.362,8.009
2025,Newfoundland and Labrador,United States,4760.46,34.807
2025,Northwest Territories,All countries,1009.315,100.0
2025,Northwest Territories,China,0.133,0.013
2025,Northwest Territories,European Union (27 members),772.811,76.568
2025,Northwest Territories,Japan,0.0,0.0
2025,Northwest Territories,Mexico,0.0,0.0
2025,Northwest Territories,Other countries,233.806,23.165
2025,Northwest Territories,United Kingdom,0.0,0.0
2025,Northwest Territories,United States,2.566,0.254
2025,Nova Scotia,All countries,6608.964,100.0
2025,Nova Scotia,China,508.038,7.687
2025,Nova Scotia,European Union (27 members),556.885,8.426
2025,Nova Scotia,Japan,77.854,1.178
2025,Nova Scotia,Mexico,28.808,0.436
2025,Nova Scotia,Other countries,753.129,11.396
2025,Nova Scotia,United Kingdom,100.119,1.515
2025,Nova Scotia,United States,4584.131,69.362
2025,Nunavut,All countries,1168.162,100.0
2025,Nunavut,China,0.191,0.016
2025,Nunavut,European Union (27 members),475.453,40.701
2025,Nunavut,Japan,0.025,0.002
2025,Nunavut,Mexico,0.237,0.02
2025,Nunavut,Other countries,665.549,56.974
2025,Nunavut,United Kingdom,26.216,2.244
2025,Nunavut,United States,0.491,0.042
2025,Ontario,All countries,265982.569,100.0
2025,Ontario,China,3246.859,1.221
2025,Ontario,European Union (27 members),9458.73,3.556
2025,Ontario,Japan,2545.054,0.957
2025,Ontario,Mexico,3709.173,1.395
2025,Ontario,Other countries,15001.914,5.64
2025,Ontario,United Kingdom,41702.965,15.679
2025,Ontario,United States,190317.874,71.553
2025,Prince Edward Island,All countries,2542.557,100.0
2025,Prince Edward Island,China,20.474,0.805
2025,Prince Edward Island,European Union (27 members),224.781,8.841
2025,Prince Edward Island,Japan,26.033,1.024
2025,Prince Edward Island,Mexico,1.985,0.078
2025,Prince Edward Island,Other countries,210.462,8.278
2025,Prince Edward Island,United Kingdom,23.395,0.92
2025,Prince Edward Island,United States,2035.426,80.054
2025,Quebec,All countries,117640.982,100.0
2025,Quebec,China,4565.06,3.881
2025,Quebec,European Union (27 members),12499.748,10.625
2025,Quebec,Japan,2033.327,1.728
2025,Quebec,Mexico,1633.217,1.388
2025,Quebec,Other countries,11303.862,9.609
2025,Quebec,United Kingdom,1266.757,1.077
2025,Quebec,United States,84339.012,71.692
2025,Saskatchewan,All countries,43580.371,100.0
2025,Saskatchewan,China,2868.766,6.583
2025,Saskatchewan,European Union (27 members),3692.994,8.474
2025,Saskatchewan,Japan,1232.027,2.827
2025,Saskatchewan,Mexico,948.742,2.177
2025,Saskatchewan,Other countries,10568.371,24.25
2025,Saskatchewan,United Kingdom,586.021,1.345
2025,Saskatchewan,United States,23683.451,54.344
2025,Yukon,All countries,205.418,100.0
2025,Yukon,China,0.0,0.0
2025,Yukon,European Union (27 members),6.289,3.061
2025,Yukon,Japan,0.076,0.037
2025,Yukon,Mexico,1.542,0.751
2025,Yukon,Other countries,11.579,5.637
2025,Yukon,United Kingdom,0.06,0.029
2025,Yukon,United States,185.872,90.484
