country_code,year,gdp_per_hour,country_name
FIN,2014,70.85220686024935,Finland
FIN,2015,71.00077712563343,Finland
FIN,2016,72.46938137595751,Finland
FIN,2017,74.69303514938885,Finland
FIN,2018,73.7590794146724,Finland
FIN,2019,74.13391247533559,Finland
FIN,2020,74.39569181773997,Finland
FIN,2021,74.76044863224337,Finland
FIN,2022,73.4732294969573,Finland
FIN,2023,72.55715741636558,Finland
FIN,2024,73.0695461643615,Finland
FIN,2025,74.07163062498547,Finland
FRA,2000,70.85743052076646,France
FRA,2001,72.06955831191488,France
FRA,2002,74.10581019318232,France
FRA,2003,74.61501239866742,France
FRA,2004,75.44524330912134,France
FRA,2005,76.27659492354428,France
FRA,2006,78.28361239848624,France
FRA,2007,77.97753895026203,France
FRA,2008,77.54042308591072,France
FRA,2009,76.8027504882978,France
FRA,2010,77.85357188010154,France
FRA,2011,78.84804217457598,France
FRA,2012,79.01055177542162,France
FRA,2013,80.27012782965568,France
FRA,2014,81.09889422996471,France
FRA,2015,81.75023489913757,France
FRA,2016,81.69518874298812,France
FRA,2017,83.27315061500995,France
FRA,2018,83.37878369628443,France
FRA,2019,83.81363260592403,France
FRA,2020,83.95951431576162,France
FRA,2021,82.81808739196273,France
FRA,2022,81.543252586781,France
FRA,2023,81.54011898441563,France
FRA,2024,81.56012895571257,France
FRA,2025,82.75664559583473,France
GBR,2000,62.54350450960188,United Kingdom
GBR,2001,63.3255717225407,United Kingdom
GBR,2002,64.66838094887979,United Kingdom
GBR,2003,66.48430378749374,United Kingdom
GBR,2004,67.29071674104958,United Kingdom
GBR,2005,67.43534655217455,United Kingdom
GBR,2006,69.1283248602085,United Kingdom
GBR,2007,70.20029410305284,United Kingdom
GBR,2008,69.41155253785938,United Kingdom
GBR,2009,68.39589366388903,United Kingdom
GBR,2010,69.76826910059803,United Kingdom
GBR,2011,70.51785584896145,United Kingdom
GBR,2012,70.06010146866744,United Kingdom
GBR,2013,69.2361189320631,United Kingdom
GBR,2014,70.06233567338391,United Kingdom
GBR,2015,70.51076710063012,United Kingdom
GBR,2016,69.73941161730005,United Kingdom
GBR,2017,72.06557151915904,United Kingdom
GBR,2018,72.4054682094285,United Kingdom
