date,usdcad,eurcad,jpycad
2021-12-07,1.266,1.4242,0.01114
2021-12-08,1.2642,1.4326,0.01111
2021-12-09,1.27,1.4345,0.01119
2021-12-10,1.2714,1.4374,0.01121
2021-12-13,1.2791,1.4441,0.01127
2021-12-14,1.2845,1.4486,0.0113
2021-12-15,1.2893,1.4519,0.01132
2021-12-16,1.2782,1.4473,0.01124
2021-12-17,1.2846,1.449,0.01131
2021-12-20,1.2942,1.4608,0.0114
2021-12-21,1.2927,1.4577,0.01134
2021-12-22,1.2865,1.4567,0.01126
2021-12-23,1.2816,1.4509,0.0112
2021-12-24,1.2813,1.4502,0.0112
2021-12-29,1.2804,1.4517,0.01114
2021-12-30,1.2776,1.4462,0.0111
2021-12-31,1.2678,1.4391,0.01101
2022-01-04,1.2708,1.4347,0.01094
2022-01-05,1.2717,1.4407,0.01097
2022-01-06,1.2741,1.44,0.011
2022-01-07,1.2666,1.4367,0.01095
2022-01-10,1.2679,1.4351,0.011
2022-01-11,1.2606,1.4309,0.01092
2022-01-12,1.251,1.4295,0.0109
2022-01-13,1.2484,1.4311,0.01094
2022-01-14,1.2545,1.4329,0.01101
2022-01-17,1.252,1.4281,0.01093
2022-01-18,1.2529,1.4211,0.01093
2022-01-19,1.2492,1.4175,0.01093
2022-01-20,1.2474,1.4136,0.01093
2022-01-21,1.2545,1.4233,0.01103
2022-01-24,1.2656,1.432,0.01112
2022-01-25,1.2629,1.4252,0.01109
2022-01-26,1.2606,1.4218,0.01102
2022-01-27,1.2712,1.417,0.01102
2022-01-28,1.2772,1.4243,0.01108
2022-01-31,1.2719,1.426,0.01104
2022-02-01,1.2694,1.4287,0.01106
2022-02-02,1.2677,1.4336,0.01109
2022-02-03,1.2679,1.4468,0.01104
2022-02-04,1.2758,1.4606,0.01107
2022-02-07,1.2688,1.4507,0.01103
2022-02-08,1.2709,1.4508,0.011
2022-02-09,1.268,1.4496,0.01098
2022-02-10,1.2682,1.4519,0.01094
2022-02-11,1.2702,1.4459,0.01098
2022-02-14,1.2738,1.4402,0.01102
2022-02-15,1.2741,1.4468,0.01102
2022-02-16,1.2686,1.443,0.01099
2022-02-17,1.2695,1.4427,0.01104
2022-02-18,1.2734,1.4434,0.01107
2022-02-22,1.2743,1.4448,0.01108
2022-02-23,1.2718,1.4397,0.01105
2022-02-24,1.2832,1.4328,0.01113
2022-02-25,1.2747,1.4335,0.01103
2022-02-28,1.2698,1.4238,0.01103
2022-03-01,1.2708,1.4143,0.01107
2022-03-02,1.2668,1.4066,0.01097
2022-03-03,1.2664,1.4012,0.01096
2022-03-04,1.275,1.3923,0.01109
2022-03-07,1.2773,1.3897,0.01107
2022-03-08,1.2867,1.4031,0.01113
2022-03-09,1.2821,1.4173,0.01107
2022-03-10,1.2776,1.4067,0.01101
2022-03-11,1.272,1.392,0.01086
2022-03-14,1.2777,1.401,0.01083
2022-03-15,1.2803,1.4039,0.01083
2022-03-16,1.2721,1.3994,0.01074
2022-03-17,1.2651,1.4031,0.01067
2022-03-18,1.2617,1.393,0.01059
2022-03-21,1.2593,1.3894,0.01056
2022-03-22,1.2588,1.3879,0.01043
2022-03-23,1.2571,1.3822,0.01039
2022-03-24,1.2545,1.379,0.01028
2022-03-25,1.2502,1.3751,0.01025
2022-03-28,1.2541,1.3767,0.01015
2022-03-29,1.2509,1.3881,0.01019
2022-03-30,1.247,1.3906,0.01023
2022-03-31,1.2496,1.3853,0.01028
2022-04-01,1.2512,1.3816,0.0102
2022-04-04,1.249,1.3718,0.01017
2022-04-05,1.2451,1.361,0.0101
2022-04-06,1.2509,1.3648,0.0101
2022-04-07,1.2584,1.3713,0.01015
2022-04-08,1.2589,1.368,0.01012
2022-04-11,1.2621,1.3741,0.01005
2022-04-12,1.2617,1.3695,0.01007
2022-04-13,1.2607,1.369,0.01003
2022-04-14,1.2601,1.3635,0.01001
2022-04-18,1.2618,1.3614,0.00995
2022-04-19,1.2624,1.3625,0.00981
2022-04-20,1.2502,1.356,0.00978
2022-04-21,1.2529,1.3604,0.00976
2022-04-22,1.2702,1.3714,0.00988
2022-04-25,1.2758,1.3675,0.00998
2022-04-26,1.2797,1.364,0.01004
2022-04-27,1.2828,1.354,0.01
2022-04-28,1.2829,1.3477,0.0098
2022-04-29,1.2792,1.3492,0.00985
2022-05-02,1.2895,1.3556,0.00991
2022-05-03,1.2847,1.3537,0.00988
2022-05-04,1.281,1.3518,0.00986
2022-05-05,1.2822,1.35,0.00984
2022-05-06,1.2882,1.3612,0.00987
2022-05-09,1.2964,1.3683,0.00994
2022-05-10,1.3012,1.3716,0.00999
2022-05-11,1.297,1.3668,0.00997
2022-05-12,1.3039,1.3549,0.01017
2022-05-13,1.2953,1.3465,0.01002
2022-05-16,1.2888,1.3431,0.00998
2022-05-17,1.2834,1.3526,0.00992
2022-05-18,1.2841,1.348,0.01
2022-05-19,1.2809,1.3548,0.01004
2022-05-20,1.2829,1.3542,0.01003
2022-05-24,1.2826,1.376,0.01012
2022-05-25,1.2837,1.3695,0.01009
2022-05-26,1.2792,1.3706,0.01006
2022-05-27,1.2738,1.3656,0.01003
2022-05-30,1.2662,1.3644,0.00992
2022-05-31,1.2648,1.3561,0.00984
2022-06-01,1.2639,1.3485,0.00973
2022-06-02,1.2597,1.3512,0.0097
2022-06-03,1.2579,1.3489,0.00962
2022-06-06,1.2564,1.3447,0.00956
2022-06-07,1.2555,1.3424,0.00947
2022-06-08,1.254,1.3455,0.00935
2022-06-09,1.2644,1.3482,0.00943
2022-06-10,1.2777,1.345,0.00952
2022-06-13,1.2859,1.3425,0.00959
2022-06-14,1.294,1.3493,0.0096
2022-06-15,1.2948,1.3481,0.00963
2022-06-16,1.2928,1.3594,0.00977
2022-06-17,1.3035,1.3662,0.00966
2022-06-20,1.2994,1.3668,0.00962
2022-06-21,1.2929,1.3632,0.00949
2022-06-22,1.2942,1.3677,0.00951
2022-06-23,1.2982,1.3653,0.00963
2022-06-24,1.2933,1.3637,0.00957
2022-06-27,1.2887,1.3644,0.00952
2022-06-28,1.2864,1.3545,0.00945
2022-06-29,1.2878,1.3484,0.00943
2022-06-30,1.2886,1.3467,0.00949
2022-07-04,1.2867,1.3424,0.00949
2022-07-05,1.3038,1.3378,0.0096
2022-07-06,1.3047,1.3283,0.00962
2022-07-07,1.2986,1.3203,0.00955
2022-07-08,1.2968,1.3184,0.00952
2022-07-11,1.3,1.3092,0.00946
2022-07-12,1.3015,1.3083,0.00952
2022-07-13,1.2976,1.306,0.00945
2022-07-14,1.3138,1.3147,0.00945
2022-07-15,1.3038,1.3137,0.00941
2022-07-18,1.2948,1.3152,0.00937
2022-07-19,1.2904,1.3211,0.00936
2022-07-20,1.2884,1.3136,0.00932
2022-07-21,1.2895,1.3151,0.00934
2022-07-22,1.2876,1.3151,0.00945
2022-07-25,1.2852,1.3143,0.00941
2022-07-26,1.2883,1.3048,0.00943
2022-07-27,1.2872,1.3053,0.00939
2022-07-28,1.2835,1.3039,0.00954
2022-07-29,1.2824,1.3072,0.0096
2022-08-02,1.2856,1.3109,0.00974
2022-08-03,1.2853,1.3056,0.00959
2022-08-04,1.2854,1.3135,0.00965
2022-08-05,1.2934,1.3162,0.00958
2022-08-08,1.2857,1.3114,0.00954
2022-08-09,1.288,1.3168,0.00954
2022-08-10,1.2789,1.3198,0.00963
2022-08-11,1.2753,1.3178,0.00962
2022-08-12,1.2783,1.3121,0.00957
2022-08-15,1.2908,1.3142,0.0097
2022-08-16,1.2867,1.3081,0.00958
2022-08-17,1.2912,1.3134,0.00955
2022-08-18,1.2928,1.308,0.00955
2022-08-19,1.2991,1.3049,0.00949
2022-08-22,1.3035,1.2979,0.00949
2022-08-23,1.2972,1.2927,0.00949
2022-08-24,1.2983,1.292,0.00948
2022-08-25,1.2937,1.2897,0.00947
2022-08-26,1.2989,1.2988,0.00947
2022-08-29,1.3009,1.3013,0.00938
2022-08-30,1.3076,1.3101,0.00943
2022-08-31,1.3111,1.3161,0.00945
2022-09-01,1.3166,1.311,0.00941
2022-09-02,1.3121,1.3106,0.00936
2022-09-06,1.3139,1.3015,0.00921
2022-09-07,1.3164,1.3099,0.00912
2022-09-08,1.3116,1.3087,0.00911
2022-09-09,1.3035,1.3094,0.00914
2022-09-12,1.298,1.3147,0.00911
2022-09-13,1.311,1.3128,0.0091
2022-09-14,1.3166,1.3153,0.00921
2022-09-15,1.32,1.3196,0.0092
2022-09-16,1.3285,1.3279,0.00929
2022-09-19,1.3288,1.3293,0.00927
2022-09-20,1.3345,1.3314,0.00929
2022-09-21,1.3397,1.3242,0.0093
2022-09-22,1.348,1.327,0.00949
2022-09-23,1.357,1.3187,0.00948
2022-09-26,1.3716,1.3213,0.0095
2022-09-27,1.3726,1.3185,0.00948
2022-09-28,1.366,1.3204,0.00947
2022-09-29,1.3707,1.3383,0.00948
2022-10-03,1.3662,1.3389,0.00944
2022-10-04,1.3574,1.3516,0.0094
2022-10-05,1.3641,1.3474,0.00943
2022-10-06,1.3719,1.3475,0.00947
2022-10-07,1.3712,1.3384,0.00944
2022-10-11,1.3775,1.3402,0.00946
2022-10-12,1.3802,1.3384,0.0094
2022-10-13,1.3806,1.3455,0.00938
2022-10-14,1.3856,1.3486,0.00934
2022-10-17,1.373,1.3479,0.00923
2022-10-18,1.3756,1.3548,0.00922
2022-10-19,1.3779,1.3471,0.0092
2022-10-20,1.3729,1.3458,0.00916
2022-10-21,1.3713,1.3455,0.0092
2022-10-24,1.3722,1.354,0.00921
2022-10-25,1.3638,1.3563,0.00921
2022-10-26,1.3565,1.364,0.00925
2022-10-27,1.3547,1.3534,0.00927
2022-10-28,1.3615,1.3549,0.00923
2022-10-31,1.3649,1.3502,0.00918
2022-11-01,1.3614,1.3468,0.0092
2022-11-02,1.363,1.3472,0.00927
2022-11-03,1.3749,1.3415,0.00928
2022-11-04,1.3517,1.3385,0.00919
2022-11-07,1.3493,1.3505,0.00921
2022-11-08,1.3441,1.3515,0.00922
2022-11-09,1.348,1.3514,0.00921
2022-11-10,1.3378,1.3578,0.0094
2022-11-14,1.3288,1.3733,0.00947
2022-11-15,1.329,1.379,0.00955
2022-11-16,1.3311,1.3829,0.00954
2022-11-17,1.335,1.3809,0.00951
2022-11-18,1.3385,1.3846,0.00955
2022-11-21,1.3452,1.3778,0.00948
2022-11-22,1.3396,1.3773,0.00948
2022-11-23,1.3392,1.3882,0.00957
2022-11-24,1.3338,1.3886,0.00964
2022-11-25,1.3377,1.3905,0.00961
2022-11-28,1.3453,1.3982,0.0097
2022-11-29,1.3578,1.4043,0.0098
2022-11-30,1.3508,1.3992,0.00972
2022-12-01,1.3433,1.4107,0.0099
2022-12-02,1.3468,1.4149,0.00998
2022-12-05,1.3532,1.4236,0.00993
2022-12-06,1.3649,1.4319,0.00999
2022-12-07,1.364,1.4343,0.00999
2022-12-08,1.3582,1.4321,0.00994
2022-12-09,1.363,1.437,0.00999
2022-12-12,1.3658,1.4395,0.00994
2022-12-13,1.3547,1.4399,0.01001
2022-12-14,1.3561,1.4451,0.01004
2022-12-15,1.364,1.4511,0.00992
2022-12-16,1.3687,1.4526,0.01001
2022-12-19,1.3653,1.4485,0.00998
2022-12-20,1.3621,1.4466,0.01034
2022-12-21,1.3612,1.4446,0.0103
2022-12-22,1.3656,1.4469,0.01032
2022-12-23,1.3603,1.4441,0.01024
2022-12-28,1.3565,1.4421,0.01011
2022-12-29,1.3557,1.446,0.01018
2022-12-30,1.3544,1.4458,0.01027
2023-01-03,1.3658,1.442,0.01045
2023-01-04,1.3508,1.4327,0.01024
2023-01-05,1.3564,1.4293,0.01016
2023-01-06,1.3486,1.4295,0.01017
2023-01-09,1.3376,1.4365,0.01015
2023-01-10,1.3421,1.4407,0.01015
2023-01-11,1.3425,1.4436,0.01013
2023-01-12,1.3378,1.4479,0.01031
2023-01-13,1.3406,1.4505,0.01048
2023-01-16,1.3397,1.4493,0.01042
2023-01-17,1.339,1.4475,0.01043
2023-01-18,1.3439,1.4541,0.01046
2023-01-19,1.3472,1.4572,0.01049
2023-01-20,1.3421,1.4545,0.01033
2023-01-23,1.3382,1.4536,0.01025
2023-01-24,1.337,1.4539,0.01027
2023-01-25,1.3393,1.4597,0.01033
2023-01-26,1.3349,1.4525,0.01025
2023-01-27,1.3314,1.4464,0.01025
2023-01-30,1.3356,1.4517,0.01025
2023-01-31,1.335,1.4497,0.01026
2023-02-01,1.3321,1.4549,0.0103
2023-02-02,1.3312,1.4545,0.01036
2023-02-03,1.3391,1.4508,0.01024
2023-02-06,1.3442,1.443,0.01014
2023-02-07,1.3435,1.438,0.01022
2023-02-08,1.3429,1.4405,0.01023
2023-02-09,1.3427,1.4443,0.01024
2023-02-10,1.3362,1.4272,0.01018
2023-02-13,1.3343,1.4291,0.01006
2023-02-14,1.3345,1.433,0.01004
2023-02-15,1.3411,1.4322,0.01
2023-02-16,1.3439,1.4357,0.01003
2023-02-17,1.3487,1.4393,0.01004
2023-02-21,1.3516,1.4405,0.01002
2023-02-22,1.3542,1.4393,0.01005
2023-02-23,1.3549,1.4357,0.01005
2023-02-24,1.3622,1.4372,0.00999
2023-02-27,1.3573,1.4381,0.00997
2023-02-28,1.3609,1.4434,0.00999
2023-03-01,1.3612,1.4517,0.01001
2023-03-02,1.3614,1.4425,0.00995
2023-03-03,1.361,1.4453,0.01
2023-03-06,1.3615,1.4532,0.01002
2023-03-07,1.3717,1.4528,0.01003
2023-03-08,1.3785,1.4541,0.01006
2023-03-09,1.379,1.4585,0.01012
2023-03-10,1.3807,1.4707,0.01022
2023-03-13,1.373,1.4718,0.01032
2023-03-14,1.3677,1.4674,0.01018
2023-03-15,1.3778,1.4544,0.01036
2023-03-16,1.3744,1.4575,0.01034
2023-03-17,1.3734,1.4627,0.0104
2023-03-20,1.3674,1.4658,0.0104
2023-03-21,1.3706,1.4762,0.01036
2023-03-22,1.3712,1.4819,0.01036
2023-03-23,1.3671,1.4871,0.01044
2023-03-24,1.3763,1.4802,0.01054
2023-03-27,1.3682,1.4758,0.0104
2023-03-28,1.3626,1.4768,0.01041
2023-03-29,1.3576,1.4716,0.01024
2023-03-30,1.3533,1.4757,0.01021
2023-03-31,1.3533,1.4708,0.01018
2023-04-03,1.3438,1.463,0.01014
2023-04-04,1.3447,1.4709,0.01019
2023-04-05,1.3457,1.4695,0.01026
2023-04-06,1.3478,1.4718,0.01023
2023-04-10,1.3527,1.4678,0.01013
2023-04-11,1.3483,1.471,0.0101
2023-04-12,1.3447,1.4771,0.0101
2023-04-13,1.3359,1.4761,0.01008
2023-04-14,1.3362,1.4702,0.01001
2023-04-17,1.3398,1.4644,0.00997
2023-04-18,1.3387,1.4679,0.00998
2023-04-19,1.3445,1.4731,0.00999
2023-04-20,1.3469,1.4773,0.01003
2023-04-21,1.3539,1.4863,0.0101
2023-04-24,1.3542,1.4937,0.01007
2023-04-25,1.3623,1.4963,0.01018
2023-04-26,1.3625,1.5053,0.0102
2023-04-27,1.3612,1.4997,0.01016
2023-04-28,1.3578,1.4959,0.00997
2023-05-01,1.3546,1.4881,0.00987
2023-05-02,1.3618,1.4959,0.00996
2023-05-03,1.3616,1.5043,0.01006
2023-05-04,1.3566,1.4951,0.01011
2023-05-05,1.3427,1.4784,0.00996
2023-05-08,1.3354,1.472,0.0099
2023-05-09,1.339,1.4675,0.00991
2023-05-10,1.3375,1.468,0.00995
2023-05-11,1.3477,1.4716,0.01003
2023-05-12,1.3534,1.4705,0.01
2023-05-15,1.3487,1.4667,0.00991
2023-05-16,1.3456,1.4625,0.00987
2023-05-17,1.3463,1.4585,0.0098
2023-05-18,1.35,1.4548,0.00975
2023-05-19,1.3503,1.4593,0.00978
2023-05-23,1.3504,1.455,0.00974
2023-05-24,1.3582,1.4622,0.00977
2023-05-25,1.3628,1.4612,0.00975
2023-05-26,1.3623,1.4612,0.0097
2023-05-29,1.3593,1.4561,0.00969
2023-05-30,1.3598,1.4584,0.00973
2023-05-31,1.3603,1.4511,0.00974
2023-06-01,1.3482,1.4481,0.00971
2023-06-02,1.3435,1.4412,0.00962
2023-06-05,1.3434,1.4382,0.00961
2023-06-06,1.3419,1.4338,0.0096
2023-06-07,1.3376,1.4321,0.00956
2023-06-08,1.3358,1.4388,0.00961
2023-06-09,1.3341,1.435,0.00957
2023-06-12,1.3366,1.4376,0.00958
2023-06-13,1.331,1.4369,0.00952
2023-06-14,1.3297,1.4416,0.00953
2023-06-15,1.3252,1.4471,0.00943
2023-06-16,1.3198,1.4439,0.00932
2023-06-19,1.3206,1.4422,0.00931
2023-06-20,1.3241,1.4449,0.00936
2023-06-21,1.3183,1.4442,0.00929
2023-06-22,1.316,1.443,0.00922
2023-06-23,1.3199,1.4374,0.00919
2023-06-26,1.3151,1.4349,0.00917
2023-06-27,1.3175,1.444,0.00916
2023-06-28,1.3254,1.4474,0.00918
2023-06-29,1.3255,1.4422,0.00916
2023-06-30,1.324,1.4445,0.00917
2023-07-04,1.3219,1.4403,0.00915
2023-07-05,1.3273,1.4429,0.00918
2023-07-06,1.3348,1.4514,0.00926
2023-07-07,1.3293,1.4553,0.00934
2023-07-10,1.3284,1.4586,0.00938
2023-07-11,1.326,1.4578,0.00944
2023-07-12,1.3188,1.4652,0.00951
2023-07-13,1.3128,1.4703,0.0095
2023-07-14,1.3183,1.4807,0.0095
2023-07-17,1.3187,1.4813,0.00949
2023-07-18,1.319,1.4811,0.00951
2023-07-19,1.317,1.4751,0.00943
2023-07-20,1.3171,1.4682,0.0094
2023-07-21,1.3212,1.4695,0.00933
2023-07-24,1.3172,1.4593,0.00932
2023-07-25,1.3184,1.456,0.00934
2023-07-26,1.322,1.4637,0.00942
2023-07-27,1.3201,1.4527,0.0094
2023-07-28,1.3232,1.4585,0.00941
2023-07-31,1.3177,1.4517,0.00927
2023-08-01,1.3291,1.458,0.00927
2023-08-02,1.3335,1.4598,0.00931
2023-08-03,1.3351,1.4609,0.00936
2023-08-04,1.3355,1.4713,0.00941
2023-08-08,1.3456,1.4734,0.00939
2023-08-09,1.3431,1.4746,0.00936
2023-08-10,1.3409,1.4763,0.00929
2023-08-11,1.3443,1.4734,0.00928
2023-08-14,1.3461,1.469,0.00926
2023-08-15,1.3482,1.4726,0.00927
2023-08-16,1.3518,1.4731,0.00926
2023-08-17,1.3524,1.4715,0.00926
2023-08-18,1.3552,1.4733,0.00933
2023-08-21,1.3543,1.4754,0.00927
2023-08-22,1.3549,1.4706,0.00929
2023-08-23,1.3552,1.4702,0.00935
2023-08-24,1.3565,1.4685,0.00931
2023-08-25,1.3606,1.4695,0.0093
2023-08-28,1.3596,1.4695,0.00928
2023-08-29,1.3593,1.474,0.00929
2023-08-30,1.3535,1.4785,0.00927
2023-08-31,1.3531,1.4682,0.00929
2023-09-01,1.358,1.4674,0.00931
2023-09-05,1.3627,1.4616,0.00923
2023-09-06,1.3654,1.4642,0.00925
2023-09-07,1.3674,1.4632,0.00929
2023-09-08,1.3632,1.4599,0.00923
2023-09-11,1.3581,1.459,0.00927
2023-09-12,1.356,1.4541,0.00922
2023-09-13,1.3551,1.4552,0.00919
2023-09-14,1.3515,1.4405,0.00918
2023-09-15,1.3526,1.4427,0.00915
2023-09-18,1.3491,1.4407,0.00914
2023-09-19,1.3426,1.435,0.00908
2023-09-20,1.3423,1.4375,0.00908
2023-09-21,1.3486,1.4373,0.00914
2023-09-22,1.3464,1.4345,0.00908
2023-09-25,1.3471,1.4275,0.00905
2023-09-26,1.3509,1.4292,0.00907
2023-09-27,1.3515,1.4211,0.00904
2023-09-28,1.3493,1.4243,0.00904
2023-09-29,1.352,1.4304,0.00905
2023-10-03,1.3711,1.4354,0.00919
2023-10-04,1.3743,1.4443,0.00923
2023-10-05,1.3733,1.4462,0.00924
2023-10-06,1.3683,1.4454,0.00917
2023-10-10,1.3591,1.4406,0.00913
2023-10-11,1.3603,1.4432,0.00912
2023-10-12,1.3657,1.4413,0.00913
2023-10-13,1.3661,1.4363,0.00913
2023-10-16,1.3619,1.4363,0.0091
2023-10-17,1.3647,1.4428,0.00911
2023-10-18,1.3685,1.443,0.00914
2023-10-19,1.3715,1.4512,0.00915
2023-10-20,1.3695,1.4502,0.00914
2023-10-23,1.3693,1.457,0.00914
2023-10-24,1.3731,1.4554,0.00916
2023-10-25,1.3782,1.4576,0.00919
2023-10-26,1.3825,1.4577,0.00919
2023-10-27,1.3857,1.4652,0.00926
2023-10-30,1.3833,1.4674,0.00927
2023-10-31,1.3871,1.4692,0.00917
2023-11-01,1.3875,1.4628,0.00918
2023-11-02,1.3778,1.465,0.00916
2023-11-03,1.3683,1.4669,0.00916
2023-11-06,1.3676,1.4681,0.00913
2023-11-07,1.376,1.4703,0.00914
2023-11-08,1.3797,1.476,0.00914
2023-11-09,1.3781,1.4741,0.00912
2023-11-10,1.3819,1.4756,0.00912
2023-11-14,1.3725,1.4887,0.00911
2023-11-15,1.3675,1.4838,0.00905
2023-11-16,1.375,1.4936,0.00913
2023-11-17,1.3722,1.4937,0.00917
2023-11-20,1.3726,1.5016,0.00925
2023-11-21,1.3698,1.4971,0.00926
2023-11-22,1.3723,1.4931,0.00918
2023-11-23,1.3699,1.4937,0.00916
2023-11-24,1.3623,1.4898,0.00911
2023-11-27,1.3635,1.4918,0.00916
2023-11-28,1.3581,1.4915,0.00919
2023-11-29,1.359,1.4917,0.00922
2023-11-30,1.3582,1.4808,0.00917
2023-12-01,1.3507,1.4685,0.00917
2023-12-04,1.3541,1.4664,0.00921
2023-12-05,1.3579,1.4666,0.00923
2023-12-06,1.3574,1.4637,0.00922
2023-12-07,1.3597,1.4675,0.00944
2023-12-08,1.3588,1.4618,0.00939
2023-12-11,1.357,1.4595,0.00928
2023-12-12,1.3599,1.4673,0.00934
2023-12-13,1.3561,1.4658,0.00936
2023-12-14,1.3419,1.4735,0.00946
2023-12-15,1.3378,1.4595,0.00942
2023-12-18,1.3387,1.462,0.00936
2023-12-19,1.3344,1.4643,0.00927
2023-12-20,1.3331,1.4607,0.00928
2023-12-21,1.3311,1.4628,0.00935
2023-12-22,1.3258,1.4615,0.00932
2023-12-27,1.3205,1.4656,0.00929
2023-12-28,1.3212,1.464,0.00936
2023-12-29,1.3226,1.4626,0.00935
2024-01-02,1.3316,1.4584,0.00938
2024-01-03,1.3356,1.4577,0.00932
2024-01-04,1.3354,1.4623,0.00924
2024-01-05,1.3347,1.4614,0.00922
2024-01-08,1.3372,1.4657,0.00928
2024-01-09,1.3391,1.4639,0.00928
2024-01-10,1.3382,1.4664,0.00919
2024-01-11,1.3409,1.4694,0.0092
2024-01-12,1.3387,1.4673,0.00924
2024-01-15,1.3436,1.471,0.00922
2024-01-16,1.3483,1.4663,0.00917
2024-01-17,1.3522,1.4691,0.00912
2024-01-18,1.3505,1.4669,0.00912
2024-01-19,1.3462,1.4654,0.00908
2024-01-22,1.3454,1.465,0.00909
2024-01-23,1.3478,1.4617,0.00908
2024-01-24,1.3484,1.4698,0.00916
2024-01-25,1.3496,1.4637,0.00914
2024-01-26,1.3449,1.461,0.00909
2024-01-29,1.3442,1.4536,0.0091
2024-01-30,1.3417,1.4545,0.00909
2024-01-31,1.3397,1.4532,0.00913
2024-02-01,1.3404,1.4542,0.00916
2024-02-02,1.3454,1.4527,0.00908
2024-02-05,1.3527,1.4526,0.0091
2024-02-06,1.3506,1.4512,0.00912
2024-02-07,1.3469,1.4506,0.0091
2024-02-08,1.3467,1.4501,0.00902
2024-02-09,1.3458,1.4512,0.00901
2024-02-12,1.345,1.449,0.00901
2024-02-13,1.3556,1.4528,0.009
2024-02-14,1.355,1.4531,0.009
2024-02-15,1.3493,1.4526,0.00899
2024-02-16,1.3484,1.4521,0.00897
2024-02-20,1.3518,1.4619,0.00902
2024-02-21,1.3512,1.461,0.009
2024-02-22,1.3494,1.46,0.00896
2024-02-23,1.3494,1.4607,0.00897
2024-02-26,1.3515,1.4661,0.00897
2024-02-27,1.3521,1.4667,0.00899
2024-02-28,1.3574,1.4704,0.00901
2024-02-29,1.357,1.468,0.00906
2024-03-01,1.3564,1.469,0.00903
2024-03-04,1.3572,1.4734,0.00902
2024-03-05,1.3582,1.4745,0.00905
2024-03-06,1.3528,1.474,0.00906
2024-03-07,1.3474,1.4721,0.0091
2024-03-08,1.3471,1.4744,0.00916
2024-03-11,1.3491,1.474,0.00918
2024-03-12,1.3499,1.4739,0.00914
2024-03-13,1.3472,1.4746,0.00912
2024-03-14,1.3512,1.4727,0.00912
2024-03-15,1.3533,1.4735,0.00908
2024-03-18,1.3541,1.4734,0.00908
2024-03-19,1.3581,1.4747,0.00901
2024-03-20,1.3559,1.4728,0.00895
2024-03-21,1.3525,1.4706,0.00892
2024-03-22,1.3593,1.47,0.00898
2024-03-25,1.3583,1.4718,0.00897
2024-03-26,1.3572,1.4711,0.00896
2024-03-27,1.3587,1.4701,0.00898
2024-03-28,1.355,1.4632,0.00895
2024-04-01,1.3574,1.4592,0.00895
2024-04-02,1.3572,1.4609,0.00895
2024-04-03,1.3537,1.4642,0.00892
2024-04-04,1.3504,1.4666,0.00891
2024-04-05,1.3598,1.4723,0.00897
2024-04-08,1.3582,1.4736,0.00895
2024-04-09,1.3578,1.4748,0.00895
2024-04-10,1.3671,1.4703,0.00895
2024-04-11,1.3692,1.4684,0.00894
2024-04-12,1.3766,1.4648,0.00899
2024-04-15,1.3764,1.4638,0.00892
2024-04-16,1.3821,1.469,0.00894
2024-04-17,1.3794,1.4692,0.00893
2024-04-18,1.3764,1.4665,0.00891
2024-04-19,1.3748,1.4653,0.00889
2024-04-22,1.3715,1.4601,0.00886
2024-04-23,1.3673,1.4623,0.00883
2024-04-24,1.3709,1.4659,0.00884
2024-04-25,1.3689,1.4671,0.0088
2024-04-26,1.3668,1.4624,0.00868
2024-04-29,1.3658,1.4636,0.00874
2024-04-30,1.3746,1.4695,0.00873
2024-05-01,1.3759,1.47,0.00873
2024-05-02,1.3698,1.4667,0.0089
2024-05-03,1.3672,1.4724,0.00895
2024-05-06,1.3661,1.4723,0.00888
2024-05-07,1.3705,1.4757,0.00887
2024-05-08,1.3734,1.476,0.00883
2024-05-09,1.3692,1.4748,0.0088
2024-05-10,1.3665,1.4722,0.00877
2024-05-13,1.3672,1.476,0.00876
2024-05-14,1.3653,1.4767,0.00873
2024-05-15,1.3615,1.4792,0.00878
2024-05-16,1.362,1.4802,0.00877
2024-05-17,1.3615,1.4793,0.00875
2024-05-21,1.3649,1.4816,0.00874
2024-05-22,1.3674,1.4814,0.00874
2024-05-23,1.3702,1.4836,0.00873
2024-05-24,1.3673,1.4834,0.00871
2024-05-27,1.3636,1.4804,0.00869
2024-05-28,1.3638,1.4825,0.00869
2024-05-29,1.37,1.4824,0.0087
2024-05-30,1.3678,1.482,0.00873
2024-05-31,1.3637,1.4802,0.00868
2024-06-03,1.3635,1.4831,0.00872
2024-06-04,1.3681,1.488,0.00884
2024-06-05,1.3696,1.4889,0.00877
2024-06-06,1.3686,1.4897,0.00878
2024-06-07,1.374,1.486,0.00877
2024-06-10,1.3765,1.48,0.00877
2024-06-11,1.3767,1.4778,0.00876
2024-06-12,1.37,1.4836,0.00877
2024-06-13,1.3746,1.4792,0.00876
2024-06-14,1.3751,1.4702,0.00874
2024-06-17,1.3743,1.4735,0.00871
2024-06-18,1.3723,1.4734,0.00869
2024-06-19,1.3709,1.4732,0.00868
2024-06-20,1.3698,1.4678,0.00863
2024-06-21,1.3702,1.465,0.0086
2024-06-24,1.3663,1.4663,0.00856
2024-06-25,1.3659,1.4626,0.00855
2024-06-26,1.3696,1.463,0.00853
2024-06-27,1.369,1.4661,0.00852
2024-06-28,1.3687,1.4659,0.00852
2024-07-02,1.3697,1.4705,0.00848
2024-07-03,1.3637,1.4713,0.00844
2024-07-04,1.3613,1.4713,0.00845
