date,geography,product_group,cpi_value
1963-09-01,Canada,All-items,16.2
1963-10-01,Canada,All-items,16.2
1963-11-01,Canada,All-items,16.3
1963-12-01,Canada,All-items,16.3
1964-01-01,Canada,All-items,16.3
1964-02-01,Canada,All-items,16.3
1964-03-01,Canada,All-items,16.3
1964-04-01,Canada,All-items,16.4
1964-05-01,Canada,All-items,16.4
1964-06-01,Canada,All-items,16.4
1964-07-01,Canada,All-items,16.5
1964-08-01,Canada,All-items,16.5
1964-09-01,Canada,All-items,16.5
1964-10-01,Canada,All-items,16.5
1964-11-01,Canada,All-items,16.5
1964-12-01,Canada,All-items,16.6
1965-01-01,Canada,All-items,16.6
1965-02-01,Canada,All-items,16.6
1965-03-01,Canada,All-items,16.6
1965-04-01,Canada,All-items,16.7
1965-05-01,Canada,All-items,16.7
1965-06-01,Canada,All-items,16.9
1965-07-01,Canada,All-items,16.9
1965-08-01,Canada,All-items,16.9
1965-09-01,Canada,All-items,16.9
1965-10-01,Canada,All-items,16.9
1965-11-01,Canada,All-items,17.0
1965-12-01,Canada,All-items,17.1
1966-01-01,Canada,All-items,17.1
1966-02-01,Canada,All-items,17.2
1966-03-01,Canada,All-items,17.3
1966-04-01,Canada,All-items,17.4
1966-05-01,Canada,All-items,17.4
1966-06-01,Canada,All-items,17.5
1966-07-01,Canada,All-items,17.5
1966-08-01,Canada,All-items,17.6
1966-09-01,Canada,All-items,17.6
1966-10-01,Canada,All-items,17.6
1966-11-01,Canada,All-items,17.6
1966-12-01,Canada,All-items,17.7
1967-01-01,Canada,All-items,17.7
1967-02-01,Canada,All-items,17.7
1967-03-01,Canada,All-items,17.8
1967-04-01,Canada,All-items,17.9
1967-05-01,Canada,All-items,18.0
1967-06-01,Canada,All-items,18.1
1967-07-01,Canada,All-items,18.2
1967-08-01,Canada,All-items,18.3
1967-09-01,Canada,All-items,18.3
1967-10-01,Canada,All-items,18.3
1967-11-01,Canada,All-items,18.3
1967-12-01,Canada,All-items,18.4
1968-01-01,Canada,All-items,18.5
1968-02-01,Canada,All-items,18.5
1968-03-01,Canada,All-items,18.6
1968-04-01,Canada,All-items,18.6
1968-05-01,Canada,All-items,18.6
1968-06-01,Canada,All-items,18.7
1968-07-01,Canada,All-items,18.9
1968-08-01,Canada,All-items,19.0
1968-09-01,Canada,All-items,19.0
1968-10-01,Canada,All-items,19.0
1968-11-01,Canada,All-items,19.2
1968-12-01,Canada,All-items,19.2
1969-01-01,Canada,All-items,19.2
1969-02-01,Canada,All-items,19.2
1969-03-01,Canada,All-items,19.3
1969-04-01,Canada,All-items,19.6
1969-05-01,Canada,All-items,19.6
1969-06-01,Canada,All-items,19.7
1969-07-01,Canada,All-items,19.8
1969-08-01,Canada,All-items,19.9
1969-09-01,Canada,All-items,19.9
1969-10-01,Canada,All-items,19.9
1969-11-01,Canada,All-items,19.9
1969-12-01,Canada,All-items,20.1
1970-01-01,Canada,All-items,20.2
1970-02-01,Canada,All-items,20.2
1970-03-01,Canada,All-items,20.2
1970-04-01,Canada,All-items,20.3
1970-05-01,Canada,All-items,20.3
1970-06-01,Canada,All-items,20.3
1970-07-01,Canada,All-items,20.5
1970-08-01,Canada,All-items,20.5
1970-09-01,Canada,All-items,20.4
1970-10-01,Canada,All-items,20.4
1970-11-01,Canada,All-items,20.4
1970-12-01,Canada,All-items,20.3
1971-01-01,Canada,All-items,20.4
1971-02-01,Canada,All-items,20.5
1971-03-01,Canada,All-items,20.5
1971-04-01,Canada,All-items,20.7
1971-05-01,Canada,All-items,20.7
1971-06-01,Canada,All-items,20.8
1971-07-01,Canada,All-items,21.0
1971-08-01,Canada,All-items,21.2
1971-09-01,Canada,All-items,21.1
1971-10-01,Canada,All-items,21.2
1971-11-01,Canada,All-items,21.2
1971-12-01,Canada,All-items,21.3
1972-01-01,Canada,All-items,21.4
1972-02-01,Canada,All-items,21.5
1972-03-01,Canada,All-items,21.6
1972-04-01,Canada,All-items,21.7
1972-05-01,Canada,All-items,21.7
1972-06-01,Canada,All-items,21.7
1972-07-01,Canada,All-items,22.0
1972-08-01,Canada,All-items,22.2
1972-09-01,Canada,All-items,22.3
1972-10-01,Canada,All-items,22.3
1972-11-01,Canada,All-items,22.3
1972-12-01,Canada,All-items,22.4
1973-01-01,Canada,All-items,22.6
1973-02-01,Canada,All-items,22.8
1973-03-01,Canada,All-items,22.8
1973-04-01,Canada,All-items,23.1
1973-05-01,Canada,All-items,23.2
1973-06-01,Canada,All-items,23.4
1973-07-01,Canada,All-items,23.7
1973-08-01,Canada,All-items,24.0
1973-09-01,Canada,All-items,24.1
1973-10-01,Canada,All-items,24.2
1973-11-01,Canada,All-items,24.4
1973-12-01,Canada,All-items,24.5
1974-01-01,Canada,All-items,24.7
1974-02-01,Canada,All-items,24.9
1974-03-01,Canada,All-items,25.2
1974-04-01,Canada,All-items,25.4
1974-05-01,Canada,All-items,25.9
1974-06-01,Canada,All-items,26.1
1974-07-01,Canada,All-items,26.3
1974-08-01,Canada,All-items,26.6
1974-09-01,Canada,All-items,26.8
1974-10-01,Canada,All-items,27.1
1974-11-01,Canada,All-items,27.3
1974-12-01,Canada,All-items,27.6
1975-01-01,Canada,All-items,27.6
1975-02-01,Canada,All-items,27.9
1975-03-01,Canada,All-items,28.0
1975-04-01,Canada,All-items,28.2
1975-05-01,Canada,All-items,28.5
1975-06-01,Canada,All-items,28.8
1975-07-01,Canada,All-items,29.2
1975-08-01,Canada,All-items,29.5
1975-09-01,Canada,All-items,29.6
1975-10-01,Canada,All-items,29.8
1975-11-01,Canada,All-items,30.1
1975-12-01,Canada,All-items,30.2
1976-01-01,Canada,All-items,30.3
1976-02-01,Canada,All-items,30.5
1976-03-01,Canada,All-items,30.6
1976-04-01,Canada,All-items,30.7
1976-05-01,Canada,All-items,30.9
1976-06-01,Canada,All-items,31.1
1976-07-01,Canada,All-items,31.3
1976-08-01,Canada,All-items,31.3
1976-09-01,Canada,All-items,31.5
1976-10-01,Canada,All-items,31.7
1976-11-01,Canada,All-items,31.8
1976-12-01,Canada,All-items,31.9
1977-01-01,Canada,All-items,32.2
1977-02-01,Canada,All-items,32.4
1977-03-01,Canada,All-items,32.8
1977-04-01,Canada,All-items,33.0
1977-05-01,Canada,All-items,33.4
1977-06-01,Canada,All-items,33.5
1977-07-01,Canada,All-items,33.9
1977-08-01,Canada,All-items,33.9
1977-09-01,Canada,All-items,34.2
1977-10-01,Canada,All-items,34.5
1977-11-01,Canada,All-items,34.7
1977-12-01,Canada,All-items,34.9
1978-01-01,Canada,All-items,35.1
1978-02-01,Canada,All-items,35.4
1978-03-01,Canada,All-items,35.7
1978-04-01,Canada,All-items,35.8
1978-05-01,Canada,All-items,36.3
1978-06-01,Canada,All-items,36.6
1978-07-01,Canada,All-items,37.1
1978-08-01,Canada,All-items,37.2
1978-09-01,Canada,All-items,37.1
1978-10-01,Canada,All-items,37.6
1978-11-01,Canada,All-items,37.8
1978-12-01,Canada,All-items,37.9
1979-01-01,Canada,All-items,38.1
1979-02-01,Canada,All-items,38.6
1979-03-01,Canada,All-items,39.0
1979-04-01,Canada,All-items,39.3
1979-05-01,Canada,All-items,39.7
1979-06-01,Canada,All-items,39.9
1979-07-01,Canada,All-items,40.2
1979-08-01,Canada,All-items,40.3
1979-09-01,Canada,All-items,40.7
1979-10-01,Canada,All-items,41.0
1979-11-01,Canada,All-items,41.4
1979-12-01,Canada,All-items,41.6
1980-01-01,Canada,All-items,41.8
1980-02-01,Canada,All-items,42.3
1980-03-01,Canada,All-items,42.6
1980-04-01,Canada,All-items,42.9
1980-05-01,Canada,All-items,43.4
1980-06-01,Canada,All-items,43.9
1980-07-01,Canada,All-items,44.2
1980-08-01,Canada,All-items,44.7
1980-09-01,Canada,All-items,45.0
1980-10-01,Canada,All-items,45.4
1980-11-01,Canada,All-items,46.0
1980-12-01,Canada,All-items,46.2
1981-01-01,Canada,All-items,46.9
1981-02-01,Canada,All-items,47.4
1981-03-01,Canada,All-items,48.0
1981-04-01,Canada,All-items,48.3
1981-05-01,Canada,All-items,48.7
1981-06-01,Canada,All-items,49.5
1981-07-01,Canada,All-items,49.9
1981-08-01,Canada,All-items,50.3
1981-09-01,Canada,All-items,50.7
1981-10-01,Canada,All-items,51.2
1981-11-01,Canada,All-items,51.6
1981-12-01,Canada,All-items,51.8
1982-01-01,Canada,All-items,52.2
1982-02-01,Canada,All-items,52.8
1982-03-01,Canada,All-items,53.5
1982-04-01,Canada,All-items,53.8
1982-05-01,Canada,All-items,54.5
1982-06-01,Canada,All-items,55.1
1982-07-01,Canada,All-items,55.4
1982-08-01,Canada,All-items,55.6
1982-09-01,Canada,All-items,55.9
1982-10-01,Canada,All-items,56.3
1982-11-01,Canada,All-items,56.6
1982-12-01,Canada,All-items,56.6
1983-01-01,Canada,All-items,56.5
1983-02-01,Canada,All-items,56.8
1983-03-01,Canada,All-items,57.4
1983-04-01,Canada,All-items,57.4
1983-05-01,Canada,All-items,57.5
1983-06-01,Canada,All-items,58.1
1983-07-01,Canada,All-items,58.4
1983-08-01,Canada,All-items,58.7
1983-09-01,Canada,All-items,58.7
1983-10-01,Canada,All-items,59.1
1983-11-01,Canada,All-items,59.1
1983-12-01,Canada,All-items,59.2
1984-01-01,Canada,All-items,59.6
1984-02-01,Canada,All-items,59.9
1984-03-01,Canada,All-items,60.0
1984-04-01,Canada,All-items,60.2
1984-05-01,Canada,All-items,60.2
1984-06-01,Canada,All-items,60.6
1984-07-01,Canada,All-items,60.8
1984-08-01,Canada,All-items,60.8
1984-09-01,Canada,All-items,60.9
1984-10-01,Canada,All-items,61.1
1984-11-01,Canada,All-items,61.4
1984-12-01,Canada,All-items,61.4
1985-01-01,Canada,All-items,61.7
1985-02-01,Canada,All-items,62.1
1985-03-01,Canada,All-items,62.2
1985-04-01,Canada,All-items,62.5
1985-05-01,Canada,All-items,62.7
1985-06-01,Canada,All-items,63.0
1985-07-01,Canada,All-items,63.3
1985-08-01,Canada,All-items,63.3
1985-09-01,Canada,All-items,63.4
1985-10-01,Canada,All-items,63.6
1985-11-01,Canada,All-items,63.8
1985-12-01,Canada,All-items,64.1
1986-01-01,Canada,All-items,64.4
1986-02-01,Canada,All-items,64.7
1986-03-01,Canada,All-items,64.9
1986-04-01,Canada,All-items,64.9
1986-05-01,Canada,All-items,65.3
1986-06-01,Canada,All-items,65.4
1986-07-01,Canada,All-items,65.9
1986-08-01,Canada,All-items,66.0
1986-09-01,Canada,All-items,66.0
1986-10-01,Canada,All-items,66.4
1986-11-01,Canada,All-items,66.7
1986-12-01,Canada,All-items,66.8
1987-01-01,Canada,All-items,67.0
1987-02-01,Canada,All-items,67.3
1987-03-01,Canada,All-items,67.5
1987-04-01,Canada,All-items,67.9
1987-05-01,Canada,All-items,68.3
1987-06-01,Canada,All-items,68.5
1987-07-01,Canada,All-items,68.9
1987-08-01,Canada,All-items,69.0
1987-09-01,Canada,All-items,69.0
1987-10-01,Canada,All-items,69.2
1987-11-01,Canada,All-items,69.5
1987-12-01,Canada,All-items,69.6
1988-01-01,Canada,All-items,69.7
1988-02-01,Canada,All-items,70.0
1988-03-01,Canada,All-items,70.4
1988-04-01,Canada,All-items,70.6
1988-05-01,Canada,All-items,71.0
1988-06-01,Canada,All-items,71.2
1988-07-01,Canada,All-items,71.6
1988-08-01,Canada,All-items,71.7
1988-09-01,Canada,All-items,71.8
1988-10-01,Canada,All-items,72.2
1988-11-01,Canada,All-items,72.3
1988-12-01,Canada,All-items,72.3
1989-01-01,Canada,All-items,72.7
1989-02-01,Canada,All-items,73.2
1989-03-01,Canada,All-items,73.6
1989-04-01,Canada,All-items,73.8
1989-05-01,Canada,All-items,74.6
1989-06-01,Canada,All-items,74.9
1989-07-01,Canada,All-items,75.4
1989-08-01,Canada,All-items,75.5
1989-09-01,Canada,All-items,75.6
1989-10-01,Canada,All-items,75.9
1989-11-01,Canada,All-items,76.1
1989-12-01,Canada,All-items,76.1
1990-01-01,Canada,All-items,76.7
1990-02-01,Canada,All-items,77.2
1990-03-01,Canada,All-items,77.5
1990-04-01,Canada,All-items,77.5
1990-05-01,Canada,All-items,77.9
1990-06-01,Canada,All-items,78.2
1990-07-01,Canada,All-items,78.5
1990-08-01,Canada,All-items,78.6
1990-09-01,Canada,All-items,78.8
1990-10-01,Canada,All-items,79.5
1990-11-01,Canada,All-items,80.0
1990-12-01,Canada,All-items,79.9
1991-01-01,Canada,All-items,82.0
1991-02-01,Canada,All-items,82.0
1991-03-01,Canada,All-items,82.3
1991-04-01,Canada,All-items,82.3
1991-05-01,Canada,All-items,82.7
1991-06-01,Canada,All-items,83.1
1991-07-01,Canada,All-items,83.2
1991-08-01,Canada,All-items,83.3
1991-09-01,Canada,All-items,83.1
1991-10-01,Canada,All-items,83.0
1991-11-01,Canada,All-items,83.3
1991-12-01,Canada,All-items,82.9
1992-01-01,Canada,All-items,83.3
1992-02-01,Canada,All-items,83.3
1992-03-01,Canada,All-items,83.6
1992-04-01,Canada,All-items,83.7
1992-05-01,Canada,All-items,83.8
1992-06-01,Canada,All-items,84.0
1992-07-01,Canada,All-items,84.2
1992-08-01,Canada,All-items,84.2
1992-09-01,Canada,All-items,84.2
1992-10-01,Canada,All-items,84.3
1992-11-01,Canada,All-items,84.7
1992-12-01,Canada,All-items,84.7
1993-01-01,Canada,All-items,85.0
1993-02-01,Canada,All-items,85.3
1993-03-01,Canada,All-items,85.2
1993-04-01,Canada,All-items,85.2
1993-05-01,Canada,All-items,85.4
1993-06-01,Canada,All-items,85.4
1993-07-01,Canada,All-items,85.6
1993-08-01,Canada,All-items,85.7
1993-09-01,Canada,All-items,85.7
1993-10-01,Canada,All-items,85.9
1993-11-01,Canada,All-items,86.3
1993-12-01,Canada,All-items,86.1
1994-01-01,Canada,All-items,86.1
1994-02-01,Canada,All-items,85.4
1994-03-01,Canada,All-items,85.4
1994-04-01,Canada,All-items,85.4
1994-05-01,Canada,All-items,85.2
1994-06-01,Canada,All-items,85.4
1994-07-01,Canada,All-items,85.7
1994-08-01,Canada,All-items,85.8
1994-09-01,Canada,All-items,85.9
1994-10-01,Canada,All-items,85.7
1994-11-01,Canada,All-items,86.2
1994-12-01,Canada,All-items,86.3
1995-01-01,Canada,All-items,86.6
1995-02-01,Canada,All-items,87.0
1995-03-01,Canada,All-items,87.2
1995-04-01,Canada,All-items,87.5
1995-05-01,Canada,All-items,87.7
1995-06-01,Canada,All-items,87.7
1995-07-01,Canada,All-items,87.9
1995-08-01,Canada,All-items,87.7
1995-09-01,Canada,All-items,87.8
1995-10-01,Canada,All-items,87.7
1995-11-01,Canada,All-items,88.0
1995-12-01,Canada,All-items,87.8
1996-01-01,Canada,All-items,88.0
1996-02-01,Canada,All-items,88.1
1996-03-01,Canada,All-items,88.5
1996-04-01,Canada,All-items,88.7
1996-05-01,Canada,All-items,89.0
1996-06-01,Canada,All-items,89.0
1996-07-01,Canada,All-items,89.0
1996-08-01,Canada,All-items,89.0
1996-09-01,Canada,All-items,89.1
1996-10-01,Canada,All-items,89.3
1996-11-01,Canada,All-items,89.7
1996-12-01,Canada,All-items,89.7
1997-01-01,Canada,All-items,89.9
1997-02-01,Canada,All-items,90.1
1997-03-01,Canada,All-items,90.2
1997-04-01,Canada,All-items,90.2
1997-05-01,Canada,All-items,90.3
1997-06-01,Canada,All-items,90.5
1997-07-01,Canada,All-items,90.5
1997-08-01,Canada,All-items,90.6
1997-09-01,Canada,All-items,90.6
1997-10-01,Canada,All-items,90.6
1997-11-01,Canada,All-items,90.5
1997-12-01,Canada,All-items,90.4
1998-01-01,Canada,All-items,90.9
1998-02-01,Canada,All-items,91.0
1998-03-01,Canada,All-items,91.1
1998-04-01,Canada,All-items,91.0
1998-05-01,Canada,All-items,91.3
1998-06-01,Canada,All-items,91.4
1998-07-01,Canada,All-items,91.4
1998-08-01,Canada,All-items,91.4
1998-09-01,Canada,All-items,91.2
1998-10-01,Canada,All-items,91.6
1998-11-01,Canada,All-items,91.6
1998-12-01,Canada,All-items,91.3
1999-01-01,Canada,All-items,91.5
1999-02-01,Canada,All-items,91.6
1999-03-01,Canada,All-items,92.0
1999-04-01,Canada,All-items,92.5
1999-05-01,Canada,All-items,92.7
1999-06-01,Canada,All-items,92.9
1999-07-01,Canada,All-items,93.1
1999-08-01,Canada,All-items,93.3
1999-09-01,Canada,All-items,93.6
1999-10-01,Canada,All-items,93.7
1999-11-01,Canada,All-items,93.6
1999-12-01,Canada,All-items,93.7
2000-01-01,Canada,All-items,93.5
2000-02-01,Canada,All-items,94.1
2000-03-01,Canada,All-items,94.8
2000-04-01,Canada,All-items,94.5
2000-05-01,Canada,All-items,94.9
2000-06-01,Canada,All-items,95.5
2000-07-01,Canada,All-items,95.8
2000-08-01,Canada,All-items,95.7
2000-09-01,Canada,All-items,96.1
2000-10-01,Canada,All-items,96.3
2000-11-01,Canada,All-items,96.6
2000-12-01,Canada,All-items,96.7
2001-01-01,Canada,All-items,96.3
2001-02-01,Canada,All-items,96.8
2001-03-01,Canada,All-items,97.1
2001-04-01,Canada,All-items,97.8
2001-05-01,Canada,All-items,98.6
2001-06-01,Canada,All-items,98.7
2001-07-01,Canada,All-items,98.4
2001-08-01,Canada,All-items,98.4
2001-09-01,Canada,All-items,98.6
2001-10-01,Canada,All-items,98.1
2001-11-01,Canada,All-items,97.2
2001-12-01,Canada,All-items,97.4
2002-01-01,Canada,All-items,97.6
2002-02-01,Canada,All-items,98.2
2002-03-01,Canada,All-items,98.9
2002-04-01,Canada,All-items,99.5
2002-05-01,Canada,All-items,99.7
2002-06-01,Canada,All-items,99.9
2002-07-01,Canada,All-items,100.5
2002-08-01,Canada,All-items,100.9
2002-09-01,Canada,All-items,100.9
2002-10-01,Canada,All-items,101.2
2002-11-01,Canada,All-items,101.5
2002-12-01,Canada,All-items,101.1
2003-01-01,Canada,All-items,102.0
2003-02-01,Canada,All-items,102.8
2003-03-01,Canada,All-items,103.1
2003-04-01,Canada,All-items,102.4
2003-05-01,Canada,All-items,102.5
2003-06-01,Canada,All-items,102.5
2003-07-01,Canada,All-items,102.6
2003-08-01,Canada,All-items,102.9
2003-09-01,Canada,All-items,103.1
2003-10-01,Canada,All-items,102.8
2003-11-01,Canada,All-items,103.1
2003-12-01,Canada,All-items,103.2
2004-01-01,Canada,All-items,103.3
2004-02-01,Canada,All-items,103.5
2004-03-01,Canada,All-items,103.9
2004-04-01,Canada,All-items,104.1
2004-05-01,Canada,All-items,105.0
2004-06-01,Canada,All-items,105.1
2004-07-01,Canada,All-items,105.0
2004-08-01,Canada,All-items,104.8
2004-09-01,Canada,All-items,105.0
2004-10-01,Canada,All-items,105.2
2004-11-01,Canada,All-items,105.6
2004-12-01,Canada,All-items,105.4
2005-01-01,Canada,All-items,105.3
2005-02-01,Canada,All-items,105.7
2005-03-01,Canada,All-items,106.3
2005-04-01,Canada,All-items,106.6
2005-05-01,Canada,All-items,106.7
2005-06-01,Canada,All-items,106.9
2005-07-01,Canada,All-items,107.1
2005-08-01,Canada,All-items,107.5
2005-09-01,Canada,All-items,108.4
2005-10-01,Canada,All-items,107.9
2005-11-01,Canada,All-items,107.7
2005-12-01,Canada,All-items,107.6
2006-01-01,Canada,All-items,108.2
2006-02-01,Canada,All-items,108.0
2006-03-01,Canada,All-items,108.6
2006-04-01,Canada,All-items,109.2
2006-05-01,Canada,All-items,109.7
2006-06-01,Canada,All-items,109.5
2006-07-01,Canada,All-items,109.6
2006-08-01,Canada,All-items,109.8
2006-09-01,Canada,All-items,109.2
2006-10-01,Canada,All-items,109.0
2006-11-01,Canada,All-items,109.2
2006-12-01,Canada,All-items,109.4
2007-01-01,Canada,All-items,109.4
2007-02-01,Canada,All-items,110.2
2007-03-01,Canada,All-items,111.1
2007-04-01,Canada,All-items,111.6
2007-05-01,Canada,All-items,112.1
2007-06-01,Canada,All-items,111.9
2007-07-01,Canada,All-items,112.0
2007-08-01,Canada,All-items,111.7
2007-09-01,Canada,All-items,111.9
2007-10-01,Canada,All-items,111.6
2007-11-01,Canada,All-items,111.9
2007-12-01,Canada,All-items,112.0
2008-01-01,Canada,All-items,111.8
2008-02-01,Canada,All-items,112.2
2008-03-01,Canada,All-items,112.6
2008-04-01,Canada,All-items,113.5
2008-05-01,Canada,All-items,114.6
2008-06-01,Canada,All-items,115.4
2008-07-01,Canada,All-items,115.8
2008-08-01,Canada,All-items,115.6
2008-09-01,Canada,All-items,115.7
2008-10-01,Canada,All-items,114.5
2008-11-01,Canada,All-items,114.1
2008-12-01,Canada,All-items,113.3
2009-01-01,Canada,All-items,113.0
2009-02-01,Canada,All-items,113.8
2009-03-01,Canada,All-items,114.0
2009-04-01,Canada,All-items,113.9
2009-05-01,Canada,All-items,114.7
2009-06-01,Canada,All-items,115.1
2009-07-01,Canada,All-items,114.7
2009-08-01,Canada,All-items,114.7
2009-09-01,Canada,All-items,114.7
2009-10-01,Canada,All-items,114.6
2009-11-01,Canada,All-items,115.2
2009-12-01,Canada,All-items,114.8
2010-01-01,Canada,All-items,115.1
2010-02-01,Canada,All-items,115.6
2010-03-01,Canada,All-items,115.6
2010-04-01,Canada,All-items,116.0
2010-05-01,Canada,All-items,116.3
2010-06-01,Canada,All-items,116.2
2010-07-01,Canada,All-items,116.8
2010-08-01,Canada,All-items,116.7
2010-09-01,Canada,All-items,116.9
2010-10-01,Canada,All-items,117.4
2010-11-01,Canada,All-items,117.5
2010-12-01,Canada,All-items,117.5
2011-01-01,Canada,All-items,117.8
2011-02-01,Canada,All-items,118.1
2011-03-01,Canada,All-items,119.4
2011-04-01,Canada,All-items,119.8
2011-05-01,Canada,All-items,120.6
2011-06-01,Canada,All-items,119.8
2011-07-01,Canada,All-items,120.0
2011-08-01,Canada,All-items,120.3
2011-09-01,Canada,All-items,120.6
2011-10-01,Canada,All-items,120.8
2011-11-01,Canada,All-items,120.9
2011-12-01,Canada,All-items,120.2
2012-01-01,Canada,All-items,120.7
2012-02-01,Canada,All-items,121.2
2012-03-01,Canada,All-items,121.7
2012-04-01,Canada,All-items,122.2
2012-05-01,Canada,All-items,122.1
2012-06-01,Canada,All-items,121.6
2012-07-01,Canada,All-items,121.5
2012-08-01,Canada,All-items,121.8
2012-09-01,Canada,All-items,122.0
2012-10-01,Canada,All-items,122.2
2012-11-01,Canada,All-items,121.9
2012-12-01,Canada,All-items,121.2
2013-01-01,Canada,All-items,121.3
2013-02-01,Canada,All-items,122.7
2013-03-01,Canada,All-items,122.9
2013-04-01,Canada,All-items,122.7
2013-05-01,Canada,All-items,123.0
2013-06-01,Canada,All-items,123.0
2013-07-01,Canada,All-items,123.1
2013-08-01,Canada,All-items,123.1
2013-09-01,Canada,All-items,123.3
2013-10-01,Canada,All-items,123.0
2013-11-01,Canada,All-items,123.0
2013-12-01,Canada,All-items,122.7
2014-01-01,Canada,All-items,123.1
2014-02-01,Canada,All-items,124.1
2014-03-01,Canada,All-items,124.8
2014-04-01,Canada,All-items,125.2
2014-05-01,Canada,All-items,125.8
2014-06-01,Canada,All-items,125.9
2014-07-01,Canada,All-items,125.7
2014-08-01,Canada,All-items,125.7
2014-09-01,Canada,All-items,125.8
2014-10-01,Canada,All-items,125.9
2014-11-01,Canada,All-items,125.4
2014-12-01,Canada,All-items,124.5
2015-01-01,Canada,All-items,124.3
2015-02-01,Canada,All-items,125.4
2015-03-01,Canada,All-items,126.3
2015-04-01,Canada,All-items,126.2
2015-05-01,Canada,All-items,126.9
2015-06-01,Canada,All-items,127.2
2015-07-01,Canada,All-items,127.3
2015-08-01,Canada,All-items,127.3
2015-09-01,Canada,All-items,127.1
2015-10-01,Canada,All-items,127.2
2015-11-01,Canada,All-items,127.1
2015-12-01,Canada,All-items,126.5
2016-01-01,Canada,All-items,126.8
2016-02-01,Canada,All-items,127.1
2016-03-01,Canada,All-items,127.9
2016-04-01,Canada,All-items,128.3
2016-05-01,Canada,All-items,128.8
2016-06-01,Canada,All-items,129.1
2016-07-01,Canada,All-items,128.9
2016-08-01,Canada,All-items,128.7
2016-09-01,Canada,All-items,128.8
2016-10-01,Canada,All-items,129.1
2016-11-01,Canada,All-items,128.6
2016-12-01,Canada,All-items,128.4
2017-01-01,Canada,All-items,129.5
2017-02-01,Canada,All-items,129.7
2017-03-01,Canada,All-items,129.9
2017-04-01,Canada,All-items,130.4
2017-05-01,Canada,All-items,130.5
2017-06-01,Canada,All-items,130.4
2017-07-01,Canada,All-items,130.4
2017-08-01,Canada,All-items,130.5
2017-09-01,Canada,All-items,130.8
2017-10-01,Canada,All-items,130.9
2017-11-01,Canada,All-items,131.3
2017-12-01,Canada,All-items,130.8
2018-01-01,Canada,All-items,131.7
2018-02-01,Canada,All-items,132.5
2018-03-01,Canada,All-items,132.9
2018-04-01,Canada,All-items,133.3
2018-05-01,Canada,All-items,133.4
2018-06-01,Canada,All-items,133.6
2018-07-01,Canada,All-items,134.3
2018-08-01,Canada,All-items,134.2
2018-09-01,Canada,All-items,133.7
2018-10-01,Canada,All-items,134.1
2018-11-01,Canada,All-items,133.5
2018-12-01,Canada,All-items,133.4
2019-01-01,Canada,All-items,133.6
2019-02-01,Canada,All-items,134.5
2019-03-01,Canada,All-items,135.4
2019-04-01,Canada,All-items,136.0
2019-05-01,Canada,All-items,136.6
2019-06-01,Canada,All-items,136.3
2019-07-01,Canada,All-items,137.0
2019-08-01,Canada,All-items,136.8
2019-09-01,Canada,All-items,136.2
2019-10-01,Canada,All-items,136.6
2019-11-01,Canada,All-items,136.4
2019-12-01,Canada,All-items,136.4
2020-01-01,Canada,All-items,136.8
2020-02-01,Canada,All-items,137.4
2020-03-01,Canada,All-items,136.6
2020-04-01,Canada,All-items,135.7
2020-05-01,Canada,All-items,136.1
2020-06-01,Canada,All-items,137.2
2020-07-01,Canada,All-items,137.2
2020-08-01,Canada,All-items,137.0
2020-09-01,Canada,All-items,136.9
2020-10-01,Canada,All-items,137.5
2020-11-01,Canada,All-items,137.7
2020-12-01,Canada,All-items,137.4
2021-01-01,Canada,All-items,138.2
2021-02-01,Canada,All-items,138.9
2021-03-01,Canada,All-items,139.6
2021-04-01,Canada,All-items,140.3
2021-05-01,Canada,All-items,141.0
2021-06-01,Canada,All-items,141.4
2021-07-01,Canada,All-items,142.3
2021-08-01,Canada,All-items,142.6
2021-09-01,Canada,All-items,142.9
2021-10-01,Canada,All-items,143.9
2021-11-01,Canada,All-items,144.2
2021-12-01,Canada,All-items,144.0
2022-01-01,Canada,All-items,145.3
2022-02-01,Canada,All-items,146.8
2022-03-01,Canada,All-items,148.9
2022-04-01,Canada,All-items,149.8
2022-05-01,Canada,All-items,151.9
2022-06-01,Canada,All-items,152.9
2022-07-01,Canada,All-items,153.1
2022-08-01,Canada,All-items,152.6
2022-09-01,Canada,All-items,152.7
2022-10-01,Canada,All-items,153.8
2022-11-01,Canada,All-items,154.0
2022-12-01,Canada,All-items,153.1
2023-01-01,Canada,All-items,153.9
2023-02-01,Canada,All-items,154.5
2023-03-01,Canada,All-items,155.3
2023-04-01,Canada,All-items,156.4
2023-05-01,Canada,All-items,157.0
2023-06-01,Canada,All-items,157.2
2023-07-01,Canada,All-items,158.1
2023-08-01,Canada,All-items,158.7
2023-09-01,Canada,All-items,158.5
2023-10-01,Canada,All-items,158.6
2023-11-01,Canada,All-items,158.8
2023-12-01,Canada,All-items,158.3
2024-01-01,Canada,All-items,158.3
2024-02-01,Canada,All-items,158.8
2024-03-01,Canada,All-items,159.8
2024-04-01,Canada,All-items,160.6
2024-05-01,Canada,All-items,161.5
2024-06-01,Canada,All-items,161.4
2024-07-01,Canada,All-items,162.1
2024-08-01,Canada,All-items,161.8
2024-09-01,Canada,All-items,161.1
2024-10-01,Canada,All-items,161.8
2024-11-01,Canada,All-items,161.8
2024-12-01,Canada,All-items,161.2
